Location,Site,Section,sample,min_depth,max_depth,midpoint,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content_pc,Dry_mass_pc,Dry_mass_pc_err,LOI550_pc,LOI550_err,C_org,C_org_err,Ln_C_org,Ln_C_org_err,Volume_cm3,Volume_err_cm3,Wet_density_g_cm3,Dry_density_g_cm3,Dry_density_err_g_cm3,DMAR_g_cm2_yr,DMAR_err_g_cm2_yr-1,DMAR_err_pc
Bird Island,BI10,BI10.10,398,389.2,390.2,389.7,389.7,0.5,4712.7,5246.9,5021.9,5011.4,267.1,0.09231,0.00504,21058.81818,55094.54545,1.373636364,8.545454545,227,37.18181818,49.72727273,9388,8.363636364,26,295.3636364,713.9090909,35304.09091,5630.636364,6.269201082,1.835097919,0.15968702,-1.835097919,40934.72727,578.8109913,3672.456871,0.075666733,8.128513226,36.95131933,11.86438521,18.72480125,4458.409559,18.01262184,29.19589012,74.71716366,114.2212367,1658.671423,152.4003102,0.21681994,0.034934903,0.005634506,0.034934903,1767.000401,80.46,19.54,0.98,77.76,3.89,38.88,1.94,3.66047998,0.182647406,4.4279,0.2546,1.2325,0.2408,0.0241,0.0222,0.0035,15.8
Bird Island,BI10,BI10.10,399,390.3,391.4,390.9,390.9,0.53,4731,5255.9,5034.7,5024.4,262.4,0.09274,0.00497,20571.41667,66007.58333,1.433333333,12.08333333,228.0833333,68.91666667,43.75,26168.66667,0.272727273,29.41666667,338.3333333,553.6666667,30281.5,5266.083333,5.752705719,1.749140792,0.174015244,-1.749140792,35547.58333,366.4841453,4596.071355,0.081389449,11.19625208,55.79745568,31.52331989,17.82299332,5291.196382,0.904534034,44.59608286,63.35087476,125.7178177,1013.716699,157.1545032,0.19573572,0.033973615,0.005902565,0.033973615,1090.218949,80.03,19.97,1,79.63,3.98,39.82,1.99,3.684369299,0.184125939,4.4556,0.254,1.0377,0.2072,0.0207,0.0192,0.003,15.7
Bird Island,BI10,BI10.10,400,391.6,392.7,392.1,392.1,0.55,4753.1,5261.7,5046.4,5037.4,254.3,0.09266,0.00481,21162.08333,81518.66667,1.4075,13.91666667,238,64.91666667,26.08333333,45555.41667,45,41.58333333,226.4166667,505.0833333,27177.16667,4895.916667,5.551647001,1.713197773,0.180451133,-1.713197772,32073.08333,979.8658033,6772.886807,0.082033807,12.70260055,31.65151153,17.23346814,19.21863837,6689.42368,94.27426141,58.45815649,68.7901398,102.2852147,1603.878982,200.8579137,0.244776643,0.04430947,0.008031365,0.04430947,1743.862352,80.2,19.8,0.99,78.55,3.93,39.28,1.96,3.670715483,0.183161974,4.7687,0.2766,1.2085,0.2392,0.0239,0.0222,0.0035,15.8
Bird Island,BI10,BI10.10,401,392.9,393.9,393.4,393.4,0.53,4774.7,5267.9,5060.4,5051.4,246.6,0.09274,0.00465,22439.72727,73721.27273,1.428181818,24.72727273,257.5454545,80.90909091,50.18181818,31069.36364,19.63636364,48.90909091,276.0909091,621,32983.18182,5442.454545,6.062638916,1.801875717,0.165033324,-1.801875716,38425.63636,402.8533457,4578.896113,0.053069423,12.54664026,25.55920044,17.09066731,20.14357556,6173.229678,24.051082,56.6347147,79.76020881,122.2636495,1521.855237,264.4728204,0.14804932,0.024311741,0.003994307,0.02431174,1756.269585,79.1,20.9,1.04,77.03,3.85,38.52,1.93,3.651177587,0.182938026,4.4556,0.254,1.1953,0.2498,0.025,0.0232,0.0036,15.7
Bird Island,BI10,BI10.10,402,394.1,395.1,394.6,394.6,0.5,4792.5,5279.5,5073.2,5064.4,243.5,0.09266,0.00457,20535.72727,59400.09091,1.338181818,13.09090909,207.3636364,59,38.81818182,15702.72727,13.45454545,50.36363636,442.3636364,712.0909091,33648.36364,5483.727273,6.136499636,1.814044601,0.163027429,-1.814044601,39132.09091,937.7321676,3163.322635,0.081341033,10.50194787,42.37280431,14.38749457,26.14122484,3275.080093,18.41392754,58.11931302,83.83707143,90.95323474,1423.903387,211.4001376,0.132529248,0.021434666,0.003468055,0.021434665,1611.065452,78.63,21.37,1.07,74.99,3.75,37.5,1.87,3.624340933,0.180733801,4.4279,0.2546,1.2486,0.2668,0.0267,0.0247,0.0039,15.8
Bird Island,BI10,BI10.10,403,395.3,396.4,395.8,395.8,0.53,4811.7,5284.9,5088.4,5077.3,236.6,0.09266,0.00444,19495.66667,56634.41667,1.331666667,7.75,178.9166667,33.25,36.16666667,16247.25,0.272727273,37.58333333,295.25,603.3333333,31109,5164.083333,6.026119385,1.795874205,0.166020445,-1.795874206,36273.08333,447.5503696,2259.835451,0.092425236,5.971523332,30.1042381,26.49914235,21.81672975,1764.023197,0.904534034,64.04183055,71.10955057,90.76576581,896.3808038,168.6046793,0.134481037,0.022375042,0.003724956,0.022375042,1028.034087,77.71,22.29,1.11,78.71,3.94,39.36,1.97,3.672750072,0.183824127,3.9894,0.2174,1.3847,0.3086,0.0309,0.0286,0.0044,15.5
Bird Island,BI10,BI10.10,404,396.5,397.5,397,397,0.5,4826.8,5296.7,5101.8,5090.3,234.9,0.09274,0.0044,20163.36364,63950.27273,1.371818182,22,227.6363636,69.90909091,50.54545455,23401.27273,65,30.27272727,302.6363636,630.1818182,30928.81818,5221.545455,5.923964062,1.778823635,0.168867642,-1.778823635,36150.36364,438.3590475,3483.377128,0.094108255,11.43678276,25.62527162,26.12069886,16.75925796,3635.656477,55.3714728,59.19305856,87.85473548,83.68132191,1096.203432,172.3214227,0.118153515,0.02005895,0.003406533,0.02005895,1243.225826,77.87,22.13,1.11,79.66,3.98,39.83,1.99,3.684620397,0.184092257,4.1527,0.2325,1.1409,0.2525,0.0252,0.0234,0.0037,15.6
Bird Island,BI10,BI10.10,405,397.7,398.7,398.2,398.2,0.5,4842,5319.8,5116.5,5103.2,238.9,0.09266,0.00445,21256.72727,61756.09091,1.356363636,25.18181818,226.8181818,65.09090909,48.27272727,16659.09091,52.45454545,50.45454545,523.2727273,711.5454545,34677.81818,5523.545455,6.281700235,1.837301227,0.15930001,-1.837301227,40201.36364,506.620586,1690.577502,0.112363048,11.82216716,17.89311701,23.86400866,19.4837928,1468.428647,49.98072356,45.22248033,118.7536028,79.67730371,284.5697869,129.2187012,0.172743165,0.027242867,0.004299138,0.027242867,274.5622963,75.17,24.83,1.24,76.75,3.84,38.37,1.92,3.647275904,0.182506378,3.8862,0.2118,1.1845,0.2942,0.0294,0.0273,0.0042,15.5
Bird Island,BI10,BI10.10,406,398.9,399.9,399.4,399.4,0.5,4856.2,5338.8,5130.4,5116.1,241.3,0.07782,0.00377,22362.45455,64054.09091,1.347272727,25.27272727,304.5454545,73.36363636,42.90909091,17770.18182,85.45454545,21.45454545,445.2727273,731.0909091,35734,5731.727273,6.235596547,1.830161946,0.160405479,-1.830161945,41465.72727,493.5046836,3371.893132,0.04360984,14.38812642,23.01027438,22.61093862,15.39775663,2874.961906,47.21093864,50.37531863,75.7074513,76.10315965,876.8883623,159.4886146,0.098359697,0.01569107,0.002503625,0.01569107,1013.014619,78.4,21.6,1.08,72.89,3.64,36.45,1.82,3.595941458,0.179550438,3.7994,0.2052,1.2192,0.2634,0.0263,0.0205,0.0032,15.4
Bird Island,BI10,BI10.10,407,400.1,401.1,400.6,400.6,0.5,4885.7,5357.1,5145.6,5131.6,235.7,0.06708,0.00316,21814.72727,62518.90909,1.394545455,17.18181818,228.5454545,57.27272727,39.63636364,17579.18182,131.1818182,49.45454545,412.8181818,749.9090909,34855.09091,5668.363636,6.149727292,1.816177537,0.16268316,-1.816177537,40523.45455,614.3927231,1901.018751,0.065933851,10.60960114,27.8867841,17.64704456,24.69523325,1834.747984,76.85026764,49.14745901,77.02313702,67.20335489,1025.410401,138.3837221,0.139451129,0.022419821,0.00360671,0.022419822,1121.896819,79.63,20.37,1.02,52.23,2.61,26.11,1.31,3.262318383,0.163678172,4.1527,0.2325,1.2187,0.2483,0.0248,0.0167,0.0026,15.6
Bird Island,BI10,BI10.10,408,401.3,402.2,401.8,401.8,0.45,4917,5373.7,5162.2,5149.5,228.4,0.06707,0.00305,22929.1,68718.7,1.429,14.1,252,72,46.6,21814,181.5,40.6,432.9,732.4,36300.9,5859.3,6.197626099,1.823923193,0.1614305,-1.823923193,42160.2,672.4103327,2663.07404,0.115609496,7.279346735,35.46202977,15.18039672,24.56374926,1852.785411,68.52452927,62.55344382,123.7187222,115.2679969,972.9982814,181.0899408,0.144201227,0.023233023,0.003744119,0.023233023,1105.243342,80.62,19.38,0.97,80.29,4.01,40.15,2.01,3.69262244,0.184861049,3.6566,0.1993,1.3722,0.266,0.0266,0.0178,0.0028,15.5
Bird Island,BI10,BI10.10,409,402.4,403.4,402.9,402.9,0.5,4942.2,5387.9,5177,5165.9,222.9,0.06708,0.00298,22634.54545,67809.27273,1.351818182,21.45454545,286.5454545,59.90909091,48.18181818,21187,217,39.27272727,335.4545455,764.1818182,36193.27273,5769,6.27511851,1.836479459,0.159395277,-1.836479459,41962.27273,1327.060689,5062.429952,0.084239917,11.44869981,50.62087245,24.98581416,23.51092589,3415.85954,80.38532204,50.57289968,66.33002885,79.24748347,1307.141392,226.5241709,0.099612373,0.015704938,0.002476841,0.015704939,1517.968517,81.92,18.08,0.9,78.9,3.94,39.45,1.97,3.675034047,0.18351881,4.1527,0.2325,1.2179,0.2201,0.022,0.0148,0.0023,15.6
Bird Island,BI10,BI10.10,410,403.6,404.6,404.1,404.1,0.5,4963.6,5399.9,5193.9,5183.7,218.1,0.06708,0.00291,22152.54545,63256,1.371818182,15.54545455,263.8181818,55.45454545,49.63636364,17395.09091,90,14.72727273,468.5454545,649.5454545,35577,5707.909091,6.231962371,1.828993187,0.160688967,-1.828993187,41284.90909,826.89254,5937.454791,0.082561272,13.95251688,35.97726555,45.24237756,26.94539934,6061.014692,75.91969441,19.25663994,152.3774023,96.43377379,1739.518497,133.0311652,0.242405463,0.039337278,0.006391078,0.039337279,1825.559994,81.46,18.54,0.93,80.77,4.04,40.39,2.02,3.69858223,0.184974897,3.9741,0.2186,1.2285,0.2278,0.0228,0.0153,0.0024,15.5
Bird Island,BI10,BI10.10,411,404.8,405.8,405.3,405.3,0.5,4980.9,5415.5,5211.5,5201.6,217.3,0.06708,0.00289,22227.09091,75091.72727,1.403636364,11.72727273,340,44.81818182,40.90909091,32617.45455,279.2727273,21,352.5454545,627.1818182,32336.09091,5476.090909,5.903379371,1.774935324,0.169596209,-1.774935324,37812.18182,941.5561008,4809.661258,0.111917177,3.926599269,60.40860866,13.75367719,20.44238022,4956.930509,58.23931818,35.17385393,90.78145586,91.59892814,1729.657276,172.3510688,0.210694165,0.036181967,0.006219674,0.036181966,1865.07216,81.14,18.86,0.94,77.43,3.87,38.72,1.94,3.656356262,0.183195536,4.1527,0.2325,1.1988,0.2261,0.0226,0.0152,0.0024,15.6
Bird Island,BI10,BI10.10,412,406,407,406.5,406.5,0.5,4997.4,5431.1,5231,5219.5,216.8,0.06709,0.00287,22720.27273,70316.81818,1.347272727,21.27272727,295.8181818,67.72727273,41.54545455,24108.18182,155,60.27272727,428.9090909,716.2727273,35636.81818,5757.545455,6.190485235,1.822887888,0.161578694,-1.822887887,41394.36364,738.3717344,3647.09876,0.118244738,21.57818764,36.8695489,20.20440996,24.89724337,3366.80884,59.62717501,67.11347243,73.9695269,89.68287563,834.2531772,141.0186964,0.103177593,0.016599523,0.002671175,0.016599522,946.1151381,77.11,22.89,1.14,72.21,3.61,36.1,1.81,3.586292865,0.17981136,3.7135,0.1987,1.2946,0.2963,0.0296,0.0199,0.0031,15.4
Bird Island,BI10,BI10.10,413,407.2,409,408.1,408.1,0.93,5015,5459.6,5253.3,5243.4,222.3,0.06696,0.00299,22605.84211,66675.94737,1.403684211,35.52631579,304.3157895,100.2631579,52.57894737,18735.73684,122.8421053,81.15789474,664,802.1052632,36572.31579,5931.263158,6.168872824,1.819108754,0.162235734,-1.819108755,42503.57895,470.7822407,1795.304415,0.075660831,18.31929287,30.69754357,15.55578529,15.48589247,3225.883683,93.46316158,75.42933644,162.3066371,112.7297135,1528.179965,255.6090422,0.181695218,0.02926411,0.004717379,0.029264109,1732.332285,78.17,21.83,1.09,75.98,3.8,37.99,1.9,3.637322967,0.18191402,6.713,0.4129,0.6377,0.1392,0.0139,0.0093,0.0015,16.2
Bird Island,BI10,BI10.11,418,407.9,408.9,408.4,408.4,0.5,5018.9,5464.7,5257,5247.9,222.9,0.06708,0.00293,22318.72727,67531.09091,1.405454545,34.18181818,303.0909091,104.1818182,51.72727273,20771.09091,71.72727273,75.18181818,736.7272727,759,35578.63636,5780.727273,6.15747036,1.817248977,0.162538862,-1.817248977,41359.36364,329.316289,1432.184727,0.084777784,21.97643366,28.00162333,10.86110659,16.80530219,2142.604044,58.9085578,77.9997669,138.9093884,103.4398376,969.5654978,162.14937,0.18793929,0.030177385,0.004850118,0.030177384,1048.307328,77.66,22.34,1.12,75.6,3.78,37.8,1.89,3.632309103,0.181615455,4.5216,0.2623,1.071,0.2393,0.0239,0.0161,0.0025,15.8
Bird Island,BI10,BI10.11,419,409.1,410.2,409.7,409.7,0.53,5031,5488,5273.2,5267.2,228.5,0.03072,0.00137,22048.58333,62197.25,1.361666667,41.75,327.3333333,119.8333333,63.83333333,14827.58333,37.83333333,93.75,818,785,35961.91667,5687.25,6.325536973,1.844434385,0.158140043,-1.844434385,41649.16667,379.8077165,2451.277,0.0739574,12.59238587,41.35068062,20.87117775,14.76379683,2024.998113,48.81846397,77.61574934,114.4337839,119.9151215,682.1611991,160.545165,0.118550547,0.018702846,0.002951366,0.018702846,810.4422848,77.26,22.74,1.14,73.34,3.67,36.67,1.83,3.601958982,0.179754157,5.1516,0.3117,1.0247,0.2331,0.0233,0.0072,0.0011,16.1
Bird Island,BI10,BI10.11,420,410.4,411.4,410.9,410.9,0.5,5080.4,5520.9,5309.9,5306.3,220.3,0.02602,0.00111,22371.63636,62657.72727,1.344545455,38.09090909,389.2727273,100.1818182,67.18181818,14203.45455,24.90909091,74.81818182,837.4545455,731.0909091,36794.54545,5817.454545,6.326454411,1.844545077,0.158127929,-1.844545076,42612,345.1287507,2442.711735,0.115703383,10.2806084,30.15987702,22.84652351,20.42458412,2698.022252,43.41533035,59.78765455,107.745407,108.740475,887.7474149,155.1027812,0.1312269,0.020687625,0.003262327,0.020687625,999.156144,79.03,20.97,1.05,74.69,3.73,37.34,1.87,3.620065138,0.181294103,4.712,0.278,1.0273,0.2154,0.0215,0.0056,9.00E-04,15.9
Bird Island,BI10,BI10.11,421,411.6,412.7,412.1,412.1,0.53,5123.7,5558.4,5354.4,5352.4,217.4,0.02602,0.00109,21996.08333,62254,1.358333333,38.41666667,382.3333333,118.9166667,63.08333333,14976.33333,24.75,64.25,840.1666667,737.3333333,35791.16667,5902.083333,6.065579845,1.802339726,0.164961121,-1.802339726,41693.25,446.3248834,1560.008974,0.086427409,17.75826739,41.86413812,12.42035231,12.36165871,1354.106168,33.27331718,59.8363298,116.6017568,100.399505,758.1496414,107.019504,0.1516975,0.025255148,0.004207762,0.025255148,784.603794,80.92,19.08,0.95,54.9,2.75,27.45,1.37,3.312366168,0.165316636,4.9476,0.2944,1.0697,0.2041,0.0204,0.0053,8.00E-04,16
Bird Island,BI10,BI10.11,422,412.9,413.9,413.4,413.4,0.5,5159.4,5626.7,5401.7,5402.4,233.7,0.02602,0.00116,22791.63636,68452.72727,1.427272727,36.18181818,376.8181818,113.9090909,60.90909091,20904.18182,67.63636364,49.63636364,643.2727273,756.2727273,36062.27273,5889,6.125844473,1.812263844,0.163325619,-1.812263844,41951.27273,383.8078354,3473.595633,0.060347479,12.90595352,49.6222091,64.95606907,25.71557717,4041.78047,35.07498461,60.95616905,123.2583392,70.66978266,769.0993552,155.0019355,0.143999417,0.023620727,0.00387719,0.023620729,859.7349697,71.76,28.24,1.41,72.3,3.61,36.15,1.81,3.587676949,0.179631958,4.0629,0.2255,1.1881,0.3355,0.0336,0.0087,0.0014,15.6
Bird Island,BI10,BI10.11,423,414.1,415,414.5,414.5,0.47,5185.9,5694.8,5441.5,5444.7,254.5,0.02602,0.00125,22222.6,64185,1.406,25.4,325.5,76.2,44.8,17082.5,63,53.8,595.9,742.4,35848.4,5888.1,6.088012406,1.806198461,0.16429774,-1.806198461,41736.5,900.9627197,3183.307085,0.08566083,13.84998997,63.19854077,39.25642198,24.88105035,2645.665858,40.02776814,52.11269839,181.6904877,119.6766013,1273.013939,176.3333018,0.100626561,0.016554782,0.002724019,0.016554781,1431.613484,79.24,20.76,1.04,76.22,3.81,38.11,1.91,3.640476715,0.1824537,3.7754,0.2058,1.1947,0.248,0.0248,0.0065,0.001,15.5
Bird Island,BI10,BI10.11,424,415.2,416.2,415.7,415.7,0.5,5208.7,5782.4,5484.1,5490.8,286.9,0.02602,0.00139,22334.63636,64506,1.386363636,19.63636364,308.5454545,62.72727273,45.54545455,16910,114.6363636,41.90909091,524.8181818,789.8181818,36449.09091,5809.727273,6.274097317,1.836319961,0.159420483,-1.836319961,42258.81818,291.905215,2806.30116,0.075269214,4.201731245,30.52986615,19.53505008,16.76522375,3384.101949,62.61033897,56.58348619,128.4794288,91.25767714,826.601047,112.2800881,0.097327902,0.015542278,0.002482543,0.015542278,912.4289362,82.02,17.98,0.9,76.44,3.82,38.22,1.91,3.643358939,0.182072621,4.5216,0.2623,1.0334,0.1858,0.0186,0.0048,8.00E-04,15.8
Bird Island,BI10,BI10.11,425,416.4,417.4,416.9,416.9,0.5,5224.6,5868.9,5528.3,5536.9,322.2,0.02602,0.00155,22084.72727,59305.45455,1.335454545,27.90909091,330.8181818,90.09090909,56.18181818,9676.272727,21.18181818,42.27272727,736.0909091,860.5454545,38041.90909,6002.363636,6.341278005,1.846585109,0.157853393,-1.846585108,44044.27273,514.527568,1210.482661,0.068900455,15.68728495,37.34653446,23.06276022,20.23767863,2338.777334,27.64712709,48.22051619,124.3160927,68.94108156,1307.499098,216.0464176,0.209066914,0.033029609,0.005225101,0.033029609,1438.325282,81.15,18.85,0.94,77.13,3.86,38.56,1.93,3.65221547,0.182800204,4.5216,0.2623,1.1263,0.2123,0.0212,0.0055,9.00E-04,15.8
Bird Island,BI10,BI10.11,426,417.6,418.6,418.1,418.1,0.5,5244.1,5960.2,5573,5583,358,0.02602,0.0017,20325.54545,67076,1.36,19.63636364,278.6363636,58.72727273,48.09090909,27039.36364,60.90909091,49.18181818,614.1818182,665.3636364,30309.45455,5163.363636,5.866284168,1.768808286,0.170606465,-1.768808285,35472.81818,766.0884236,3861.676786,0.073620649,9.922426389,35.17178621,19.13682789,15.14895736,5342.316899,33.03771949,56.38052533,124.5711188,115.3657425,1901.134207,202.0822965,0.176988896,0.030137679,0.005136255,0.030137678,2089.07079,79.13,20.87,1.04,74.51,3.73,37.25,1.86,3.617651945,0.180639802,4.0629,0.2255,1.1496,0.2399,0.024,0.0062,0.001,15.6
Bird Island,BI10,BI10.11,427,418.8,419.8,419.3,419.3,0.5,5262,6053,5614.8,5629.1,395.5,0.02434,0.00174,21627.63636,57432.45455,1.314545455,30.18181818,309.8181818,81.81818182,63.27272727,8806,29.72727273,34.18181818,806.7272727,809.8181818,37563.09091,5796.909091,6.477614268,1.86784349,0.154534674,-1.86784349,43360,415.4121502,2641.850502,0.085832818,12.66347647,26.2328732,20.66309842,21.37330536,4644.070068,58.68064572,54.24724543,122.680961,104.8530574,1990.723861,177.0008218,0.21713381,0.03342423,0.005148403,0.03342423,2136.783424,77.55,22.45,1.12,70.09,3.5,35.05,1.75,3.556775613,0.177585088,3.9741,0.2186,1.2559,0.2819,0.0282,0.0069,0.0011,15.5
Bird Island,BI10,BI10.11,428,420.1,421.1,420.6,420.6,0.5,5311.4,6116.4,5665.6,5682.6,402.5,0.02263,0.00163,22296.09091,73887.36364,1.522727273,19.36363636,261.5454545,71.72727273,45,29189.72727,28.45454545,99.45454545,441.0909091,750.1818182,34195.81818,5619.909091,6.086640478,1.805781317,0.164398403,-1.805781316,39815.72727,498.2068756,4689.902649,0.128225653,9.510759457,26.65469428,12.92355144,20.10969915,4684.219489,25.35887867,72.67649364,96.95819155,94.22082379,908.7706881,146.9839818,0.159266736,0.026403608,0.004380575,0.026403607,989.5473805,80.16,19.84,0.99,78.73,3.94,39.37,1.97,3.673004105,0.183790147,4.6163,0.2701,1.1349,0.2252,0.0225,0.0051,8.00E-04,15.9
Bird Island,BI10,BI10.11,429,421.3,422.3,421.8,421.8,0.53,5397.8,6127,5717.8,5735.6,364.6,0.02263,0.00147,21286.63636,64258.54545,1.345454545,18.18181818,271,82.09090909,46.18181818,20267,3.727272727,52.18181818,432,692.3636364,33971.36364,5578.818182,6.090385311,1.806551729,0.164245431,-1.806551729,39550.18182,395.9147061,1992.203171,0.038043038,15.21721513,51.99423045,38.6457101,17.94334518,1814.992231,12.36196513,77.00755571,118.6094431,70.03609459,490.8925081,84.90797157,0.114608121,0.01870039,0.003052151,0.018700391,515.2703792,79.2,20.8,1.04,76.92,3.85,38.46,1.92,3.64961874,0.182196255,5.2551,0.3206,1.0685,0.2223,0.0222,0.005,8.00E-04,16.1
Bird Island,BI10,BI10.11,430,422.5,423.5,423,423,0.5,5475.1,6141.2,5770,5788.6,333.1,0.02263,0.00133,21518,64805.45455,1.39,17.54545455,277.9090909,75.90909091,42.36363636,21085.45455,25.63636364,17.27272727,337.1818182,683.6363636,33871.81818,5503.454545,6.156110193,1.81722691,0.162511393,-1.817226909,39375.27273,398.107272,3126.898699,0.11045361,10.92120539,22.82303462,31.77563389,20.07621841,2901.946497,25.55101848,32.06895979,74.9130405,99.86718453,551.5117076,96.41303194,0.134405097,0.021949051,0.003585619,0.021949051,574.435913,79.29,20.71,1.04,80.58,4.03,40.29,2.01,3.696103299,0.184392346,3.7994,0.2052,1.2091,0.2503,0.025,0.0057,9.00E-04,15.4
Bird Island,BI10,BI10.11,431,423.7,424.8,424.3,424.3,0.55,5542.1,6158.1,5838.8,5846.1,308,0.02263,0.00122,21476,65995.25,1.3975,12.08333333,230.6666667,58.16666667,46.75,22596.58333,0.272727273,36.16666667,304.25,661.0833333,33822.25,5548.833333,6.097322903,1.807416959,0.164149379,-1.80741696,39371.08333,484.4807905,2616.775084,0.080805603,12.17641784,41.26264728,16.15737002,20.640318,2881.334712,0.904534034,54.49576019,109.952159,98.96414257,908.7795137,120.1058876,0.186181965,0.030831854,0.005111531,0.030831854,941.9266,78.93,21.07,1.05,82.46,4.12,41.23,2.06,3.719166147,0.185822999,4.5679,0.2604,1.0592,0.2232,0.0223,0.005,8.00E-04,15.7
Bird Island,BI10,BI10.11,432,425,426,425.5,425.5,0.47,5588,6175.6,5901.8,5899.1,293.8,0.02263,0.00115,22019.81818,63941.72727,1.384545455,17.36363636,249.5454545,63.90909091,40.27272727,18369.18182,1.454545455,61.63636364,299.9090909,759.6363636,35570.18182,5631.363636,6.318331091,1.842855501,0.158460388,-1.842855501,41201.54545,512.1524808,3050.000855,0.066837659,10.76357494,29.77705035,18.34368854,21.7811428,5016.674891,4.824181513,62.92578601,43.5487188,62.60075515,1935.598193,270.0745352,0.22864056,0.036396799,0.005809798,0.036396798,2148.243439,78.98,21.02,1.05,77.65,3.88,38.83,1.94,3.659193144,0.182818303,3.7754,0.2058,1.1183,0.235,0.0235,0.0053,8.00E-04,15.5
Bird Island,BI10,BI10.11,433,426.2,427.2,426.7,426.7,0.5,5626.6,6198.5,5965.2,5952.1,285.9,0.02263,0.00111,22295.63636,61113.81818,1.336363636,19.27272727,250.7272727,64.90909091,49,12535.90909,14.90909091,41.63636364,398.5454545,747.7272727,37932,5982.363636,6.347552761,1.847633957,0.15767907,-1.847633958,43914.36364,556.8556856,2820.290262,0.060211748,10.27707068,35.88618372,26.62876094,17.08800749,1700.863984,23.37714502,64.30438978,93.37276223,88.00692122,883.8653744,266.8820986,0.195334575,0.031039366,0.004936979,0.031039365,1098.96663,80.38,19.62,0.98,79.62,3.98,39.81,1.99,3.684118137,0.184159636,3.8862,0.2118,1.1396,0.2236,0.0224,0.0051,8.00E-04,15.5
Bird Island,BI10,BI10.11,434,427.4,428.4,427.9,427.9,0.5,5659.5,6233.5,6027.1,6005.2,287,0.02263,0.00111,22240.72727,61345.27273,1.359090909,34.18181818,277.6363636,75.54545455,50.63636364,13482.72727,15.18181818,72.81818182,408.5454545,734.3636364,36944.09091,5806.454545,6.364422216,1.850482461,0.157199153,-1.850482462,42750.54545,582.776302,2648.241798,0.052811844,8.646596808,25.50008913,17.50064934,18.17840877,2945.667466,28.84377986,65.88902516,95.39954259,123.8654695,1318.518066,216.6214965,0.146643024,0.023018518,0.003614875,0.023018519,1496.817849,78.35,21.65,1.08,80.43,4.02,40.21,2.01,3.694115721,0.184659851,4.4279,0.2546,1.0938,0.2368,0.0237,0.0054,8.00E-04,15.8
Bird Island,BI10,BI10.11,435,428.6,429.6,429.1,429.1,0.47,5692.9,6283.3,6086.8,6058.2,295.2,0.02556,0.00127,22771.36364,63710.72727,1.354545455,45.45454545,323.9090909,97.90909091,40,14295.27273,54.27272727,79.72727273,465.7272727,787.5454545,37963.45455,5978.818182,6.354914175,1.8487782,0.157499689,-1.848778199,43942.27273,555.3525498,2925.706345,0.092559563,18.33774052,33.56919584,24.08092417,15.73531061,2894.966808,50.14596875,80.94700848,63.1570913,83.04380005,521.4511221,190.3322454,0.200830564,0.03140621,0.004914552,0.03140621,599.3474937,78.3,21.7,1.09,74.72,3.74,37.36,1.87,3.620600613,0.181223853,3.8597,0.2123,1.1399,0.2474,0.0247,0.0063,0.001,15.5
Bird Island,BI10,BI10.11,436,429.8,430.8,430.3,430.3,0.5,5725.7,6330.7,6136.3,6105.1,302.5,0.04186,0.00212,22916.27273,63730.45455,1.385454545,40.81818182,300.5454545,101.9090909,60.90909091,14206.27273,28.72727273,58.72727273,397.9090909,766.0909091,37992.45455,6061.636364,6.270633216,1.835605281,0.159560418,-1.835605282,44054.09091,532.8480254,1356.364432,0.094906653,13.02933753,38.83391208,28.35297002,24.6797672,1519.857631,39.28636127,42.79740859,60.94334179,112.7727401,1104.27518,216.4150054,0.15326472,0.024478151,0.003912604,0.02447815,1271.370635,78.23,21.77,1.09,77.44,3.87,38.72,1.94,3.656356262,0.183195536,3.7994,0.2052,1.1982,0.2608,0.0261,0.0109,0.0017,15.4
Bird Island,BI10,BI10.11,437,431,431.9,431.4,431.4,0.47,5791.7,6336.6,6159.2,6131.4,272.5,0.04186,0.00191,23179.8,64933.3,1.346,44.6,293.5,115.1,45.1,15289.1,15.4,51.2,359.6,759,38155.5,5939.1,6.427169862,1.860185435,0.155698731,-1.860185434,44094.6,456.1271265,2225.327244,0.081404341,25.36927275,29.47786363,28.73808932,17.19463741,1837.202429,26.09044099,55.07933672,91.75111262,89.24622619,945.8704692,169.4615328,0.177892744,0.027927515,0.004387913,0.027927514,1031.583486,77.4,22.6,1.13,80.31,4.02,40.15,2.01,3.69262244,0.184861049,3.6919,0.1994,1.1683,0.264,0.0264,0.011,0.0017,15.4
