"Element","Model","R2","RMSE","RMSEP","RMSE_ppm","RMSEP_ppm","AIC","BIC","mean_obs_ppm","RMSE_log_pc","RMSE_ppm_pc","RMSEP_ppm_pc","Rank","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","Roughness","SNR_CI_s","SNR_smooth_s","R2_s","Robustness_Score","Robust_Rank","Global_Rank","Roughness_norm","Unstable_flag","Production_Model","Is_Production_Model","Robustness_Class"
"Fe","PLS_LOO",0.769588412151896,0.547643031052147,0.558876405734737,12699.4253247054,NA,NA,NA,21584.5758201723,5.83641430093516,741.191075787688,NA,3,19736.9429343488,50988.4215852367,1.55416032062117,0.451820464479349,2.87835907298712,8003.73120223755,0.620406049892652,0.318053632437249,0.676036403026086,0.546389430596061,3,3,0.660629922812951,FALSE,"OLS_weighted",FALSE,"Acceptable 3"
"Fe","PLS_kfold",0.769588412151896,0.547643031052147,0.558876405734737,12699.4253247054,NA,NA,NA,21584.5758201723,5.83641430093516,741.191075787688,NA,4,19736.9429343488,50988.4215852367,1.55416032062117,0.451820464479349,2.87835907298712,8003.73120223755,0.620406049892652,0.318053632437249,0.676036403026086,0.546389430596061,4,4,0.660629922812951,FALSE,"OLS_weighted",FALSE,"Acceptable 4"
"Fe","RF",0.80053438105373,0.509541347860933,0.516653413340178,18195.5344182785,NA,NA,NA,21584.5758201723,5.43392984194671,988.73257465652,NA,1,19038.7873190732,44672.5263112962,1.04634394799351,0.379788517338457,1.60182559954185,10591.7351666642,0.497661605915469,0,1,0.499064642366188,5,5,1,TRUE,"OLS_weighted",FALSE,"Unstable"
"Fe","OLS",0.711860213839782,0.612416695598065,0.619207902382141,19046.317786508,NA,503.727552589756,514.500513531289,21584.5758201723,6.52672883183217,1243.10151437439,NA,5,16489.7914089335,50727.5899499971,0.865773195310985,0.344535473675517,5.55041643777789,3148.85458195219,0.437589437736436,0.983807855598126,0.0716980857692784,0.491687557504796,6,6,0.0240003519131882,FALSE,"OLS_weighted",FALSE,"Unstable"
"Fe","WLS_weighted",0.711404682307114,0.612900601250386,NA,19121.2837499281,NA,491.44106706079,502.214028002323,21584.5758201723,6.53047909518848,1248.71143802073,NA,7,16225.1661371414,181108.83229552,0.848539582872014,0.0919576206545299,5.61540489327032,2965.83017858167,0.00718974203791843,1,0.0669292696974186,0.322954677724393,7,7,0,FALSE,"OLS_weighted",FALSE,"Unstable"
"Fe","WLS",0.711426381771426,0.612877558837851,NA,19118.97376675,NA,491.391320242748,502.164281184281,21584.5758201723,6.53030010588338,1248.52636413389,NA,6,16230.5950256377,190028.62119965,0.84892605762473,0.0877383574304587,5.61386747112591,2969.93101005432,0,0.999616944868436,0.0671564345515262,0.320032013825989,8,8,0.000537750139696506,FALSE,"OLS_weighted",FALSE,"Unstable"
"Mn","PLS_LOO",0.652472643614871,0.567888873609633,0.583845224423336,106.37886834467,NA,NA,NA,197.778804797106,11.7476873475235,12.4970568569655,NA,3,153.648507852804,417.173075343394,1.44435178004506,0.355430420726812,3.3737841569136,43.9494629143216,0.90614383647643,1,0.40348730965305,0.783503727486487,1,1,0,FALSE,"PLS_LOO",TRUE,"Preferred 1"
"Mn","PLS_kfold",0.652472643614871,0.567888873609633,0.583845224423336,106.37886834467,NA,NA,NA,197.778804797106,11.7476873475235,12.4970568569655,NA,4,153.648507852804,417.173075343394,1.44435178004506,0.355430420726812,3.3737841569136,43.9494629143216,0.90614383647643,1,0.40348730965305,0.783503727486487,2,2,0,FALSE,"PLS_LOO",FALSE,"Acceptable 2"
"Mn","RF",0.698151148146781,0.529253362135368,0.538666849894129,99.3730994626993,NA,NA,NA,197.778804797106,10.9308396118326,10.8623141195745,NA,1,158.540243527883,391.165446040875,1.59540403172584,0.342358931086013,2.98962696273155,44.7945464948506,0.861331486648215,0.463115760682807,1,0.783467322864128,3,3,0.0554601135327712,FALSE,"PLS_LOO",FALSE,"Acceptable 3"
"Mn","Bayes",0.675458563365959,0.54878715622519,0.563291283780317,106.167683499791,NA,454.927144861597,483.655040705684,197.778804797106,11.3525920752897,12.0527840235159,NA,2,154.258493992566,399.642585261461,1.45297032870525,0.37990694015858,2.70644362850449,56.0983388402004,0.990055493180809,0.0673489462475985,0.703658976202283,0.627324574007288,4,4,0.797291597741144,TRUE,"PLS_LOO",FALSE,"Unstable"
"Mn","OLS",0.642325781154841,0.576119639333299,0.578466614037536,111.776118917736,NA,470.979249882013,481.752210823546,197.778804797106,11.9179538676928,13.3214262877132,NA,5,147.072578783174,415.131351621857,1.31577818417022,0.382807692258575,2.68496604453211,59.1871450375229,1,0.0373326495127932,0.270980077057803,0.492493817971179,5,5,1,TRUE,"PLS_LOO",FALSE,"Unstable"
"Mn","OLS_weighted",0.621575234052913,0.592595892589243,NA,115.442539169045,NA,464.263343905446,475.036304846979,197.778804797106,12.6077701046542,14.5547299414087,NA,8,132.023911331763,939.928330609961,1.14363312070291,0.162722974321814,2.72146261670173,56.2006373585815,0.245494305312877,0.0883389424671466,0,0.124699404865295,6,6,0.804005120017953,TRUE,"PLS_LOO",FALSE,"Unstable"
"Mn","WLS_weighted",0.642027836746649,0.576359544649593,NA,109.653909631702,NA,452.112021258381,462.884982199914,197.778804797106,11.9193763579275,13.0700621801843,NA,6,145.664884077566,1673.03766670793,1.32840575011703,0.0911137799574559,2.66652806633924,57.1667659340393,0,0.0115643961869478,0.267089239949064,0.0835960908408035,7,7,0.867409026704437,TRUE,"PLS_LOO",FALSE,"Unstable"
"Mn","WLS",0.64171449487873,0.57661174033931,NA,108.962939644912,NA,449.383505423298,460.15646636483,197.778804797106,11.9216071388441,12.9901335914022,NA,7,145.168076687072,1630.88827087206,1.3322701935185,0.0918686258440677,2.65825338500898,56.3631236943644,0.00258780130396593,0,0.262997328391401,0.0799343190390066,8,8,0.814668574897058,TRUE,"PLS_LOO",FALSE,"Unstable"
"Sr","RF",0.721982836872426,0.326271842029504,0.327736832283875,43.1095883838837,NA,NA,NA,163.852330174044,6.6428959547371,2.86372510285682,NA,1,142.526111115813,194.969921851702,3.30613481730889,0.412059763773966,3.2152432347577,24.9869929194627,1,1,1,1,1,1,0.597839445152157,FALSE,"RF",TRUE,"Preferred 1"
"Sr","Bayes",0.719033486991341,0.327997906598047,0.346202462486856,49.7050467588939,NA,179.046097421121,207.773993265208,163.852330174044,6.6842619538624,3.32241552965426,NA,2,150.562909245336,207.199353185979,3.02912720262949,0.362486494626766,2.5330514701478,29.650786061973,0.879679364429949,0,0.977914210780702,0.64524600900619,2,2,1,TRUE,"RF",FALSE,"Unstable"
"Sr","PLS_LOO",0.681443929954195,0.349250256346248,0.359641666342418,60.5526521980026,NA,NA,NA,163.852330174044,7.11733313343403,4.30973397806151,NA,3,149.744279624008,221.398972488903,2.47295988182904,0.307121886291843,2.64847690131003,25.6738014291286,0.745302411335234,0.169197925202511,0.696430132240773,0.557809381767079,3,3,0.657063189190855,FALSE,"RF",FALSE,"Acceptable 3"
"Sr","PLS_kfold",0.681443929954195,0.349250256346248,0.359641666342418,60.5526521980026,NA,NA,NA,163.852330174044,7.11733313343403,4.30973397806151,NA,4,149.744279624008,221.398972488903,2.47295988182904,0.307121886291843,2.64847690131003,25.6738014291286,0.745302411335234,0.169197925202511,0.696430132240773,0.557809381767079,4,4,0.657063189190855,FALSE,"RF",FALSE,"Acceptable 4"
"Sr","OLS",0.605940022011523,0.388440903375382,0.391554198151312,59.7735590156883,NA,259.701823511304,270.474784452837,163.852330174044,7.91599508300363,4.73167199261816,NA,5,143.231154722705,243.139630055274,2.39622932081244,0.256264989918794,3.0435722326859,20.4720539160617,0.621866249064885,0.748353746002831,0.131029802239434,0.512561564098634,5,5,0.208514636090287,FALSE,"RF",FALSE,"Unstable"
"Sr","WLS",0.605899324973479,0.388460961218056,NA,59.3656290640811,NA,259.48152064019,270.254481581722,163.852330174044,7.9164456866427,4.69964778139175,NA,6,143.397140314445,2053.6686365944,2.41549095958636,0.030648910220976,3.05449018354233,20.6066157965584,0.074267299650061,0.764357971534152,0.130725048229122,0.298231825789007,6,6,0.220117955291709,FALSE,"RF",FALSE,"Unstable"
"Sr","WLS_weighted",0.605197017350042,0.38880693583257,NA,61.616501941787,NA,262.010925381086,272.783886322619,163.852330174044,7.9241960725617,4.88261242692099,NA,7,142.461659924356,1720.05445347286,2.31206990716462,0.0346514105471945,2.99705140125776,19.8869839221994,0.0839818775143928,0.680160557750634,0.12546591697521,0.27528069342351,7,7,0.158063840746946,FALSE,"RF",FALSE,"Unstable"
"Sr","OLS_weighted",0.588442221601662,0.396971381054182,NA,68.563181097856,NA,330.646390635536,341.419351577069,163.852330174044,8.21821901552606,5.63467238663357,NA,8,131.570344226979,1069088.3690725,1.91896499141714,5.006225989857e-05,2.96450376601237,18.0539422484993,0,0.632450167602488,0,0.189735050280746,8,8,0,FALSE,"RF",FALSE,"Unstable"
"Ti","OLS",0.729930592021033,0.639603384224678,0.644447515724916,2035.54425020404,NA,527.008898110934,537.781859052467,3392.06646739343,8.80236008250463,179.175934541678,NA,5,2121.49959929056,6993.83718311646,1.04222720733185,0.64362324768362,6.5074019789329,691.734768520636,0.968687534319326,0.952566661215178,0.22519296680845,0.740802902134819,1,1,0.416818152667415,FALSE,"OLS",TRUE,"Preferred 1"
"Ti","PLS_LOO",0.754035431978301,0.610392701137588,0.641872967170071,2029.36926987965,NA,NA,NA,3392.06646739343,8.40035634529776,170.474250231858,NA,3,2133.88133038419,6414.01219915502,1.05149977485898,0.64176020813951,5.76961477414703,713.437199028184,0.964866790636458,0.393261846296018,0.702408109193344,0.714647702901392,2,2,0.577375928161679,FALSE,"OLS",FALSE,"Acceptable 2"
"Ti","PLS_kfold",0.754035431978301,0.610392701137588,0.641872967170071,2029.36926987965,NA,NA,NA,3392.06646739343,8.40035634529776,170.474250231858,NA,4,2133.88133038419,6414.01219915502,1.05149977485898,0.64176020813951,5.76961477414703,713.437199028184,0.964866790636458,0.393261846296018,0.702408109193344,0.714647702901392,3,3,0.577375928161679,FALSE,"OLS",FALSE,"Acceptable 3"
"Ti","Bayes",0.769067236846491,0.591446999353038,0.623668660505259,1783.30513592537,NA,495.052856787575,523.780752631662,3392.06646739343,8.13964971656281,145.1547914418,NA,1,2136.84030349143,6140.791272153,1.19824715380669,0.658891574121819,5.250857290592,770.562863117966,1,0,1,0.7,4,4,1,TRUE,"OLS",FALSE,"Unstable"
"Ti","OLS_weighted",0.718555763474536,0.652933928562262,NA,2173.73266969499,NA,558.906329039579,569.679289981112,3392.06646739343,9.13705301194011,198.615106367892,NA,8,2011.43951913123,7272.03003890279,0.92533895596898,0.635443775627134,6.56997199353357,703.346411361033,0.951912975621524,1,0,0.68076519024861,5,5,0.50272279563538,FALSE,"OLS",FALSE,"Unstable"
"Ti","RF",0.758515868218349,0.604807761433501,0.609044942817076,1540.05877513209,NA,NA,NA,3392.06646739343,8.31040737521444,127.985158031214,NA,2,2183.03729035238,6475.88079006252,1.41750258211096,0.623890101702994,5.3808485575339,750.855163740243,0.928218563552219,0.098544324198667,0.791109466349474,0.63818356258533,6,6,0.854199539028756,TRUE,"OLS",FALSE,"Unstable"
"Ti","WLS_weighted",0.72919658362992,0.640471967780676,NA,1893.08238585334,NA,487.996188481353,498.769149422886,3392.06646739343,8.80510687431618,166.687927293242,NA,6,2056.34869670063,22898.1279739593,1.08624363739653,0.180944811062021,6.45183560439914,642.188935672347,0.0198210867395631,0.910442671231707,0.210661448677743,0.34425967066866,7,7,0.0502707881053945,FALSE,"OLS",FALSE,"Unstable"
"Ti","WLS",0.728935134347202,0.640781067535794,NA,1882.89538666468,NA,487.487982869888,498.26094381142,3392.06646739343,8.80679455599539,165.822728407873,NA,7,2048.48407539001,23897.2029063303,1.08794364779801,0.171279816111263,6.44184437182847,635.393884594575,0,0.902868475789578,0.205485411130937,0.332506166076154,8,8,0,FALSE,"OLS",FALSE,"Unstable"
"Zr","OLS",0.608456680906178,0.822327315016661,0.829368800202076,148.16046066862,NA,661.700465220814,672.473426162346,65.4747233406631,24.9401894861566,36.9514996343163,NA,5,51.8863941021318,260.954175716361,0.350204054900872,0.831579406470902,2.53435338780609,85.6250432960216,0.812402091624064,1,0.570839935643699,0.796212817342735,1,1,0.654059368975704,FALSE,"OLS",TRUE,"Preferred 1"
"Zr","WLS_weighted",0.608229412035276,0.822565937768544,NA,162.575252795128,NA,661.816062941063,672.589023882596,65.4747233406631,24.9453367350013,40.5549442575243,NA,7,54.1513484129792,384.798485710846,0.333084817535045,0.61619706946638,2.52029249923507,94.081024048633,0.601984966345547,0.983198073355585,0.570214001073437,0.706817608866925,2,2,0.751189350775446,TRUE,"OLS",FALSE,"Unstable"
"Zr","Bayes",0.723503699572672,0.691034085621477,0.73294668717106,78.0488237943269,NA,578.463608938088,607.191504782175,65.4747233406631,20.9583134637289,16.3577171455685,NA,2,45.8211039551669,165.709469031005,0.587082568674116,0.791525325010495,1.94500886907361,67.4358062925207,0.773271377407729,0.295768306389596,0.887697699327393,0.664348352678188,3,3,0.445127926155705,FALSE,"OLS",FALSE,"Acceptable 3"
"Zr","RF",0.76427923472626,0.638048553639218,0.656891235581288,43.5303797063521,NA,NA,NA,65.4747233406631,19.3407959944962,8.41912193463513,NA,1,42.934399437592,137.648156952623,0.986308865836218,0.45812743776784,2.1984764216278,28.683681497698,0.447559315856191,0.598646976058777,1,0.65861781916011,4,4,0,FALSE,"OLS",FALSE,"Acceptable 4"
"Zr","PLS_LOO",0.697291605179832,0.723047851394819,0.762985283258762,93.2499291193699,NA,NA,NA,65.4747233406631,21.9291638402889,20.4489297375399,NA,3,49.4304268796348,191.940643757118,0.530085409677454,1.02360406163947,1.69749170708413,115.742080932442,1,0,0.815505427793111,0.644651628337933,5,5,1,TRUE,"OLS",FALSE,"Unstable"
"Zr","PLS_kfold",0.697291605179832,0.723047851394819,0.762985283258762,93.2499291193699,NA,NA,NA,65.4747233406631,21.9291638402889,20.4489297375399,NA,4,49.4304268796348,191.940643757118,0.530085409677454,1.02360406163947,1.69749170708413,115.742080932442,1,0,0.815505427793111,0.644651628337933,6,6,1,TRUE,"OLS",FALSE,"Unstable"
"Zr","WLS",0.608323185716187,0.822467487738816,NA,159.077231156446,NA,661.726819498081,672.499780439613,65.4747233406631,24.9432156773829,39.6789768609613,NA,6,53.6040944885685,577.090663848485,0.336968993606954,0.402422891988473,2.52358951610789,92.025463096561,0.393138927671835,0.987137812680216,0.570472268685847,0.624538595478553,7,7,0.727578062658292,TRUE,"OLS",FALSE,"Unstable"
"Zr","OLS_weighted",0.401191970178938,1.01694769214115,NA,153.784821913486,NA,788.726977570257,799.499938511789,65.4747233406631,37.3991921049437,57.51428097567,NA,8,42.0668288564161,34663157.0601033,0.273543437726784,7.0672435446541e-06,2.42434726515991,101.046981383745,0,0.868549217654129,0,0.260564765296239,8,8,0.83120411535119,TRUE,"OLS",FALSE,"Unstable"
