Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Bird Island,BI10,BI10.2,67,70.1,71.2,70.6,1100.566667,23119.33333,56701.33333,1.278333333,-2.548330472,0.411616025,-1.920278553,-1.909281411,2.082164339,-1.649347594,-0.143628543,-0.518776147,-0.919937033,-3.083746982,0.555281688,1.261748273,5.13442516,3.24809125,0.151652695,15.43976566,65.15133897,15.05218196,19.22277689,370.9987646,34.10978265,27.53001117,37.59916182,57.90188933,52.90894122,84.36931799,140.3411428,738.9956124,154.9589388,0.002941087,3712,74,7767,2010,9085,46,1442,11,88,0,6243,15,4.07,0.02,5.96,0.07,36.59,0.33,261.64,2.46,8.07,0.07,30.36,0.26,168.04,1.96,30.42,3.3,4.49,0.08,2.56,0.045766663
Bird Island,BI10,BI10.2,71,74.7,75.8,75.2,1174.816667,22181.16667,53873,1.321666667,-2.700088521,0.200484102,-1.580914705,-1.641241285,2.33362536,-0.802414451,0.13118701,-0.037418378,-3.838226513,-3.096244757,0.702221951,1.494671408,5.366128758,3.468230023,0.149898092,11.17186672,43.05915593,15.33934335,11.95033916,256.1572079,37.82044901,31.0779811,43.34918125,20.16297236,51.91681867,105.8148755,131.1583591,748.5769327,163.8199307,0.00220137,3559,53,1973,728,6626,13,462,4,46,0,3695,29,2.04,0.01,6.67,0.05,34.06,0.03,140.47,0.49,10.76,0.08,7.8,0.12,115,1.53,21.97,0.52,4.29,0.05,1.23,0.01690507
Bird Island,BI10,BI10.2,81,86.5,87.5,87,1349.672727,22325.90909,53674.81818,1.295454545,-3.521603581,0.01079248,-2.258125724,-1.652998181,2.047103493,-1.297309825,-0.024513994,-0.256728867,-1.386386755,-2.272744692,0.589661121,1.403687415,5.261386313,3.357780797,0.149104333,11.84367879,28.00811571,15.98294546,13.96033342,299.3849756,50.73030294,44.4147805,48.62584423,45.61419237,38.75845949,102.3654771,98.45451188,1029.405345,242.7893588,0.004918526,3474,98,14360,3664,9906,61,2197,25,126,1,6285,39,2.44,0.01,6.37,0.02,39.61,0.15,67.52,0.14,5.52,0.02,50.22,0.7,209.9,2.63,39.25,1.14,4.87,0.05,3.89,0.030253524
Bird Island,BI10,BI10.3,88,84.8,85.8,85.3,1324,21329.45455,51592.63636,1.240909091,-4.097416061,0.410601104,-2.213188531,-2.217993326,2.006918477,-1.323520317,0.379577558,-0.172213496,-2.331685231,-2.50298836,0.923038555,1.816348734,5.610294096,3.712226797,0.149911105,5.005451573,26.12417898,17.85140687,15.15495718,119.6334553,34.65623386,16.93785432,34.92121002,39.97340025,67.97111686,88.63531002,62.34551817,896.363522,199.4965937,0.004174895,3858,78,3096,983,7181,70,575,2,57,1,3754,12,2.6,0.03,5.91,0.05,37.01,0.43,65.03,0.29,8.66,0.09,13.3,0.02,130.96,0.71,13.34,0.18,3.76,0.04,1.36,0.018758598
Bird Island,BI10,BI10.3,95,93,94,93.5,1444.545455,21085,51886,1.319090909,-2.31786861,0.052571744,-1.002657175,-1.609726401,2.608200541,-1.578433371,-0.131948364,-1.114200482,-4.161120123,-1.390769133,0.957570648,1.296000013,5.124094295,3.268286417,0.156443694,16.8598501,36.4280112,72.27975952,22.839758,725.0415537,38.72326057,23.19208329,68.64612814,10.01453489,83.24279931,307.6992924,85.4977937,2260.375291,279.3658728,0.006363537,3319,140,3134,946,6733,14,606,3,60,1,11391,93,5.75,0.07,7.12,0.07,25.2,0.08,71.97,0.77,7.33,0.13,10.28,0.05,119.87,2.07,13.96,0.39,4.66,0.05,1.12,0.002027459
Bird Island,BI10,BI10.3,98,96.3,97.3,96.8,1492.281818,20358.09091,49648.18182,1.288181818,-2.059959826,-0.206211053,-1.195772598,-1.582314115,2.469630267,-1.327276732,-0.197228957,-1.245024543,-4.298027765,-0.662501423,0.979253337,1.21650943,4.960857848,3.14806613,0.163261797,24.97926413,43.64693054,24.39038559,16.42116151,344.6869462,38.94985121,20.99177328,41.05960191,33.31147768,105.1655837,135.9481184,86.34865899,2511.390484,285.0955821,0.004797626,3046,94,3045,865,6605,66,563,3,54,0,7073,64,3.63,0.02,5.86,0.04,18.81,0.09,41.8,0.24,5.05,0.05,9.69,0.2,112.41,0.93,13.08,0.32,4.21,0.01,0.99,0.005060371
Bird Island,BI10,BI10.3,104,103.2,104.2,103.7,1595.6,23485.90909,56468.36364,1.455454545,-2.848256558,0.225085678,-1.809829613,-1.390255008,2.035278905,-1.225412266,0.076979925,-0.722867185,-3.021462612,-2.674741097,0.97913937,1.516927588,5.383780434,3.475632437,0.148378059,18.67764828,55.96086295,77.92747211,9.595453469,562.2788373,29.1454035,19.98726868,42.24753893,30.60748572,72.52911641,137.9138071,104.60332,552.6917767,162.0747302,0.002752184,3336,60,1425,617,7090,61,441,7,47,1,1987,28,1.39,0.01,4.57,0.02,19.39,0.07,45.73,0.25,4.63,0.05,6.27,0.1,127.14,0.33,11.4,0.23,4.73,0.02,0.98,0.012776705
Bird Island,BI10,BI10.3,114,114.9,115.9,115.4,1769.918182,23787.45455,60059.36364,1.378181818,-3.64131878,0.20302951,-2.044209984,-1.687082046,3.751747299,-0.280436011,0.307497821,-0.253382299,-4.212919918,-3.234424969,0.222314606,1.659629869,5.553444874,3.656110028,0.149992787,9.201778484,31.02374457,21.72681628,13.0648731,810.6680971,51.37208297,29.92657682,45.84935808,5.125692858,44.28769581,87.07593342,82.28774348,428.9103106,141.9909088,0.002882752,4610,170,1717,574,5586,64,355,2,39,0,15893,5,1.54,0.02,5.78,0.02,42.1,0.1,35.8,0.12,5.43,0.07,6.04,0.04,94.41,1.48,8.14,0.19,3.83,0.03,0.87,0.005713133
Bird Island,BI10,BI10.3,120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,-3.642737236,0.259012139,-2.4493088,-2.139959019,2.255976256,-1.620885718,0.457595324,0.130094483,-1.762513409,-2.816544807,-0.077376729,1.879422568,5.723936829,3.803288119,0.146557429,9.393259995,22.80570104,12.68595023,19.3186726,564.7396647,38.44028558,31.25184439,40.04441978,30.39389559,63.36499209,55.86849639,54.88260198,1115.395301,212.4897122,0.003832888,4493,91,683,330,5350,88,193,2,32,0,4238,41,0.74,0.01,6.53,0.06,62.86,0.57,87.03,1.04,13.11,0.16,2.59,0.02,91.75,0.41,5.72,0.11,5.09,0.02,0.66,0.003592713
Bird Island,BI10,BI10.4,135,129.4,130.4,129.9,1986.590909,23205.09091,65119.72727,1.433636364,-4.15428208,-0.025828833,-1.897761801,-1.792469805,4.215537952,-0.307703865,-0.163893618,-0.381273595,-1.283014457,-3.961341917,0.082243019,1.248166144,5.135268579,3.286354276,0.157428366,8.223027534,29.26120609,25.22228452,20.65121612,1662.979243,65.16259384,44.13120932,39.96839661,51.89815201,23.06078923,93.6843831,87.99814048,780.3019695,161.467869,0.002657515,2888,68,1641,596,5647,93,402,5,38,0,3019,16,1,0,9.47,0.03,77.33,0.19,126.15,1.54,11.4,0.12,6.95,0.09,100.8,1.03,10.71,0.35,3.96,0.03,0.86,0.003042513
Bird Island,BI10,BI10.4,145,141,142,141.5,2162.972727,23972.81818,57889.27273,1.315454545,-3.653490112,0.061864966,-2.498186672,-2.133732839,2.640492611,-2.069308825,0.199013101,-0.15842762,0.015197616,-3.744846039,0.716008516,1.628701217,5.4501337,3.54658038,0.149073162,7.427222655,29.27580447,20.57315108,17.52712184,426.8826111,62.67985032,40.84939078,39.82278927,48.85172371,34.36515148,90.5179038,77.03092649,498.626003,178.5463525,0.003382222,3583,79,5413,1133,5488,18,523,2,52,0,36761,177,3.77,0.05,7.16,0.03,40.65,0.14,37,0.3,7.71,0.05,9.79,0.06,91.25,0.7,9.67,0.18,4.4,0.04,0.86,0.005791892
Bird Island,BI10,BI10.4,155,152.7,153.8,153.2,2335.408333,23105.16667,59388.66667,1.445,-4.860920341,-0.270573969,-2.577584334,-1.974289067,3.531672704,0.039681234,0.03763867,-0.123113493,0.422678539,-3.971495189,-0.350001563,1.422426411,5.268538001,3.405342397,0.155222517,7.796658181,21.93516618,13.78707124,18.55928257,1804.052364,73.49252693,43.51036101,48.11066788,87.61014712,36.67909569,95.65594914,112.9388075,461.5002134,152.3157357,0.003991243,3080,69,5595,1512,6436,74,1149,20,83,1,6075,91,1.25,0,6.32,0.02,67.59,0.37,145.15,1.52,5.36,0.05,20.81,0.27,121.02,1.04,58.14,6.46,2.65,0.03,1.96,0.006912781
Bird Island,BI10,BI10.4,165,164.8,165.8,165.3,2517.272727,22003.36364,55622.63636,1.340909091,-3.143726977,0.222497083,-1.350697541,-1.71820176,3.065693811,-1.101130115,-0.086456223,-0.500293347,-1.201099481,-4.139606004,0.341748333,1.257741544,5.11365292,3.239877758,0.153574041,29.26524467,40.17235594,60.43839839,17.73747958,2883.757877,54.66692535,32.16915519,62.8258777,72.57585374,30.47711511,66.89666387,120.6673112,1155.963361,195.2973956,0.003237462,1968,47,2804,585,5643,47,254,5,43,1,49049,602,16.77,0.11,16.21,0.03,58.22,0.42,148.1,0.62,23.9,0.06,4.26,0.05,85.4,1.58,5.06,0.12,3.15,0.01,0.57,0.002471594
Bird Island,BI10,BI10.4,168,168.4,170,169.2,2576.011765,23517.94118,58045.35294,1.348823529,-3.203567711,-0.094718444,-1.711337504,-1.569770859,3.125340925,-1.317341657,-0.089790432,-0.699012765,-1.454294723,-2.807521928,0.188687262,1.19978962,5.157469227,3.276068989,0.152447822,10.46879115,30.48179302,36.85085201,14.91668036,425.4353825,58.15654584,36.42982779,45.56435333,47.6233692,47.87022899,104.5204736,98.3311482,646.1320606,215.9295228,0.004793828,1695,34,21023,4081,6500,157,1575,9,219,2,51905,634,14.16,0.14,12.29,0.37,34.01,0.69,148.2,1.2,15.12,0.1,43.17,0.55,121.21,1.42,16.91,0.39,2.34,0.03,2.3,0.022916539
Bird Island,BI10,BI10.5,181,174.6,175.6,175.1,2667,23704.54545,59517.81818,1.359090909,-3.040490464,-0.144380769,-1.825562862,-2.166300284,3.240903541,-0.703907893,-0.109656646,-0.532764301,-1.032199624,-3.298664406,0.158965752,1.200597504,5.054404383,3.199056067,0.156416456,26.5603943,45.61000688,39.01817758,14.71610126,887.9271469,45.50923982,26.90488296,33.82038116,47.13462344,32.15671851,116.1871531,109.0128433,698.4810403,165.7784392,0.00248921,2753,75,1244,438,6177,62,228,3,41,0,34127,180,6.77,0.06,8.53,0.14,31.4,0.36,72.11,0.03,12.77,0.18,2.56,0.04,95.32,1.28,5.16,0.16,1.43,0.03,0.44,0.001231962
Bird Island,BI10,BI10.5,191,186.6,187.6,187.1,2847.454545,21510,58730.81818,1.32,-3.822882728,0.149064013,-1.578692681,-2.067155911,4.129010163,0.096284103,-0.034185471,-0.225023624,-3.157734639,-4.324236259,0.762310139,1.361393788,5.279515553,3.432333554,0.157757844,8.933084574,49.10656316,18.40158096,22.27024105,2059.334615,65.5932369,43.17006539,60.12366045,25.11102619,49.01892028,79.49190925,90.36481616,652.108552,199.2370904,0.005194461,1750,39,11338,2617,6093,99,916,17,122,1,29115,242,5.56,0.04,5.62,0.06,28.97,0.2,93.72,0.25,5.88,0.03,24.04,0.33,119.15,2.96,15.9,0.22,2.46,0.03,1.6,0.009780705
Bird Island,BI10,BI10.5,194,190.3,191.3,190.8,2903.109091,21500.09091,61427.81818,1.414545455,-3.915012003,0.081777014,-1.884185343,-1.924883375,4.588956003,0.341892014,0.056228076,-0.201492627,-3.554229771,-4.082519882,0.141849575,1.433538917,5.367925184,3.550156219,0.162441652,5.243177385,38.34318714,18.34715732,14.69879401,2073.301728,46.17023835,38.69390368,43.96196703,12.13334998,24.40007452,73.97358251,90.34610219,762.2013335,147.2387671,0.004380893,2719,69,21256,4638,9697,71,2197,21,244,1,24845,215,3.93,0.03,4.97,0.04,26.93,0.04,75.24,0.27,6.04,0.03,58.91,0.83,121.53,2.37,34.81,1.07,3.04,0,3.48,0.029947165
Bird Island,BI10,BI10.5,197,194,195,194.5,2954.418182,21368,63253.63636,1.329090909,-4.094101806,0.008911621,-1.776248232,-2.335887629,4.507270285,-0.136864877,-0.057781072,-0.425975936,-2.290553338,-3.068412483,0.116216134,1.119835705,5.130668569,3.302923061,0.160814896,7.846249828,48.77928025,14.71610126,19.45951508,2894.783311,78.00104894,24.1679728,52.63545297,28.10111612,41.80735038,92.71549836,114.0774059,692.400646,152.3169542,0.003733565,3664,100,4642,1390,7289,112,661,4,68,1,27056,347,5.75,0.07,6.76,0.05,46.73,0.12,130.77,0.87,9.31,0.07,12.67,0.31,118.9,1.1,12.27,0.31,4,0.02,1.09,0.005286327
Bird Island,BI10,BI10.5,202,199.9,200.8,200.3,3041.911111,20677.77778,62829.77778,1.47,-3.600445501,0.014952426,-1.679171112,-1.746813185,4.415664142,-0.266132441,-0.299887337,-0.643156013,-2.679498108,-2.436238499,0.166562437,0.875714339,4.826399408,3.052049444,0.169655698,5.722761571,48.16378307,17.7270979,13.97318861,5465.668885,49.56757453,15.68792883,38.84727933,13.60555442,53.25828052,45.45327271,105.3831633,1836.138301,193.7335656,0.004830661,3848,41,2368,501,5867,19,235,3,42,1,70334,854,6.82,0.05,10.88,0.04,68.09,0.82,90.28,0.95,12.34,0.17,2.55,0.07,85.8,1.32,5.28,0.12,3.91,0.04,0.53,0.007880519
Bird Island,BI10,BI10.6,218,209.5,210.5,210,3183,22777.27273,67689.90909,1.406363636,-3.203788249,-0.249108808,-2.059652328,-2.228545514,4.114585309,-0.770715549,-0.575907815,-0.983420714,0.4911242,-2.65718517,-0.036792971,0.701042935,4.642010099,2.816354574,0.161179198,7.659812483,68.29241938,15.02906275,18.6445215,2347.554739,70.78893082,26.83417089,24.2160728,90.15915221,56.85387969,113.0303258,67.41931204,1415.962943,168.6542995,0.004940452,3024,29,21468,3376,6765,156,1293,27,161,4,107255,1659,11.85,0.18,9.7,0.1,34.46,0.17,255.58,0.19,14.42,0.07,25.71,0.44,111.23,1.37,16.62,0.23,2.77,0.03,1.7,0.021768116
Bird Island,BI10,BI10.6,228,221.4,222.4,221.9,3362.6,22133.63636,59188.27273,1.385454545,-3.65114996,-0.260421572,-2.124661505,-2.193445429,3.556351056,-0.961016443,-0.470385575,-0.779509548,0.685136634,-2.550094407,0.130148861,0.895769031,4.794232738,2.92904612,0.15488026,9.819276033,23.62240847,9.904085475,14.80724638,1181.277637,50.92365052,25.06935833,35.59851887,173.5398828,29.21425555,72.5190884,57.94840966,931.7696555,111.8931308,0.002108052,3706,86,3810,970,8457,112,430,9,74,0,46162,524,10.7,0.1,8.36,0.02,60.2,0.55,399.07,1.14,17.48,0.2,6.15,0.11,136.16,2.42,8.2,0.2,3.75,0.02,0.75,0.004995818
Bird Island,BI10,BI10.6,239,234.2,235.2,234.7,3550.090909,21143.36364,63280.36364,1.398181818,-4.250067985,0.068764122,-1.986597085,-2.033627438,4.344924345,-0.276025549,-0.316000339,-0.628037692,-1.969196272,-2.050705404,0.309879811,0.917453441,4.842373852,3.026862193,0.162813335,9.811866656,48.52084838,12.40527747,10.36339713,2049.580108,59.16556124,25.07733493,32.78746989,27.4911556,32.13833734,81.42414205,68.29681212,438.7403457,126.3430395,0.004598313,7511,224,2180,564,7198,31,390,1,51,0,28338,150,6.23,0.08,7.69,0.13,73.2,0.67,48.44,0.9,7.84,0.12,4.53,0.04,116.79,1.36,9.35,0.17,3.42,0.07,0.75,0.007417022
Bird Island,BI10,BI10.6,247,243.9,245,244.5,3699.925,21494.83333,55564,1.42,-4.256082072,-0.23082471,-2.556926352,-2.308881468,3.866164106,-0.603610895,0.114788673,-0.3308368,-2.024673521,-2.228025374,0.109544072,1.474853556,5.430478926,3.544031859,0.151656429,7.178988702,30.75255594,13.67894866,18.08984312,1775.903106,54.33621483,33.42687632,51.19918027,45.51215289,38.3875769,53.55618686,83.30047837,694.6642256,120.8511168,0.003910051,3918,74,2602,566,6525,143,301,4,65,1,68261,1004,16.03,0.21,12.99,0.14,116.91,0.84,232,1.26,14.95,0.17,3.04,0.04,95.08,0.7,4.99,0.13,3.09,0.02,0.45,0.005306797
Bird Island,BI10,BI10.7,259,250.7,251.7,251.2,3790.45,22053.5,55644.7,1.456,-3.495657544,0.389741246,-2.277184901,-1.608783719,3.71037612,-1.11681868,0.270405969,-0.737762636,-4.284921424,-2.58353057,0.7223222,1.674117752,5.617976239,3.719719947,0.149871289,7.140650453,30.89498341,17.58313586,9.766723549,1085.896808,45.29459129,35.87261413,50.22847798,0,50.00455535,84.42906293,84.16419138,409.0313897,142.4373547,0.003718036,4680,586,2160,504,6241,109,345,2,41,0,23780,84,0.99,0.02,4.51,0.04,32.98,0.2,29.81,0.5,6.79,0.07,5.03,0.14,101.29,0.81,7.53,0.16,1.78,0.02,0.7,0.001405959
Bird Island,BI10,BI10.7,271,265,266,265.5,3978.945455,21318.45455,65289.27273,1.384545455,-3.75135427,0.038398773,-2.150636364,-1.994852375,4.633239397,0.173221687,-0.112556234,-0.478604564,-0.854210216,-4.601348563,-0.260139759,1.113730924,5.028574447,3.216537117,0.16333933,9.678467196,36.36156812,18.74760591,20.59655752,2571.744933,66.12866247,37.08908195,69.33685888,75.52410813,30.13756339,62.35616176,92.24039738,783.5076724,100.1123006,0.002567568,4753,653,2136,544,7771,104,232,3,57,1,58747,702,23.84,0.16,14.67,0.04,145.53,0.6,316.19,1.43,15.17,0.15,2.7,0.04,119.7,1.82,5.88,0.14,3.16,0.01,0.5,0.00796755
Bird Island,BI10,BI10.7,280,275.9,276.9,276.4,4128.554545,22988.54545,61328.09091,1.342727273,-3.296336184,-0.279600852,-2.277779993,-2.579805245,3.719037613,-0.361024736,-0.195782361,-0.72866859,0.055348172,-3.189531407,0.014316438,1.052965987,4.963770195,3.103090964,0.155620113,7.159227993,31.99829541,11.38419958,13.48332303,1229.139943,62.69580238,32.50258731,56.09877652,72.51658118,26.94168787,113.4892065,82.11256132,414.5496571,177.2780046,0.004236404,3716,64,1942,493,6197,108,227,3,39,0,49873,196,36.34,0.24,15.1,0.15,49.71,0.6,205.27,3.66,12.77,0.04,2.51,0.05,99.84,1.33,5.37,0.13,1.25,0.01,0.43,0.003204618
Bird Island,BI10,BI10.8,300,289.7,290.8,290.3,4314.733333,21941.25,90008.25,1.515,-4.646684762,-0.15953081,-2.366628515,-1.891560552,5.380371989,0.461643712,-0.453541594,-0.434091798,-0.067561908,-3.893247188,-0.160763672,0.606968114,4.643358567,2.981268419,0.189814865,5.806866364,22.80533563,15.00504966,18.76872802,5064.948301,120.178907,22.87714222,43.15160027,120.8156622,44.26461409,85.68807951,80.21731847,1786.447813,264.1897132,0.005451463,4200,81,643,289,6726,77,264,4,56,1,73040,1106,35.13,0.34,14.43,0.09,80.36,0.94,206.07,2,16.92,0.26,3.35,0.08,110.47,1.26,6.49,0.04,3.49,0.04,0.61,0.001338725
