"Location","Site","Section","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","Ln_inc_coh","coh_inc","Ln_coh_inc","Total_scatter","kcps_sd","cps_sd","MSE_sd","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","inc_coh_sd","Ln_inc_coh_sd","coh_inc_sd","Ln_coh_inc_sd","Total_scatter_sd","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Ln_C_org","Ln_C_org_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Bird Island","BI10","BI10.2",71,68.7,69.8,69.2,69.2,0.55,826,1194,1027,1024,184,0.0397,0.00745,24090.25,59035.0833333333,1.28416666666667,18.1666666666667,302.75,41,41.4166666666667,2420,143.416666666667,62.5833333333333,498,953.833333333333,44307.25,6735.5,6.58059786816667,1.88383041987089,0.152050972,-1.88383041935383,51042.75,282.635044150258,1145.2885669189,0.106724652799395,13.1483378371104,36.4520232634623,19.5912782078705,17.0371697037727,331.695643625297,53.6494655286998,92.7846561897086,133.996607826806,94.6580768616789,855.896247429346,156.240781546246,0.168230834835469,0.0252863603980986,0.00380377801304079,0.0252863605220713,914.236405173987,76.84,23.16,1.16,65.27,3.26,32.63,3.26,3.48523211060523,0.348202779055257,5.7255,4.36,1.0071,0.3035,0.2463,0.012,0.012,99.9,3558.613952,53.10499408,1973.319538,355.1975168,6626.492173,861.4439825,461.9149499,64.66809299,46.49996193,5.579995432,3694.801697,665.0643055,2.041238975,0.142886728,6.674238754,3.604088927,34.06414422,4.768980191,140.4650062,12.64185056,10.75975255,0.084324463,7.795499709,1.247279953,114.9998151,2.299996302,21.97235957,1.098617979,4.288871292,0.045808063,1.233894651,0.01690507
"Bird Island","BI10","BI10.3",84,80,81,80.5,80.5,0.5,1078,1383,1228,1228,153,0.11538,0.01505,23305.5,56089.8,1.359,24.8,264.6,59,39.6,2747.5,74,129.2,467,855.6,41785.9,6389,6.5425612867,1.87811596115299,0.1529111376,-1.87811596062508,48174.9,718.4277973464,1748.95186389512,0.0727934673503666,37.5819105421744,29.2164337317202,33.549300373563,24.6044259794407,738.478503410898,46.2048578494609,102.316285224896,89.0655189546812,131.669788992515,1122.61029648662,206.525758414995,0.140667747463666,0.0218674584101902,0.00340122817383509,0.0218674575991739,1280.98689818957,83.75,16.25,0.81,72.37,3.62,36.18,3.62,3.58850647996715,0.359049017619709,3.6287,3.2041,0.8837,0.1715,0.16,0.0198,0.021,106.3,3474.148775,97.58287489,14359.67839,2584.74211,9905.624178,1287.731143,2197.326275,307.6256785,125.5077224,15.06092669,6284.597012,1131.227462,2.439569014,0.170769831,6.367819135,3.438622333,39.61078518,5.545509925,67.51751759,6.076576583,5.520887153,0.016892471,50.21714125,8.0347426,209.897137,4.19794274,39.24997232,1.962498616,4.871746851,0.049115691,3.886857404,0.030253524
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,85.3,0.525,1140,1414,1267,1270,137,0.11538,0.01316,21329.4545454545,51592.6363636364,1.24090909090909,3.63636363636364,223.545454545455,23.4545454545455,21.4545454545455,1101.81818181818,36.4545454545455,48.4545454545455,379.727272727273,907.818181818182,40259.8181818182,6034.90909090909,6.67536463336364,1.89806729866589,0.149911105272727,-1.89806729821678,46294.7272727273,650.883301926907,1359.07043766887,0.0901614713117023,5.00545157348919,26.1241789779646,17.8514068709647,15.154957184787,119.633455339063,39.9734002465731,67.971116860566,88.6353100170478,62.3455181738322,896.363522035766,199.496593728041,0.187498130300575,0.0279672598127071,0.00417489477233992,0.0279672600331806,1018.1848644435,83.38,16.62,0.83,73.08,3.65,36.54,3.66,3.59840755094986,0.360431626614025,4.9476,4.5963,0.9241,0.1842,0.1804,0.0213,0.0232,109.3,3858.056048,77.55997105,3095.570446,557.2026803,7180.738417,933.4959942,574.7925663,80.47095928,57.22472424,6.866966909,3753.765384,675.6777691,2.601276107,0.182089327,5.912256586,3.192618556,37.01157435,5.181620409,65.03458094,5.853112285,8.662126972,0.092756516,13.30255749,2.128409198,130.9618352,2.619236704,13.33706426,0.666853213,3.755055231,0.044804774,1.35530674,0.018758598
"Bird Island","BI10","BI10.3",95,93,94,93.5,93.5,0.5,1233,1487,1332,1342,127,0.11287,0.01132,21085,51886,1.31909090909091,26.6363636363636,242,100.818181818182,52.3636363636364,3160.36363636364,5.09090909090909,107.181818181818,657.636363636364,834.545454545455,38250.6363636364,5976.09090909091,6.40163363627273,1.85580787789123,0.156443694363636,-1.85580787882746,44226.7272727273,872.130838808031,2411.73854304317,0.0853761729587998,16.8598501017816,36.428011200174,72.2797595206544,22.8397579990364,725.041553668102,10.0145348913921,83.2427993063883,307.69929240324,85.4977936982746,2260.37529064212,279.36587284257,0.258608261880736,0.0405432987382715,0.00636353661000703,0.0405432993374903,2471.74347742273,84.51,15.49,0.77,71.74,3.59,35.87,3.59,3.57990129154419,0.358289535451454,5.4091,5.4227,0.926,0.1698,0.1787,0.0192,0.0221,115.3,3318.93706,140.159263,3134.001598,564.1202876,6732.62029,875.2406377,606.0238476,84.84333866,60.2997145,7.23596574,11390.75321,2050.335578,5.745017677,0.402151237,7.120078834,3.84484257,25.20300712,3.528420997,71.97280393,6.477552354,7.32730259,0.127147154,10.28410137,1.645456219,119.867266,2.39734532,13.96054981,0.698027491,4.655602184,0.05117785,1.122462139,0.002027459
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,96.8,0.5,1278,1505,1359,1371,114,0.11294,0.00996,20358.0909090909,49648.1818181818,1.28818181818182,39.8181818181818,210.363636363636,79.9090909090909,54.6363636363636,3007.09090909091,11.3636363636364,179,687.090909090909,857.909090909091,36182.8181818182,5897.90909090909,6.12992269536364,1.81279171788639,0.163261797363636,-1.81279171727193,42080.7272727273,1009.26611501085,3019.53495817425,0.0582783290457408,24.9792641277448,43.6469305387509,24.3903855871716,16.4211615135637,344.68694624121,33.3114776834434,105.165583723954,135.948118446306,86.3486589883764,2511.39048410166,285.095582058177,0.179411936897221,0.0293280530078902,0.00479762607996572,0.0293280525324834,2782.53180003065,72.66,27.34,1.37,78.62,3.93,39.31,3.93,3.67147893943377,0.367054495852829,5.6172,5.8053,0.9172,0.3451,0.374,0.039,0.0457,117.2,3046.497536,93.59658386,3044.618396,548.0313113,6605.365982,858.6975777,562.7226914,78.7811768,54.01867077,6.482240492,7073.372392,1273.207031,3.633220643,0.254325445,5.857915852,3.16327456,18.81424853,2.633994794,41.79884834,3.761896351,5.049060535,0.052888463,9.694363956,1.551098233,112.4064678,2.248129356,13.08141258,0.654070629,4.214972855,0.00900571,0.992804532,0.005060371
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,103.7,0.475,1358,1649,1477,1487,145,0.04191,0.00429,23485.9090909091,56468.3636363636,1.45545454545455,19.6363636363636,254.272727272727,62.9090909090909,50.5454545454545,1610.09090909091,24.7272727272727,59.5454545454545,547.272727272727,914.363636363636,43429,6444.27272727273,6.74164520618182,1.90814799676112,0.148378059454545,-1.90814799720083,49873.2727272727,239.911423048364,960.891905754989,0.0806676684135145,18.6776482849031,55.9608629474044,77.927472107665,9.5954534688428,562.278837329924,30.6074857153962,72.5291164103957,137.91380707463,104.603319954266,552.691776671229,162.074730238301,0.124811306542738,0.0185314165618173,0.00275218434102406,0.01853141696849,676.246418239548,83.17,16.83,0.84,84.12,4.21,42.06,4.21,3.73909717027455,0.374265313524866,5.3363,5.8353,0.944,0.191,0.2184,0.008,0.01,124.6,3335.981766,60.0124919,1424.582603,256.4248685,7089.603048,921.6483962,441.0920959,61.75289343,47.40786167,5.6889434,1987.252608,357.7054694,1.389287804,0.097250146,4.568507031,2.466993797,19.39416739,2.715183435,45.72842227,4.115558004,4.628095976,0.048659815,6.266500548,1.002640088,127.1397723,2.542795446,11.39582517,0.569791259,4.732409551,0.019576414,0.984439937,0.012776705
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,115.4,0.5,1478,2098,1763,1768,310,0.04149,0.00745,23787.4545454545,60059.3636363636,1.37818181818182,8.54545454545454,203.545454545455,30.6363636363636,33.0909090909091,7030.18181818182,1.54545454545455,32,219.727272727273,866.545454545455,42366.3636363636,6354.72727272727,6.66920390481818,1.8973348462972,0.149992786727273,-1.89733484511083,48721.0909090909,242.697492214635,721.060229485342,0.096209997590498,9.20177848422398,31.0237445720649,21.7268162751597,13.064873098921,810.668097088052,5.12569285782198,44.2876958082039,87.0759334249032,82.2877434814731,428.910310607538,141.990908799888,0.126889764309573,0.0191225221177948,0.00288275232976997,0.0191225223185573,516.185326127246,86.16,13.84,0.69,85,4.25,42.5,4.25,3.74950407593037,0.374950407593037,3.9741,4.7093,1.714,0.2754,0.3402,0.0114,0.0162,141.5,4610.248256,169.7864944,1716.680373,309.0024671,5586.311354,726.220476,354.6954517,49.65736324,38.81328375,4.65759405,15892.74003,2860.693205,1.543818014,0.108067261,5.784125479,3.123427759,42.10225675,5.894315945,35.80217711,3.22219594,5.434072792,0.066823231,6.037782671,0.966045227,94.40874214,1.888174843,8.138802933,0.406940147,3.83135941,0.031914034,0.865875823,0.005713133
"Bird Island","BI10","BI10.3",119,120.7,121.7,121.2,121.2,0.475,1584,2220,1920,1912,318,0.03575,0.00609,23932.5454545455,57683.3636363636,1.34090909090909,9.18181818181818,230.545454545455,29.2727272727273,30.6363636363636,2490.72727272727,37.2727272727273,49.9090909090909,208,922.545454545455,44357.3636363636,6559.54545454545,6.76478887481818,1.91149889838338,0.147893012454545,-1.91149889787823,50916.9090909091,448.203829442892,1332.00647691573,0.0959640084046665,8.1218000691741,31.9135195062019,17.641376981919,15.0815962502165,443.669942842445,48.8898576579865,80.9561048290424,80.1835394579212,102.489378607116,889.993513765946,175.474421860489,0.15269793060444,0.0226140305588233,0.00335100441629188,0.0226140314115167,997.589540296555,87.29,12.71,0.64,88.51,4.43,44.26,4.43,3.7900813346229,0.379350662276987,5.0413,6.2613,1.2611,0.1836,0.2372,0.0066,0.0096,146.2,2888.301683,68.23238158,1641.390095,295.4502171,5647.265231,734.14448,401.5251511,56.21352115,37.52718028,4.503261634,3019.385269,543.4893484,1.001920559,0.070134439,9.469595678,5.113581666,77.32937965,10.82611315,126.1466188,11.35319569,11.39866575,0.123110885,6.954876946,1.112780311,100.7977844,2.015955688,10.71344504,0.535672252,3.961646879,0.031813072,0.860069661,0.003042513
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,122.3,0.45,1650,2226,1946,1943,288,0.03576,0.00543,23463.2,55879.5,1.243,7.7,187.9,16.6,26.1,1472,41.3,48.3,143.2,945.1,44116.7,6464.9,6.8275268756,1.92064870955264,0.1465574293,-1.92064870959766,50581.6,898.716220196589,1797.2757934657,0.088700494800073,9.39325999498222,22.8057010416255,12.685950233756,19.3186726022031,564.739664703028,30.3938955859378,63.3649920872892,55.8684963900845,54.8826019791336,1115.39530112771,212.489712169267,0.181159173731049,0.0263443703821363,0.00383288756320129,0.0263443710816754,1258.97782170917,87.79,12.21,0.61,89.09,4.45,44.55,4.46,3.79661215391682,0.380087322255197,4.7759,5.9795,1.0924,0.1519,0.1978,0.0054,0.0079,145.4,4492.936701,91.25578968,683.2265993,122.9807879,5350.125775,695.5163508,192.9637106,27.01491948,32.12024806,3.854429767,4238.013215,762.8423787,0.741821487,0.051927504,6.534750001,3.528765001,62.86286744,8.800801442,87.02811474,7.832530327,13.1076901,0.161700542,2.592646444,0.414823431,91.74775016,1.834955003,5.71655892,0.285827946,5.092746285,0.020391728,0.664291765,0.003592713
"Bird Island","BI10","BI10.4",145,132,133,132.5,132.5,0.5,2052,2331,2181,2196,139,0.06663,0.00448,22939.7272727273,63471.5454545455,1.46727272727273,10,207.272727272727,37,33.5454545454545,15022,5.09090909090909,44.8181818181818,168.909090909091,760.636363636364,38468.0909090909,6064.36363636364,6.34628605745455,1.84747355805947,0.157698025181818,-1.84747355872889,44532.4545454545,600.40454543734,2827.21489680697,0.116197324331579,9.60208310732624,31.9909077992198,17.8157233925541,27.4130028868186,2013.60145013853,16.8846352963548,88.0645424467966,107.725070940292,84.3187674569223,785.88452771962,146.593501034168,0.186417225959398,0.02959991679462,0.00470327670166282,0.0295999164648918,818.343126522899,85.19,14.81,0.74,83.92,4.2,41.96,4.2,3.7367167835281,0.374027895396044,4.1527,6.2124,1.5704,0.273,0.422,0.0182,0.0293,161.3,3582.990472,78.58668299,5412.77206,974.2989708,5488.24581,713.4719553,523.0275133,73.22385186,51.81193098,6.217431718,36760.73258,6616.931864,3.769043144,0.26383302,7.155451754,3.863943947,40.6484082,5.690777148,36.99629166,3.329666249,7.711571305,0.048823252,9.787053209,1.565928513,91.25190224,1.825038045,9.674570314,0.483728516,4.402169903,0.038260027,0.858893791,0.005791892
