"Location","Site","Section","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","Ln_inc_coh","coh_inc","Ln_coh_inc","Total_scatter","kcps_sd","cps_sd","MSE_sd","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","inc_coh_sd","Ln_inc_coh_sd","coh_inc_sd","Ln_coh_inc_sd","Total_scatter_sd","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Ln_C_org","Ln_C_org_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Isla Hermite","HER42PB","HER42PB1J",340,376.7,377.3,377.3,377.3,0.6,4223,4930,4602,4596,353,0.0518,0.00407,20578.4285714286,54970.1428571429,1.37571428571429,27,324,57.4285714285714,39.8571428571429,7463.85714285714,0.375,33.4285714285714,388,737.571428571429,35840.8571428571,5797.28571428571,6.18401458471429,1.82185410203066,0.161743845142857,-1.82185410289303,41638.1428571429,245.707724164882,814.137872961623,0.0355232988601109,18.7349939951952,50.8363387089721,20.0570614568963,20.3995798276057,606.837547885601,1.06066017177982,35.9251868139756,62.2146820828224,96.4258906152926,264.244475547064,117.321089729162,0.101050479534593,0.0162477054149838,0.00261292886318415,0.0162477056968207,355.699980588243,73.49,26.51,1.33,30.47,1.52,17.67,1.53,2.8718682863316,0.248667712398832,4.6419,15.9845,1.0527,0.3798,1.3267,0.0197,0.0703,357.2,1223.037067,26.17299323,6938.306145,1248.895106,20268.84804,2634.950245,2279.040838,319.0657173,412.4972905,49.49967486,23564.0081,4241.521458,6.815172626,0.477062084,14.36379274,7.75644808,35.30719832,4.943007765,38.30523184,3.447470866,3.635115642,0.109053469,23.87451872,3.819922995,229.7243184,4.594486368,10.85448743,0.542724372,7.058762849,0.09882268,2.037859749,0.04605563
"Isla Hermite","HER42PB","HER42PB1J",346,385.3,385.9,385.9,385.9,0.6,4432,5044,4758,4755,306,0.0555,0.00366,19025.1428571429,49001.7142857143,1.32857142857143,37.8571428571429,327.571428571429,93,82.1428571428571,4640.14285714286,0.375,94.8571428571429,639.142857142857,759.857142857143,33196.7142857143,5464.28571428571,6.07763009142857,1.80409729435519,0.164707643857143,-1.8040972952126,38661,443.498000210233,1301.55249788931,0.0625642526870234,23.2194499750286,45.4784093200907,21.6794833886788,35.1351133551066,601.640099664084,1.06066017177982,61.5830836389036,117.870590863354,108.694416556124,1452.94559594016,222.476751059307,0.21192259361822,0.0346930806507216,0.00568549669540597,0.0346930813902906,1607.98103222644,84.78,15.22,0.76,72.9,3.65,42.29,3.65,3.7445506514844,0.323187748354648,4.3544,15.2534,1.0203,0.1832,0.6509,0.0102,0.0368,361.9,1227.016938,40.73696234,2336.807871,420.6254168,10578.61869,1375.22043,931.8953279,130.4653459,132.2391605,15.86869926,28458.15526,5122.467947,4.4576731,0.312037117,6.187784978,3.341403888,33.54823181,4.696752453,28.66381491,2.579743342,3.280271554,0.124322292,6.326605247,1.01225684,150.1829657,3.003659314,3.63246372,0.181623186,4.534795472,0.040813159,1.002590836,0.011529795
"Isla Hermite","HER42PB","HER42PB1J",349,389.6,390.2,390.2,390.2,0.6,4505,5110,4840,4833,302,0.0566,0.00363,16655.8571428571,44073.7142857143,1.35,78.2857142857143,434.714285714286,123.285714285714,101.571428571429,4720.71428571429,14.7142857142857,159.428571428571,912.571428571429,645.428571428571,28745,5057.14285714286,5.68321508828571,1.73711800113766,0.176098100714286,-1.73711800051043,33802.1428571429,566.496080766504,1934.41616638248,0.16062378404209,18.0158660233537,69.4327355208245,45.3273805615483,11.0883894661209,897.064418773017,18.1724542986933,42.5670339694038,96.9086462307967,80.5602406957203,1331.4621036039,152.12980046814,0.172381133334744,0.0306097488000587,0.00543886215816328,0.0306097479204571,1450.99545468751,77.35,22.65,1.13,58.85,2.94,34.13,2.94,3.53017676291862,0.304093749867587,4.6419,16.4022,1.0018,0.2933,1.051,0.0166,0.0606,364.8,1126.513631,14.53202584,4675.210641,841.5379154,15306.70025,1989.871033,1260.681432,176.4954005,253.2933803,30.39520564,22717.61164,4089.170095,4.917649378,0.344235456,6.573395751,3.549633706,29.94669397,4.192537156,23.73971131,2.136574018,3.658620938,0.113783111,14.32868034,2.292588854,171.0846086,3.421692172,7.44121623,0.372060812,4.388692134,0.083385151,1.4011857,0.017374703
"Isla Hermite","HER42PB","HER42PB1J",352,394,394.6,394.6,394.6,0.6,4674,5148,4912,4910,237,0.0562,0.0028,19082.5714285714,50454.4285714286,1.33285714285714,41,368.285714285714,118.428571428571,78.2857142857143,6350,0.375,84.1428571428571,670.142857142857,732.571428571429,32928.1428571429,5305.71428571429,6.20618695971429,1.82514054768919,0.161260645571429,-1.82514054806454,38233.8571428571,425.40719988534,1283.97415045928,0.0453557367611072,12.5299640861417,40.7419287946062,20.4357296815907,21.1006657534329,721.740950757264,1.06066017177982,55.7776196797861,107.869409583114,93.640904777875,1111.60685924647,74.1096356436739,0.190797273143144,0.0308059806249038,0.00497777038527488,0.0308059807847811,1143.00443693677,81.35,18.65,0.93,58.47,2.92,33.91,2.92,3.52370995613755,0.30342769306758,4.2537,15.1539,1.0051,0.2304,0.8322,0.0129,0.0474,366.2,998.2394004,14.77394313,3450.956197,621.1721155,14483.51439,1882.856871,1130.676773,158.2947482,183.982931,22.07795172,10907.12191,1963.281944,2.854988022,0.199849162,7.039017163,3.801069268,21.79382396,3.051135354,16.6275996,1.496483964,2.911871915,0.024459724,11.48762934,1.838020694,184.4496706,3.688993412,5.635881127,0.281794056,3.882690362,0.097843797,1.11492431,0.015162971
"Isla Hermite","HER42PB","HER42PB1J",353,395.4,396,396,396,0.6,4721,5164,4936,4935,221,0.0562,0.00261,18728.7142857143,50460.8571428571,1.29571428571429,65.1428571428571,469,166.142857142857,99.5714285714286,7525,0.375,86.8571428571429,727.428571428571,742.142857142857,31663.7142857143,5302.71428571429,5.97320846342857,1.78709391448682,0.167477634285714,-1.78709391379838,36966.4285714286,362.571700626563,1007.76112059876,0.090527554342521,24.5521796142323,56.8125572973675,50.0047616780261,24.1651066819988,671.531830965592,1.06066017177982,62.7785222599486,124.911778391601,74.1179883056481,482.789365488275,125.575626995202,0.126480393431623,0.0210210875046693,0.00349471519752825,0.021021087735258,554.610030304435,67.39,32.61,1.63,48.85,2.44,28.33,2.44,3.34392131384243,0.288004518382475,3.768,13.4518,0.9787,0.4737,1.7147,0.0266,0.0976,366.6,1038.253805,16.5082355,6847.805483,1232.604987,20434.06435,2656.428366,2039.268789,285.4976305,341.6514086,40.99816903,13769.49752,2478.509554,4.926755175,0.344872862,7.826063409,4.226074241,21.85564158,3.059789821,27.36166731,2.462550058,3.209631745,0.053279887,19.78681817,3.165890907,233.8952637,4.677905274,9.132377618,0.456618881,4.864690472,0.059349224,1.426305967,0.046925466
"Kerguelen","KER1","CAT1.1A",1,0,1.4,0.7,0.7,0.7,-66,-37,-57,-55,15,0.06522,0.04802,21128.75,48795.75,1.3875,41,153,27.5,719.5,2054.5,47,115.5,471.25,623.5,36172,5541.5,6.5242063205,1.87543981067399,0.15329975375,-1.8754398107082,41713.5,1246.66819295807,2398.49833229044,0.0596517672272442,11.4891252930761,48.5455112926691,14.8436293854749,410.872648558326,636.510539320966,31.6227766016838,92.1466222929522,123.429804612446,202.771628521678,2850.28875730162,382.222012273844,0.0948652571921684,0.014569926883327,0.00223801385347654,0.0145699254573162,3229.35746963179,74.05,25.95,1.3,51.46,2.57,29.74,2.57,3.39249294103201,0.293164319383062,4.396,0.2198,0.7873,0.2043,0.0204,0.0133,0.0111,83.6,2041.721942,46.94130895,6749.372655,1214.887078,20764.4876,2699.383388,8034.582758,1124.841586,614.0518172,73.68621806,32678.58936,5882.146085,16.33205694,1.143243986,26.27212126,14.18694548,24.69368632,3.457116085,74.45665889,6.7010993,3.20283705,0.054562539,4.612179656,0.737948745,138.036883,2.76073766,93.81158408,4.690579204,1.578894472,0.016029645,0.834903047,0.005683436
"Kerguelen","KER1","CAT1.1A",3,3.1,4.7,3.9,3.9,0.8,-62,96,-15,-7,79,0.064,-0.70916,14967.4117647059,49334,1.34235294117647,48.8823529411765,371.058823529412,342.470588235294,164.764705882353,20505.0588235294,16.4705882352941,86.2941176470588,724.823529411765,566.117647058824,20162.6470588235,4087.05882352941,4.921745546,1.59195371897715,0.203875801529412,-1.5919537196404,24249.7058823529,1564.93218937849,6298.1705081714,0.0800413496079296,41.3020616206703,168.25073201484,157.81995978292,90.9172215615424,5465.0915759778,22.0060152204426,45.4116789849846,137.04480804381,120.661656271235,2676.60040772751,397.113565398526,0.296725658332483,0.0602776339394174,0.0122903659962809,0.060277634790704,3041.25598570529,67.64,32.36,1.62,30.69,1.53,17.74,1.54,2.87582197688143,0.24964858198407,4.5342,0.3083,1.0018,0.5773,0.0681,0.0369,-0.405,-1096.3,2470.033093,34.02759777,8470.459825,1524.682769,24349.44729,3165.428148,10205.77283,1428.808196,553.5802331,66.42962797,48738.7654,8772.977772,18.68861595,1.308203117,39.93389191,21.56430163,26.74331214,3.7440637,81.89432683,7.370489415,6.559985032,0.051370996,6.928285046,1.108525607,172.0332159,3.440664318,130.2830932,6.51415466,2.111394546,0.024201811,1.145028767,0.007781087
"Kerguelen","KER1","CAT1.1A",7,9.3,10.6,9.9,9.9,0.675,-33,222,88,92,128,0.05357,0.0779,21546.3571428571,63213.7142857143,1.38142857142857,52.1428571428571,244.428571428571,192.428571428571,74.0714285714286,19220.2857142857,3.78571428571429,54.9285714285714,312.5,758.857142857143,34171.8571428571,5453.28571428571,6.27281396307143,1.83551698807794,0.159645525071429,-1.83551698709485,39625.1428571429,618.434575501584,7035.58137588524,0.0523093083137574,45.3615512264553,100.190368250196,82.7579550307952,28.5992584242596,7409.84498362271,7.76757136015916,51.7530590485154,78.2832627754441,100.097534852345,670.888143507471,180.05914779121,0.243356858905864,0.0391843489164229,0.00631906653232497,0.039184349131045,689.615596060349,82.51,17.49,0.87,50.79,2.54,29.36,2.54,3.37963320374631,0.292379711768244,4.6735,0.5234,0.9849,0.4178,0.0677,0.0224,0.0362,161.6,1606.982719,27.67398683,2638.458059,474.9224506,7892.84278,1026.069561,3166.073488,443.2502883,145.6542648,17.47851178,18707.63044,3367.373479,5.990333136,0.41932332,14.90398608,8.048152483,12.73383553,1.782736974,27.27598299,2.454838469,4.084353792,0.116059134,2.597921886,0.415667502,65.34606485,1.306921297,43.42615035,2.171307518,0.723868771,0.025206261,0.684732429,0.000968503
"Kerguelen","KER1","CAT1.1A",8,10.7,12,11.4,11.4,0.65,-2,231,125,120,117,0.05185,0.0533,18073.1428571429,50747.7142857143,1.39357142857143,104.5,485,433.142857142857,104.928571428571,12891.4285714286,8.64285714285714,64.6428571428571,646.571428571429,670.857142857143,27758.2142857143,5068,5.441802038,1.68911273259704,0.185652934857143,-1.68911273205266,32826.2142857143,2377.2129401123,5805.83769121247,0.0814868694337308,100.293990923607,249.88181821998,239.112093810818,40.1793369890435,3830.01324991252,13.8097353779423,69.9621954430304,243.789226204086,118.84693267642,4996.42851180985,479.419360348456,0.55102859955256,0.105025334543123,0.0201604584524328,0.105025334720295,5445.4717133889,71.8,28.2,1.41,28.93,1.45,16.72,1.45,2.81660560765656,0.244263046118541,4.2887,0.5189,1.1106,0.5808,0.0993,0.0301,0.0361,119.9,1732.985617,17.56871755,7029.037339,1265.226721,23057.20465,2997.436605,9442.994519,1322.019233,372.8583737,44.74300484,35630.07615,6413.413707,14.56260068,1.019382048,31.14535059,16.81848932,25.82156005,3.615018407,65.36111894,5.882500705,3.719253835,0.057860348,4.555799076,0.728927852,143.4502871,2.869005742,114.5251759,5.726258795,1.879720325,0.033823532,0.845985799,0.005878393
"Kerguelen","KER1","CAT1.1A",9,12.1,13.6,12.8,12.8,0.725,17,240,179,147,112,0.05172,0.04216,20860.6875,54932.3125,1.32875,49.375,320.6875,307.6875,74.6875,9088,12.5,63.375,385.125,852.4375,35799.1875,5683.0625,6.2835385715,1.83526618492944,0.1600421338125,-1.83526618558536,41482.25,1657.09889943238,3311.5747858836,0.0954899645687092,59.0354413325871,347.554258354001,290.954227499791,40.7098984687181,5483.48634842226,31.6333157709821,61.5130067546694,258.408945923575,111.077131609826,4346.57175589759,412.528862626605,0.451484777321844,0.0773269820999727,0.0133615973286676,0.0773269822443046,4716.29577104744,80.86,19.14,0.96,51.36,2.57,29.69,2.57,3.39081028877567,0.293512375956668,5.0197,0.6626,0.9577,0.412,0.075,0.0213,0.0212,99.7,1544.341058,19.77568712,3048.627916,548.7530249,8068.846686,1048.950069,3112.020149,435.6828209,137.6502423,16.51802908,13008.32214,2341.497985,5.221829427,0.36552806,13.60485991,7.346624351,19.18499137,2.685898792,28.74841778,2.5873576,2.507339154,0.040575593,4.22647584,0.676236134,73.24363877,1.464872775,41.3224873,2.066124365,0.701594692,0.00189081,0.759972104,0.007226092
"Kerguelen","KER1","CAT1.1A",11,15.1,16.5,15.8,15.8,0.7,75,310,242,212,118,0.0359,0.02149,21094.1333333333,53044.6,1.298,20.2,153.2,143.666666666667,45.2,4948.33333333333,9.33333333333333,83.8666666666667,300.333333333333,879.733333333333,37836.9333333333,5968.2,6.34127521853333,1.84674812013171,0.157802914266667,-1.84674812031806,43805.1333333333,825.772440693878,2525.52723774095,0.0819581774879289,8.92988561756852,39.8787447860923,63.9203373255298,18.7090505218349,1018.37781837213,18.9949868073006,71.5340744647179,109.933529700365,95.804463560396,1429.23198490191,208.739140008357,0.167135501920181,0.0268207668701316,0.00430957165735743,0.0268207666392286,1586.24493094616,80.23,19.77,0.99,60.37,3.02,34.9,3.02,3.55248682920838,0.307407169748118,5.0801,0.7773,1.1536,0.454,0.0922,0.0163,0.0131,80.2,1195.644073,10.13885337,2675.023484,481.5042271,7023.833905,913.0984077,3257.609478,456.0653269,116.7959682,14.01551618,9929.222192,1787.259995,4.215243411,0.295067039,10.86332373,5.866194814,10.81206248,1.513688747,28.98839799,2.608955819,1.591513383,0.032977868,2.954910964,0.472785754,66.66000584,1.333200117,46.13258291,2.306629146,0.965531788,0.01952173,0.66100582,0.004545605
"Kerguelen","KER1","CAT1.1A",13,18,19.4,18.7,18.7,0.7,137,410,302,293,137,0.03488,0.01756,23650.5333333333,61225.3333333333,1.33533333333333,10.3333333333333,162.333333333333,84.7333333333333,46.4666666666667,8375.6,4.33333333333333,40.8666666666667,125.266666666667,936.333333333333,42160.4,6328.66666666667,6.66395970853333,1.89633187786621,0.1501756108,-1.89633187860955,48489.0666666667,696.362781752101,3368.65040094836,0.0593857446418471,8.68222047525588,78.8440292754052,40.1078308468321,18.3803725543879,3817.86628516879,10.9261590863831,52.5735765606731,87.940293597959,122.278760371927,1503.8707581248,213.713983320387,0.190657371495519,0.0286104305774834,0.00429598407288064,0.0286104308653141,1653.77306556279,84.04,15.96,0.8,86.82,4.34,50.19,4.34,3.91581580366684,0.338606108545808,6.3302,1.1268,1.0035,0.3415,0.0779,0.0119,0.0087,73.1,982.6393251,33.61844003,458.1692768,82.47046982,1842.298409,239.4987932,338.8842864,47.4438001,22.55582026,2.706698431,4020.387316,723.6697169,1.572869736,0.110100882,7.487431173,4.043212833,3.298222114,0.461751096,11.6740324,1.050662916,2.025278681,0.098573745,0.811121884,0.129779501,28.31046928,0.566209386,11.60409855,0.580204928,0.393167393,0.00299171,0.214132522,0.001869461
"Kerguelen","KER1","CAT1.1A",17,24,25.5,24.7,24.7,0.725,419,522,483,479,52,0.04571,0.00626,21313.25,55199.625,1.315625,21.6875,220.25,287,69,8722.1875,0.9375,58.25,486.3125,894.4375,36190,5810.9375,6.22101460775,1.82745254232568,0.160899842625,-1.82745254198182,42000.9375,1188.86604235577,4023.59760869134,0.0802470144823677,17.0439383164025,74.4217710082204,110.032722405655,20.1791972090071,1065.4582249749,2.56823545130374,56.4192638496226,136.078760894809,63.2381411807779,2959.50288618432,340.313085016332,0.1994187887385,0.0319977408366171,0.00513952988573625,0.0319977408755608,3285.55569056946,68.35,31.65,1.58,32.27,1.61,18.65,1.62,2.92584614608982,0.254148566041046,6.0213,1.3006,0.9932,0.505,0.1343,0.0231,0.0093,40.3,1656.226334,6.054527797,5071.624524,912.8924143,15295.91562,1988.469031,6877.170886,962.803924,213.3189091,25.59826909,18207.37633,3277.327739,6.986589224,0.489061246,16.48989021,8.904540713,22.07333655,3.090267117,44.32511103,3.989259993,2.226330413,0.015443008,3.976518253,0.63624292,114.3906738,2.287813476,97.8771987,4.893859935,1.360214265,0.002755716,0.998413767,0.012461864
"Kerguelen","KER1","CAT1.1A",20,28.6,30,29.3,29.3,0.7,525,645,568,573,60,0.05172,0.00665,22599.8,56713.0666666667,1.3,7.46666666666667,118.2,102.466666666667,41,6654.93333333333,2.66666666666667,28.3333333333333,198.133333333333,911.6,39933.7333333333,6159,6.48685894786667,1.86942177392248,0.154267967,-1.86942177414826,46092.7333333333,607.515102692929,2019.99167136425,0.0687646088374785,8.45041559981069,28.5236743776113,33.689478363147,13.2611139372657,1094.21344657551,10.3279555898864,51.4346557247524,115.089323488117,124.116189803863,953.272219153335,174.082492760514,0.179072243574445,0.0276653732668509,0.00427609609282431,0.0276653735630256,1043.5174354534,81.83,18.17,0.91,81.98,4.1,47.39,4.1,3.8584112359795,0.333814856879425,6.3302,1.5699,1.0461,0.3713,0.1107,0.0192,0.0082,42.7,1984.35608,27.9378454,2197.636489,395.574568,5707.668952,741.9969638,2119.195067,296.6873094,70.00844714,8.401013657,11359.78762,2044.761772,5.66932153,0.396852507,15.34618164,8.286938086,18.88934963,2.644508948,29.368275,2.64314475,4.466479343,0.067868015,3.67902566,0.588644106,64.93648567,1.298729713,51.11187666,2.555593833,0.612052096,0.010945345,1.260110739,0.004130806
"Kerguelen","KER1","CAT1.1A",23,33,34.4,33.7,33.7,0.675,557,763,653,655,103,0.05357,0.0095,16717.4666666667,50758.2666666667,1.342,88.9333333333333,637.4,732.466666666667,136.066666666667,17414.8666666667,36.6,108.733333333333,1101.8,707.066666666667,23130.7333333333,4665.06666666667,4.9377418318,1.59153545305237,0.204718977266667,-1.59153545275598,27795.8,1235.91139688587,3223.07179270838,0.0822192191643779,86.8146355885973,313.138673069023,385.080857310081,58.4532373130946,4863.54937801406,43.0328777962684,70.3800566989853,374.949558512304,73.217354174956,3777.32024185451,365.484701002199,0.527450426846095,0.107578060101775,0.0221467138096942,0.107578060225189,4090.04596900468,57.79,42.21,2.11,14.51,0.73,8.39,0.73,2.12704052047911,0.185070271746097,5.365,1.4754,1.2629,0.747,0.2428,0.04,0.0201,50.2,1780.96211,19.26115121,12528.03678,2255.04662,27130.75859,3526.998617,12890.21714,1804.6304,417.5692893,50.10831472,33851.35179,6093.243322,18.88507004,1.321954903,39.37891077,21.26461182,37.94363653,5.312109114,93.54908632,8.419417769,3.630991932,0.066691662,7.20558062,1.152892899,171.3250337,3.426500674,160.3937624,8.01968812,2.599389237,0.018432733,1.145429053,0.002698226
"Kerguelen","KER1","CAT1.1A",25,35.9,37.2,36.6,36.6,0.625,599,838,708,710,120,0.05185,0.00961,16771.3571428571,52420.3571428571,1.32714285714286,94.4285714285714,645.857142857143,819.357142857143,132.285714285714,18397.8571428571,31.8571428571429,102.357142857143,1007.92857142857,712.428571428571,23955,4661.78571428571,5.13507576971429,1.63465025399432,0.195298392071429,-1.63465025397274,28616.7857142857,703.607146413051,3733.01343744914,0.0659170307663729,64.4177642552763,209.719173820926,292.027292492396,40.2309268166602,3910.22432677644,52.2050058649804,75.2581272307896,199.567403028772,91.4344778311974,2201.81428686576,287.885975978051,0.288423723908432,0.0555823946103872,0.0107338283324855,0.0555823945226157,2439.11185533939,69.13,30.87,1.54,28.34,1.42,16.38,1.42,2.79606107842492,0.242393573343308,4.7493,1.3963,1.3733,0.6656,0.229,0.0345,0.0183,52.9,1037.146063,9.911663486,3483.960682,627.1129228,10116.20827,1315.107075,4855.040059,679.7056083,141.6979167,17.00375,14577.34124,2623.921423,7.044092268,0.493086459,18.00861913,9.72465433,18.73001453,2.622202034,40.14643479,3.613179131,2.977303637,0.036686872,2.109290233,0.337486437,69.55534929,1.391106986,63.51816441,3.175908221,0.916516561,0.003853973,0.582116874,0.00169892
"Kerguelen","KER1","CAT1.1A",27,38.8,40.1,39.4,39.4,0.675,624,899,763,764,138,0.05556,0.01095,15955.7857142857,48824.7857142857,1.31857142857143,71.3571428571429,459.071428571429,587.071428571429,110.571428571429,17408.7857142857,13.4285714285714,106,1016.28571428571,722.428571428571,22037.2857142857,4461.57142857143,4.93817030535714,1.59528325419411,0.2031916305,-1.59528325408077,26498.8571428571,938.200911611927,4985.79295720228,0.0789212989539036,33.9289010972995,148.319024292344,209.005507577677,30.1118792958074,4565.24363118639,25.000659331965,64.4037743757783,191.068424542473,68.7992780437459,1741.73544880569,187.559514364298,0.302982750073005,0.0604163964924862,0.012095968273224,0.0604163966945213,1862.66739494087,62.72,37.28,1.86,20.61,1.03,11.91,1.03,2.47737838336721,0.214248508385241,4.6735,1.4581,1.3068,0.7328,0.2653,0.0407,0.0228,55.9,1465.359818,11.44089097,7647.184074,1376.493133,20341.20911,2644.357184,9675.703494,1354.598489,341.5130418,40.98156502,27516.05179,4952.889322,16.64731905,1.165312334,38.36122731,20.71506275,29.17767688,4.084874763,79.93730908,7.194357817,3.501373372,0.035358998,4.206801091,0.673088175,131.8879867,2.637759734,116.499276,5.8249638,1.738338112,0.021536133,0.863413962,0.008593058
"Kerguelen","KER1","CAT1.1B",36,45.1,46.2,45.6,45.6,0.55,779,1017,901,897,119,0.05417,0.00784,15616.0833333333,49393.8333333333,1.42166666666667,77,524.666666666667,610.25,144.5,19037.3333333333,17.9166666666667,137.833333333333,1089,685.583333333333,20472.4166666667,4455,4.59266136141667,1.52361779034916,0.218104391583333,-1.52361779029242,24927.4166666667,819.354120171751,3569.58833463859,0.101965531906472,54.6941911491023,226.431339516312,259.223709984603,34.1294327790279,3587.52906439499,26.520860857183,46.9135245731845,101.282682716157,94.5645122109609,1778.47321948469,287.757473641196,0.197571041031186,0.0427872329877676,0.00928985768977189,0.0427872330410472,2031.75380838299,45.01,54.99,2.75,10.36,0.52,5.99,0.53,1.79009141212736,0.158388722608932,3.454,1.3816,2.265,1.5777,0.71,0.0855,0.0508,59.5,1737.02068,6.654228897,9110.578774,1639.904179,26333.16952,3423.312038,13294.3136,1861.203904,477.955413,57.35464956,37854.28444,6813.771199,19.97407233,1.398185063,43.41924078,23.44639002,37.92341421,5.309277989,105.4949459,9.494545131,3.312187293,0.018319984,5.765444277,0.922471084,183.5186364,3.670372728,153.3915035,7.669575175,2.190471084,0.008947313,1.042200739,0.006217018
"Kerguelen","KER1","CAT1.1B",40,50.7,52.1,51.4,51.4,0.7,975,1321,1107,1117,173,0.00994,0.00167,17542.0666666667,52529.0666666667,1.40733333333333,54.2666666666667,416.133333333333,529.466666666667,127.466666666667,17317.9333333333,42.1333333333333,81.3333333333333,924.066666666667,761,24853.1333333333,4822.2,5.14619343346667,1.63660482096906,0.194959698466667,-1.63660482090485,29675.3333333333,885.250123384561,1978.12156446704,0.0716605755994054,28.5268461695462,118.317289321472,147.271307780022,35.3166627339938,2596.03170976304,40.259633570589,63.8264014637323,206.406141473783,103.101198551991,2421.37985651236,265.281036961613,0.307149881331734,0.0594243985247995,0.0115298927532115,0.0594243990254882,2649.95508497426,59.8,40.2,2.01,21.69,1.08,12.54,1.09,2.52892353520477,0.219818712390208,6.3302,2.8359,1.2363,0.6783,0.3378,0.0067,0.0045,66.6,1458.369885,15.52936827,9163.233327,1649.381999,20694.032,2690.22416,10841.15992,1517.762389,375.4268958,45.0512275,31170.92403,5610.766325,19.40135717,1.358095002,37.71061641,20.36373286,31.57899132,4.421058785,88.37360202,7.953624182,3.236225198,0.04936369,2.362468842,0.377995015,127.4096231,2.548192462,135.8916128,6.79458064,2.013870767,0.009340485,0.579473936,0.005683274
"Kerguelen","KER1","CAT1.1B",41,52.3,53.6,53,53,0.65,995,1716,1252,1278,361,0.00993,0.00292,15258.5,51210.8571428571,1.39,84.0714285714286,590.785714285714,774,163.928571428571,22231.7857142857,27.4285714285714,129.357142857143,1241.35714285714,677.071428571429,18871.4285714286,4335.5,4.34797649707143,1.46637608501782,0.231535365142857,-1.46637608444178,23206.9285714286,914.915527836818,4953.27204764911,0.0636093848905477,47.7967882501844,163.743316280005,288.120701202705,29.0608493859517,3933.3633128087,28.1799554667833,91.6981730737039,184.949309954775,79.9773663037182,2082.37289627023,231.496386414728,0.367093093583559,0.0849032696265138,0.0197150725475098,0.0849032687363952,2246.65633482586,47.93,52.07,2.6,11.61,0.58,6.71,0.59,1.90359895098359,0.167380533693043,5.8781,2.6922,1.4783,0.965,0.4902,0.0096,0.0077,80.2,1461.770688,14.84624756,12647.00276,2276.460497,27857.81305,3621.515697,11278.11655,1578.936317,457.3151082,54.87781298,33869.91213,6096.584183,16.69197316,1.168438121,33.88638281,18.29864672,33.08146631,4.631405283,81.69604829,7.352644346,2.945391384,0.027351395,14.53891486,2.326226378,171.3204442,3.426408884,150.100816,7.5050408,2.347294913,0.029682608,1.943124881,0.010880841
"Kerguelen","KER1","CAT1.1B",46,59.9,61.2,60.5,60.5,0.65,1310,2620,1964,1957,655,0.01485,0.00513,20697.5,57365.5,1.32714285714286,27.2857142857143,227.571428571429,318.285714285714,79,12460.3571428571,10.5,39,286.285714285714,939.571428571429,34586.5714285714,5638.64285714286,6.13366929064286,1.81352381220902,0.163122270928571,-1.81352381155029,40225.2142857143,338.919039572308,1523.57139894798,0.0775022154947419,14.1553391472485,31.845092088262,43.2727104827913,24.5356882927706,1835.18360461218,22.1246468898376,47.3026263704085,136.058487746675,93.5280412790437,1183.5060504402,130.262815488155,0.147950860280244,0.0240688363104919,0.00391810276153579,0.0240688361256196,1279.49059446277,78.62,21.38,1.07,60.63,3.03,35.04,3.03,3.55649026606819,0.307538969925417,5.3984,2.7316,1.0967,0.447,0.2485,0.0066,0.006,90.1,1585.510293,23.42571214,3713.686646,668.4635963,7587.711479,986.4024923,3746.441884,524.5018638,143.4324445,17.21189334,12808.45152,2305.521274,6.554846441,0.458839251,13.83972022,7.473448919,14.52619027,2.033666638,30.18599746,2.716739771,2.759203056,0.063806366,7.56864323,1.210982917,76.14964032,1.522992806,105.1968675,5.259843375,1.676304543,0.010067412,2.325701248,0.027686575
