"Location","Site","Section","sample","min_depth","max_depth","midpoint","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-5.52035428041141,-7.82293912368199,3.2932592802158,-3.10633591038055,3.24349410607643,1.82955113582546,4.6574370763274
"Bird Island","BI10","BI10.5",197,194,195,194.5,-5.49599835785504,-7.79858296341976,3.84436622254859,-2.08326944275383,3.28240620666538,1.8683157737993,4.69649663953147
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-5.43771898384807,-7.74030476659378,4.22087969680031,-0.203044291547204,3.37551591574628,1.96100240104525,4.7900294304473
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-5.61008586868951,-7.91267232752295,3.53991217074624,-1.76482319990917,3.10013494647149,1.68658586037951,4.51368403256348
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-5.5394619689718,-7.84204706196584,4.09771293969708,-0.601321531961845,3.21296681656138,1.79912741712122,4.62680621600154
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-5.44800694523389,-7.75059110904945,4.29315916634833,-0.401206142391785,3.3590794129871,1.94464778169668,4.77351104427751
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-5.68689202481199,-7.98947800273268,4.76141116789666,-0.172960835766107,2.97742602973997,1.56402732576365,4.39082473371629
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-6.0453781135171,-8.34796109572662,3.49578073072233,-1.59063928898114,2.4046927772364,0.989717521979766,3.81966803249304
"Bird Island","BI10","BI10.7",271,265,266,265.5,-5.40332150127265,-7.70590748283925,4.98040620033954,-0.503751314138828,3.43047085735787,2.01566117271751,4.84528054199822
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-5.60111740846053,-7.90370358437018,3.90612838544179,-0.506974296324309,3.11446335574238,1.70088547568065,4.52804123580412
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-5.04677918552386,-7.34936427851791,4.38652336682736,-0.0577854619229246,4.00009865209756,2.58019456636799,5.42000273782713
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-5.08095915810375,-7.38354360738466,4.3634489984322,-0.899804984150105,3.94549121408826,2.52623498262799,5.36474744554852
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-5.47760792147263,-7.7801942108357,3.93301409837603,-0.947193540312539,3.3117875823341,1.89757433866889,4.72600082599932
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-5.70958789353777,-8.01217238303862,3.92278743728639,-0.489261498165707,2.9411661046738,1.52777885362234,4.35455335572525
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-5.58257437789061,-7.88515840786571,3.56366869339289,-0.985788409325629,3.1440885226434,1.73044366011754,4.55773338516927
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-5.21342269486596,-7.51600815530369,3.99374178868654,-0.795398747344838,3.73386160100626,2.31679727004823,5.15092593196428
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-5.08805498239492,-7.39063991331466,4.53334541187595,-0.00871662261423215,3.93415461092982,2.51502865134714,5.35328057051249
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-5.35763773926721,-7.66022368115373,4.11413017139962,-0.725463614715701,3.5034572588511,2.08820095351915,4.91871356418306
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-5.34698274850309,-7.64956763152336,4.43260825287375,0.0535090536289599,3.52048014400063,2.10511093573556,4.9358493522657
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-5.12885412469746,-7.43143989298596,4.24111676635252,-0.165581912113868,3.86897209421153,2.45056695353841,5.28737723488466
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-5.52457175149168,-7.82715584137055,4.56484180462082,-0.178756741504935,3.23675608748868,1.82283689382064,4.65067528115673
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-5.17972292683564,-7.48230730929559,4.3171729377403,-1.51295569246454,3.78770184295912,2.37012802642431,5.20527565949392
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-5.32885843305321,-7.63144414465478,4.0101882273546,-2.12914846554505,3.54943635308118,2.13386750833146,4.9650051978309
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-5.32970215689161,-7.63228786901534,4.54614322681,-0.507365596569851,3.5480883825088,2.13252904326499,4.96364772175261
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-5.81546258361226,-8.11804801205289,2.96809787151603,-1.77310335775356,2.77201601066821,1.35848335727778,4.18554866405864
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-5.38084260314814,-7.68342791334743,4.26582893902981,0.410013300714963,3.46638414058191,2.05136228715652,4.8814059940073
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-5.06046602696957,-7.36305159295565,4.4710190220307,-0.840459564916633,3.97823194801983,2.55859132905912,5.39787256698055
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-5.24248160480463,-7.54506669779868,4.00860205405965,-0.826924836647683,3.68743579948213,2.27078436120113,5.10408723776312
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-5.20835948477032,-7.51094476055832,4.37838522528282,-0.0921374920051699,3.74195080970235,2.32481203188276,5.15908958752194
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-5.24241919091923,-7.54500428391327,3.89848727414977,-1.12838377804596,3.68753551466974,2.27088321580718,5.10418781353229
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-5.41001145254072,-7.71259632190064,3.90501664128133,-1.13032677956777,3.41978269491706,2.00503331237271,4.8345320774614
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-5.28685609852762,-7.58944040063865,4.21434228379832,-0.042281230562482,3.61654114298383,2.20047293704885,5.03260934891882
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-5.54566549955907,-7.84825161705353,3.41491114435575,-2.12464954904078,3.20305578134356,1.7892477160789,4.61686384660822
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-5.64851277665095,-7.95109843738311,3.35861069522474,-1.16631862523898,3.03874241640175,1.62529010735243,4.45219472545107
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-5.16737875728316,-7.4699636748229,3.66765290729035,-2.31101327051062,3.8074234349539,2.38965476384387,5.22519210606393
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-5.57006257480028,-7.87264819269551,3.5456315942823,-0.767573141728354,3.16407793340267,1.7503822022497,4.57777366455564
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-5.45706014058593,-7.75964499917271,3.25646041376138,-0.15416059904312,3.34461562713071,1.93025349955514,4.75897775470629
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-5.35980646191408,-7.66239070417337,4.4952405169627,0.217755396444354,3.49999241149871,2.08475868188564,4.91522614111178
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-5.18908419929475,-7.4916696508974,4.58289379681246,1.6470122260151,3.77274585947189,2.35531687032841,5.19017484861536
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-5.24797887784239,-7.55056492174439,3.84363834301598,-1.32176483877281,3.67865311260525,2.26207702900726,5.09522919620323
"Bird Island","BI10","BI10.13",519,491,492,491.5,-5.06545321373672,-7.36803830673077,4.36482993628612,-0.460264660133827,3.97026419756035,2.55071823783395,5.38981015728676
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-5.17180172686551,-7.47438611493151,4.59845486067839,1.66939330368335,3.80035710285781,2.38265875611638,5.21805544959923
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-4.40347534241742,-6.7060601084738,4.36765878633331,1.07054160782447,5.02786936348343,3.58955710883092,6.46618161813595
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-4.09876971880119,-6.40135463099696,5.61221992952173,-0.812384501927357,5.51468056304828,4.06361513787587,6.96574598822069
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-5.62726792207014,-7.92985384877002,3.14113239669114,-1.82071273286511,3.07268413700514,1.65918365418655,4.48618461982373
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-5.79039516749456,-8.09298156905856,3.36250920719164,-2.66977733605351,2.81206482488247,1.39859618286867,4.22553346689628
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-5.59740099036427,-7.8999852741852,3.34601295857279,-1.20088831957711,3.12040086989147,1.70681036962619,4.53399137015675
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-5.74914413287474,-8.05172797018209,3.4988255480102,-0.529731272967329,2.87796930478094,1.46456604563017,4.29137256393171
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-5.34017677399505,-7.64276249263801,3.5233746758147,-0.581020222394989,3.53135367030824,2.11591061558671,4.94679672502977
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-5.23006375491299,-7.53264959512617,3.36651437403964,-1.85484195010691,3.70727510645002,2.29045022168703,5.12409999121301
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-5.51156504393737,-7.81415013693142,3.7369658683285,-1.39583706018619,3.25753617953869,1.84354199086981,4.67153036820756
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-5.2059010061668,-7.50848555212571,4.12140480975152,0.0290582498016057,3.74587858400426,2.32870338998721,5.16305377802131
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-5.19718381191593,-7.49976926643497,3.77829489814228,-1.56084446284981,3.75980555962007,2.34249983066662,5.17711128857353
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-5.67888900419034,-7.98147497505721,3.54783184940403,-1.07754104287935,2.99021200993531,1.57680567876568,4.40361834110494
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-5.30416201326883,-7.60674750860766,3.7108792915104,-1.38858721570312,3.58889244712208,2.17303620007751,5.00474869416664
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-5.65106944357191,-7.95365368277934,3.32692512370657,-1.02360284510472,3.03465777209519,1.62121037168492,4.44810517250545
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-5.31417706939744,-7.61676155279999,2.77278660016065,-1.73707340579588,3.57289194988866,2.15715438928071,4.9886295104966
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-5.51759813801175,-7.82018348004199,3.58854047607253,-1.98421373617727,3.24789744124243,1.83393865243044,4.66185623005442
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-5.53047794937477,-7.83306405142713,3.56859697742436,-0.617862873987502,3.2273200841678,1.81343331510335,4.64120685323225
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-5.28841376946014,-7.59099965457073,3.56687716889825,-0.916075385062944,3.61405253891349,2.19800376732396,5.03010131050302
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-5.26799089787273,-7.57057502073849,3.89493006450566,-0.896569698592951,3.64668102308137,2.23037184962239,5.06299019654035
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-5.22932148173229,-7.53190638806025,3.68287331557028,-0.922296870166301,3.70846099495846,2.29162560081678,5.12529638910013
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-5.61022136904527,-7.91280618883464,3.54177370856808,-1.37810722338248,3.09991846510188,1.68636979603218,4.51346713417158
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-5.52914637547824,-7.83173046075772,3.70501790395471,-1.51633841985366,3.22944746559971,1.81555347517146,4.64334145602796
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-5.46972509640424,-7.77231018939829,3.8066097777144,-1.04702176630717,3.32438153279015,1.91011262775719,4.7386504378231
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-5.35895396343617,-7.6615382064204,3.36549746562234,-1.02456134164029,3.5013544008238,2.08611181329626,4.91659698835133
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-5.88966131107354,-8.19224784920023,3.43602110374131,-2.44211475934737,2.65347283744766,1.23964317163653,4.0673025032588
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-5.67524720575498,-7.97783259030947,3.32826323246248,-0.215650451089867,2.99603030840927,1.58261988702728,4.40944072979125
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-5.97520741333871,-8.27779053858609,3.25683026856368,-2.69541357069359,2.51680059567028,1.10242908298659,3.93117210835396
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-5.6160499327685,-7.91863420135763,3.10026285090828,-2.85198097750336,3.09060649355317,1.67707525514335,4.50413773196298
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-5.94577633186859,-8.24836142486264,2.99582341090086,-1.21057065569022,2.56382099491635,1.14965998512902,3.97798200470368
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-5.84454704949935,-8.14713076111002,3.38583165082722,-0.774652713474142,2.72554937982902,1.31191945878143,4.13917930087662
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-5.55593409840382,-7.85851841509247,3.41883680425056,-1.54300832736058,3.18665021303755,1.77289154614754,4.60040887992755
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-5.58030263000713,-7.88288878360908,2.05867515192628,-3.00853050262236,3.14771796767676,1.73406420861858,4.56137172673494
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-5.9276247700352,-8.23021136407885,3.74846547441755,-0.374278562428022,2.59282073402593,1.17877695677468,4.00686451127718
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-5.56177548906016,-7.86436032176968,3.01737675310824,-2.1499123504926,3.1773177486124,1.76358580896804,4.59104968825677
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-5.75999574704778,-8.06258242677798,2.80242638001498,-2.79699607712,2.86063228536496,1.44721664464374,4.27404792608618
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-5.81506314657504,-8.11764891019445,3.2532477110526,-1.34197214433105,2.77265416896975,1.35912267946009,4.18618565847941
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-5.58689103635464,-7.88947559553976,3.29508314276706,-1.16166703754039,3.13719203789841,1.72356366490633,4.55082041089049
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-5.84020203402191,-8.14278884626144,3.48990290533011,-0.179173921798667,2.73249116899457,1.31887734854063,4.14610498944852
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-5.78053544943963,-8.08312119029908,2.8646306973902,-1.47817522575283,2.82781714712951,1.41436865331935,4.24126564093968
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-5.61011045408415,-7.91269691295117,2.75402781884778,-1.80235220063628,3.10009566775614,1.68654665736914,4.51364467814314
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-5.68681238462043,-7.98939836247065,2.8137051548089,-1.42682191565852,2.97755326643722,1.56415449577775,4.3909520370967
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-5.89412950962143,-8.19671605421972,2.81321794598094,-1.34087662003917,2.64633424555303,1.23248156313628,4.06018692796979
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-6.13435756619183,-8.43694127485917,3.20653225833774,-0.783452288658627,2.26253526278317,0.846588312769486,3.67848221279685
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-5.64112068222279,-7.94370549343855,3.47515066111348,-1.48669446664634,3.05055235385273,1.63708477836774,4.46401992933773
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-5.72575112809421,-8.02833714107924,3.40978428148532,-1.43110823760969,2.91534300528402,1.50195473610119,4.32873127446684
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-5.64308067934713,-7.94566577234117,3.63530630071647,-0.0456049835473301,3.04742097563949,1.63395760351116,4.46088434776782
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-5.98704353420318,-8.28962743249144,3.02300739347789,-2.12688996758277,2.49789068476072,1.08342739489495,3.91235397462649
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-5.66395377328829,-7.96654030771443,2.65203313638137,-3.22610272612469,3.0140731962991,1.60064762728743,4.42749876531078
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-5.72745732534197,-8.03004364708556,2.76680864661591,-1.26738199362106,2.91261710899428,1.49922828698515,4.32600593100341
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-5.74251976867534,-8.04510423797116,2.544098303435,-1.3779750388463,2.88855268241602,1.47515529063202,4.30195007420002
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-5.96694365657807,-8.26952874957212,2.69243636579462,-1.43030767164305,2.53000313946916,1.11569328275168,3.94431299618664
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-5.37332478923999,-7.67591052896954,2.74151755628379,-1.31553122068405,3.47839493304218,2.06329883919082,4.89349102689354
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-5.67183681448988,-7.97442132634857,2.86735172964532,-1.94853949074654,3.00147890053909,1.58806429755128,4.4148935035269
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-5.90325478846457,-8.20584098014179,2.40358833832222,-1.95472176758751,2.63175529591873,1.21785379721755,4.04565679461991
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-5.73740916755729,-8.03999364003245,3.06997791790903,-0.964212720766828,2.89671760510845,1.48332386390609,4.31011134631081
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-5.76337866923526,-8.06596471749684,3.00361661131636,-1.74081564299739,2.85522757905013,1.44180737509606,4.2686477830042
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-5.65619875223075,-7.9587838452248,3.74302822408534,-0.862141962613218,3.02646296140705,1.61302483315122,4.43990108966287
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-5.62707452109959,-7.92965933624558,3.04155357691903,-1.09361298006212,3.07299312296134,1.65949214104516,4.48649410487752
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-5.58764372342816,-7.89022854931674,3.13691783080411,-1.70397468889191,3.13598951169357,1.72236395824221,4.54961506514493
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-5.63224165195561,-7.93482674494965,3.49228331978617,-2.82768529889235,3.06473788585585,1.65124986311193,4.47822590859978
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-5.97043796326995,-8.2730242312962,3.81079444193079,-1.46772029667884,2.52442048033694,1.11008479551412,3.93875616515976
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-5.79790932487123,-8.10049474747506,2.72003828600677,-2.9067831551984,2.80005987425884,1.38657397053157,4.21354577798611
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-5.30043380462391,-7.60301869719424,3.28580693061614,-1.30941292315201,3.59484879837389,2.17894762450575,5.01074997224203
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-5.57040198091634,-7.87298681137081,3.17926165147159,-0.9251332469319,3.16353568315951,1.74984139222371,4.57722997409531
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-5.78257603783568,-8.08516080623549,3.55012360719247,-3.09526741193964,2.82455701273125,1.41110458203665,4.23800944342586
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-5.59633776244571,-7.89892312487765,3.78079730602034,-0.642051324161992,3.12209952990404,1.70850534493246,4.53569371487563
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-5.73592381778761,-8.03850860098266,3.56408686156432,-0.289667236252873,2.89909066568597,1.48569784238431,4.31248348898764
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-5.8285154301541,-8.13110120285591,3.67375208829088,-0.982711391122956,2.75116220492823,1.33758895411067,4.16473545574579
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-5.85017785471169,-8.15276190581785,3.51298415889917,-1.19754654370722,2.71655335603595,1.30290174977744,4.13020496229446
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-5.74484887404089,-8.04743334188236,3.39941893349363,-0.982607700178471,2.88483160052898,1.47143229192446,4.2982309091335
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-5.65069612375571,-7.95328093226035,3.08162662506956,-1.00474976621422,3.03525420436773,1.62180609911146,4.44870230962399
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-5.8271345386043,-8.12971895282899,3.08445908409579,-1.4254009236686,2.75336837842726,1.33979965785511,4.16693709899942
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-6.36890620578302,-8.67149304903662,3.20654759638406,-2.45267414740049,1.8878099681181,0.468200831108207,3.307419105128
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-5.3897984267968,-7.69238417726868,3.2862844286255,-1.16089708575069,3.45207592007139,2.03714036018647,4.8670114799563
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-5.51905381725482,-7.82163891024887,3.27699586002435,-1.19618118795979,3.24557178361232,1.83162137712224,4.65952219010239
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-5.81699003129958,-8.11957546025298,2.5442626656955,-2.50186808509538,2.76957569259297,1.35603854554272,4.18311283964322
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-5.43667777153572,-7.73926378324168,3.25120980381015,-1.69085807669886,3.37717940265131,1.96265742888302,4.79170137641961
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-5.65586783650499,-7.95845207160576,2.95412827386822,-1.95718194877398,3.02699164702664,1.61355294377209,4.44043035028118
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-5.8940892284443,-8.19667613587088,2.38066240716184,-2.67941045698756,2.64639860054566,1.23254612822831,4.06025107286301
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-5.89105936887975,-8.19364337650934,1.19338356995938,-4.10975328925197,2.6512392383771,1.2374024335208,4.06507604323341
