"Element","Model","R2","RMSE","RMSE_ppm","RMSEP","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","Roughness","SNR_CI_s","SNR_smooth_s","Roughness_norm","Robustness_score","Robust_Rank","Global_Rank","Robustness_Class","Stability_class","Confidence_class","Confidence_Flag","Unstable_flag","Bootstrap_Unstable","R2_q05","R2_q95","Robustness_low","Robustness_high","Is_Production_Model"
"Fe","PLS_LOO",0.769588412151896,0.547643031052147,12699.4253247054,0.558876405734737,19736.9429343488,50988.4215852367,1.55416032062117,0.451820464479349,2.87835907298712,8003.73120223755,0.620406049892652,0.333062348294653,0.613251027870948,0.539037995940333,3,3,"Acceptable 3","Acceptable","Low confidence","Low confidence",FALSE,FALSE,0.689574550994159,0.805368935543005,0.524930387654866,0.583802835934084,FALSE
"Fe","PLS_kfold",0.769588412151896,0.547643031052147,12699.4253247054,0.558876405734737,19736.9429343488,50988.4215852367,1.55416032062117,0.451820464479349,2.87835907298712,8003.73120223755,0.620406049892652,0.333062348294653,0.613251027870948,0.539037995940333,4,4,"Acceptable 4","Acceptable","Low confidence","Low confidence",FALSE,FALSE,0.689574550994159,0.805368935543005,0.524930387654866,0.583802835934084,FALSE
"Fe","RF",0.80646417107391,0.501910285388067,18226.9640487726,0.516653413340178,19101.04240858,43942.7615453961,1.04795523585105,0.384590781229447,1.51150430633445,11180.9016496336,0.505844797326056,0,1,0.502337918930422,5,5,"Unstable","Unstable","Low confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.72215098127947,0.819903035471915,0.502337918930422,0.502337918930422,FALSE
"Fe","OLS",0.711860213839782,0.612416695598065,19046.317786508,0.619207902382141,16489.7914089335,50727.5899499971,0.865773195310985,0.344535473675517,5.55041643777789,3148.85458195219,0.437589437736436,0.98416422276424,0.0222791005550537,0.490537268119636,6,6,"Unstable","Marginal","Low confidence","Low confidence",FALSE,FALSE,0.642793526015425,0.752069400201717,0.470285041923846,0.470285041923846,FALSE
"Fe","WLS_weighted",0.711404682307114,0.612900601250386,19121.2837499281,NA,16225.1661371414,181108.83229552,0.848539582872014,0.0919576206545299,5.61540489327032,2965.83017858167,0.00718974203791843,1,0,0.321781097623359,7,7,"Unstable","Marginal","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.642793526015425,0.752069400201717,0.302875896815167,0.302875896815167,FALSE
"Fe","WLS",0.711426381771426,0.612877558837851,19118.97376675,NA,16230.5950256377,190028.62119965,0.84892605762473,0.0877383574304587,5.61386747112591,2969.93101005432,0,0.999625375393036,0.00049918390693302,0.318856979630259,8,8,"Unstable","Marginal","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.642793526015425,0.752069400201717,0.299887612617911,0.299887612617911,FALSE
"Mn","PLS_LOO",0.652472643614871,0.567888873609633,106.37886834467,0.583845224423336,153.648507852804,417.173075343394,1.44435178004506,0.355430420726812,3.3737841569136,43.9494629143216,0.90614383647643,1,0,0.790824778954716,1,1,"Preferred 1","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.538309939588125,0.699035496067784,0.662457534590572,0.662457534590572,TRUE
"Mn","PLS_kfold",0.652472643614871,0.567888873609633,106.37886834467,0.583845224423336,153.648507852804,417.173075343394,1.44435178004506,0.355430420726812,3.3737841569136,43.9494629143216,0.90614383647643,1,0,0.790824778954716,2,2,"Acceptable 2","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.538309939588125,0.699035496067784,0.662457534590572,0.662457534590572,FALSE
"Mn","RF",0.693783864178937,0.533068349436722,100.340442065868,0.538666849894129,157.678876664654,392.795796744905,1.57143892749791,0.340616688568879,2.95803188926975,45.2303452360865,0.855358641677302,0.41895962554177,0.0840601812932284,0.767831344333452,3,3,"Acceptable 3","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.60201756323575,0.7372426666462,0.767831344333452,0.767831344333452,FALSE
"Mn","Bayes",0.675458563365959,0.54878715622519,106.167683499791,0.563291283780317,154.258493992566,399.642585261461,1.45297032870525,0.37990694015858,2.70644362850449,56.0983388402004,0.990055493180809,0.0673489462475985,0.797291597741144,0.640092072408385,4,4,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.567979634223782,0.710264046198335,0.555941845872477,0.504392662285821,FALSE
"Mn","OLS",0.642325781154841,0.576119639333299,111.776118917736,0.578466614037536,147.072578783174,415.131351621857,1.31577818417022,0.382807692258575,2.68496604453211,59.1871450375229,1,0.0373326495127932,1,0.497410599846452,5,5,"Unstable","Unstable","Low confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.554183967628568,0.700269518789615,0.48595079229291,0.4208892539513,FALSE
"Mn","OLS_weighted",0.621575234052913,0.592595892589243,115.442539169045,NA,132.023911331763,939.928330609961,1.14363312070291,0.162722974321814,2.72146261670173,56.2006373585815,0.245494305312877,0.0883389424671466,0.804005120017953,0.124699404865295,6,6,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",TRUE,FALSE,0.554183967628568,0.700269518789615,0.199450402304367,0.134388863962757,FALSE
"Mn","WLS_weighted",0.642027836746649,0.576359544649593,109.653909631702,NA,145.664884077566,1673.03766670793,1.32840575011703,0.0911137799574559,2.66652806633924,57.1667659340393,0,0.0115643961869478,0.867409026704437,0.0884422756537995,7,7,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",TRUE,FALSE,0.554183967628568,0.700269518789615,0.0782203162951568,0.0131587779535463,FALSE
"Mn","WLS",0.64171449487873,0.57661174033931,108.962939644912,NA,145.168076687072,1630.88827087206,1.3322701935185,0.0918686258440677,2.65825338500898,56.3631236943644,0.00258780130396593,0,0.814668574897058,0.0847062584063581,8,8,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",TRUE,FALSE,0.554183967628568,0.700269518789615,0.0757861179606589,0.0107245796190483,FALSE
"Sr","RF",0.724605462674095,0.324729281645887,42.4284084999708,0.327736832283875,143.478707552227,195.222808058447,3.38166602577907,0.410627168879334,3.19892431204541,25.0596079037757,1,1,0.604101061285048,1,1,1,"Preferred 1","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.59806873653694,0.763295087427818,1,1,TRUE
"Sr","Bayes",0.719033486991341,0.327997906598047,49.7050467588939,0.346202462486856,150.562909245336,207.199353185979,3.02912720262949,0.362486494626766,2.5330514701478,29.650786061973,0.882748761495878,0,1,0.640823117141204,2,2,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.594571936878357,0.747173588968374,0.643423020192633,0.600101968186197,FALSE
"Sr","PLS_LOO",0.681443929954195,0.349250256346248,60.5526521980026,0.359641666342418,149.744279624008,221.398972488903,2.47295988182904,0.307121886291843,2.64847690131003,25.6738014291286,0.747902937307632,0.17334455454482,0.657063189190855,0.556069420797394,3,3,"Acceptable 3","Acceptable","Low confidence","Low confidence",FALSE,FALSE,0.549403714418875,0.72376504157943,0.516496738264525,0.521214149299402,FALSE
"Sr","PLS_kfold",0.681443929954195,0.349250256346248,60.5526521980026,0.359641666342418,149.744279624008,221.398972488903,2.47295988182904,0.307121886291843,2.64847690131003,25.6738014291286,0.747902937307632,0.17334455454482,0.657063189190855,0.556069420797394,4,4,"Acceptable 4","Acceptable","Low confidence","Low confidence",FALSE,FALSE,0.549403714418875,0.72376504157943,0.516496738264525,0.521214149299402,FALSE
"Sr","OLS",0.605940022011523,0.388440903375382,59.7735590156883,0.391554198151312,143.231154722705,243.139630055274,2.39622932081244,0.256264989918794,3.0435722326859,20.4720539160617,0.624036078797696,0.766694074927601,0.208514636090287,0.518174469315604,5,5,"Unstable","Acceptable","Low confidence","Low confidence",FALSE,FALSE,0.489657473355962,0.672037080636319,0.479622653997358,0.479622653997358,FALSE
"Sr","WLS",0.605899324973479,0.388460961218056,59.3656290640811,NA,143.397140314445,2053.6686365944,2.41549095958636,0.030648910220976,3.05449018354233,20.6066157965584,0.0745264347859501,0.783090525074617,0.220117955291709,0.303199881502357,6,6,"Unstable","Marginal","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.489657473355962,0.672037080636319,0.264737731436765,0.264737731436765,FALSE
"Sr","WLS_weighted",0.605197017350042,0.38880693583257,61.616501941787,NA,142.461659924356,1720.05445347286,2.31206990716462,0.0346514105471945,2.99705140125776,19.8869839221994,0.0842749089743282,0.696829637604153,0.158063840746946,0.279673654231843,7,7,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.489657473355962,0.672037080636319,0.242758854870977,0.242758854870977,FALSE
"Sr","OLS_weighted",0.588442221601662,0.396971381054182,68.563181097856,NA,131.570344226979,1069088.3690725,1.91896499141714,5.006225989857e-05,2.96450376601237,18.0539422484993,0,0.647949981913982,0,0.194384994574195,8,8,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.489657473355962,0.672037080636319,0.194384994574195,0.194384994574195,FALSE
"Ti","OLS",0.729930592021033,0.639603384224678,2035.54425020404,0.644447515724916,2121.49959929056,6993.83718311646,1.04222720733185,0.64362324768362,6.5074019789329,691.734768520636,0.968687534319326,0.952566661215178,0.416818152667415,0.740802902134819,1,1,"Preferred 1","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.647980042492791,0.783176150339138,0.673245012092284,0.673245012092284,TRUE
"Ti","PLS_LOO",0.754035431978301,0.610392701137588,2029.36926987965,0.641872967170071,2133.88133038419,6414.01219915502,1.05149977485898,0.64176020813951,5.76961477414703,713.437199028184,0.964866790636458,0.393261846296018,0.577375928161679,0.714647702901392,2,2,"Acceptable 2","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.651635393866369,0.786249900096901,0.55853052457724,0.563065668883717,FALSE
"Ti","PLS_kfold",0.754035431978301,0.610392701137588,2029.36926987965,0.641872967170071,2133.88133038419,6414.01219915502,1.05149977485898,0.64176020813951,5.76961477414703,713.437199028184,0.964866790636458,0.393261846296018,0.577375928161679,0.714647702901392,3,3,"Acceptable 3","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.651635393866369,0.786249900096901,0.55853052457724,0.563065668883717,FALSE
"Ti","Bayes",0.769067236846491,0.591446999353038,1783.30513592537,0.623668660505259,2136.84030349143,6140.791272153,1.19824715380669,0.658891574121819,5.250857290592,770.562863117966,1,0,1,0.7,4,4,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.668062458066952,0.798768282738815,0.7,0.7,FALSE
"Ti","OLS_weighted",0.718555763474536,0.652933928562262,2173.73266969499,NA,2011.43951913123,7272.03003890279,0.92533895596898,0.635443775627134,6.56997199353357,703.346411361033,0.951912975621524,1,0.50272279563538,0.68076519024861,5,5,"Unstable","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.647980042492791,0.783176150339138,0.68076519024861,0.68076519024861,FALSE
"Ti","RF",0.756878389356067,0.606854866359101,1582.52952794485,0.609044942817076,2183.41601506748,6508.39908873632,1.37970001602622,0.6212239192817,5.39848586180341,748.945777326452,0.922750724892684,0.11191488570494,0.840073617277705,0.630282207935879,6,6,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.666147746402823,0.791235062858576,0.674071946553409,0.557732043142693,FALSE
"Ti","WLS_weighted",0.72919658362992,0.640471967780676,1893.08238585334,NA,2056.34869670063,22898.1279739593,1.08624363739653,0.180944811062021,6.45183560439914,642.188935672347,0.0198210867395631,0.910442671231707,0.0502707881053945,0.34425967066866,7,7,"Unstable","Marginal","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.647980042492791,0.783176150339138,0.281061236065337,0.281061236065337,FALSE
"Ti","WLS",0.728935134347202,0.640781067535794,1882.89538666468,NA,2048.48407539001,23897.2029063303,1.08794364779801,0.171279816111263,6.44184437182847,635.393884594575,0,0.902868475789578,0,0.332506166076154,8,8,"Unstable","Marginal","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.647980042492791,0.783176150339138,0.270860542736873,0.270860542736873,FALSE
"Zr","OLS",0.608456680906178,0.822327315016661,148.16046066862,0.829368800202076,51.8863941021318,260.954175716361,0.350204054900872,0.831579406470902,2.53435338780609,85.6250432960216,0.812402091624064,1,0.657267114919205,0.79661226749289,1,1,"Preferred 1","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.528841519099038,0.653437468116439,0.624960836649626,0.624960836649626,TRUE
"Zr","WLS_weighted",0.608229412035276,0.822565937768544,162.575252795128,NA,54.1513484129792,384.798485710846,0.333084817535045,0.61619706946638,2.52029249923507,94.081024048633,0.601984966345547,0.983198073355585,0.753496455750038,0.707216621013986,2,2,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.535753408544894,0.535753408544894,FALSE
"Zr","RF",0.763434294129901,0.639191072577344,44.0874905808599,0.656891235581288,42.6432559218864,137.075927863734,0.967241622511388,0.45823818476575,2.25389169732999,27.8688742825437,0.447667509802165,0.664864938929755,0,0.678526485599792,3,3,"Acceptable 3","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.654637847088809,0.784537630337029,0.678526485599792,0.678526485599792,FALSE
"Zr","Bayes",0.723503699572672,0.691034085621477,78.0488237943269,0.73294668717106,45.8211039551669,165.709469031005,0.587082568674116,0.791525325010495,1.94500886907361,67.4358062925207,0.773271377407729,0.295768306389596,0.450272995813368,0.664969526771217,4,4,"Acceptable 4","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.607563337308106,0.747673427695486,0.585775408798703,0.61368170414644,FALSE
"Zr","PLS_LOO",0.697291605179832,0.723047851394819,93.2499291193699,0.762985283258762,49.4304268796348,191.940643757118,0.530085409677454,1.02360406163947,1.69749170708413,115.742080932442,1,0,1,0.645222285268613,5,5,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.558154571125874,0.74046079959667,0.469905980155208,0.59913781189791,FALSE
"Zr","PLS_kfold",0.666923514991935,0.758449717250912,101.723366963639,0.774192091060072,48.4596948746908,203.323096855896,0.476387051679213,0.869273661355784,1.88695921409282,93.6657303041356,0.849227380376624,0.226402416759288,0.748770399192753,0.627683872427191,6,6,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.578609244857166,0.704570244428604,0.526298112355245,0.524620173841,FALSE
"Zr","WLS",0.608323185716187,0.822467487738816,159.077231156446,NA,53.6040944885685,577.090663848485,0.336968993606954,0.402422891988473,2.52358951610789,92.025463096561,0.393138927671835,0.987137812680216,0.730104104082918,0.624937788350594,7,7,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.453396914872799,0.453396914872799,FALSE
"Zr","OLS_weighted",0.401191970178938,1.01694769214115,153.784821913486,NA,42.0668288564161,34663157.0601033,0.273543437726784,7.0672435446541e-06,2.42434726515991,101.046981383745,0,0.868549217654129,0.832769280774687,0.260564765296239,8,8,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.260564765296239,0.260564765296239,FALSE
