"depth","SH20_age","surface","kcps","cps","cps_acf_sum","MSE","Mg","Al","Si","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Pb","Mo_inc","Mo_coh","coh_inc","sum","scatter_sum"
285.4,4290.82,6.78,55600,323386,309404,2.35,0,0,0.0261793641969722,0.114413517601582,0.025532960142726,0.100192628408165,0.288619410220941,0.233351863582888,0,0.0714276479942082,0.0484803040684671,7.77850318677199,0.0116352729764321,0.0342594148750501,0.130896820984861,0,0.289912218329433,0,0.0662564155602384,1.13864074155473,0.534252950834508,76.4776796680069,12.6297656138899,0.165143159006867,100,89.1074452818968
285.6,4293.43,6.78,52186,319427,306269,2.12,0,0.00848926923717386,0.0205701523823828,0.109707479372708,0.0241617662904179,0.125053466070676,0.27590125020815,0.236066986864488,0.0055506760396906,0.0649755606999076,0.0561597811074578,9.10637380864534,0.0444054083175248,0,0.102850761911914,0,0.371242273948718,0.0336305665934195,0.0251412973562457,1.06311771677839,0.587718639496652,75.1228495211726,12.6160336175062,0.167938699049887,100,87.7388831386787
285.8,4296.04,6.78,49934,323469,311376,1.99,0,0,0.0179846873233647,0.105338882893993,0.0289039617696932,0.092171522532244,0.293856944658548,0.319870510251272,0.0189481527156878,0.053954061970094,0.0863907301783053,13.2938954832742,0,0.0427136323929911,0.117221622732645,0,0.352307178459483,0.0407867016083449,0.0613406299779045,0.968282719284723,0.54243101587791,71.4839936282822,12.0796079338164,0.168983395032886,100,83.5636015620986
286,4298.65,6.78,53265,337847,325608,2.19,0,0,0,0.0912139750866072,0.0110562394044372,0.0577381391120611,0.24538709122626,0.254293506302056,0.00460676641851552,0.0460676641851552,0.0863000909068573,15.0066951671949,0.0540527259772487,0.00214982432864057,0.113633571656716,0,0.398945971843444,0.0494459595587332,0.0436107220952802,1.04327903491315,0.656617773519078,69.9525195941132,11.8823861821577,0.169863591062954,100,81.8349057762709
286.2,4301.27,6.74,54433,338393,325080,2.14,0,0,0.0129198966408269,0.0965916082195152,0.0110741971207087,0.0836717115786883,0.299310938845823,0.270394979697305,0,0.0630614002707026,0.0621385505106435,13.2250522948197,0.0729051310446659,0.0427587055494032,0.154115909929863,0,0.308231819859727,0.0353759074689307,0.0756736803248431,1.05574012550757,0.523871047126861,71.6749723145072,11.932139780977,0.166475680361887,100,83.6071120954842
286.4,4303.88,6.74,54717,329309,316075,2.03,0,0,0.015819030293443,0.116111682353872,0.027208732104722,0.0531519417859685,0.271138179229613,0.179387803527644,0,0.0325872024044926,0.0446096654275093,10.5541406311793,0.0174009333227873,0.0110733212054101,0.117377204777347,0,0.275567507711777,0,0,1.05892588784308,0.61346199477972,74.0985525587281,12.5134857233252,0.168876250496356,100,86.6120382820533
286.6,4306.49,6.75,56164,320278,305595,2.29,0,0,0.0157070632700142,0.107331599011764,0.017670446178766,0.0454850373860829,0.192738755542466,0.121402509857818,0.00458122678708749,0.0494118032035865,0.0202882900571017,6.73603952944256,0,0,0.152816636397847,0,0.24509563310918,0,0,0.991835599404441,0.602758552986796,77.9757522210769,12.7210850962876,0.163141550211927,100,90.6968373173645
286.8,4309.11,6.77,56645,318045,302188,2.2,0,0.00198551894846916,0.0234953075568851,0.115821938660701,0.0234953075568851,0.0277972652785683,0.188624300104571,0.0767733993408077,0,0.040372218618873,0.0248189868558646,4.80826505354283,0.0016545991237243,0,0.17770394588799,0,0.360702608971898,0,0,1.13075304115319,0.649264696149417,79.1417925265067,13.2066792857427,0.166873643673403,100,92.3484718122493
287,4311.72,6.75,58230,319680,304833,2.35,0,0,0.0209951022363064,0.0849645543625526,0.0295243625198059,0.0314926533544597,0.205358343748872,0.105303559653974,0.00426463014174974,0.0383816712757477,0.0268999747402676,5.45478999977037,0.0236194900158447,0.00918535722838407,0.164024236221144,0,0.276544862268849,0,0,1.09863433420922,0.648879878490846,78.6827541637552,13.0943828260064,0.166419985741148,100,91.7771369897616
287.2,4314.33,6.73,57751,315645,300425,2.61,0,0,0,0.08254972122826,0.0129816093867022,0.012648747607556,0.149787800615794,0.0875426479154531,0,0.0302904219023051,0.0416077223932762,3.94008487975368,0,0.0239660480985271,0.146792044603478,0,0.188732628775901,0,0,1.17799783639844,0.742614629275193,80.0362819339269,13.3261213281185,0.166501004370989,100,93.3624032620454
287.4,4316.95,6.76,57474,310627,295295,2.47,0,0,0,0.0853383904231362,0.0081274657545844,0.00575695490949728,0.130378096479791,0.0291234189539274,0,0.0596014155336189,0.00237051084508712,2.44738312534923,0.0125298430383176,0.0257369748895173,0.113784520564182,0,0.283445368191131,0,0,1.1517296263059,0.517448653041873,81.7115088301529,13.4157368055673,0.164184176716814,100,95.1272456357202
287.6,4319.56,6.82,57895,312111,296670,2.62,0,0,0.0168537432163684,0.100785384433883,0.0289884383321536,0.00404489837192841,0.142919742474804,0.0458421815485219,0,0.0384265345333199,0,2.3217716654869,0,0.00573027269356524,0.129773822766036,0,0.160784710284154,0,0,1.20571678969899,0.698419118886305,81.6803181986719,13.4196244986011,0.164294468906946,100,95.0999426972731
287.8,4322.17,6.83,58369,312520,297044,2.57,0,0,0.00269320370046188,0.0794495091636256,0.0316451434804271,0.011446115726963,0.11749101143265,0.029288590242523,0,0.058577180485046,0,2.2629644093131,0.0215456296036951,0.0272686874671766,0.156879115551905,0,0.22151600436299,0,0,1.09478730423776,0.637952626546909,81.5885862027174,13.6579092659673,0.167399754078744,100,95.2464954686848
288,4324.78,6.83,59989,315481,300372,2.38,0,0,0.00399504614278295,0.0918860612840078,0.022971515321002,0,0.0835630484865434,0.0193093896901176,0,0.0492722357609897,0.0196423102020162,1.68191442611162,0,0.0206410717377119,0.133168204759432,0,0.179111235401436,0,0,1.1022998148962,0.68648209553487,82.2203800620564,13.6853634826149,0.166447339118182,100,95.9057435446713
288.2,4327.4,6.82,61643,315950,300921,2.33,0,0,0.0103017070925592,0.0953738688891769,0.0196064747890642,0,0.0970354345492671,0.0332313132018038,0.00365544445219842,0.0292435556175873,0.0122955858846674,1.84666407462424,0,0.00897245456448703,0.0980323739453212,0.0402098889741826,0.255548798521871,0.00731088890439683,0,1.05575882042131,0.598495950764486,82.0135517295237,13.7747116352797,0.167956530900015,100,95.7882633648034
288.4,4330.01,6.89,59354,313426,297948,2.59,0,0,0.0137607904735054,0.0782015653738236,0.0238296615516802,0.0154389356532012,0.137272275699115,0.0305422422704633,0,0.042624887564273,0.012753903365688,1.94731966651899,0,0.0177883389047753,0.170163921221153,0,0.156738759783586,0.0130895324016271,0,1.14315249640877,0.590035845181038,81.8518667686979,13.7554204089304,0.168052616903672,100,95.6072871776283
288.6,4332.62,6.93,60898,317747,302441,2.58,0,0,0.00429835901878383,0.095225184416134,0.0241369391054784,0.0165321500722455,0.149450636653099,0.0525722372297407,0,0.0505883792210712,0.0105805760462371,1.83110094200191,0,0.00826607503612275,0.1104347624826,0,0.231780744012882,0.0409997321791688,0,1.11327498586501,0.545891595385546,82.0616252426093,13.6532414586647,0.166377907070447,100,95.714866701274
288.8,4335.24,6.94,62269,317420,301837,2.5,0,0,0.00894522540311493,0.0911087772539483,0.026504371564785,0.0215348018963878,0.147430566829116,0.0430696037927756,0.00662609289119624,0.0327991598114214,0.0109330532704738,1.94807131001169,0.0188843647399093,0.0427382991482158,0.155381878298552,0.0082826161139953,0.279289815363922,0.00563217895751681,0,1.21655065482363,0.593366618406623,81.886912472626,13.4559381387968,0.164323427669775,100,95.3428506114227
289,4337.85,6.98,59810,313486,297107,2.63,0,0,0,0.0821252949274167,0.0208679028094256,0.0313018542141383,0.138670579959409,0.0578916013422774,0,0.0302921169814242,0.0134631631028552,2.03394736576385,0,0.0296189588262814,0.199591392999828,0.00201947446542828,0.274648527298246,0.0693352899797043,0,1.08412120885742,0.559394426923634,82.0398038417136,13.3329069998351,0.162517538749354,100,95.3727108415487
289.2,4340.46,7.01,55398,303846,288218,2.68,0,0,0.00346959593085789,0.115190584904482,0.0291446058192063,0.0294915654122921,0.178337230846096,0.0627996863485279,0,0.0655753630932142,0.0485743430320105,2.61538141268068,0.0371246764601794,0.00936790901331631,0.164458847122664,0,0.366736289891679,0,0,1.18209133364328,0.598158338479901,81.0955596111277,13.3985386061939,0.165219139869594,100,94.4940982173216
289.4,4343.07,7.02,51089,299659,285199,2.45,0,0,0,0.0925669444843776,0.0347126041816416,0.00981770623319156,0.139201049092037,0.0511923253587846,0.019284780100912,0.035764501278055,0.0189341477354409,2.31557614157132,0,0.0185835153699697,0.200912345414956,0.0315569128924014,0.415499353083286,0.0273493245067479,0,1.14060708487758,0.599581344955628,81.3207619942566,13.528097924607,0.166354785578159,100,94.8488599188637
289.6,4345.69,7.06,54236,300415,284692,3.04,0,0,0,0.0867604288142975,0.0273980301518834,0.00983519031093252,0.0987031599061442,0.0410970452278252,0,0.038286990853273,0.0126452446854847,1.90767566352409,0.057957371475138,0,0.203026428561393,0,0.331235159400334,0,0,1.13526196731907,0.576412403580009,82.0493726553609,13.4243322608292,0.163612856824837,100,95.4737049161901
289.8,4348.3,7.09,56796,306087,289317,2.6,0,0,0.00656719100502217,0.0788062920602661,0.0203928562787531,0.00587590774133563,0.117863796458556,0.0756955173736766,0,0.039403146030133,0.00933232405976835,1.96600960192453,0.0860647663289748,0.00656719100502217,0.237110159444485,0.0387118627664465,0.255083524300335,0.0380205795027599,0.0314533884977378,1.20179595391906,0.462814145038142,81.3982586574588,13.9241731388062,0.171062297504448,100,95.322431796265
290,4350.91,7.11,59792,309933,291957,2.61,0,0,0.00856290481132495,0.0897392424226855,0.0174683258151029,0,0.117140537818925,0.0640505279887107,0.0143856800830259,0.0287713601660518,0.0174683258151029,2.38083005374079,0.0215785201245389,0,0.171600612418952,0,0.284973472120895,0.0393893621320948,0.161325126645362,1.20017673835531,0.637765150347483,81.1653770932021,13.5793969659916,0.167305290165761,100,94.7447740591936
290.2,4353.53,7.11,59456,312033,295152,2.57,0,0,0.00745378652355397,0.110790372418279,0.0227001680490053,0.00237165934840353,0.171098281563398,0.0643736108852388,0,0.0620019515368353,0.0206673171789451,2.97236678050632,0.0647124193635822,0.0240554019623787,0.140605518512495,0,0.362863880305741,0.110451563939936,0.106724670678159,0.990675990675991,0.577668455575432,80.5808532552719,13.6075649157045,0.168868463983585,100,94.1884181709763
290.4,4356.14,7.07,59691,311293,294819,2.5,0,0,0.0179771317316727,0.110237128543276,0.0335799253101055,0.0152636024136843,0.163150950244048,0.0624111743137315,0.00339191164748541,0.0549489686892636,0.0342583076396026,2.7070846858581,0.00610544096547373,0.0108541172719533,0.178753743822481,0.00508786747122811,0.367004840257921,0.0471475719000471,0.150600877148352,1.25602488306385,0.51828409973577,80.828236986083,13.429595785889,0.166149804655535,100,94.2578327719719
290.6,4358.75,7.02,59884,310958,295249,2.67,0,0,0,0.0873838692087018,0.0220153158859132,0.0118544008616456,0.127011437803346,0.0501271807863871,0.00677394334951177,0.0562237298009477,0.00948352068931647,2.3434457017636,0,0.00914482352184089,0.136156261325187,0,0.319730126096955,0.028789259235425,0,1.2237128660893,0.545979833970649,81.3679301200004,13.6542376096109,0.1678085898151,100,95.0221677296113
290.8,4361.37,7.03,59818,309107,293178,2.74,0,0.00989160168907626,0.0173955753842376,0.0828848003601907,0.0204653828049854,0.00272871770733138,0.115288323134751,0.0474114701648828,0,0.0460471113112171,0.0129614091098241,2.09736064779758,0,0,0.115629412848167,0,0.40043932355088,0.0460471113112171,0,1.13685201481694,0.471727073654913,81.6077604731597,13.7691095511942,0.168723041428428,100,95.3768700243538
291,4363.98,7.05,60923,315153,298444,2.76,0,0,0.0127327069735026,0.0794118829663186,0.0147431343903714,0.0150782056265162,0.152792483682031,0.0398734771012317,0,0.0556218252000375,0.032501909906046,2.60216321990055,0,0,0.161169264585651,0,0.481497366340084,0.0435592606988246,0,1.16202704695018,0.571296457626891,80.9140073179558,13.661524440096,0.168840042570284,100,94.5755317580518
291.2,4366.59,7.05,60992,320120,303550,2.49,0,0,0.0108713556251029,0.104760336023719,0.0207544061933784,0.0461209026519519,0.226321858013507,0.182836435513095,0.0164717509471257,0.0382144621973316,0.0276725415911711,4.67138856860484,0,0.012847965738758,0.127820787349695,0,0.491187613243288,0.0424971174435843,0.0135068357766431,1.10393674847636,0.462197331576347,79.0868061274913,13.3137868555427,0.168343969208724,100,92.4005929830341
291.4,4369.2,7.05,57918,318524,302784,2.24,0,0,0.00330268442189812,0.0782736207989854,0.0142015430141619,0.0171739589938702,0.149281335869795,0.08785140562249,0.00363295286408793,0.0181647643204397,0.0168436905516804,3.68810769393363,0.0607693933629254,0.0264214753751849,0.106676706827309,0,0.766883322764743,0.131116571549355,0.0515218769816106,1.1410774677658,0.342158106108645,79.8014426125555,13.4950988163179,0.169108456871363,100,93.2965414288734
291.6,4371.82,7.07,59123,314349,298973,2.36,0,0,0.0107033076565442,0.0836195910667518,0.0177273533061514,0.0043482187354711,0.115060557307851,0.0474959277259151,0.00635508892107314,0.043482187354711,0.0183963100346854,2.72599866877611,0.0535165382827212,0.00301030527840307,0.128105213514264,0,1.05728610944801,0.0387994902549729,0,0.927508504112411,0.388329380913996,80.8872373090547,13.4430199382553,0.166194573896647,100,94.3302572473099
291.8,4374.43,7.11,58973,311138,295577,2.32,0,0,0.00913467556677279,0.0869485785429854,0,0.00642810502846974,0.117397497098895,0.0324788464596366,0,0.0453350565165761,0.0179310298162577,2.40174303142667,0.0108262821532122,0,0.166454088105637,0,0.569733098312792,0.0375536662189548,0,1.16247204620116,0.3992191543997,81.394019155753,13.5423256883993,0.166379862167577,100,94.9363448441523
292,4377.04,7.13,58877,312404,296046,2.23,0,0,0.00405342413003385,0.0854596920748802,0.025671686156881,0,0.120589367868507,0.0314140370077623,0,0.0374941732028131,0.0320896076961013,2.76747532478061,0.0344541051052877,0.0243205447802031,0.195577714274133,0,0.338123129513657,0.0868108334515582,0.0793795558798295,1.09746458320666,0.498908953338333,80.9056700647872,13.6350432027455,0.168530131347122,100,94.5407132675328
292.2,4379.66,7.15,58973,311840,295211,2.42,0,0,0.00711355606667773,0.0995897849334882,0.0118559267777962,0.00677481530159784,0.15615949270183,0.0311641503873501,0,0.0426813364000664,0.0145658528984354,2.87861902164892,0,0.0270992612063914,0.174112753251064,0,0.293688243324266,0.0514885962921436,0,1.10835978334141,0.519967074397634,81.0281459701705,13.5486143809004,0.167208742328724,100,94.5767603510709
292.4,4382.27,7.15,56969,309197,293883,2.17,0,0,0.00238190028004342,0.0922135679845381,0,0,0.128962886590922,0.041513119166471,0,0.0507004488180671,0.0149719446174158,2.78035816974782,0.0275619889547881,0,0.148358360299847,0,0.727840671287553,0,0,1.11779177427752,0.386548388304189,80.8627923357254,13.6180044439454,0.168408782959241,100,94.4807967796708
292.6,4384.88,7.15,57317,313071,297550,2.21,0,0,0.0016803898504453,0.0900688959838683,0.0147874306839187,0.0107544950428499,0.127037472693665,0.0621744244664762,0,0.0302470173080155,0.0272223155772139,3.09863888422114,0,0,0.116955133590993,0,0.545790623424634,0.00302470173080155,0.055452865064695,1.14669803394388,0.482271887077802,80.7911275415896,13.39606788775,0.165811126733612,100,94.1871954293396
292.8,4387.49,7.15,58599,318540,302623,2.2,0,0.00793065959956778,0.00793065959956778,0.0921939178449754,0.0118959893993517,0.0181744282490095,0.182405170790059,0.0905416970950655,0,0.0541928405970465,0.0208179814488654,4.04761039312941,0,0.00495666224972986,0.221397580487934,0,0.464604474874679,0.0614626118966503,0.00165222074990995,1.14829342118742,0.580259927368376,79.8911516969959,13.0925276664365,0.163879570995454,100,92.9836793634324
293,4390.11,7.15,60120,323443,306942,2.44,0,0,0.00260635559812603,0.139440024499743,0.0371405672732959,0.0192218725361795,0.260635559812603,0.105557401724104,0.00684168344508083,0.0573398231587727,0.0208508447850082,5.11595024467163,0,0.00977383349297261,0.203621531103596,0,0.433632412638218,0.00586430009578357,0,1.02690410566166,0.560040659147331,78.9644297619746,13.0301490183813,0.16501289324394,100,91.9945787803559
293.2,4392.72,7.11,56391,323293,308431,2.42,0,0,0.0032422162493394,0.132930866222915,0.0188048542461685,0.0551176762387698,0.346268695429448,0.189021207336487,0,0.0372854868674031,0.0201017407459043,6.00717826677604,0.021722848870574,0,0.274291494694113,0,0.838112900454234,0.0165353028716309,0.0784616332340134,1.08743933002843,0.677623196111934,77.4857261429623,12.7101361406603,0.164031967864764,100,90.1958622836226
293.4,4395.33,7.12,53802,315693,301401,2.03,0,0.00895816536773269,0,0.116456149780525,0.0195752502480085,0.0374915809834738,0.27372171956961,0.196084286382593,0,0.0557396956214478,0.0398140683010342,4.94192122786587,0.0172527629304481,0.0185798985404826,0.218977375655688,0,0.950560880687191,0.032183038543336,0.0451226107411721,1.14266376023968,0.495353366445367,78.3006692081314,13.088874953965,0.167161725261548,100,91.3895441620963
293.6,4397.95,7.1,56875,322248,307383,2.23,0,0.00227728924501355,0.0130130814000774,0.0907662427655401,0.0143143895400852,0.0429431686202555,0.244971257356458,0.15973557418595,0,0.0341593386752032,0.0296047601851761,4.22990210909517,0.0738492369454394,0,0.222523691941324,0,0.895300000325327,0,0.112237827075668,1.13539135215676,0.537114934788196,78.992982695855,13.1689130498434,0.166709910177051,100,92.1618957456984
