"depth","SH20_age","surface","kcps","cps","cps_acf_sum","MSE","Mg","Al","Si","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Pb","Mo_inc","Mo_coh","coh_inc","sum","scatter_sum"
86.5,2070.59,7.44,55933,314385,297800,2.38,0,0,0.0241773002014775,0.0933512424445937,0.0295500335795836,0.11316319677636,0.215580926796508,0.61316319677636,0.0157824042981867,0.0517125587642713,0.0456682337139019,6.78643384822028,0.00470114170584285,0.00537273337810611,0.151108126259234,0,1.60678307588986,0.0601074546675621,0.264271323035594,1.10812625923439,0.721625251846877,75.3653458697112,12.7239758226998,0.168830590185263,100,88.089321692411
87,2085.4,7.41,56297,314808,297318,2.98,0,0,0.00773582494164497,0.103256445960218,0.0252255161140597,0.0951842808037186,0.20853093320956,0.547898209997377,0.0319523204111423,0.0716404657639295,0.0514600528726818,6.25390995499768,0,0,0.150007735824942,0,1.514876327703,0.154043818403191,0.278153357684365,1.18795363886478,0.757101823636645,75.6550225684284,12.9060467243826,0.170590745812142,100,88.5610692928111
87.5,2100.21,7.39,55137,314056,297077,2.34,0,0,0.0265924322650357,0.095934723994116,0.0296219498648499,0.101320533060452,0.234619307452277,0.638218374360856,0.0205333970654073,0.0461159901305049,0.0649663218626821,6.70903503132185,0.0265924322650357,0,0.132288935191886,0,1.37641082951558,0.138347970391515,0.278715619182905,1.16030524072883,0.513334926635182,75.4959152004362,12.9111307842748,0.171017607376461,100,88.407045984711
88,2115.01,7.39,54518,314351,297948,2.13,0,0,0.0134251614375663,0.0865922912723026,0.0144320485453838,0.135929759555359,0.239639131660558,0.748452750144321,0.040611113348638,0.0691395814034664,0.0604132264690483,6.58873360452159,0.0463168069596037,0,0.115120759327131,0,1.4717333225932,0.201377421563494,0.396713520480084,1.09985635077262,0.615543651912414,75.0845785170567,12.9713909809765,0.172757059267901,100,88.0559694980332
88.5,2129.82,7.38,55295,312173,295546,2.29,0,0.0060904224723055,0.0162411265928147,0.0974467595568879,0.0203014082410183,0.072746712863649,0.19218666468164,0.599568256718074,0.0186096242209335,0.0669946471953605,0.0412795300900706,6.39494359592077,0,0.023684976281188,0.153952345827722,0,1.4613630365493,0.156659200259858,0.407381592036434,1.20658036312452,0.645923138868399,75.4694700655735,12.9485765329255,0.171573704196873,100,88.418046598499
89,2144.62,7.44,53592,305837,289207,2.43,0,0,0.00311195787100589,0.0923214168398414,0.0207463858067059,0.1234409955499,0.207463858067059,0.640371775233656,0.0242041167744902,0.0708834848395786,0.0567067878716629,5.76784102736103,0.0525575107103217,0,0.181185102711898,0,1.21228047730518,0.156980985937408,0.366519482585138,1.28108932356409,0.662155480330697,75.8944285580916,13.1857112725487,0.173737539409181,100,89.0801398306403
89.5,2159.43,7.39,55630,309933,293698,2.31,0,0,0.0136194322058713,0.0861429087021362,0.0115765173749906,0.0885263093381637,0.162411729055016,0.520943281874579,0.0289412934374766,0.0527752997977514,0.025195949580862,5.05995955028635,0,0.0313246940735041,0.16513561549619,0,1.27205496802838,0.111338858282998,0.344231149003398,1.13552016016452,0.703443673433255,76.8885045182466,13.2983540916179,0.1729563369055,100,90.1868586098646
90,2174.23,7.45,56097,314340,298440,2.35,0,0,0.0211097708082027,0.0727114327838091,0.00938212035920118,0.104878702586785,0.166197560648707,0.505294196488406,0.00502613590671492,0.0609837823348077,0.0355180270741188,4.98961265245946,0.105883929768128,0.0345127998927758,0.166867712102935,0,1.15400080418175,0.103538399678327,0.231537327436001,1.20024125452352,0.652392440691596,77.2279185095832,13.1523924406916,0.170306188416298,100,90.3803109502748
90.5,2189.04,7.48,54780,309071,292705,2.26,0,0,0.0170820450624349,0.0662783348422473,0.018106967766181,0.0611537213235169,0.127432056165764,0.508703301959311,0.0290394766061393,0.0573956714097812,0.0368972173348593,4.81030388958166,0,0.0184486086674297,0.125040569857023,0,1.24118139423652,0.0874600707196666,0.318750960865035,1.115457542577,0.696947438547343,77.4059206368186,13.2584000956595,0.171284056653323,100,90.6643207324781
91,2203.85,7.49,52704,309949,293954,2.37,0,0,0.0146281390965933,0.100355837988257,0.0272151425052899,0.144240255278037,0.176898426284385,0.550086067888173,0.0207515461602836,0.0564714206984766,0.0591929349490056,6.76806575178429,0.0401423351953027,0,0.192887322506242,0,1.51792457323255,0.270450478646319,0.309572245997673,1.23182538764569,0.686842158977255,74.8491260537363,12.9833239214299,0.173459926734599,100,87.8324499751662
91.5,2218.65,7.48,56582,317609,300968,2.3,0,0,0.00365487360782542,0.0860556604024348,0.0275776826772281,0.0544908428803062,0.154169214002818,0.410674889024747,0.0026580898966003,0.0448552670051301,0.0222615028840275,5.28660854310093,0,0.0252518540177029,0.247534621620903,0,1.66030940166396,0.174437149464395,0.166462879774594,1.17653704048271,0.599399271683368,76.8938890513277,12.9631721644826,0.168585206502294,100,89.8570612158103
92,2233.46,7.48,57927,318319,302741,2.26,0,0,0.00594567633719912,0.0759725309753221,0.0118913526743982,0.0320405891504619,0.164827360681242,0.348813011782349,0,0.0564839252033917,0.0198189211239971,4.91905622297608,0.0317102737983953,0.00330315352066618,0.15723010758371,0,1.22910342503989,0.0284071202777291,0.0373256347835278,1.20432977363489,0.586309749918247,78.2533584813421,12.8340726891964,0.164006669340031,100,91.0874311705385
92.5,2248.26,7.48,58404,317358,301865,2.28,0,0,0.00761930001822007,0.0891126828217912,0.0172262435194541,0,0.145429248173853,0.23023537011578,0.00298146522452089,0.0516787305583622,0.0205389826578106,4.03524754443211,0.0142447782949332,0.0271644609345237,0.160667848210293,0,0.704950888642274,0.0513474566445265,0.0142447782949332,1.21776290725987,0.597618140559522,79.5312474119225,13.0806817617147,0.164472231825623,100,92.6119291736372
93,2263.07,7.46,57276,313328,297889,2.48,0,0,0,0.0832524866644958,0.0221559037090997,0.0107422563438059,0.146363242684356,0.135285290829806,0.00537112817190296,0.0449831984396873,0.0107422563438059,2.96486275089043,0.0157776890049649,0.0151062979834771,0.180268489269493,0,0.490786836707633,0,0,1.17661276515749,0.691197056621762,80.6676312317675,13.3388611194103,0.165355805243446,100,94.0064923511778
93.5,2277.87,7.44,58562,316871,301823,2.54,0,0,0,0.0805107629305918,0.034125961242185,0.00762036027738111,0.141473645149641,0.117618604281317,0.0122588404462218,0.047710081736647,0.0125901604582818,2.82085858267925,0.0241863608803835,0.0261742809527438,0.187195806813927,0,0.426408855521282,0,0.0569870420743283,0.989321556011305,0.635140463119113,81.0839465514557,13.2958720839697,0.163976627303559,100,94.3798186354254
94,2292.68,7.42,54479,310666,295963,2.22,0,0,0,0.066224494278001,0.0216243246622044,0.00608184131124499,0.117920145423583,0.11386558454942,0.0138530829867247,0.0375046880860108,0,3.0020644472451,0.0168940036423472,0,0.15812787409237,0,0.381466602244199,0,0,1.16771353175904,0.799762132428716,80.8844348786842,13.2124623686069,0.163349875515899,100,94.0968972472911
94.5,2307.49,7.36,53020,305985,289956,2.36,0,0,0.00448343886658665,0.0748389410807157,0.0493178275324532,0.0562154257887404,0.109671812274966,0.532494585385369,0.0189683952047897,0.0286250327635917,0.0437997489274235,5.09904951096028,0.023106954158562,0.0300045524148492,0.225206583067776,0,1.35641269709887,0.181406834140352,0.331429596214598,1.25260384334175,0.66872215094704,76.8092400226241,13.1044020472072,0.170609708458869,100,89.9136420698313
95,2322.29,7.4,54937,309684,293260,2.32,0,0,0.00647889245038532,0.0889995226079247,0.0143217622587465,0.0364863943258542,0.11355111505149,0.384300620609698,0.047739207529155,0.0419423037577576,0.0300075018754689,5.14833253767987,0.0733137829912024,0.0337584396099025,0.102980290527177,0,1.13858009957035,0.163336288617609,0.318147718747869,1.18597831276001,0.588897224306076,77.204869399168,13.2779785855555,0.171983693371788,100,90.4828479847235
95.5,2337.1,7.47,57329,315845,300419,2.2,0,0,0.00798884225032371,0.0695695012632357,0.00332868427096821,0.0256308688864553,0.096864712285175,0.257973031000037,0.00765597382322689,0.0495973956374264,0.0153119476464538,4.7333890333168,0.0203049740529061,0,0.155116687027119,0,1.16470662641178,0.0552561588980724,0.00166434213548411,1.22329146958082,0.402770796787154,78.5656033739544,13.1439755807722,0.167299365324159,100,91.7095789547266
96,2351.9,7.51,54877,310496,295257,2.27,0,0,0.0142248955994269,0.069431038044822,0.0159183355517397,0.0335301110557921,0.108041468957552,0.245210105094883,0.0128701436375768,0.0226920953609906,0.0436907507696685,4.45747264247757,0,0.00541900784740074,0.137507324127794,0,0.943923429419116,0.0853493735965616,0.259773688684773,1.22537314949349,0.617766894603684,78.2491185645048,13.4526869811723,0.171921259024568,100,91.7018055456771
96.5,2366.71,7.5,57808,314424,299668,2.28,0,0,0,0.0607338788259007,0.0156840236528425,0.0120132947128155,0.0824245498351509,0.140155104982848,0,0.0450498551730582,0.0193547525928694,3.53424456398414,0.0183536447001348,0,0.137151781304644,0,0.688428527570511,0.0317017499365965,0,1.16362107398855,0.699774417021504,80.2127687974692,13.1385399842492,0.163796116020169,100,93.3513087817184
97,2381.52,7.55,54615,310223,296097,2.15,0,0,0.0162109038592083,0.0847695180971101,0.0104695420757387,0.00506590745600259,0.0861204267520441,0.133739956838468,0.0111449964032057,0.0388386238293532,0.024654082952546,2.37726150552015,0.0442422584490893,0.0317463533909496,0.144209498914207,0,0.493757113378386,0.0455931671040233,0,1.13138599850725,0.48261211697518,81.550640499566,13.2875375299311,0.16293602905549,100,94.8381780294971
97.5,2396.32,7.56,57088,312796,297501,2.02,0,0,0,0.0682350647560849,0.010083999717648,0.003361333239216,0.0890753308392241,0.0813442643890273,0.0036974665631376,0.0547897317992208,0.021848666054904,2.41915153226376,0.0359662656596112,0.021848666054904,0.212772394042373,0,0.5041999858824,0.0215125327309824,0.0349578656878464,1.19898756642835,0.567393050779661,81.2303151922178,13.4204590908938,0.165214908487509,100,94.6507742831117
98,2411.13,7.49,60158,315933,300224,2.48,0,0,0.00399701556171392,0.0532935408228523,0.00433010019185675,0.00299776167128544,0.109251758686847,0.0929306118098486,0.0129903005755702,0.0413024941377105,0.0193189085482839,2.52544766574291,0,0.0266467704114261,0.172537838413984,0,0.454660520144958,0,0,1.11783201875933,0.511951076529525,81.3799030057557,13.4706086122362,0.165527459663886,100,94.8505116179919
98.5,2425.93,7.45,59599,313832,297940,2.32,0.00234946633550379,0.0171175404443848,0.0154393502047392,0.0765254749278378,0.0201382828757468,0.0144324360609519,0.108075451433174,0.129220648452709,0,0.0490031549976505,0.023830301402967,2.51359334094113,0.0392696516077062,0.0100691414378734,0.123179163589985,0,0.364838558098946,0.0641068671544606,0,1.19117943210042,0.472242733436262,81.2677049070283,13.4976840974693,0.16608915082456,100,94.7653890044975
99,2440.74,7.46,59849,312400,295984,2.58,0,0,0.0108113952105519,0.0746661981728742,0.0206092221201146,0.00844640250824369,0.0844640250824369,0.12095248391805,0.0070949781069247,0.0287177685280285,0.0135142440131899,1.80009730255689,0.00337856100329748,0,0.129398886426293,0,0.38819665927888,0,0,1.11323585058652,0.409819449699984,82.3787772312017,13.407819341586,0.162758173794642,100,95.7865965727877
99.5,2455.54,7.43,55955,306980,291919,2.7,0,0,0,0.0863253162692391,0.010961944923078,0.0123321880384627,0.119896272596165,0.0667993518750064,0,0.0691972773269297,0.0178131605000017,2.43903274538485,0.00239792545192331,0.0212387682884636,0.109276888451934,0,0.456290957423121,0.0277474230865411,0.0548097246153899,1.11640557825972,0.662512546288525,81.2841918477386,13.4427700834821,0.165379882335092,100,94.7269619312206
100,2470.35,7.41,56084,308196,292669,2.5,0,0,0,0.0577444143383823,0.022209390130147,0.0105921706774547,0.135306438331357,0.0519358046120361,0,0.0625279752894909,0.0105921706774547,2.22025564716454,0,0.0102504877523755,0.162299389412613,0,0.380293095613133,0.0423686827098189,0.0420269997847398,1.14019592098924,0.622204606569196,81.7674574348496,13.2617393710984,0.1621884767747,100,95.029196805948
100.5,2484.17,7.48,56243,308430,293402,2.3,0,0,0.0156781480698836,0.0725966421496786,0.0173822945992188,0.0323787840573684,0.177912897662593,0.0777090817376841,0,0.0398770287864432,0.0173822945992188,2.58075950402519,0.057600152691529,0.0204497583520221,0.15746313931057,0,0.281525006646171,0,0,1.18233686205275,0.685407734098609,80.9653649259378,13.6181757452233,0.168197546663074,100,94.5835406711611
101,2497.98,7.51,57902,311159,295594,2.65,0,0,0.00405962231980351,0.080515842676103,0.0358599971582644,0.0172533948591649,0.120435462154171,0.0713816924565451,0,0.0449941473778223,0.0260492432187392,2.58564111585485,0.0453324492378059,0.0196215078790503,0.161708289072173,0,0.335595445103757,0.0382281101781498,0,1.095083120767,0.647171458148677,81.5841999499313,13.0868691516066,0.160409358180114,100,94.6710691015379
101.5,2511.8,7.55,57026,311224,295962,2.33,0,0.00506821821720356,0.0219622789412154,0.0858218284779803,0.0246653286570573,0.0479791324561937,0.149343496800265,0.283482338948919,0.0114879612923281,0.0361532899493854,0.0260168535149783,3.14466046316757,0.0462897263837925,0,0.166913319953237,0,0.571019252471601,0,0,1.13832181158392,0.506483940505876,80.5508815320886,13.1834492265899,0.16366610738255,100,93.7343307586785
102,2525.61,7.52,53250,305696,290051,2.3,0,0,0.016893580784069,0.0796411665534682,0.0165488138292921,0.0937766116993218,0.179278816483998,0.422339519601725,0.0175831146936228,0.0486121406235455,0.0310290259299227,4.75778397592148,0.0530941110356455,0.0124116103719691,0.132735277589114,0,0.704358888609245,0.186518922534313,0.348214624324688,1.22668082509628,0.571278844065354,77.848723155583,13.25249697467,0.170233967077205,100,91.101220130253
102.5,2539.43,7.52,52850,310453,295106,2.24,0,0,0.00711608710090612,0.115212838776575,0.00813267097246413,0.0938645774738568,0.22025983883757,0.629943139075451,0.0393079097002433,0.0687888419754258,0.0562509742262102,6.89040548142023,0.0379524645381659,0,0.173835842036421,0,0.97863140701985,0.123684371039559,0.202300190440045,1.17517095552107,0.427642948635406,75.6517996923139,13.0996997688966,0.173157807509865,100,88.7514994612105
103,2553.25,7.55,54631,313221,297878,2.27,0,0.00671415814528095,0.0248423851375395,0.0970195851993098,0.0154425637341462,0.0459919832951745,0.174903819684569,0.399492409644217,0,0.0664701656382815,0.0241709693230114,5.84198900220896,0.0406206567789498,0.0154425637341462,0.11615493591336,0,1.1494638744721,0.0426349042225341,0.125554757316754,1.01920920645365,0.570703442348881,76.8747608081161,13.3484178086331,0.173638495499862,100,90.2231786167491
103.5,2567.06,7.6,57007,317815,303331,2.27,0,0,0.00923084023723259,0.0758247590915535,0.00989018596846349,0.0072528030435399,0.0995612054158658,0.143737369408336,0.0224177548618506,0.0379123795457767,0.0204397176681579,4.57750773907052,0.0118682231621562,0,0.176704655969881,0,0.774071888465076,0.0840665807319397,0.0514289670360102,1.17462442018785,0.575938496230191,79.2035762912462,12.9439457226594,0.163426278569318,100,92.1475220139056
104,2580.88,7.68,61477,322642,307140,2.62,0,0,0.0113954548414404,0.0651168848082308,0.0192094810184281,0,0.0817216904343296,0.0996288337565931,0,0.0605587028716546,0.00748844175294654,4.48687894771114,0.0436283128215146,0.0266979227713746,0.14390831542619,0,0.584749625577912,0.115908054958651,0,1.13628963990363,0.721820668099238,79.4360877775607,12.958911245686,0.163136322649397,100,92.3949990232467
104.5,2594.69,7.71,59137,313515,298616,2.2,0,0,0.0197578160580813,0.0756824818495995,0.0221019637259892,0,0.0827149248533233,0.0606129611273341,0.00200926942963538,0.046882953358159,0.0170787901519008,3.02127146569507,0.0488922227877944,0.0143997642457203,0.152369598414017,0,0.321483108741662,0,0,1.07361963190184,0.421611701985158,81.3034130790045,13.3160982666702,0.163782770764256,100,94.6195113456747
105,2608.51,7.74,56909,310716,295646,2.48,0,0,0.00473539300379508,0.0625748361215778,0.0250299344486311,0,0.0703544103420983,0.0892959823572786,0.00473539300379508,0.0524275653991598,0.0179268449429385,2.10995582554812,0,0,0.108914039087287,0,0.41096446425793,0,0,1.15340643878152,0.36800768486636,81.964917502689,13.5567536851505,0.165397027145251,100,95.5216711878395
105.5,2622.33,7.71,59378,316126,300053,2.5,0,0,0.0116646059196209,0.0736536545210346,0.0126644292841598,0.014997350468084,0.0723205567016494,0.170636520881311,0,0.0669881654241084,0.023662486294088,3.95696760239024,0.06865453769834,0.0163304482874692,0.16797032524254,0,0.628888896294988,0.0359936411234015,0.0259954074780122,1.02315257637817,0.597894371994281,79.5932718553056,13.4382925683129,0.168837041813568,100,93.0315644236185
106,2636.14,7.68,61262,323081,306871,2.71,0,0,0,0.0684326638880833,0.0130347931215397,0.00977609484115475,0.106885303596625,0.0997161673797785,0.0101019646691932,0.0778828889011995,0.0208556689944635,5.3615362807173,0.0694102733721987,0.0231367577907329,0.155439907974361,0,0.876263967595504,0.0104278344972317,0.00879848535703928,1.09981066962991,0.633816815534866,78.2807759612345,13.0738975009043,0.167012875643678,100,91.3546734621388
106.5,2649.96,7.63,61475,320083,303188,2.35,0,0,0.010884335791654,0.0580497908888215,0.0207791865113395,0.0171510745807882,0.0887238281198464,0.0996081639115005,0,0.0220984999406309,0.0207791865113395,4.22246263044712,0.0402390595933876,0,0.0626673878913413,0,0.771468527778144,0.0138527910075597,0,1.13427972083328,0.470994894257029,79.7485388603771,13.1974220615592,0.165487948119841,100,92.9459609219362
107,2663.77,7.66,61281,322917,306915,2.46,0,0,0,0.0589739830246159,0.0185719173060945,0.0312790186207908,0.104589218513269,0.243389863643028,0.0234592639655931,0.0674453839010801,0.024762556408126,4.9867227082417,0.0244367332974928,0.0026065848850659,0.157698385546487,0,1.231285535083,0.0671195607904469,0.145642930453057,1.10747275304237,0.511542283694182,78.1489989084926,13.044002411091,0.166911957840493,100,91.1930013195836
107.5,2677.59,7.68,60810,325980,310495,2.19,0,0.00161033188940241,0.0157812525161436,0.0760076651797936,0.0103061240921754,0.0190019162949484,0.152659463115348,0.217716871447205,0,0.0547512842396818,0.0238329119631556,6.20654116813475,0,0,0.119164559815778,0,0.914024380424806,0.0409024299908211,0.0975861124977858,1.1633037569043,0.559429298378396,77.6482713087167,12.6791091643988,0.163289007606991,100,90.3273804731155
108,2691.41,7.7,50980,294172,278293,2.44,0,0,0.0122173392791051,0.0797720388223922,0.00898333770522435,0.0309026817059718,0.139421401185082,0.397422860079125,0.00862400419701538,0.0492286906246294,0.0402453529194051,5.51289468294208,0.068992033576123,0.0283873471485089,0.222068108073146,0,0.695310338384365,0.10492538439702,0.145170737316425,1.19945525040156,0.506300913066444,77.7040744826496,13.0456030155268,0.167888274873407,100,90.7496774981764
108.5,2705.22,7.64,43885,326439,311592,2.47,0,0,0.0381909676756784,0.0606562427790187,0,0.471449844668669,0.386723664278929,1.24906929574572,0.0535957277465404,0.0603353102775424,0.415928521913271,30.732817273871,0.17555007830753,0,0.0237490051092454,0,0.636409150427482,0.419137846928034,0.852717656422501,1.06228657988652,0.422026239441321,51.9345811188991,11.004775475622,0.211896875617955,100,62.939356594521
109,2719.04,7.68,55810,317231,302225,2.29,0,0,0,0.073455207213169,0.0198527587062619,0.0562494830010754,0.117131276366945,0.390106708578046,0,0.0555877243775333,0.0542642071304492,6.53552816610141,0.0542642071304492,0,0.142939862685086,0,1.33079659194309,0.122425345355282,0.199189345686161,1.07535776325585,0.58697989908181,76.2044834146745,12.9813880387129,0.170349400153707,100,89.1858714533874
109.5,2732.86,7.67,59866,318135,302515,2.38,0,0.00991686362659703,0.00892517726393733,0.0968547014197643,0.0251227211873791,0.00462786969241195,0.114374493826752,0.180486918004066,0.0247921590664926,0.0565261226716031,0.0204948514949672,4.18723038527015,0.0373535196601821,0.00694180453861792,0.180486918004066,0,0.647901756937672,0.0558649984298299,0,1.14407550038841,0.548402558550816,79.7124109548287,12.9372097251376,0.162298562672616,100,92.6496206799663
110,2746.67,7.72,59861,315603,299640,2.56,0,0.00233613669737018,0.0013349352556401,0.0727539714323855,0.0176878921372313,0.0146842878120411,0.110799626218128,0.124482712588439,0,0.0620744893872647,0.0360432519022827,2.82872780670138,0,0,0.118809237751969,0,0.418835936457082,0,0.0150180216259511,1.01955680149513,0.489921238819917,81.2842077159258,13.382725937792,0.164641156183281,100,94.6669336537178
110.5,2760.49,7.67,58710,313478,298147,2.43,0,0,0.00201243010997931,0.0721120789409251,0.00972674553156664,0.0120745806598758,0.114037706232161,0.247528903527455,0.00234783512830919,0.046285892529524,0.0187826810264735,3.30373943054936,0.0399131971812562,0.0321988817596689,0.154957118468407,0,0.531952359071196,0.0801617993808423,0,1.14272489744992,0.384374151006047,80.481775768329,13.323293543118,0.165544229310618,100,93.805069311447
111,2774.3,7.71,54439,311754,297070,2.2,0,0,0.0168310499208941,0.0834820076076346,0.0158211869256404,0.014138081933551,0.138687851348167,0.356145016326118,0,0.0464536977816676,0.00942538795570068,4.13303261857475,0,0.00706904096677551,0.152825933281718,0,0.78163395832632,0,0.0629481267041438,1.11724509374895,0.520752684552462,79.3600834820076,13.1834247820379,0.166121609297788,100,92.5435082640455
111.5,2788.12,7.69,58002,317649,302801,2.23,0,0,0.0066049980019881,0.0928002219279329,0.024438492607356,0.026089742107853,0.106340467832008,0.259576421478133,0,0.0541609836163025,0.022787243106859,4.47026264774555,0,0,0.114596715334494,0,1.04458043401442,0.0459047361138173,0,1.1654518974508,0.437581117631712,79.2398307799512,12.8889931010796,0.162658008910598,100,92.1288238810308
112,2801.94,7.71,57334,316164,301336,2.2,0,0,0.0149334961637508,0.0756630472296705,0.0202431836886399,0,0.08694613322006,0.178870098494704,0.00862824222794489,0.0467916213130857,0.0175883399261953,4.25936496137202,0.0126105078716118,0.0467916213130857,0.133074043592535,0,0.803422093609791,0,0.0826320121060876,1.16381713436164,0.386611622905992,79.5533889080628,13.1086229325404,0.164777680906713,100,92.6620118406032
112.5,2815.75,7.72,58368,318500,303717,2.22,0,0,0.0138286628670769,0.0796794384245861,0.00954836245583882,0,0.103385717625289,0.10997079518104,0,0.0457662890124688,0.0194259787894652,3.44564183104667,0.0131701551115018,0.010865377966989,0.153103053171209,0,0.622948336774036,0,0,1.11189034528854,0.43066407214611,80.5091581966107,13.3209533875285,0.165458858171111,100,93.8301115841392
113,2829.57,7.72,54896,308309,293644,2.24,0,0,0,0.0950130089496125,0.00851371047935595,0.00272438735339391,0.162441595946112,0.107613300459059,0.0313304545640299,0.0459740365885222,0.00408658103009086,3.39220280339459,0.00749206522183324,0.0252005830188936,0.094331912111264,0,0.57212134421272,0.0194112598929316,0,1.1156366212148,0.659642287940499,80.3796433776954,13.2766206699268,0.165173918569673,100,93.6562640476223
113.5,2843.38,7.66,52133,298690,284534,2.32,0,0,0,0.0941890951520732,0.0161667849887887,0,0.158504783259646,0.133551702081298,0.00984065173230616,0.0224929182452712,0.0326850218251597,3.33914400388003,0,0.0123008146653827,0.105084102427126,0,0.503279045737943,0.0056232295613178,0,1.08317459424884,0.40908995058587,80.8212726774305,13.2536006241785,0.163986537023186,100,94.074873301609
114,2857.2,7.68,53538,306773,292156,2.6,0,0,0.0208792562877367,0.0937855118498336,0.0222483878475883,0.0824901764810581,0.251235641232766,0.104053998548721,0.0167718616081819,0.0715371240022454,0.056134393953915,4.46234203644628,0.04963101904462,0,0.139651419104862,0,0.325511028354715,0,0.0855707224907241,1.10968112925971,0.542176097701228,79.5311408973288,13.035159298457,0.16390006670827,100,92.5663001957858
114.5,2871.02,7.71,57607,316199,301422,2.17,0,0,0.00165880393600998,0.077300263418065,0.0119433883392719,0.0169198001473018,0.128391424647172,0.0504276396547034,0,0.0401430552514415,0.00597169416963593,3.1245230938684,0.00331760787201996,0.0252138198273517,0.130713750157586,0,0.427307893916171,0.0500958788675014,0.0892436517573369,1.14158886876207,0.681768417700102,80.4911386693738,13.502332278334,0.167749301370879,100,93.9934709477079
115,2884.83,7.79,57161,316721,302390,2.31,0,0,0,0.0916035583187275,0.0201726247561097,0,0.120043652237177,0.082013294090413,0,0.0413373458117001,0.00496048149740401,2.85889083633718,0,0.0198419259896161,0.178908032673038,0,0.460001984192599,0.0499355137405337,0,1.1058566751546,0.551274843744833,81.2378054829856,13.1773537484705,0.162207160448597,100,94.4151592314561
115.5,2898.65,7.77,52740,308353,296192,2.06,0,0,0.00506428262748487,0.0759642394122731,0.0229580812445981,0.0199195116681072,0.126607065687122,0.069549481417459,0,0.0469290190146932,0.00844047104580812,2.11113061797753,0.0104661840968021,0.0307233146067416,0.118841832324978,0,0.408518798617113,0.0236333189282627,0,1.15431882022472,0.563823465859983,81.9208486387208,13.2822628565255,0.162135318142291,100,95.2031114952463
116,2912.47,7.79,55148,311203,297067,2.06,0,0.00572261476367284,0,0.0750672407234732,0.0235637078504176,0,0.18951953599693,0.0380385569585312,0.00302961958076797,0.0370286837649419,0.0164945954952923,2.43244789895882,0,0.0215439614632389,0.169658696523007,0,0.25011192761229,0.0420780497328885,0,1.1761656461337,0.441987834394261,81.6374757209653,13.4400657090825,0.164631078930224,100,95.0775414300478
116.5,2926.28,7.68,58314,312768,298331,2.36,0,0,0.00569836859059233,0.0757547824396392,0.00905035011447017,0,0.13005688312646,0.0405589764389219,0,0.054302100686821,0.00972074641924574,2.07789334665187,0.00268158521910227,0,0.167263878041504,0,0.379444308502972,0,0,1.19229982804335,0.49609326553392,81.960976231099,13.3982053490921,0.163470543729424,100,95.3591815801911
117,2940.1,7.71,63828,321046,305026,2.48,0,0,0,0.0727806809911286,0.0242602269970429,0.00688465901267433,0.128185793997889,0.041307954076046,0.00426193176975078,0.0429471586028732,0.00786818172877066,2.01851645433504,0.0596670447765109,0,0.131136362146178,0,0.241290906348967,0,0,1.17662100935658,0.471763062820874,82.1264416803813,13.4460668926583,0.163723967793315,100,95.5725085730397
117.5,2953.91,7.62,61777,320165,305122,2.32,0.00196642654413644,0.008848919448614,0.0147481990810233,0.113725001802558,0.0272022338605541,0.00458832860298504,0.166818518494242,0.105531557868656,0,0.0445723350004261,0.0180255766545841,2.36561113259614,0.0498161391181232,0,0.13273379172921,0,0.333964774745839,0.0334292512503195,0.00458832860298504,1.14019965784178,0.391646620040508,81.5811380365886,13.4608451701287,0.16499947774805,100,95.0419832067173
118,2967.73,7.52,62914,319229,303770,2.65,0,0,0.0171182144385555,0.107976429535504,0.0358824110346644,0.0220561609112157,0.157026697830596,0.070448036343286,0.0138262501234487,0.0391743753497712,0,2.27441814530731,0,0,0.138591697665997,0,0.271587055996313,0,0,1.16601376041084,0.502682950916812,81.7105046581295,13.4726931560062,0.164883244968011,100,95.1831978141357
118.5,2981.55,7.58,62573,316815,300181,2.38,0,0,0,0.0899457327412461,0.020654205296138,0.0139915584264161,0.13824992254673,0.0642945422928167,0,0.0709571891625386,0.0116596320220134,2.1636945709422,0.0389764841878733,0.0143246907699022,0.170230627521395,0,0.269504065880252,0,0,1.09167468960394,0.430740120127523,82.2103997254989,13.2007022429801,0.160572169543723,100,95.411101968479
119,2995.36,7.58,62380,319480,304207,2.4,0,0,0.0101904295430414,0.0927000364883122,0.0157787296150319,0.00953298247574842,0.126887283987548,0.0986170600939492,0,0.0703468362003504,0.0118340472112739,2.20113278129695,0,0.00164361766823249,0.184413902375685,0,0.159430913818551,0.0269553297590128,0,1.21627707449204,0.444762941023711,81.9826631208355,13.3468329131151,0.162800675228652,100,95.3294960339506
119.5,3009.18,7.59,56608,310502,295042,2.23,0,0,0.00949017428027196,0.109137004223128,0.00982910907599596,0.0183024789690959,0.156248940828763,0.176246093776479,0,0.0498234149714278,0.0281315880450919,2.66368855959491,0.0620250676174918,0.00949017428027196,0.121677591664915,0,0.250472814040035,0,0,1.15034469668725,0.669396221554897,81.151158140197,13.364537930193,0.164686964874911,100,94.51569607039
