Site,depth,SH20_age,Ti,Ca,Sr,Ti_ICP_clr_ppm,Ti_ICP_clr_lower_ppm,Ti_ICP_clr_upper_ppm,Ca_ICP_clr_ppm,Ca_ICP_clr_lower_ppm,Ca_ICP_clr_upper_ppm,Sr_ICP_clr_ppm,Sr_ICP_clr_lower_ppm,Sr_ICP_clr_upper_ppm
HER42PB,115.8,1112.33,229,510,1249,2383.990205,2065.203382,2742.702467,14435.60119,14766.59491,14064.42499,177.6679703,165.4610775,190.1319161
HER42PB,115.9,1113.33,268,617,1181,2352.526643,2037.330599,2707.423437,14469.40959,14796.70082,14102.14966,175.3231338,163.2279509,187.6862737
HER42PB,116,1114.32,224,663,866,1804.479671,1555.062818,2088.280924,14993.25374,15257.34474,14694.19144,199.5259617,184.8518081,214.7870009
HER42PB,116.1,1115.31,192,545,1033,1924.789076,1660.530161,2224.784232,14877.92895,15156.30123,14563.31047,194.5413474,180.4279809,209.1646681
HER42PB,116.2,1116.31,164,531,1041,1766.779446,1522.07049,2045.422637,15028.13239,15287.78495,14733.93018,202.347537,187.4039312,217.9065557
HER42PB,116.3,1117.3,190,580,1300,1924.960531,1660.667345,2224.997308,14879.25423,15157.55335,14564.70525,193.044609,179.0386691,207.5568123
HER42PB,116.4,1118.3,633,505,1061,5015.91805,4451.555931,5619.476254,11870.84223,12440.27726,11262.62998,110.4990914,105.4261763,115.1531356
HER42PB,116.5,1119.29,183,578,825,1714.78113,1476.58532,1986.27977,15078.26264,15331.62822,14790.94434,204.215597,189.0458315,220.0352624
HER42PB,116.6,1120.28,155,572,792,1541.920414,1325.687654,1789.20542,15243.98283,15476.21766,14979.92272,211.3561223,195.3540558,228.1312252
HER42PB,116.7,1121.28,210,538,742,1953.285672,1685.553605,2257.054784,14849.61289,15131.39824,14531.29581,194.3608042,180.3075193,208.9087724
HER42PB,116.8,1122.27,109,441,566,1392.263262,1195.434513,1618.002135,15385.33817,15599.06608,15141.80499,219.6579364,202.7587812,237.4522448
HER42PB,116.9,1123.27,118,435,581,1458.639566,1253.174932,1693.98041,15320.73695,15542.84407,15067.9068,217.8828493,201.2403674,235.3721603
HER42PB,117,1124.26,176,515,716,1839.718975,1585.917065,2128.318334,14961.14525,15229.33531,14657.59822,196.3951422,182.0069921,211.3428177
HER42PB,117.1,1125.25,220,552,603,1917.959615,1654.54879,2217.027981,14883.16362,15160.81335,14569.33896,196.1361386,181.8972308,210.8924298
HER42PB,117.2,1126.25,208,388,706,2692.886838,2339.295247,3088.408758,14139.29056,14503.79588,13732.73901,165.0819677,154.1682413,176.1115998
HER42PB,117.3,1127.24,198,519,691,1963.82937,1694.784503,2269.033839,14842.54672,15125.37959,14523.07305,190.8832834,177.095276,205.1524805
HER42PB,117.4,1128.24,168,427,844,2168.144447,1874.546385,2499.895439,14646.01857,14952.53004,14300.98948,183.0963544,170.18294,196.3744503
HER42PB,117.5,1129.23,143,444,743,1763.73076,1519.398766,2041.962115,15031.53023,15290.78563,14737.75936,201.9983741,187.0749769,217.5378933
HER42PB,117.6,1130.22,145,309,776,2579.492136,2238.483353,2961.775241,14249.43815,14601.73715,13855.7011,168.3290788,157.0388672,179.7830278
HER42PB,117.7,1131.22,139,412,796,1904.962823,1643.122551,2202.328752,14898.24898,15174.20001,14586.25318,194.0475681,179.936804,208.6774409
HER42PB,117.8,1132.21,40,344,811,834.5169115,713.0586047,975.2963251,15902.93883,16045.54956,15739.52818,259.8036262,238.6512084,282.4348655
HER42PB,117.9,1133.21,51,262,546,1215.460822,1042.009205,1415.05887,15550.48732,15742.06565,15331.70385,231.3112288,213.1845137,250.4966444
HER42PB,118,1134.2,124,587,849,1202.108924,1030.453053,1399.687361,15560.95505,15750.98662,15343.92063,234.1953938,215.8197002,253.6513759
HER42PB,118.1,1135.2,125,400,867,1820.498902,1569.080446,2106.493121,14979.35666,15245.26841,14678.29665,197.4038081,182.9105104,212.4696017
HER42PB,118.2,1136.19,82,382,786,1283.337318,1100.869902,1493.034805,15484.49049,15684.80845,15255.93759,229.4315658,211.5810122,248.2869716
HER42PB,118.3,1137.18,90,336,839,1566.243637,1346.935714,1816.915592,15214.64171,15450.28173,14946.86242,216.3740228,200.0419202,233.4813551
HER42PB,118.4,1138.18,85,321,447,1458.492932,1253.058575,1693.796449,15319.19679,15541.40091,15066.27047,219.5696505,202.7998834,237.1924459
HER42PB,118.5,1139.17,113,308,418,1891.70365,1631.49543,2187.290478,14910.58734,15184.99438,14600.27335,194.9683831,180.7695581,209.6955452
HER42PB,118.6,1140.17,57,352,475,958.8831532,820.2320037,1119.205641,15783.03716,15942.21735,15600.82828,255.3390522,234.8100119,277.2254504
HER42PB,118.7,1141.16,108,366,482,1620.563748,1394.279261,1878.953657,15168.83169,15410.71914,14894.12372,207.863926,192.2609661,224.1819944
HER42PB,118.8,1142.15,230,436,607,2448.962006,2122.733628,2815.588386,14372.77919,14710.97072,13993.96381,175.5181745,163.5550253,187.7071712
HER42PB,118.9,1143.15,114,399,651,1612.032414,1386.828772,1869.231661,15177.64804,15418.44853,14904.13278,207.5789158,191.982065,223.8949258
HER42PB,119,1144.14,143,402,645,1955.2997,1687.297257,2259.370696,14850.41485,15132.26637,14532.0077,191.5448172,177.6957409,205.8809753
HER42PB,119.1,1145.14,114,294,749,2231.871134,1930.756194,2571.697308,14584.13074,14897.93226,14231.28642,181.2574941,168.5709132,194.2756453
HER42PB,119.2,1146.13,139,242,629,2946.057211,2565.12839,3370.079432,13893.06171,14284.10455,13458.90727,158.1404513,148.0264252,168.2726709
HER42PB,119.3,1147.12,120,350,632,1904.962823,1643.122551,2202.328752,14898.24898,15174.20001,14586.25318,194.0475681,179.936804,208.6774409
HER42PB,119.4,1148.12,121,315,698,2186.821637,1891.006194,2520.959658,14628.62722,14937.23752,14281.34076,181.8105144,169.0156543,194.9589524
HER42PB,119.5,1149.11,104,360,532,1544.320491,1327.806323,1791.908113,15237.92021,15470.70549,14973.27746,215.0186642,198.7475595,232.0738007
HER42PB,119.6,1150.11,143,317,463,2271.909773,1966.114124,2616.749279,14544.40916,14862.80746,14186.65451,180.9404316,168.3377863,193.8555812
HER42PB,119.7,1151.1,121,321,552,2027.53306,1750.771999,2341.103436,14780.20089,15070.55026,14452.59625,189.5254176,175.937111,203.5596867
HER42PB,119.8,1152.09,93,254,614,2112.923999,1825.914473,2437.570172,14697.33911,14997.6217,14359.02134,186.9962573,173.7231981,200.6678598
HER42PB,119.9,1153.09,117,301,497,2084.182876,1800.605121,2405.126611,14725.71915,15022.64124,14391.01775,187.3573404,174.0130091,201.1150108
HER42PB,120,1154.08,60,293,474,1274.365767,1093.064744,1482.765294,15496.83891,15695.74858,15269.83378,226.0546874,208.4460421,244.66029
HER42PB,120.1,1155.09,132,239,657,2893.834967,2518.469295,3312.084007,13943.15624,14328.84282,13514.54886,160.2681633,149.9472505,170.6265058
HER42PB,120.2,1156.1,66,321,585,1244.129173,1066.885984,1447.969751,15518.2057,15713.79796,15294.96174,234.9244936,216.5754281,254.3278783
HER42PB,120.3,1157.11,104,329,614,1717.42893,1478.92922,1989.251878,15072.07862,15326.00247,14784.17275,207.7518205,192.3276832,223.8347413
HER42PB,120.4,1158.12,125,368,647,1885.146555,1625.743207,2179.856664,14917.0598,15190.67893,14607.6019,195.053016,180.8372298,209.8008011
HER42PB,120.5,1159.12,121,476,856,1490.49316,1280.888714,1730.433767,15292.6545,15518.55978,15035.59939,214.1117078,197.8108794,231.2262111
HER42PB,120.6,1160.13,153,585,811,1495.886846,1285.581124,1736.606628,15288.15826,15514.68772,15030.40753,213.2142591,196.9905242,230.2452133
HER42PB,120.7,1161.14,157,319,527,2432.827312,2108.421394,2797.523997,14390.07026,14726.3857,14013.2325,174.361794,162.4522784,186.5028704
HER42PB,120.8,1162.15,116,383,561,1696.87724,1460.924513,1965.914615,15096.71377,15347.82708,14811.85743,203.6683583,188.5077722,219.4873238
HER42PB,120.9,1163.16,140,450,685,1658.211657,1427.155131,1921.858422,15132.09185,15378.61812,14852.2849,206.9558611,191.4861185,223.1160493
HER42PB,121,1164.17,92,493,498,1093.364611,936.3255492,1274.498771,15666.26518,15842.16234,15465.10086,237.6295797,218.7714813,257.6597384
HER42PB,121.1,1165.17,150,462,373,1554.758983,1336.898356,1803.838525,15228.96779,15462.96979,14962.97418,213.5325961,197.3912245,230.4466595
HER42PB,121.2,1166.18,72,299,459,1389.521542,1193.06977,1614.834453,15385.06015,15598.64523,15141.70554,222.6776714,205.544365,240.719375
HER42PB,121.3,1167.19,116,368,673,1830.251786,1577.610412,2117.587105,14971.62309,15238.59527,14669.39506,195.3844933,181.0536832,210.2772026
HER42PB,121.4,1168.2,74,283,706,1611.878022,1386.705928,1869.038566,15176.19441,15417.08278,14902.59316,209.1869407,193.47066,225.6276453
HER42PB,121.5,1169.21,106,340,761,1788.582808,1541.156329,2070.201833,15007.00773,15269.29104,14709.93041,201.668833,186.8120016,217.1271219
HER42PB,121.6,1170.22,121,395,784,1852.741859,1597.319763,2143.113611,14949.79852,15219.46603,14644.63311,194.7189935,180.4735719,209.5126502
HER42PB,121.7,1171.22,137,462,792,1681.900139,1447.842095,1948.852293,15110.3095,15359.65559,14827.39828,205.0497273,189.7616881,221.0088005
HER42PB,121.8,1172.23,110,442,828,1424.884222,1223.819283,1655.331144,15351.05586,15569.08506,15102.764,221.3192867,204.3550257,239.1642289
HER42PB,121.9,1173.24,109,703,1135,967.8422472,827.9560524,1129.566656,15775.68802,15935.95679,15592.23863,253.7290993,233.3465229,275.4540865
HER42PB,122,1174.25,110,439,922,1479.61024,1271.433371,1717.960471,15300.06033,15524.81901,15044.29556,217.5887981,201.0069887,235.0033349
HER42PB,122.1,1175.26,128,390,451,1696.717783,1460.797448,1965.71553,15095.29513,15346.49219,14810.35746,205.2464602,189.9697327,221.1863828
HER42PB,122.2,1176.27,125,358,430,1731.353453,1491.084947,2005.124976,15061.32128,15316.75783,14771.74008,204.5846401,189.4165923,220.3943147
HER42PB,122.3,1177.27,142,370,613,2066.435439,1784.979937,2385.088204,14743.60504,15038.4235,14411.16753,187.2188859,173.8559269,201.0036359
HER42PB,122.4,1178.28,218,476,784,2352.336339,2037.177161,2707.188982,14468.23911,14795.58643,14100.92845,176.6839165,164.4957739,189.1419348
HER42PB,122.5,1179.29,153,423,548,1878.524953,1619.941645,2172.33941,14922.84208,15195.71256,14614.20284,195.892336,181.605164,210.7171149
HER42PB,122.6,1180.3,135,369,630,2031.330794,1754.088131,2345.430221,14778.99198,15069.6337,14451.05498,186.9365911,173.5375345,200.7741689
HER42PB,122.7,1181.31,54,320,539,1059.32303,906.9373542,1235.19307,15690.93447,15862.98118,15494.16284,247.0018647,227.3408366,267.9034569
HER42PB,122.8,1182.32,116,349,706,1925.130682,1660.803483,2225.208766,14880.56943,15158.79594,14566.08944,191.5592547,177.6599422,205.9611645
HER42PB,122.9,1183.32,123,456,802,1594.937723,1371.915177,1849.728997,15193.70976,15432.43589,14922.48241,208.6118865,192.9083061,225.047959
HER42PB,123,1184.33,119,332,685,1978.951048,1708.085136,2286.126724,14825.95522,15110.68912,14504.43473,192.3531034,178.485116,206.6979169
HER42PB,123.1,1185.34,105,419,612,1404.761505,1206.305153,1632.310916,15372.59281,15587.94388,15127.26051,219.9050525,203.0103311,237.687941
HER42PB,123.2,1186.35,158,352,713,2453.402745,2126.642277,2820.602469,14370.74627,14709.30126,13991.53077,173.1103528,161.3158291,185.1261333
HER42PB,123.3,1187.36,184,485,758,2034.518741,1756.916039,2348.999965,14773.30365,15064.47712,14444.80939,189.4369748,175.8662118,203.4500116
HER42PB,123.4,1188.37,90,498,772,1121.612385,960.7658995,1307.034836,15637.52499,15817.21164,15432.10818,238.1219915,219.2818248,258.1163567
HER42PB,123.5,1189.37,169,496,674,1830.251786,1577.610412,2117.587105,14971.62309,15238.59527,14669.39506,195.3844933,181.0536832,210.2772026
HER42PB,123.6,1190.38,99,395,849,1558.655169,1340.261704,1808.334948,15229.90339,15464.07109,14963.69526,208.7008132,192.926574,225.2291648
HER42PB,123.7,1191.39,72,294,570,1461.35552,1255.530803,1697.098829,15319.31404,15541.67889,15066.19014,216.5898073,200.0496745,233.9704003
HER42PB,123.8,1192.4,198,395,660,2596.732807,2253.793211,2981.053571,14233.04661,14587.19531,13837.36072,167.479947,156.2708458,178.8450746
HER42PB,123.9,1193.41,95,324,608,1748.555849,1506.102558,2024.733799,15048.44311,15305.71892,14756.82307,200.2604062,185.43789,215.702496
HER42PB,124,1194.42,61,275,860,1404.475359,1206.078306,1631.951537,15369.46146,15585.01256,15123.93001,223.3225538,206.1685012,241.3778266
HER42PB,124.1,1195.42,104,299,538,1901.534083,1640.123792,2198.42872,14900.50779,15176.11848,14588.88897,195.2174967,181.017099,209.9416799
HER42PB,124.2,1196.43,78,290,606,1623.468132,1396.811945,1882.268722,15166.36661,15408.58814,14891.28867,207.424624,191.8592887,223.7019772
HER42PB,124.3,1197.44,94,334,554,1637.981449,1409.475775,1898.822776,15153.24355,15397.18633,14876.2659,206.0343685,190.5972607,222.1706973
HER42PB,124.4,1198.45,203,327,721,3092.051222,2695.823194,3531.863775,13751.70431,14157.55887,13302.29778,153.5038317,143.8773045,163.0978135
HER42PB,124.5,1199.46,138,355,670,2073.625591,1791.301322,2393.219145,14737.22548,15032.84417,14403.92091,186.4082948,173.1138769,200.1193168
HER42PB,124.6,1200.47,152,321,578,2457.651933,2130.396947,2825.379994,14367.54675,14706.51937,13987.88278,172.0606839,160.3430523,183.9965959
HER42PB,124.7,1201.47,130,358,588,1951.965543,1684.365583,2255.600507,14854.07563,15135.50679,14536.12144,191.2181969,177.3869951,205.5374238
HER42PB,124.8,1202.48,142,343,614,2186.821637,1891.006194,2520.959658,14628.62722,14937.23752,14281.34076,181.8105144,169.0156543,194.9589524
HER42PB,124.9,1203.49,135,316,579,2309.270121,1999.0822,2658.82099,14511.80861,14834.21545,14149.75041,176.1806417,163.9617141,188.6879662
HER42PB,125,1204.5,201,387,533,2486.485062,2155.963891,2857.674032,14338.7231,14680.91862,13955.65379,172.0512115,160.3768614,183.9315466
HER42PB,125.1,1205.51,106,381,709,1620.486185,1394.217538,1878.856667,15168.10569,15410.03692,14893.3549,208.6674948,193.0049097,225.0478006
HER42PB,125.2,1206.52,151,443,837,1941.821792,1675.460925,2244.10952,14863.72113,15143.96532,14547.05568,191.7164453,177.8331198,206.0941663
HER42PB,125.3,1207.52,142,450,669,1687.908595,1453.087591,1955.701395,15105.16993,15355.20467,14821.4984,204.1808412,188.9671028,220.0595716
HER42PB,125.4,1208.53,167,528,1047,1833.070431,1580.109494,2120.745256,14965.42195,15232.95369,14662.60698,198.766988,184.1961862,213.9071309
HER42PB,125.5,1209.54,167,586,622,1450.662655,1246.245587,1684.835803,15326.49302,15547.73461,15074.63545,220.1036976,203.279174,237.7881147
HER42PB,125.6,1210.55,185,620,862,1673.237529,1440.256451,1939.010493,15120.82352,15368.97138,14839.21346,203.1983249,188.0315398,219.0354148
HER42PB,125.7,1211.56,223,482,730,2420.879832,2097.818621,2784.154184,14403.55046,14738.43556,14028.21727,172.829079,161.0051863,184.8879126
HER42PB,125.8,1212.57,196,569,716,1765.254531,1520.734107,2043.691756,15029.83195,15289.28587,14735.84545,202.17289,187.2393899,217.7221584
HER42PB,125.9,1213.57,154,393,800,2112.923999,1825.914473,2437.570172,14697.33911,14997.6217,14359.02134,186.9962573,173.7231981,200.6678598
HER42PB,126,1214.58,173,424,945,2212.866674,1913.994228,2550.283831,14601.84853,14913.52613,14251.28363,182.5441652,169.7390151,195.6919129
HER42PB,126.1,1215.59,144,396,804,2052.29599,1772.5377,2369.114359,14757.5672,15050.72354,14426.92164,187.3961816,173.998125,201.2233706
HER42PB,126.2,1216.6,143,379,784,2003.026766,1729.241522,2313.368711,14802.55779,15090.12344,14477.97242,191.6748127,177.8944079,205.9182343
HER42PB,126.3,1217.61,165,643,1262,1603.769106,1379.595793,1859.838739,15188.58251,15428.16901,14916.38439,204.907751,189.494562,221.0362411
HER42PB,126.4,1218.62,145,760,1159,1146.416678,982.2331758,1335.594744,15613.09274,15796.03791,15404.0181,237.7499469,218.9882829,257.6465241
HER42PB,126.5,1219.62,162,442,865,2106.155378,1819.917872,2429.980469,14707.59659,15006.87332,14370.33723,183.5074053,170.4681796,196.9416733
HER42PB,126.6,1220.63,125,320,977,2278.08141,1971.53505,2623.734346,14541.25521,14860.18732,14182.91148,177.9227441,165.5369987,190.6135379
HER42PB,126.7,1221.64,106,365,878,1785.828761,1538.716099,2067.113777,15013.19407,15274.91873,14716.70357,198.2365336,183.6245422,213.4420173
HER42PB,126.8,1222.65,158,426,709,2031.155589,1753.947682,2345.212952,14777.71728,15068.42708,14449.7163,188.386503,174.8846022,202.3301156
HER42PB,126.9,1223.66,165,310,521,2549.271244,2211.680105,2927.93641,14276.35042,14625.4955,13885.95226,171.6377007,160.0837682,183.3706966
HER42PB,127.1,1225.67,57,295,499,1174.084207,1006.172802,1367.458801,15589.01525,15775.35474,15376.11299,234.1599147,215.7318287,253.6875821
HER42PB,127.2,1226.68,75,258,674,1726.863933,1487.153058,2000.025262,15066.3413,15321.1892,14777.40033,204.0541378,188.9171137,219.8337771
HER42PB,127.3,1227.69,91,335,571,1609.223127,1384.373671,1866.032756,15180.81907,15421.2435,14907.71485,207.2171683,191.6421994,223.5117638
HER42PB,127.4,1228.7,75,333,319,1178.105355,1009.675116,1372.056367,15581.42246,15768.54967,15367.66205,237.7315508,219.0345842,257.5409541
HER42PB,127.5,1229.71,54,305,445,1079.072582,923.9966683,1257.983016,15674.32106,15848.77174,15474.82454,243.8657294,224.490965,264.4518117
HER42PB,127.6,1230.72,110,261,437,2235.707106,1934.138788,2576.020532,14580.69111,14894.91269,14227.39528,180.8611553,168.2078944,193.8435556
HER42PB,127.7,1231.72,52,236,228,1162.129169,995.8404288,1353.673325,15596.92955,15781.98356,15385.49433,238.2006525,219.4353768,258.0917183
HER42PB,127.8,1232.73,73,238,342,1626.14367,1399.16298,1885.296958,15161.7197,15404.40687,14886.1432,209.3960004,193.6895193,225.819213
HER42PB,127.9,1233.74,60,252,284,1290.475645,1107.051811,1501.246909,15479.65278,15680.7371,15250.23035,227.1309447,209.4704606,245.7821134
HER42PB,128,1234.75,23,225,143,594.0897201,506.6161554,695.9247141,16106.45834,16218.63035,15978.027,296.7113128,272.0128676,323.30765
HER42PB,128.1,1235.76,26,236,427,762.8177578,651.4024251,892.1278148,15965.33915,16098.81278,15812.38243,269.102462,247.0441613,292.749128
HER42PB,128.2,1236.77,42,259,464,1009.815455,864.178624,1178.05436,15736.79996,15902.48723,15547.21547,250.6439556,230.5935147,271.989543
HER42PB,128.3,1237.77,45,201,253,1260.422317,1080.983777,1466.732367,15507.95366,15705.24485,15282.77297,228.8833921,211.0307391,247.7540295
HER42PB,128.4,1238.78,59,228,295,1443.304446,1239.810961,1676.461939,15338.36274,15558.35409,15087.85939,215.5921809,199.0943219,232.9380352
HER42PB,128.5,1239.79,12,212,256,393.891622,335.3558984,462.2825352,16267.41808,16354.41292,16168.22135,335.949669,307.4905474,366.7554817
HER42PB,128.6,1240.8,76,201,467,2205.451268,1907.44392,2541.942232,14609.87565,14920.65734,14260.2653,181.9324523,169.1581131,195.0518338
HER42PB,128.7,1241.81,37,174,302,1276.503486,1094.93229,1485.201058,15492.54605,15691.88724,15265.07407,228.2098319,210.4398365,246.9842443
HER42PB,128.8,1242.82,37,213,350,1067.230425,913.7632606,1244.324221,15685.04131,15857.99535,15487.23538,244.9876345,225.5007576,265.6997678
HER42PB,128.9,1243.82,40,337,517,746.8212503,637.6881156,873.5100343,15969.98715,16102.13071,15818.6229,280.4509715,257.4405481,305.126434
HER42PB,129,1244.83,37,341,653,762.8177578,651.4024251,892.1278148,15965.33915,16098.81278,15812.38243,269.102462,247.0441613,292.749128
HER42PB,129.1,1245.84,23,273,507,606.1139043,516.9140779,709.9380644,16098.88629,16212.39107,15968.89714,292.2591717,267.9542247,318.4241645
HER42PB,129.2,1246.85,68,307,380,1237.622185,1061.225748,1440.519978,15527.76002,15722.28367,15305.68904,231.8771669,213.7499513,251.0503545
HER42PB,129.3,1247.86,39,370,475,669.8582236,571.5860396,784.1064907,16042.3584,16164.19419,15902.78712,285.0427408,261.4791421,310.3657537
HER42PB,129.4,1248.87,15,274,211,339.6839022,289.0868752,398.8541098,16305.37041,16385.93406,16213.7193,352.2050518,322.2384324,384.6859634
HER42PB,129.5,1249.87,20,250,148,445.5830731,379.5264815,522.6884911,16224.06371,16317.74597,16117.09522,327.612581,299.9869189,357.475661
HER42PB,129.6,1250.88,63,213,339,1664.30232,1432.458125,1928.821759,15128.46137,15375.58335,14847.98479,204.4956781,189.2178907,220.4528235
HER42PB,129.7,1251.89,57,231,534,1522.672769,1308.924966,1767.203307,15260.91922,15490.8764,14999.38675,213.6673836,197.4580068,230.669312
HER42PB,129.8,1252.9,61,230,457,1550.042033,1332.777276,1798.465449,15234.74796,15468.08331,14969.482,212.4693794,196.3987864,229.3119178
HER42PB,129.9,1253.91,61,271,285,1210.930534,1038.092787,1409.836709,15553.16329,15744.27982,15334.90858,233.1655422,214.8867608,252.5140848
HER42PB,130,1254.92,23,240,278,582.2125314,496.4522731,682.0703413,16111.5007,16222.54823,15984.40542,303.546135,278.2588645,330.7836062
HER42PB,130.1,1255.95,54,301,201,939.6009443,803.6003394,1096.916911,15801.52057,15958.15476,15622.1946,256.137859,235.5042714,278.1478556
HER42PB,130.2,1256.98,36,308,443,771.257668,658.6705481,901.9028253,15953.92186,16088.78823,15799.39977,272.079845,249.8005946,295.9567691
HER42PB,130.3,1258.02,45,297,276,862.6540789,737.30316,1007.860927,15871.23642,16017.96355,15703.17842,263.3688651,241.9926603,286.2200246
HER42PB,130.4,1259.05,71,312,414,1321.184804,1133.703228,1536.492531,15450.69301,15655.64272,15216.95382,225.3815503,207.9134197,243.8130229
HER42PB,130.5,1260.08,75,302,325,1348.970371,1157.825128,1568.370514,15425.24759,15633.62996,15187.67435,223.0414092,205.8042821,241.2145006
HER42PB,130.6,1261.12,75,291,444,1487.729305,1278.489974,1727.262344,15294.1392,15519.78041,15037.38438,215.3908606,198.9889804,232.6126411
HER42PB,130.7,1262.15,55,313,376,1036.161664,886.9314086,1208.464795,15711.82712,15880.9446,15518.36812,249.2705894,229.3833554,270.4264561
HER42PB,130.8,1263.18,58,376,534,936.0843171,800.5715463,1092.8454,15803.99444,15960.23105,15625.12509,257.1806119,236.4567701,279.2888761
HER42PB,130.9,1264.21,98,371,770,1547.330632,1330.41028,1795.374178,15237.83102,15470.7991,14972.96742,212.0977188,196.0499847,228.9177678
HER42PB,131,1265.25,53,368,746,997.107381,853.1902781,1163.405458,15752.66227,15916.40766,15565.24651,247.4897141,227.6614341,268.6074001
HER42PB,131.1,1266.28,45,218,611,1292.63719,1108.940814,1503.708863,15475.3264,15676.84497,15245.43447,229.2957827,211.4735883,248.1160356
HER42PB,131.2,1267.31,26,278,698,683.9315331,583.6600861,800.4749022,16031.25061,16154.81152,15889.68804,282.0772214,258.7877595,307.0964264
HER42PB,131.3,1268.35,51,288,427,1093.00224,936.0398449,1274.040775,15661.07295,15837.32836,15459.54342,243.1841782,223.8911599,263.6751762
HER42PB,131.4,1269.38,71,322,522,1299.686834,1115.057143,1511.802614,15468.82037,15671.21704,15237.94648,228.7521656,210.985187,247.5102792
HER42PB,131.5,1270.41,49,351,509,902.2332585,771.3774948,1053.709299,15839.2772,15990.81563,15665.71477,255.7489097,235.0662446,277.8353007
HER42PB,131.6,1271.45,59,249,701,1482.361515,1273.820789,1721.11807,15298.6009,15523.62134,15042.5382,216.2969576,199.8172409,233.6030975
HER42PB,131.7,1272.48,80,344,384,1235.349877,1059.258065,1437.905468,15529.55218,15723.81264,15307.7784,232.3573094,214.1886672,251.575504
HER42PB,131.8,1273.51,94,340,460,1558.655169,1340.261704,1808.334948,15229.90339,15464.07109,14963.69526,208.7008132,192.926574,225.2291648
HER42PB,131.9,1274.55,77,318,501,1404.761505,1206.305153,1632.310916,15372.59281,15587.94388,15127.26051,219.9050525,203.0103311,237.687941
HER42PB,132,1275.58,57,380,763,993.2767134,849.8961393,1158.963145,15753.56132,15917.00948,15566.50067,250.4213359,230.3537448,271.795557
HER42PB,132.1,1276.61,35,326,496,692.9849652,591.4326149,810.9968792,16022.89432,16147.65831,15879.95305,281.3800811,258.1684426,306.3094353
HER42PB,132.2,1277.65,75,296,689,1538.920767,1323.092969,1785.751137,15244.07175,15476.12434,14980.23183,214.2668503,198.0420592,231.2763977
HER42PB,132.3,1278.68,122,329,708,2164.679308,1871.473554,2496.01414,14651.19892,14957.20405,14306.70149,181.3811389,168.5817663,194.5437369
HER42PB,132.4,1279.71,66,422,574,939.6009443,803.6003394,1096.916911,15801.52057,15958.15476,15622.1946,256.137859,235.5042714,278.1478556
HER42PB,132.5,1280.75,101,339,914,1794.92691,1546.70563,2077.417535,15001.52327,15264.52809,14703.6535,200.8091862,186.0256456,216.1883337
HER42PB,132.6,1281.78,91,354,675,1522.672769,1308.924966,1767.203307,15260.91922,15490.8764,14999.38675,213.6673836,197.4580068,230.669312
HER42PB,132.7,1282.81,135,427,674,1678.663724,1445.035133,1945.136661,15110.71764,15359.84792,14828.06153,207.8780078,192.3763114,224.0611774
HER42PB,132.8,1283.85,110,353,606,1732.852218,1492.397632,2006.827334,15059.64541,15315.27839,14769.8506,204.7617411,189.5833463,220.5814302
HER42PB,132.9,1284.88,110,332,944,2034.782947,1757.127848,2349.327578,14775.22214,15066.29326,14446.824,187.2542812,173.8382634,201.1077916
HER42PB,133,1285.91,227,305,761,3602.240605,3155.322942,4093.456291,13255.74425,13710.78558,12756.58514,139.2745096,131.1508417,147.2179384
HER42PB,133.1,1286.95,120,322,473,1965.418204,1696.188628,2270.820438,14840.05575,15123.13504,14520.32134,191.7854179,177.9357046,206.1175904
HER42PB,133.2,1287.98,100,303,584,1845.886057,1591.342175,2135.288912,14952.77431,15221.85521,14648.27245,198.5990052,184.0619839,213.6980099
HER42PB,133.3,1289.01,60,363,438,995.3040102,851.6311854,1161.326309,15754.91326,15918.38277,15567.80569,247.0421036,227.2454129,268.1273656
HER42PB,133.4,1290.05,91,403,797,1369.574098,1175.740894,1591.966784,15402.99943,15614.15602,15162.35438,224.685837,207.362459,242.9382056
HER42PB,133.5,1291.08,143,777,1054,1111.45558,951.9759807,1295.339323,15647.98742,15826.30363,15444.10703,237.8163701,218.9797587,257.8130156
HER42PB,133.6,1292.11,41,358,536,750.0427616,640.4250044,877.296446,15976.34613,16108.19363,15825.25373,270.8704802,248.6407344,294.7091889
HER42PB,133.7,1293.15,40,362,400,659.7893795,562.9499939,772.3918447,16050.05382,16170.67379,15911.88852,287.4161644,263.6355874,312.9790025
HER42PB,133.8,1294.18,71,406,639,1071.204396,917.1940832,1248.912636,15682.0687,15855.47931,15483.74252,243.9862696,224.5859749,264.6042125
HER42PB,133.9,1295.21,110,270,561,2228.133497,1927.453372,2567.494602,14588.17192,14901.52345,14235.80661,180.9539485,168.2825496,193.9581571
HER42PB,134,1296.25,111,350,675,1839.718975,1585.917065,2128.318334,14961.14525,15229.33531,14657.59822,196.3951422,182.0069921,211.3428177
HER42PB,134.1,1297.28,82,277,533,1669.780076,1437.274954,1935.016538,15119.07962,15367.14049,14837.5992,208.3996769,192.8439287,224.6436264
HER42PB,134.2,1298.31,99,365,397,1440.475397,1237.368411,1673.197152,15338.22595,15558.05977,15087.91671,218.5580224,201.8311889,236.145502
HER42PB,134.3,1299.35,115,337,540,1885.31492,1625.877821,2180.066071,14918.39206,15191.93675,14609.00518,193.5523863,179.4448004,208.188116
