Site,depth,SH20_age,Ti,Ca,Sr,Ti_ICP_clr_ppm,Ti_ICP_clr_lower_ppm,Ti_ICP_clr_upper_ppm,Ca_ICP_clr_ppm,Ca_ICP_clr_lower_ppm,Ca_ICP_clr_upper_ppm,Sr_ICP_clr_ppm,Sr_ICP_clr_lower_ppm,Sr_ICP_clr_upper_ppm
HER42PB,224.3,2600.37,58,339,624,1134.136523,971.5897688,1321.477711,15627.91962,15809.05426,15420.85842,235.2032236,216.6153418,254.9232396
HER42PB,224.4,2601.84,78,392,563,1178.297356,1009.826723,1372.298612,15583.96183,15770.91739,15370.37531,235.000187,216.5152599,254.5854518
HER42PB,224.5,2603.32,64,279,561,1379.585867,1184.432209,1603.453207,15394.85408,15607.17046,15152.90868,222.819425,205.6567024,240.89748
HER42PB,224.6,2604.79,33,242,687,985.9953678,843.6104593,1150.554532,15760.72873,15923.20549,15574.76498,250.5352703,230.4434146,271.9398544
HER42PB,224.7,2606.26,58,240,408,1458.785089,1253.290406,1694.162979,15322.26544,15544.27626,15069.53074,216.2088396,199.6927014,233.5656494
HER42PB,224.8,2607.74,40,218,640,1150.282634,985.604158,1340.009386,15604.6684,15788.45497,15394.68109,242.3083318,223.2002403,262.5688961
HER42PB,224.9,2609.21,46,177,462,1614.534969,1389.040276,1872.046284,15171.54927,15412.90279,14897.44988,211.1751329,195.3163075,227.7632
HER42PB,225,2610.68,92,275,431,1801.290529,1552.27265,2084.654477,14996.01597,15259.74439,14697.35169,199.9528725,185.2423296,215.2532008
HER42PB,225.1,2612.16,88,250,570,2038.240083,1760.172157,2353.230267,14771.44686,15062.94777,14442.58723,187.5724299,174.1394465,201.4418706
HER42PB,225.2,2613.63,102,257,438,2142.369234,1851.829169,2470.828509,14671.12139,14974.66216,14329.28321,183.7687489,170.7680436,197.1476447
HER42PB,225.3,2615.1,101,312,568,1898.618181,1637.53574,2195.165542,14906.74497,15181.79415,14595.71378,191.8962153,177.9294794,206.3800459
HER42PB,225.4,2616.58,53,204,507,1575.097553,1354.619954,1827.074329,15211.2594,15447.64602,14942.62187,210.9024156,194.9934001,227.5631656
HER42PB,225.5,2618.05,70,250,653,1696.87724,1460.924513,1965.914615,15096.71377,15347.82708,14811.85743,203.6683583,188.5077722,219.4873238
HER42PB,225.6,2619.52,177,248,582,3400.291912,2972.954175,3871.815016,13450.30597,13886.45212,12970.10334,146.6614863,137.8530696,155.341013
HER42PB,225.7,2621,38,258,619,1011.874762,865.9415707,1180.454043,15738.12331,15903.83618,15548.48714,247.2612928,227.4816172,268.3181858
HER42PB,225.8,2622.47,67,280,598,1445.706202,1241.914976,1679.189854,15333.9085,15554.34803,15082.92252,217.644665,200.9963599,235.146997
HER42PB,225.9,2623.95,54,285,635,1162.978699,996.5919766,1354.627715,15593.096,15778.47782,15381.31352,241.1846662,222.1895687,261.3181311
HER42PB,226,2625.42,39,252,717,1022.791233,875.39224,1193.020747,15722.57908,15890.0992,15530.93717,251.8890531,231.7679268,273.3014569
HER42PB,226.1,2626.89,54,235,714,1509.077582,1297.08686,1751.659617,15273.0874,15501.41895,15013.35876,215.0943833,198.7535564,232.2409898
HER42PB,226.2,2628.37,68,205,608,2020.479909,1744.576281,2333.119805,14786.43205,15075.99358,14459.68296,190.3474134,176.6895048,204.4566013
HER42PB,226.3,2629.84,242,241,686,4441.513675,3920.760567,5004.661019,12433.97544,12960.93845,11864.96725,121.7702495,115.5603532,127.6311001
HER42PB,226.4,2631.31,61,243,518,1564.119036,1345.032489,1814.562883,15223.70792,15458.61357,14956.69163,209.4324141,193.6133139,226.0048577
HER42PB,226.5,2632.79,37,265,580,939.7111449,803.686996,1097.056619,15803.37384,15959.87561,15624.18431,254.1743856,233.6967607,276.0184422
HER42PB,226.6,2634.26,66,245,432,1632.439408,1404.618347,1892.532419,15161.08065,15404.17874,14885.01547,203.7393128,188.4622839,219.7114791
HER42PB,226.7,2635.73,48,271,491,1133.889435,971.3948187,1321.165674,15624.51485,15805.88216,15417.21714,238.8550859,219.9823887,258.8765544
HER42PB,226.8,2637.21,46,241,679,1350.304376,1158.974835,1569.913121,15425.43045,15633.87906,15187.77349,221.5245378,204.4054714,239.5727602
HER42PB,226.9,2638.68,47,260,733,1233.472766,1057.603097,1435.788495,15536.26973,15729.93856,15315.1245,227.5168748,209.717711,246.3463722
HER42PB,227,2640.15,70,235,535,1720.569542,1481.666482,1992.838282,15070.17779,15324.40871,14781.92783,206.5120363,191.1841749,222.4932547
HER42PB,227.1,2641.63,74,293,537,1490.345917,1280.77181,1730.249157,15291.14376,15517.14342,15033.99533,215.769689,199.3441339,233.0148791
HER42PB,227.2,2643.1,83,278,496,1718.075015,1479.444263,1990.058177,15077.74863,15331.33981,14790.16519,201.4357192,186.4753006,217.0360054
HER42PB,227.3,2644.57,42,285,444,915.6759462,782.9653611,1069.258946,15826.04812,15979.39564,15650.43609,255.5353063,234.8983698,277.5643297
HER42PB,227.4,2646.05,39,251,336,941.3084333,805.0751838,1098.88762,15799.34761,15956.24769,15619.72418,256.6033253,235.9364914,278.6475729
HER42PB,227.5,2647.52,58,230,272,1377.076789,1182.253905,1600.574788,15396.8979,15608.92355,15155.27839,223.2846838,206.0819139,241.4061894
HER42PB,227.6,2649,31,282,376,710.2205943,606.2243095,831.0359333,16009.70793,16136.54747,15864.36983,277.3308427,254.487587,301.8536045
HER42PB,227.7,2650.47,55,296,359,1107.465163,948.5193314,1290.749095,15652.83166,15830.5554,15449.61086,236.9625472,218.1846376,256.8994168
HER42PB,227.8,2651.94,80,280,452,1580.612276,1359.436708,1833.357911,15205.00627,15442.1359,14935.55567,211.640826,195.6867571,228.3457893
HER42PB,227.9,2653.42,109,299,433,1962.155294,1693.31227,2267.141189,14844.38351,15127.00566,14525.13682,190.7205641,176.9414361,204.9813584
HER42PB,228,2654.89,41,302,621,925.8272436,791.7219881,1080.992347,15815.07456,15969.86036,15637.8406,256.3575651,235.6770182,278.4264272
HER42PB,228.1,2656.36,113,325,723,1961.98263,1693.174028,2266.926772,14843.07725,15125.7707,14523.76309,192.1994895,178.3146461,206.5695087
HER42PB,228.2,2657.84,135,315,290,2027.577173,1750.80736,2341.158144,14780.52247,15070.85464,14452.93398,189.1597275,175.5973658,203.1672447
HER42PB,228.3,2659.31,91,322,637,1629.135376,1401.766123,1888.719811,15159.97529,15402.95348,14884.07089,208.1487072,192.5397705,224.4686696
HER42PB,228.4,2660.78,88,310,540,1634.976354,1406.860506,1895.385319,15155.01366,15398.66315,14878.3662,207.269354,191.7357083,223.5078514
HER42PB,228.5,2662.26,78,293,633,1609.069273,1384.251262,1865.840321,15179.36767,15419.87992,14906.17749,208.8224257,193.1281895,225.2415578
HER42PB,228.6,2663.73,98,467,572,1215.589558,1042.110921,1415.221179,15552.13435,15743.6023,15333.46242,229.5354593,211.5461466,248.5757727
HER42PB,228.7,2665.2,99,321,546,1745.373533,1503.327358,2021.102142,15050.42209,15307.38409,14759.15288,201.4637419,186.5479227,217.0043431
HER42PB,228.8,2666.68,114,389,857,1720.893697,1481.924905,1993.242792,15073.017,15327.0815,14784.9283,203.3486675,188.2529672,219.0882785
HER42PB,228.9,2668.15,372,366,718,4260.745519,3754.895763,4809.691958,12610.69996,13123.16554,12055.45856,125.8138875,119.1980684,132.1088469
HER42PB,229,2669.63,93,289,734,1829.584185,1577.077157,2116.755843,14966.16205,15233.44441,14663.63657,201.5131323,186.7378026,216.8669528
HER42PB,229.1,2671.1,92,409,741,1379.726621,1184.543743,1603.630077,15396.42476,15608.64014,15154.58013,221.1079871,204.0754847,239.0491664
HER42PB,229.2,2672.57,60,308,630,1256.068581,1077.192315,1461.754116,15514.87303,15711.41298,15290.51362,226.3177538,208.6540718,244.9916319
HER42PB,229.3,2674.05,128,330,682,2105.797357,1819.630487,2429.537167,14705.09647,15004.50356,14367.71564,186.3655411,173.1253201,200.0065595
HER42PB,229.4,2675.52,112,365,712,1766.943141,1522.201097,2045.626723,15029.52477,15289.09677,14735.40028,200.791458,185.961498,216.2323662
HER42PB,229.5,2676.99,93,259,639,1961.456658,1692.752901,2266.273626,14839.09809,15122.00861,14519.57851,196.704622,182.497854,211.4072353
HER42PB,229.6,2678.47,83,311,694,1703.090926,1466.338595,1973.012662,15092.92343,15344.64778,14807.38203,201.2450107,186.2729957,216.8646737
HER42PB,229.7,2679.94,99,311,804,1938.336475,1672.410574,2240.148246,14866.0496,15145.94722,14549.76719,192.8732911,178.9015792,207.3439349
HER42PB,229.8,2681.41,91,304,588,1795.418273,1547.097862,2078.029797,15005.62995,15268.39906,14707.987,196.2111447,181.762448,211.242576
HER42PB,229.9,2682.89,91,376,622,1379.444038,1184.319821,1603.27499,15393.2714,15605.68953,15151.2245,224.5439327,207.2500206,242.7598776
HER42PB,230,2684.36,129,329,652,2109.176453,1822.624279,2433.326021,14699.95429,14999.86486,14362.04376,188.1286236,174.7702316,201.8895861
HER42PB,230.1,2685.87,64,274,646,1450.808857,1246.361586,1685.01925,15328.03766,15549.18177,15076.2768,218.4128471,201.7160166,235.9633221
HER42PB,230.2,2687.38,66,320,762,1306.908211,1121.312839,1520.107411,15463.89417,15667.06705,15232.1404,226.4569896,208.8794834,245.0115588
HER42PB,230.3,2688.88,119,271,653,2420.783493,2097.74085,2784.035658,14402.97727,14737.88917,14027.62007,173.4986082,161.6293506,185.6036417
HER42PB,230.4,2690.39,138,372,651,1992.827899,1720.266533,2301.846668,14813.73261,15100.02172,14490.52007,190.6988567,176.9711128,204.8926309
HER42PB,230.5,2691.9,81,294,555,1592.002312,1369.362602,1846.36817,15195.39596,15433.8372,14924.49027,209.8610976,194.0595658,226.4009288
HER42PB,230.6,2693.41,123,324,672,2016.694377,1741.271785,2328.805492,14787.58229,15076.85557,14461.16158,192.9827017,179.132012,207.2922974
HER42PB,230.7,2694.91,91,280,828,1999.797411,1726.385689,2309.740142,14807.58539,15094.65516,14483.52393,189.876567,176.2185173,203.9952922
HER42PB,230.8,2696.42,85,322,657,1566.705641,1347.30303,1817.493925,15219.12966,15454.4951,14951.62008,211.4240705,195.4612427,228.145362
HER42PB,230.9,2697.93,112,274,697,2293.349613,1985.040511,2640.883011,14524.79453,14845.54789,14164.51697,179.1152215,166.6709646,191.8593834
HER42PB,231,2699.44,79,319,731,1550.042033,1332.777276,1798.465449,15234.74796,15468.08331,14969.482,212.4693794,196.3987864,229.3119178
HER42PB,231.1,2700.94,96,291,779,2034.782947,1757.127848,2349.327578,14775.22214,15066.29326,14446.824,187.2542812,173.8382634,201.1077916
HER42PB,231.2,2702.45,73,417,657,1044.026587,893.7089256,1217.564283,15707.8883,15877.76851,15513.54397,245.3444859,225.7819321,266.1511192
HER42PB,231.3,2703.96,83,365,598,1372.281809,1178.075349,1595.096631,15403.33783,15614.63108,15162.52072,221.6397333,204.5529409,239.6420158
HER42PB,231.4,2705.47,106,397,645,1460.914056,1255.180474,1696.545023,15314.68621,15537.34232,15061.27366,221.6591049,204.7365725,239.4406873
HER42PB,231.5,2706.97,111,345,620,1810.955167,1560.72239,2095.652593,14988.39512,15253.17384,14688.57275,197.9090844,183.3631402,213.0340252
HER42PB,231.6,2708.48,169,392,454,2103.928659,1817.990012,2427.420596,14706.40178,15005.62313,14369.22433,186.928926,173.6462226,200.6144388
HER42PB,231.7,2709.99,127,305,693,2304.856413,1995.221454,2653.803269,14512.38903,14834.51212,14150.65806,180.0139257,167.5257923,192.7980364
HER42PB,231.8,2711.5,98,426,606,1321.047417,1133.594473,1536.31969,15449.08633,15654.14089,15215.24205,227.125619,209.5240035,245.6976303
HER42PB,231.9,2713,103,299,526,1901.534083,1640.123792,2198.42872,14900.50779,15176.11848,14588.88897,195.2174967,181.017099,209.9416799
HER42PB,232,2714.51,91,345,618,1519.855091,1306.478086,1763.972282,15262.45957,15492.14661,15001.23366,214.9447091,198.6346698,232.0534272
HER42PB,232.1,2716.02,173,377,701,2441.273296,2115.881867,2807.023816,14383.73157,14720.8779,14006.00063,172.2545075,160.4996013,184.2349182
HER42PB,232.2,2717.53,116,407,618,1617.81823,1391.873477,1875.836561,15172.73838,15414.20493,14898.48527,206.7027566,191.1809648,222.9375341
HER42PB,232.3,2719.04,118,425,578,1517.340728,1304.272599,1761.120665,15266.99947,15496.2306,15006.26335,212.9191708,196.7561735,229.8753576
HER42PB,232.4,2720.54,270,660,845,2091.604944,1807.118766,2413.536053,14720.54493,15018.20569,14385.03401,185.1094959,171.934916,198.6893013
HER42PB,232.5,2722.05,87,303,676,1675.59075,1442.358884,1941.624417,15112.54373,15361.37443,14830.22419,209.1248877,193.5260564,225.4107608
HER42PB,232.6,2723.56,80,405,495,1103.001476,944.6907735,1285.558915,15650.75875,15828.36666,15447.71197,243.4991401,224.201936,263.9884806
HER42PB,232.7,2725.07,118,356,582,1836.558554,1583.143894,2124.736189,14964.64306,15232.42674,14661.53607,196.0577584,181.6887305,210.9871094
HER42PB,232.8,2726.57,73,296,457,1417.361685,1217.266975,1646.7326,15359.74683,15576.73148,15112.60487,220.1508532,203.2609123,237.9219011
HER42PB,232.9,2728.08,65,246,464,1566.705641,1347.30303,1817.493925,15219.12966,15454.4951,14951.62008,211.4240705,195.4612427,228.145362
HER42PB,233,2729.59,150,341,526,2239.641287,1937.601069,2580.464089,14577.84861,14892.46065,14224.12846,179.7694678,167.1976541,192.6668251
HER42PB,233.1,2731.1,132,298,375,2241.610277,1939.333991,2582.687854,14576.42305,14891.23061,14222.49044,179.226042,166.6947649,192.0810755
HER42PB,233.2,2732.6,50,335,503,913.7962035,781.3592083,1067.063696,15824.4366,15977.79213,15648.83917,259.026566,238.1080289,281.3565026
HER42PB,233.3,2734.11,52,260,445,1193.151832,1022.712009,1389.358753,15566.14477,15755.26939,15350.15021,237.9627708,219.2779725,257.7504071
HER42PB,233.4,2735.62,72,272,561,1623.622324,1396.934653,1882.461524,15167.80706,15409.94176,14892.81399,205.82998,190.3829514,221.9838502
HER42PB,233.5,2737.13,86,279,583,1723.714541,1484.407759,1996.429407,15068.26534,15322.80428,14779.67035,205.279489,190.047331,221.1596147
HER42PB,233.6,2738.63,136,341,409,1961.895803,1693.104509,2266.818948,14842.42037,15125.14966,14523.07229,192.943198,179.0052,207.3681352
HER42PB,233.7,2740.14,57,305,707,1246.749342,1069.130137,1451.0204,15520.54426,15716.12576,15297.27917,229.9657696,212.0034686,248.9597965
HER42PB,233.8,2741.65,124,355,399,1776.200617,1530.308322,2056.14266,15020.00221,15280.72798,14724.6201,201.0565438,186.2230702,216.4966064
HER42PB,233.9,2743.16,109,354,535,1678.982076,1445.288738,1945.534272,15113.58332,15362.5436,14831.09258,204.6939701,189.427032,220.6325217
HER42PB,234,2744.66,65,308,566,1314.299608,1127.706606,1528.621004,15460.49755,15664.34852,15227.96206,222.4622086,205.2042434,240.6763091
HER42PB,234.1,2746.17,96,422,664,1350.166364,1158.865532,1569.739591,15423.85385,15632.40462,15186.09471,223.239157,205.9892146,241.4250639
HER42PB,234.2,2747.68,77,302,879,1541.312027,1325.204172,1788.443456,15237.9681,15470.57345,14973.54326,217.979245,201.4817515,235.27265
HER42PB,234.3,2749.19,85,257,682,1978.951048,1708.085136,2286.126724,14825.95522,15110.68912,14504.43473,192.3531034,178.485116,206.6979169
HER42PB,234.4,2750.69,283,275,522,4288.960417,3780.74771,4840.170307,12583.1274,13097.89119,12025.69193,125.1715516,118.6204703,131.3971345
HER42PB,234.5,2752.2,58,222,633,1586.298271,1364.391534,1839.853121,15200.21185,15437.99624,14930.03477,210.7492426,194.8715924,227.371475
HER42PB,234.6,2753.71,79,183,401,2392.491217,2072.690954,2752.294366,14430.59699,14762.35424,14058.58795,174.1711621,162.2141726,186.3770494
HER42PB,234.7,2755.22,75,189,509,2235.614001,1934.063877,2575.905555,14580.0839,14894.33579,14226.76026,181.5614645,168.8597012,194.593552
HER42PB,234.8,2756.72,90,219,371,2145.801207,1854.871594,2474.674091,14665.9514,14969.99762,14323.58214,185.5067628,172.3901542,199.0031388
HER42PB,234.9,2758.23,44,164,279,1541.770051,1325.568163,1789.017095,15242.49628,15474.82272,14978.34599,212.9930364,196.8684904,229.89628
HER42PB,235,2759.74,58,199,223,1498.294839,1287.698631,1739.329994,15282.8897,15509.91986,15024.60477,216.0748272,199.640878,233.3246003
HER42PB,235.1,2761.25,40,234,340,1069.394923,915.6184133,1246.843124,15686.18582,15859.18554,15488.30625,241.6786204,222.4554138,262.1099957
HER42PB,235.2,2762.76,81,198,337,2084.002708,1800.460552,2404.903433,14724.44618,15021.43509,14389.68237,188.8104791,175.3637291,202.673567
HER42PB,235.3,2764.26,24,179,615,946.335457,809.4263037,1104.676326,15790.92689,15948.76095,15610.27064,259.9970189,239.0721108,282.3124016
HER42PB,235.4,2765.77,47,249,529,1228.555626,1053.375135,1430.087284,15534.90048,15728.37437,15314.01508,233.8032673,215.5098676,253.1570053
HER42PB,235.5,2767.28,49,178,724,1763.73076,1519.398766,2041.962115,15031.53023,15290.78563,14737.75936,201.9983741,187.0749769,217.5378933
HER42PB,235.6,2768.79,19,173,575,822.0067612,702.3051477,960.7790465,15911.22025,16052.44069,15749.4175,264.0323606,242.5135265,287.0628191
HER42PB,235.7,2770.29,76,226,537,1982.324889,1711.053211,2289.939593,14822.25344,15107.41089,14500.27712,192.6810391,178.7952629,207.0426538
HER42PB,235.8,2771.8,74,197,694,2316.982306,2005.907294,2667.478298,14503.50804,14826.83058,14140.47872,176.7690258,164.521498,189.3023475
HER42PB,235.9,2773.31,53,171,579,1924.960531,1660.667345,2224.997308,14879.25423,15157.55335,14564.70525,193.044609,179.0386691,207.5568123
HER42PB,236,2774.82,60,306,526,1178.169599,1009.725844,1372.137421,15582.27213,15769.34191,15368.5699,236.8176366,218.1916111,256.5520521
HER42PB,236.1,2776.32,89,241,893,2404.801161,2083.57142,2766.131025,14420.10506,14753.15034,14046.71835,172.3531475,160.5376067,184.4099913
HER42PB,236.2,2777.83,131,279,791,2494.391105,2163.006887,2866.483957,14328.23546,14671.45506,13944.10201,174.6328004,162.79742,186.6734002
HER42PB,236.3,2779.34,127,422,554,1637.747438,1409.289495,1898.530257,15151.07868,15395.1514,14873.97417,208.4332543,192.8184741,224.7549457
HER42PB,236.4,2780.85,83,319,666,1522.672769,1308.924966,1767.203307,15260.91922,15490.8764,14999.38675,213.6673836,197.4580068,230.669312
HER42PB,236.5,2782.35,114,311,837,2112.923999,1825.914473,2437.570172,14697.33911,14997.6217,14359.02134,186.9962573,173.7231981,200.6678598
HER42PB,236.6,2783.86,75,298,973,1626.299584,1399.287068,1885.491898,15163.1734,15405.77304,14887.68243,207.7863883,192.1992596,224.085042
HER42PB,236.7,2785.37,173,312,877,2894.047325,2518.642205,3312.342767,13944.17943,14329.8266,13515.6047,159.032616,148.7905665,169.3119065
HER42PB,236.8,2786.88,242,319,745,3568.739994,3125.03672,4056.734121,13287.26803,13739.25035,12791.16814,141.2513494,132.9722963,149.357108
HER42PB,236.9,2788.38,124,343,609,1968.858923,1699.207933,2274.719655,14837.02829,15120.49394,14516.87316,191.3721536,177.5574991,205.666558
HER42PB,237,2789.89,145,389,693,2038.240083,1760.172157,2353.230267,14771.44686,15062.94777,14442.58723,187.5724299,174.1394465,201.4418706
HER42PB,237.1,2791.4,106,379,805,1675.910425,1442.613533,1942.023701,15115.42696,15364.08649,14833.27394,205.9219859,190.5593504,221.9617266
HER42PB,237.2,2792.91,184,451,1564,2404.417217,2083.261565,2765.658503,14417.80279,14750.95635,14044.31884,175.0393639,163.041456,187.2820284
HER42PB,237.3,2794.41,130,533,1622,1580.765449,1359.558515,1833.549601,15206.47975,15443.51955,14937.11729,210.014174,194.1813081,226.5924777
HER42PB,237.4,2795.92,120,283,1167,2436.656438,2111.833209,2801.790019,14384.59701,14721.43481,14007.21709,176.005918,163.991347,188.2522645
HER42PB,237.5,2797.43,78,328,1016,1586.603262,1364.634093,1840.234768,15203.13434,15440.74078,14933.13176,207.5217701,191.8844952,223.8928402
HER42PB,237.6,2798.94,94,349,882,1687.908595,1453.087591,1955.701395,15105.16993,15355.20467,14821.4984,204.1808412,188.9671028,220.0595716
HER42PB,237.7,2800.44,129,350,678,2102.42074,1816.639278,2425.750544,14710.21991,15009.12442,14373.36803,184.6187239,171.4956699,198.1407962
