"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","fit","lwr","upr"
"South Georgia","POB4","POB_1F",202,232.5,233.6,233,-0.152794067327438,-0.00763970336637188,-2.96025312261752,-0.148012656130876,-2.74061346876397,-3.79380413305166,-1.68742280447627
"South Georgia","POB4","POB_1F",208,240,241.2,240.6,0.118426282613045,0.00592131413065223,-2.77374654979248,-0.138687327489624,-2.69749819795861,-3.75046793954623,-1.64452845637099
"South Georgia","POB4","POB_1F",214,247.5,248.6,248.1,0.288743579490571,0.0144371789745286,-2.57133626941683,-0.128566813470841,-2.67042325177805,-3.72341719614184,-1.61742930741426
"South Georgia","POB4","POB_1F",219,253.8,254.8,254.3,0.228423554799958,0.0114211777399979,-3.08537335796915,-0.154268667898457,-2.68001218638452,-3.73298318213738,-1.62704119063165
"South Georgia","POB4","POB_1G",233,261.6,262.8,262.2,0.0168306274893098,0.000841531374465488,-1.88916883643886,-0.0944584418219428,-2.71364862392874,-3.76666378656917,-1.66063346128832
"South Georgia","POB4","POB_1G",239,269.2,270.5,269.8,0.282330232786698,0.0141165116393349,-1.10562014748052,-0.0552810073740262,-2.6714427666484,-3.72443352198361,-1.6184520113132
"South Georgia","POB4","POB_1G",247,279.3,280.2,279.8,-1.12913894978828,-0.0564569474894141,-2.9488024674153,-0.147440123370765,-2.89582075323196,-3.95243981144297,-1.83920169502096
"South Georgia","POB4","POB_1G",255,289.2,290.5,289.9,-1.92979754149286,-0.0964898770746431,-3.19680454821728,-0.159840227410864,-3.02309959499864,-4.08558157986906,-1.96061761012821
"South Georgia","POB4","POB_1G",256,290.6,291.8,291.2,-1.58788999346524,-0.079394499673262,-1.44143002813696,-0.0720715014068479,-2.96874734404534,-4.02839195848253,-1.90910272960815
"South Georgia","POB4","POB_1G",261,297.2,298.5,297.9,-2.13782590974236,-0.106891295487118,-3.19663333815525,-0.159831666907762,-3.05616938284546,-4.12061926653523,-1.99171949915569
"South Georgia","POB4","POB_1H",270,299.6,300.9,300.3,-1.94973937368825,-0.0974869686844125,-2.33120433242773,-0.116560216621387,-3.02626970187169,-4.08893243645062,-1.96360696729276
"South Georgia","POB4","POB_1H",272,302.4,303.6,303,-3.5221199958923,-0.176105999794615,-2.70657386422837,-0.135328693211419,-3.2762274072957,-4.35833849292796,-2.19411632166344
"South Georgia","POB4","POB_1H",274,305.3,306.6,305.9,-1.58702272348299,-0.0793511361741493,-2.21716160508198,-0.110858080254099,-2.96860947614511,-4.02824752385484,-1.90897142843538
"South Georgia","POB4","POB_1H",276,308.2,309.4,308.8,-2.4060728672661,-0.120303643363305,-3.06749850250072,-0.153374925125036,-3.09881198034556,-4.16606722256681,-2.03155673812431
"South Georgia","POB4","POB_1H",277,309.6,310.8,310.2,-3.0277126486904,-0.15138563243452,-2.51434007678029,-0.125717003839014,-3.19763261650126,-4.27253572282508,-2.12272951017745
"South Georgia","POB4","POB_1H",278,311,312.3,311.6,-3.3674774103123,-0.168373870515615,-2.98554440016824,-0.149277220008412,-3.25164423366295,-4.33139493055819,-2.17189353676772
"South Georgia","POB4","POB_1H",280,313.9,315,314.5,-3.95045921684458,-0.197522960842229,-2.6243804907252,-0.13121902453626,-3.34431950109311,-4.43346507061166,-2.25517393157455
"South Georgia","POB4","POB_1H",283,317.9,319.1,318.5,-2.25793819517337,-0.112896909758669,-2.89408305220431,-0.144704152610215,-3.07526335464568,-4.14093220586902,-2.00959450342234
