Site,depth,SH20_age,Ti,Ti_convert_WLS,Ti_ppm_WLS,Ti_lower_RMSE_WLS,Ti_upper_RMSE_WLS
KER3,65.3,1362.28,-6.594367859,6.515829856,675.7545078,435.8202361,1047.780981
KER3,65.4,1365.44,-6.994201456,6.24394301,514.8847092,332.0690768,798.3467365
KER3,65.5,1368.61,-7.003338149,6.237730059,511.6956725,330.0123436,793.4020236
KER3,65.6,1371.77,-6.660799758,6.470656165,645.9074095,416.5706873,1001.502012
KER3,65.7,1374.94,-6.683247161,6.455391931,636.1229934,410.2603387,986.3309334
KER3,65.8,1378.11,-6.968917571,6.261136052,523.8136816,337.8277167,812.1914203
KER3,65.9,1381.27,-7.92167169,5.613263251,274.0370321,176.7370882,424.9039956
KER3,66,1384.44,-6.993932975,6.244125577,514.9787188,332.1297072,798.4925016
KER3,66.1,1387.61,-6.392867361,6.652850195,774.9900531,499.8210801,1201.649163
KER3,66.2,1390.77,-6.83920304,6.349341933,572.1160943,368.9798121,887.0859993
KER3,66.3,1393.94,-6.654796643,6.474738283,648.5494688,418.2746536,1005.598618
KER3,66.4,1397.11,-6.522676195,6.564580187,709.5139708,457.5930204,1100.126209
KER3,66.5,1400.27,-6.8788293,6.322396076,556.9057837,359.1700941,863.5018811
KER3,66.6,1403.44,-6.195667956,6.78694579,886.2027748,571.5464687,1374.088375
KER3,66.7,1406.6,-7.135861496,6.147614183,467.6004457,301.5736252,725.0308334
KER3,66.8,1409.77,-6.020997528,6.905721681,997.9684683,643.6284901,1547.384989
KER3,66.9,1412.94,-6.159562043,6.811497811,908.2301456,585.7527726,1408.242583
KER3,67,1416.1,-5.994773022,6.923554345,1015.924531,655.20905,1575.226491
KER3,67.1,1419.27,-5.568782401,7.213227967,1357.266415,875.3536423,2104.489013
KER3,67.2,1422.44,-5.400474283,7.327677488,1521.843165,981.4955576,2359.671014
KER3,67.3,1425.6,-4.992941805,7.604799573,2007.809433,1294.914013,3113.178698
KER3,67.4,1428.77,-4.557983674,7.900571102,2698.823191,1740.57553,4184.619679
KER3,67.5,1431.94,-4.516291864,7.928921532,2776.430899,1790.627744,4304.953143
KER3,67.6,1435.1,-4.330494077,8.055264028,3150.33485,2031.772874,4884.704287
KER3,67.7,1438.27,-4.303479499,8.073633941,3208.741043,2069.441288,4975.26513
KER3,67.8,1441.43,-4.213361404,8.134914245,3411.523502,2200.223544,5289.68642
KER3,67.9,1444.6,-4.629908817,7.851662004,2570.002124,1657.493838,3984.878114
KER3,68,1447.77,-4.662747573,7.82933165,2513.249083,1620.891605,3896.880539
KER3,68.1,1450.93,-5.008164472,7.594448159,1987.132968,1281.57896,3081.119115
KER3,68.2,1454.1,-5.043392532,7.570493078,1940.096665,1251.243428,3008.187685
KER3,68.3,1457.27,-5.08309964,7.543492245,1888.413325,1217.910841,2928.050859
KER3,68.4,1460.43,-5.350651539,7.361556953,1574.285746,1015.317808,2440.985069
KER3,68.5,1463.6,-5.982901674,6.931626862,1024.15879,660.5196421,1587.993997
KER3,68.6,1466.77,-6.247389542,6.751775111,855.5761584,551.7941784,1326.600735
KER3,68.7,1469.93,-6.650875945,6.477404357,650.2808571,419.3912929,1008.283196
KER3,68.8,1473.1,-7.548388325,5.867095939,353.221712,227.806353,547.6826093
KER3,68.9,1476.27,-6.884719248,6.318390911,554.6797451,357.7344357,860.0503305
KER3,69,1479.43,-6.079325903,6.866058386,959.1604647,618.5997066,1487.211823
KER3,69.1,1482.6,-6.814542897,6.36611083,581.7907401,375.2193657,902.0868758
KER3,69.2,1485.76,-6.669427585,6.464789242,642.1290155,414.1338547,995.6434805
KER3,69.3,1488.93,-7.014199418,6.230344396,507.9303824,327.5839623,787.5638098
KER3,69.4,1492.1,-7.370090694,5.988338328,398.751465,257.1702529,618.2780826
KER3,69.5,1495.26,-7.47951136,5.913932275,370.1588638,238.7297777,573.9442552
KER3,69.6,1498.43,-6.631886199,6.490317385,658.7324016,424.8420211,1021.387611
KER3,69.7,1501.6,-6.748713573,6.41087477,608.4256811,392.39727,943.3852826
KER3,69.8,1504.76,-7.784403876,5.706605364,300.8480633,194.0285599,466.4754366
KER3,69.9,1507.93,-7.311011052,6.028512485,415.0971066,267.7121898,643.6225711
KER3,70,1511.1,-6.82949467,6.355943624,575.9055228,371.4237613,892.9616407
KER3,70.1,1514.64,-7.965221447,5.583649416,266.0407296,171.5799633,412.5054493
KER3,70.2,1518.18,-6.964850005,6.263901997,525.264527,338.763423,814.4410067
KER3,70.3,1521.73,-7.50901558,5.893869406,362.806417,233.9879002,562.5440295
KER3,70.4,1525.27,-7.288084899,6.044102269,421.6190869,271.9184673,653.7351295
KER3,70.5,1528.81,-7.89102686,5.634101735,279.8074632,180.4586625,433.8512508
KER3,70.6,1532.36,-7.235084463,6.080142565,437.0915043,281.8972281,677.7256535
KER3,70.7,1535.9,-7.319888581,6.022475765,412.59883,266.1009545,639.748906
KER3,70.8,1539.44,-6.99499099,6.243406127,514.6083505,331.8908424,797.9182326
KER3,70.9,1542.99,-7.57016205,5.852289806,348.0303909,224.4582691,539.6332845
KER3,71,1546.53,-8.454702942,5.250801999,190.7191638,123.0021702,295.716729
KER3,71.1,1550.07,-7.303912838,6.03333927,417.1055345,269.0075027,646.7367088
KER3,71.2,1553.62,-6.864058787,6.332440025,562.5275017,362.7957577,872.2185514
KER3,71.3,1557.16,NA,NA,NA,NA,NA
KER3,71.4,1560.7,-6.772309519,6.394829527,598.7412454,386.1514025,928.3692265
KER3,71.5,1564.25,-6.715749243,6.433290515,622.2180007,401.2924707,964.7707562
KER3,71.6,1567.79,-8.382197871,5.300105448,200.3579361,129.2185876,310.6619824
KER3,71.7,1571.34,NA,NA,NA,NA,NA
KER3,71.8,1574.88,-7.975450065,5.576693956,264.1967144,170.3906864,409.6462391
KER3,71.9,1578.42,-7.632308837,5.810029991,333.6291313,215.1703394,517.3036283
KER3,72,1581.97,-7.352830219,6.000075451,403.4592338,260.2064752,625.5776426
KER3,72.1,1585.51,-7.349001124,6.002679236,404.5111236,260.8848796,627.2086345
KER3,72.2,1589.05,-7.264910753,6.059860688,428.3157632,276.237413,664.1185601
KER3,72.3,1592.6,-7.179913059,6.11765912,453.8011561,292.6739293,703.6345525
KER3,72.4,1596.14,NA,NA,NA,NA,NA
KER3,72.5,1599.68,-7.569837959,5.852510188,348.1070989,224.5077411,539.752223
KER3,72.6,1603.23,-6.912426172,6.299550203,544.3270184,351.0575615,843.9980659
KER3,72.7,1606.77,NA,NA,NA,NA,NA
KER3,72.8,1610.31,-7.012854222,6.231259129,508.3952158,327.8837514,788.2845502
KER3,72.9,1613.86,-6.640861473,6.484214198,654.7242786,422.2570274,1015.172876
KER3,73,1617.4,-7.316731457,6.024622609,413.4855669,266.6728455,641.1238226
KER3,73.1,1620.94,-7.90742162,5.622953298,276.7053712,178.4580034,429.0413488
KER3,73.2,1624.49,-7.639321569,5.805261333,332.0419556,214.1467083,514.8426567
KER3,73.3,1628.03,-7.520847071,5.885823992,359.8991998,232.1129233,558.0362876
KER3,73.4,1631.58,-7.069708771,6.192598036,489.1151957,315.4493202,758.3902052
KER3,73.5,1635.12,-6.743412311,6.414479629,610.6229274,393.8143591,946.7921898
KER3,73.6,1638.66,-7.623036634,5.816335089,335.7393413,216.5312955,520.5755825
KER3,73.7,1642.21,-7.062353735,6.19759946,491.567596,317.0309681,762.1927376
KER3,73.8,1645.75,-7.377295838,5.98343883,396.8025613,255.9133294,615.2562392
KER3,73.9,1649.29,-7.667275235,5.78625284,325.7899473,210.1145462,505.1486994
KER3,74,1652.84,-7.718685495,5.751293863,314.5974432,202.8960671,487.7943306
KER3,74.1,1656.38,-7.158372495,6.132306703,460.4971669,296.9924458,714.0169513
KER3,74.2,1659.92,-7.195585778,6.107001671,448.9904738,289.571334,696.1754215
KER3,74.3,1663.47,-7.590186154,5.838673415,343.3235906,221.4226714,532.3352262
KER3,74.4,1667.01,-9.074131111,4.829590845,125.1597404,80.7203607,194.0645517
KER3,74.5,1670.55,-6.7706518,6.395956776,599.4165563,386.5869367,929.4163198
KER3,74.6,1674.1,-7.688295014,5.77195939,321.1664069,207.1326461,497.9797385
KER3,74.7,1677.64,-7.035361256,6.215954346,500.673577,322.9037677,776.3118794
KER3,74.8,1681.18,-6.764646743,6.400040215,601.8692414,388.1687682,933.2192937
KER3,74.9,1684.73,-6.716832128,6.432554153,621.7599918,400.997083,964.0605974
KER3,75,1688.27,-7.518064181,5.887716357,360.5809053,232.5525816,559.0932958
KER3,75.1,1691.82,-7.320857814,6.021816686,412.3269846,265.9256309,639.3274002
KER3,75.2,1695.36,-9.047421362,4.847753474,127.4537398,82.19984972,197.621478
KER3,75.3,1698.9,-7.112141143,6.163744023,475.2039227,306.4774018,736.8202901
KER3,75.4,1702.45,-7.187657164,6.112393128,451.4177242,291.1367618,699.9389581
KER3,75.5,1705.99,-7.318996775,6.023082193,412.8491174,266.2623745,640.1369853
KER3,75.6,1709.53,-6.852793938,6.340100122,566.8530631,365.5854796,878.9254855
KER3,75.7,1713.08,-7.33891134,6.009540289,407.2960387,262.6809791,631.5267427
KER3,75.8,1716.62,-6.53339655,6.557290346,704.3605331,454.2693691,1092.135624
KER3,75.9,1720.16,-6.387463698,6.656524685,777.8429852,501.6610464,1206.072734
KER3,76,1723.71,-6.72952534,6.423922769,616.4164367,397.5508175,955.7752285
KER3,76.1,1727.25,-6.824489297,6.359347278,577.8690455,372.690113,896.0061511
KER3,76.2,1730.79,-6.712451706,6.43553284,623.6147812,402.1933085,966.9365132
KER3,76.3,1734.34,-6.466050465,6.603085684,737.3669637,475.5564936,1143.313248
KER3,76.4,1737.88,-7.372257693,5.986864769,398.1643138,256.7915763,617.3676841
KER3,76.5,1741.42,-6.576181371,6.528196668,684.1633246,441.2434075,1060.819146
KER3,76.6,1744.97,-6.708882112,6.437960164,625.1303349,403.1707477,969.2864322
KER3,76.7,1748.51,-6.200066093,6.783955057,883.5563382,569.8396792,1369.984982
KER3,76.8,1752.06,-6.827052779,6.35760411,576.8626002,372.0410175,894.4456226
KER3,76.9,1755.6,-6.787445617,6.38453698,592.6102789,382.197305,918.8629488
KER3,77,1759.14,-6.514689175,6.570011361,713.3779478,460.0850488,1106.11744
KER3,77.1,1762.69,-6.960822,6.26664104,526.7052215,339.6925827,816.6748539
KER3,77.2,1766.23,-6.422601852,6.632630741,759.4775333,489.8164557,1177.596459
KER3,77.3,1769.77,-7.06022786,6.199045055,492.2787176,317.4895979,763.2953564
KER3,77.4,1773.32,-7.181614988,6.116501808,453.2762705,292.3354102,702.8206991
KER3,77.5,1776.86,-7.012565643,6.231455363,508.4949899,327.9480995,788.4392534
KER3,77.6,1780.4,-6.832394774,6.353971554,574.7709156,370.6920091,891.2023924
KER3,77.7,1783.95,-6.342024945,6.687423037,802.2522121,517.4035016,1243.920093
KER3,77.8,1787.49,-6.395285793,6.651205661,773.7166032,498.9997829,1199.674634
KER3,77.9,1791.03,-7.167640512,6.126004452,457.6041238,295.1266103,709.5311869
KER3,78,1794.58,-7.037644913,6.214401459,499.896691,322.4027238,775.1072905
KER3,78.1,1798.12,-6.284016074,6.72686907,834.5303151,538.2208995,1293.96842
KER3,78.2,1801.66,-7.945059379,5.597359622,269.7133214,173.9485598,418.1999311
KER3,78.3,1805.21,-6.506105958,6.575847949,717.5538152,462.7782273,1112.592268
KER3,78.4,1808.75,-7.031555264,6.21854242,501.9710358,323.7405491,778.3236346
KER3,78.5,1812.29,-6.964320021,6.264262386,525.4538607,338.8855317,814.7345753
KER3,78.6,1815.84,-6.491481972,6.585792259,724.7249902,467.4031956,1123.711426
KER3,78.7,1819.38,-8.162017124,5.449828356,232.7182177,150.0889856,360.8377299
KER3,78.8,1822.93,-7.156247547,6.133751668,461.16305,297.4218996,715.0494263
KER3,78.9,1826.47,-7.109435854,6.165583619,476.0789107,307.0417154,738.1769897
KER3,79,1830.01,-7.442445856,5.939136818,379.607118,244.8233225,588.5941035
KER3,79.1,1833.56,-9.052890924,4.844034172,126.9805813,81.89469148,196.8878292
KER3,79.2,1837.1,NA,NA,NA,NA,NA
KER3,79.3,1840.64,-7.303703985,6.03348129,417.1647761,269.0457098,646.8285649
KER3,79.4,1844.19,-8.021772116,5.545194961,256.0044843,165.1072002,396.9439001
KER3,79.5,1847.73,-7.833949748,5.672914171,290.8809775,187.6004005,451.0211217
KER3,79.6,1851.27,-7.717819623,5.751882656,314.7827305,203.0155661,488.0816251
KER3,79.7,1854.82,-7.22524667,6.086832264,440.0253172,283.7893576,682.274633
KER3,79.8,1858.36,-6.717944207,6.431797939,621.2899861,400.6939581,963.3318371
KER3,79.9,1861.9,-7.747164967,5.731927822,308.5635511,199.0045766,478.4385701
KER3,80,1865.45,-7.69094881,5.770154809,320.5873587,206.7591955,497.081904
KER3,80.1,1869.91,-7.396789633,5.97018305,391.5773423,252.5433834,607.1543545
KER3,80.2,1874.36,-6.780012812,6.389591288,595.6130956,384.1339377,923.518921
KER3,80.3,1878.82,-7.764094846,5.720415505,305.0316387,196.7267096,472.9622165
KER3,80.4,1883.28,-6.985757445,6.249684937,517.8496439,333.981278,802.9439714
KER3,80.5,1887.74,-8.344600159,5.325671892,205.546419,132.564841,318.7069064
KER3,80.6,1892.2,-7.826865562,5.677731418,292.2856033,188.5062981,453.1990432
KER3,80.7,1896.65,-7.023618344,6.223939526,504.6875506,325.4925346,782.5356857
KER3,80.8,1901.11,-7.66056191,5.790817901,327.2805981,211.0759246,507.4600056
KER3,80.9,1905.57,-7.681998458,5.776241049,322.5444798,208.0214186,500.1164886
KER3,81,1910.03,-7.390707125,5.974319155,393.2003015,253.5900927,609.6708095
KER3,81.1,1914.49,-7.50503379,5.896577023,363.790089,234.6223084,564.0692473
KER3,81.2,1918.95,-7.036356776,6.215277392,500.334759,322.6852508,775.7865301
KER3,81.3,1923.4,-6.747057067,6.412001194,609.1114126,392.8395247,944.4485332
KER3,81.4,1927.86,-7.921399556,5.613448302,274.0877476,176.7697966,424.9826319
KER3,81.5,1932.32,-7.045295075,6.209199349,497.3029258,320.7299042,771.0855668
KER3,81.6,1936.78,-7.796172233,5.698602882,298.4501394,192.4820459,462.7573717
KER3,81.7,1941.24,-6.648828204,6.478796821,651.1869804,419.9756869,1009.688172
KER3,81.8,1945.69,-8.08050275,5.50525813,245.9819428,158.6432753,381.4035992
KER3,81.9,1950.15,-7.386227413,5.977365359,394.399896,254.3637576,611.5308228
KER3,82,1954.61,NA,NA,NA,NA,NA
KER3,82.1,1959.07,-7.047540723,6.207672308,496.5441035,320.2405104,769.9089864
KER3,82.2,1963.53,-7.783848821,5.706982802,300.9616361,194.1018074,466.6515351
KER3,82.3,1967.98,-7.747836687,5.731471053,308.4226408,198.9136981,478.2200838
KER3,82.4,1972.44,-7.769847917,5.716503416,303.8406591,195.9586008,471.115561
KER3,82.5,1976.9,-6.770227574,6.39624525,599.5894972,386.698473,929.6844706
KER3,82.6,1981.36,-7.359349754,5.995642167,401.6745434,259.0554593,622.8104179
KER3,82.7,1985.82,-7.43167875,5.94645845,382.3966612,246.6224069,592.9193877
KER3,82.8,1990.27,-6.574052537,6.529644275,685.1544415,441.8826172,1062.355907
KER3,82.9,1994.73,-6.069754005,6.872567277,965.4238972,622.6392366,1496.923494
KER3,83,1999.19,-6.336870538,6.690928034,805.0690371,519.2201811,1248.287679
KER3,83.1,2003.65,-6.623378848,6.496102383,662.5542116,427.3068543,1027.313461
KER3,83.2,2008.11,-6.867575808,6.330048451,561.1837829,361.9291414,870.1350683
KER3,83.3,2012.57,-6.71666203,6.43266982,621.8319128,401.0434677,964.1721135
KER3,83.4,2017.02,-6.454346523,6.611044364,743.2588466,479.3563969,1152.448818
KER3,83.5,2021.48,-6.658467851,6.472241861,646.9324353,417.2317661,1003.091351
KER3,83.6,2025.94,-6.414813231,6.637927003,763.5105961,492.417534,1183.849863
KER3,83.7,2030.4,-6.419660215,6.634631054,760.9982466,490.7972226,1179.954378
KER3,83.8,2034.86,-6.341923336,6.687492132,802.307645,517.4392524,1244.006044
KER3,83.9,2039.31,-6.210176069,6.777080273,877.5029113,565.93559,1360.598932
KER3,84,2043.77,-6.318089349,6.703699243,815.416677,525.8937745,1264.332056
KER3,84.1,2048.23,-6.369878152,6.668482857,787.2004022,507.6960068,1220.581736
KER3,84.2,2052.69,-6.407367944,6.642989798,767.3858955,494.9168646,1189.858651
KER3,84.3,2057.15,-6.628505392,6.492616333,660.2485357,425.8198346,1023.73843
KER3,84.4,2061.6,-6.807844738,6.370665578,584.4466944,376.9322934,906.2050257
KER3,84.5,2066.06,-6.175211718,6.800856032,898.6162065,579.5523712,1393.335834
KER3,84.6,2070.52,-6.201033229,6.783297404,882.9754562,569.465046,1369.084304
KER3,84.7,2074.98,-6.34042892,6.688508334,803.1233667,517.9653429,1245.270849
KER3,84.8,2079.44,-6.083289998,6.863362801,956.5784482,616.9344642,1483.208316
KER3,84.9,2083.9,-6.357723554,6.676747983,793.7336752,511.9095674,1230.711804
KER3,85,2088.35,-6.557133407,6.541149283,693.0826688,446.9958378,1074.648901
KER3,85.1,2092.81,-6.412052817,6.639804084,764.9451137,493.3427099,1186.074133
KER3,85.2,2097.27,-6.361716899,6.674032509,791.5812353,510.5213756,1227.374371
KER3,85.3,2101.73,-6.32791389,6.697018555,809.9872889,522.392152,1255.9136
KER3,85.4,2106.19,-6.123346554,6.836124343,930.8743849,600.356919,1443.353267
KER3,85.5,2110.64,-6.514218742,6.570331255,713.6061899,460.232251,1106.471338
KER3,85.6,2115.1,-5.992207514,6.92529889,1017.698405,656.3530896,1577.976944
KER3,85.7,2119.56,-6.948417261,6.275076263,531.1668883,342.5700843,823.5928243
KER3,85.8,2124.02,-5.974952829,6.937032076,1029.709576,664.0995589,1596.600685
KER3,85.9,2128.48,-6.066729802,6.874623735,967.4112937,623.9209856,1500.005021
KER3,86,2132.93,-6.930704212,6.287121136,537.603412,346.7212475,833.5728791
KER3,86.1,2137.39,-6.759073279,6.40383017,604.1546271,389.6427019,936.7628641
KER3,86.2,2141.85,-6.721562086,6.429337782,619.7633933,399.7093994,960.9648017
KER3,86.3,2146.31,-6.355366645,6.678350681,795.0068106,512.7306617,1232.685845
KER3,86.4,2150.77,-6.057676924,6.880779692,973.3850042,627.7736626,1509.267468
KER3,86.5,2155.23,-6.618836078,6.499191467,664.6040614,428.6288817,1030.491825
KER3,86.6,2159.68,-6.51559641,6.569394441,712.9379865,459.8013007,1105.435265
KER3,86.7,2164.14,-6.747080093,6.411985537,609.1018754,392.8333738,944.4337455
KER3,86.8,2168.6,-6.096169236,6.85460492,948.2374253,611.5550157,1470.275268
KER3,86.9,2173.06,-6.308674697,6.710101206,820.6536904,529.2713271,1272.452228
KER3,87,2177.52,-6.823716751,6.359872609,578.1726979,372.8859502,896.4769748
KER3,87.1,2181.97,-7.123269803,6.156176534,471.6213948,304.1668909,731.2654554
KER3,87.2,2186.43,-6.329359821,6.696035322,809.191274,521.8787711,1254.679351
KER3,87.3,2190.89,-6.862409177,6.33356176,563.1588624,363.2029466,873.1974983
KER3,87.4,2195.35,-7.530619937,5.879178443,357.5154017,230.5755197,554.3401252
KER3,87.5,2199.81,-6.803921375,6.373333465,586.0080139,377.9392487,908.6259061
KER3,87.6,2204.26,-8.042332069,5.531214193,252.4502484,162.8149359,391.432933
KER3,87.7,2208.72,-7.005585009,6.236202194,510.9144676,329.5085144,792.1907382
KER3,87.8,2213.18,-6.76306947,6.40111276,602.5151199,388.5853203,934.220751
KER3,87.9,2217.64,-7.42828918,5.948763358,383.2790667,247.1915044,594.2875883
KER3,88,2222.1,-6.911083069,6.300463513,544.8243848,351.3783324,844.7692499
KER3,88.2,2231.01,-5.866557985,7.01074057,1108.475105,714.8984969,1718.72939
KER3,88.3,2235.47,-5.999369004,6.920429077,1012.754451,653.1645428,1570.311172
KER3,88.4,2239.93,-6.238393556,6.757892382,860.8259901,555.179998,1334.740783
KER3,88.5,2244.39,-5.906054353,6.98388304,1079.100432,695.9536338,1673.182934
KER3,88.6,2248.85,-5.889754767,6.994966758,1091.127406,703.7102948,1691.831178
KER3,88.7,2253.3,-6.549719963,6.546190425,696.5854184,449.2548966,1080.080036
KER3,88.8,2257.76,-6.140564901,6.824415867,920.0388223,593.3686453,1426.552349
KER3,88.9,2262.22,-6.015082517,6.909743888,1001.990588,646.2225108,1553.621426
KER3,89,2266.68,-5.842471149,7.027119619,1126.780374,726.7042738,1747.112351
KER3,89.1,2271.14,-5.819944904,7.042437465,1144.173093,737.921511,1774.080368
KER3,89.2,2275.59,-5.925278292,6.970810761,1065.085931,686.9151396,1651.45296
KER3,89.3,2280.05,-5.437195403,7.302707126,1484.312715,957.2907181,2301.47874
KER3,89.4,2284.51,-5.645240369,7.161236549,1288.503246,831.0056128,1997.869315
KER3,89.5,2288.97,-6.605114422,6.508522193,670.8343211,432.6470173,1040.15206
KER3,89.6,2293.43,-6.167170865,6.806323812,903.5430996,582.7299152,1400.975154
KER3,89.7,2297.88,-5.478367828,7.274709877,1443.332387,930.8609187,2237.93731
KER3,89.8,2302.34,-6.173068254,6.802313587,899.9269445,580.3977169,1395.368179
KER3,89.9,2306.8,-6.259120624,6.743797976,848.7782611,547.4099513,1316.060358
KER3,90,2311.26,-5.943229186,6.958604154,1052.163873,678.5812038,1631.416857
KER3,90.1,2322.77,-5.3721179,7.346959828,1551.472607,1000.604732,2405.6125
KER3,90.2,2334.28,-6.017758664,6.907924108,1000.168844,645.0475974,1550.796747
KER3,90.3,2345.79,-6.150185513,6.817873851,914.0395585,589.4994878,1417.250281
KER3,90.4,2357.3,-6.15405005,6.815245966,911.6407208,587.9523846,1413.530799
KER3,90.5,2368.81,-5.162409881,7.489561281,1789.266934,1153.967497,2774.320915
KER3,90.6,2380.32,-5.626522688,7.173964572,1305.008159,841.6502704,2023.46076
KER3,90.7,2391.83,-5.987233912,6.92868094,1021.146138,658.5766661,1583.322775
KER3,90.8,2403.34,-6.018930418,6.907127316,999.3722339,644.5338329,1549.561576
KER3,90.9,2414.85,-6.677519328,6.459286857,638.6054771,411.8613885,990.1801111
KER3,91,2426.36,-5.65353639,7.155595255,1281.254884,826.3308638,1986.630477
KER3,91.1,2437.87,-6.143255302,6.822586395,918.3571752,592.2840859,1423.944896
KER3,91.2,2449.38,-6.168431757,6.805466405,902.7687278,582.2304929,1399.774464
KER3,91.3,2460.89,-6.661598953,6.470112712,645.5564848,416.3443624,1000.957891
KER3,91.4,2472.4,-6.45135285,6.613080062,744.773438,480.3332155,1154.797245
KER3,91.5,2483.92,-6.545655813,6.548954047,698.5131797,450.4981845,1083.069098
KER3,91.6,2495.43,-6.456555561,6.609542219,742.1432015,478.6368742,1150.718971
KER3,91.7,2506.94,-6.098050874,6.853325406,947.0249183,610.773023,1468.395234
KER3,91.8,2518.45,-7.884270553,5.638696024,281.095937,181.2896492,435.8490745
KER3,91.9,2529.96,-7.054309612,6.203069464,494.2638401,318.7698802,766.3733582
KER3,92,2541.47,-6.3408835,6.68819922,802.8751481,517.8052571,1244.885977
KER3,92.1,2552.98,-6.56041756,6.538916059,691.5365869,445.9987098,1072.251647
KER3,92.2,2564.49,-7.172657114,6.122593162,456.0457632,294.1215633,707.1148944
KER3,92.3,2576,-6.667812313,6.465887627,642.8347078,414.588983,996.7376811
KER3,92.4,2587.51,-7.336215858,6.011373217,408.0432675,263.1628959,632.6853471
KER3,92.5,2599.02,-6.739545446,6.417109097,612.2306537,394.8512441,949.2850257
KER3,92.6,2610.53,-6.402769054,6.646117043,769.7894557,496.4670135,1193.585455
KER3,92.7,2622.04,-7.034944232,6.216237922,500.8155764,322.9953485,776.5320543
KER3,92.8,2633.55,-6.562189361,6.537711235,690.7039083,445.4616831,1070.960549
KER3,92.9,2645.06,-7.079301396,6.186075051,485.9350878,313.3983455,753.4593367
KER3,93,2656.57,-6.031058604,6.898880149,991.164138,639.2401141,1536.834637
KER3,93.1,2668.08,-6.98241072,6.25196071,519.0294942,334.7422091,804.7733705
KER3,93.2,2679.59,-7.371512589,5.987371439,398.3661031,256.9217181,617.6805655
KER3,93.3,2691.1,-6.460114649,6.607122039,740.3492532,477.4798875,1147.937392
KER3,93.4,2702.61,-7.726792892,5.745780833,312.8678301,201.7805727,485.1125052
KER3,93.5,2714.12,-6.078232495,6.866801903,959.8738825,619.0598173,1488.318002
KER3,93.6,2725.63,-6.828965332,6.356303574,576.1128573,371.5574792,893.2831199
KER3,93.7,2737.14,-6.716549087,6.432746621,621.8796721,401.0742695,964.2461659
KER3,93.8,2748.65,-7.131492939,6.150584801,468.9915736,302.4708174,727.1878258
KER3,93.9,2760.16,-6.853680965,6.339496944,566.5112527,365.3650328,878.3954965
KER3,94,2771.68,-6.184443398,6.794578489,892.9927743,575.9256021,1384.616506
KER3,94.1,2783.19,-6.142334776,6.823212352,918.9322078,592.6549467,1424.836504
KER3,94.2,2794.7,-5.870551618,7.0080249,1105.468935,712.9597019,1714.06822
KER3,94.3,2806.21,-6.013423509,6.910872014,1003.121597,646.9519422,1555.375095
KER3,94.4,2817.72,-6.400055396,6.647962331,771.2112499,497.3839837,1195.789996
KER3,94.5,2829.23,-5.847234962,7.023880226,1123.136196,724.3540019,1741.461924
KER3,94.6,2840.74,-6.263711939,6.740675881,846.1324279,545.703551,1311.957901
KER3,94.7,2852.25,-6.455400699,6.610327525,742.7262401,479.0128983,1151.622993
KER3,94.8,2863.76,-6.44934792,6.614443414,745.7895191,480.9885255,1156.372714
KER3,94.9,2875.27,-6.300533469,6.715637241,825.2094567,532.2095172,1279.516103
KER3,95,2886.78,-7.020972351,6.225738801,505.5964398,326.0787124,783.9449502
KER3,95.1,2898.29,-6.362453226,6.673531806,791.1849879,510.2658204,1226.759975
KER3,95.2,2909.8,-6.328873845,6.696365785,809.4587265,522.0512616,1255.094045
KER3,95.3,2921.31,-6.661877175,6.469923521,645.4343629,416.2656012,1000.768537
KER3,95.4,2932.82,-6.931893414,6.286312478,537.1688507,346.4409822,832.8990768
KER3,95.5,2944.33,-6.70930434,6.437673049,624.9508763,403.055008,969.0081754
KER3,95.6,2955.84,-6.433890685,6.624954334,753.6697948,486.0708204,1168.591357
KER3,95.7,2967.35,-6.432736277,6.625739332,754.261656,486.4525345,1169.509059
KER3,95.8,2978.86,-6.345118908,6.685319143,800.5661321,516.3160833,1241.305767
KER3,95.9,2990.37,-5.97254781,6.938667489,1031.394954,665.1865244,1599.213923
KER3,96,3001.88,-6.294995962,6.719402746,828.3226446,534.2173325,1284.34321
KER3,96.1,3013.39,-6.137457039,6.826529213,921.9852388,594.6239646,1429.570336
KER3,96.2,3024.9,-6.635590605,6.487798389,657.0751455,423.7731924,1018.817977
KER3,96.3,3036.41,-5.536774877,7.234993084,1387.131304,894.614665,2150.795567
KER3,96.4,3047.93,-6.943055077,6.278722548,533.1072096,343.8214726,826.6013602
KER3,96.5,3059.44,-6.373925857,6.665730417,785.0366599,506.3005257,1217.226778
KER3,96.6,3070.95,-6.836807144,6.350971142,573.0489508,369.5814474,888.5324259
KER3,96.7,3082.46,-7.066422062,6.194832998,490.2095721,316.1551259,760.0870741
KER3,96.8,3093.97,-6.451804556,6.612772902,744.5447084,480.185699,1154.442592
KER3,96.9,3105.48,-6.901737207,6.306818699,548.2978709,353.618518,850.1550114
KER3,97,3116.99,-6.53219992,6.558104054,704.9339105,454.6391623,1093.024665
KER3,97.1,3128.5,-6.919594015,6.29467607,541.6803513,349.3506235,839.8943161
KER3,97.2,3140.01,-7.220595488,6.089995068,441.4192341,284.6883486,684.4359498
KER3,97.3,3151.52,-6.775478002,6.392674959,597.4526051,385.3203085,926.3711448
KER3,97.4,3163.03,-7.167582391,6.126043974,457.6222097,295.1382746,709.5592298
