"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-5.14241644785424,0.000584355,0.223606918343125,0.003346293,1.84832456717802,0.052661585823182,3.64398754853285
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-6.00367964861924,0.000246965,2.81930261995901,0.107585917,1.32222985030903,-0.469908231724964,3.11436793234303
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.1017442532795,0.000223896,2.65068074028753,0.137185591,1.2623279871181,-0.529767023415147,3.05442299765135
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-5.70221270738579,0.000333857,1.91271124755676,0.061270999,1.50637816287213,-0.286351438390019,3.29910776413428
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-5.14358559844242,0.000583672,1.71603345485232,0.040340228,1.84761040227799,0.0519560275759152,3.64326477698007
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-5.00685026635996,0.000669195,1.3694606755862,0.026102701,1.9311339241863,0.134402764157169,3.72786508421543
"Bird Island","BI10","BI10.5",197,194,195,194.5,-5.17213027741766,0.000567247,1.74962178456699,0.069152067,1.83017414726297,0.0347266880383335,3.62562160648761
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-5.0685718164665,0.00062914,1.9193495747245,0.051952222,1.89343188211696,0.0972043088156902,3.68965945541823
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-5.33490396802165,0.000482037,2.47227836930971,0.182590959,1.73074533317227,-0.0636403368503373,3.52513100319488
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-5.68603313037415,0.000339303,2.37066528344768,0.097700279,1.51626130890628,-0.276519620824601,3.30904223863716
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-5.07751270831304,0.00062354,1.82916411991462,0.076630039,1.88797042044022,0.0918134043202938,3.68412743656015
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-5.89846722170876,0.000274365,2.77431285444428,0.211315323,1.38649789508025,-0.405767933663977,3.17876372382448
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-6.52877652458983,0.000146079,-0.013530792693427,0.017365677,1.00147924579329,-0.791283009193345,2.79424150077993
"Bird Island","BI10","BI10.7",271,265,266,265.5,-4.82296979164907,0.000804287,3.17155178109882,0.16101435,2.04345562351681,0.245053426430849,3.84185782060276
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-5.27677194507476,0.00051089,3.59300403128987,0.239108874,1.76625474554017,-0.0284870393319288,3.56099653041227
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-4.14081831035592,0.001590983,3.55908312829195,0.339194543,2.46014159139969,0.653318353199356,4.26696482960003
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-4.38133951079757,0.001250859,2.82254074333484,0.252021868,2.31322142491058,0.509765284398234,4.11667756542293
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-4.72036153297277,0.000891196,3.22532047224489,0.249659858,2.10613293603727,0.306687324405027,3.90557854766952
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-5.10794844350559,0.000604848,2.44702847509319,0.105306814,1.86937903110116,0.0734576602150594,3.66530040198727
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-5.31232907363574,0.000493043,2.59290388324823,0.092428737,1.74453500009378,-0.0499859150847248,3.53905591527228
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-4.48339194181625,0.001129504,3.20563483418387,0.388038712,2.25088363461039,0.448725490974537,4.05304177824623
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-4.69450207145799,0.000914542,3.40861511975908,0.347057047,2.12192895062599,0.322207859291851,3.92165004196012
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-5.58547451013242,0.000375197,1.63333982577249,0.044446999,1.57768661861163,-0.215458024241361,3.37083126146462
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-4.36798496201323,0.001267676,4.34049808708816,1.991003144,2.32137892839543,0.517747162981505,4.12501069380936
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-4.94694948016016,0.000710505,3.50577817561601,0.338289287,1.96772376934399,0.170476316133076,3.76497122255491
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-4.92337291111127,0.000727455,2.85062212915836,0.049507222,1.98212530003461,0.184667196376365,3.77958340369286
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-5.4510895968735,0.000429163,3.21082529050234,0.187662858,1.65977440876639,-0.133976449462894,3.45352526699568
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-5.35201185729097,0.000473861,2.20166335348827,0.114474506,1.72029513612057,-0.0739906197604738,3.51458089200162
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-4.94038323571797,0.000715186,2.9832656718901,0.192516402,1.9717346994611,0.17442900072028,3.76904039820192
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-6.91744305430603,9.9e-05,1.05105419149233,0.027058096,0.764065865393581,-1.03051095849495,2.55864268928212
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-4.7333708976864,0.000879677,2.07839604984366,0.149589066,2.09818628507206,0.298877357387102,3.89749521275703
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-4.89638020767416,0.000747359,2.89212177073007,0.074044402,1.99861354504457,0.200909110900147,3.79631797918899
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-5.36566708874449,0.000467434,2.34054396035468,0.082678757,1.71195396338855,-0.0822536384373458,3.50616156521444
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-5.13815519201685,0.000586851,2.45181129976855,0.11557168,1.8509275161735,0.0552330780627333,3.64662195428427
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-5.06733994031607,0.000629915,2.40335088837297,0.081390222,1.89418436235065,0.0979470202288264,3.69042170447246
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-5.5711749336512,0.000380601,2.66726438439975,0.07942808,1.58642138358656,-0.206781231970747,3.37962399914386
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-5.52500544227344,0.000398585,2.14965739435367,0.113935315,1.61462359340208,-0.1787768242784,3.40802401108256
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-5.20073975930131,0.000551249,0.269769610162686,0.013947987,1.81269830798645,0.0174520345375453,3.60794458143536
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-6.27559347280201,0.000188167,1.66953197753021,0.038456563,1.15613378789846,-0.636065094515368,2.94833267031228
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-4.39044065345901,0.001239527,1.45395477010617,0.041449262,2.30766207549521,0.504324859036151,4.11099929195427
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-5.7837355113503,0.00030772,1.99720710288617,0.084118008,1.45658070672635,-0.335920608597452,3.24908202205015
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-5.38276345488779,0.000459511,1.63358850479219,0.145873046,1.70151080513256,-0.0926009451522352,3.49562255541735
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-5.24591411838715,0.0005269,1.6775116691311,0.027518772,1.78510396559276,-0.0098372777769995,3.58004520896251
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-6.32057157360136,0.000179892,1.68813441290027,0.23362155,1.12865932807674,-0.663603949934379,2.92092260608786
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-5.39361490643225,0.000454551,3.08229080460771,0.383297426,1.69488229560977,-0.0991697678976036,3.48893435911714
"Bird Island","BI10","BI10.13",519,491,492,491.5,-5.20141663416156,0.000550875,2.69581035284315,0.234127184,1.81228484519408,0.0170432564473855,3.60752643394077
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-5.47380687502479,0.000419523,1.42016149053647,0.019010108,1.64589776802936,-0.147740962496471,3.4395364985552
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-4.72232835441467,0.000889445,2.34013910932566,0.298178052,2.10493152122158,0.305506655961637,3.90435638648153
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-4.74224361565453,0.000871906,3.46831622932954,0.182515294,2.09276646678289,0.293550029670306,3.89198290389547
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-5.95396724124521,0.000259552,1.57923542890019,0.115944762,1.35259621782489,-0.439591706338403,3.14478414198819
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-5.76250975381613,0.000314321,1.68692356353095,0.043222669,1.46954626579162,-0.323009611802614,3.26210214338586
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-5.17674312659724,0.000564637,1.5940914599106,0.059086242,1.82735643070323,0.0319418293944738,3.62277103201198
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-5.18640825979462,0.000559206,1.55091659767825,0.102332658,1.82145257284833,0.0261062942800887,3.61679885141656
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-5.81349176587948,0.000298698,1.67657121845375,0.056145497,1.43840437191057,-0.354026233009382,3.23083497683053
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-5.3699628960806,0.00046543,1.59391220029146,0.064490919,1.70932990892737,-0.0848533993338516,3.50351321718859
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-6.33894588207891,0.000176616,1.89410531257422,0.108339566,1.11743555048172,-0.674858471235079,2.90972957219852
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-4.85733519019187,0.000777117,2.26517888895096,0.088622198,2.02246383540789,0.224393345129954,3.82053432568583
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-5.47427918938941,0.000419325,2.08466893551853,0.101328301,1.64560925913718,-0.148027181793539,3.43924570006791
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-5.36299925796263,0.000468683,2.16589615015055,0.070651562,1.7135835833219,-0.0806391761495489,3.50780634279336
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-5.39660385115656,0.000453195,1.83287856472944,0.096903786,1.69305652617357,-0.100979254297065,3.48709230664421
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-6.0413769006965,0.000237828,1.77014321298068,0.029358471,1.29920283006631,-0.492910018522565,3.09131567865519
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-5.19626595995738,0.00055372,1.42067587314617,0.052576953,1.81543108723104,0.0201537628849475,3.61070841157713
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-5.39690553308524,0.000453058,1.62449272550001,0.092380352,1.6928722465379,-0.101161894216319,3.48690638729212
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-5.9595310908622,0.000258112,1.88644770217868,0.11081106,1.34919759138137,-0.442983817996484,3.14137900075923
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-5.68997572795644,0.000337967,1.83188140260268,0.014989503,1.51385300937956,-0.278915229022336,3.30662124778146
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-5.12924384539694,0.000592104,2.4004701368072,0.101460912,1.85637093041988,0.0606102635432475,3.65213159729651
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-5.49874586911903,0.00040919,2.21204747962513,0.033797279,1.63066401251148,-0.1628561440915,3.42418416911445
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-5.50538409531358,0.000406483,1.73488327661877,0.064051407,1.62660911300197,-0.16688027902139,3.42009850502534
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-6.30334259549454,0.000183018,1.96627733222594,0.087157191,1.13918349113282,-0.653053297595272,2.93142027986091
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-5.78314943569793,0.0003079,1.68615757999753,0.062085013,1.45693870565644,-0.335564070128173,3.24944148144104
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-5.83327620106545,0.000292847,1.98150483181337,0.028289236,1.42631923136546,-0.366068094182632,3.21870655691355
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-5.54371879682349,0.000391195,1.97916708672631,0.149799957,1.60319271262727,-0.190125577194256,3.39651100244879
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-6.07339069400683,0.000230335,1.68880827031578,0.123958295,1.27964749841794,-0.512452429603782,3.07174742643966
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-6.38616064966758,0.000168471,1.15733703753499,0.041995139,1.08859484329194,-0.703789980412409,2.88097966699629
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-5.79210725924264,0.000305155,1.39060396143793,0.092397339,1.45146690140736,-0.341013837819642,3.24394764063436
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-5.97383447417833,0.000254447,1.04975592675766,0.045996955,1.3404605010363,-0.451705243613336,3.13262624568594
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-5.99086952416925,0.000250149,1.66796406520368,0.036579409,1.3300547971889,-0.462094326243295,3.1222039206211
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-5.85690533287311,0.000286008,1.41730384580682,0.061889717,1.41188559319636,-0.380453951771838,3.20422513816455
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-5.86083215252059,0.000284887,0.231350928858833,0.020038793,1.40948693147622,-0.382845085433101,3.20181894838554
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-6.39366479069128,0.000167212,1.70959326377816,0.056372474,1.08401100766109,-0.708389812643295,2.87641182796547
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-5.62806999042072,0.000359551,0.985070983639135,0.025173219,1.55166756064855,-0.241313617787015,3.34464873908411
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-6.4085472792304,0.000164742,1.44858993717322,0.087696414,1.07492017620871,-0.717513638745646,2.86735399116306
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-6.36672135520609,0.000171778,1.13866903622158,0.043716533,1.10046915779507,-0.691876223100089,2.89281453869023
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-5.52824235995121,0.000397297,1.69400936283896,0.071280414,1.6126463519645,-0.180739669165149,3.40603237309416
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-6.50714661097918,0.000149273,0.885813348554164,0.04073926,1.01469167988636,-0.778003362794358,2.80738672256709
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-6.13845942420377,0.000215825,1.08854904094674,0.043064444,1.23990086212885,-0.552196889244186,3.03199861350188
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-6.05002841872941,0.00023578,1.30552530415607,0.112164654,1.2939181297262,-0.498190456563316,3.08602671601571
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-6.57509673381788,0.000139467,1.01018713239972,0.119181385,0.973184971363013,-0.819733204329284,2.76610314705531
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-6.3760440851025,0.000170184,0.822252296659764,0.012288345,1.09477445385213,-0.697589483665624,2.88713839136989
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-6.25341701637476,0.000192387,1.61540464224446,0.111161295,1.16968007265193,-0.622492736453995,2.96185288175786
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-6.05762400792541,0.000233995,1.77114335810361,0.058775697,1.2892784338191,-0.502826880888214,3.08138374852642
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-5.67463977839222,0.00034319,1.56442449909427,0.037283402,1.52322083333482,-0.269597437314465,3.3160391039841
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-6.12189492428339,0.000219429,0.724427906236159,0.052826886,1.2500191347869,-0.542076107404943,3.04211437697875
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-6.09518995583759,0.000225368,1.63360531668769,0.038929549,1.2663316195198,-0.525763983005426,3.05842722204503
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-5.80096750088724,0.000302463,0.530899062036627,0.029588012,1.44605470416584,-0.346404840086605,3.23851424841828
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-6.43257320605033,0.000160831,0.528297644365849,0.031037579,1.06024415945028,-0.732246483333526,2.85273480223408
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-6.31741687254345,0.00018046,0.835055630581822,0.020283492,1.13058634824711,-0.661671910221864,2.92284460671608
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-6.81089539150438,0.000110171,0.63018274736233,0.051268137,0.829149526746925,-0.964815557593641,2.62311461108749
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-5.89281630846274,0.00027592,1.09551739040736,0.048150748,1.38994970354203,-0.40232537449106,3.18222478157511
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-6.30413791675194,0.000182872,1.51815101825122,0.075302354,1.13869767644648,-0.653540285256252,2.93093563814922
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-6.49049336099446,0.00015178,0.449445572447026,0.011128845,1.02486416470619,-0.76778155831223,2.81750988772461
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-5.91871086301707,0.000268866,1.20861061842081,0.108167164,1.37413225269238,-0.418102439772292,3.16636694515705
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-5.96808635897067,0.000255913,1.16950043259107,0.060543209,1.3439716844237,-0.448200167955759,3.13614353680315
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-5.68391426127554,0.000340022,1.57677291439351,0.098238068,1.51755560063676,-0.27523219870341,3.31034339997693
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-5.62990172831631,0.000358893,1.57018282633808,0.182686028,1.5505486603766,-0.242425798367402,3.3435231191206
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-5.9325475471541,0.000265172,1.31045382386475,0.067853766,1.36568024125498,-0.426534966795858,3.15789544930582
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-6.09896512885234,0.000224519,1.58337430189539,0.035560969,1.26402558975264,-0.528069631793066,3.05612081129834
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-6.21580080941925,0.000199762,1.49485461941187,0.053058391,1.19265758722629,-0.599479570076997,2.98479474452958
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-6.26012495072705,0.000191101,0.499340352824785,0.040367034,1.16558259255443,-0.626597707653547,2.95776289276241
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-5.43881951280651,0.000434461,1.76050611814426,0.034310742,1.66726947693771,-0.126543576137831,3.46108253001325
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-6.08836671345068,0.000226911,1.38897819740718,0.016845149,1.27049953447133,-0.521597032351499,3.06259610129416
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-5.75638199020033,0.000316253,2.08186056560581,0.147556511,1.47328935392268,-0.319282914096711,3.26586162194206
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-5.6886380328206,0.00033842,2.27176980975075,0.224959883,1.51467012816871,-0.278102403039813,3.30744265937723
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-5.57259896114398,0.000380059,1.9191513951285,0.16424566,1.58555152946999,-0.207645243079601,3.37874830201959
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-6.07166686751895,0.000230732,1.92721221235516,0.10580309,1.28070048199748,-0.511399942675028,3.07280090666999
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-6.11652540196026,0.000220611,1.49462690342797,0.104755318,1.25329905818755,-0.538795819670772,3.04539393604588
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-6.23526294875729,0.000195911,1.5928306476372,0.046225904,1.18076931814013,-0.611384937993601,2.97292357427385
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-6.01667815539304,0.000243775,1.04906764765259,0.043966816,1.31428983181665,-0.477838325408674,3.10641798904197
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-5.72252043890727,0.000327146,1.59468059184619,0.130066337,1.49397337156611,-0.29869462709207,3.2866413702243
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-6.16202323846465,0.000210798,2.79312985985831,0.063835773,1.22550712258335,-0.56659780338115,3.01761204854785
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-4.32875433980021,0.001318396,2.92791456575591,0.079848366,2.34534259370404,0.541187194710425,4.14949799269765
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-4.50772120414328,0.001102355,2.75746508564878,0.167762212,2.23602232814309,0.434162104881725,4.03788255140446
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-5.13336834212416,0.000589667,1.79014702593981,0.045056322,1.85385151947093,0.0581215805054045,3.64958145843645
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-5.26544986932242,0.000516707,2.67845664495009,0.081466026,1.77317073153842,-0.0216433973919687,3.5679848604688
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-6.13863365492461,0.000215787,1.65284780543858,0.034339306,1.23979443489305,-0.552303353991625,3.03189222377773
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-6.07743428497388,0.000229405,1.43870733854087,0.073672112,1.2771775080096,-0.514921343930244,3.06927635994945
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-6.11950884995323,0.000219954,0.452901808186733,0.017783884,1.25147664637923,-0.540618406770965,3.04357169952942
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,-5.31229966486858,0.000493057,1.94399248637215,0.042150715,1.74455296416913,-0.0499681297204122,3.53907405805866
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,-6.02439815360068,0.000241901,1.73506945096789,0.032214672,1.30957414180729,-0.482548730723736,3.10169701433831
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,-4.88108852329365,0.000758875,2.93837166492111,0.046887685,2.00795433001886,0.21010790433616,3.80580075570156
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,-5.01144076840361,0.00066613,1.95218928935567,0.065492235,1.92832985816932,0.131637144587998,3.72502257175064
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,-4.90995284354223,0.000737284,2.70295601172449,0.147042894,1.9903228250674,0.192742940446305,3.7879027096885
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,-4.73595210473959,0.000877409,2.81224918544364,0.147532673,2.09660957844786,0.297327618840024,3.8958915380557
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,-4.63899143054365,0.000966744,2.32067334767134,0.107644663,2.15583711585249,0.355507671638565,3.95616656006641
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,-4.17109151187745,0.00154354,2.99443504902196,0.056478506,2.44164948426097,0.635273775804351,4.24802519271759
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,-4.66827102109168,0.000938849,2.96534302083889,0.312621445,2.13795194685221,0.3379462736528,3.93795762005162
