"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.14750195684143,0.000581391,8.79563762526239,65.89419971,9.11555950322242,8.19580805908726,10.0353109473576
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-5.14047533671548,0.000585491,8.86638463037066,60.94161611,9.11863771829874,8.19888929749611,10.0383861391014
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-5.33822061657663,0.000480441,8.62807448322606,64.02588147,9.0320096537628,8.11204617028868,9.95197313723692
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-5.45868379081886,0.000425916,8.58487534895951,88.24884284,8.97923726071358,8.05901071158727,9.89946380983989
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-5.15347115361755,0.000577931,8.63892667704869,93.13022455,9.11294452316366,8.19319024327149,10.0326988030558
"Bird Island","BI10","BI10.4",145,141,142,141.5,-5.37845684557044,0.000461494,8.61036395885455,18.21293292,9.01438300475047,8.09434276949026,9.93442324001067
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-5.53076380585179,0.000396296,8.76969936588547,74.4489504,8.94766051613385,8.02722878892525,9.86809224334244
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-4.88353473502783,0.000757021,8.63815616889409,47.45052762,9.23119801324247,8.31132635640842,10.1510696700765
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-5.24385778015776,0.000527985,8.77955772742215,157.0216455,9.07334803558829,8.15352079729068,9.99317527388589
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-5.18007861252482,0.000562756,8.72857245906881,61.73924486,9.10128835281677,8.18151844490939,10.0210582607241
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-5.10795621408438,0.000604843,8.71490494063882,99.46457719,9.13288366467945,8.21314480291357,10.0526225264453
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-5.26380309595627,0.000517558,9.17960398133751,71.12002695,9.06461041057192,8.1447594886032,9.98446133254065
"Bird Island","BI10","BI10.5",197,194,195,194.5,-5.09946765534451,0.000609999,8.89407516616314,112.260405,9.13660232443633,8.21686475796126,10.0563398909114
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-4.79489165472022,0.000827189,8.67703049899777,19.40433341,9.27003068973894,8.35001094801998,10.1900504314579
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-4.86450739660942,0.000771563,8.81944482295733,155.9717551,9.23953349159935,8.31963461148636,10.1594323717123
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-5.05059063302098,0.000640555,9.04275541013175,112.1937561,9.1580143239902,8.23827455040851,10.0777540975719
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-4.76152333948079,0.000855257,8.88158935590362,31.09232618,9.2846486496116,8.36455914054371,10.2047381586795
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-5.64016647265859,0.000355228,8.78336639404459,142.7736565,8.89973349968522,7.9789220763762,9.82054492299423
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-5.21850151537372,0.000541544,8.73889307890912,108.9028532,9.0844560840011,8.16465499595061,10.0042571720516
"Bird Island","BI10","BI10.7",271,265,266,265.5,-4.97944103382905,0.000687791,8.95819998038147,103.9511198,9.18918347288131,8.26941104878011,10.1089558969825
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-5.23344071508297,0.000533514,8.73175704697569,108.1773992,9.07791153357018,8.15809557484996,9.99772749229039
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-4.79981107510463,0.00082313,8.81367998812089,76.79365852,9.2678755947256,8.34786549001262,10.1878856994386
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-4.92572151552879,0.000725749,8.69287715253073,73.5430348,9.21271686847701,8.29289667175077,10.1325370652032
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-4.4678915854249,0.001147148,8.80307557099186,148.2965685,9.41328256976391,8.49224877295617,10.3343163665716
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-4.95556020720899,0.000704413,8.72498455204253,212.2812892,9.19964516274347,8.27985395739417,10.1194363680928
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-5.37069388468761,0.00046509,8.36966059458673,119.5885434,9.01778379528675,8.09775923632515,9.93780835424836
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-4.7733979682558,0.000845161,8.12160079471329,43.51758987,9.27944662350718,8.35938282112613,10.1995104258882
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-5.25715277472094,0.000521012,8.76031834851882,151.4025643,9.06752377698736,8.14768105649364,9.98736649748108
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-4.88169275793697,0.000758417,8.85019577273905,274.4419208,9.23200494481835,8.3121307616528,10.1518791279839
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-4.33832780940225,0.001305835,8.83194179501929,146.3509218,9.47004174580437,8.54840295306081,10.3916805385479
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-4.82211337434269,0.000804976,8.9814921289308,112.904805,9.25810542464088,8.3381369184911,10.1780739307907
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-4.82850062976561,0.000799851,8.84077687981103,99.46866164,9.25530730184689,8.33535007810741,10.1752645255864
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-4.84942808452703,0.000783286,8.7033784156252,96.77731334,9.24613942232573,8.32621719558387,10.1660616490676
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-4.97848277107985,0.00068845,8.98787944062394,147.2086058,9.18960326771706,8.26983016569294,10.1093763697412
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-4.69804552243079,0.000911307,9.00010635982522,176.7489113,9.31245695146269,8.39221355554631,10.2327003473791
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-5.12433498421703,0.000595017,8.9339301416153,119.0582216,9.12570846860363,8.20596570355118,10.0454512336561
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-4.94834608200866,0.000709513,8.89802628245142,219.0972257,9.20280551986483,8.28300786776085,10.1226031719688
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-4.51997719459325,0.001088927,8.87897314521011,219.243921,9.39046495553009,8.46964190672017,10.31128800434
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-4.55944280258496,0.001046789,9.15494049394655,314.1395737,9.37317589943501,8.45250012543779,10.2938516734322
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-4.55710323565571,0.001049241,9.02543413469161,243.7283369,9.37420081469507,8.45351660852909,10.294885020861
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-4.79471782816387,0.000827333,8.30380898861032,118.4041127,9.27010683951178,8.35008675422235,10.1901269248012
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-4.83730428139817,0.00079284,8.52642819440421,101.3494984,9.2514506064946,8.33150847279352,10.1713927401957
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-4.67408863167328,0.000933403,8.59407118021473,155.4784276,9.32295196343,8.40264328021237,10.2432606466476
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-4.39991251769858,0.001227841,8.93751154889699,168.9409106,9.44306277523947,8.52172590807115,10.3643996424078
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-4.7879783811713,0.000832928,9.31962982035972,310.394632,9.27305925005437,8.3530256837007,10.193092816408
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-3.66137849593718,0.002569707,9.34867012055559,242.7777321,9.7665990586039,8.83993583037191,10.6932622868359
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-4.69315312570106,0.000915777,9.23690275058605,319.7998586,9.31460020797903,8.39434380027038,10.2348566156877
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-4.75575821958261,0.000860202,9.41157632837554,864.7429197,9.28717422786534,8.3670718880646,10.2072765676661
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-4.7086797490494,0.000901667,9.19579802455276,190.0778574,9.30779831955778,8.38758263812888,10.2280140009867
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-4.88410568811942,0.000756589,9.21515320568939,653.9557626,9.23094789065396,8.31107701215368,10.1508187691542
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-4.58380505454735,0.001021595,8.84805845717108,157.416355,9.36250330721577,8.44191310284428,10.2830935115873
"Bird Island","BI10","BI10.13",519,491,492,491.5,-4.7562433395942,0.000859785,8.85543266284345,44.90787058,9.28696170695105,8.3668604556428,10.2070629582593
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-4.59065257826869,0.001014623,9.10941512949219,121.9027865,9.35950355052241,8.43893666269675,10.2800704383481
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-4.12615819167692,0.001614479,9.34103600275103,173.5311002,9.56298881058277,8.64011103010013,10.4858665910654
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-4.0888157940663,0.001675907,8.94646476480545,235.9017829,9.57934773268908,8.65622005808005,10.5024754072981
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-4.2529896166372,0.001422165,9.67710058327398,296.6363225,9.50742662030263,8.58532650004217,10.4295267405631
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-4.10491691308961,0.001649139,9.71647584295073,111.1441592,9.57229416974775,8.64927540978372,10.4953129297118
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-3.91471246879468,0.001994628,9.64083569746842,46.14057465,9.65561875219529,8.73120060731249,10.5800368970781
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-4.0453908685672,0.001750286,9.65233966531506,281.60245,9.59837128284029,8.67494105301987,10.5218015126607
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-4.54451412937162,0.001062533,9.77961448264658,81.28126176,9.3797158384286,8.4589856133022,10.300446063555
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-4.33472611280415,0.001310546,9.96093738096627,288.0839396,9.47161957363196,8.54996231860218,10.3932768286617
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-4.0243939255387,0.001787425,9.73080159766745,129.575879,9.60756960371555,8.68398847362361,10.5311507338075
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-3.86178317824236,0.002103046,10.0443589944064,198.0195808,9.67880596556912,8.75395466529666,10.6036572658416
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-3.41097390652046,0.003300904,9.89376972856614,186.1818974,9.87629606349483,8.94698860221204,10.8056035247776
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-4.17442038044379,0.001538411,10.0842068622508,191.6926149,9.54184615672991,8.61927724726862,10.4644150661912
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-4.24275824016039,0.001436791,9.89755861456796,65.60984782,9.51190877199974,8.58974999587138,10.4340675481281
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-4.29538343211881,0.001363134,9.70988201501923,75.80642407,9.48885477784933,8.56699006569367,10.410719490005
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-4.43190720111585,0.001189179,9.28021534016808,15.01323728,9.42904657469186,8.50785629915542,10.3502368502283
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-4.35227911237701,0.001287743,9.72426031579214,180.5578402,9.46392997223736,8.54236185483118,10.3854980896435
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-4.49862175617975,0.001112432,9.9145902716101,202.2329166,9.39982032572339,8.47891312238307,10.3207275290637
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-4.5233357613216,0.001085276,9.78416517770489,209.455107,9.38899363780511,8.46818353887139,10.3098037367388
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-3.36170144677047,0.003467621,10.1799865573056,58.01424818,9.89788129590121,8.96800406392873,10.8277585278737
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-3.68588976768349,0.002507485,10.1912024835731,424.0139323,9.75586118393914,8.82943413497832,10.6822882329
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-4.28894526409329,0.001371939,9.86126439246674,243.4985791,9.49167520438795,8.56977553404462,10.4135748747313
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-4.728528698268,0.000883947,9.91711791563794,85.15278913,9.29910291072129,8.37893687627325,10.2192689451693
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-4.62928973780916,0.000976169,9.66008641612313,25.08662327,9.34257742033863,8.42213605377095,10.2630187869063
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-3.63741021520553,0.002632042,10.0762156892767,204.4293857,9.77709906028027,8.85020096840169,10.7039971521589
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-4.68879541155579,0.000919776,9.90005448028148,131.5476115,9.31650923125621,8.39624109507602,10.2367773674364
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-4.98883187560072,0.000681362,9.95690713013051,554.8627524,9.18506954183014,8.26530342629656,10.1048356573637
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-4.72860642090648,0.000883878,9.62298459446366,273.4561428,9.29906886206158,8.37890301668543,10.2192347074377
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-5.11754250527115,0.000599073,9.69417491662022,115.1821078,9.128684111334,8.20894318948151,10.0484250331865
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-5.0299601725326,0.000653907,9.59664303830568,269.2899875,9.16705209654209,8.24730644825021,10.086797744834
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-4.45093968077554,0.00116676,9.86948843903248,143.0527095,9.42070884406488,8.49960243882064,10.3418152493091
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-4.24679878185203,0.001430997,9.69919628002116,211.9584699,9.51013869533004,8.58800316894362,10.4322742217165
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-5.20833937763953,0.000547075,8.6009081215736,51.10398773,9.08890790365555,8.16911605199945,10.0086997553117
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-4.93563868118643,0.000718587,9.55465674419412,173.5560718,9.20837236595737,8.28856248566953,10.1281822462452
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-4.89726919877473,0.000746695,9.50894465211324,118.6218965,9.22518123239861,8.30532767567228,10.1450347891249
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-5.01909764903487,0.000661049,9.56477237079309,42.76112437,9.17181074052715,8.25206081980922,10.0915606612451
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-4.76026509479259,0.000856334,9.39204429390632,135.5162746,9.2851998602505,8.36510757038424,10.2052921501167
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-4.3831420565256,0.001248607,9.85249573006977,266.0802036,9.45040956295451,8.52899305303347,10.3718260728756
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-4.78864841146543,0.00083237,9.29849172569536,245.7345174,9.272765723819,8.35273351174693,10.1927979358911
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-4.952414311649,0.000706633,9.48007102402048,299.9010705,9.20102331368486,8.28122934118009,10.1208172861896
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-4.5693710891239,0.001036448,9.48399332719607,67.05268057,9.36882652509025,8.44818611561552,10.289466934565
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-4.88577986024455,0.000755323,9.33464528764083,135.8833311,9.23021447091822,8.31034586172888,10.1500830801076
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-4.66542509490676,0.000941525,9.38192997598845,118.7190515,9.32674727739475,8.40641401188397,10.2470805429055
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-4.63311873338612,0.000972438,9.97282044634227,171.4868709,9.3409000175901,8.42047053118535,10.2613295039948
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-4.61927113876722,0.000985998,9.80165411054569,160.7660348,9.346966358699,8.4264934304545,10.2674392869435
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-4.41861975018744,0.001205085,9.71539461511851,175.6499928,9.43486752858443,8.5136172259024,10.3561178312665
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-5.1195076356692,0.000597897,9.13586053379655,275.683178,9.12782322887418,8.2080818064666,10.0475646512818
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-5.12940362749908,0.000592009,9.72246432315027,120.1559005,9.12348800216491,8.20374365445135,10.0432323498785
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-5.17196017205151,0.000567344,9.33094151569995,143.2782051,9.10484487151469,8.18508024939513,10.0246094936343
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-4.79194130742859,0.000829634,9.2367926374202,158.1280057,9.2713231750805,8.35129757374943,10.1913487764116
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-5.15040490400081,0.000579706,9.52900081118367,276.4321349,9.11428778288581,8.19453499034403,10.0340405754276
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-4.97745127478536,0.00068916,9.45636313148571,182.8868014,9.19005514463483,8.27028130580448,10.1098289834652
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-4.63221800239487,0.000973315,9.51789074530288,92.48607368,9.34129460896792,8.42086233695117,10.2617268809847
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-4.77582553834764,0.000843112,9.62411464185365,72.60075205,9.27838315590518,8.35832448927391,10.1984418225364
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-4.94679481340724,0.000710615,9.37631440482408,195.970046,9.20348509814155,8.28368601291446,10.1232841833686
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-4.78111316920487,0.000838666,9.59474094503739,261.4345912,9.27606675559735,8.35601913495856,10.1961143762361
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-4.92264543347791,0.000727985,9.31946955348349,113.7612546,9.21406443558257,8.29424090118763,10.1338879699775
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-4.70939878694758,0.000901019,9.47560411734487,88.65668607,9.30748332411773,8.38726948852001,10.2276971597155
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-4.46873490124248,0.001146181,9.77431551837162,31.63761954,9.41291313077087,8.49188289454574,10.333943366996
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-4.89073609908532,0.000751589,9.55723326093957,185.32114,9.22804324651046,8.30818124218342,10.1479052508375
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-4.89438089287305,0.000748854,9.62461126774893,145.2736329,9.22644653870694,8.30658928354226,10.1463037938716
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-4.93502043643642,0.000719031,9.31992443349408,189.6883569,9.20864320603072,8.28883270241999,10.1284537096415
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-4.87583455118779,0.000762873,9.32488504534851,155.8694202,9.23457130247143,8.31468892915593,10.1544536757869
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-4.00980718304286,0.001813689,9.98161145293741,80.01298978,9.61395975002491,8.69027202122709,10.5376474788227
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-4.0224503915768,0.001790903,9.77188117502338,187.6108062,9.60842102522911,8.68482577559338,10.5320162748648
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-3.69053654633318,0.002495861,10.1510443814303,222.8752345,9.7538255275582,8.82744279588498,10.6802082592314
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-4.13336842435182,0.00160288,10.050126434033,264.0093477,9.55983015869526,8.63699953301172,10.4826607843788
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-4.76420859130817,0.000852964,9.9168404070467,222.9573285,9.28347229703943,8.36338868608247,10.2035559079964
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-4.73378147363265,0.000879316,10.1189473077536,322.5123358,9.29680177987457,8.37664843000814,10.216955129741
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-4.74277099030528,0.000871446,9.26659013828764,76.16605456,9.29286366094192,8.37273157851663,10.2129957433672
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-4.11127225051861,0.001638691,9.63604593635603,192.8644231,9.56951002955824,8.6465337730208,10.4924862860957
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-4.36938306256593,0.001265905,9.58076634298296,260.703259,9.4564370899707,8.5349537986066,10.3779203813348
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-4.18812155995096,0.001517476,9.92495860830957,433.2021643,9.53584395701419,8.61335983412421,10.4583280799042
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-5.46560269612807,0.000422979,9.94099947962266,191.5470843,8.97620623324195,8.05596154052176,9.89645092596215
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-3.99522642372235,0.001840328,10.1002644296905,711.6515767,9.62034727523051,8.69655154415519,10.5441430063058
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-3.72569784874643,0.002409628,9.83731019003134,285.4615205,9.73842209756604,8.81236998310388,10.6644742120282
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-4.94023461403699,0.000715292,8.97371165059452,163.3355729,9.20635898405586,8.28655365486221,10.1261643132495
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-4.04713822307017,0.001747231,10.0457335657467,434.2114875,9.59760580343792,8.67418799611708,10.5210236107588
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-4.71521331465238,0.000895795,8.9957658372962,203.0553031,9.30493610133896,8.3847370613713,10.2251351413066
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-5.50929670282648,0.000404895,8.8570644882529,194.9295095,8.95706480425431,8.03669792188993,9.87743168661869
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-5.55958473282837,0.000385037,7.51876920640867,30.56479527,8.93503467179579,8.01451090161856,9.85555844197301
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,-5.10177490781415,0.000608594,9.63534111880107,236.5896523,9.13559156546408,8.21585369608227,10.0553294348459
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,-5.82259844360454,0.00029599,8.64956597971791,140.4932862,8.8198138749861,7.89818647670788,9.74144127326432
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,-3.5915200662804,0.002755641,10.2084233665595,382.1862963,9.7972025731704,8.86984401239165,10.7245611339492
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,-3.61335399849333,0.002696127,9.22189419575507,157.5389463,9.78763758486756,8.86049987679027,10.7147752929448
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,-4.03219838796566,0.00177353,9.98572801629662,194.8718454,9.60415063222219,8.68062594162016,10.5276753228242
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,-3.87128527045763,0.002083158,9.92040411277186,405.8746354,9.6746432980292,8.7498711594473,10.5994154366111
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,-4.0626093533735,0.001720407,9.43467774000756,348.3525975,9.59082822535716,8.66751949978044,10.5141369509339
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,-3.66407059462196,0.002562798,10.1785846220022,223.1480952,9.76541970656695,8.83878261618639,10.6920567969475
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,-4.08973339003657,0.00167437,9.93760062850563,39.14844249,9.57894575311725,8.65582433301364,10.5020671732209
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,-3.46395096874274,0.003130583,10.2348687464063,654.0277488,9.85308792235317,8.92437496791524,10.7818008767911
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,-5.02375655253067,0.000657976,8.93428530700569,189.2791492,9.16976977250513,8.25002178384466,10.0895177611656
