Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,SH20_min_depth_min,SH20_min_depth_max,SH20_min_depth_median,SH20_min_depth_mean,SH20_max_depth_min,SH20_max_depth_max,SH20_max_depth_median,SH20_max_depth_mean,SH20_midpoint_depth_min,SH20_midpoint_depth_max,SH20_midpoint_depth_median,SH20_midpoint_depth_mean,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd,SAR,SAR_err,SAR_pc_err,DMAR,DMAR_err,DMAR_pc_err
South Georgia,POB4,POB_1F,202,232.5,233.6,233,3880.55,3739.21,4355.97,3947.7,3979.2,3749.81,4394.93,3981.72,4005.99,3757.8,4411.36,3971.18,4006.78,59481.33333,318309.3333,2.546666667,20.66666667,348.3333333,146.3333333,45.66666667,7089,80.33333333,71.66666667,511,0,12.33333333,15,3403,248157.6667,40731,0.164132513,6.658328118,21.45538006,45.52288802,39.70306453,520.2105343,34.01960219,22.14347157,48.38388161,0,21.36195996,25.98076211,270.4237416,716.3772284,261.4708397,0.000610012,92.54821457,4.627410728,7.451785434,0.745178543,0.12286014,0.012286014,578.8355274,17.08665057,2275.428244,335.7237129,9021.726802,87.07837543,404.7141991,1.946380242,23.62240835,0.300946853,4389.785606,53.91268519,1.860401504,0.008647389,3.683960219,0.016726932,13.80788066,0.118811064,42.23221979,0.200230784,0.954620511,0.010520703,5.415923636,0.05655589,67.43528434,1.624750722,13.29588723,0.500118861,72.78166024,0.353590613,0.422268804,0.001741391,0.041060097,0.001677545,4.085585311,0.005044649,0.000710568,14.08558531
South Georgia,POB4,POB_1F,208,240,241.2,240.6,3906.24,3784.95,4412.78,3975.67,4021.34,3801.72,4506.16,4038.24,4058.82,3801.87,4503.68,4023.74,4054.55,62434.66667,320157.6667,2.416666667,36.33333333,347.3333333,85.33333333,21,6679.333333,30.33333333,52.33333333,418.3333333,0,0,0,3575.666667,250084.6667,41181,0.164664257,8.504900548,87.13399643,35.21836642,23.89560629,402.8601908,43.36281049,51.63655036,114.8491765,0,0,0,154.4614299,1418.342107,496.1118825,0.001053146,94.84422598,4.742211299,5.155774016,0.515577402,0.082653186,0.008265319,887.8556839,18.59079547,2277.679057,409.3428005,10544.59845,185.3980177,635.2336126,11.43720276,24.65931035,0.432931421,5231.685567,38.91101832,2.802748414,0.028989916,5.391831445,0.055316285,14.92214734,0.091409847,46.48458085,0.433257479,1.363549419,0.014129066,4.959223953,0.106128167,82.83945348,1.83486614,20.32915458,0.469652725,90.03156615,0.924335535,0.741534111,0.002353096,0.032017076,0.00166387,5.196822007,0.002646313,0.000402156,15.19682249
South Georgia,POB4,POB_1F,214,247.5,248.6,248.1,3964.74,3849.24,4570.91,4087.5,4122.78,3861.57,4709.57,4116.85,4160.67,3859.09,4678.36,4115.28,4159.86,59137,314336.6667,2.483333333,27,185,47,8.666666667,4280.666667,97.66666667,53.66666667,392.6666667,0,0,0,3505.333333,248072.3333,40948,0.165063497,9,19.97498436,10.44030651,10.26320288,354.5438384,23.18045153,52.08006656,90.97435536,0,0,0,81.02674456,1853.106671,368.6800781,0.000254395,94.34611577,4.717305788,5.653884233,0.565388423,0.106683317,0.010668332,464.6930334,12.47778153,2042.795722,337.5356297,8968.649431,53.72699921,459.637987,4.080039089,13.50241736,0.076947181,3241.653667,18.75671053,1.926502972,0.015298528,4.02395169,0.040652938,10.17779359,0.076637077,23.71024737,0.207637432,0.862529439,0.005120218,1.945082871,0.016322407,55.84615278,1.731725308,6.052702857,0.214294128,44.76418348,0.152521811,0.318385384,0.001225597,0.029031407,0.001278579,4.404123999,0.003097167,0.00044612,14.40412428
South Georgia,POB4,POB_1F,219,253.8,254.8,254.3,4013.88,3902.7,4719.8,4161.67,4209.31,3911.79,4832.73,4197.08,4243.94,3910.5,4831.63,4197.16,4248.04,59583.5,312864.5,2.833333333,41.16666667,504.5,132.1666667,41.33333333,6999.666667,19,93.33333333,583.5,0,54.66666667,0,3312.666667,242256.6667,39250,0.162014163,24.66103539,100.1513854,65.82831204,32.51256167,1103.067843,28.18510245,68.23098026,98.89539929,0,85.4509606,0,226.1863538,1396.48282,449.6514205,0.000989551,94.85220787,4.742610394,5.147792125,0.514779213,0.093895238,0.009389524,201.5790203,5.120462652,1285.141199,207.391896,4373.699825,25.26074781,236.7761308,0.438928586,18.17379999,0.163508861,1807.117493,15.22755273,0.647566018,0.005076161,1.582772706,0.005174799,8.033188139,0.013603318,25.39532485,0.21174893,0.399140799,0.005701413,2.271856043,0.013780783,25.8328521,0.820673822,5.534555725,0.13942851,45.74739094,0.300894302,0.227814127,0.000626946,0.028876697,0.001075234,3.7235358,0.002711384,0.000372098,13.72353601
South Georgia,POB4,POB_1G,233,261.6,262.8,262.2,4076.151667,3964.32,4941.9,4262.6,4317,3975.28,5029.38,4297.05,4351.86,3963.35,5069.67,4295.03,4359.11,53339.16667,306210,2.3,18,335.1666667,116,30.33333333,4989.5,44.5,78.66666667,391.5,0,51.83333333,10.33333333,3246.666667,240990.1667,40058.16667,0.166220211,16.5408585,72.65925039,70.25667228,22.88813375,955.0371197,52.02979915,63.50328076,63.62625244,0,81.07876829,25.31139401,136.4546323,2015.473584,492.7479748,0.001029813,91.34502967,4.567251484,8.654970326,0.865497033,0.1619375,0.01619375,813.1351694,14.9860126,1950.222813,411.2563028,7256.928377,123.8946148,574.5576061,8.256845235,24.23235418,0.367196097,3991.017213,46.33372753,1.443267563,0.024681618,9.999500351,0.130105862,10.24211808,0.138532795,31.59199718,0.371442859,1.461004447,0.015601598,3.871192804,0.050309773,51.75566547,1.108082547,9.516171179,0.299675091,30.94142556,0.423036554,0.468767551,0.004908183,0.034423408,0.001126697,3.273055039,0.005574441,0.000739899,13.27305504
South Georgia,POB4,POB_1G,239,269.2,270.5,269.8,4137.684286,4020.5,5100.37,4361.74,4420.06,4035.24,5245.38,4398.22,4457.9,4033.32,5234.17,4392.85,4461.17,54929.57143,311937,2.198571429,12,375.5714286,96.71428571,17.57142857,5220.857143,44.71428571,80.85714286,424.8571429,0,67,0,3384.428571,245723.5714,40234.42857,0.16374216,18.07392228,58.88366254,28.35321431,19.12116753,584.3250889,48.62000372,59.35045232,64.42418948,0,89.76822006,0,77.19425096,1146.522257,264.4862045,0.001395116,93.19843305,4.659921652,6.80156695,0.680156695,0.099317496,0.00993175,425.3829367,18.56220687,1568.014343,284.2386816,7462.65519,106.3416412,346.0266111,2.174526254,14.56412053,0.158702513,2699.838692,14.32006228,1.456088618,0.015881486,17.12642515,0.199937143,9.86205407,0.096437527,15.11042647,0.140918233,0.861395442,0.017091436,2.308066582,0.023780742,48.13166038,1.47096457,5.600471694,0.220158447,28.84773451,0.27246347,0.342693196,0.001457441,0.03435518,0.001061328,3.089282215,0.00341207,0.000446616,13.08928262
South Georgia,POB4,POB_1G,247,279.3,280.2,279.8,4218.848,4106.69,5310.08,4501.52,4555.58,4125.04,5423.51,4534.68,4589.52,4113.97,5559.39,4522.2,4595.44,48832.2,300257.6,2.178,50.6,529.2,355.8,83,12876.8,52.4,38.4,465.2,0,51.8,27.4,3203.6,228563.4,37647,0.164737965,17.067513,70.91332738,69.17875396,36.04857834,899.0162401,44.12822226,9.581231654,51.7320017,0,51.7320017,61.26826258,69.99857141,5507.765908,742.578952,0.002380806,93.64469544,4.682234772,6.355304561,0.635530456,0.126023663,0.012602366,464.330814,8.286072513,2138.566653,402.3628632,8323.24976,122.6236996,398.3652226,4.816005665,20.15023558,0.125699587,3268.44694,16.37503961,2.63312534,0.007360407,3.329343119,0.01763829,12.39444387,0.056466337,39.54360665,0.138155746,1.119775779,0.007075211,3.821377503,0.055054784,60.20617388,1.638579378,9.370726445,0.327651378,33.47544801,0.136192961,0.465689388,0.004429758,0.026517384,0.000683465,2.577421364,0.003341818,0.000420315,12.57742113
South Georgia,POB4,POB_1G,255,289.2,290.5,289.9,4348.3,4213.08,5481.99,4633.95,4682.39,4256.42,5671.43,4694.08,4743.45,4219.08,5837.54,4660.32,4737.13,56636.85714,306180.8571,2.635714286,30,408.7142857,174.8571429,67.14285714,6995.142857,113.2857143,28.85714286,536.2857143,31,109.7142857,188.7142857,3357.142857,235406.5714,39300.57143,0.166938948,28.44878439,92.25456499,33.2336605,39.8054794,1206.751207,92.74825117,26.25153057,87.00903073,48.54894438,110.110118,214.9385294,249.0498133,2412.780958,823.9431326,0.002444172,83.43390983,4.171695491,16.56609017,1.656609017,0.348804945,0.034880495,579.0847532,14.41912463,15730.80848,3119.917143,13598.18409,144.7038384,4919.116227,37.98811121,352.5481927,5.636832047,18342.39711,75.75600954,6.955406341,0.048138017,12.05066927,0.104687632,20.23444592,0.027152057,69.88848099,0.384878863,1.629986772,0.014393073,24.15652,0.35316602,197.9058749,3.903704254,111.2427285,3.249262351,19.13663003,0.179405008,2.727952899,0.028187007,0.021290534,0.000891418,4.186923578,0.007426244,0.001053556,14.18692372
South Georgia,POB4,POB_1G,256,290.6,291.8,291.2,4366.591429,4255.56,5533.43,4676.79,4719.53,4308.67,5708.78,4763.55,4798.87,4275.48,5880.61,4724.5,4789.35,59661.57143,314192.7143,2.511428571,44.57142857,428.4285714,209.2857143,58,8775.714286,53.71428571,22.14285714,401.1428571,0,157.5714286,28.14285714,3347,240726.2857,40421.14286,0.167914077,45.16952196,124.4760447,161.7319947,24.42676128,2872.106643,81.93842055,29.71771958,64.68237414,0,106.9078375,58.41355029,269.1560885,953.6611408,299.5710425,0.001186368,89.59471273,4.479735636,10.40528727,1.040528727,0.190715909,0.019071591,894.0931062,21.68859036,6294.95273,1363.364667,10311.45872,58.33241274,2268.690552,4.298397322,117.3138045,1.405751601,6912.68922,41.69887575,3.949802257,0.015768253,42.27735077,0.178695346,14.53213098,0.075732068,55.97334616,0.182097226,1.353816057,0.016772335,12.63113542,0.00335341,120.4252189,2.151830449,42.9652108,1.581009373,25.84355744,0.078327468,1.279033235,0.001013569,0.015124779,0.000825752,5.459600061,0.002884536,0.000445938,15.45960011
South Georgia,POB4,POB_1G,261,297.2,298.5,297.9,4452.818571,4407.9,5905.28,4939.64,5015.78,4419.48,6107.68,5026.3,5084.5,4399.89,6133.93,4967.08,5073.05,50312.71429,343976.8571,2.315714286,299.8571429,1239.142857,1035.285714,318.2857143,85087.85714,494.7142857,88.71428571,390.7142857,235.7142857,311.5714286,933.7142857,2686.142857,197013.1429,35945.71429,0.182531411,69.35519344,238.9605467,166.265565,59.38213616,9473.48219,99.49491492,108.1969104,68.33914029,321.9278979,163.4317973,180.7758412,142.417729,6817.281067,804.3628357,0.003298031,73.63738122,3.681869061,26.36261878,2.636261878,0.443658217,0.044365822,1627.066722,52.8906217,11160.82394,2302.774585,11223.59004,125.2570279,3699.908054,597.086563,291.1229472,3.195134552,14247.36154,74.30357715,9.889110995,0.04136364,9.722134768,0.022775177,24.62419533,0.040512647,80.21168655,0.410701529,2.287900277,0.064792919,9.795083632,0.146216164,112.2832022,3.335992316,81.06453324,2.705115344,10.42133897,0.06094422,1.451699558,0.012624055,0.018917346,0.000764805,4.042876137,0.008392836,0.001178596,14.0428762
South Georgia,POB4,POB_1H,270,299.6,300.9,300.3,4523.25,4430.62,6128.93,5042.68,5123.5,4533.61,6278.8,5175.63,5229.19,4440.09,6268.66,5080.66,5187.63,51475.71429,324223,2.22,222.1428571,1146.142857,855.8571429,277.5714286,48938.28571,186.5714286,43.57142857,476,0,216.5714286,504.7142857,2980.714286,212913.1429,37419.42857,0.175946188,68.99137282,162.9922581,134.5442041,42.67652416,5167.655455,93.48058113,37.13873604,125.5959129,0,184.1230179,222.6325181,230.2583435,12264.05586,1389.475783,0.004593293,85.04125927,4.252062964,14.95874073,1.495874073,0.259664835,0.025966484,3090.220757,115.9012115,12500.20752,2575.692802,16886.46117,115.6415193,3646.803466,33.33159839,347.2391734,3.948387362,32077.88146,420.4454677,21.31568752,0.375081471,34.08957406,0.406542732,38.63072038,0.273310971,87.03952565,0.578511591,5.190975617,0.045419571,18.01037848,0.142263938,133.9471098,3.690744929,68.70367736,2.860327702,20.04870982,0.122531946,2.678935817,0.023953478,0.012300123,0.000703395,5.718598838,0.003193909,0.000502038,15.71859903
South Georgia,POB4,POB_1H,272,302.4,303.6,303,4931.037143,4758.16,6276.14,5310.93,5391.37,4765.35,6387.95,5441.61,5471.42,4546.37,6409.52,5377.81,5418.64,47650.85714,336142.7143,2.381428571,170.2857143,908.1428571,924.2857143,332.2857143,87275.42857,534.4285714,18.14285714,325.2857143,131.5714286,475.8571429,1192.142857,2956.285714,188092.1429,35333.71429,0.188454558,83.68535174,210.3730247,265.0400688,111.2949749,23186.70894,107.2502636,20.41591349,109.8084913,183.9609172,114.0517844,533.5264531,233.0076639,16239.97922,1624.873709,0.00886823,78.90146748,3.945073374,21.09853252,2.109853252,0.432005291,0.043200529,2331.368208,73.21238282,16569.8395,3265.524578,14057.62029,126.9074495,4842.543624,62.55452259,490.1014482,6.915464233,36789.89387,354.8212281,15.52308099,0.062287182,23.68744542,0.042920448,33.26418497,0.054987003,79.02378554,0.722568208,5.124775373,0.106965093,13.69513286,0.05133154,127.6030216,4.468681315,115.7826807,3.67936602,18.58875346,0.157438914,1.569478967,0.01621365,0.014990631,0.000736291,4.911675737,0.006476032,0.000965685,14.91167571
South Georgia,POB4,POB_1H,274,305.3,306.6,305.9,5380.512857,5051.29,6467.68,5652.6,5693.35,4937.75,6554.08,5727.25,5740.57,4592.51,6578.44,5715.01,5666.77,49935.28571,318569.5714,2.027142857,309.8571429,1276.571429,1072.428571,301.5714286,42619.71429,262,72.71428571,486.7142857,0,227.4285714,645.7142857,3019.714286,213158.8571,37477.28571,0.175852451,69.02518519,149.3093624,178.7855859,57.32322724,4565.249599,101.1549966,41.72814512,102.7321992,0,177.0695317,230.8641118,301.1614818,5154.83758,573.8218987,0.001669558,86.3766506,4.31883253,13.6233494,1.36233494,0.243198898,0.02431989,4721.245763,121.2841094,8247.619338,1579.857353,13624.79416,168.2778909,3402.546149,30.71597271,239.0903954,0.4264322,26021.27236,187.5719913,21.67941523,0.154998283,35.17565751,0.115114503,45.29733791,0.372247302,101.2819468,0.697430954,5.769286168,0.126261835,21.72799433,0.073078458,128.8300513,3.49952727,55.26303448,1.518066105,24.63084169,0.201796551,3.02416282,0.02924421,0.027530707,0.000865058,3.142155591,0.006695438,0.000879925,13.14215567
