"Site","Site_Section","Sample_ID","Core_section","Sample","Radius_1_cm","Radius_2_cm","Thickness_cm","Depth_T_field_cm","Depth_B_field_cm","Depth_field_cm","Depth_T_cm","Depth_B_cm","depth","SH20_min","SH20_max","SH20_median","SH20_age","accum_rate","Wet_bag_g","Dry_bag_g","Wet_mass_g","Dry_mass_g","Ash_Mass","Water_Content_pc","Dry_mass","LOI550","C_content","Volume_cm3","Wet_density_g_cm3","Dry_density_g_cm3","DMAR_g_cm2_yr"
"HER42PB","HER42PB1I","HER42PB1I_301","I",301,2.4,2.3,1.2,332.12,333.32,332.72,332.12,333.32,332.72,3602.78,4030.54,3782.23,3789.13,0.0974,7.2028,2.1189,5.0839,0.9713,NA,0.742421870518602,-0.74242187051861,NA,NA,5.1,-1.05539780902103,-0.841505879804749,-0.333387080410305
"HER42PB","HER42PB1I","HER42PB1I_302","I",302,2.5,2.4,1.4,333.46,334.81,334.13,333.46,334.81,334.13,3631.85,4043.51,3795.84,3803.61,0.0974,8.4716,2.2564,6.2152,1.1088,NA,0.849215772660488,-0.849215772660494,NA,NA,6.2,-1.11139925852545,-0.909531136454749,-0.35479859120148
"HER42PB","HER42PB1I","HER42PB1I_303","I",303,2.4,2.5,1.3,334.94,336.24,335.59,334.94,336.24,335.59,3659.3,4052.41,3810.66,3818.6,0.0974,7.5641,1.9748,5.5893,0.8272,NA,1.11026753345176,-1.11026753345177,NA,NA,6,-1.72741520307409,-1.18163216305475,-0.415681161821755
"HER42PB","HER42PB1I","HER42PB1I_304","I",304,2.4,2.4,1.3,336.38,337.63,337,336.38,337.63,337,3680.63,4061.89,3823.54,3833.08,0.0971,7.9159,2.1471,5.7688,0.9995,NA,0.884813740041115,-0.884813740041122,NA,NA,5.5,-0.887393460507767,-0.909531136454749,-0.359039848930084
"HER42PB","HER42PB1I","HER42PB1I_305","I",305,2.5,2.4,1.3,337.76,339.01,338.39,337.76,339.01,338.39,3698.88,4072.55,3837.05,3847.35,0.0975,7.7087,2.0752,5.6335,0.9276,NA,0.967875663929248,-0.967875663929255,NA,NA,5.7,-1.2234021575343,-1.04558164975475,-0.385650320807934
"HER42PB","HER42PB1I","HER42PB1I_306","I",306,2.5,2.5,1.1,339.15,340.25,339.7,339.15,340.25,339.7,3711.35,4083.75,3849.94,3860.8,0.0613,7.0464,1.9463,5.1001,0.7987,NA,1.0390715986905,-1.03907159869051,NA,NA,5.3,-1.44740795555198,-1.11360690640475,-0.451116186070409
"HER42PB","HER42PB1I","HER42PB1I_307","I",307,2.5,2.5,1.3,340.39,341.64,341.01,340.39,341.64,341.01,3730.73,4104.62,3871.64,3882.19,0.055,8.0446,2.1749,5.8697,1.0273,NA,0.872947750914238,-0.872947750914246,NA,NA,6,-1.27940360703872,-0.977556393104748,-0.440649856514339
"HER42PB","HER42PB1I","HER42PB1I_308","I",308,2.4,2.5,1.4,341.77,343.12,342.45,341.77,343.12,342.45,3747.74,4143.06,3897.45,3908.28,0.0552,7.9676,2.1205,5.8471,0.9729,NA,0.944143685675496,-0.944143685675503,NA,NA,6.2,-1.61541230406525,-1.04558164975475,-0.449611223650582
"HER42PB","HER42PB1I","HER42PB1I_309","I",309,2.3,2.2,1.3,343.26,344.56,343.91,343.26,344.56,343.91,3759.17,4175.58,3922.35,3934.74,0.0552,7.5989,2,5.5989,0.8524,NA,1.07466956607113,-1.07466956607114,NA,NA,5.1,-0.551384763481238,-0.977556393104748,-0.451253000835848
"HER42PB","HER42PB1I","HER42PB1I_310","I",310,2.3,2.5,1.4,344.69,346.04,345.37,344.69,346.04,345.37,3768.76,4207.88,3948.7,3961.2,0.0552,7.8037,2.0863,5.7174,0.9387,NA,0.967875663929248,-0.967875663929255,NA,NA,6,-1.5034094050564,-1.04558164975475,-0.450842556539531
"HER42PB","HER42PB1I","HER42PB1I_311","I",311,2.4,2.4,1.3,346.18,347.48,346.83,346.18,347.48,346.83,3778.97,4260.13,3974.03,3987.66,0.0554,7.9111,2.0345,5.8766,0.8869,NA,1.08653555519801,-1.08653555519802,NA,NA,5.6,-0.99939635951661,-1.04558164975475,-0.456588776687962
"HER42PB","HER42PB1I","HER42PB1I_312","I",312,2.3,2.3,1.2,347.61,348.81,348.21,347.61,348.81,348.21,3787.17,4310.17,3997.44,4012.67,0.055,6.952,1.8929,5.0591,0.7453,NA,1.12213352257864,-1.12213352257864,NA,NA,4.9,-1.05539780902103,-1.11360690640475,-0.4637715518735
"HER42PB","HER42PB1I","HER42PB1I_313","I",313,2.3,2.3,1.3,348.95,350.25,349.6,348.95,350.25,349.6,3793.42,4367.41,4020.18,4037.87,0.0486,7.8402,2.0852,5.755,0.9376,NA,0.979741653056123,-0.979741653056131,NA,NA,5.4,-0.775390561498924,-0.977556393104748,-0.456930813601559
"HER42PB","HER42PB1I","HER42PB1I_314","I",314,2.4,2.4,1.2,350.39,351.59,350.99,350.39,351.59,350.99,3818.22,4397.92,4047.82,4066.39,0.0468,7.8217,2.1384,5.6833,0.9908,NA,0.884813740041115,-0.884813740041122,NA,NA,5.4,-0.831392011003346,-0.909531136454749,-0.450842556539531
"HER42PB","HER42PB1I","HER42PB1I_315","I",315,2.4,2,1.2,351.72,352.92,352.32,351.72,352.92,352.32,3846,4420.85,4079.28,4094.96,0.0464,7.389,2.3618,5.0272,1.2142,NA,0.327112251077941,-0.327112251077949,NA,NA,4.6,-0.0473717179414449,-0.297303826604753,-0.368958919424398
"HER42PB","HER42PB1I","HER42PB1I_316","I",316,2.3,2.5,1.1,353.06,354.16,353.61,353.06,354.16,353.61,3863.64,4447.69,4108.34,4122.68,0.0466,7.455,2.4803,4.9747,1.3327,NA,0.137256425047925,-0.137256425047932,NA,NA,4.9,-0.495383313976817,-0.297303826604753,-0.354524961670603
"HER42PB","HER42PB1I","HER42PB1I_317","I",317,2.3,2.3,1.2,354.29,355.44,354.87,354.29,355.44,354.87,3879.9,4476.41,4139.53,4149.75,0.0466,7.6318,2.9141,4.7177,1.7665,NA,-0.586568911691515,0.586568911691506,NA,NA,4.8,-0.103373167445866,0.382948739895242,-0.215452752602043
"HER42PB","HER42PB1I","HER42PB1I_318","I",318,2.3,2.4,1.2,355.58,356.78,356.18,355.58,356.78,356.18,3894.38,4511.07,4169.27,4177.9,0.0468,8.8502,2.3603,6.4899,1.2127,NA,0.77801983789923,-0.778019837899238,NA,NA,5.1,0.736648575120455,-0.501379596554751,-0.415475939673597
"HER42PB","HER42PB1I","HER42PB1I_319","I",319,2.3,2.4,1.2,356.91,358.11,357.51,356.91,358.11,357.51,3906.27,4551.16,4199.17,4206.47,0.0464,8.0236,2.7783,5.2453,1.6307,NA,-0.171259292250853,0.171259292250845,NA,NA,5,0.00862973156297537,0.110847713295244,-0.287827763519178
"HER42PB","HER42PB1I","HER42PB1I_320","I",320,2.3,2.3,1.3,358.25,359.55,358.9,358.25,359.55,358.9,3920.43,4597.71,4230.04,4236.34,0.0474,7.4824,2.4291,5.0533,1.2815,NA,0.244050327189808,-0.244050327189817,NA,NA,5.4,-1.16740070802987,-0.501379596554751,-0.378809582535993
"HER42PB","HER42PB1I","HER42PB1I_321","I",321,2.3,2.4,1.2,359.69,360.84,360.26,359.69,360.84,360.26,3933.62,4643.34,4256.84,4265.05,0.051,7.8261,2.775,5.0511,1.6274,NA,-0.254321216138986,0.254321216138977,NA,NA,4.8,0.120632630571818,0.178872969945244,-0.246441296973935
"HER42PB","HER42PB1J","HER42PB1J_328","J",328,2.3,2.3,1.1,360,361.1,360.55,360,361.1,360.55,3944.07,4645.7,4263.17,4270.72,0.0511,6.3091,2.2887,4.0204,1.1411,NA,0.0185965337791644,-0.0185965337791716,NA,NA,4.4,-1.11139925852545,-0.365329083254752,-0.33509726497829
"HER42PB","HER42PB1J","HER42PB1J_329","J",329,2.4,2.4,1.2,361.32,362.52,361.92,361.32,362.52,361.92,3980.73,4659.75,4290.36,4297.48,0.0511,8.7018,3.6693,5.0325,2.5217,NA,-1.32226023755783,1.32226023755782,NA,NA,5.4,0.0646311810673969,0.995176049745238,0.000919798939449915
"HER42PB","HER42PB1J","HER42PB1J_330","J",330,2.4,2.5,1.2,362.74,363.94,363.34,362.74,363.94,363.34,4007.44,4680.04,4321.63,4325.23,0.0515,8.6864,3.6216,5.0648,2.474,NA,-1.25106430279657,1.25106430279656,NA,NA,5.7,-0.271377515959131,0.859125536445239,-0.0280165239508604
"HER42PB","HER42PB1J","HER42PB1J_331","J",331,2.4,2.4,1.2,364.15,365.35,364.75,364.15,365.35,364.75,4024.11,4700.69,4351.64,4352.78,0.0509,7.9506,3.166,4.7846,2.0184,NA,-0.883218639863416,0.883218639863407,NA,NA,5.4,-0.719389111994503,0.382948739895242,-0.15320203432738
"HER42PB","HER42PB1J","HER42PB1J_332","J",332,2.3,2.5,1.2,365.57,366.72,366.15,365.57,366.72,366.15,4044.3,4723.36,4380.62,4380.13,0.0513,7.5369,2.6936,4.8433,1.546,NA,-0.230589237885234,0.230589237885225,NA,NA,5.2,-0.831392011003346,-0.0932280566547543,-0.281329062160834
"HER42PB","HER42PB1J","HER42PB1J_333","J",333,2.4,2.3,1.2,366.94,368.14,367.54,366.94,368.14,367.54,4059.2,4758.23,4408.16,4407.29,0.0511,8.1685,3.3857,4.7828,2.2381,NA,-1.14427040065469,1.14427040065468,NA,NA,5,0.17663408007624,0.927150793095239,-0.0341047810128878
"HER42PB","HER42PB1J","HER42PB1J_334","J",334,2.1,2.4,1.1,368.36,369.46,368.91,368.36,369.46,368.91,4074.73,4794.03,4432.96,4434.05,0.0516,7.4491,3.5601,3.889,2.4125,NA,-1.90369370477476,1.90369370477475,NA,NA,4.3,0.512642777102769,1.67542861624523,0.220370682703316
"HER42PB","HER42PB1J","HER42PB1J_335","J",335,2.2,2.4,1.1,369.67,370.77,370.22,369.67,370.77,370.22,4092.48,4836.85,4458.15,4459.61,0.0516,8.41,3.7103,4.6997,2.5627,NA,-1.54771403096847,1.54771403096846,NA,NA,4.5,1.40866596917351,1.74345387289523,0.174058884602276
"HER42PB","HER42PB1J","HER42PB1J_336","J",336,2.2,2.2,1.2,370.99,372.19,371.59,370.99,372.19,371.59,4123.68,4852.51,4484.41,4486.12,0.0518,7.3525,3.2012,4.1513,2.0536,NA,-1.2866622701772,1.28666227017719,NA,NA,4.6,-0.103373167445866,0.927150793095239,-0.00858882725854804
"HER42PB","HER42PB1J","HER42PB1J_337","J",337,2.2,2.2,1.3,372.41,373.66,373.03,372.41,373.66,373.03,4153.8,4867.98,4513.68,4513.99,0.0516,7.7388,3.5335,4.2053,2.3859,NA,-1.65450793311036,1.65450793311035,NA,NA,4.5,0.400639878093926,1.47135284629524,0.14108652613152
"HER42PB","HER42PB1J","HER42PB1J_338","J",338,2.1,2.5,1.2,373.88,375.03,374.45,373.88,375.03,374.45,4179.07,4886.9,4542.33,4541.47,0.0518,8.2091,3.73,4.4791,2.5824,NA,-1.70197188961786,1.70197188961785,NA,NA,4.7,0.736648575120455,1.60740335959523,0.176658365145613
"HER42PB","HER42PB1J","HER42PB1J_339","J",339,2.2,2.2,1.2,375.24,376.44,375.84,375.24,376.44,375.84,4201.93,4905.37,4571.59,4568.38,0.0514,7.4241,3.2055,4.2186,2.0579,NA,-1.25106430279657,1.25106430279656,NA,NA,4.6,0.00862973156297537,0.927150793095239,-0.0168661205675966
"HER42PB","HER42PB1J","HER42PB1J_340","J",340,2.2,2.2,1.3,376.66,377.91,377.29,376.66,377.91,377.29,4222.96,4929.93,4602.01,4596.44,0.0518,7.797,2.9104,4.8866,1.7628,NA,-0.503506987803382,0.503506987803374,NA,NA,4.6,0.288636979085083,0.450973996545242,-0.179470469291633
"HER42PB","HER42PB1J","HER42PB1J_341","J",341,2.2,2,1.3,378.13,379.43,378.78,378.13,379.43,378.78,4241.78,4959.82,4635.49,4625.28,0.0524,7.5048,3.6321,3.8727,2.4845,NA,-1.99862161778976,1.99862161778975,NA,NA,4.5,0.17663408007624,1.60740335959523,0.235283492136147
"HER42PB","HER42PB1J","HER42PB1J_342","J",342,2.2,2.1,1.3,379.65,380.9,380.27,379.65,380.9,380.27,4267.13,4991.66,4665.39,4653.75,0.0557,7.7897,3.7273,4.0624,2.5797,NA,-1.96302365040914,1.96302365040913,NA,NA,4.4,0.680647125616033,1.81147912954523,0.321134757449006
"HER42PB","HER42PB1J","HER42PB1J_343","J",343,2.1,2.1,1.2,381.11,382.31,381.71,381.11,382.31,381.71,4321.74,5000.38,4687.5,4679.66,0.0555,6.5851,2.9202,3.6649,1.7726,NA,-1.22733232454282,1.22733232454281,NA,NA,4.2,-0.383380414967974,0.79110027979524,-0.00393712523362817
"HER42PB","HER42PB1J","HER42PB1J_344","J",344,2,2.1,1.1,382.53,383.63,383.08,382.53,383.63,383.08,4370.33,5017.4,4710.84,4704.31,0.0555,5.535,1.9509,3.5841,0.8033,NA,0.469504120600454,-0.469504120600461,NA,NA,3.5,-0.775390561498924,-0.569404853204751,-0.376278509375375
"HER42PB","HER42PB1J","HER42PB1J_345","J",345,2.2,2.2,1.2,383.85,385.05,384.45,383.85,385.05,384.45,4404.45,5031.49,4732.75,4728.96,0.0555,6.6719,2.0032,4.6687,0.8556,NA,0.801751816152983,-0.80175181615299,NA,NA,4.6,-0.943394910012189,-0.841505879804749,-0.424232084661681
"HER42PB","HER42PB1J","HER42PB1J_346","J",346,2.2,2.1,1.2,385.27,386.47,385.87,385.27,386.47,385.87,4432.44,5044.02,4757.59,4754.51,0.0555,6.388,1.9453,4.4427,0.7977,NA,0.83734978353361,-0.837349783533618,NA,NA,4.4,-0.99939635951661,-0.909531136454749,-0.432167341057133
"HER42PB","HER42PB1J","HER42PB1J_347","J",347,2.1,2.1,1.2,386.69,387.89,387.29,386.69,387.89,387.29,4459.71,5058.77,4784.08,4780.06,0.0559,6.2782,2.0009,4.2773,0.8533,NA,0.671225935757347,-0.671225935757354,NA,NA,4.2,-0.775390561498924,-0.70545536650475,-0.402752166487786
"HER42PB","HER42PB1J","HER42PB1J_348","J",348,2.2,2.3,1.3,388.1,389.4,388.75,388.1,389.4,388.75,4478.79,5081.65,4812.16,4806.33,0.0554,7.0717,2.2588,4.8129,1.1112,NA,0.410174174966074,-0.410174174966081,NA,NA,5.1,-1.16740070802987,-0.63743010985475,-0.37922002683231
"HER42PB","HER42PB1J","HER42PB1J_349","J",349,2.2,2.2,1.3,389.62,390.87,390.25,389.62,390.87,390.25,4505.18,5109.97,4839.63,4833.26,0.0566,7.1592,2.5091,4.6501,1.3615,NA,-0.0407334118552158,0.0407334118552086,NA,NA,4.6,-0.439381864472395,-0.161253313304754,-0.282218358136187
"HER42PB","HER42PB1J","HER42PB1J_350","J",350,2,2.2,1.3,391.09,392.34,391.71,391.09,392.34,391.71,4562.67,5122.28,4862.36,4859.19,0.056,6.6802,2.2744,4.4058,1.1268,NA,0.220318348936056,-0.220318348936065,NA,NA,4.1,-0.215376066454709,-0.297303826604753,-0.324836157570379
"HER42PB","HER42PB1J","HER42PB1J_351","J",351,2,2.2,1.2,392.56,393.76,393.16,392.56,393.76,393.16,4623.65,5133.73,4886.94,4884.93,0.0566,6.9272,2.3212,4.606,1.1736,NA,0.232184338062933,-0.23218433806294,NA,NA,4.2,0.0646311810673969,-0.229278569954753,-0.315874790434136
"HER42PB","HER42PB1J","HER42PB1J_352","J",352,2,2.3,1.2,393.97,395.17,394.57,393.97,395.17,394.57,4673.95,5148.15,4912.17,4909.97,0.0562,6.403,2.1275,4.2755,0.9799,NA,0.433906153219826,-0.433906153219833,NA,NA,4.3,-0.775390561498924,-0.569404853204751,-0.371421585202297
"HER42PB","HER42PB1J","HER42PB1J_353","J",353,2.1,1.9,1.2,395.39,396.59,395.99,395.39,396.59,395.99,4720.88,5163.87,4936.05,4935.18,0.0562,6.6203,2.9324,3.6879,1.7848,NA,-1.22733232454282,1.22733232454281,NA,NA,3.8,0.400639878093926,1.06320130639524,0.0533882614852371
"HER42PB","HER42PB1J","HER42PB1J_354","J",354,2,2.2,1.2,396.81,398.01,397.41,396.81,398.01,397.41,4758.87,5182.45,4960.94,4960.39,0.0564,6.799,2.8036,3.9954,1.656,NA,-0.835754683355911,0.835754683355903,NA,NA,4.1,0.0646311810673969,0.65504976649524,-0.0723445079530379
"HER42PB","HER42PB1J","HER42PB1J_355","J",355,2,2,1.3,398.23,399.48,398.85,398.23,399.48,398.85,4788.67,5199.76,4986.32,4985.96,0.0585,6.8942,2.7895,4.1047,1.6419,NA,-0.752692759467778,0.752692759467771,NA,NA,3.8,0.680647125616033,0.79110027979524,-0.0442290736553605
"HER42PB","HER42PB1J","HER42PB1J_356","J",356,1.9,2,1,399.69,400.64,400.17,399.69,400.64,400.17,4813.91,5220.07,5009.03,5008.5,0.0804,5.7462,2.2765,3.4697,1.1289,NA,-0.266187205265861,0.266187205265853,NA,NA,2.8,1.35266451966909,0.587024509845241,0.00290361303831273
"HER42PB","HER42PB1J","HER42PB1J_357","J",357,2,2,1.2,400.86,402.06,401.46,400.86,402.06,401.46,4843.5,5233.01,5026.95,5024.58,0.0801,6.4498,2.3453,4.1045,1.1977,NA,-0.0407334118552158,0.0407334118552086,NA,NA,3.8,0.17663408007624,0.0428224566452449,-0.139862594697095
"HER42PB","HER42PB1J","HER42PB1J_358","J",358,2.1,2.1,1.3,402.28,403.58,402.93,402.28,403.58,402.93,4870.07,5250.81,5045.78,5042.91,0.08,6.9489,2.3993,4.5496,1.2517,NA,0.0779264794135446,-0.0779264794135518,NA,NA,4.5,-0.495383313976817,-0.229278569954753,-0.204849608280534
"HER42PB","HER42PB1J","HER42PB1J_359","J",359,2.1,2,1.3,403.8,405.1,404.45,403.8,405.1,404.45,4884.23,5269.51,5063,5061.87,0.0806,7.4922,2.4613,5.0309,1.3137,NA,0.184720381555428,-0.184720381555436,NA,NA,4.2,0.792650024624876,-0.0252028000047547,-0.182001542452252
"HER42PB","HER42PB1J","HER42PB1J_360","J",360,2.2,2.2,1.2,405.31,406.51,405.91,405.31,406.51,405.91,4892.4,5289.48,5079.91,5080.07,0.0798,7.2461,2.2138,5.0323,1.0662,NA,0.564432033615462,-0.56443203361547,NA,NA,4.5,-0.0473717179414449,-0.501379596554751,-0.306776608532455
"HER42PB","HER42PB1J","HER42PB1J_361","J",361,2,2,1.3,406.73,407.98,407.36,406.73,407.98,407.36,4901.2,5315.65,5098.59,5098.15,0.0803,6.8199,2.438,4.3819,1.2904,NA,-0.0525994009820929,0.0525994009820844,NA,NA,3.9,0.400639878093926,0.110847713295244,-0.124402526202509
"HER42PB","HER42PB1J","HER42PB1J_362","J",362,2,2,1.2,408.2,409.4,408.8,408.2,409.4,408.8,4906.11,5344.35,5115.16,5116.11,0.08,6.024,2.082,3.942,0.9344,NA,0.362710218458569,-0.362710218458577,NA,NA,3.8,-0.495383313976817,-0.433354339904752,-0.273256990999944
"HER42PB","HER42PB1J","HER42PB1J_363","J",363,1.9,1.2,0.7,409.62,410.32,409.97,409.62,410.32,409.97,4910.3,5372.78,5128.56,5130.7,0.0799,4.1041,1.8107,2.2934,0.6631,NA,-0.0170014336014651,0.0170014336014562,NA,NA,1.3,4.82475438894322,1.26727707634524,0.0761679199308005
