"Location","Site","label","ID","section_depth","field_depth","depth","SH20_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_coh","Total_scatter","inc_coh","coh_inc"
"Bird Island","BI10","BI10.01","ACE_ITRAX_44",4.3,4.3,4.3,2.8,7.65,1,TRUE,24627,60990,1.29,-8.31569993552177,-7.38139069814495,NA,-7.02471575420621,-2.12445351759132,NA,-7.31239782665799,NA,-3.78701817509742,-1.91725627547441,51573,6.80226928895613,0.147009763583391
"Bird Island","BI10","BI10.01","ACE_ITRAX_45",4.4,4.4,4.4,4.4,7.65,1,TRUE,24719,60892,1.29,NA,-6.94384609912649,-8.78212558398945,-7.68351329532134,-2.14899513830243,NA,NA,NA,-4.06107894061554,-1.93396866789334,52212,6.91690674753601,0.144573295043514
"Bird Island","BI10","BI10.01","ACE_ITRAX_46",4.5,4.5,4.5,6,7.64,1,TRUE,24669,61755,1.41,-7.43443237939926,-6.92360675563326,-8.16531988794206,-7.51139342053538,-2.14972573848658,NA,-6.36082139293656,-7.51139342053538,-3.80075247463993,-1.87631814388897,52721,6.52942016566695,0.153152956101402
"Bird Island","BI10","BI10.01","ACE_ITRAX_47",4.6,4.6,4.6,7.6,7.63,1,TRUE,25143,61747,1.4,-7.68509040996711,-6.90097145120143,NA,-7.83924108979438,-2.03494315114354,NA,-5.32244107623041,NA,-4.02888173814272,-1.91751373873319,52404,6.80402084884587,0.14697191884261
"Bird Island","BI10","BI10.01","ACE_ITRAX_48",4.7,4.7,4.7,9.2,7.61,1,TRUE,24603,61057,1.33,-7.73560816239438,-6.67089742540195,-7.78690145678194,-7.39913592577316,-2.18770007451728,NA,-6.76104852239624,NA,-3.8356577382005,-1.95039932237598,52277,7.03149485328007,0.142217269708093
"Bird Island","BI10","BI10.01","ACE_ITRAX_49",4.8,4.8,4.8,10.8,7.6,1,TRUE,24468,59906,1.37,-8.92185797935367,-6.57048272219016,NA,-6.52396270655526,-2.20768744944416,NA,NA,NA,-4.14835247854632,-1.91425736540178,51594,6.78190045248869,0.147451294368828
"Bird Island","BI10","BI10.01","ACE_ITRAX_50",4.9,4.9,4.9,12.4,7.58,1,TRUE,24611,60338,1.33,-8.52454388651665,-7.72603619029886,NA,-7.83139670595668,-2.18673535430827,NA,-5.65917343082587,NA,-3.88229202562399,-1.95070854847955,51777,7.03366951124903,0.142173299214683
"Bird Island","BI10","BI10.01","ACE_ITRAX_51",5,5,5,14,7.56,1,TRUE,23922,58453,1.25,NA,-7.07425050305838,-7.93924794054499,-7.87862331872854,-2.45341420032588,NA,-6.10666647679667,NA,-3.96895602699285,-1.97006095586005,51143,7.17111359642115,0.139448355761519
"Bird Island","BI10","BI10.01","ACE_ITRAX_52",5.1,5.1,5.1,15.8,7.56,1,TRUE,24110,59450,1.32,-9.09184958592363,-6.62375005445194,-8.50406292102147,-7.40545063235335,-2.177118693205,NA,NA,NA,-3.93394437309227,-1.91635987229934,50948,6.79617444529457,0.147141602683899
"Bird Island","BI10","BI10.01","ACE_ITRAX_53",5.2,5.2,5.2,17.5,7.56,1,TRUE,24472,59253,1.3,NA,-6.63499579160823,NA,NA,-2.24909735171037,NA,NA,NA,-3.79672426782467,-1.91726692112119,50645,6.8023417038977,0.147008198577705
"Bird Island","BI10","BI10.01","ACE_ITRAX_54",5.3,5.3,5.3,19.1,7.56,1,TRUE,24459,58573,1.24,-8.50718774793328,-6.89774983549918,-9.09497441283544,-6.53002505537386,-2.38493863282732,NA,-6.87577092878041,NA,-3.94980822578154,-1.9108002536802,51144,6.75849514563107,0.147961932124259
"Bird Island","BI10","BI10.01","ACE_ITRAX_55",5.4,5.4,5.4,20.6,7.56,1,TRUE,24136,57845,1.32,-8.30873670967207,-6.92244234855217,NA,-7.37442747229523,-2.58337066334868,NA,NA,NA,-3.76158091874459,-1.9597566629004,50942,7.09759974566841,0.140892701171306
"Bird Island","BI10","BI10.01","ACE_ITRAX_56",5.5,5.5,5.5,22.1,7.53,1,TRUE,24271,58763,1.35,-7.93563210730833,-6.87957943305899,-8.0001706284459,-8.40563573655407,-2.46757196617318,NA,NA,NA,-3.74692478363793,-1.90044976256805,51408,6.68890218366736,0.149501363981933
"Bird Island","BI10","BI10.01","ACE_ITRAX_57",5.6,5.6,5.6,23.7,7.5,1,TRUE,24498,59836,1.25,NA,-6.6795330635843,NA,-7.03370487730492,-2.49976220060519,NA,-6.09761151813458,NA,-3.83707466138403,-1.89937811086611,52159,6.68173784977909,0.149661663250237
"Bird Island","BI10","BI10.01","ACE_ITRAX_58",5.7,5.7,5.7,25.4,7.49,1,TRUE,25061,60932,1.49,-8.95493186007476,-6.81486569657843,-8.26178467951478,-7.13577341665853,-2.45039421666025,NA,-6.18234313783492,NA,-3.8642538583049,-1.91395773730634,53331,6.77986870897155,0.147495481538859
"Bird Island","BI10","BI10.01","ACE_ITRAX_59",5.8,5.8,5.8,27,7.5,1,TRUE,24633,60050,1.67,-8.09309120483407,-6.70679684371416,NA,-8.16719917698777,-2.45372027525024,NA,-6.78090481586788,NA,-4.09358074528279,-1.95166842741601,52311,7.04042422379342,0.142036895535422
"Bird Island","BI10","BI10.01","ACE_ITRAX_60",5.9,5.9,5.9,28.6,7.51,1,TRUE,24527,59033,1.27,NA,-7.01281818938431,NA,-6.81436725066046,-2.65423494790036,NA,-5.48994829325866,NA,-3.952166369731,-1.94637136821946,52045,7.0032292787944,0.142791269597295
"Bird Island","BI10","BI10.01","ACE_ITRAX_61",6,6,6,30.3,7.53,1,TRUE,24964,60810,1.43,-8.7981742909858,-7.27834853724136,-7.4859879020196,-7.91087109598487,-2.44903529960597,NA,NA,NA,-4.05697583217457,-1.92975401740231,53085,6.88781575037147,0.14518390680617
"Bird Island","BI10","BI10.01","ACE_ITRAX_62",6.1,6.1,6.1,31.9,7.54,1,TRUE,24252,58311,1.42,-7.94316149174646,-6.93156058006797,NA,NA,-2.61528532295687,NA,-6.49624250881013,NA,-4.02366647147961,-1.92883527549521,51608,6.88149053145999,0.14531735463826
"Bird Island","BI10","BI10.01","ACE_ITRAX_63",6.2,6.2,6.2,33.6,7.55,1,TRUE,23338,56500,1.47,-7.96176528870191,-7.05889757715988,-7.30251965981763,-7.14345496518794,-2.480293379056,NA,-8.18490884001612,NA,-3.86298612941192,-1.93236290225351,49269,6.90580872913992,0.144805632362851
"Bird Island","BI10","BI10.01","ACE_ITRAX_64",6.3,6.3,6.3,35.2,7.55,1,TRUE,23892,57091,1.52,NA,-7.06499000134636,-7.49785408364265,-8.19100126420261,-2.42502676928993,NA,NA,-7.45703208912239,-3.78529879384341,-1.91969782210385,49650,6.81889763779528,0.146651270207852
"Bird Island","BI10","BI10.01","ACE_ITRAX_65",6.4,6.4,6.4,36.8,7.56,1,TRUE,23765,57274,1.49,-7.99298959134867,-6.89437730268054,-8.50381521511467,-7.52298596210292,-2.51485379822478,NA,-6.55790506605933,NA,-3.8530345178745,-1.98008976352061,50532,7.24339314845024,0.138056844286293
"Bird Island","BI10","BI10.01","ACE_ITRAX_66",6.5,6.5,6.5,38.5,7.6,1,TRUE,23419,57604,1.3,NA,-6.97470704443846,-8.38569401814874,-7.43018257312129,-2.52121093280152,NA,-5.90915561803123,NA,-3.67077296820151,-1.93997419876314,50139,6.95857142857143,0.143707657565182
"Bird Island","BI10","BI10.01","ACE_ITRAX_67",6.6,6.6,6.6,40.2,7.62,1,TRUE,23505,57582,1.56,-8.88990551305265,-6.89747534836239,-7.50361115193271,-7.31436915229419,-2.38412145292437,NA,NA,NA,-3.92822706368287,-1.9343129046563,49844,6.9192882109946,0.144523536165327
"Bird Island","BI10","BI10.01","ACE_ITRAX_68",6.7,6.7,6.7,41.9,7.62,1,TRUE,23379,57347,1.41,-8.36543963618873,-6.81787712747269,-8.87626525995472,-7.17151716771627,-2.3873136535199,NA,-7.33582021900755,-6.46333210979178,-3.62924118779421,-1.92353661532983,49236,6.84512428298279,0.14608938547486
"Bird Island","BI10","BI10.01","ACE_ITRAX_69",6.8,6.8,6.8,43.6,7.6,1,TRUE,24028,58383,1.33,-9.0852078952187,-8.61520426597291,NA,-8.49742123031653,-2.39287604453557,NA,-5.79680600770182,-7.08372789500851,-4.0100340799848,-1.91863308846981,50596,6.81164119190983,0.146807497903398
"Bird Island","BI10","BI10.01","ACE_ITRAX_70",6.9,6.9,6.9,45.2,7.58,1,TRUE,24381,59173,1.5,-8.76948491976163,-6.93120543489866,NA,-7.53734123846897,-2.49606897491082,NA,-6.62105050659482,NA,-4.01589472865524,-1.88646153985583,51873,6.59598769951677,0.151607317289761
"Bird Island","BI10","BI10.01","ACE_ITRAX_71",7,7,7,46.8,7.58,1,TRUE,24265,59141,1.31,-8.51463436485457,-9.10242102975675,NA,-8.51463436485457,-2.49145584225706,NA,-7.76741996302436,NA,-4.01482469452431,-1.94390703242737,51310,6.98599221789883,0.143143589172329
"Bird Island","BI10","BI10.01","ACE_ITRAX_72",7.1,7.1,7.1,48.4,7.58,1,TRUE,24111,58947,1.31,-8.90503729076701,-6.420130640979,-7.51874292964712,-8.39421166700102,-2.41583235944168,NA,-7.51874292964712,NA,-4.00471301748842,-1.89743667681514,50844,6.66877828054299,0.14995250373185
"Bird Island","BI10","BI10.01","ACE_ITRAX_73",7.2,7.2,7.2,50.1,7.57,1,TRUE,23983,59864,1.49,NA,-6.92827066468341,-7.9398715763619,-7.04889865247202,-2.40549443323309,NA,-6.44978042156035,-6.70512711336919,-3.73798138757662,-1.92799184451131,51444,6.87568891610533,0.145439971499822
"Bird Island","BI10","BI10.01","ACE_ITRAX_74",7.3,7.3,7.3,51.7,7.55,1,TRUE,23841,57927,1.42,-8.12858520037451,-7.64901212011261,-8.20862790804804,-7.0046551037221,-2.40324196661172,NA,NA,NA,-3.7827837698741,-1.97079168350663,50211,7.17635564240352,0.139346494213751
"Bird Island","BI10","BI10.01","ACE_ITRAX_75",7.4,7.4,7.4,53.4,7.53,1,TRUE,24258,59077,1.37,NA,-7.15986938743361,NA,NA,-2.3537428325062,NA,NA,NA,-4.16699834616065,-1.96786537129867,51330,7.15538608198284,0.139754862776445
"Bird Island","BI10","BI10.01","ACE_ITRAX_76",7.5,7.5,7.5,55,7.51,1,TRUE,24380,60537,1.36,-7.95807415507932,-7.43482601131476,NA,-7.26492697451937,-2.44288285023066,NA,NA,NA,-3.79044040819945,-1.90378153318846,52552,6.71122523844461,0.14900408859348
"Bird Island","BI10","BI10.01","ACE_ITRAX_77",7.6,7.6,7.6,56.7,7.53,1,TRUE,24397,59523,1.4,-7.67693714581808,-6.73247553697723,NA,-7.38925507336631,-2.41055282637305,NA,NA,NA,-3.85661180557064,-1.93408659480962,51869,6.91772248511678,0.144556246965886
"Bird Island","BI10","BI10.01","ACE_ITRAX_78",7.7,7.7,7.7,58.3,7.53,1,TRUE,24331,60273,1.4,NA,-7.58245065859948,NA,-6.86779727281855,-2.2518344733417,NA,NA,NA,-4.23790031260196,-1.95326680041201,51563,7.05168644597127,0.141810048938196
"Bird Island","BI10","BI10.01","ACE_ITRAX_79",7.8,7.8,7.8,60,7.53,1,TRUE,23962,58884,1.37,NA,-6.25702881430615,NA,-8.89608614392142,-2.1916717889573,NA,-6.29339645847702,-7.05025945342308,-4.00950349849512,-1.98069343781005,49866,7.2477671187562,0.137973528069375
"Bird Island","BI10","BI10.01","ACE_ITRAX_80",7.9,7.9,7.9,61.6,7.51,1,TRUE,23460,58300,1.43,-7.74178505521524,-6.57535017020836,-7.64170159665826,-6.59187947215958,-2.34076860621975,NA,-5.90710054127014,NA,-3.99662476520271,-1.94909242260018,49979,7.0223113964687,0.142403254931541
"Bird Island","BI10","BI10.01","ACE_ITRAX_81",8,8,8,63.3,7.49,1,TRUE,22918,57598,1.34,-8.35144552574333,-6.32329727845103,-8.01497328912211,-8.16912396894937,-2.21134547949618,NA,-5.68421731916136,NA,-3.88783890407701,-1.8879481595885,48776,6.605800717293,0.151382102306258
"Bird Island","BI10","BI10.01","ACE_ITRAX_82",8.1,8.1,8.1,64.9,7.48,1,TRUE,21711,55202,1.49,-7.53233157692739,-6.37487878823634,-7.85078530804592,NA,-2.31492850989993,NA,-6.73155373217507,NA,-3.90194832949505,-1.93038049906577,47045,6.89213219258514,0.145092980235615
"Bird Island","BI10","BI10.01","ACE_ITRAX_83",8.2,8.2,8.2,66.5,7.47,1,TRUE,22231,57810,1.52,-7.6342646991485,-6.56955396215606,-8.23210169990413,-7.45194314235454,-1.94508837688164,-6.89232735441911,NA,NA,-3.74551032065969,-1.93599740518039,47324,6.9309535780124,0.144280291123631
"Bird Island","BI10","BI10.01","ACE_ITRAX_84",8.3,8.3,8.3,68.3,7.46,1,TRUE,21896,55782,1.51,-7.29350347040658,-6.48257325419025,-7.19172077609665,-7.53466552722347,-2.35211618238215,NA,-5.82168693584853,NA,-3.7787648409964,-1.91081213033329,47273,6.75857541440998,0.147960174842156
"Bird Island","BI10","BI10.01","ACE_ITRAX_85",8.4,8.4,8.4,69.9,7.45,1,TRUE,21770,55337,1.28,-7.2496561038725,-6.78831053736987,NA,-8.13204528407098,-2.37656681834263,-7.90890173275677,NA,NA,-3.75628826241068,-1.9293410901516,46750,6.88497217068646,0.145243869576933
"Bird Island","BI10","BI10.01","ACE_ITRAX_86",8.5,8.5,8.5,71.5,7.45,1,TRUE,22516,58644,1.38,-7.78523180330373,-6.50757128318661,NA,-7.25114931737345,-1.88195579635837,NA,NA,NA,-3.6918681141372,-1.92629075355602,46838,6.86400268636669,0.14568758866983
"Bird Island","BI10","BI10.01","ACE_ITRAX_87",8.6,8.6,8.6,73.2,7.42,1,TRUE,20969,55574,1.43,-7.53567036460447,-6.24094319701007,-8.04649598837046,NA,-1.69067772139674,NA,NA,NA,-3.87725011797524,-1.92821525357536,42923,6.87722517893191,0.145407482521215
"Bird Island","BI10","BI10.01","ACE_ITRAX_88",8.7,8.7,8.7,74.8,7.39,1,TRUE,20797,55856,1.48,-7.07080375574501,-6.33184703915377,-7.44549720518643,-8.13864438574637,-1.55926691908045,NA,NA,NA,-3.83457929254219,-1.89819134557203,43311,6.67381289865344,0.149839381952372
"Bird Island","BI10","BI10.01","ACE_ITRAX_89",8.8,8.8,8.8,76.5,7.36,1,TRUE,22626,60750,1.43,-8.18349891088144,-6.59241013711551,-8.18349891088144,-8.38416960634357,-1.27438092444335,-6.31871430663848,NA,NA,-4.05343626605724,-1.86699082297584,45485,6.4688013136289,0.15458814570377
