"Location","Site","Section","sample","min_depth","max_depth","depth","SH20_age","kcps","cps","MSE","K","K_sd","Ca","Ca_sd","Ti","Ti_sd","Mn","Mn_sd","Fe","Fe_sd","Co","Co_sd","Ni","Ni_sd","Cu","Cu_sd","Zn","Zn_sd","Rb","Rb_sd","Sr","Sr_sd","Zr","Zr_sd","Mo_inc","Mo_coh","coh_inc","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","dry_mass_pc","K_ICP_sd_FDV2023","Ca_ICP_sd_FDV2023","Ti_ICP_sd_FDV2023","Mn_ICP_sd_FDV2023","Fe_ICP_sd_FDV2023","Co_ICP_sd_FDV2023","Ni_ICP_sd_FDV2023","Cu_ICP_sd_FDV2023","Zn_ICP_sd_FDV2023","Rb_ICP_sd_FDV2023","Sr_ICP_sd_FDV2023","Zr_ICP_sd_FDV2023","dry_mass_err"
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.508333,15770.58333,57516.75,1.338333333,76.66666667,7.666666667,477.1666667,47.71666667,434.8333333,43.48333333,218.0833333,21.80833333,29119.66667,2911.966667,230.1666667,23.01666667,127.3333333,12.73333333,105.8333333,10.58333333,16.25,1.625,166.1666667,16.61666667,1339.5,133.95,573.25,57.325,18568.91667,4186.833333,0.226903901,1973.177661,303.6813022,0.019241966,5147.889503,926.62011054,11483.54156,1492.8604028,2897.539841,405.65557774,201.9552017,24.234624204,29511.5462,5312.078316,4.280007535,0.29960052745,7.193324268,3.88439510472,39.15988603,5.4823840442,62.26601894,5.6039417046,21.73821403,3.4781142448,227.4544094,4.549088188,60.0329846,3.00164923,31.84980956,1470.473436,242.7777321,26.18796901,1.015089484,32.1048001,0.041449262,0.051191387,0.099160724,0.072783962,0.324179306,2.714332835,0.581671393,3.184980956
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.618182,21292.72727,58885,1.335454545,33.18181818,3.318181818,315.7272727,31.57272727,184.9090909,18.49090909,67.45454545,6.745454545,13294,1329.4,106.0909091,10.60909091,200.5454545,20.05454545,131.3636364,13.13636364,17.18181818,1.718181818,84.63636364,8.463636364,858.9090909,85.89090909,744.3636364,74.43636364,34476.45455,5588.454545,0.162143465,1142.661049,206.8653493,0.0049731,5505.035933,990.90646794,10269.18303,1334.9937939,3795.356029,531.34984406,311.4480017,37.373760204,35173.56997,6331.2425946,7.368448017,0.51579136119,6.263265577,3.38216341158,34.66157048,4.8526198672,58.60550147,5.2744951323,21.04953065,3.367924904,198.7277638,3.974555276,50.93045401,2.5465227005,38.5145956,1603.539606,319.7998586,93.10104025,8.47360052,618.3618955,0.084118008,0.073683145,0.4641381,0.854908221,0.452109582,1.546696593,0.738584595,3.85145956
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.183333,22271.58333,59847.83333,1.283333333,43.33333333,4.333333333,318.0833333,31.80833333,180.1666667,18.01666667,75.33333333,7.533333333,11089.41667,1108.941667,169.9166667,16.99166667,202.0833333,20.20833333,157.75,15.775,10.5,1.05,59.25,5.925,657.4166667,65.74166667,807.25,80.725,36977.75,5991.5,0.162107014,934.663588,106.1067216,0.004334642,6097.843222,1097.61177996,12229.13292,1589.7872796,5093.523369,713.09327166,353.3049619,42.396595428,30813.78663,5546.4815934,5.122222899,0.35855560293,6.301289954,3.40269657516,25.95749555,3.634049377,40.82277223,3.6740495007,23.73857998,3.7981727968,302.9231828,6.058463656,78.78952034,3.939476017,64.63475063,1936.386236,864.7429197,50.42995617,9.842514542,1575.735471,0.145873046,0.20152179,0.857134355,1.397062702,0.966107219,5.375215015,1.427199314,6.463475063
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.063636,20921.72727,58109.63636,1.321818182,38.45454545,3.845454545,309.2727273,30.92727273,169.6363636,16.96363636,54.09090909,5.409090909,12770.72727,1277.072727,180.7272727,18.07272727,189.8181818,18.98181818,161.2727273,16.12727273,11.72727273,1.172727273,86.81818182,8.681818182,679.6363636,67.96363636,768.2727273,76.82727273,34300.09091,5761.090909,0.168467554,2290.955323,148.3701146,0.008841814,6175.999603,1111.67992854,9855.628818,1281.23174634,3509.410749,491.31750486,115.4337622,13.852051464,13189.89932,2374.1818776,5.35222129,0.3746554903,9.999536344,5.39974962576,89.58971424,12.5425599936,35.42302354,3.1880721186,30.35980649,4.8575690384,245.5928888,4.911857776,55.86097273,2.7930486365,29.55260302,1855.683454,190.0778574,57.96869106,1.894932065,129.6827163,0.027518772,0.112403008,1.243282919,0.65822487,0.744553021,4.87578685,0.54284315,2.955260302
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.509091,21790,55455.72727,1.312727273,36.90909091,3.690909091,289.8181818,28.98181818,108.2727273,10.82727273,46.54545455,4.654545455,4996.545455,499.6545455,68.90909091,6.890909091,208.1818182,20.81818182,213.6363636,21.36363636,13.72727273,1.372727273,89.36363636,8.936363636,916.1818182,91.61818182,870.2727273,87.02727273,38305.90909,5961.090909,0.15564358,876.0102116,155.3296202,0.00353544,5968.444872,1074.32007696,10048.24434,1306.2717642,3248.960975,454.8545365,105.7636335,12.69163602,10103.92743,1818.7069374,5.409379617,0.37865657319,13.45589808,7.2661849632,97.79698974,13.6915785636,54.064265,4.86578385,28.7689376,4.603030016,254.6825264,5.093650528,50.67135824,2.533567912,26.05373802,1958.591437,653.9557626,183.8381806,5.529308912,578.8562016,0.23362155,0.463413678,5.191445766,2.19762822,1.015325028,3.27008475,0.810955899,2.605373802
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.691667,20826.08333,59943.75,1.424166667,41,4.1,334.5,33.45,174.6666667,17.46666667,61.41666667,6.141666667,15793.33333,1579.333333,148.8333333,14.88333333,191,19.1,172.1666667,17.21666667,40.25,4.025,145.5,14.55,1013.25,101.325,748.0833333,74.80833333,32742.91667,5434,0.16606394,1161.338214,142.8750249,0.004827654,2516.983872,453.05709696,6960.861032,904.91193416,1199.537678,167.93527492,60.6622639,7.279471668,33521.67785,6033.902013,21.80830378,1.5265812646,10.48832859,5.6636974386,46.69505839,6.5373081746,136.0251037,12.242259333,10.73581104,1.7177297664,111.667296,2.23334592,21.85695903,1.0928479515,25.38306341,857.2828993,157.416355,19.22244936,0.521352206,153.1315042,0.383297426,0.122763336,0.266664267,1.154440273,0.228115294,0.974152096,0.227943318,2.538306341
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.236364,21587.27273,62373.45455,1.338181818,17.27272727,1.727272727,305.9090909,30.59090909,72.45454545,7.245454545,40.09090909,4.009090909,14940.09091,1494.009091,196,19.6,190.1818182,19.01818182,224.5454545,22.45454545,56.36363636,5.636363636,68.72727273,6.872727273,813.3636364,81.33636364,709.8181818,70.98181818,35579.72727,5895.090909,0.165775222,2148.93495,322.5106059,0.003774207,790.4601626,142.282829268,7012.381581,911.60960553,307.9839209,43.117748926,64.82600414,7.7791204968,19102.04921,3438.3688578,14.81752131,1.0372264917,14.68864067,7.9318659618,78.63602567,11.0090435938,94.75874646,8.5282871814,3.470088908,0.55521422528,131.8281488,2.636562976,7.181000574,0.3590500287,38.12452987,305.8039749,44.90787058,4.116043221,1.104452514,190.2959459,0.234127184,0.077615628,0.631116592,2.09078523,0.051336491,1.128119455,0.167559119,3.812452987
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.036364,21632,65648.63636,1.413636364,26.72727273,2.672727273,346.7272727,34.67272727,109.0909091,10.90909091,51,5.1,20218.45455,2021.845455,143.3636364,14.33636364,174.5454545,17.45454545,193.9090909,19.39090909,34.27272727,3.427272727,46.36363636,4.636363636,826.3636364,82.63636364,670.5454545,67.05454545,34173,5605.909091,0.164327659,1998.699527,169.8466688,0.00605834,3163.380594,569.40850692,9040.006112,1175.20079456,1347.461524,188.64461336,87.95481953,10.5545783436,17067.4608,3072.142944,4.1377886,0.289645202,13.66412704,7.3786286016,99.33071721,13.9063004094,57.03901807,5.1335116263,14.31278916,2.2900462656,224.4453244,4.488906488,28.83560184,1.441780092,23.11355335,1060.826347,121.9027865,14.95676567,1.208105913,48.08420766,0.019010108,0.131993681,5.308945902,0.139519515,0.159446453,2.552502686,0.21722532,2.311355335
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,54.8,5.48,495.9,49.59,167.4,16.74,120.7,12.07,32461.8,3246.18,273.2,27.32,210.2,21.02,375.8,37.58,169.1,16.91,88.2,8.82,1238.5,123.85,658.3,65.83,30715.8,5547,0.181211009,2061.698965,178.1566103,0.011687875,6266.517708,1127.97318744,11396.20863,1481.5071219,2883.518514,403.69259196,169.8695081,20.384340972,32079.57549,5774.3235882,10.38268079,0.7267876553,13.11407391,7.0815999114,78.85879013,11.0402306182,47.08824283,4.2379418547,25.23019472,4.0368311552,262.4737246,5.249474492,49.62591564,2.481295782,27.05462698,1913.941942,173.5311002,39.47106595,6.194816384,646.9348498,0.298178052,0.450378152,2.91695892,2.313488133,0.998221456,2.533130332,0.75197774,2.705462698
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,37.9,3.79,555.3,55.53,91.7,9.17,67.6,6.76,31490.9,3149.09,288.9,28.89,236,23.6,549.8,54.98,296.1,29.61,4.4,0.44,1130.4,113.04,631.5,63.15,33134.3,5557.3,0.167993663,1853.806957,198.2243678,0.007156707,1326.826528,238.82877504,7680.69076,998.4897988,440.1427786,61.619989004,77.40139067,9.2881668804,40180.34818,7232.4626724,32.08267707,2.2457873949,54.67369247,29.5237939338,273.7512725,38.32517815,160.9095737,14.481861633,4.409343496,0.70549495936,198.8915063,3.977830126,8.837063052,0.4418531526,18.2523685,440.8838882,235.9017829,8.564769473,1.444532107,163.829273,0.182515294,0.401191653,0.443798565,2.671233854,0.109085804,1.2109063,0.072120194,1.82523685
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.62692308,19465.15385,53638,1.333846154,76.61538462,7.661538462,458.1538462,45.81538462,135.5384615,13.55384615,128.6153846,12.86153846,7915.153846,791.5153846,83.61538462,8.361538462,173.4615385,17.34615385,115.9230769,11.59230769,12.30769231,1.230769231,109.3076923,10.93076923,713.8461538,71.38461538,682.4615385,68.24615385,32215.23077,5434.153846,0.168708174,736.8298259,160.9409033,0.004419991,5443.67845,979.862121,15948.18938,2073.2646194,1607.114721,224.99606094,407.4375349,48.892504188,14682.28264,2642.8108752,4.851245271,0.33958716897,4.965819612,2.68154259048,23.13004442,3.2382062188,42.19689147,3.7977202323,17.13305574,2.7412889184,204.6688961,4.093377922,8.791484806,0.4395742403,20.52199678,181.2744924,296.6363225,33.91012061,2.240906442,138.0134568,0.115944762,0.116696761,0.161910311,0.624513994,0.606510173,2.906298325,0.12132249,2.052199678
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.388461538,18793.53846,53598.84615,1.421538462,84.15384615,8.415384615,484.3076923,48.43076923,171.1538462,17.11538462,155.9230769,15.59230769,10825.15385,1082.515385,92.30769231,9.230769231,170.9230769,17.09230769,89.76923077,8.976923077,6.769230769,0.6769230769,174.3846154,17.43846154,915.0769231,91.50769231,613.0769231,61.30769231,29367.30769,5307.461538,0.180820653,830.9338506,147.8690949,0.005911097,5975.780316,1075.64045688,16588.68048,2156.5284624,1837.980819,257.31731466,366.7929674,44.015156088,16189.75967,2914.1567406,5.402833637,0.37819835459,5.507249153,2.97391454262,28.86151963,4.0406127482,35.42095591,3.1878860319,22.17089462,3.5473431392,214.4801797,4.289603594,9.110923126,0.4555461563,28.41964251,106.9664677,111.1441592,28.85629885,4.804987873,153.8027168,0.043222669,0.124463831,0.069267647,0.354209559,0.341431777,2.487970085,0.162174432,2.841964251
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,19866.30769,66045.07692,1.385384615,118.6923077,11.86923077,558.6923077,55.86923077,201.3846154,20.13846154,146.4615385,14.64615385,24868.76923,2486.876923,158.1538462,15.81538462,186.4615385,18.64615385,103.8461538,10.38461538,9.538461538,0.9538461538,125.3846154,12.53846154,943.6923077,94.36923077,598.7692308,59.87692308,28009.84615,5206.846154,0.186126875,1070.922721,145.1245707,0.008447015,5333.453521,960.02163378,15380.19155,1999.4249015,1832.527324,256.55382536,315.5650704,37.867808448,16934.94085,3048.289353,4.923853521,0.34466974647,4.900777465,2.6464198311,28.38931831,3.9745045634,31.93149296,2.8738343664,20.66172394,3.3058758304,191.8197183,3.836394366,8.621791549,0.43108957745,70.38997719,102.4023076,46.14057465,6.413845634,3.09253769,255.7176068,0.059086242,0.204852498,0.300926774,0.194782107,0.413234479,0.230183662,0.062939078,7.038997719
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.44538462,20964.61538,65795.53846,1.410769231,100.0769231,10.00769231,541,54.1,253.3846154,25.33846154,136.9230769,13.69230769,21869.07692,2186.907692,172.8461538,17.28461538,183.4615385,18.34615385,98.46153846,9.846153846,0.181818182,0.0181818182,122.4615385,12.24615385,823.2307692,82.32307692,753.3846154,75.33846154,30909.23077,5459.615385,0.176783745,1069.420961,137.0179663,0.006256354,5207.184,937.29312,15558.14641,2022.5590333,1580.648497,221.29078958,291.4015196,34.968182352,17138.00234,3084.8404212,4.715790685,0.33010534795,5.241528694,2.83042549476,33.07658228,4.6307215192,27.71352621,2.4942173589,18.82353425,3.01176548,198.4859127,3.969718254,8.287638868,0.4143819434,24.25268384,104.6643984,281.60245,25.4484408,1.981530334,174.8076238,0.102332658,0.172446294,0.588763165,0.146881689,0.246588299,1.290158433,0.061328528,2.425268384
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.5192308,18354.53846,46608.69231,1.352307692,62.38461538,6.238461538,330,33,94.84615385,9.484615385,78,7.8,4048.307692,404.8307692,92.76923077,9.276923077,179.8461538,17.98461538,148.9230769,14.89230769,3.384615385,0.3384615385,110.6923077,11.06923077,793.6923077,79.36923077,741.8461538,74.18461538,31057.84615,5487.538462,0.176709254,979.7075964,169.50104,0.002680377,5837.940234,1050.82924212,17669.83951,2297.0791363,1819.746676,254.76453464,318.8457154,38.261485848,13667.24784,2460.1046112,5.347190156,0.37430331092,6.351383957,3.42974733678,33.89863255,4.745808557,28.93439766,2.6040957894,20.45548446,3.2728775136,217.6036906,4.352073812,10.6404829,0.532024145,28.08949975,81.73116327,81.28126176,23.83868146,3.985571442,118.9050562,0.056145497,0.153703492,0.559327437,0.506351959,0.186144909,2.023714323,0.029793352,2.808949975
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.4066667,17416.58333,46639,1.306666667,74.66666667,7.466666667,371.9166667,37.19166667,159.25,15.925,122.6666667,12.26666667,6877.166667,687.7166667,132.0833333,13.20833333,184.9166667,18.49166667,151.9166667,15.19166667,2,0.2,125.25,12.525,983.1666667,98.31666667,675.6666667,67.56666667,28378.75,5186.916667,0.183069921,1887.105486,233.2542344,0.006360495,6956.874444,1252.23739992,21182.64262,2753.7435406,2092.551562,292.95721868,343.7990278,41.255883336,11986.74089,2157.6133602,4.922970952,0.34460796664,6.39350629,3.4524933966,28.97734663,4.0568285282,27.00122448,2.4301102032,22.53472619,3.6055561904,287.7800097,5.755600194,20.13391113,1.0066955565,32.86456422,214.2717329,288.0839396,28.04019092,4.950706,38.35757086,0.064490919,0.235920382,0.156477672,0.615627918,0.574635518,3.53969412,0.39865144,3.286456422
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.7630769,16929.84615,45918,1.362307692,87.84615385,8.784615385,485,48.5,219.6923077,21.96923077,141.7692308,14.17692308,7685.230769,768.5230769,47.92307692,4.792307692,164.7692308,16.47692308,109.6153846,10.96153846,9.692307692,0.9692307692,148.1538462,14.81538462,1018.307692,101.8307692,658.0769231,65.80769231,27134,5051.461538,0.186192238,850.1492026,171.9862472,0.004069548,5864.826617,1055.66879106,16828.03623,2187.6447099,2256.103454,315.85448356,382.915235,45.9498282,14179.20706,2552.2572708,6.646599115,0.46526193805,7.84225117,4.2348156318,41.9704529,5.875863406,36.91192497,3.3220732473,22.63461313,3.6215381008,192.0094569,3.840189138,11.10116946,0.555058473,31.47956371,211.1337582,129.575879,45.34767943,1.64653551,59.55266965,0.108339566,0.241541336,0.247625672,0.11811816,0.371207655,1.056052013,0.204261518,3.147956371
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.1045455,15819.54545,50811.90909,1.303636364,133.8181818,13.38181818,474.8181818,47.48181818,242.9090909,24.29090909,164.5454545,16.45454545,17722.90909,1772.290909,175.4545455,17.54545455,142.3636364,14.23636364,123.8181818,12.38181818,9.454545455,0.9454545455,190.2727273,19.02727273,950.2727273,95.02727273,572.9090909,57.29090909,22577.63636,4675,0.207411269,1408.544871,181.3146436,0.007302329,8871.994311,1596.95897598,23025.53265,2993.3192445,3140.602681,439.68437534,585.3572459,70.242869508,35487.97724,6387.8359032,9.632847657,0.67429933599,11.08791026,5.9874715404,61.64578206,8.6304094884,47.90043877,4.3110394893,34.84930473,5.5758887568,237.2807242,4.745614484,16.78597985,0.8392989925,40.47366511,120.6591226,198.0195808,31.40602681,7.78525137,670.7227699,0.088622198,0.09757361,1.02948456,0.728086669,0.4460711,5.125263643,0.229967924,4.047366511
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,16145.25,49209.66667,1.344166667,174.75,17.475,778.6666667,77.86666667,370.4166667,37.04166667,190.25,19.025,14233.41667,1423.341667,98.91666667,9.891666667,146.75,14.675,130.5,13.05,15.33333333,1.533333333,204.1666667,20.41666667,1103,110.3,586.5833333,58.65833333,23589.5,4706.5,0.199898233,1449.539018,195.3833063,0.009032944,7746.307975,1394.3354355,19806.58483,2574.8560279,2780.927179,389.32980506,509.8802514,61.185630168,25321.34917,4557.8428506,8.041928644,0.56293500508,8.769207812,4.73537221848,43.74139458,6.1237952412,42.59030524,3.8331274716,30.00680597,4.8010889552,201.9638553,4.039277106,18.09041528,0.904520764,36.81900645,230.8399776,186.1818974,39.76725866,3.977065961,194.9743886,0.101328301,0.211337908,0.209958694,0.234246679,0.483109576,2.746708433,0.063316453,3.681900645
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,18131,55430.91667,1.355833333,79.33333333,7.933333333,426.1666667,42.61666667,234,23.4,124.8333333,12.48333333,16475.16667,1647.516667,129.8333333,12.98333333,164.9166667,16.49166667,94.66666667,9.466666667,1.25,0.125,154.6666667,15.46666667,739.6666667,73.96666667,649.9166667,64.99166667,27701.75,4996.416667,0.180753975,1355.74442,130.526527,0.009983476,8706.157013,1567.10826234,23961.57686,3115.0049918,2482.596033,347.56344462,510.7720501,61.292646012,30348.25974,5462.6867532,8.722415009,0.61056905063,8.979833284,4.84910997336,34.73791874,4.8633086236,44.27594323,3.9848348907,30.61922635,4.899076216,256.1176349,5.122352698,12.6893661,0.634468305,41.3738341,221.1363881,191.6926149,49.15540146,2.24739702,264.0298597,0.070651562,0.241557515,0.340431604,0.509173347,0.814471421,1.075694066,0.16115495,4.13738341
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,1.35,83,8.3,452.8333333,45.28333333,183.25,18.325,125.9166667,12.59166667,15627.83333,1562.783333,142.8333333,14.28333333,196,19.6,156.6666667,15.66666667,4.583333333,0.4583333333,133.6666667,13.36666667,686.9166667,68.69166667,687.1666667,68.71666667,31517,5606.5,0.177930938,736.7245692,144.7314127,0.004515915,6598.380417,1187.70847506,19881.77207,2584.6303691,2488.325779,348.36560906,425.6460716,51.077528592,27170.31131,4890.6560358,6.251857157,0.43763000099,8.651530736,4.67182659744,40.88974473,5.7245642622,38.26194334,3.4435749006,22.88497366,3.6615957856,217.7898692,4.355797384,15.7899099,0.789495495,26.73751232,137.9061507,65.60984782,20.15543881,6.895466359,309.741549,0.096903786,0.255220157,0.249427443,0.566276761,0.157906318,1.350297189,0.203689838,2.673751232
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,17799.33333,47476.58333,1.316666667,68.33333333,6.833333333,402.1666667,40.21666667,162.6666667,16.26666667,112.1666667,11.21666667,6561.833333,656.1833333,70.16666667,7.016666667,162.5,16.25,103.6666667,10.36666667,5.833333333,0.5833333333,119.6666667,11.96666667,825.25,82.525,662.25,66.225,29503.08333,5274.583333,0.178880947,699.7771669,109.0474945,0.005906962,4618.995032,831.41910576,16479.65741,2142.3554633,1575.735639,220.60298946,285.4554922,34.254659064,13872.977,2497.13586,5.871694204,0.41101859428,11.09571628,5.9916867912,27.8525667,3.899359338,30.62449678,2.7562047102,17.215285,2.7544456,199.578966,3.99157932,9.92564195,0.4962820975,24.29736534,122.8652679,75.80642407,15.59978283,3.882194694,234.4533113,0.029358471,0.335090632,0.35929811,0.275620471,0.129114638,1.576673831,0.11116719,2.429736534
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,1.333333333,59,5.9,349.1666667,34.91666667,136.0833333,13.60833333,100.8333333,10.08333333,5776.833333,577.6833333,162.5833333,16.25833333,180.5,18.05,144.5,14.45,14.33333333,1.433333333,115.75,11.575,935,93.5,712.6666667,71.26666667,29362,5376.916667,0.183302172,1156.512783,182.1819562,0.007672618,3415.579205,614.8042569,10723.74092,1394.0863196,1161.29693,162.5815702,213.0614752,25.567377024,10017.06936,1803.0724848,4.139917554,0.28979422878,5.323592416,2.87473990464,16.00316636,2.2404432904,21.4504263,1.930538367,12.67297664,2.0276762624,119.2508257,2.385016514,6.298210275,0.31491051375,31.01118031,69.67781578,15.01323728,11.14845052,1.363593441,131.2236086,0.052576953,0.062818391,0.17603483,0.265985286,0.01647487,0.643954459,0.021413915,3.101118031
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,1.284166667,64.16666667,6.416666667,377.0833333,37.70833333,170.9166667,17.09166667,104.75,10.475,7074.75,707.475,132.6666667,13.26666667,184.0833333,18.40833333,117.5833333,11.75833333,8.5,0.85,94.91666667,9.491666667,804.0833333,80.40833333,607.5833333,60.75833333,29282.5,5274.5,0.180336404,1036.499397,149.7831766,0.008272381,4921.529077,885.87523386,16718.31854,2173.3814102,1911.570392,267.61985488,318.8247,38.258964,18126.438,3262.75884,5.075843538,0.35530904766,8.253068077,4.45665676158,36.18123,5.0653722,34.30741154,3.0876670386,16.21679654,2.5946874464,197.3571738,3.947143476,10.43275985,0.5216379925,19.89352741,148.6301781,180.5578402,23.70347286,5.61131472,242.8942692,0.092380352,0.149380532,0.137488674,0.161244834,0.37298632,0.967050152,0.040687763,1.989352741
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,1.427272727,47.72727273,4.772727273,317.3636364,31.73636364,128.1818182,12.81818182,111.8181818,11.18181818,7567.636364,756.7636364,73.63636364,7.363636364,178,17.8,113.0909091,11.30909091,2.363636364,0.2363636364,154.0909091,15.40909091,889,88.9,629.5454545,62.95454545,28528.81818,5086.181818,0.17828778,708.9077258,177.8633285,0.004582705,7273.786524,1309.28157432,20223.29166,2629.0279158,2382.409952,333.53739328,443.5927218,53.231126616,18736.05749,3372.4903482,6.595896427,0.46171274989,10.60653138,5.7275269452,35.46679751,4.9653516514,37.68347236,3.3915125124,25.92994062,4.1487904992,220.559147,4.41118294,10.79469099,0.5397345495,30.85010838,336.7763161,202.2329166,38.35680023,9.58160279,219.2118727,0.11081106,0.328802473,0.539095322,0.844109781,0.739003308,3.021660314,0.138172045,3.085010838
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,1.275833333,44.41666667,4.441666667,320.5833333,32.05833333,121.25,12.125,86.58333333,8.658333333,5734.916667,573.4916667,99.83333333,9.983333333,182,18.2,149.1666667,14.91666667,5.5,0.55,111,11.1,921.5,92.15,683.9166667,68.39166667,29539.33333,5376.25,0.182009144,453.5238459,126.498383,0.003582856,5415.67046,974.8206828,17750.4328,2307.556264,1894.366875,265.2113625,330.5850441,39.670205292,13972.31801,2515.0172418,6.245626149,0.43719383043,8.570619866,4.62813472764,35.40585383,4.9568195362,37.52964617,3.3776681553,20.04468741,3.2071499856,211.7085625,4.23417125,11.40700042,0.570350021,27.0545809,155.9713092,209.455107,25.95282619,1.454574194,76.84774904,0.014989503,0.118274554,0.400086148,0.240189735,0.567264654,0.296391987,0.087833903,2.70545809
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,1.349090909,157.7272727,15.77272727,760.2727273,76.02727273,408.4545455,40.84545455,258.4545455,25.84545455,17990.45455,1799.045455,129.8181818,12.98181818,138.7272727,13.87272727,113,11.3,8.909090909,0.8909090909,200.1818182,20.01818182,1276,127.6,527.0909091,52.70909091,21924.90909,4696.545455,0.21437147,585.7828018,135.2030796,0.009046891,8945.422022,1610.17596396,26370.11281,3428.1146653,3316.178876,464.26504264,654.0897303,78.490767636,29131.62831,5243.6930958,11.02836,0.7719852,12.14358742,6.5575372068,49.15261573,6.8813662022,53.75514157,4.8379627413,36.0531191,5.768499056,255.3811775,5.10762355,18.6667827,0.933339135,43.90873382,111.8177753,58.01424818,18.57060171,4.251583247,367.0585168,0.101460912,0.338806089,0.407966711,0.73644544,0.504743667,0.817219768,0.104533983,4.390873382
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.2869231,17513.23077,53067,1.379230769,121.3846154,12.13846154,644.8461538,64.48461538,287.2307692,28.72307692,181.3846154,18.13846154,15298,1529.8,105.2307692,10.52307692,166.8461538,16.68461538,137.7692308,13.77692308,12.38461538,1.238461538,190.7692308,19.07692308,1180.692308,118.0692308,634.6923077,63.46923077,25716.84615,5142.230769,0.200281993,1563.675683,199.1687533,0.007399419,8976.759109,1615.81663962,26667.54291,3466.7805783,2867.600154,401.46402156,567.7982591,68.135791092,22528.01628,4055.0429304,9.134399757,0.63940798299,7.820727692,4.22319295368,39.76047449,5.5664664286,44.16857409,3.9751716681,32.92937976,5.2687007616,253.6262866,5.072525732,14.95542664,0.747771332,51.53906898,182.2282099,424.0139323,48.17568258,8.346634409,74.34245371,0.033797279,0.171273936,0.397604745,0.295929446,0.625658215,2.967427554,0.216853686,5.153906898
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,19630.15385,52476.30769,1.318461538,79.61538462,7.961538462,440.8461538,44.08461538,176.7692308,17.67692308,140.5384615,14.05384615,8067.230769,806.7230769,130.6153846,13.06153846,189.8461538,18.98461538,117.6153846,11.76153846,0.181818182,0.0181818182,117.0769231,11.70769231,849.2307692,84.92307692,730.8461538,73.08461538,32133.07692,5718.538462,0.178004606,486.4710443,113.6108969,0.004549712,5721.295663,1029.83321934,19173.11646,2492.5051398,1937.934236,271.31079304,360.8953237,43.307438844,16524.5867,2974.425606,5.668266146,0.39677863022,7.733471223,4.17607446042,34.52810771,4.8339350794,29.23988643,2.6315897787,20.28673632,3.2458778112,218.7762183,4.375524366,9.993117862,0.4996558931,22.75250175,207.6830326,243.4985791,25.58073192,6.820921619,115.6721069,0.064051407,0.12373554,0.252055186,0.245615046,0.730322508,2.472171267,0.109924296,2.275250175
