"Location","Site","Section","sample","top","bottom","mp","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","Water_Content_pc","Dry_mass_pc","Dry_mass_pc_err","LOI550_pc","LOI550_err","C_org","C_org_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr-1","DMAR_err_pc"
"Isla Hermite","HER42PB","HER42PB1B",51,58,59.1,58.6,58.6,0.55,355.7,689.7,519.2,515.2,167,0.1058,0.0353,72.7044,27.2956,1.36,28.98,1.45,16.81,0.84,3.8992,0.2086,1.6889,0.461,0.031,0.0488,0.0059,12.1
"Isla Hermite","HER42PB","HER42PB1B",52,59.3,60.4,59.9,59.9,0.55,358.1,724.2,528,527.5,183.1,0.0915,0.03259,74.75,25.25,1.26,36.29,1.81,21.05,1.05,3.8992,0.2086,1.7242,0.4354,0.0288,0.0398,0.0048,12
"Isla Hermite","HER42PB","HER42PB1B",53,60.6,61.7,61.2,61.2,0.55,374.1,736,542.3,541.8,181,0.0895,0.0307,74.5653,25.4347,1.27,35.88,1.79,20.81,1.04,3.7179,0.1952,1.7374,0.4419,0.0288,0.0396,0.0047,11.8
"Isla Hermite","HER42PB","HER42PB1B",54,61.9,63.1,62.5,62.5,0.6,384.6,749.3,557.8,557,182.3,0.0901,0.03036,72.7199,27.2801,1.36,32.99,1.65,19.13,0.96,4.4562,0.2473,1.5989,0.4362,0.0302,0.0393,0.0049,12.5
"Isla Hermite","HER42PB","HER42PB1B",55,63.3,64.4,63.9,63.9,0.55,393.1,767.6,572.2,572,187.3,0.0895,0.03008,76.9611,23.0389,1.15,32.27,1.61,18.72,0.94,3.808,0.2018,1.5214,0.3505,0.0226,0.0314,0.0037,11.8
"Isla Hermite","HER42PB","HER42PB1B",56,64.7,65.8,65.2,65.2,0.55,400.6,788.4,586.1,586.6,193.9,0.0894,0.0303,80.1065,19.8935,0.99,43,2.15,24.94,1.25,3.808,0.2018,1.5837,0.3151,0.0198,0.0282,0.0033,11.6
"Isla Hermite","HER42PB","HER42PB1B",57,66,67.1,66.5,66.5,0.55,406.3,819.9,599,601.2,206.8,0.0899,0.03166,75.0093,24.9907,1.25,36.75,1.84,21.32,1.07,3.6289,0.1887,1.7623,0.4404,0.0284,0.0396,0.0046,11.6
"Isla Hermite","HER42PB","HER42PB1B",58,67.3,68.3,67.8,67.8,0.53,412.3,852,610.3,615.4,219.9,0.0901,0.03289,74.0901,25.9099,1.3,36.44,1.82,21.13,1.06,3.8101,0.2038,1.5766,0.4085,0.0271,0.0368,0.0044,12
"Isla Hermite","HER42PB","HER42PB1B",59,68.5,69.7,69.1,69.1,0.58,417.7,885.5,622.3,629.9,233.9,0.092,0.03493,73.3376,26.6624,1.33,29.75,1.49,17.25,0.86,4.2706,0.2349,1.6178,0.4313,0.0295,0.0397,0.0049,12.3
"Isla Hermite","HER42PB","HER42PB1B",60,69.9,70.9,70.4,70.4,0.53,425.7,912.7,634.1,644.1,243.5,0.0984,0.03793,69.1499,30.8501,1.54,25.75,1.29,14.94,0.75,3.722,0.1973,1.775,0.5476,0.0375,0.0539,0.0065,12.1
"Isla Hermite","HER42PB","HER42PB1B",61,71.1,72.2,71.7,71.7,0.55,438.3,920.5,647.5,657.1,241.1,0.0985,0.0369,70.6344,29.3656,1.47,28.73,1.44,16.67,0.83,4.0849,0.2226,1.6335,0.4797,0.0332,0.0472,0.0058,12.4
"Isla Hermite","HER42PB","HER42PB1B",62,72.4,73.5,73,73,0.53,451.9,929.2,660.6,670.1,238.6,0.0989,0.03593,71.0417,28.9583,1.45,30.27,1.51,17.56,0.88,3.6349,0.1908,1.747,0.5059,0.0339,0.05,0.006,11.9
"Isla Hermite","HER42PB","HER42PB1B",63,73.7,74.8,74.3,74.3,0.58,463.3,938.8,675.3,683.3,237.8,0.0985,0.03504,72.9454,27.0546,1.35,33.31,1.67,19.32,0.97,4.0765,0.2201,1.4865,0.4022,0.0272,0.0396,0.0048,12.2
"Isla Hermite","HER42PB","HER42PB1B",64,75,76,75.5,75.5,0.5,472.5,952.8,689.3,696.3,240.1,0.0981,0.03448,70.1853,29.8147,1.49,18.03,0.9,10.46,0.52,3.4619,0.18,1.7663,0.5266,0.0352,0.0517,0.0061,11.9
"Isla Hermite","HER42PB","HER42PB1B",65,76.2,77.3,76.8,76.8,0.55,479.5,963.6,702.7,709.1,242.1,0.0985,0.03433,67.7659,32.2341,1.61,19.39,0.97,11.25,0.56,3.808,0.2018,1.5708,0.5063,0.035,0.0499,0.0061,12.2
"Isla Hermite","HER42PB","HER42PB1B",66,77.6,78.6,78.1,78.1,0.53,488.6,977.1,716.2,722.1,244.3,0.0985,0.03398,65.2525,34.7475,1.74,26.48,1.32,15.36,0.77,3.4639,0.1784,1.8329,0.6369,0.0439,0.0627,0.0076,12
"Isla Hermite","HER42PB","HER42PB1B",67,78.8,79.9,79.4,79.4,0.55,495.7,995.6,730.2,735.1,250,0.0997,0.03459,66.6634,33.3366,1.67,27.32,1.37,15.84,0.79,3.454,0.1762,1.6305,0.5436,0.0368,0.0542,0.0064,11.9
"Isla Hermite","HER42PB","HER42PB1B",68,80.1,81.3,80.7,80.7,0.58,506.4,1011.4,743.1,748.5,252.5,0.1004,0.03458,60.2174,39.7826,1.99,19.16,0.96,11.11,0.56,3.8869,0.206,1.7608,0.7005,0.0511,0.0703,0.0089,12.6
"Isla Hermite","HER42PB","HER42PB1B",69,81.5,82.5,82,82,0.53,522.4,1021.6,756.4,761.5,249.6,0.1008,0.03369,56.0913,43.9087,2.2,18.54,0.93,10.75,0.54,3.6349,0.1908,1.8107,0.7951,0.0592,0.0801,0.0102,12.7
"Isla Hermite","HER42PB","HER42PB1B",70,82.7,83.8,83.3,83.3,0.55,536.9,1034.9,770.5,774.2,249,0.1012,0.03322,52.3113,47.6887,2.38,17.75,0.89,10.3,0.51,3.808,0.2018,1.8129,0.8646,0.0664,0.0875,0.0114,13
"Isla Hermite","HER42PB","HER42PB1B",71,84,85.1,84.6,84.6,0.55,550.6,1045.4,783.7,787.1,247.4,0.1004,0.03221,56.4113,43.5887,2.18,14.94,0.75,8.66,0.43,4.0849,0.2226,1.6276,0.7095,0.0541,0.0712,0.0093,13.1
"Isla Hermite","HER42PB","HER42PB1B",72,85.3,86.4,85.9,85.9,0.55,560.2,1057,797.4,800.1,248.4,0.1005,0.03184,57.1746,42.8254,2.14,19.96,1,11.58,0.58,3.8992,0.2086,1.7686,0.7574,0.0567,0.0761,0.0098,12.8
"Isla Hermite","HER42PB","HER42PB1C",80,86.5,87.8,87.2,87.2,0.63,569.9,1069.3,809.8,812.8,249.7,0.101,0.03175,48.4609,51.5391,2.58,9.36,0.47,5.43,0.27,4.9676,0.2856,1.3562,0.699,0.0582,0.0706,0.0099,14.1
"Isla Hermite","HER42PB","HER42PB1C",81,88,89.3,88.6,88.6,0.65,581.5,1092.8,824.3,827,255.7,0.1007,0.03187,66.9254,33.0746,1.65,23.69,1.18,13.74,0.69,6.0012,0.3691,1.1432,0.3781,0.0295,0.0381,0.0053,14
"Isla Hermite","HER42PB","HER42PB1C",82,89.4,90.6,90,90,0.6,588.1,1117.1,838.4,841,264.5,0.1008,0.03237,72.8609,27.1391,1.36,29.99,1.5,17.4,0.87,5.0921,0.2979,1.224,0.3322,0.0239,0.0335,0.0044,13.1
"Isla Hermite","HER42PB","HER42PB1C",83,90.8,92,91.4,91.4,0.6,605.1,1128.7,852.4,854.5,261.8,0.1009,0.03158,75.0722,24.9278,1.25,31.31,1.57,18.16,0.91,4.9832,0.289,1.2492,0.3114,0.0219,0.0314,0.004,12.8
"Isla Hermite","HER42PB","HER42PB1C",84,92.1,93.3,92.7,92.7,0.6,617.5,1138.1,866.5,867.9,260.3,0.1012,0.03101,74.0594,25.9406,1.3,31.41,1.57,18.22,0.91,5.0921,0.2979,1.2335,0.32,0.0229,0.0324,0.0042,13
"Isla Hermite","HER42PB","HER42PB1C",85,93.5,94.6,94.1,94.1,0.58,631.7,1154.1,879.8,881.1,261.2,0.1008,0.0305,76.7516,23.2484,1.16,38.47,1.92,22.31,1.12,4.5702,0.2582,1.2485,0.2903,0.0198,0.0293,0.0036,12.5
"Isla Hermite","HER42PB","HER42PB1C",86,94.8,96,95.4,95.4,0.63,641.9,1168,893.7,894.6,263.1,0.1013,0.03045,77.2475,22.7525,1.14,41.25,2.06,23.93,1.2,4.9676,0.2856,1.1841,0.2694,0.0186,0.0273,0.0034,12.6
"Isla Hermite","HER42PB","HER42PB1C",87,96.2,97.4,96.8,96.8,0.6,649.4,1180.6,908.8,908.2,265.6,0.1009,0.03013,74.3165,25.6835,1.28,35.14,1.76,20.38,1.02,4.6635,0.2635,1.2418,0.3189,0.0221,0.0322,0.004,12.6
"Isla Hermite","HER42PB","HER42PB1C",88,97.6,98.7,98.1,98.1,0.55,655.5,1192.4,921.4,921.2,268.5,0.1009,0.02997,71.942,28.058,1.4,31.26,1.56,18.13,0.91,4.3715,0.2448,1.3649,0.383,0.0268,0.0386,0.0049,12.6
"Isla Hermite","HER42PB","HER42PB1C",89,98.8,100,99.4,99.4,0.6,664.1,1203.4,934.4,934.2,269.7,0.0993,0.02927,73.6706,26.3294,1.32,35.31,1.77,20.48,1.02,4.9832,0.289,1.1998,0.3159,0.0225,0.0314,0.0041,12.9
"Isla Hermite","HER42PB","HER42PB1C",90,100.2,101.4,100.8,100.8,0.63,679.3,1214,948.3,948.1,267.4,0.098,0.02824,70.962,29.038,1.45,32.26,1.61,18.71,0.94,4.6419,0.2599,1.3442,0.3903,0.0275,0.0383,0.0048,12.7
"Isla Hermite","HER42PB","HER42PB1C",91,101.6,103.1,102.3,102.3,0.75,702.9,1223.4,965.3,963.7,260.3,0.0977,0.0271,76.8223,23.1777,1.16,36.47,1.82,21.15,1.06,5.6991,0.3362,0.9674,0.2242,0.0158,0.0219,0.0028,13
"Isla Hermite","HER42PB","HER42PB1C",92,103.2,104.3,103.8,103.8,0.55,719.3,1234,979.5,978.7,257.3,0.0973,0.0261,78.2562,21.7438,1.09,42.83,2.14,24.84,1.24,4.3715,0.2448,1.4089,0.3063,0.0205,0.0298,0.0037,12.3
"Isla Hermite","HER42PB","HER42PB1C",93,104.5,105.7,105.1,105.1,0.58,735.8,1244.6,992.8,991.9,254.4,0.098,0.02567,77.9816,22.0184,1.1,37.57,1.88,21.79,1.09,4.7755,0.2746,1.325,0.2918,0.02,0.0286,0.0036,12.6
"Isla Hermite","HER42PB","HER42PB1C",94,105.8,107,106.4,106.4,0.6,746.8,1257.9,1005.6,1005.5,255.6,0.0977,0.02538,78.7207,21.2793,1.06,42.85,2.14,24.85,1.24,4.6635,0.2635,1.3808,0.2938,0.0197,0.0287,0.0035,12.4
"Isla Hermite","HER42PB","HER42PB1C",95,107.2,108.4,107.8,107.8,0.6,760.9,1270.4,1018.7,1019.4,254.7,0.098,0.02503,75.2468,24.7532,1.24,43.35,2.17,25.14,1.26,4.7689,0.2718,1.2741,0.3154,0.0219,0.0309,0.0039,12.6
"Isla Hermite","HER42PB","HER42PB1C",96,108.5,109.7,109.1,109.1,0.58,773.9,1285.6,1031.9,1033,255.8,0.0936,0.02367,66.9466,33.0534,1.65,25.67,1.28,14.89,0.74,4.4692,0.2503,1.4803,0.4893,0.0355,0.0458,0.0059,12.9
"Isla Hermite","HER42PB","HER42PB1C",97,109.8,111,110.4,110.4,0.58,788.6,1301.2,1046.2,1047,256.3,0.0862,0.02155,63.8226,36.1774,1.81,24.06,1.2,13.96,0.7,3.611,0.186,1.6574,0.5996,0.0417,0.0517,0.0063,12.1
"Isla Hermite","HER42PB","HER42PB1C",98,111.1,112.3,111.7,111.7,0.6,809.7,1307.4,1062.1,1062.4,248.9,0.0859,0.02058,57.2472,42.7528,2.14,25.22,1.26,14.63,0.73,4.5593,0.2553,1.3513,0.5777,0.0447,0.0496,0.0066,13.3
"Isla Hermite","HER42PB","HER42PB1C",99,112.5,113.7,113.1,113.1,0.6,829.3,1316.1,1078,1078.2,243.4,0.0862,0.01992,71.8392,28.1608,1.41,39.32,1.97,22.81,1.14,4.5593,0.2553,1.3006,0.3663,0.0257,0.0316,0.004,12.6
"Isla Hermite","HER42PB","HER42PB1C",100,113.9,115,114.4,114.4,0.58,848.4,1324,1093.4,1093.7,237.8,0.0855,0.01902,70.4434,29.5566,1.48,39.42,1.97,22.87,1.14,4.173,0.2274,1.3704,0.4051,0.0281,0.0346,0.0043,12.4
"Isla Hermite","HER42PB","HER42PB1C",101,115.2,116.4,115.8,115.8,0.6,863.9,1333.9,1111.6,1109.3,235,0.0859,0.01865,71.1843,28.8157,1.44,34.82,1.74,20.2,1.01,4.3544,0.2395,1.3975,0.4027,0.028,0.0346,0.0043,12.4
"Isla Hermite","HER42PB","HER42PB1C",102,116.5,117.7,117.1,117.1,0.6,876.7,1344,1129.8,1125.1,233.7,0.0865,0.01841,68.9677,31.0323,1.55,34.41,1.72,19.96,1,4.9832,0.289,1.3046,0.4048,0.0298,0.035,0.0046,13.2
"Isla Hermite","HER42PB","HER42PB1C",103,117.9,119.1,118.5,118.5,0.6,891.7,1357.8,1146.6,1140.8,233,0.0858,0.01796,76.191,23.809,1.19,38.05,1.9,22.07,1.1,4.3544,0.2395,1.3053,0.3108,0.0208,0.0267,0.0033,12.2
"Isla Hermite","HER42PB","HER42PB1C",104,119.2,120.3,119.8,119.8,0.55,901.7,1374.2,1163.7,1156.1,236.3,0.1045,0.02184,76.8335,23.1665,1.16,39.8,1.99,23.09,1.15,4.1793,0.2299,1.2867,0.2981,0.0198,0.0311,0.0038,12.2
"Isla Hermite","HER42PB","HER42PB1C",105,120.5,121.6,121.1,121.1,0.55,916.4,1382.1,1176.1,1168.1,232.8,0.1093,0.02228,80.0661,19.9339,1,45.31,2.27,26.28,1.31,3.6289,0.1887,1.4686,0.2928,0.0181,0.032,0.0036,11.4
"Isla Hermite","HER42PB","HER42PB1C",106,121.8,123,122.4,122.4,0.6,934.2,1389,1188.5,1180.1,227.4,0.1094,0.02162,79.5062,20.4938,1.02,49.66,2.48,28.81,1.44,4.1542,0.2243,1.3648,0.2797,0.018,0.0306,0.0036,11.8
"Isla Hermite","HER42PB","HER42PB1C",107,123.1,124.2,123.7,123.7,0.55,949.9,1393.5,1201.2,1192,221.8,0.1097,0.0209,76.1645,23.8355,1.19,30.43,1.52,17.65,0.88,3.808,0.2018,1.5993,0.3812,0.0247,0.0418,0.0049,11.8
"Isla Hermite","HER42PB","HER42PB1C",108,124.4,125.4,124.9,124.9,0.53,966.7,1401.1,1213.7,1203.3,217.2,0.1097,0.02026,77.5954,22.4046,1.12,41.52,2.08,24.08,1.2,3.3799,0.1724,1.4762,0.3307,0.0206,0.0363,0.0041,11.3
