"Location","Site","Section","sample","top","bottom","mp","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","K_ICP_clr","Ca_ICP_clr","Ti_ICP_clr","Mn_ICP_clr","Fe_ICP_clr","Co_ICP_clr","Ni_ICP_clr","Cu_ICP_clr","Zn_ICP_clr","Rb_ICP_clr","Sr_ICP_clr","Zr_ICP_clr","K_ICP_sd_clr","Ca_ICP_sd_clr","Ti_ICP_sd_clr","Mn_ICP_sd_clr","Fe_ICP_sd_clr","Co_ICP_sd_clr","Ni_ICP_sd_clr","Cu_ICP_sd_clr","Zn_ICP_sd_clr","Rb_ICP_sd_clr","Sr_ICP_sd_clr","Zr_ICP_sd_clr"
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,83.14,4.16,16.86,1.69,0.188,0.02,3.02915633534679,3.93645404826876,0.718940853487056,-1.00297504237373,6.42036594176105,-2.82078518880173,-2.35371841922931,-0.519814301162227,-0.237728708707768,-3.80455130148677,-0.288625654163186,-3.07671856293893,5.71299406819821,2.44082694627979,0.595000255781458,-0.503612032886651,6.24631916090192,-3.49934430644064,-3.72248785775485,-0.702062971610489,-0.554905327274202,-3.16287206981943,-0.225980296288372,-2.62387556908674
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,79.06,3.95,20.94,2.09,0.265,0.03,4.37266866078939,3.21786746809756,1.56307030626453,-0.520245707522869,5.98131438324287,-3.12932220492619,-3.32952418699799,-2.06185084140755,-0.0581146003267744,-2.35477005122953,-0.890049942903394,-2.79104328308003,6.8040729367032,3.72948208823689,1.97546294699168,0.0659204421072398,6.09359637117779,-3.03517234710458,-3.6229590120067,-3.09233076094453,-2.9811051258343,-2.14135447108248,-1.00556317917262,-2.79004988907159
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,84.98,4.25,15.02,1.5,0.168,0.02,3.0944823814969,3.89184769315837,0.912883122063759,-0.84683699341968,5.58901014117585,-2.78065834515599,-3.02744365952724,-1.05322973430907,0.838234753474954,-3.33445000480542,-0.237071421798785,-3.04676793235364,6.06504591302549,3.90624871282316,1.38497441886429,-1.50539733903188,5.44924152584911,-3.11483525146598,-4.72427316390008,-1.41008715922755,-0.68122189606553,-3.01952507166165,0.0715173816966611,-2.42168807090603
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,81.18,4.06,18.82,1.88,0.221,0.02,2.91475814374569,4.10923647660153,1.19382472708624,-0.840496379313123,5.47963692708672,-2.94294567923809,-2.7324012285199,-0.479126591070183,-0.891996093352557,-3.26160007254251,-0.0119445617469748,-2.53694566873685,5.97410474754992,3.07303770053701,-0.360949503948136,-1.05409668450808,4.64968579014812,-2.88667814825639,-2.40117033247469,-0.761427070545262,-0.466310019605963,-3.57982532881634,-0.0534648042001758,-2.13290634588001
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,83.17,4.16,16.83,1.68,0.199,0.02,2.82396741383979,3.74332798695823,0.667042019516213,-0.865680975337026,6.09102562698888,-2.2656062786112,-2.47588841455015,-0.278663837213935,0.406669126433647,-3.92821072981453,-0.48534960274067,-3.43263233546924,5.46245186972966,4.08670242178638,0.510152152646368,-0.876142208473523,6.03560509177815,-2.43678995673819,-2.84225506484636,-1.0504955956183,-0.645030487510136,-4.09501803334172,-1.23281715241226,-2.91636303700008
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,84.45,4.22,15.55,1.56,0.178,0.02,3.28704928253676,4.3480814867926,1.45273019888991,-0.677242151437139,5.68578595210333,-4.40086455399495,-2.88451706462686,-0.894912901009994,-0.995970310451467,-2.7753942340298,0.227173471557259,-2.37191917632964,6.06408946186998,4.53286107602776,0.534660374358559,-0.851633986761332,4.27232999264193,-4.07050981162953,-3.37736263106959,-1.76792471863549,-0.851633986761332,-2.12459966257422,-0.369207837517039,-1.9910682699497
"Bird Island","BI10","BI10.7",271,265,266,265.5,85.68,4.28,14.32,1.43,0.149,0.01,2.56341349398452,3.85487742911367,0.34346066557074,-1.06022543826102,5.87771866077725,-1.93191186389842,-2.41747211394068,-0.122894455170335,0.653066592626256,-4.11002493308529,-0.318288093531643,-3.33171994418503,5.56518881432026,3.91063046660569,0.364851856132425,-0.733760432535685,5.82017297149013,-2.566341896284,-3.95263625740389,-1.24458605630168,-0.376085988263869,-3.95263625740389,-0.134923931446981,-2.69987328890852
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,84.86,4.24,15.14,1.51,0.207,0.02,2.65881809656193,3.81916503067277,0.512294465192062,-1.24909390615969,5.90457950084816,-1.31973648932132,-2.19796080846846,-1.00644943218276,0.411670633439747,-3.99237279914565,-0.309086647668223,-3.23182764376857,5.42735524139436,3.90897729447589,0.325458356019779,-1.46630111320828,4.50496072658219,-2.20027028828848,-2.67027391753421,-1.28397955641432,0.524309214764945,-3.76888620620232,-0.487974990414668,-2.81337476117488
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,81.19,4.06,18.81,1.88,0.209,0.02,1.48222738348516,3.82981855154776,0.592031762393862,-0.958565650017305,6.2148451745164,-1.42486187447472,-2.31460796796667,-0.597400800805721,0.344298576141446,-3.77495699491548,-0.27917334986827,-3.11365481003646,4.83008873713133,3.50746747087258,0.549956410138785,-0.836337950981106,6.17216723110117,-1.91514761235304,-3.24428355963298,-0.898213354699194,-0.143190770421161,-3.36206659528936,-0.605226230017719,-4.05521377584931
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,80.64,4.03,19.36,1.94,0.218,0.02,1.66869085561842,3.8662510597408,0.801046413372044,-0.819241515086122,6.39647963128672,-2.00400604577379,-2.28812728360256,-0.46309398293181,-0.214230310582501,-3.6887416984972,-0.272171631384155,-2.98285549215983,5.31792470618555,3.83816461705998,0.632711812523924,-0.465900476144186,6.85330198262366,-1.85219483726408,-2.67317538933391,-1.35749859542797,-0.398241827670371,-3.27931119290422,-2.23785731807606,-4.37792348157233
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,79.31,3.97,20.69,2.07,0.287,0.03,2.27402032826449,3.61263422445717,1.34765031739563,-0.796040351699599,5.89331320213935,-1.9652340745398,-2.700595315073,-1.2574880945587,-0.315903056739058,-2.98441531375884,-0.490827657291229,-2.61711420859643,5.36586803161544,3.90788174203943,1.85510844744175,-0.39618335116474,5.58775292952245,-2.47562489284458,-3.20959406792478,-2.03093907158313,-0.767247032555572,-3.49727614037656,-1.13015252624494,-3.20959406792478
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,85.16,4.26,14.84,1.48,0.177,0.02,1.61658309491574,4.04449381360036,0.816642000275005,-0.417846347976882,6.71463995401362,-2.23384078805039,-2.46458893874982,-0.757761123058149,-0.257477615821394,-3.8050574876643,-0.148034264528091,-3.10775229695569,4.9653607515081,4.54739548063571,1.27025074764353,-0.116043613476361,6.60598431557699,-3.01646570722603,-3.21713640268818,-1.30348711585109,-0.531559057438026,-3.8049230675903,-1.08362763973807,-4.31574869135629
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,82.3,4.12,17.7,1.77,0.241,0.02,2.7608556757202,3.22798906550644,0.824514977681034,0.467840033742301,6.09945873316847,-2.54861837032881,-2.93997258703857,-1.57803212375548,-0.187566818834797,-2.55537261739437,-1.13484417957009,-2.43625178889633,5.96495053809473,3.92373020923509,1.08214861550836,0.745676378887147,5.185971921685,-3.27170714219883,-4.37031943086694,-1.85801380689082,-0.601397269079462,-3.07103644673667,-0.96912204920478,-2.76088151843283
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,54.16,2.71,45.84,4.58,0.284,0.03,1.46299270874967,3.42326576180534,0.370689589274824,-0.827013602037516,7.7098269758675,-1.49262668240414,-1.78044388086113,-0.704427305714622,-0.00750913885105299,-3.99511710153229,-0.717038748828944,-3.44259857546763,4.96874104076265,3.34575890322079,0.254716449862472,-0.438430730697473,7.39398019649045,-1.38003927055592,-2.21038757262935,-1.23693842691524,-0.884717833325892,-5.04360091668556,-1.11177528396124,-3.65730655556567
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,79.93,4,20.07,2.01,0.234,0.02,1.32023442523291,3.82670183412749,0.575793950285416,-0.670914509301246,5.47248498503245,-1.52509042949797,-2.19082074918197,-0.400242488144942,0.556829837734227,-3.82503176682128,-0.0949343569861161,-3.04501073247897,4.62549425968232,4.08981451157562,0.6819725871948,-0.9274653252393,5.09112788925693,-1.97728744973798,-2.82458531012518,-0.937515661092802,0.458829035880591,-3.92319759879329,-1.02177600471054,-3.33541093389117
"Bird Island","BI10","BI10.9",353,345.7,346.7,346.2,59.15,2.96,40.85,4.08,0.538,0.05,1.85379122449233,2.88219925448719,0.756872416330553,-0.837451858293499,7.94112049715347,-1.0700146315242,-1.7229709315009,-0.694001075888538,-0.688816359154351,-3.82323380099432,-1.24054478225661,-3.35694995285112,5.08498391539701,3.3401413659567,1.26069982427687,-0.348738088157233,6.45143198014497,-1.69581173612384,-2.31485094453007,-1.29034662801568,-1.04188526871718,-3.34447036171122,-2.24585807304311,-3.85529598547721
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,75.52,3.78,24.48,2.45,0.271,0.03,2.76838053649704,3.85431549563534,1.6874454758128,-0.852780743561942,4.90461772275622,-3.36276103090206,-2.81436870533649,-0.881768280435195,-1.0755275481937,-2.49447951821426,0.0316424913386884,-1.76471589539644,5.69588914404366,4.60337815557173,2.12574426511281,-1.00974995081634,4.2632496077474,-4.22862577568455,-3.82316066757638,-1.74371912589655,-1.29743202326813,-1.78627874031534,-0.739722813603284,-2.05957207531502
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,75.43,3.77,24.57,2.46,0.307,0.03,1.64614421320484,3.50180007401336,0.847740256807686,-1.08170861519355,6.09654261148542,-0.989650470775607,-1.90333872883218,-0.897602936606099,-0.0347907038422669,-3.72276794747949,-0.402225796827667,-3.06014195595443,4.41458338722244,3.33906681334898,0.920409549102178,-0.951392627799413,6.05620798615244,-0.956405169622958,-1.72792141729841,-1.59574964418993,-0.966506265609462,-3.76480334455945,-0.309538741627019,-4.4579505251194
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,77.83,3.89,22.17,2.22,0.218,0.02,2.0490629281984,3.56885276175746,1.41937610155568,-0.797456947168919,5.64355275568039,-1.90671981180459,-2.47077353248174,-1.17139460668394,-0.364774845572483,-3.19555025937778,-0.261368962500354,-2.5128055816021,5.42474774860114,3.71118902668056,1.54875056542976,-1.01619879203178,5.69188529182129,-2.09500845340371,-2.91331877691766,-1.17871772152955,-1.43171423599344,-5.62136897801987,-0.260076812310444,-1.86016886232631
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,77,3.85,23,2.3,0.292,0.03,2.10936796451292,3.67284515464315,1.12738623932108,-0.933773257521308,5.98674085992036,-2.31717326061483,-2.35007869705724,-0.603010872904002,-0.500392270065614,-3.1476575800987,-0.206574778044253,-2.83767950209155,5.33864770302746,3.77890945914563,0.9755490782391,-0.816210390988955,5.6638341709377,-3.81194266454295,-3.47547042792173,-0.990563778133733,-1.3783293091425,-2.64879185473727,-0.158690388072161,-2.47694159781061
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,72.13,3.61,27.87,2.79,0.365,0.04,2.00771007071255,3.51511359728071,1.23826130169468,-0.939731913713656,5.70940066384451,-1.97738350259208,-2.3369427865749,-0.871005744455249,-0.155504265202755,-3.22813237171575,-0.323003064440617,-2.63878198483744,5.48205244111128,3.75597762495142,0.279878935116149,-0.818733353551961,5.21435286824684,-2.47946456037361,-2.65131481730027,-2.33286108618174,-0.56409113517838,-2.53353178164389,-0.818733353551961,-2.53353178164389
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,78.69,3.93,21.31,2.13,0.239,0.02,2.89873385579761,3.79645969804747,1.56905276370008,-0.606394448712773,5.40856737266216,-2.98970275297926,-2.88777733405622,-1.18112387445824,-1.03670651805714,-2.52691536376327,-0.158639036823084,-2.28555436135734,6.03573790060205,4.11342766688761,1.83104528121109,-0.877004919891123,4.8099704364487,-3.08427983308084,-3.87273719344511,-2.99726845609121,-1.02782780962571,-2.43765266815579,-0.102277752338755,-2.3911326525209
