Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,K_ICP_clr,Ca_ICP_clr,Ti_ICP_clr,Mn_ICP_clr,Fe_ICP_clr,Co_ICP_clr,Ni_ICP_clr,Cu_ICP_clr,Zn_ICP_clr,Rb_ICP_clr,Sr_ICP_clr,Zr_ICP_clr,K_ICP_sd_clr,Ca_ICP_sd_clr,Ti_ICP_sd_clr,Mn_ICP_sd_clr,Fe_ICP_sd_clr,Co_ICP_sd_clr,Ni_ICP_sd_clr,Cu_ICP_sd_clr,Zn_ICP_sd_clr,Rb_ICP_sd_clr,Sr_ICP_sd_clr,Zr_ICP_sd_clr
Bird Island,BI10,BI10.1,1,0,1.1,0.6,-55.49090909,20689.81818,52220.36364,1.329090909,-2.98103716,-0.767578792,-2.345884202,-1.946560243,4.155324006,-0.803575425,0.703849506,-0.251610327,-3.185062353,-2.78558991,-2.321797533,2.225453996,6.112981185,4.191087251,0.146376585,9.831304362,15.8113883,17.90581419,11.56955252,835.9219298,58.91087259,26.46163604,47.18262392,18.15488915,39.54950867,47.40272336,126.0430662,1611.558568,191.8406062,0.003886984,3.885927429,3.750951993,1.3057106,-0.073203654,5.944315562,-3.900669272,-2.695346028,-2.12480117,-0.467990682,-2.771012361,-0.319028974,-2.534853442,6.957609866,3.879913655,1.395007005,0.008712644,5.878009557,-3.903310362,-3.210163181,-3.210163181,-2.111550892,-3.903310362,-0.074668965,-1.706085784
Bird Island,BI10,BI10.1,4,3.9,5,4.5,5.216666667,24515.91667,60507.16667,1.321666667,-2.755921689,-0.894428333,-2.502278318,-1.163270891,3.908789392,-0.41443066,0.849372726,-0.118906829,-3.922213837,-1.940861951,-3.507188195,2.177893464,6.103974465,4.179470656,0.145989152,8.979353422,12.12404323,12.82634599,18.95608961,710.0685573,41.30476163,34.79322034,46.75557008,0,72.09148229,7.216878365,114.7443799,654.3573009,185.3877795,0.003613515,3.842318353,3.891430457,1.030659169,-0.019162955,5.792405662,-3.625804311,-2.256094078,-2.16964027,-0.824839141,-2.92609973,-0.130493638,-2.604679518,7.374311474,3.947943354,1.11473001,0.42158283,4.410566876,-4.183587356,-2.797292995,-3.490440176,-0.657226832,-3.490440176,-0.546001196,-2.104145815
Bird Island,BI10,BI10.1,10,11.7,12.8,12.3,132.0833333,21782.66667,52798.33333,1.291666667,-2.505148149,-0.23111857,-1.888550623,-2.100589775,2.82080103,-1.633479576,1.016599899,-0.405780057,-3.166269882,-2.636462172,-2.745337407,2.584437106,6.414675565,4.476222613,0.143955505,8.558178792,15.82001034,7.786935446,12.28789747,185.3448874,34.65796074,24.60028948,53.7623136,12.70170592,44.55937476,24.83445188,127.6639766,1322.154016,252.6443782,0.003010999,3.483158696,3.983050981,1.972261984,-0.248702581,4.419822994,-3.300004706,-2.589859949,-2.096603493,-1.224140985,-2.378015953,-0.022321034,-1.998645955,7.090541924,4.206926948,2.319857299,0.017272206,4.602239685,-4.58789798,-3.894750799,-3.201603619,-2.508456438,-2.285312887,0.056492919,-1.815309258
Bird Island,BI10,BI10.1,22,26.7,27.8,27.2,382.8666667,21759.58333,52292.16667,1.33,-3.167689593,-0.386396844,-1.848938187,-1.896329693,2.103870805,-1.808746923,0.10809045,-0.87552325,-1.086096427,-1.86475888,0.283182209,1.524601401,5.412667964,3.502066967,0.148022999,9.208033383,20.78224038,13.74083717,8.639233973,127.3064485,34.22341924,17.30650605,47.77686457,60.62471493,79.60394386,60.54368571,91.05954595,1078.149453,98.40650847,0.003202734,3.715418217,3.961938836,2.180188835,-0.701814674,3.630671515,-4.639155487,-2.843131619,-1.861770593,-0.375994204,-1.851194079,0.007533886,-1.222690633,6.799778663,4.138645382,1.972192464,-1.11884999,2.906501701,-5.030872995,-3.239113526,-2.140501237,-0.243381252,-2.632977722,-0.600056196,-0.81136529
Bird Island,BI10,BI10.1,30,36.3,37.2,36.7,541.72,22119.4,57449,1.346,-2.740641009,-0.30241259,-1.418930394,-1.964979555,3.300910602,-0.773030156,-0.331505888,-0.828806928,-1.472979162,-2.515706873,0.126757141,0.990172415,4.881098103,3.050054293,0.160262792,22.63748121,27.90877998,27.37821518,17.53377693,1003.562881,53.02368444,38.55443482,51.66827954,26.91323508,37.44922488,106.5574441,107.0252307,967.395593,126.3232186,0.00242683,4.177054782,3.509523111,2.050777779,-0.534239142,4.29709705,-2.824068103,-3.244995705,-2.296702242,-1.030975301,-1.766305606,-0.51708974,-1.820076884,7.373298131,3.708982621,2.48520719,-1.609137372,2.58051737,-3.911722465,-4.134866017,-3.3239358,-1.10231977,-1.10231977,0.035667684,-0.999371801
Bird Island,BI10,BI10.1,34,40.9,41.9,41.4,618.7,23491.90909,61638.18182,1.349090909,-3.156067766,-0.062600474,-1.81133849,-1.749503269,4.065444657,0.32376374,0.211139681,-0.302331379,-3.04005716,-4.270946483,-0.682451987,1.515214948,5.412351494,3.547382488,0.154934023,8.141922936,21.74898117,12.9340987,17.27057403,985.4789791,60.44802426,38.94448263,51.50145629,19.22167337,9.902249515,98.66794635,100.5160322,1249.597652,167.3362429,0.003348951,3.955764376,3.711772129,2.005960647,-0.328331197,5.114725491,-3.765747092,-3.027694408,-2.109409657,-0.909588887,-2.28395278,-0.354096533,-2.009402089,6.870196761,2.474376804,1.25798148,-1.514607243,4.337595237,-4.040335887,-3.124045155,-2.430897975,-1.207122543,-3.229405671,0.054008675,0.552255517
Bird Island,BI10,BI10.2,45,44,45,44.5,670.06,23876.4,60911.7,1.358,-3.217537635,-0.167829959,-2.06170206,-2.44024756,3.130644953,-0.487779104,-0.297864024,-0.73909852,-0.114937323,-3.012761494,0.213719166,1.07951738,4.986909629,3.12896655,0.156005654,7.572611468,30.23978248,14.82640288,16.00694294,1156.003537,73.9541149,38.77929001,30.11016809,53.05091894,51.60415573,85.43750152,126.1787092,801.7086545,145.3142572,0.002073748,5.301169806,3.482641142,2.202372633,0.406280546,4.353895057,-3.953157453,-3.573090535,-3.287017474,-1.657492803,-0.877623639,-0.695121201,-1.70285608,8.257517156,3.327568985,1.423331532,0.576033672,2.421860363,-5.127748803,-4.722283695,-3.741454442,-2.35516008,-0.48817719,-0.256375576,0.684888077
Bird Island,BI10,BI10.2,51,51.9,52.9,52.4,800.2454545,24296.54545,57427.36364,1.319090909,-3.113580671,0.435687656,-2.721570361,-1.546552115,2.086180908,-1.095407209,0.586172163,-0.078672035,-3.911169966,-3.195706507,0.793750601,1.960324151,5.8529021,3.947641286,0.148821988,8.412112479,15.58437446,14.03890698,16.98716093,180.1123892,35.1692014,31.43044268,36.71908099,10.8544084,61.23605593,99.87519485,95.6230288,298.8807302,161.2279583,0.003551217,2.95210332,3.986177088,0.843199746,-0.838558828,5.314439789,-2.028346997,-2.594882209,-1.439647864,0.174664144,-3.199984421,-0.155281625,-3.013882142,6.016363954,3.786982265,0.953768921,-0.43252544,4.865791927,-3.091785477,-3.245936157,-2.552788976,-0.526836119,-3.428257713,0.295023167,-2.639800353
Bird Island,BI10,BI10.2,54,55.3,56.3,55.8,856.1454545,24361,56855.45455,1.398181818,-3.541231519,0.470610208,-2.916368729,-1.309904276,2.049692728,-1.765673706,0.794082135,0.060786091,-3.054178898,-2.703517641,-0.364787397,2.134921064,6.030930878,4.114639063,0.147191486,7.751832628,17.37239189,9.277538859,15.54348738,82.92022453,34.7000131,31.40787394,54.47635016,22.21260903,36.03634529,97.45460482,63.17407408,466.7517541,176.81742,0.003572464,4.678903659,3.517640037,2.170167309,0.082286899,4.548827975,-3.641078732,-3.542583836,-2.877652957,-1.343418024,-1.313886609,-0.344787128,-1.934418593,5.907766778,3.573959911,2.24862625,0.355084086,4.725435689,-3.753649214,-1.712993697,-3.278225517,-1.871863593,-1.783197956,-1.616143871,-2.794798867
Bird Island,BI10,BI10.2,62,64.4,65.4,64.9,1005.718182,22100.09091,54142.18182,1.27,-2.934869808,-0.178227184,-2.009621066,-1.940706222,2.086896423,-1.502082702,-0.494394775,-1.00806285,0.427841346,-1.782491553,0.552432147,0.982776492,4.821220332,2.979289421,0.158576434,20.3951866,43.27922029,47.76685804,34.30160346,263.6502504,18.13334447,28.72281323,61.3413697,70.33116469,115.2347801,175.5829252,100.4752344,1545.351746,213.911239,0.004789498,2.526259961,4.428608191,1.180603246,-0.629013841,3.524364253,-3.801676822,-2.20653415,-0.441749564,0.451966436,-2.970171209,0.343095068,-2.405751568,6.14990807,4.411173069,0.841640372,-0.544653989,2.451078285,-4.456676994,-2.377235452,-1.748626793,-0.152611901,-3.070382633,0.31400763,-1.817619664
Bird Island,BI10,BI10.2,67,70.1,71.2,70.6,1100.566667,23119.33333,56701.33333,1.278333333,-2.548330472,0.411616025,-1.920278553,-1.909281411,2.082164339,-1.649347594,-0.143628543,-0.518776147,-0.919937033,-3.083746982,0.555281688,1.261748273,5.13442516,3.24809125,0.151652695,15.43976566,65.15133897,15.05218196,19.22277689,370.9987646,34.10978265,27.53001117,37.59916182,57.90188933,52.90894122,84.36931799,140.3411428,738.9956124,154.9589388,0.002941087,3.718452206,3.875192918,2.034599255,-0.761850248,3.500029052,-3.835544063,-3.454116582,-1.639412084,0.32778245,-1.82606111,-0.114985017,-1.824086776,6.806945112,3.029696508,1.598950384,-1.49209207,1.909105312,-4.710967894,-3.458204926,-1.907607513,0.101216461,-2.146018537,-0.126000416,0.394977579
Bird Island,BI10,BI10.2,71,74.7,75.8,75.2,1174.816667,22181.16667,53873,1.321666667,-2.700088521,0.200484102,-1.580914705,-1.641241285,2.33362536,-0.802414451,0.13118701,-0.037418378,-3.838226513,-3.096244757,0.702221951,1.494671408,5.366128758,3.468230023,0.149898092,11.17186672,43.05915593,15.33934335,11.95033916,256.1572079,37.82044901,31.0779811,43.34918125,20.16297236,51.91681867,105.8148755,131.1583591,748.5769327,163.8199307,0.00220137,2.959191319,4.170637396,1.507445704,-0.799477791,3.586616646,-3.915169379,-2.730499327,-1.099995512,0.316874756,-2.573995453,0.116812941,-1.538441301,6.669804306,2.644452616,1.465797619,-0.613643922,3.446799088,-4.525666928,-2.916229015,-3.427054639,-0.63384663,-2.040760278,0.504770993,-0.574423209
Bird Island,BI10,BI10.2,81,86.5,87.5,87,1349.672727,22325.90909,53674.81818,1.295454545,-3.521603581,0.01079248,-2.258125724,-1.652998181,2.047103493,-1.297309825,-0.024513994,-0.256728867,-1.386386755,-2.272744692,0.589661121,1.403687415,5.261386313,3.357780797,0.149104333,11.84367879,28.00811571,15.98294546,13.96033342,299.3849756,50.73030294,44.4147805,48.62584423,45.61419237,38.75845949,102.3654771,98.45451188,1029.405345,242.7893588,0.004918526,4.270681188,3.899375259,2.393327418,-0.465238747,3.444400467,-4.409522615,-3.449921185,-1.622439043,-1.089096804,-1.385107301,0.045110573,-1.63156921,7.576266293,3.480829431,2.588831392,-0.630044433,3.033517213,-5.235214619,-4.542067438,-2.527164418,-2.596157289,-0.986719377,0.336939413,-0.49901617
Bird Island,BI10,BI10.3,88,84.8,85.8,85.3,1324,21329.45455,51592.63636,1.240909091,-4.097416061,0.410601104,-2.213188531,-2.217993326,2.006918477,-1.323520317,0.379577558,-0.172213496,-2.331685231,-2.50298836,0.923038555,1.816348734,5.610294096,3.712226797,0.149911105,5.005451573,26.12417898,17.85140687,15.15495718,119.6334553,34.65623386,16.93785432,34.92121002,39.97340025,67.97111686,88.63531002,62.34551817,896.363522,199.4965937,0.004174895,3.361476583,4.202804276,1.677980389,-0.633338384,3.554187565,-3.720878207,-2.89974382,-1.065201505,-0.50154095,-2.088625617,0.198502281,-2.085622611,6.910299799,4.268185921,0.712837859,0.019690679,2.504597329,-3.486867218,-2.976041595,-0.824279391,-1.218183677,-3.892332327,-0.32279963,-1.695107749
Bird Island,BI10,BI10.3,95,93,94,93.5,1444.545455,21085,51886,1.319090909,-2.31786861,0.052571744,-1.002657175,-1.609726401,2.608200541,-1.578433371,-0.131948364,-1.114200482,-4.161120123,-1.390769133,0.957570648,1.296000013,5.124094295,3.268286417,0.156443694,16.8598501,36.4280112,72.27975952,22.839758,725.0415537,38.72326057,23.19208329,68.64612814,10.01453489,83.24279931,307.6992924,85.4977937,2260.375291,279.3658728,0.006363537,3.243844587,4.008555253,1.60065915,-0.711876273,4.534358013,-3.057020981,-2.84331311,-1.579376841,-0.52997147,-2.476020576,-0.019813013,-2.170024738,6.534983736,2.321798497,0.781353456,-0.317258833,4.21534066,-2.97651887,-2.97651887,-2.842987477,-0.578623597,-3.312991106,0.410289775,-1.258867373
Bird Island,BI10,BI10.3,98,96.3,97.3,96.8,1492.281818,20358.09091,49648.18182,1.288181818,-2.059959826,-0.206211053,-1.195772598,-1.582314115,2.469630267,-1.327276732,-0.197228957,-1.245024543,-4.298027765,-0.662501423,0.979253337,1.21650943,4.960857848,3.14806613,0.163261797,24.97926413,43.64693054,24.39038559,16.42116151,344.6869462,38.94985121,20.99177328,41.05960191,33.31147768,105.1655837,135.9481184,86.34865899,2511.390484,285.0955821,0.004797626,3.413577765,4.187903802,1.725601213,-0.618694368,4.256361582,-3.318445766,-2.839528811,-1.673289771,-0.874782075,-2.336583989,0.114474487,-2.036594069,6.618618777,4.045544012,0.954501559,-0.83725791,4.014772354,-4.056133735,-3.362986555,-2.552056338,-1.571227085,-1.753548642,-0.216681423,-1.283545013
Bird Island,BI10,BI10.3,104,103.2,104.2,103.7,1595.6,23485.90909,56468.36364,1.455454545,-2.848256558,0.225085678,-1.809829613,-1.390255008,2.035278905,-1.225412266,0.076979925,-0.722867185,-3.021462612,-2.674741097,0.97913937,1.516927588,5.383780434,3.475632437,0.148378059,18.67764828,55.96086295,77.92747211,9.595453469,562.2788373,29.1454035,19.98726868,42.24753893,30.60748572,72.52911641,137.9138071,104.60332,552.6917767,162.0747302,0.002752184,2.977514681,4.582028208,1.804632464,-0.43426481,3.309968831,-3.955108665,-2.764899207,-1.319654943,-0.461657874,-2.448636057,0.56087643,-1.850799056,6.560686835,4.246691675,2.08172796,0.135817811,3.468022321,-4.469352375,-3.776205195,-2.523442226,-1.25047655,-2.166767282,-0.972844814,-1.333858159
Bird Island,BI10,BI10.3,114,114.9,115.9,115.4,1769.918182,23787.45455,60059.36364,1.378181818,-3.64131878,0.20302951,-2.044209984,-1.687082046,3.751747299,-0.280436011,0.307497821,-0.253382299,-4.212919918,-3.234424969,0.222314606,1.659629869,5.553444874,3.656110028,0.149992787,9.201778484,31.02374457,21.72681628,13.0648731,810.6680971,51.37208297,29.92657682,45.84935808,5.125692858,44.28769581,87.07593342,82.28774348,428.9103106,141.9909088,0.002882752,3.012276444,4.191961329,1.436060372,-0.772495771,5.237576622,-4.004275001,-2.681653735,-0.696009677,-0.858109524,-2.637653405,0.111589582,-2.339267237,6.737088496,4.543342183,1.07760628,-0.308688081,1.993897012,-3.527563906,-3.527563906,-1.918125994,-1.735804437,-2.834416726,0.776501187,-1.276272108
Bird Island,BI10,BI10.3,120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,-3.642737236,0.259012139,-2.4493088,-2.139959019,2.255976256,-1.620885718,0.457595324,0.130094483,-1.762513409,-2.816544807,-0.077376729,1.879422568,5.723936829,3.803288119,0.146557429,9.393259995,22.80570104,12.68595023,19.3186726,564.7396647,38.44028558,31.25184439,40.04441978,30.39389559,63.36499209,55.86849639,54.88260198,1115.395301,212.4897122,0.003832888,2.394096654,4.452453634,1.130291983,-0.666662303,4.219448533,-4.433503298,-2.255991262,0.008511826,0.333854681,-3.18074033,0.386669281,-2.3884294,5.879290455,4.557534615,0.773344981,-0.61294938,3.793769868,-4.524972385,-2.733212916,-0.481921117,0.119418514,-3.831825205,-0.811400318,-2.127077112
Bird Island,BI10,BI10.4,135,129.4,130.4,129.9,1986.590909,23205.09091,65119.72727,1.433636364,-4.15428208,-0.025828833,-1.897761801,-1.792469805,4.215537952,-0.307703865,-0.163893618,-0.381273595,-1.283014457,-3.961341917,0.082243019,1.248166144,5.135268579,3.286354276,0.157428366,8.223027534,29.26120609,25.22228452,20.65121612,1662.979243,65.16259384,44.13120932,39.96839661,51.89815201,23.06078923,93.6843831,87.99814048,780.3019695,161.467869,0.002657515,2.899277721,4.13509634,1.492668719,-0.86619721,3.50889756,-4.50378337,-2.255654463,-0.155701391,0.333688305,-2.56504171,0.109354986,-2.132605485,6.294433448,4.436792274,1.513630693,-0.7889544,2.676781503,-5.394124586,-3.602365116,-1.756538426,0.335975197,-2.503752828,-0.066248417,-1.145629344
Bird Island,BI10,BI10.4,145,141,142,141.5,2162.972727,23972.81818,57889.27273,1.315454545,-3.653490112,0.061864966,-2.498186672,-2.133732839,2.640492611,-2.069308825,0.199013101,-0.15842762,0.015197616,-3.744846039,0.716008516,1.628701217,5.4501337,3.54658038,0.149073162,7.427222655,29.27580447,20.57315108,17.52712184,426.8826111,62.67985032,40.84939078,39.82278927,48.85172371,34.36515148,90.5179038,77.03092649,498.626003,178.5463525,0.003382222,3.796109549,3.809869972,1.459132267,-0.849205479,5.711743582,-3.473374196,-2.831939216,-1.095450361,-1.189531285,-2.519087741,-0.286846205,-2.531420888,6.987467108,2.845214605,0.647990028,-0.738304333,5.13099258,-3.040889426,-3.55171505,-2.011270009,-1.249129957,-2.858567869,-0.401832097,-1.759955581
Bird Island,BI10,BI10.4,155,152.7,153.8,153.2,2335.408333,23105.16667,59388.66667,1.445,-4.860920341,-0.270573969,-2.577584334,-1.974289067,3.531672704,0.039681234,0.03763867,-0.123113493,0.422678539,-3.971495189,-0.350001563,1.422426411,5.268538001,3.405342397,0.155222517,7.796658181,21.93516618,13.78707124,18.55928257,1804.052364,73.49252693,43.51036101,48.11066788,87.61014712,36.67909569,95.65594914,112.9388075,461.5002134,152.3157357,0.003991243,3.568874443,3.70890833,1.9858931,-0.64191357,3.651183091,-4.837610626,-3.21703497,-0.847294135,-0.082986487,-2.025320537,-0.264798357,-0.997900283,6.492731904,3.475608441,2.167275621,-0.828456653,3.682402854,-6.126774019,-4.740479658,-1.822708926,-0.409746318,-2.137789973,-0.789235939,1.037172665
Bird Island,BI10,BI10.4,165,164.8,165.8,165.3,2517.272727,22003.36364,55622.63636,1.340909091,-3.143726977,0.222497083,-1.350697541,-1.71820176,3.065693811,-1.101130115,-0.086456223,-0.500293347,-1.201099481,-4.139606004,0.341748333,1.257741544,5.11365292,3.239877758,0.153574041,29.26524467,40.17235594,60.43839839,17.73747958,2883.757877,54.66692535,32.16915519,62.8258777,72.57585374,30.47711511,66.89666387,120.6673112,1155.963361,195.2973956,0.003237462,3.033685486,3.733054356,0.632217505,-1.143916646,5.895458316,-2.085525186,-2.119488426,-0.840887824,0.092770959,-3.455847602,-0.457770661,-3.283750279,5.828818958,3.307354713,1.066645024,-0.542792889,5.857464557,-2.750067802,-4.049350786,-1.410293456,-1.02082869,-3.538525162,-0.085368042,-2.663056425
