"Site","depth","SH20_age","Ti","Ti_ppm","Ti_lower_RMSE","Ti_upper_RMSE"
"BI10",2.9,-19.4,-7.65581669041947,354.462592101716,227.327751969228,552.698595358805
"BI10",3,-17.8,NA,NA,NA,NA
"BI10",3.1,-16.2,-5.65520939218599,1354.25898236021,868.527898017907,2111.63901066251
"BI10",3.2,-14.6,-6.44960227958072,795.337436222956,510.074336367916,1240.13617693841
"BI10",3.3,-13,NA,NA,NA,NA
"BI10",3.4,-11.5,NA,NA,NA,NA
"BI10",3.5,-9.9,-6.48043953875594,779.073590279528,499.643832221424,1214.77664674154
"BI10",3.6,-8.3,-6.77163768788456,640.982880526682,411.082016911611,999.457617277925
"BI10",3.7,-6.7,NA,NA,NA,NA
"BI10",3.8,-5.1,-8.4953564968071,201.968379322261,129.528527588668,314.920790079523
"BI10",3.9,-3.5,-6.96600117717733,562.718335794927,360.888559522292,877.423007974993
"BI10",4,-1.9,-8.41617877333509,212.971897815237,136.585422105882,332.078113166884
"BI10",4.1,-0.4,-7.4377515220905,410.225283276112,263.090079252532,639.647011841275
"BI10",4.2,1.2,-7.67550180754955,349.818269256847,224.349205021627,545.456898294153
"BI10",4.3,2.8,NA,NA,NA,NA
"BI10",4.4,4.4,-8.78212558398945,166.663341528668,106.886322025541,259.871131152442
"BI10",4.5,6,-8.16531988794206,251.951264780135,161.584087868534,392.856998864623
"BI10",4.6,7.6,NA,NA,NA,NA
"BI10",4.7,9.2,-7.78690145678194,324.659202335191,208.213922336276,506.227424555646
"BI10",4.8,10.8,NA,NA,NA,NA
"BI10",4.9,12.4,NA,NA,NA,NA
"BI10",5,14,-7.93924794054499,293.155703706368,188.009760650292,457.105345585909
"BI10",5.1,15.8,-8.50406292102147,200.793665883591,128.775147764757,313.089108875444
"BI10",5.2,17.5,NA,NA,NA,NA
"BI10",5.3,19.1,-9.09497441283544,135.147549844314,86.6742764253132,210.729884138809
"BI10",5.4,20.6,NA,NA,NA,NA
"BI10",5.5,22.1,-8.0001706284459,281.430543198496,180.490054934864,438.822796489169
"BI10",5.6,23.7,NA,NA,NA,NA
"BI10",5.7,25.4,-8.26178467951478,236.182370917103,151.471011699707,368.269226606954
"BI10",5.8,27,NA,NA,NA,NA
"BI10",5.9,28.6,NA,NA,NA,NA
"BI10",6,30.3,-7.4859879020196,397.179415038034,254.72336308803,619.305138788695
"BI10",6.1,31.9,NA,NA,NA,NA
"BI10",6.2,33.6,-7.30251965981763,449.129752885298,288.040711039577,700.309113245775
"BI10",6.3,35.2,-7.49785408364265,394.034222222786,252.706254292541,614.400972058961
"BI10",6.4,36.8,-8.50381521511467,200.826992959694,128.79652144271,313.141074381987
"BI10",6.5,38.5,-8.38569401814874,217.3665301842,139.403834878988,338.930478385573
"BI10",6.6,40.2,-7.50361115193271,392.51726684047,251.733384194021,612.035647402113
"BI10",6.7,41.9,-8.87626525995472,156.475942454826,100.352829968908,243.986348712956
"BI10",6.8,43.6,NA,NA,NA,NA
"BI10",6.9,45.2,NA,NA,NA,NA
"BI10",7,46.8,NA,NA,NA,NA
"BI10",7.1,48.4,-7.51874292964712,388.557916973867,249.194131464706,605.86199986196
"BI10",7.2,50.1,-7.9398715763619,293.033238287549,187.93121981418,456.914390414701
"BI10",7.3,51.7,-8.20862790804804,244.745599482823,156.962873303217,381.621508358175
"BI10",7.4,53.4,NA,NA,NA,NA
"BI10",7.5,55,NA,NA,NA,NA
"BI10",7.6,56.7,NA,NA,NA,NA
"BI10",7.7,58.3,NA,NA,NA,NA
"BI10",7.8,60,NA,NA,NA,NA
"BI10",7.9,61.6,-7.64170159665826,357.830685944785,229.487814042991,557.950322276062
"BI10",8,63.3,-8.01497328912211,278.653171688321,178.708841244449,434.492158033467
"BI10",8.1,64.9,-7.85078530804592,311.056274765514,199.489946905527,485.016952342063
"BI10",8.2,66.5,-8.23210169990413,240.926488758928,154.51356024528,375.666529808531
"BI10",8.3,68.3,-7.19172077609665,483.739761864311,310.237173267603,754.275043006192
"BI10",8.4,69.9,NA,NA,NA,NA
"BI10",8.5,71.5,NA,NA,NA,NA
"BI10",8.6,73.2,-8.04649598837046,272.829671838727,174.974051850872,425.411819914122
"BI10",8.7,74.8,-7.44549720518643,408.101889553625,261.728281612289,636.336093414442
"BI10",8.8,76.5,-8.18349891088144,248.901125114146,159.627939578385,388.101044508354
"BI10",8.9,78.1,-7.30174741612733,449.362194216985,288.189782807867,700.671549227425
"BI10",9,79.7,-6.70561411515601,669.973756922476,429.674756753626,1044.66187019265
"BI10",9.1,81.4,-6.99299095754505,552.634066605033,354.421207829132,861.699031621306
"BI10",9.2,83,-6.79487866538836,631.079152334258,404.730451707653,984.015150899985
"BI10",9.3,84.6,-7.63230422268163,360.090781611463,230.937282840516,561.47439428869
"BI10",9.5,87.8,NA,NA,NA,NA
"BI10",9.6,89.4,NA,NA,NA,NA
"BI10",9.7,91,-7.74257079615285,334.446714049299,214.49095434168,521.488679472196
"BI10",9.8,92.7,-9.0224191663718,141.879649361815,90.9917787046722,221.226963464096
"BI10",9.9,94.2,NA,NA,NA,NA
"BI10",10,95.8,-7.17165682276853,490.286507172758,314.435802197274,764.483107317565
"BI10",10.1,97.4,NA,NA,NA,NA
"BI10",10.2,99,NA,NA,NA,NA
"BI10",10.3,100.6,NA,NA,NA,NA
"BI10",10.4,102.2,-8.7401538688672,171.416609755317,109.934738994067,267.282702163802
"BI10",10.5,103.8,NA,NA,NA,NA
"BI10",10.6,105.5,-9.2985572720308,117.915306794657,75.6227094584335,183.860373108167
"BI10",10.7,107,-6.65465865128197,693.241694322158,444.597199967359,1080.9425852928
"BI10",10.8,108.6,-9.30225844143751,117.623264612523,75.4354138333833,183.405004029885
"BI10",10.9,110.2,NA,NA,NA,NA
"BI10",11,111.9,-8.3804795981004,218.127263345679,139.891716430669,340.116657573902
"BI10",11.1,113.6,-6.92430799986287,578.659163456946,371.11190211946,902.278869366219
"BI10",11.2,115.1,-7.74022952476319,334.971756196186,214.82768000357,522.307355585149
"BI10",11.3,116.7,-6.93207616163004,575.655258349715,369.185405472502,897.595006610735
"BI10",11.4,118.4,-7.89780749441835,301.409250875724,193.303014058661,469.974754174789
"BI10",11.5,119.9,-7.70196163241119,343.671309956252,220.40697114311,535.872203471994
"BI10",11.6,121.6,-6.47824559045289,780.219627991081,500.37882142041,1216.56361509171
"BI10",11.7,123.2,-7.87169266432365,306.729396696954,196.714987047173,478.270233551225
"BI10",11.8,124.8,-7.28829153970214,453.431707518517,290.79968673302,707.016969973277
"BI10",11.9,126.4,NA,NA,NA,NA
"BI10",12,128,-7.63387659717529,359.71162899797,230.694120619173,560.88319758254
"BI10",12.1,129.7,-8.12658638082926,258.575345865116,165.83231460801,403.185649596154
"BI10",12.2,131.3,-8.28656717066325,232.293113772821,148.976711586971,362.204871697489
"BI10",12.3,132.9,-8.36499726647685,220.401709028284,141.350388334344,343.663104962164
"BI10",12.4,134.6,-8.04642619395605,272.842430268441,174.982234223879,425.431713596387
"BI10",12.5,136.1,-7.71574289839905,340.512643845232,218.381221509045,530.947028399451
"BI10",12.6,137.8,-8.8333412361787,161.041383408586,103.280787535919,251.105048566092
"BI10",12.7,139.3,-8.6778045884445,178.729041748805,114.624426322287,278.684669484228
"BI10",12.8,140.9,-8.8165567686419,162.862610499129,104.448796430352,253.944811286339
"BI10",12.9,142.5,NA,NA,NA,NA
"BI10",13,144.2,-7.19861777240016,481.509563288632,308.80687839319,750.797588268752
"BI10",13.1,145.7,-7.38461038317698,425.09430705925,272.626041088606,662.831654572033
"BI10",13.2,147.3,-7.01225753170084,545.546177704239,349.875526885844,850.647184891018
"BI10",13.3,148.9,-6.80920725431531,625.049683144841,400.86356784758,974.613653461312
"BI10",13.4,150.5,-7.58009218187961,372.910423057117,239.158912811714,581.463521429032
"BI10",13.5,152.1,NA,NA,NA,NA
"BI10",13.6,153.6,-9.04958459309679,139.320679483039,89.3506326913512,217.236869476521
"BI10",13.7,155.1,-7.83771684361766,313.791801918046,201.244324523624,489.282344652732
"BI10",13.8,156.8,-8.47080015184653,205.318801051881,131.67725599306,320.144961614355
"BI10",13.9,158.3,-7.27611831691607,457.145045917803,293.181164749093,712.807022190658
"BI10",14,159.9,-7.31207030070707,446.264978825599,286.203443408514,695.84219167465
"BI10",14.1,161.5,-8.09313318794846,264.436398777247,169.591187934494,412.324542624755
"BI10",14.2,163.1,-8.35922858112702,221.255214206395,141.897767430919,344.993939649899
"BI10",14.3,164.7,NA,NA,NA,NA
"BI10",14.4,166.3,NA,NA,NA,NA
"BI10",14.5,167.9,NA,NA,NA,NA
"BI10",14.6,169.4,-7.73168702754007,336.894455054232,216.060765860449,525.305338960033
"BI10",14.7,171,-7.84961628696782,311.300003201408,199.646257440567,485.396987830064
"BI10",14.8,172.6,-8.68821302845177,177.486982986204,113.827855872804,276.747979552092
"BI10",14.9,174.2,-7.1632692103268,493.049526821477,316.207811597944,768.791367519976
"BI10",15,175.8,-8.45007950553448,208.189085424216,133.518057556934,324.620475183964
"BI10",15.1,177.6,-7.26512664702797,460.524080541102,295.348243481397,718.07580860587
"BI10",15.2,179.3,-6.86608505660127,601.678357150504,385.874818351249,938.171728878657
"BI10",15.3,181,-7.18363358528022,486.367979985082,311.922730306322,758.373112861838
"BI10",15.4,182.7,-6.67640686334211,683.213499541217,438.165810515672,1065.306043404
"BI10",15.5,184.4,-6.14388562143055,976.130838864054,626.022700762528,1522.0397174429
"BI10",15.6,186.1,-7.0497801053273,532.002042931307,341.189257082188,829.528385809953
"BI10",15.7,187.9,-8.26922122283608,235.008522795126,150.71818682998,366.438894654761
"BI10",15.8,189.6,NA,NA,NA,NA
"BI10",15.9,191.3,-7.83667185077946,314.0115786713,201.385274108618,489.625033290469
"BI10",16,193,-7.70089067546841,343.917996757174,220.565178968544,536.256851814023
"BI10",16.1,194.9,-7.05047406766714,531.754743540994,341.030656384354,829.142782283079
"BI10",16.2,196.5,-8.02081038527264,277.565527894482,178.011301859176,432.796240860539
"BI10",16.3,198.3,-7.10702759456934,511.983046219405,328.350459362483,798.313607128918
"BI10",16.4,200,-7.71660145374686,340.316826373459,218.255637747468,530.641698460533
"BI10",16.5,201.8,-6.75574563882612,647.844320914571,415.482469465437,1010.15637237656
"BI10",16.6,203.4,-7.38614953419126,424.656162508543,272.345045525269,662.148474222017
"BI10",16.7,205.1,-6.93184376022528,575.744899999303,369.242895416823,897.73478106061
"BI10",16.8,206.9,NA,NA,NA,NA
"BI10",16.9,208.6,-7.72602690205683,338.174480105935,216.881685257734,527.301228128213
"BI10",17,210.3,-6.94102885574507,572.212637768666,366.977547111673,892.227073288865
"BI10",17.1,211.9,NA,NA,NA,NA
"BI10",17.2,213.6,-7.11567238296506,509.026207487873,326.454147828481,793.703132991351
"BI10",17.3,215.3,-7.75000281393257,332.785492139224,213.425561685997,518.8984060929
"BI10",17.4,217.1,NA,NA,NA,NA
"BI10",17.5,218.7,-7.98127765392402,285.015616034452,182.789272303928,444.412849614219
"BI10",17.6,220.5,-7.34391123441111,436.845450755355,280.16241062104,681.154718160174
"BI10",17.7,222.1,-6.7343118418529,657.214905330592,421.492113183555,1024.76753011176
"BI10",17.8,223.7,-8.85763373436064,158.441493339632,101.613398147273,247.051149448901
"BI10",17.9,225.5,-6.63456035183866,702.639925983371,450.624574713343,1095.59685221335
"BI10",18,227.2,-7.22671797146695,472.528923641861,303.047318237516,736.794454993776
"BI10",18.1,228.9,-6.48947894829117,774.369464989787,496.626932128363,1207.44170224256
"BI10",18.2,230.6,-6.08238712501872,1017.1914481197,652.35613115705,1586.06379661473
"BI10",18.3,232.2,-7.1331266498927,503.10814378315,322.658711728925,784.475345434278
"BI10",18.4,234,-6.91499728492212,582.280225578646,373.434200523322,907.925039069215
"BI10",18.5,235.6,-6.60087867017147,718.676474826285,460.909306245064,1120.60196761164
"BI10",18.6,237.3,-6.37035910669846,838.705304393093,537.887482799983,1307.75786778939
"BI10",18.7,239,-7.75510075728322,331.650761684409,212.697824178198,517.129068672077
"BI10",18.8,240.7,-6.97207743055966,560.432115797866,359.422336388964,873.858201393953
"BI10",18.9,242.3,NA,NA,NA,NA
"BI10",19,244,-6.86603656469941,601.697905741721,385.887355463471,938.202210173857
"BI10",19.1,245.7,-7.96691038209514,287.772444337726,184.557311004522,448.711455912364
"BI10",19.2,247.3,-7.49166871185531,395.670566817876,253.755692361712,616.952455288451
"BI10",19.3,249,-6.735710150128,656.599471008287,421.097416242067,1023.80790928561
"BI10",19.4,250.8,-6.96948517211407,561.406327437957,360.047128248582,875.377248585556
"BI10",19.5,252.4,-6.55718755593749,740.025272411053,474.600946125638,1153.890248803
"BI10",19.6,254,-7.09513544796696,516.078687939564,330.977120245356,804.699768817809
"BI10",19.7,255.8,-6.91333492187824,582.929120831779,373.850356987911,908.936834115951
"BI10",19.8,257.5,-6.58441029482013,726.650124546609,466.023052818895,1133.03494389322
"BI10",19.9,259.2,-6.29814009605229,880.285367051504,564.554054623066,1372.59190878078
"BI10",20,260.8,-6.32549416513689,864.299117204165,554.301581382755,1347.66522248847
"BI10",20.1,262.5,-7.59420508209435,369.400933560549,236.908169360666,575.991322222683
"BI10",20.2,264,-6.00916774149149,1068.33603890593,685.15672875998,1665.8114036052
"BI10",20.3,265.8,-5.60949654490343,1396.37841138137,895.540382062653,2177.31406291351
"BI10",20.4,267.3,-6.04320849751061,1044.24593086914,669.707002253644,1628.24871244778
"BI10",20.5,269.1,-8.09990461461169,263.239406295031,168.823519875383,410.458122646124
"BI10",20.6,270.7,-7.7859517741013,324.865844628613,208.346448388594,506.549633183188
"BI10",20.7,272.3,-7.24136628332233,467.914033608494,300.08764745632,729.598651272843
"BI10",20.8,274,NA,NA,NA,NA
"BI10",20.9,275.6,-7.35258354024097,434.314544298114,278.53926254226,677.2083822842
"BI10",21,277.4,-6.81374850469482,623.150773692358,399.645738867471,971.652763904877
"BI10",21.1,279,-6.81294280139047,623.487254511035,399.861534355612,972.177424278048
"BI10",21.2,280.6,-7.19840069831675,481.579598957047,308.851794419347,750.906791937688
"BI10",21.3,282.3,-6.67575183980149,683.513404365446,438.358148694695,1065.77367236905
"BI10",21.4,284,-8.01114186681057,279.36940804939,179.168185630764,435.608955234436
"BI10",21.5,285.6,-7.02667726692566,540.30091327515,346.511577635011,842.468464916497
"BI10",21.6,287.3,-6.42063701219049,810.923078446606,520.069887629592,1264.43821263053
"BI10",21.7,289,-6.90711221511803,585.36455019373,375.412272671735,912.734296577265
"BI10",21.8,290.6,-7.80695969105435,320.325288804492,205.434450419871,499.46973566492
"BI10",21.9,292.4,-6.55311573294099,742.046907578153,475.897482877553,1157.04249939892
"BI10",22,294,-7.24514875012268,466.729722484851,299.328112342124,727.752004802691
"BI10",22.1,295.7,-5.68302048320777,1329.25814017426,852.494089717372,2072.6562500924
"BI10",22.2,297.4,-7.03859386005262,536.004262660903,343.756003571913,835.768878522455
"BI10",22.3,299,-7.12625275988918,505.430555345662,324.148145625242,788.096583999494
"BI10",22.4,300.6,-7.67035855705662,351.02581464971,225.123640986598,547.33977298203
"BI10",22.5,302.3,-7.39609930559914,421.834672205566,270.535537097381,657.749043190303
"BI10",22.6,303.9,-7.9502439123806,291.003873682032,186.629725935905,453.750087630902
"BI10",22.7,305.6,NA,NA,NA,NA
"BI10",22.8,307.3,-6.59932135693537,719.426733107016,461.390469933858,1121.77181375946
"BI10",22.9,309,-6.70410192630945,670.652895889427,430.110309441193,1045.72082298895
"BI10",23,310.6,-6.55937099549706,738.94347758049,473.907157860237,1152.20345167224
"BI10",23.1,312.4,-6.4359803850031,802.629443291092,514.750924563907,1251.50629653272
"BI10",23.2,314.1,-6.64181053817851,699.235041341332,448.440917569722,1090.28775895232
"BI10",23.3,315.7,-7.87891291229715,305.249156219988,195.765663345602,475.962156900425
"BI10",23.4,317.4,-6.92638553112759,577.854261499437,370.595693761699,901.023819633949
"BI10",23.5,319,-7.31647150672535,444.9509674074,285.360727510089,693.793308996177
"BI10",23.6,320.7,-6.84598625258451,609.83547688738,391.106229884221,950.89078223211
"BI10",23.7,322.4,-7.08694060982542,518.92003254363,332.799361846599,809.130157825254
"BI10",23.8,324.2,-6.67213420615681,685.172123496266,439.421936241138,1068.36004327003
"BI10",23.9,325.8,-8.9727682273432,146.678818420635,94.0696332872756,228.710105710423
"BI10",24,327.4,-7.83535680200216,314.288370755285,201.562789377132,490.056623532807
"BI10",24.1,329.1,-7.11818808694725,508.168955446936,325.904365753646,792.366455978172
"BI10",24.2,330.8,-6.34447433184491,853.377664177305,547.297317970606,1330.63586062709
"BI10",24.3,332.5,-7.30797207083976,447.492023304141,286.990384736284,697.755470465824
"BI10",24.4,334.2,-7.90899971673647,299.157499769708,191.858896884294,466.463693484256
"BI10",24.5,335.9,-6.84847423091031,608.819761203214,390.454820205833,949.307019532091
"BI10",24.6,337.6,-6.67731957946475,682.795828677155,437.897945356679,1064.65478681153
"BI10",24.7,339.3,-6.71551512996177,665.544074257086,426.833865148424,1037.75485252252
"BI10",24.8,340.9,-7.40539434094396,419.215786765903,268.855965393824,653.665525391359
"BI10",24.9,342.6,-7.65772902820406,354.008721948651,227.036671093894,551.990894739152
"BI10",25,344.3,-7.45876269238096,404.490801615299,259.412379958703,630.705476035621
"BI10",25.1,346,-6.82987283787764,616.454920713047,395.351482606809,961.212202280444
"BI10",25.2,347.7,-6.89706678101381,589.31759963475,377.947484744529,918.898120129083
"BI10",25.3,349.4,-6.62905835989375,705.234871836809,452.288793224656,1099.64304202346
"BI10",25.4,351.2,-6.43727653688816,801.932724981378,514.304097703662,1250.41993300743
"BI10",25.5,352.9,-6.7846291902584,635.427780734641,407.519360722134,990.795784067446
"BI10",25.6,354.6,-6.43802661193083,801.529814716841,514.045698970697,1249.79169199631
"BI10",25.7,356.3,-6.36600173434109,841.157431446971,539.460107226713,1311.58136625868
"BI10",25.8,358,-7.26786136684548,459.681052200702,294.80758350277,716.761310010055
"BI10",25.9,359.7,-8.50671347046088,200.437399247678,128.546663024058,312.533597310528
"BI10",26,361.5,-8.04474966496374,273.149079385686,175.178897725247,425.90985865357
"BI10",26.1,363.1,-6.98457011059977,555.760822255046,356.426492304032,866.574450055576
"BI10",26.2,364.8,-7.0672467732762,525.812487692788,337.219705119824,819.877272935274
"BI10",26.3,366.6,-8.31262602567498,228.272607757958,146.398237540617,355.935865950307
"BI10",26.4,368.3,-7.058659879664,528.846320724579,339.165395464404,824.607801043421
"BI10",26.5,370,-6.94680339341469,570.003058390836,365.560475962412,888.78176919847
"BI10",26.6,371.7,-7.40345102115134,419.761971386543,269.206250373783,654.517168073439
"BI10",26.7,373.4,-8.00075661757477,281.320071676149,180.419206153099,438.650542895732
"BI10",26.8,375.1,-6.77797873285195,638.26544128453,409.339239626233,995.220428684328
"BI10",26.9,376.9,-7.47347146918726,400.524170558345,256.868457578284,624.520475241924
"BI10",27,378.6,-6.66164158910041,690.00589104603,442.521979899099,1075.89713348653
"BI10",27.1,380.4,-6.91577184080148,581.97812822916,373.240456210481,907.453991391849
"BI10",27.2,382.1,-6.96522943244477,563.00937522292,361.075212050301,877.876813500965
"BI10",27.3,383.7,-8.29242331835744,231.383469823582,148.393328971483,360.786502187634
"BI10",27.4,385.5,-7.1531021157674,496.419622635746,318.369157597351,774.046216026633
"BI10",27.5,387.1,-6.97445362817315,559.540588369791,358.85057245517,872.468080212761
"BI10",27.6,388.8,-7.26215263117682,461.442631348338,295.937338338601,719.50806620438
"BI10",27.7,390.5,-7.76116885398657,330.305131393133,211.834830124908,515.030884016114
"BI10",27.8,392.3,-6.90112358170942,587.717976040938,376.921596981812,916.403894410763
"BI10",27.9,394,-8.67529523797502,179.029785342005,114.817302429625,279.153606306418
"BI10",28,395.7,-6.36352059308502,842.556904714157,540.357632434899,1313.76350599994
"BI10",28.1,397.5,-6.03286819061948,1051.50559098988,674.362845358337,1639.56839480897
"BI10",28.2,399.1,-6.89522471743302,590.045374172535,378.414228918108,920.032908323197
"BI10",28.3,400.8,-7.04967704941074,532.038777591467,341.212816148503,829.585664618843
"BI10",28.4,402.6,-6.63596998998274,701.976625674553,450.199179843915,1094.5625959698
"BI10",28.5,404.3,-7.77828126548855,326.539705926259,209.419947071899,509.159614627348
"BI10",28.6,406,-6.60907036796222,714.742868447978,458.386563605819,1114.46846080887
"BI10",28.7,407.8,-6.56385552653213,736.726553750561,472.485376488171,1148.74669568693
"BI10",28.8,409.5,-6.43559376762702,802.837378248855,514.884279641586,1251.83052075734
"BI10",28.9,411.2,-7.26049992877844,461.953874668851,296.265214389139,720.30522638836
"BI10",29,413,-7.02594848691664,540.564797232864,346.680814525516,842.879928061032
"BI10",29.1,414.7,-6.88047543350039,595.905119876691,382.17226389195,929.169763077442
"BI10",29.2,416.4,-7.61592541142211,364.064108487403,233.485499455394,567.669835591008
"BI10",29.3,418.2,-6.71133479780868,667.410758008021,428.031026795924,1040.66549389939
"BI10",29.4,419.9,-7.53747636290914,383.711449624566,246.085943035071,598.305107382759
"BI10",29.5,421.5,-8.08539200558379,265.811485460749,170.473073277232,414.468657392867
"BI10",29.6,423.3,-6.15847055369234,966.638635402118,619.935059013248,1507.23892425013
"BI10",29.7,425.1,-6.43622548574036,802.497648317153,514.666400397425,1251.30079417903
"BI10",29.8,426.7,-5.73884069047126,1280.46265059377,821.200042899058,1996.57149770406
"BI10",29.9,428.5,-4.64214129710448,2669.8173236365,1712.23588574511,4162.93374115783
"BI10",30,430.1,-4.63530766150582,2682.06920440334,1720.09339334726,4182.03758297703
"BI10",30.1,431.8,-4.83143928247569,2351.79861091438,1508.28071344156,3667.06055246069
"BI10",30.2,433.5,-5.3138984732025,1702.21908502269,1091.68540370625,2654.19854802341
"BI10",30.3,435.1,-5.54229242744218,1460.68980691598,936.785256130186,2277.59211416509
"BI10",30.4,436.8,-5.85556582254338,1184.13863492292,759.424491878941,1846.37751575259
"BI10",30.5,438.4,-6.06676729395588,1027.89254572777,659.219073868217,1602.74956754957
"BI10",30.6,440,-5.28508111411672,1735.40423469772,1112.96805988064,2705.94275466426
"BI10",30.7,441.6,-5.90238263771954,1147.57193994017,735.973146793173,1789.36060789203
"BI10",30.8,443.3,-5.94458058385057,1115.58142883588,715.456649042129,1739.47915087477
"BI10",30.9,445,-5.95650332087499,1106.70540263818,709.764180705826,1725.63913694622
"BI10",31,446.7,-5.80494217924942,1224.99095576536,785.624340513952,1910.07681957162
"BI10",31.1,448.3,-5.7902833329161,1237.08139054045,793.378307840816,1928.9289254535
"BI10",31.2,449.9,-6.39288106669015,826.144489780126,529.83184642962,1288.17231843146
"BI10",31.3,451.6,-6.30917080092748,873.803536154516,560.397057300104,1362.485062778
"BI10",31.4,453.2,-5.86091008548373,1179.90622354058,756.71011640916,1839.7780948881
"BI10",31.5,454.8,-6.32236573867974,866.112627611429,555.464641331089,1350.49295290939
"BI10",31.6,456.5,-5.79573904129087,1232.5677109954,790.483546455693,1921.89093498557
"BI10",31.7,458.1,-6.54646378382026,745.361447265618,478.023199025754,1162.21072157622
"BI10",31.8,459.7,-7.24845502030183,465.696966630755,298.665774279164,726.141672083171
"BI10",31.9,461.4,-7.12023035928932,507.474091954139,325.458728444483,791.282984590803
"BI10",32,463,-6.69688608854332,673.903092348067,432.19476029966,1050.78871747868
"BI10",32.1,464.8,-7.25303101536639,464.271365031339,297.751492168667,723.918791533585
"BI10",32.2,466.4,-6.52124866185232,758.060650701092,486.167588400298,1182.01205479829
"BI10",32.3,468.1,-7.0536577499529,530.621683851354,340.3039903896,827.376050016048
"BI10",32.4,469.8,-6.95533041959503,566.755854265117,363.477944178993,883.718540527463
"BI10",32.5,471.4,-7.04284448536227,534.479937567424,342.778407051173,833.392062585289
"BI10",32.6,473,-7.48882863873711,396.424184939345,254.23901081961,618.127540294469
"BI10",32.7,474.7,-7.24624518317597,466.38698400041,299.108303620647,727.217587114768
"BI10",32.8,476.3,-6.43242054152077,804.546075636666,515.980119779931,1254.49482065014
"BI10",32.9,477.9,-6.58920154286327,724.321218737485,464.529453962674,1129.40357912269
"BI10",33,479.5,-7.64693192425454,356.578927459905,228.685022863563,555.998507975378
"BI10",33.1,481.1,-6.63607520779865,701.927140919071,450.167443749695,1094.48543647412
"BI10",33.2,482.9,-7.24395275258473,467.10387146237,299.56806557797,728.335399549943
"BI10",33.3,484.5,-6.1884694408125,947.403869346746,607.599212510814,1477.2469634121
"BI10",33.4,486.2,-6.39609597446757,824.366899430275,528.691823117828,1285.40059664367
"BI10",33.5,487.8,-6.60805570654094,715.228932397906,458.698291352308,1115.22635986046
"BI10",33.6,489.4,-4.92512846652249,2208.71003037112,1416.51361002312,3443.94855350694
"BI10",33.7,491.1,-5.65995723754039,1349.95785286881,865.769451513267,2104.9324405439
"BI10",33.8,492.7,-6.05925156363887,1033.08159291151,662.546969272209,1610.84063034043
"BI10",33.9,494.3,-5.94800834631494,1113.02232332367,713.81541604292,1735.48884539969
"BI10",34,496,-7.7979073532466,322.273986445304,206.684210095009,502.508257847105
"BI10",34.1,497.6,-6.96890122752329,561.626016637124,360.188021682449,875.719800703892
"BI10",34.2,499.2,-6.49312328304916,772.480990233441,495.415795239516,1204.49708306846
"BI10",34.3,500.9,-6.72708236243371,660.406013050897,423.538668618495,1029.74329001972
"BI10",34.4,502.5,-6.6850616264483,679.263219673926,435.632374655611,1059.14653833188
"BI10",34.5,504.2,-7.41414608345802,416.76483758609,267.284096373925,649.843863531509
"BI10",34.6,505.8,-6.49001513999836,774.091323928413,496.448551719199,1207.00800859657
"BI10",34.7,507.4,-6.86563671256839,601.859122763046,385.990748892999,938.45358908723
