Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Bird Island,BI10,BI10.2,71,74.7,75.8,75.2,1174.816667,22181.16667,53873,1.321666667,17.58333333,238.5,41.75,39.08333333,1999.833333,94.75,221.25,190.3333333,10,36.58333333,402.3333333,866.8333333,41187.16667,6174.333333,0.149898092,11.17186672,43.05915593,15.33934335,11.95033916,256.1572079,37.82044901,31.0779811,43.34918125,20.16297236,51.91681867,105.8148755,131.1583591,748.5769327,163.8199307,0.00220137,3558.613952,53.10499408,1973.319538,728.4065428,6626.492173,12.55357407,461.9149499,4.1315028,46.49996193,0.203261185,3694.801697,28.74082309,2.041238975,0.011991471,6.674238754,0.048794576,34.06414422,0.025144385,140.4650062,0.492872097,10.75975255,0.084324463,7.795499709,0.115748702,114.9998151,1.529219743,21.97235957,0.521915705,4.288871292,0.045808063,1.233894651,0.01690507
Bird Island,BI10,BI10.2,81,86.5,87.5,87,1349.672727,22325.90909,53674.81818,1.295454545,12.45454545,217.3636364,28.36363636,42.90909091,1678.181818,73.18181818,213.4545455,171.5454545,73.36363636,53.27272727,395.0909091,873.9090909,41158.81818,6136.545455,0.149104333,11.84367879,28.00811571,15.98294546,13.96033342,299.3849756,50.73030294,44.4147805,48.62584423,45.61419237,38.75845949,102.3654771,98.45451188,1029.405345,242.7893588,0.004918526,3474.148775,97.58287489,14359.67839,3663.807136,9905.624178,61.39912548,2197.326275,24.940646,125.5077224,1.234445563,6284.597012,38.94604963,2.439569014,0.01043611,6.367819135,0.01977015,39.61078518,0.154761353,67.51751759,0.138761249,5.520887153,0.016892471,50.21714125,0.70380336,209.897137,2.629036009,39.24997232,1.135258391,4.871746851,0.049115691,3.886857404,0.030253524
Bird Island,BI10,BI10.3,88,84.8,85.8,85.3,1324,21329.45455,51592.63636,1.240909091,3.636363636,223.5454545,23.45454545,21.45454545,1101.818182,54.36363636,215.9090909,128.9090909,36.45454545,48.45454545,379.7272727,907.8181818,40259.81818,6034.909091,0.149911105,5.005451573,26.12417898,17.85140687,15.15495718,119.6334553,34.65623386,16.93785432,34.92121002,39.97340025,67.97111686,88.63531002,62.34551817,896.363522,199.4965937,0.004174895,3858.056048,77.55997105,3095.570446,982.5430133,7180.738417,69.86799065,574.7925663,2.379383359,57.22472424,0.585720892,3753.765384,11.81590071,2.601276107,0.027240957,5.912256586,0.047824043,37.01157435,0.426171368,65.03458094,0.286572998,8.662126972,0.092756516,13.30255749,0.023181323,130.9618352,0.711514938,13.33706426,0.180364254,3.755055231,0.044804774,1.35530674,0.018758598
Bird Island,BI10,BI10.3,95,93,94,93.5,1444.545455,21085,51886,1.319090909,26.63636364,242,100.8181818,52.36363636,3160.363636,60.09090909,200.4545455,99.09090909,5.090909091,107.1818182,657.6363636,834.5454545,38250.63636,5976.090909,0.156443694,16.8598501,36.4280112,72.27975952,22.839758,725.0415537,38.72326057,23.19208329,68.64612814,10.01453489,83.24279931,307.6992924,85.4977937,2260.375291,279.3658728,0.006363537,3318.93706,140.159263,3134.001598,945.8757012,6732.62029,14.01324671,606.0238476,2.682720915,60.2997145,0.569052976,11390.75321,93.133272,5.745017677,0.069473871,7.120078834,0.066671523,25.20300712,0.083140624,71.97280393,0.774294779,7.32730259,0.127147154,10.28410137,0.050822268,119.867266,2.07053159,13.96054981,0.385854347,4.655602184,0.05117785,1.122462139,0.002027459
Bird Island,BI10,BI10.3,98,96.3,97.3,96.8,1492.281818,20358.09091,49648.18182,1.288181818,39.81818182,210.3636364,79.90909091,54.63636364,3007.090909,90.09090909,208.6363636,94.09090909,11.36363636,179,687.0909091,857.9090909,36182.81818,5897.909091,0.163261797,24.97926413,43.64693054,24.39038559,16.42116151,344.6869462,38.94985121,20.99177328,41.05960191,33.31147768,105.1655837,135.9481184,86.34865899,2511.390484,285.0955821,0.004797626,3046.497536,93.59658386,3044.618396,864.5444411,6605.365982,65.89419971,562.7226914,3.077677491,54.01867077,0.421691157,7073.372392,64.24483976,3.633220643,0.018650539,5.857915852,0.041156676,18.81424853,0.085012501,41.79884834,0.244174097,5.049060535,0.052888463,9.694363956,0.203712654,112.4064678,0.932757371,13.08141258,0.324463031,4.214972855,0.00900571,0.992804532,0.005060371
Bird Island,BI10,BI10.3,104,103.2,104.2,103.7,1595.6,23485.90909,56468.36364,1.455454545,19.63636364,254.2727273,62.90909091,50.54545455,1610.090909,64.36363636,216.0909091,103.3636364,24.72727273,59.54545455,547.2727273,914.3636364,43429,6444.272727,0.148378059,18.67764828,55.96086295,77.92747211,9.595453469,562.2788373,29.1454035,19.98726868,42.24753893,30.60748572,72.52911641,137.9138071,104.60332,552.6917767,162.0747302,0.002752184,3335.981766,60.0124919,1424.582603,617.0473108,7089.603048,60.94161611,441.0920959,6.868091078,47.40786167,0.811856875,1987.252608,27.50554815,1.389287804,0.01419095,4.568507031,0.022190259,19.39416739,0.073912797,45.72842227,0.254790732,4.628095976,0.048659815,6.266500548,0.095875453,127.1397723,0.326624311,11.39582517,0.228978244,4.732409551,0.019576414,0.984439937,0.012776705
Bird Island,BI10,BI10.3,114,114.9,115.9,115.4,1769.918182,23787.45455,60059.36364,1.378181818,8.545454545,203.5454545,30.63636364,33.09090909,7030.181818,135.0909091,225,134.1818182,1.545454545,32,219.7272727,866.5454545,42366.36364,6354.727273,0.149992787,9.201778484,31.02374457,21.72681628,13.0648731,810.6680971,51.37208297,29.92657682,45.84935808,5.125692858,44.28769581,87.07593342,82.28774348,428.9103106,141.9909088,0.002882752,4610.248256,169.7864944,1716.680373,574.2556523,5586.311354,64.02588147,354.6954517,1.783713254,38.81328375,0.081961578,15892.74003,5.384076861,1.543818014,0.018208205,5.784125479,0.017909738,42.10225675,0.101834918,35.80217711,0.124414396,5.434072792,0.066823231,6.037782671,0.042295483,94.40874214,1.478332239,8.138802933,0.19067742,3.83135941,0.031914034,0.865875823,0.005713133
Bird Island,BI10,BI10.3,120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,7.7,187.9,16.6,26.1,1472,49.9,229.7,169,41.3,48.3,143.2,945.1,44116.7,6464.9,0.146557429,9.393259995,22.80570104,12.68595023,19.3186726,564.7396647,38.44028558,31.25184439,40.04441978,30.39389559,63.36499209,55.86849639,54.88260198,1115.395301,212.4897122,0.003832888,4492.936701,91.25578968,683.2265993,330.288126,5350.125775,88.24884284,192.9637106,2.274240107,32.12024806,0.26750503,4238.013215,41.30378848,0.741821487,0.012050585,6.534750001,0.055133377,62.86286744,0.567434644,87.02811474,1.036590908,13.1076901,0.161700542,2.592646444,0.02182641,91.74775016,0.40610632,5.71655892,0.108668636,5.092746285,0.020391728,0.664291765,0.003592713
Bird Island,BI10,BI10.4,135,129.4,130.4,129.9,1986.590909,23205.09091,65119.72727,1.433636364,6.727272727,225.2727273,40.81818182,45.45454545,15614.18182,180.1818182,198.8181818,161.4545455,89.72727273,16,263.8181818,803.5454545,38979.18182,6136.454545,0.157428366,8.223027534,29.26120609,25.22228452,20.65121612,1662.979243,65.16259384,44.13120932,39.96839661,51.89815201,23.06078923,93.6843831,87.99814048,780.3019695,161.467869,0.002657515,2888.301683,68.23238158,1641.390095,595.6836327,5647.265231,93.13022455,401.5251511,5.219646629,37.52718028,0.316767608,3019.385269,15.63993365,1.001920559,0.002420104,9.469595678,0.030083547,77.32937965,0.189230748,126.1466188,1.544773235,11.39866575,0.123110885,6.954876946,0.093655521,100.7977844,1.025597866,10.71344504,0.348935486,3.961646879,0.031813072,0.860069661,0.003042513
Bird Island,BI10,BI10.4,145,141,142,141.5,2162.972727,23972.81818,57889.27273,1.315454545,8.181818182,202.5454545,24.36363636,30,2676.181818,63.81818182,233.4545455,166.3636364,198.0909091,23.18181818,395.0909091,963.8181818,43889.09091,6543,0.149073162,7.427222655,29.27580447,20.57315108,17.52712184,426.8826111,62.67985032,40.84939078,39.82278927,48.85172371,34.36515148,90.5179038,77.03092649,498.626003,178.5463525,0.003382222,3582.990472,78.58668299,5412.77206,1133.053064,5488.24581,18.21293292,523.0275133,1.869875762,51.81193098,0.049962394,36760.73258,176.9107347,3.769043144,0.04959872,7.155451754,0.030710634,40.6484082,0.139015902,36.99629166,0.295665893,7.711571305,0.048823252,9.787053209,0.059603308,91.25190224,0.699750267,9.674570314,0.181126451,4.402169903,0.038260027,0.858893791,0.005791892
Bird Island,BI10,BI10.4,155,152.7,153.8,153.2,2335.408333,23105.16667,59388.66667,1.445,3.333333333,163.6666667,21.91666667,37.08333333,7485.25,241.3333333,224.6666667,194.5,335.9166667,23.08333333,209.3333333,889.5833333,41299.08333,6409.916667,0.155222517,7.796658181,21.93516618,13.78707124,18.55928257,1804.052364,73.49252693,43.51036101,48.11066788,87.61014712,36.67909569,95.65594914,112.9388075,461.5002134,152.3157357,0.003991243,3079.887722,69.393988,5594.694254,1512.473246,6436.237221,74.4489504,1149.476822,20.0568356,82.80022216,1.100044802,6074.810846,90.83067827,1.250579343,0.003346293,6.317256008,0.021906999,67.58862806,0.371106986,145.146567,1.516565475,5.364596712,0.048444676,20.81297886,0.274237825,121.0153008,1.039947828,58.14267286,6.463462839,2.650531649,0.028355943,1.955638501,0.006912781
Bird Island,BI10,BI10.4,165,164.8,165.8,165.3,2517.272727,22003.36364,55622.63636,1.340909091,22.36363636,298.7272727,77,45.72727273,5640.909091,97.45454545,219.6363636,153.9090909,107.3636364,18.36363636,341.1818182,842,39460.90909,6059.454545,0.153574041,29.26524467,40.17235594,60.43839839,17.73747958,2883.757877,54.66692535,32.16915519,62.8258777,72.57585374,30.47711511,66.89666387,120.6673112,1155.963361,195.2973956,0.003237462,1967.834735,47.21852826,2804.420041,585.0799774,5642.915643,47.45052762,253.7523195,4.53576382,42.83579617,0.699855742,49049.46764,602.4649613,16.76515491,0.107585917,16.20702482,0.031666011,58.21751812,0.419583377,148.0981288,0.616201008,23.90463007,0.06260096,4.260143181,0.051289903,85.39705279,1.57965392,5.057282645,0.115798204,3.146538486,0.012418503,0.570044874,0.002471594
Bird Island,BI10,BI10.4,168,168.4,170,169.2,2576.011765,23517.94118,58045.35294,1.348823529,14.70588235,221.5294118,53.11764706,52.58823529,5513.470588,93.94117647,223.5882353,128.1176471,68.88235294,47.94117647,306.8235294,807.4705882,41957.52941,6396.058824,0.152447822,10.46879115,30.48179302,36.85085201,14.91668036,425.4353825,58.15654584,36.42982779,45.56435333,47.6233692,47.87022899,104.5204736,98.3311482,646.1320606,215.9295228,0.004793828,1694.735519,33.88377561,21023.43508,4080.69295,6500.001765,157.0216455,1574.554031,8.965107785,219.4284939,1.571294805,51904.82693,633.5042142,14.16367715,0.137185591,12.29132094,0.371333453,34.00992075,0.690963856,148.2023206,1.199008089,15.12156246,0.095879915,43.16608535,0.550658986,121.2110164,1.417347214,16.90685979,0.392208159,2.340809011,0.027559605,2.295847112,0.022916539
Bird Island,BI10,BI10.5,181,174.6,175.6,175.1,2667,23704.54545,59517.81818,1.359090909,25.63636364,234.4545455,59.27272727,34.18181818,6844.727273,139.0909091,239.5454545,158.7272727,107.4545455,30.63636364,331.3636364,889,41661.81818,6516.909091,0.156416456,26.5603943,45.61000688,39.01817758,14.71610126,887.9271469,45.50923982,26.90488296,33.82038116,47.13462344,32.15671851,116.1871531,109.0128433,698.4810403,165.7784392,0.00248921,2752.727597,75.0445044,1243.638909,437.7130837,6176.904031,61.73924486,227.5458294,2.628673775,41.17278862,0.168930879,34127.39087,180.3909133,6.771422937,0.061270999,8.534630865,0.135962996,31.39605337,0.356175262,72.11422012,0.027502016,12.77033613,0.179389774,2.564526013,0.044583218,95.32051892,1.284724348,5.156965844,0.162421667,1.427389453,0.026999745,0.435568334,0.001231962
Bird Island,BI10,BI10.5,191,186.6,187.6,187.1,2847.454545,21510,58730.81818,1.32,8,223.3636364,42.27272727,35.81818182,11848.63636,215.5454545,186.6363636,161.3636364,20.18181818,17.36363636,409.8181818,739,36929.18182,5825.272727,0.157757844,8.933084574,49.10656316,18.40158096,22.27024105,2059.334615,65.5932369,43.17006539,60.12366045,25.11102619,49.01892028,79.49190925,90.36481616,652.108552,199.2370904,0.005194461,1749.918156,38.72164841,11337.75217,2616.583382,6093.055388,99.46457719,915.5577505,17.12303214,122.3868181,1.392426748,29114.97389,241.7735926,5.562421054,0.040340228,5.623618255,0.058556283,28.97367916,0.196486418,93.7163573,0.254401542,5.880620616,0.031702243,24.03856275,0.33159449,119.1548845,2.957478603,15.8979202,0.224859279,2.455216785,0.026686848,1.603626604,0.009780705
Bird Island,BI10,BI10.5,194,190.3,191.3,190.8,2903.109091,21500.09091,61427.81818,1.414545455,5.090909091,184,32.72727273,27.63636364,16426.63636,237.9090909,179.2727273,142.3636364,7.727272727,12.81818182,203.9090909,700.2727273,35551.54545,5773.636364,0.162441652,5.243177385,38.34318714,18.34715732,14.69879401,2073.301728,46.17023835,38.69390368,43.96196703,12.13334998,24.40007452,73.97358251,90.34610219,762.2013335,147.2387671,0.004380893,2718.898178,69.33850126,21256.47654,4637.824269,9697.311696,71.12002695,2196.956371,20.5861252,243.6402038,1.438405031,24845.10488,215.0112593,3.933228837,0.026102701,4.972003175,0.041494084,26.9304948,0.044764677,75.23867924,0.271229161,6.036863844,0.03305887,58.90663431,0.829134942,121.5336821,2.37450858,34.80855314,1.065068086,3.035214228,0.002861817,3.482291497,0.029947165
Bird Island,BI10,BI10.5,197,194,195,194.5,2954.418182,21368,63253.63636,1.329090909,6.181818182,212.7272727,37.18181818,26.45454545,18888.27273,197.8181818,195.9090909,143.0909091,35.54545455,37.36363636,252.1818182,641.3636364,34873.36364,5607.636364,0.160814896,7.846249828,48.77928025,14.71610126,19.45951508,2894.783311,78.00104894,24.1679728,52.63545297,28.10111612,41.80735038,92.71549836,114.0774059,692.400646,152.3169542,0.003733565,3664.07192,100.1547698,4642.258304,1389.963814,7288.66125,112.260405,660.9863166,4.425975943,67.78989286,0.637151851,27055.53366,347.4235335,5.752426608,0.069152067,6.761396788,0.051811841,46.72905914,0.124522427,130.7729603,0.867339372,9.314588371,0.068044927,12.67353344,0.313961187,118.8967341,1.10170535,12.27077458,0.312493156,4.000698932,0.018011777,1.094034563,0.005286327
Bird Island,BI10,BI10.5,202,199.9,200.8,200.3,3041.911111,20677.77778,62829.77778,1.47,9,262.6666667,50.33333333,46,21612.11111,199.7777778,188.8888889,138.1111111,22.11111111,56.77777778,303.3333333,617.1111111,31754.11111,5380.777778,0.169655698,5.722761571,48.16378307,17.7270979,13.97318861,5465.668885,49.56757453,15.68792883,38.84727933,13.60555442,53.25828052,45.45327271,105.3831633,1836.138301,193.7335656,0.004830661,3848.06892,41.19289408,2367.746797,501.3815099,5866.599826,19.40433341,234.8825033,3.049548028,42.2400533,0.50833131,70333.76898,854.1412459,6.816523388,0.051952222,10.88241106,0.042866217,68.09335946,0.816242088,90.27805952,0.945061034,12.34294185,0.16755276,2.553601126,0.066508029,85.79649547,1.323999276,5.275218799,0.119640341,3.910548282,0.038689543,0.525755101,0.007880519
Bird Island,BI10,BI10.6,218,209.5,210.5,210,3183,22777.27273,67689.90909,1.406363636,16.54545455,277.6363636,47.45454545,41.72727273,21337.36364,173.4545455,196.5454545,131.7272727,572.5454545,56.18181818,347.3636364,701.8181818,35983.63636,5795.545455,0.161179198,7.659812483,68.29241938,15.02906275,18.6445215,2347.554739,70.78893082,26.83417089,24.2160728,90.15915221,56.85387969,113.0303258,67.41931204,1415.962943,168.6542995,0.004940452,3024.167109,28.86847469,21467.56946,3376.49462,6764.508083,155.9717551,1293.229498,27.32451171,160.5283798,4.267333565,107255.388,1659.164889,11.84941346,0.182590959,9.702568502,0.102763012,34.46389212,0.171217055,255.5835815,0.192255063,14.42470471,0.069185362,25.70637949,0.437908223,111.2286921,1.368956728,16.62081972,0.226326755,2.773325809,0.03176745,1.704581666,0.021768116
Bird Island,BI10,BI10.6,228,221.4,222.4,221.9,3362.6,22133.63636,59188.27273,1.385454545,11.72727273,240.2727273,38.09090909,37.63636364,10933.36364,127.2727273,195.4545455,147.3636364,641.9090909,39.45454545,360.2727273,762.2727273,37510.09091,5808.454545,0.15488026,9.819276033,23.62240847,9.904085475,14.80724638,1181.277637,50.92365052,25.06935833,35.59851887,173.5398828,29.21425555,72.5190884,57.94840966,931.7696555,111.8931308,0.002108052,3706.069884,86.41481399,3810.216932,970.2818044,8457.047616,112.1937561,430.4165299,8.811078548,73.63658302,0.458479319,46161.88967,524.1315649,10.70451145,0.097700279,8.361148745,0.023794572,60.20244341,0.548086843,399.0691035,1.143493468,17.48268627,0.198162364,6.149324503,0.106149158,136.1592518,2.420949669,8.204676276,0.204151273,3.749120605,0.024650014,0.747638528,0.004995818
