"Location","Site","Section","sample","min_depth","max_depth","midpoint","coh_inc","coh_inc_sd","dry_mass_pc","dry_mass_err","fit","lwr","upr"
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,0.15642402,0.015642402,14.38022471,1.438022471,18.240828942155,2.50230400813384,33.9793538761762
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,0.157741722,0.015774172,20.19056256,2.019056256,18.7678106091359,3.0309308654978,34.5046903527739
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,0.162401839,0.016240184,35.50400774,3.550400774,20.6315068204081,4.89778476120683,36.3652288796093
"Bird Island","BI10","BI10.5",197,194,195,194.5,0.160799985,0.016079999,15.3832195,1.53832195,19.9908857306777,4.25654625073997,35.7252252106153
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,0.169451375,0.016945137,16.86311015,1.686311015,23.4507908715224,7.71395892991792,39.1876228131269
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,0.161060583,0.016106058,20.94043551,2.094043551,20.0951053254357,4.36089968545743,35.829310965414
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,0.154850452,0.015485045,15.01857475,1.501857475,17.6115201244195,1.8705962469782,33.3524440018608
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,0.162782022,0.016278202,18.8198384,1.88198384,20.783551418578,5.04990390029371,36.5171989368624
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,0.151617152,0.015161715,16.82536639,1.682536639,16.3184433712165,0.571107567518963,32.065779174914
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,0.1498613,0.01498613,15.55226095,1.555226095,15.6162346670241,-0.135418163268195,31.3678874973164
"Bird Island","BI10","BI10.7",271,265,266,265.5,0.163304559,0.016330456,14.32041997,1.432041997,20.9925269072084,5.25893676940249,36.7261170450142
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,0.155619324,0.015561932,15.13754881,1.513754881,17.9190110808383,2.17931841712205,33.6587037445545
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,0.189593168,0.018959317,18.81474965,1.881474965,31.5059927693135,15.7080741345239,47.3039114041032
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,0.171396927,0.017139693,19.36337954,1.936337954,24.228865304253,8.489503543752,39.9682270647539
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,0.172022702,0.01720227,20.68841246,2.068841246,24.4791282261085,8.73879916820133,40.2194572840158
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,0.163010724,0.016301072,14.84252301,1.484252301,20.8750150129278,5.14139902974525,36.6086309961103
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,0.156748109,0.015674811,17.69781147,1.769781147,18.3704401603744,2.63235060554554,34.1085297152033
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,0.188468209,0.018846821,45.84025227,4.584025227,31.0560938019407,15.2636171288806,46.8485704750009
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,0.162254359,0.016225436,20.07250761,2.007250761,20.5725259155856,4.83876750502833,36.3062843261429
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,0.159585706,0.015958571,24.48454632,2.448454632,19.5052654830042,3.77013127208765,35.2403996939207
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,0.1814446,0.01814446,24.57346976,2.457346976,28.2471786002929,12.4832619417522,44.0110952588337
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,0.166735792,0.016673579,22.17332138,2.217332138,22.3647619695667,6.63025237725301,38.0992715618804
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,0.169632536,0.016963254,22.99890718,2.299890718,23.5232416424645,7.78620465340027,39.2602786315287
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,0.166833776,0.016683378,27.86780897,2.786780897,22.4039481980595,6.66937931006633,38.1385170860527
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,0.164886487,0.016488649,21.30941668,2.130941668,21.6251790960065,5.8914445737311,37.3589136182819
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,0.167220883,0.016722088,27.91782393,2.791782393,22.5587618753249,6.82394078777778,38.293582962872
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,0.145374282,0.014537428,19.69837052,1.969837052,13.8217650332123,-1.94358582385075,29.5871158902754
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,0.168165012,0.016816501,22.2896321,2.22896321,22.9363424468539,7.20078619862955,38.6718986950783
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,0.170176127,0.017017613,18.54037683,1.854037683,23.7406371471657,8.00294727528993,39.4783270190415
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,0.159013679,0.015901368,28.24074713,2.824074713,19.2764977175928,3.54089151282738,35.0121039223583
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,0.165325573,0.016532557,17.98134036,1.798134036,21.8007804628011,6.06692107446901,37.5346398511332
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,0.160142279,0.016014228,22.4464389,2.24464389,19.7278528110469,3.99311784031795,35.4625877817758
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,0.156254834,0.015625483,24.93876512,2.493876512,18.1731672703128,2.4344070860434,33.9119274545822
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,0.15879469,0.015879469,21.28612473,2.128612473,19.1889185925172,3.45311514883405,34.9247220362003
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,0.16313969,0.016313969,19.76825892,1.976825892,20.9265917105907,5.19298910274371,36.6601943184378
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,0.148747376,0.014874738,56.8446065,5.68446065,15.170748869469,-0.58394713937791,30.9254448783159
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,0.225475369,0.022547537,31.84980956,3.184980956,45.8561736887641,29.7611347480529,61.9512126294753
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,0.162094816,0.016209482,38.5145956,3.85145956,20.5087207182837,4.77491830280317,36.2425231337642
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,0.162029869,0.016202987,64.63475063,6.463475063,20.4827468043598,4.74892508222091,36.2165685264986
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,0.167961389,0.016796139,29.55260302,2.955260302,22.8549085657673,7.11952527471857,38.590291856816
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,0.155618051,0.015561805,26.05373802,2.605373802,17.9185019766083,2.17880736765763,33.6581965855589
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,0.165959559,0.016595956,25.38306341,2.538306341,22.0543271669288,6.32022248679958,37.7884318470581
"Bird Island","BI10","BI10.13",519,491,492,491.5,0.165686793,0.016568679,38.12452987,3.812452987,21.9452412875906,6.21125155551294,37.6792310196683
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,0.16404498,0.016404498,23.11355335,2.311355335,21.2886396040455,5.55504142155099,37.0222377865399
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,0.180591096,0.01805911,27.05462698,2.705462698,27.9058412108871,12.1447573778276,43.6669250439467
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,0.167720459,0.016772046,18.2523685,1.82523685,22.7585546913513,7.02336581542932,38.4937435672733
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,0.168682754,0.016868275,20.52199678,2.052199678,23.1434002962205,7.40736860613581,38.8794319863052
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,0.180726868,0.018072687,28.41964251,2.841964251,27.9601397965228,12.1986145895824,43.7216650034632
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,0.185893422,0.018589342,70.38997719,7.038997719,30.0263727076564,14.2454510495606,45.8072943657523
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,0.176633816,0.017663382,24.25268384,2.425268384,26.3232269239619,10.5734668783433,42.0729869695805
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,0.17668767,0.017668767,28.08949975,2.808949975,26.3447644724316,10.594870333928,42.0946586109351
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,0.18277467,0.018277467,32.86456422,3.286456422,28.7791065368076,13.0104994244946,44.5477136491206
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,0.186167227,0.018616723,31.47956371,3.147956371,30.1358741088288,14.3537832925849,45.9179649250727
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,0.207063305,0.02070633,40.47366511,4.047366511,38.4927332604441,22.5798222292455,54.4056442916428
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,0.199516734,0.019951673,36.81900645,3.681900645,35.4746726021395,19.6184312895868,51.3309139146923
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,0.180364658,0.018036466,41.3738341,4.13738341,27.8152830462127,12.0549275321656,43.5756385602598
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,0.177888124,0.017788812,26.73751232,2.673751232,26.8248557601839,11.0718291696252,42.5778823507425
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,0.178780749,0.017878075,24.29736534,2.429736534,27.1818386064487,11.4263049402172,42.9373722726801
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,0.183125014,0.018312501,31.01118031,3.101118031,28.9192177798176,13.1493192980653,44.6891162615698
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,0.180124648,0.018012465,19.89352741,1.989352741,27.7192971025835,11.9597029180401,43.4788912871269
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,0.178282247,0.017828225,30.85010838,3.085010838,26.9824753096234,11.2283604628255,42.7365901564212
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,0.182003092,0.018200309,27.0545809,2.70545809,28.4705333839659,12.7046881398615,44.2363786280704
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,0.214210487,0.021421049,43.90873382,4.390873382,41.3510683654797,25.3747869538243,57.327349777135
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,0.199955731,0.019995573,51.53906898,5.153906898,35.6502383756297,19.7909907138058,51.5094860374537
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,0.177964235,0.017796424,22.75250175,2.275250175,26.8552944342206,11.1020599892212,42.6085288792201
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,0.170369341,0.017036934,29.03795177,2.903795177,23.8179082113396,8.0799726863539,39.5558437363253
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,0.168454505,0.01684545,23.17770367,2.317770367,23.0521178677908,7.31630208948131,38.7879336461002
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,0.192783803,0.01927838,36.17742954,3.617742954,32.782006732279,16.9673546722634,48.5966587922945
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,0.168100291,0.016810029,23.1665181,2.31665181,22.9104589159276,7.17495850033565,38.6459593315196
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,0.157570152,0.015757015,24.02293655,2.402293655,18.6991955166461,2.96212033808868,34.4362706952036
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,0.163585974,0.016358597,15.44962422,1.544962422,21.1050717358672,5.37149088288224,36.8386525888522
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,0.155898865,0.015589887,19.87159939,1.987159939,18.0308064504814,2.29153345316209,33.7700794478007
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,0.16113297,0.016113297,15.94569099,1.594569099,20.1240546796355,4.38988391389179,35.8582254453791
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,0.175088686,0.017508869,30.56266025,3.056266025,25.705291166786,9.95914299394651,41.4514393396256
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,0.173185547,0.017318555,20.28888154,2.028888154,24.9441787432515,9.20185373918093,40.6865037473221
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,0.161036256,0.016103626,14.63439001,1.463439001,20.0853763555983,4.35115877070203,35.8195939404946
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,0.15900562,0.015900562,16.88910103,1.688910103,19.2732747238855,3.53766142290389,35.008888024867
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,0.163280738,0.016328074,15.18690869,1.518690869,20.9830002993037,5.24940868081199,36.7165919177955
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,0.158272692,0.015827269,15.71765814,1.571765814,18.9801586633369,3.24384812461802,34.7164692020558
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,0.158830886,0.015883089,13.81573274,1.381573274,19.203394269429,3.46762405868473,34.9391644801732
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,0.180146905,0.01801469,29.24416515,2.924416515,27.7281982281506,11.96853390353,43.4878625527712
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,0.161860683,0.016186068,14.65698229,1.465698229,20.4150851325176,4.68120933203372,36.1489609330014
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,0.161030177,0.016103018,18.91065944,1.891065944,20.0829452129321,4.34872462549731,35.8171658003669
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,0.167349679,0.016734968,14.13675428,1.413675428,22.6102705857773,6.87535924029637,38.3451819312581
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,0.162329925,0.016232993,11.64068541,1.164068541,20.6027466306237,4.86900736505429,36.3364858961931
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,0.162160017,0.016216002,11.56613441,1.156613441,20.5347962130988,4.80101236899405,36.2685800572035
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,0.172410171,0.017241017,26.82647453,2.682647453,24.6340866761401,8.89312121855273,40.3750521337274
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,0.168511905,0.01685119,22.08725825,2.208725825,23.0750735494887,7.33920441036712,38.8109426886103
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,0.168521954,0.016852195,24.52573101,2.452573101,23.0790923934849,7.34321384776691,38.8149709392029
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,0.156643468,0.015664347,13.39469893,1.339469893,18.3285916326993,2.59036369597968,34.066819569419
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,0.154702375,0.015470237,19.45800873,1.945800873,17.5523004645104,1.81112651122944,33.2934744177914
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,0.153992709,0.015399271,12.02392678,1.202392678,17.2684874539211,1.52605692531375,33.0109179825284
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,0.162439001,0.0162439,16.01472408,1.601472408,20.646368824646,4.91265526963817,36.3800823796538
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,0.1565552,0.01565552,19.26502214,1.926502214,18.2932910732549,2.554944781454,34.0316373650558
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,0.155231517,0.015523152,15.9896661,1.59896661,17.7639174562351,2.02361788998218,33.504217022488
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,0.173444583,0.017344458,17.20808815,1.720808815,25.0477736555216,9.30496889531133,40.7905784157318
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,0.166962098,0.01669621,22.12531638,2.212531638,22.4552673441717,6.72061802698133,38.1899166613621
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,0.155959096,0.01559591,14.11915932,1.411915932,18.0548943191982,2.31570979157955,33.7940788468169
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,0.163293161,0.016329316,17.41073532,1.741073532,20.9879685646998,5.25437773193709,36.7215593974625
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,0.159593256,0.015959326,14.61761184,1.461761184,19.5082849150045,3.77315651580676,35.2434133142022
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,0.164452938,0.016445294,19.48993262,1.948993262,21.4517921126538,5.71814473319441,37.1854394921131
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,0.17106544,0.017106544,21.20303339,2.120303339,24.096295442598,8.35741579524907,39.835175089947
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,0.160132747,0.016013275,15.90856062,1.590856062,19.7240407281559,3.9892994180631,35.4587820382486
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,0.154829905,0.01548299,16.0403886,1.60403886,17.6033028702061,1.86234454254174,33.3442611978705
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,0.156610527,0.015661053,12.8914014,1.28914014,18.3154177109082,2.57714577888818,34.0536896429282
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,0.157900073,0.015790007,12.83985868,1.283985868,18.831139096114,3.09443474092259,34.5678434513054
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,0.179286469,0.017928647,27.24284566,2.724284566,27.3840885602512,11.6270672076652,43.1411099128373
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,0.174984033,0.017498403,20.22918999,2.022918999,25.6634378400137,9.91751784804517,41.4093578319823
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,0.19394242,0.019394242,35.44641495,3.544641495,33.2453663675017,17.4241634380224,49.0665692969811
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,0.181261607,0.018126161,35.28699525,3.528699525,28.1739951671754,12.4106975311882,43.9372928031626
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,0.161032667,0.016103267,26.51036789,2.651036789,20.083941025605,4.34972166888437,35.8181603823257
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,0.15816628,0.015816628,38.83837476,3.883837476,18.9376018688972,3.20118156986645,34.674022167928
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,0.162423892,0.016242389,15.22168904,1.522168904,20.6403263613224,4.9066093805908,36.374043342054
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,0.177182082,0.017718208,22.64753764,2.264753764,26.5424920769547,10.7913410667296,42.2936430871797
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,0.167895541,0.016789554,18.64517078,1.864517078,22.8285743196272,7.09324526493485,38.5639033743195
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,0.16962702,0.016962702,32.61245875,3.261245875,23.5210356574428,7.78400500419018,39.2580663106954
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,0.153198607,0.015319861,25.94707768,2.594707768,16.9509063955992,1.20695587658457,32.6948569146138
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,0.202704477,0.020270448,32.36277494,3.236277494,36.7495299826751,20.870641631919,52.6284183334312
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,0.198639798,0.01986398,58.59664427,5.859664427,35.1239641755639,19.2736205707121,50.9743077804158
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,0.159584119,0.015958412,17.48773645,1.748773645,19.5046308023969,3.76949536847972,35.2397662363142
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,0.182576586,0.018257659,28.19880436,2.819880436,28.6998878390123,12.9320005543899,44.4677751236347
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,0.158748365,0.015874837,19.1429554,1.91429554,19.1703920776277,3.43454573606635,34.906238419189
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,0.157734771,0.015773477,19.77031081,1.977031081,18.7650307320717,3.02814317983392,34.5019182843095
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,0.150109265,0.015010927,15.96344101,1.596344101,15.7154020121848,-0.0356055433847224,31.4664095677543
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,0.160567491,0.016056749,31.65256708,3.165256708,19.8979056216067,4.16343578312796,35.6323754600854
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,0.154230509,0.015423051,18.16693615,1.816693615,17.3635895638124,1.62159080234144,33.1055883252833
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,0.20168261,0.020168261,42.20795768,4.220795768,36.3408600595114,20.4694375918633,52.2122825271595
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,0.194605958,0.019460596,30.87167578,3.087167578,33.510731648381,17.685663408226,49.335799888536
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,0.189548138,0.018954814,45.92488524,4.592488524,31.487984156999,15.6902879454181,47.2856803685798
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,0.202455579,0.020245558,37.28461474,3.728461474,36.6499895077057,20.7729375291658,52.5270414862456
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,0.196079407,0.019607941,54.6526961,5.46526961,34.1000003982434,18.2660532832169,49.93394751327
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,0.217609873,0.021760987,54.98885363,5.498885363,42.7105670237433,26.7008661062884,58.7202679411983
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,0.194027849,0.019402785,40.20040958,4.020040958,33.2795315405291,17.4578356008879,49.1012274801704
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,0.229738834,0.022973883,52.07309242,5.207309242,47.5612389408579,31.415315785125,63.7071620965907
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,0.16302983,0.016302983,21.37694093,2.137694093,20.8826559755501,5.14904217444958,36.6162697766506
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,0.174726393,0.017472639,27.74511597,2.774511597,25.5604012227202,9.81503407979875,41.3057683656416
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,0.150524181,0.015052418,17.98223463,1.798223463,15.8813371973306,0.131383176124341,31.6312912185369
"Kerguelen","KER1","CAT1-S1-1B",57,76.5,77.9,77.2,0.14859178,0.014859178,13.12565828,1.312565828,15.1085221752274,-0.646617715011633,30.8636620654664
"Kerguelen","KER1","CAT1-S1-1C",69,86.1,87.5,86.8,0.145893343,0.014589334,12.56793451,1.256793451,14.0293503833482,-1.73422006451631,29.7929208312127
"Kerguelen","KER1","CAT1-S1-1C",73,92.4,93.7,93.1,0.149220509,0.014922051,13.46785804,1.346785804,15.3599664748484,-0.393408100118311,31.1133410498151
"Kerguelen","KER1","CAT1-S1-1C",80,103.1,104.5,103.8,0.149304721,0.014930472,12.25687847,1.225687847,15.3936449394328,-0.359498903649929,31.1467887825155
"Kerguelen","KER1","CAT1-S1-1C",86,112.2,113.6,112.9,0.146410497,0.01464105,13.92959389,1.392959389,14.236173076951,-1.52567441509772,29.9980205689997
"Kerguelen","KER1","CAT1-S1-1C",93,122.9,124.1,123.5,0.144300033,0.014430003,12.11978687,1.211978687,13.3921462508378,-2.37705188107136,29.1613443827469
"Kerguelen","KER1","CAT1-S1-1D",105,130.3,131.4,130.8,0.144594266,0.014459427,13.01429456,1.301429456,13.5098173151761,-2.25830527364384,29.2779399039961
