"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"BI10","Ti","WLS_weighted",0.179275697766426,0.0145341440045349,0.426388028409262,4790,0.72919658362992,0.640471967780676,NA,NA,2183.23509730289,418.899208076447,7,0.368115892371195,"Unstable","Low confidence",FALSE,7
"BI10","Ti","WLS",0.163234731385649,0,0.408086828464122,4790,0.728935134347202,0.640781067535794,NA,NA,2183.23509730289,418.899208076447,8,0.356849184064274,"Unstable","Low confidence",FALSE,8
"BI10","Zr","OLS",0.307748880117063,0.512914800195104,0,5017,0.608456680906178,0.822327315016661,0.829368800202076,170.770192118497,171.307378492073,93.6991109242749,1,0.881763066311927,"Preferred 1","High confidence",FALSE,5
"BI10","Zr","WLS_weighted",0.227577252184303,0.371782520438163,0.0112693498035139,5017,0.608229412035276,0.822565937768544,NA,NA,171.307378492073,93.6991109242749,2,0.770728996347623,"Acceptable 2","High confidence",FALSE,6
"BI10","Zr","PLS_LOO",0.949263213067037,0.915438688445061,1,4709,0.72037835645274,0.69492862207945,0.711474071275561,83.4172964678884,88.5046640572072,34.869427206997,3,0.707580950331449,"Acceptable 3","Moderate confidence",FALSE,1
"BI10","Zr","PLS_kfold",0.949263213067037,0.915438688445061,1,4709,0.72037835645274,0.69492862207945,0.711474071275561,83.4172964678884,88.5046640572072,34.869427206997,4,0.707580950331449,"Acceptable 4","Moderate confidence",FALSE,2
"BI10","Zr","RF",0.760685265693124,1,0.401713164232809,4709,0.743282442571523,0.665859489258049,0.675449546082181,47.6388182667659,50.1368341822247,10.9507705044429,5,0.673071184668673,"Unstable","Moderate confidence",FALSE,4
"BI10","Zr","WLS",0.149056589327184,0.242684617573992,0.00861454695697359,5017,0.608323185716187,0.822467487738816,NA,NA,171.307378492073,93.6991109242749,6,0.66967817197047,"Unstable","Moderate confidence",FALSE,7
"BI10","Zr","Bayes",0.946159335350354,0.95644119055362,0.930736552545456,4709,0.7219222288162,0.693007515213175,0.70718613446717,90.4654001007253,94.2746470081931,37.7204097634764,7,0.65530289914129,"Unstable","Moderate confidence",FALSE,3
"BI10","Zr","OLS_weighted",0.0377430528517756,0,0.094357632129439,5017,0.401191970178938,1.01694769214115,NA,NA,171.307378492073,93.6991109242749,8,0.243417629025981,"Unstable","Low confidence",FALSE,8
