Location,Site,Section,sample,min_depth,max_depth,depth,depth_err,SH20_mean_95CI,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,accrate,accrate_err,kcps,cps,MSE, K, Ca, Ti, Mn, Fe, Zn, Rb, Sr, Zr,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd, K_sd, Ca_sd, Ti_sd, Mn_sd, Fe_sd, Zn_sd, Rb_sd, Sr_sd, Zr_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content_pc,Dry_mass,Dry_mass_err,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Ln_C_org,Ln_C_org_err,Volume_cm3,Volume_err_cm3,Wet_density_g_cm3,Dry_density_g_cm3,Dry_density_err_g_cm3,DMAR_g_cm2_yr,DMAR_err_g_cm2_yr,DMAR_err_pc, P_ICP,P_ICP_sd,K_ICP,K_ICP_sd, Ca_ICP, Ca_ICP_sd, Ti_ICP, Ti_ICP_sd, Mn_ICP, Mn_ICP_sd, Fe_ICP, Fe_ICP_sd, Co_ICP, Co_ICP_sd, Ni_ICP, Ni_ICP_sd, Cu_ICP, Cu_ICP_sd, Zn_ICP, Zn_ICP_sd, As_ICP, As_ICP_sd, Rb_ICP, Rb_ICP_sd, Sr_ICP, Sr_ICP_sd, Zr_ICP, Zr_ICP_sd, Pb_ICP, Pb_ICP_sd, Th_ICP, Th_ICP_sd
Kerguelen,KER3,CAT2.3D,124,140.5,141.6,141,0.5,670,6219.3,7560,6823,6841,0.01587,0.00162,22309.83333,53542.5,1.288333333,9.916666667,253.4166667,63.5,32.58333333,1618.416667,0.181818182,14.25,249.3333333,951.6666667,41712.33333,6153.25,6.781540005,1.914011332,0.147516231,-1.914011332,47865.58333,243.903421,485.3397123,0.088300451,12.2582687,43.80215506,16.82800696,14.8902551,369.9580955,0.603022689,28.28467301,80.82341395,94.62493745,505.3222794,148.1007796,0.138622137,0.020551231,0.00304777,0.020551232,594.7935407,87.12,12.88,0.64,94.44,4.72,54.59,4.72,3.999850716,0.345837981,4.8707,6.271,1.1127,0.1433,0.1916,0.0023,0.0033,143.9,866.5763325,23.6166159,1172.723456,211.0902221,10474.5502,1361.691526,551.7275601,77.24185841,34.43938134,4.132725761,1493.608743,268.8495737,0.586260213,0.041038215,5.475324783,2.956675383,2.881552952,0.403417413,8.062815032,0.725653353,1.925793289,0.031825084,1.526329795,0.244212767,123.0309909,2.460619818,21.99268344,1.099634172,0.433184163,0.009594177,0.545386709,0.016009576
Kerguelen,KER3,CAT2.3D,130,148.3,149.4,148.9,0.5,663,6629.2,7955,7363,7346,0.01603,0.00151,22427.91667,53799.08333,1.340833333,26.08333333,270.75,140.3333333,59.16666667,1086.583333,0.181818182,34.41666667,304,979.25,41857.08333,6174.25,6.782001741,1.91406435,0.14751002,-1.914064349,48031.33333,276.6420261,1007.023649,0.094720482,11.55585907,35.23460334,34.67074568,17.61111908,251.7352355,0.603022689,45.59198162,93.58224385,103.820759,642.1406612,156.3051357,0.145431429,0.021229386,0.00310004,0.021229388,741.92334,83.47,16.53,0.83,91.09,4.55,52.65,4.56,3.963666239,0.343291891,4.3715,5.8796,1.2352,0.2042,0.2849,0.0033,0.0049,148.9,1222.908775,19.94135392,1668.833707,300.3900673,10175.81245,1322.855619,1250.404357,175.05661,58.05521047,6.966625256,1219.508653,219.5115575,0.698079854,0.04886559,6.019128737,3.250329518,4.230290494,0.592240669,9.555585218,0.86000267,2.41632612,0.015705592,4.097635166,0.655621627,124.2977188,2.485954376,62.50131563,3.125065782,1.15354469,0.027824257,1.832005149,0.060620882
Kerguelen,KER3,CAT2.3D,133,152.3,153.4,152.8,0.5,508,7045.9,8061,7619,7606,0.01447,0.00102,23022.91667,55877.75,1.296666667,39.16666667,317,183.8333333,61.5,1700.666667,0.181818182,74.08333333,469.3333333,1106.333333,42330.41667,6283,6.74075134,1.907952372,0.14841622,-1.907952372,48613.41667,182.8036494,627.7023216,0.097172137,11.36048441,22.86720558,30.82452782,17.76359914,167.0478066,0.603022689,65.44457521,55.6079349,79.049275,346.1178092,166.2643022,0.147804633,0.021827685,0.003225335,0.021827685,476.3027033,79.14,20.86,1.04,89.21,4.46,51.57,4.46,3.942940108,0.341002771,4.6678,6.4252,1.2418,0.259,0.3695,0.0037,0.0056,149.7,1280.920557,17.13674656,2102.277758,378.4099964,10563.03941,1373.195123,1550.668939,217.0936515,68.57980204,8.229576245,1754.957543,315.8923577,0.730675186,0.051147263,7.25278997,3.916506584,5.949248492,0.832894789,12.17608051,1.095847246,2.480050488,0.013278382,5.543690999,0.88699056,132.9506239,2.659012478,86.08478295,4.304239148,1.636861203,0.019801071,2.706906863,0.066522486
Kerguelen,KER3,CAT2.3D,134,153.6,154.8,154.2,0.6,419,7239.8,8077,7713,7700,0.015,0.00087,23100,55776.53846,1.303076923,45.61538462,324.6923077,197.5384615,69.46153846,2018.538462,2.076923077,58.38461538,455.1538462,1080.076923,42036.69231,6231.615385,6.752189632,1.909383891,0.148242751,-1.909383891,48268.30769,116.3543439,547.3803698,0.087596101,17.02712768,42.06816812,24.79117916,21.20383371,392.1852486,7.488452649,49.80719235,83.59609855,92.74468676,230.4355964,202.8347186,0.219178382,0.032294825,0.004764269,0.032294824,329.4165005,78.73,21.27,1.06,89.27,4.46,51.6,4.46,3.943521672,0.34085478,5.3135,7.3724,1.0024,0.2133,0.3066,0.0032,0.0048,149.6,2072.082392,16.90890785,3216.421278,578.95583,14186.97308,1844.3065,2482.480732,347.5473025,99.68880033,11.96265604,2776.371193,499.7468147,1.156587985,0.080961159,12.74073522,6.879997019,10.45175639,1.463245895,20.20440283,1.818396255,4.08125205,0.030846893,9.271372537,1.483419606,206.9438485,4.13887697,142.986496,7.1493248,2.544187882,0.056814887,4.259263486,0.162287113
Kerguelen,KER3,CAT2.3D,136,156.4,157.6,157,0.6,242,7631.4,8115,7893,7889,0.01473,0.0005,23238.07692,56094.07692,1.312307692,37.30769231,313.4615385,202.9230769,58.61538462,1843.846154,0.181818182,55.61538462,436.3846154,1082,42602.23077,6322.384615,6.7401748,1.907892736,0.1484212,-1.907892735,48924.61538,224.4350171,735.1949244,0.087383622,9.012811394,32.3022584,25.2700796,23.91491327,216.3977226,0.603022689,80.56212764,57.1395054,85.00784278,559.8700971,118.3170447,0.138405825,0.020416528,0.003012581,0.020416528,596.5861964,79.12,20.88,1.04,90.48,4.52,52.3,4.52,3.956996371,0.341981331,3.7018,5.1844,1.302,0.2719,0.3944,0.004,0.0059,148.5,1857.566878,16.7042122,2409.761443,433.7570597,12437.46462,1616.870401,2058.571835,288.2000569,78.14911625,9.37789395,2063.954537,371.5118167,1.014040906,0.070982863,11.91900007,6.436260038,10.26088375,1.436523725,15.78135257,1.420321731,3.558893908,0.008369033,6.530373442,1.044859751,171.8039896,3.436079792,108.6647317,5.433236585,2.021403149,0.05342299,3.214978196,0.077694123
Kerguelen,KER3,CAT2.3D,139,160.4,161.5,160.9,0.5,140,8107.3,8387,8256,8255,0.00561,0.00011,23838.66667,57027.33333,1.344166667,18,320.5,126.25,44.16666667,1139,0.181818182,29.33333333,297.5833333,1028.083333,44809.91667,6644.416667,6.746478836,1.90882208,0.148284218,-1.908822079,51454.33333,123.1468697,384.1082549,0.084149038,8.290191356,30.02271867,31.53965758,19.40868284,118.37383,0.603022689,51.30184,93.36094018,83.02733212,330.0714684,136.8392942,0.140798187,0.020791902,0.003071103,0.020791901,376.5651781,82.81,17.19,0.86,92.67,4.63,53.57,4.63,3.98098921,0.344072803,5.3969,7.7715,1.1208,0.1927,0.2871,0.0011,0.0016,151,899.7562889,15.79376191,1087.584239,195.765163,10755.33611,1398.193694,823.5410759,115.2957506,40.47458511,4.856950213,922.1577841,165.9884011,0.762922668,0.053404587,11.06659272,5.975960069,7.674057487,1.074368048,7.801664241,0.702149782,3.06917887,0.034508892,1.196850042,0.191496007,133.8686841,2.677373682,51.6087618,2.58043809,0.811815763,0.015647129,1.482233279,0.036660823
Kerguelen,KER3,CAT2.3D,141,163,164.1,163.5,0.5,361,8292.9,9015,8769,8726,0.00531,0.00024,23441.16667,55894.16667,1.304166667,17.5,295.75,106.6666667,47.75,971.5,0.181818182,26.41666667,359,997,43939.58333,6614.833333,6.64456843,1.893666888,0.150538667,-1.893666888,50554.41667,183.5215288,562.0747012,0.053335701,5.712824488,30.33787012,19.53241284,19.30202533,74.69026954,0.603022689,62.50448469,116.5293564,76.96516331,323.452247,134.0853414,0.113672514,0.016984713,0.002538499,0.016984714,419.2574515,85.08,14.92,0.75,93.91,4.7,54.28,4.7,3.994155835,0.345846213,4.9738,7.2517,1.0741,0.1603,0.2417,9.00E-04,0.0013,155.3,759.0109447,12.82440637,962.7736169,173.299251,10528.61814,1368.720358,464.8436599,65.07811239,35.49509925,4.25941191,892.1897853,160.5941614,0.735314311,0.051472002,10.95410735,5.915217969,7.281443283,1.01940206,7.362706322,0.662643569,2.801323288,0.009841581,0.766206838,0.122593094,132.8334633,2.656669266,32.68616841,1.634308421,0.506222049,0.008301907,0.804243801,0.01318131
Kerguelen,KER3,CAT2.3D,142,164.3,165.5,164.9,0.6,490,8384,9363,9046,8979,0.00552,0.00032,23958.38462,56345.53846,1.32,10.30769231,295.2307692,79.23076923,41.84615385,942.9230769,0.181818182,24.53846154,260.1538462,977.9230769,44709.30769,6701.153846,6.673420584,1.897996077,0.14988908,-1.897996077,51410.46154,209.7961465,640.3050855,0.073029674,8.004005408,41.09167362,20.01313671,18.84518574,89.7120036,0.603022689,36.07310952,98.81113817,114.7021226,480.7505217,119.2852646,0.114815759,0.017192361,0.002575174,0.017192361,535.6313433,85.4,14.6,0.73,93.45,4.67,54.02,4.67,3.989354348,0.344877542,5.6422,8.294,0.9777,0.1427,0.2169,8.00E-04,0.0012,157.8,869.8816217,7.796006076,1130.73032,203.5314576,11573.18648,1504.514242,465.2383663,65.13337128,39.76382213,4.771658656,1079.067648,194.2321766,0.851045118,0.059573158,12.37150296,6.680611598,7.973932809,1.116350593,8.349818929,0.751483704,3.268484233,0.009807805,1.004100827,0.160656132,158.8010154,3.176020308,35.9483757,1.797418785,0.569226288,0.014235084,0.8157504,0.031803637
Kerguelen,KER3,CAT2.3E,154,167,168.2,167.6,0.6,750,8545,10046,9577,9468,0.00549,0.00046,23307.15385,54543.76923,1.290769231,7.384615385,213.6153846,67,31.76923077,668.7692308,0.181818182,21.07692308,253.3076923,1020.230769,43406.69231,6446.153846,6.736696591,1.907366309,0.14850123,-1.90736631,49852.84615,336.9396202,987.0881549,0.075879459,8.06782149,44.45323097,20.4001634,18.55242053,76.44077647,0.603022689,28.8284048,91.63458646,131.4421,743.5463878,182.2753623,0.141117559,0.021014624,0.003131273,0.021014624,876.8516452,84.64,15.36,0.77,100,5,57.8,5,4.056988776,0.350950586,4.5593,7.2219,1.2175,0.187,0.3055,0.001,0.0018,171.7,1134.926545,14.93946308,1320.408365,237.6735057,12213.0194,1587.692522,824.966145,115.4952603,49.16188154,5.899425785,962.6720227,173.2809641,0.779826419,0.054587849,13.51243096,7.296712718,9.490423637,1.328659309,8.318544287,0.748668986,3.601412105,0.017615573,1.1035724,0.176571584,162.2061418,3.244122836,52.72711269,2.636355635,0.658373453,0.010693771,1.34661725,0.035306393
Kerguelen,KER3,CAT2.3E,160,175,176.1,175.6,0.5,434,9831.6,10699,10416,10366,0.01199,0.00054,24088.75,56884.83333,1.323333333,11,222.25,69.25,44.16666667,1723.166667,0.181818182,48.41666667,313.5,1023.333333,44009.25,6592.333333,6.679221681,1.898807613,0.149776011,-1.898807613,50601.58333,193.173556,1123.388529,0.055322745,8.68645759,24.50649265,17.91964387,13.42882472,852.5550724,0.603022689,60.34666268,135.0895326,122.908934,523.5359022,189.8283116,0.137579605,0.020550033,0.003070711,0.020550033,685.5759965,84.33,15.67,0.78,100,5,57.8,5,4.056988776,0.350950586,3.6289,5.955,1.1313,0.1772,0.2997,0.0021,0.0037,173.6,978.4730299,22.82359474,1283.586316,231.0455369,11679.15184,1518.289739,493.835685,69.1369959,42.00968918,5.041162702,1655.247904,297.9446227,0.727182174,0.050902752,10.59774057,5.722779908,5.900840785,0.82611771,7.409196191,0.666827657,2.59338275,0.003616691,1.239803204,0.198368513,146.3233767,2.926467534,37.80938757,1.890469379,0.311914245,0.00407492,0.838262554,0.031831583
Kerguelen,KER3,CAT2.3E,162,177.6,178.7,178.2,0.5,216,10317.5,10749,10591,10582,0.01245,0.00029,24453.33333,65203.5,1.4325,5.916666667,223.1666667,41.91666667,36.16666667,11826.91667,3.25,22.83333333,205.25,1064.166667,42722.83333,6336,6.743910314,1.908174818,0.14841954,-1.908174818,49058.83333,642.7612781,8297.729355,0.152024221,7.971065097,32.4032359,16.21143442,16.07275127,8767.331868,11.25833025,35.91108548,79.43908472,65.07454932,1633.097661,176.2802521,0.21543409,0.03181239,0.004702027,0.03181239,1739.99717,82.57,17.43,0.87,90.27,4.51,52.18,4.51,3.95469928,0.341810919,3.9915,6.6379,1.2319,0.2147,0.3679,0.0027,0.0046,173.6,955.2522967,23.90938159,1186.056597,213.4901875,10593.10427,1377.103555,541.1782668,75.76495735,45.03243353,5.403892024,4196.122168,755.3019902,1.156498194,0.080954874,11.29587326,6.09977156,8.749783869,1.224969742,13.53520131,1.218168118,2.32261959,0.033619508,1.357751212,0.217240194,125.1519053,2.503038106,49.06428939,2.45321447,0.569903606,0.014541604,1.437430765,0.033877526
Kerguelen,KER3,CAT2.3E,163,179,180.1,179.5,0.5,194,10449,10836,10700,10689,0.02614,0.00055,23024.41667,54069.83333,1.293333333,8.083333333,164.5,53.75,31.5,811.1666667,0.583333333,9.666666667,265.3333333,1119.333333,42762.5,6406.25,6.677569745,1.898612526,0.149797393,-1.898612526,49168.75,789.3200133,1852.611956,0.09604292,8.836477428,34.27562081,22.17748654,20.28658312,161.6516082,2.020725942,19.53241284,95.10217791,141.2543376,1480.332426,262.9801669,0.117644241,0.017555234,0.002620392,0.017555235,1722.451431,70.8,29.2,1.46,27.51,1.38,15.9,1.38,2.766319109,0.240095621,4.3715,7.3222,1.2521,0.3657,0.6308,0.0096,0.0167,174.6,1353.816198,20.86823734,956.4968488,172.1694328,9607.16883,1248.931948,363.0065924,50.82092294,32.82676736,3.939212083,2097.411436,377.5340585,0.853831839,0.059768229,7.457837511,4.027232256,4.407188324,0.617006365,9.220712284,0.829864106,2.059777014,0.003946069,0.717833958,0.114853433,109.4298921,2.188597842,40.56232656,2.028116328,0.376849951,0.009565165,1.101122384,0.028016613
Kerguelen,KER3,CAT2.3E,167,184.3,185.3,184.8,0.5,195,10568.1,10958,10798,10790,0.08049,0.00167,23788.36364,55922.54545,1.466363636,28.09090909,190.7272727,125.3636364,46.18181818,1330.454545,0.181818182,36.54545455,210.4545455,1306.636364,43784.63636,6295.363636,6.95697009,1.939653628,0.143766851,-1.939653629,50080,302.2982874,756.01645,0.092549741,21.1303315,32.29579201,28.33821705,19.833397,682.6513552,0.603022689,57.33648688,61.57655989,139.6433119,740.5783244,166.2614043,0.097676509,0.014136318,0.002046362,0.014136318,889.0394817,75.83,24.17,1.21,56.83,2.84,32.85,2.84,3.491951745,0.301891719,3.7994,6.5122,1.2953,0.3131,0.5523,0.0252,0.045,178.5,1095.369349,5.975903067,28404.1912,5112.754416,9637.612103,1252.889573,2640.113003,369.6158204,390.1614629,46.81937555,11542.31551,2077.616792,0.442215771,0.030955104,2.341268423,1.264284948,4.336218703,0.607070618,118.9866526,10.70879873,1.708629311,0.018194985,75.21650139,12.03464022,43.73690339,0.874738068,375.2701178,18.76350589,10.0745645,0.151729759,8.289948824,0.236261752
Kerguelen,KER3,CAT2.3E,169,186.9,187.9,187.4,0.5,198,10605.6,11001,10828,10822,0.08402,0.00176,22712.63636,53864.54545,1.369090909,13.45454545,147.3636364,103.4545455,47.72727273,875.6363636,0.181818182,55,220.9090909,1173.090909,41983.36364,6315.636364,6.645796711,1.893539893,0.150605562,-1.893539893,48299,1091.044754,2647.211037,0.12715774,18.52762066,22.06478066,31.87275839,11.44631739,485.8043377,0.603022689,65.46754921,79.71129725,74.43447393,2574.898649,304.2194184,0.206987256,0.031350008,0.004756833,0.031350007,2844.847131,78.05,21.95,1.1,66.67,3.33,38.54,3.33,3.651696663,0.315520236,4.3352,7.5302,1.0818,0.2375,0.4244,0.02,0.0361,180.8,2211.185287,111.0532291,997.6136229,179.5704521,9116.045845,1185.08596,867.4628485,121.4447988,24.26747918,2.912097502,2793.517809,502.8332056,1.391187562,0.097383129,7.95662022,4.296574919,5.898747032,0.825824584,20.40517355,1.83646562,3.461169831,0.125815508,0.590156647,0.094425064,91.72627388,1.834525478,149.0322419,7.451612095,2.815757104,0.047755871,4.218168915,0.070219455
Kerguelen,KER3,CAT2.3E,172,190.4,191.4,190.9,0.5,205,10648.4,11059,10868,10865,0.0854,0.00183,21946,53995.90909,1.275454545,100.4545455,245,283.2727273,96.09090909,3202.818182,5.090909091,136.0909091,489.5454545,1419.545455,39218.09091,6278.272727,6.24780807,1.830766552,0.160527252,-1.830766552,45496.36364,995.574608,1757.955145,0.121685138,58.3495735,48.67237409,66.54035003,32.11371839,1304.184406,11.75120884,75.48702477,67.32661233,126.3054739,2247.448396,134.1514748,0.353195995,0.056869026,0.009175962,0.056869026,2277.894961,66.32,33.68,1.68,28.34,1.42,16.38,1.42,2.796061078,0.242393573,2.983,5.2501,1.6452,0.5541,1.0029,0.0473,0.0867,183.1,4466.088948,23.11352038,18363.9166,3305.504988,11081.24965,1440.562455,2657.03495,371.984893,156.345027,18.76140324,4685.263824,843.3474883,0.770566552,0.053939659,4.147415448,2.239604342,3.077501979,0.430850277,27.9689,2.517201,1.136569079,0.009248271,35.06414579,5.610263326,94.3121603,1.886243206,181.1907224,9.05953612,4.840212489,0.054031257,4.329985578,0.072571371
Kerguelen,KER3,CAT2.3E,175,194,195.1,194.6,0.5,191,10702.9,11084,10918,10909,0.09015,0.00183,19781.41667,50506.16667,1.316666667,112.75,277.8333333,248.0833333,111,6044.666667,13.66666667,152.5833333,341.4166667,1400.833333,33392.83333,5758.416667,5.78003225,1.749286576,0.174784771,-1.749286576,39151.25,1792.626081,2511.840572,0.057260701,89.64995057,40.68020142,87.92089247,54.88666008,3310.373182,22.87647992,110.137483,121.6974328,174.6694714,4800.789288,264.4996849,0.6124115,0.10560157,0.018324675,0.10560157,5031.708152,38.22,61.78,3.09,12.94,0.65,7.48,0.65,2.012232792,0.174859801,4.5679,8.204,1.3681,0.8452,1.5603,0.0762,0.1422,186.6,6639.567284,88.90175615,2582.837915,464.9108247,15402.38837,2002.310488,2445.179433,342.3251206,80.49366959,9.659240351,3019.351972,543.483355,2.495460469,0.174682233,14.78209106,7.982329172,6.647074218,0.930590391,42.63542732,3.837188459,4.410212004,0.044240702,5.22738231,0.83638117,208.7810778,4.175621556,308.4077906,15.42038953,2.405893941,0.030753315,8.301760139,0.129229767
Kerguelen,KER3,CAT2.3E,178,198.1,199.1,198.6,0.5,191,10738.2,11121,10970,10956,0.08373,0.00167,13357.90909,37381.18182,1.362727273,696.7272727,424.3636364,424.2727273,203.9090909,8329.636364,33.72727273,454.3636364,216.2727273,1002.272727,18757,4882.636364,3.843128762,1.345708883,0.260504011,-1.345708883,23639.63636,401.3986683,1462.753829,0.09623834,178.9028177,110.6591819,159.4904956,52.13339533,1010.519794,46.01106586,60.58097511,64.11098332,112.614467,729.3362736,162.5024755,0.137756387,0.035565282,0.009191056,0.035565282,825.0003967,81.9,18.1,0.9,86.96,4.35,50.26,4.35,3.917209532,0.339034251,4.3352,7.9203,1.3844,0.2505,0.4702,0.021,0.0398,189.7,1521.028847,12.82669364,38386.72772,6909.61099,11835.48443,1538.612976,2701.145029,378.1603041,296.0413566,35.52496279,10949.68509,1970.943316,2.559258484,0.179148094,4.315492745,2.330366082,6.066381953,0.849293473,54.94178027,4.944760224,1.495458498,0.010342179,56.48226198,9.037161917,50.30182718,1.006036544,236.657087,11.83285435,7.667972698,0.205352673,4.509461909,0.164132689
Marion Island,PB1,PB1.1A,4,5,6.3,5.7,0.7,12,-64.3,-40.8,-56.6,-55.5,0.08948,-0.0087,21886.23077,51097.61538,1.358461538,64.69230769,115.6153846,30.76923077,55.07692308,1038.230769,0.538461538,34.53846154,62.30769231,886.6923077,40130.07692,5827.076923,6.893542757,1.930386768,0.145120525,-1.930386768,45957.15385,1156.822383,3466.677793,0.108231708,29.98717675,33.38547204,20.57163843,18.25496069,372.1277007,1.941450687,49.05713571,51.70651896,61.3736977,2383.093349,421.9489427,0.143751298,0.020672106,0.002974175,0.020672106,2794.297671,93.64,6.36,0.32,0,0,0,0,#NAME?,NA,1.5945,0.1036,1.2693,0.0807,0.0093,0.0072,1.00E-04,1.8,1771.848926,14.3519763,2134.314662,384.1766392,3780.755735,491.4982456,483.9049853,67.74669794,90.58997647,10.87079718,3050.532794,549.0959029,1.690889426,0.11836226,3.447393088,1.861592268,9.794512059,1.371231688,32.22505588,2.900255029,0.439985779,0.031282989,0.868594897,0.138975184,81.06532941,1.621306588,6.897431912,0.344871596,0.673868779,0.02762862,0.096780997,0.006223018
Marion Island,PB1,PB1.1A,7,9.8,11.1,10.4,0.7,76,-55.1,96.7,-11.7,-2.1,0.08802,-3.17392,23303.71429,57021.57143,1.264285714,34.42857143,138.5714286,72.78571429,25.78571429,3249.714286,2.285714286,22.28571429,187.5714286,968.8571429,42628.85714,6302.285714,6.76544612,1.911591428,0.147880167,-1.911591428,48931.14286,321.7015886,730.9732937,0.064892134,10.67501962,27.69258242,19.52977439,15.68035798,411.8497539,6.603362447,48.48382533,110.3760804,135.6935785,847.7820708,115.6296665,0.152257075,0.022622079,0.003362614,0.022622079,888.4988946,88.48,11.52,0.58,0,0,0,0,#NAME?,NA,3.9806,0.4359,0.9867,0.1136,0.0181,0.01,-0.3591,-3590,2015.155225,11.48638479,2089.942677,376.1896819,6525.57179,848.3243327,1408.35037,197.1690518,86.46016016,10.37521922,7851.216036,1413.218886,2.851308267,0.199591579,5.334838241,2.88081265,13.40015169,1.876021237,31.8213276,2.863919484,0.827647802,0.02805726,1.338842032,0.214214725,104.8784032,2.097568064,17.18644975,0.859322488,1.466127343,0.066708794,0.209170238,0.002593711
Marion Island,PB1,PB1.1A,9,12.6,13.8,13.2,0.6,84,-40.6,127,24.1,29.6,0.09307,0.26736,22344.46154,54220.76923,1.322307692,19.76923077,115.6923077,56.61538462,25.15384615,2784.923077,1.076923077,5.230769231,133.5384615,883.3076923,41067.15385,6062.538462,6.775078397,1.913133491,0.147634556,-1.913133491,47129.69231,995.59895,2402.618993,0.122144303,11.98021874,20.15516731,24.25399782,14.74135992,460.2362548,3.882901374,13.18555931,80.2803581,103.5739548,1708.77626,259.7699673,0.107722672,0.015978271,0.002370346,0.015978271,1952.502727,89.37,10.63,0.53,0,0,0,0,#NAME?,NA,2.9679,0.3725,1.1774,0.1252,0.022,0.0116,0.0355,304.8,2317.433526,9.73322081,1779.04261,320.2276698,4940.432966,642.2562856,1241.462931,173.8048103,55.81310149,6.697572179,8344.923993,1502.086319,2.134905215,0.149443365,5.589422519,3.01828816,11.97926549,1.677097169,24.29654636,2.186689172,0.948065571,0.028821193,1.014046175,0.162247388,94.53614478,1.890722896,15.76503787,0.788251894,1.791481576,0.048370003,0.201727586,0.005971137
Marion Island,PB1,PB1.1A,14,19.4,20.7,20.1,0.7,109,2.8,221.1,112.8,112.8,0.08745,0.08746,21344,55060.5,1.252142857,15.71428571,126,143.2857143,18.14285714,6043.857143,7.5,31.07142857,116,892.3571429,39068.78571,5818.5,6.716337973,1.904353479,0.148946779,-1.904353479,44887.28571,349.450998,2449.867995,0.063751751,10.59338379,30.63683052,28.4940711,14.26592035,2430.908468,12.41432175,49.07053681,87.17091964,89.07439168,373.9010932,91.22562899,0.136564766,0.020145056,0.002973005,0.020145056,364.7482648,89.67,10.33,0.52,0,0,0,0,#NAME?,NA,4.082,0.7348,0.9981,0.1031,0.0237,0.009,0.0111,123,2802.907849,40.92245459,1462.794157,263.3029483,6131.18343,797.0538459,2277.256134,318.8158588,62.90213663,7.548256396,10691.94331,1924.549796,2.998855814,0.209919907,8.261052616,4.460968413,11.24002965,1.573604151,21.32425029,1.919182526,1.08566532,0.017044946,1.446039186,0.23136627,92.32272965,1.846454593,27.06353779,1.35317689,1.296380378,0.039021049,0.380536628,0.006811606
Marion Island,PB1,PB1.1A,16,22.3,23.5,22.9,0.6,102,33.1,237.9,150,145.3,0.08437,0.06175,20499.53846,50354,1.313076923,14.30769231,103.6923077,139.1538462,21.69230769,1944.076923,5.230769231,14.92307692,159.4615385,810.7692308,38739.15385,5718.153846,6.779650618,1.913584649,0.147600634,-1.913584649,44457.30769,281.729958,1835.650203,0.103632734,7.663600279,23.41076894,24.53176904,14.03795222,1525.144663,11.6200534,33.04154339,99.68585271,68.83937082,472.1078348,176.954724,0.18464887,0.027151635,0.003996293,0.027151635,582.4961208,88.27,11.73,0.59,0,0,0,0,#NAME?,NA,4.3273,0.8741,1.2467,0.1462,0.0368,0.0123,0.0121,98.4,2178.116521,16.33587391,1354.604703,243.8288465,6943.504909,902.6556382,2862.642661,400.7699725,71.5155,8.58186,7986.619879,1437.591578,3.571440727,0.250000851,7.700557879,4.158301255,11.60429285,1.624600999,22.50065448,2.025058903,0.920888479,0.033336163,1.729952721,0.276792435,111.3330188,2.226660376,33.63395636,1.681697818,1.292769079,0.059984485,0.46145557,0.006183505
Marion Island,PB1,PB1.1A,17,23.7,24.9,24.3,0.6,105,41.3,250.5,170.5,161.6,0.08595,0.05786,21543,53523.92308,1.347692308,7.153846154,100.6153846,104.1538462,18.23076923,4082.769231,6.153846154,35.61538462,150.1538462,954.3846154,39635.15385,5831.307692,6.800890571,1.916661083,0.147154705,-1.916661082,45466.46154,402.088506,3446.723745,0.117200245,6.804975555,13.02266269,20.8360511,14.81639771,3805.010625,17.29569385,46.19801306,82.24743781,90.78320188,771.3963363,162.8349802,0.198954365,0.029119216,0.004268201,0.029119215,832.7655348,88.55,11.45,0.57,0,0,0,0,#NAME?,NA,4.8578,1.042,0.9916,0.1135,0.03,0.0098,0.0092,93.8,1821.540325,33.33418795,1102.266789,198.408022,6534.507184,849.4859339,2202.675675,308.3745945,65.84935956,7.901923147,8570.237082,1542.642675,3.434464783,0.240412535,8.044716196,4.344146746,11.43140635,1.600396889,21.58351439,1.942516295,0.926562331,0.042529211,1.406166493,0.224986639,101.3618316,2.027236632,27.17845392,1.358922696,1.162250486,0.027661562,0.366802962,0.020394245
