C:\Data\BAS2023_Mo_batch\MI1K__xrf     2023-09-05  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000162.spe	180.00	5.45	1	0.017526	-0.011353	0.012047	0.089277	31086	2.64	0.000	0.012	0.224	0.000	0.152	0.000	0.164	1.217	13.486	19.322	174.551	0.301	0.000	0.692	0.105	0.241	0.244	7.186	0.522	3.087	0.000	0.000	0.000	0.146	0.000	0.000	0.743	0.232	0.000	0.000	1.526	0.000	0.000	0.000	0.000	0.462	0.741	0.000	0.819	5.906	0.067	0.150	0.099	0.000	0.206	0.203	48.790	16.422	0.226	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000163.spe	181.00	5.44	1	0.017517	-0.011353	0.012047	0.089277	30475	2.17	0.000	0.102	0.194	0.000	0.182	0.000	0.189	1.031	12.756	18.773	165.689	0.600	0.000	0.642	0.000	0.282	0.236	6.774	0.594	2.959	0.000	0.000	0.106	0.036	0.000	0.000	0.553	0.113	0.000	0.000	1.049	0.000	0.000	0.000	0.000	0.264	0.306	0.000	0.558	6.580	0.387	0.212	0.000	0.000	0.130	0.000	53.046	16.855	0.227	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000164.spe	182.00	5.45	1	0.017519	-0.011353	0.012064	0.089277	30869	2.49	0.000	0.036	0.214	0.000	0.191	0.000	0.225	0.972	11.761	19.112	169.950	0.387	0.000	0.486	0.157	0.246	0.217	6.561	0.649	3.636	0.000	0.000	0.000	0.087	0.000	0.000	0.507	0.233	0.000	0.000	1.606	0.000	0.000	0.047	0.049	0.551	0.506	0.000	0.864	6.468	0.242	0.326	0.026	0.000	0.296	0.000	49.476	16.336	0.225	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000165.spe	183.00	5.44	1	0.017523	-0.011353	0.012354	0.089277	29097	2.09	0.000	0.107	0.205	0.026	0.176	0.000	0.240	0.824	10.479	17.756	155.726	0.397	0.000	0.630	0.000	0.225	0.397	6.252	0.510	2.824	0.000	0.000	0.000	0.025	0.000	0.000	0.457	0.227	0.000	0.000	1.263	0.000	0.000	0.015	0.000	0.212	0.000	0.000	0.709	5.586	0.339	0.239	0.000	0.000	0.233	0.177	49.403	16.696	0.222	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000166.spe	184.00	5.42	1	0.017522	-0.011353	0.012363	0.089277	28622	2.23	0.000	0.090	0.176	0.000	0.169	0.000	0.415	0.854	10.230	17.868	148.886	0.272	0.000	0.538	0.142	0.301	0.066	5.909	0.605	3.065	0.000	0.000	0.000	0.000	0.092	0.000	0.341	0.137	0.000	0.000	1.565	0.025	0.000	0.088	0.073	0.532	0.399	0.000	0.600	5.563	0.065	0.180	0.060	0.000	0.371	0.000	49.560	16.233	0.222	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000167.spe	185.00	5.48	1	0.017518	-0.011353	0.012380	0.089277	29252	2.01	0.000	0.052	0.117	0.025	0.130	0.000	0.462	0.748	10.118	18.376	151.714	0.265	0.000	0.563	0.000	0.278	0.375	6.063	0.596	3.126	0.011	0.000	0.000	0.000	0.039	0.000	0.454	0.047	0.000	0.000	1.324	0.097	0.000	0.000	0.000	0.197	0.149	0.000	0.712	6.484	0.000	0.031	0.000	0.000	0.176	0.014	51.416	16.656	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000168.spe	186.00	5.49	1	0.017522	-0.011353	0.012380	0.089277	29992	2.77	0.000	0.127	0.187	0.043	0.197	0.049	0.521	0.779	10.507	19.667	159.044	0.445	0.000	0.452	0.098	0.322	0.375	5.887	0.405	3.447	0.000	0.000	0.034	0.000	0.125	0.000	0.464	0.305	0.000	0.000	1.557	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.642	5.828	0.181	0.000	0.000	0.000	0.316	0.000	48.834	17.273	0.221	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000169.spe	187.00	5.49	1	0.017524	-0.011353	0.012338	0.089277	29474	2.41	0.030	0.119	0.192	0.021	0.204	0.000	0.503	0.857	10.820	18.728	154.657	0.575	0.000	0.562	0.000	0.331	0.129	6.141	0.411	2.986	0.000	0.000	0.040	0.000	0.035	0.000	0.423	0.276	0.000	0.000	1.526	0.000	0.000	0.000	0.000	0.255	0.195	0.015	0.656	5.313	0.074	0.100	0.000	0.000	0.189	0.000	49.185	16.063	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000170.spe	188.00	5.50	1	0.017525	-0.011353	0.012321	0.089277	30552	2.48	0.000	0.000	0.237	0.000	0.172	0.000	0.349	1.085	12.081	18.929	169.265	0.389	0.000	0.677	0.172	0.289	0.442	6.233	0.630	3.160	0.000	0.000	0.000	0.000	0.000	0.000	0.653	0.217	0.000	0.000	1.466	0.000	0.000	0.000	0.000	0.259	0.000	0.000	0.725	6.128	0.267	0.050	0.000	0.000	0.268	0.000	48.024	16.433	0.222	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000171.spe	189.00	5.49	1	0.017525	-0.011353	0.012305	0.089277	28780	2.56	0.000	0.027	0.230	0.000	0.172	0.016	0.447	0.984	10.368	18.604	154.492	0.644	0.000	0.460	0.000	0.249	0.569	6.220	0.481	3.294	0.000	0.012	0.000	0.000	0.039	0.000	0.530	0.379	0.000	0.000	1.204	0.000	0.000	0.000	0.020	0.546	0.065	0.000	0.732	5.033	0.409	0.082	0.000	0.000	0.000	0.022	46.895	16.062	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000172.spe	190.00	5.51	1	0.017525	-0.011353	0.012214	0.089277	29154	2.54	0.106	0.104	0.205	0.046	0.222	0.000	0.431	0.637	9.967	18.990	150.985	0.494	0.000	0.601	0.000	0.150	0.127	6.173	0.602	2.999	0.027	0.000	0.000	0.000	0.019	0.046	0.482	0.197	0.000	0.000	1.698	0.000	0.000	0.000	0.012	0.449	0.547	0.000	0.553	4.807	0.263	0.092	0.000	0.000	0.222	0.000	49.991	16.459	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000173.spe	191.00	5.50	1	0.017520	-0.011353	0.012214	0.089277	31232	2.29	0.024	0.061	0.199	0.000	0.191	0.000	0.262	0.938	10.491	21.888	165.757	0.396	0.000	0.678	0.000	0.182	0.159	6.024	0.722	3.353	0.000	0.000	0.000	0.017	0.000	0.000	0.559	0.000	0.000	0.000	1.633	0.000	0.000	0.012	0.000	0.362	0.361	0.000	0.732	6.486	0.118	0.000	0.000	0.000	0.162	0.000	54.670	17.233	0.230	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000174.spe	192.00	5.49	1	0.017518	-0.011353	0.012235	0.089277	30903	2.20	0.000	0.061	0.221	0.093	0.305	0.000	0.231	0.862	9.261	22.691	156.879	0.369	0.000	0.431	0.067	0.437	0.494	6.037	0.611	3.500	0.023	0.000	0.000	0.065	0.000	0.000	0.629	0.114	0.000	0.000	1.590	0.018	0.000	0.000	0.088	0.127	0.019	0.010	0.695	6.564	0.087	0.116	0.000	0.000	0.223	0.257	54.469	17.815	0.230	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000175.spe	193.00	5.48	1	0.017519	-0.011353	0.012235	0.089277	31929	2.24	0.000	0.037	0.203	0.000	0.278	0.000	0.344	0.792	11.471	26.568	166.979	0.527	0.000	0.864	0.000	0.302	0.403	6.358	0.437	3.226	0.000	0.000	0.000	0.018	0.000	0.000	0.520	0.071	0.000	0.000	1.502	0.000	0.000	0.000	0.000	0.968	0.259	0.000	0.733	6.853	0.377	0.061	0.000	0.000	0.456	0.058	55.750	16.661	0.231	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000176.spe	194.00	5.49	1	0.017523	-0.011353	0.012187	0.089277	25611	1.99	0.050	0.089	0.144	0.022	0.070	0.000	0.285	0.648	8.163	18.853	118.287	0.267	0.000	0.455	0.070	0.171	0.345	5.483	0.578	3.032	0.000	0.024	0.000	0.083	0.000	0.000	0.454	0.220	0.000	0.000	1.622	0.000	0.098	0.079	0.000	0.435	0.000	0.025	0.528	4.331	0.203	0.074	0.190	0.000	0.316	0.207	48.564	15.125	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000177.spe	195.00	5.51	1	0.017524	-0.011353	0.012187	0.089277	21691	1.71	0.000	0.042	0.084	0.000	0.111	0.000	0.400	0.538	5.961	12.718	91.259	0.400	0.000	0.368	0.128	0.151	0.265	4.453	0.451	2.741	0.000	0.009	0.000	0.043	0.000	0.000	0.189	0.163	0.000	0.029	0.834	0.000	0.000	0.093	0.000	0.334	0.000	0.000	0.248	3.430	0.237	0.118	0.000	0.000	0.236	0.000	44.313	13.631	0.205	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000178.spe	196.00	5.49	1	0.017526	-0.011353	0.012161	0.089277	26298	1.92	0.000	0.092	0.124	0.000	0.122	0.000	0.286	0.624	8.403	15.679	129.776	0.368	0.000	0.433	0.050	0.128	0.031	5.280	0.402	2.988	0.000	0.000	0.035	0.000	0.018	0.000	0.297	0.254	0.000	0.000	1.736	0.000	0.043	0.039	0.047	0.470	0.416	0.000	0.620	4.968	0.127	0.041	0.131	0.000	0.059	0.071	46.404	15.498	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000179.spe	197.00	5.51	1	0.017527	-0.011353	0.012161	0.089277	28645	2.46	0.017	0.040	0.178	0.017	0.114	0.037	0.271	0.966	10.972	17.188	156.697	0.601	0.000	0.578	0.139	0.244	0.153	6.009	0.279	2.632	0.000	0.000	0.018	0.000	0.000	0.000	0.618	0.245	0.000	0.197	1.299	0.000	0.000	0.000	0.000	0.336	0.406	0.109	0.574	5.347	0.567	0.067	0.100	0.000	0.299	0.000	47.004	15.164	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000180.spe	198.00	5.52	1	0.017527	-0.011353	0.012140	0.089277	28551	2.66	0.016	0.120	0.232	0.000	0.129	0.000	0.327	1.075	12.556	17.135	157.891	0.505	0.000	0.627	0.000	0.070	0.173	5.996	0.594	3.128	0.000	0.000	0.000	0.010	0.000	0.000	0.455	0.272	0.000	0.314	1.233	0.000	0.000	0.058	0.026	0.267	0.166	0.000	0.894	5.249	0.362	0.245	0.270	0.000	0.381	0.000	43.096	15.151	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000181.spe	199.00	5.53	1	0.017528	-0.011353	0.012117	0.089277	29045	2.72	0.000	0.045	0.259	0.000	0.143	0.000	0.527	1.241	13.463	17.617	165.280	0.528	0.000	0.536	0.012	0.189	0.679	6.031	0.444	2.952	0.000	0.000	0.000	0.000	0.023	0.000	0.581	0.310	0.000	0.351	1.056	0.000	0.000	0.011	0.000	0.804	0.000	0.101	0.522	5.349	0.273	0.133	0.000	0.000	0.204	0.178	42.277	14.837	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000182.spe	200.00	5.55	1	0.017528	-0.011353	0.012164	0.089277	28912	2.70	0.036	0.098	0.343	0.035	0.086	0.000	0.282	1.218	14.148	17.360	164.879	0.488	0.000	0.507	0.000	0.107	0.314	6.247	0.697	2.751	0.000	0.000	0.000	0.053	0.000	0.038	0.637	0.385	0.000	0.370	1.387	0.000	0.000	0.030	0.000	0.581	0.185	0.106	0.609	5.258	0.394	0.042	0.000	0.000	0.299	0.000	44.389	14.736	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000183.spe	201.00	5.55	1	0.017528	-0.011353	0.012329	0.089277	29260	2.66	0.058	0.139	0.402	0.000	0.062	0.013	0.410	1.245	13.697	17.684	167.690	0.309	0.000	0.550	0.136	0.240	0.330	6.113	0.582	2.943	0.000	0.000	0.000	0.000	0.000	0.000	0.582	0.445	0.000	0.000	1.479	0.000	0.000	0.056	0.000	0.278	0.286	0.000	0.818	5.095	0.269	0.117	0.000	0.000	0.188	0.021	44.197	15.008	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000184.spe	202.00	5.55	1	0.017528	-0.011353	0.012329	0.089277	29174	3.01	0.000	0.059	0.284	0.039	0.125	0.046	0.233	1.305	13.421	17.373	162.274	0.536	0.000	0.648	0.000	0.140	0.480	6.040	0.481	2.739	0.000	0.000	0.023	0.131	0.000	0.000	0.511	0.329	0.000	0.228	1.333	0.000	0.000	0.000	0.077	0.382	0.000	0.000	0.814	4.978	0.428	0.200	0.090	0.000	0.289	0.000	44.002	15.610	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000185.spe	203.00	5.56	1	0.017523	-0.011353	0.012329	0.089277	29323	2.73	0.000	0.000	0.193	0.000	0.118	0.000	0.257	1.106	12.638	18.012	162.906	0.319	0.000	0.546	0.040	0.000	0.220	6.540	0.625	2.649	0.000	0.000	0.000	0.051	0.000	0.000	0.676	0.195	0.000	0.000	1.789	0.000	0.000	0.092	0.000	0.498	0.207	0.000	0.746	6.207	0.241	0.028	0.021	0.000	0.127	0.036	46.563	15.483	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000186.spe	204.00	5.56	1	0.017519	-0.011353	0.012283	0.089277	29489	2.47	0.000	0.054	0.221	0.000	0.170	0.000	0.259	1.220	13.097	18.066	163.641	0.376	0.000	0.560	0.087	0.119	0.430	6.380	0.394	3.171	0.000	0.025	0.000	0.090	0.000	0.000	0.707	0.189	0.000	0.000	1.383	0.000	0.000	0.000	0.000	0.618	0.000	0.098	0.454	5.967	0.070	0.000	0.000	0.000	0.069	0.000	46.144	15.306	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000187.spe	205.00	5.56	1	0.017518	-0.011353	0.012246	0.089277	30294	2.35	0.000	0.054	0.279	0.000	0.195	0.000	0.273	1.213	13.715	19.625	173.580	0.297	0.000	0.505	0.000	0.099	0.473	6.680	0.690	2.799	0.000	0.000	0.000	0.000	0.000	0.000	0.862	0.000	0.000	0.000	1.399	0.000	0.000	0.000	0.000	0.578	0.212	0.000	0.726	6.427	0.174	0.019	0.000	0.000	0.151	0.031	47.019	15.773	0.219	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000188.spe	206.00	5.56	1	0.017517	-0.011353	0.012263	0.089277	30619	2.41	0.027	0.104	0.266	0.000	0.208	0.000	0.368	1.047	13.730	19.999	175.597	0.392	0.000	0.425	0.000	0.317	0.558	6.662	0.603	3.092	0.000	0.000	0.000	0.000	0.000	0.000	0.435	0.182	0.000	0.000	1.725	0.000	0.000	0.024	0.000	0.650	0.000	0.000	0.752	6.995	0.017	0.099	0.000	0.000	0.249	0.078	48.145	15.981	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000189.spe	207.00	5.58	1	0.017520	-0.011353	0.012286	0.089277	29933	2.68	0.011	0.111	0.235	0.010	0.191	0.000	0.223	0.982	12.399	19.232	168.115	0.462	0.000	0.459	0.000	0.147	0.044	6.208	0.553	2.973	0.000	0.000	0.000	0.049	0.000	0.000	0.602	0.242	0.000	0.000	1.610	0.000	0.000	0.000	0.000	0.375	0.444	0.000	0.517	6.136	0.209	0.000	0.000	0.000	0.000	0.000	47.450	15.803	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000190.spe	208.00	5.57	1	0.017522	-0.011353	0.012303	0.089277	29897	2.46	0.041	0.154	0.281	0.050	0.148	0.000	0.482	1.098	12.605	19.022	170.108	0.349	0.000	0.492	0.047	0.116	0.560	6.004	0.542	2.925	0.000	0.000	0.000	0.000	0.000	0.000	0.636	0.125	0.000	0.000	1.635	0.000	0.000	0.064	0.000	0.395	0.000	0.066	0.742	6.055	0.152	0.044	0.000	0.000	0.322	0.079	45.703	15.667	0.216	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000191.spe	209.00	5.56	1	0.017519	-0.011353	0.012252	0.089277	30433	2.21	0.000	0.051	0.273	0.000	0.198	0.000	0.456	1.122	13.058	20.275	171.673	0.380	0.000	0.707	0.037	0.116	0.024	6.247	0.686	3.049	0.000	0.000	0.000	0.000	0.000	0.000	0.546	0.235	0.000	0.000	1.003	0.000	0.000	0.000	0.000	0.310	0.471	0.000	0.640	6.805	0.116	0.000	0.000	0.000	0.000	0.022	46.222	15.601	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000192.spe	210.00	5.56	1	0.017520	-0.011353	0.012287	0.089277	30456	2.30	0.000	0.065	0.226	0.000	0.171	0.000	0.371	1.291	13.020	20.176	173.091	0.219	0.000	0.339	0.075	0.045	0.401	6.742	0.356	3.210	0.000	0.000	0.000	0.000	0.015	0.000	0.744	0.021	0.000	0.000	1.598	0.000	0.000	0.000	0.000	0.473	0.067	0.062	0.662	6.617	0.017	0.000	0.000	0.000	0.147	0.000	47.222	16.215	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000193.spe	211.00	5.56	1	0.017518	-0.011353	0.012301	0.089277	30975	2.81	0.000	0.083	0.219	0.000	0.159	0.000	0.564	1.181	12.533	19.402	172.219	0.249	0.000	0.378	0.000	0.144	0.335	7.412	0.463	3.755	0.000	0.000	0.000	0.000	0.032	0.000	0.777	0.122	0.000	0.000	1.655	0.000	0.000	0.000	0.000	0.636	0.074	0.000	0.649	6.753	0.000	0.000	0.000	0.000	0.138	0.000	48.982	16.712	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000194.spe	212.00	5.55	1	0.017517	-0.011353	0.012254	0.089277	32412	2.60	0.000	0.055	0.260	0.000	0.229	0.000	0.414	1.141	13.566	21.841	184.368	0.334	0.000	0.619	0.049	0.295	0.548	7.075	0.552	3.085	0.000	0.000	0.012	0.000	0.000	0.000	0.581	0.104	0.000	0.000	1.857	0.000	0.000	0.027	0.000	0.760	0.024	0.000	0.756	6.843	0.054	0.000	0.000	0.000	0.100	0.000	52.748	16.902	0.228	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000195.spe	213.00	5.53	1	0.017517	-0.011353	0.012176	0.089277	32632	2.59	0.000	0.092	0.303	0.000	0.219	0.000	0.369	1.358	14.724	22.134	189.394	0.466	0.000	0.585	0.048	0.103	0.354	7.178	0.540	3.258	0.000	0.026	0.000	0.045	0.000	0.000	0.689	0.063	0.000	0.000	1.940	0.000	0.000	0.000	0.000	0.617	0.000	0.000	0.710	7.332	0.060	0.000	0.000	0.000	0.074	0.051	51.518	16.881	0.229	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000196.spe	214.00	5.54	1	0.017522	-0.011353	0.012147	0.089277	27930	2.14	0.000	0.070	0.202	0.037	0.065	0.000	0.293	0.891	9.694	16.257	142.304	0.262	0.000	0.533	0.000	0.158	0.000	5.524	0.387	2.907	0.011	0.000	0.093	0.051	0.000	0.000	0.540	0.213	0.000	0.000	1.218	0.048	0.000	0.137	0.000	0.333	0.445	0.056	0.630	5.444	0.027	0.251	0.049	0.000	0.146	0.158	48.674	16.200	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000197.spe	215.00	5.52	1	0.017523	-0.011353	0.012131	0.089277	30375	2.37	0.069	0.067	0.273	0.074	0.178	0.000	0.377	1.068	11.555	19.789	164.627	0.534	0.000	0.659	0.000	0.131	0.200	5.762	0.260	3.278	0.000	0.000	0.017	0.000	0.000	0.000	0.497	0.078	0.000	0.000	1.618	0.000	0.000	0.016	0.000	0.538	0.097	0.000	0.707	5.996	0.209	0.362	0.100	0.000	0.255	0.000	50.293	16.454	0.222	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000198.spe	216.00	5.53	1	0.017521	-0.011353	0.012112	0.089277	30991	2.21	0.000	0.135	0.289	0.000	0.217	0.000	0.503	1.070	11.390	20.106	171.345	0.351	0.000	0.536	0.000	0.127	0.434	6.593	0.661	3.304	0.000	0.000	0.000	0.000	0.027	0.000	0.653	0.321	0.000	0.000	1.518	0.000	0.000	0.000	0.000	0.626	0.000	0.000	0.796	6.037	0.125	0.240	0.000	0.000	0.220	0.000	51.640	16.925	0.225	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000199.spe	217.00	5.48	1	0.017518	-0.011353	0.012112	0.089277	34062	2.66	0.000	0.057	0.293	0.000	0.207	0.026	0.732	1.018	13.851	23.800	195.585	0.222	0.000	0.686	0.000	0.175	0.223	7.318	0.596	3.308	0.000	0.000	0.000	0.000	0.136	0.000	0.653	0.146	0.000	0.000	1.743	0.000	0.000	0.000	0.000	0.671	0.369	0.144	0.718	7.148	0.000	0.000	0.000	0.000	0.442	0.000	54.671	16.992	0.235	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000200.spe	218.00	5.49	1	0.017517	-0.011353	0.012112	0.089277	27550	2.11	0.000	0.044	0.227	0.000	0.203	0.000	0.389	0.874	8.720	16.015	139.098	0.354	0.000	0.505	0.104	0.110	0.483	5.862	0.651	2.807	0.024	0.000	0.017	0.000	0.000	0.000	0.527	0.076	0.000	0.000	1.436	0.000	0.000	0.039	0.000	0.530	0.132	0.000	0.553	5.789	0.000	0.251	0.000	0.000	0.175	0.130	50.722	16.453	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000201.spe	219.00	5.38	1	0.017515	-0.011353	0.012092	0.089277	31842	2.67	0.000	0.052	0.245	0.000	0.221	0.000	0.455	0.942	11.439	20.023	177.300	0.330	0.000	0.581	0.000	0.142	0.021	6.623	0.593	3.580	0.000	0.000	0.000	0.000	0.053	0.000	0.597	0.263	0.000	0.000	1.757	0.000	0.000	0.000	0.000	0.401	0.290	0.000	0.664	7.328	0.000	0.083	0.000	0.000	0.221	0.078	52.920	17.280	0.231	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000202.spe	220.00	5.32	1	0.017518	-0.011353	0.012045	0.089277	30906	2.51	0.011	0.104	0.256	0.000	0.233	0.000	0.206	1.038	10.388	18.595	169.244	0.430	0.000	0.677	0.096	0.222	0.338	6.489	0.682	3.234	0.021	0.000	0.000	0.000	0.000	0.000	0.657	0.169	0.000	0.000	1.580	0.000	0.000	0.067	0.000	0.499	0.156	0.000	0.805	6.075	0.129	0.000	0.000	0.000	0.094	0.000	52.188	16.892	0.228	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000203.spe	221.00	5.26	1	0.017521	-0.011353	0.012080	0.089277	30114	2.13	0.000	0.053	0.155	0.000	0.253	0.000	0.272	0.730	10.915	18.555	167.226	0.497	0.000	0.608	0.000	0.123	0.433	6.361	0.664	3.266	0.000	0.000	0.000	0.000	0.000	0.076	0.528	0.168	0.000	0.119	1.198	0.000	0.000	0.026	0.034	0.797	0.092	0.000	0.833	6.646	0.282	0.023	0.000	0.000	0.355	0.000	51.242	16.742	0.227	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000204.spe	222.00	5.24	1	0.017518	-0.011353	0.012301	0.089277	25505	1.98	0.013	0.081	0.191	0.013	0.176	0.000	0.172	0.582	6.598	13.520	118.790	0.455	0.000	0.450	0.000	0.153	0.145	5.967	0.629	3.021	0.000	0.000	0.000	0.046	0.000	0.000	0.294	0.135	0.000	0.000	1.285	0.000	0.263	0.182	0.079	0.399	0.127	0.000	0.612	5.280	0.273	0.274	0.013	0.000	0.233	0.021	50.829	17.063	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000205.spe	223.00	5.17	1	0.017520	-0.011353	0.012300	0.089277	24883	2.11	0.000	0.027	0.105	0.000	0.135	0.000	0.263	0.444	5.460	12.415	106.151	0.312	0.000	0.428	0.066	0.395	0.541	6.187	0.581	3.240	0.000	0.018	0.000	0.000	0.034	0.000	0.288	0.072	0.000	0.000	1.358	0.000	0.028	0.109	0.096	0.231	0.000	0.022	0.395	4.401	0.000	0.321	0.079	0.000	0.225	0.055	50.187	17.439	0.224	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000206.spe	224.00	5.25	1	0.017518	-0.011353	0.012262	0.089277	28886	2.27	0.032	0.115	0.120	0.010	0.241	0.000	0.268	0.556	8.154	17.050	147.391	0.507	0.000	0.612	0.042	0.148	0.125	6.433	0.612	2.941	0.000	0.000	0.000	0.000	0.000	0.000	0.330	0.151	0.000	0.000	1.504	0.000	0.000	0.021	0.000	0.439	0.294	0.214	0.421	6.001	0.404	0.115	0.000	0.000	0.088	0.000	52.153	17.109	0.227	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000207.spe	225.00	5.31	1	0.017519	-0.011353	0.012262	0.089277	31780	2.30	0.000	0.071	0.279	0.000	0.249	0.000	0.223	0.710	8.557	18.723	169.101	0.484	0.000	0.505	0.000	0.129	0.599	6.645	0.352	3.607	0.000	0.000	0.000	0.033	0.000	0.000	0.553	0.064	0.000	0.000	1.515	0.000	0.000	0.000	0.000	0.693	0.000	0.000	0.714	6.713	0.162	0.470	0.000	0.000	0.339	0.025	54.219	18.181	0.236	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000208.spe	226.00	5.34	1	0.017520	-0.011353	0.012227	0.089277	32633	2.16	0.030	0.126	0.279	0.014	0.336	0.000	0.334	0.719	9.803	21.630	175.807	0.389	0.000	0.679	0.000	0.082	0.409	6.549	0.500	3.176	0.000	0.000	0.014	0.000	0.000	0.000	0.454	0.162	0.000	0.000	1.641	0.000	0.000	0.029	0.000	0.493	0.158	0.000	0.707	6.967	0.291	0.064	0.000	0.000	0.152	0.000	57.290	17.723	0.238	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000209.spe	227.00	5.32	1	0.017522	-0.011353	0.012267	0.089277	33168	2.41	0.048	0.077	0.172	0.000	0.307	0.000	0.275	0.884	10.745	23.014	183.325	0.463	0.000	0.575	0.000	0.388	0.297	6.596	0.454	3.185	0.000	0.000	0.000	0.040	0.000	0.000	0.600	0.201	0.000	0.000	1.648	0.000	0.032	0.075	0.060	0.604	0.634	0.000	0.764	6.600	0.174	0.097	0.000	0.000	0.132	0.326	57.638	18.272	0.238	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000210.spe	228.00	5.32	1	0.017522	-0.011353	0.012254	0.089277	34203	2.40	0.039	0.063	0.240	0.052	0.410	0.000	0.346	1.024	11.634	25.227	193.478	0.530	0.000	0.699	0.000	0.163	0.258	6.296	0.747	3.587	0.000	0.000	0.000	0.015	0.000	0.000	0.585	0.170	0.000	0.000	1.913	0.000	0.000	0.000	0.084	0.648	0.000	0.032	0.798	6.844	0.232	0.172	0.025	0.000	0.218	0.110	57.609	18.464	0.243	
