"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,23119.3333333333,56701.3333333333,1.27833333333333,0.00057616747984756,0.00901647550376912,0.00093361206186661,0.00096152568022696,0.0479451649732148,0.00150977380536301,0.00514224228398752,0.00361826462207131,0.00280976720251222,0.00107895623711513,0.0104476707630153,0.0210517474512367,0.151652694679828,0.15165269475,0.00035925196423987,0.00149240466299286,0.00034405426113661,0.0004496489561936,0.00829791341692664,0.0007819266468509,0.00064210042543523,0.00087080867188656,0.00132902231636115,0.00122740715947035,0.00198190814840984,0.0034494764041801,0.00294108753688807,0.00294108742220876,7766.606331,9084.977882,1442.000824,88.46094721,6242.966621,4.068857773,5.960197779,36.59073739,261.6355831,30.36236272,168.0404108,30.42377281,22.9846784,2010.436754,46.04204392,11.02828725,0.148073757,15.13819392,0.02443965,0.068926753,0.331067449,2.462160119,0.256345549,1.955006557,3.299014819,2.29846784
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,22181.1666666667,53873,1.32166666666667,0.00042754755449013,0.005783137500884,0.0010098614291523,0.00094897094528685,0.0484892211763393,0.002298966777155,0.00537271189077345,0.00462290006137328,0.00027883502816557,0.00090490280415543,0.00977149048907702,0.0210457120517119,0.149898092465054,0.149898092416667,0.00026353689230291,0.00099395456670841,0.00035701397184026,0.00028681423897621,0.00553297101087372,0.00091245301017752,0.00074831120051401,0.00106223601548451,0.00047701828764814,0.00126710686949276,0.00258756889327168,0.00314276130790642,0.00220136999596679,0.00220136997425113,1973.319538,6626.492173,461.9149499,46.49996193,3694.801697,2.041238975,6.674238754,34.06414422,140.4650062,7.795499709,114.9998151,21.97235957,23.15568582,728.4065428,12.55357407,4.1315028,0.203261185,28.74082309,0.011991471,0.048794576,0.025144385,0.492872097,0.115748702,1.529219743,0.521915705,2.315568582
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,22325.9090909091,53674.8181818182,1.29545454545455,0.00031306089191432,0.00528310965146769,0.00069228380533842,0.00104626100376128,0.0407344743540223,0.00179351873346239,0.00517244208084879,0.0041720636022695,0.00176838678573613,0.0013136340078729,0.00960812434758569,0.0212316810971572,0.149104332796955,0.149104332818182,0.00027903395004023,0.00068442184614293,0.00037477498795436,0.00035456545570846,0.0069105661856116,0.00125507050008707,0.00101851741467572,0.00120017612595614,0.00104577632939799,0.00094092967267166,0.00251783437314418,0.00232997438597262,0.00491852623377796,0.00491852631995791,14359.67839,9905.624178,2197.326275,125.5077224,6284.597012,2.439569014,6.367819135,39.61078518,67.51751759,50.21714125,209.897137,39.24997232,24.17673458,3663.807136,61.39912548,24.940646,1.234445563,38.94604963,0.01043611,0.01977015,0.154761353,0.138761249,0.70380336,2.629036009,1.135258391,2.417673458
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,21329.4545454545,51592.6363636364,1.24090909090909,0.00010282498003082,0.00554632021120713,0.00058740414657649,0.00053594289760946,0.027342055328303,0.0013598504725999,0.00536621615754094,0.00319729972129679,0.00093059017244887,0.00121565601285015,0.00940245263679472,0.0225412822793357,0.149911105203995,0.149911105272727,0.00011034564425372,0.00057622174136483,0.00043687856703922,0.00037078015343155,0.00258579398420262,0.00087388522643763,0.00044972076339588,0.0008507082925721,0.00098391112873862,0.00168616227716543,0.00201882629301144,0.00132093467930529,0.00417489474328209,0.00417489477233992,3095.570446,7180.738417,574.7925663,57.22472424,3753.765384,2.601276107,5.912256586,37.01157435,65.03458094,13.30255749,130.9618352,13.33706426,16.6231038,982.5430133,69.86799065,2.379383359,0.585720892,11.81590071,0.027240957,0.047824043,0.426171368,0.286572998,0.023181323,0.711514938,0.180364254,1.66231038
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,21085,51886,1.31909090909091,0.00070921354630775,0.0063741776472636,0.00270550582004988,0.00140254633343169,0.0827216799123529,0.00157624061073099,0.00527295415699107,0.00261921693777236,0.00015978356015417,0.00286670239136263,0.0176094833102687,0.0219274510214513,0.156443694503104,0.156443694363636,0.00046428493246785,0.0012115203337886,0.00202114083558313,0.00065830790834705,0.0180747545294186,0.00102218963873099,0.00079006335387098,0.001821417687214,0.00023632924967785,0.0022756969888368,0.00904827624178977,0.00296651220636409,0.00636353651479915,0.00636353661000703,3134.001598,6732.62029,606.0238476,60.2997145,11390.75321,5.745017677,7.120078834,25.20300712,71.97280393,10.28410137,119.867266,13.96054981,15.49312409,945.8757012,14.01324671,2.682720915,0.569052976,93.133272,0.069473871,0.066671523,0.083140624,0.774294779,0.050822268,2.07053159,0.385854347,1.549312409
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,20358.0909090909,49648.1818181818,1.28818181818182,0.00107166054501877,0.00579470935066301,0.0021825654143377,0.00152507165818755,0.0832039936595231,0.00253945803625588,0.00579622029681869,0.00260306692635995,0.00033549558258846,0.00511112675288281,0.0191127620564795,0.0238134860731126,0.163261797266716,0.163261797363636,0.00063864808505811,0.00105663848189103,0.00055941689753849,0.00048356400355598,0.0085496115741001,0.00115364324107243,0.00077378611717582,0.00106999758300764,0.00086490617897089,0.00321300991049883,0.00413485188176434,0.00283555976062597,0.00479762614910941,0.00479762607996572,3044.618396,6605.365982,562.7226914,54.01867077,7073.372392,3.633220643,5.857915852,18.81424853,41.79884834,9.694363956,112.4064678,13.08141258,27.34117399,864.5444411,65.89419971,3.077677491,0.421691157,64.24483976,0.018650539,0.041156676,0.085012501,0.244174097,0.203712654,0.932757371,0.324463031,2.734117399
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,23485.9090909091,56468.3636363636,1.45545454545455,0.00045581977488401,0.00585273139724728,0.00145324394032501,0.00116326412354957,0.0371329093849486,0.00148325106361053,0.00497355186010778,0.00237909519869844,0.00058660780950772,0.00136960921976364,0.0125995492496775,0.0210448205434866,0.148378059520846,0.148378059454545,0.00042433415053255,0.00127655194384291,0.00178794946737132,0.00021694157720754,0.0130808042270477,0.00067579752386406,0.00042887168419887,0.00096886707988785,0.00068365010436975,0.0016359792971802,0.00315600919756304,0.00231753137839059,0.00275218428071594,0.00275218434102406,1424.582603,7089.603048,441.0920959,47.40786167,1987.252608,1.389287804,4.568507031,19.39416739,45.72842227,6.266500548,127.1397723,11.39582517,16.82974775,617.0473108,60.94161611,6.868091078,0.811856875,27.50554815,0.01419095,0.022190259,0.073912797,0.254790732,0.095875453,0.326624311,0.228978244,1.682974775
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,23787.4545454545,60059.3636363636,1.37818181818182,0.00021230386071863,0.00480162174710457,0.00072614726011613,0.00077997620548857,0.166037982124614,0.00318484578910493,0.00531075167201174,0.00317085585359552,0.0000755582317218,0.00077115921551964,0.0051829002994664,0.0204555990782006,0.149992786549638,0.149992786727273,0.0002044426169131,0.00070953843520539,0.00050542468135648,0.00030468256542357,0.020055641009245,0.00120363542235289,0.00070796340589257,0.00109291651599924,0.00010592546735103,0.00104016613914093,0.00203337076714229,0.00194684421711411,0.0028827522961847,0.00288275232976997,1716.680373,5586.311354,354.6954517,38.81328375,15892.74003,1.543818014,5.784125479,42.10225675,35.80217711,6.037782671,94.40874214,8.138802933,13.84436494,574.2556523,64.02588147,1.783713254,0.081961578,5.384076861,0.018208205,0.017909738,0.101834918,0.124414396,0.042295483,1.478332239,0.19067742,1.384436494
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,0.00019011362607137,0.00425606046304062,0.00037928779435652,0.00060308326521175,0.0332275075925488,0.00113190158147187,0.00519923439724554,0.00383249785037655,0.00094986889981714,0.0011186039946746,0.00326448427288932,0.0214252033440203,0.146557429300952,0.1465574293,0.00020747012536857,0.00047561982776683,0.0002763372528438,0.00043184972451167,0.012437900867346,0.00084910685024296,0.00063326229930995,0.00091903696540242,0.00068854146221613,0.0014548251462414,0.00132698091942482,0.00117784014570461,0.00383288745925179,0.00383288756320129,683.2265993,5350.125775,192.9637106,32.12024806,4238.013215,0.741821487,6.534750001,62.86286744,87.02811474,2.592646444,91.74775016,5.71655892,12.21081609,330.288126,88.24884284,2.274240107,0.26750503,41.30378848,0.012050585,0.055133377,0.567434644,1.036590908,0.02182641,0.40610632,0.108668636,1.221081609
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,23205.0909090909,65119.7272727273,1.43363636363636,0.0001857107124786,0.0057777168134583,0.00105218752025319,0.00116584940284564,0.4003090866538,0.00461679747592075,0.00509574144888844,0.00413871356476942,0.0022975403113231,0.00042446286155281,0.00677010766219123,0.0205980119391606,0.157428365627909,0.157428365818182,0.00020408760947055,0.00073043433529231,0.00066220956371225,0.00052893416927878,0.0386140112696064,0.00165224367794995,0.00110019337400068,0.00101138144269435,0.00131464447775042,0.00057616010428592,0.00242566219981972,0.0020389930267651,0.00265751465307949,0.00265751453321166,1641.390095,5647.265231,401.5251511,37.52718028,3019.385269,1.001920559,9.469595678,77.32937965,126.1466188,6.954876946,100.7977844,10.71344504,16.79692387,595.6836327,93.13022455,5.219646629,0.316767608,15.63993365,0.002420104,0.030083547,0.189230748,1.544773235,0.093655521,1.025597866,0.348935486,1.679692387
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,23972.8181818182,57889.2727272727,1.31545454545455,0.00019478958612746,0.00461319988461058,0.00056422391686634,0.0006892481756905,0.0609883475552364,0.0014670328396277,0.00532198891285663,0.00378923586579049,0.00451160831447539,0.00054294792309515,0.00900276383834864,0.0219625225681252,0.149073162361735,0.149073162363636,0.0001565912796057,0.00065024658948136,0.00046065749996003,0.00039502767637396,0.00979935076737147,0.00141523812955061,0.0009492571310937,0.00090190794489909,0.00110943761055828,0.0007630195008298,0.0020539075467269,0.00177247794030395,0.00338222211329748,0.00338222226804198,5412.77206,5488.24581,523.0275133,51.81193098,36760.73258,3.769043144,7.155451754,40.6484082,36.99629166,9.787053209,91.25190224,9.674570314,14.8081316,1133.053064,18.21293292,1.869875762,0.049962394,176.9107347,0.04959872,0.030710634,0.139015902,0.295665893,0.059603308,0.699750267,0.181126451,1.48081316
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,23105.1666666667,59388.6666666667,1.445,0.00010128225546983,0.00396506328888002,0.00053862945838923,0.00090339867952909,0.181083286484725,0.00583730262591667,0.0054406661617564,0.00470300914192084,0.00813449589163818,0.0005802569498923,0.00507272390563791,0.0215338961534833,0.155222516368971,0.1552225165,0.00017860780287373,0.00055006181618535,0.00032103129661226,0.00044257218450474,0.0427678236137235,0.00174985241980065,0.00106216622687001,0.0011364081242878,0.00212432080717119,0.0008807436024796,0.00229947522919198,0.00266482198331908,0.00399124340772442,0.00399124332567506,5594.694254,6436.237221,1149.476822,82.80022216,6074.810846,1.250579343,6.317256008,67.58862806,145.146567,20.81297886,121.0153008,58.14267286,16.33050513,1512.473246,74.4489504,20.0568356,1.100044802,90.83067827,0.003346293,0.021906999,0.371106986,1.516565475,0.274237825,1.039947828,6.463462839,1.633050513
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,22003.3636363636,55622.6363636364,1.34090909090909,0.00057085093619506,0.00757254609955403,0.00194712659632033,0.00115923810126279,0.144729320797511,0.00246996250835402,0.00557189996482978,0.00388469698095773,0.00270991921715367,0.00047660434512936,0.00864281222894853,0.0213267616718805,0.153574041280882,0.153574041181818,0.00073960003653382,0.00099732764609818,0.00152593593736331,0.00045374212432787,0.0780355094763976,0.00136454793176928,0.00085114946166919,0.00151333579050794,0.00176361718559084,0.00074555305701336,0.00168211239396993,0.0028810482720981,0.00323746223167888,0.00323746214087364,2804.420041,5642.915643,253.7523195,42.83579617,49049.46764,16.76515491,16.20702482,58.21751812,148.0981288,4.260143181,85.39705279,5.057282645,15.40632226,585.0799774,47.45052762,4.53576382,0.699855742,602.4649613,0.107585917,0.031666011,0.419583377,0.616201008,0.051289903,1.57965392,0.115798204,1.540632226
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,23517.9411764706,58045.3529411765,1.34882352941176,0.0003551814970829,0.00528286283381571,0.00127198255804901,0.00125261613372747,0.131410262218918,0.00223813227595065,0.00532364525859839,0.00304830035858284,0.00164156704737647,0.00115735059047851,0.00732695469711492,0.0192544723940534,0.152447821875919,0.152447821823529,0.00024307343519778,0.00074435429079122,0.00090064521238579,0.00035535642927351,0.00992088274764029,0.00137497687615473,0.00083224937347195,0.00106367650851911,0.00114327957792373,0.00113939197625525,0.00255667477594366,0.00241047655999189,0.00479382756830936,0.00479382750227348,21023.43508,6500.001765,1574.554031,219.4284939,51904.82693,14.16367715,12.29132094,34.00992075,148.2023206,43.16608535,121.2110164,16.90685979,18.59519446,4080.69295,157.0216455,8.965107785,1.571294805,633.5042142,0.137185591,0.371333453,0.690963856,1.199008089,0.550658986,1.417347214,0.392208159,1.859519446
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,23704.5454545455,59517.8181818182,1.35909090909091,0.00061988792851571,0.00563207260885263,0.00142706582405404,0.00082163737075163,0.164416048385158,0.00334118060140244,0.00575002338863367,0.00381170859362263,0.00258581266198449,0.00074819458149566,0.00797525646028174,0.0213592813882576,0.156416456102008,0.156416456,0.00063476788817649,0.00112655407146847,0.00093396390559816,0.0003590856310331,0.0221821228733235,0.0010967444895916,0.00063950843288051,0.00081859658350459,0.00114499098915124,0.00076458037059008,0.00289033337600185,0.00279575118499355,0.00248921012209008,0.0024892101922773,1243.638909,6176.904031,227.5458294,41.17278862,34127.39087,6.771422937,8.534630865,31.39605337,72.11422012,2.564526013,95.32051892,5.156965844,14.38022471,437.7130837,61.73924486,2.628673775,0.168930879,180.3909133,0.061270999,0.135962996,0.356175262,0.027502016,0.044583218,1.284724348,0.162421667,1.438022471
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,21510,58730.8181818182,1.32,0.00022751983392753,0.00604868400506224,0.00114577381935096,0.00097609845989832,0.320331637901964,0.00581982216586394,0.00504301722202058,0.00435467018653145,0.00057011530960963,0.00049772140384597,0.0110959539773088,0.0200035528976908,0.157757844232659,0.157757844181818,0.00023230912658657,0.00132058524045542,0.00050160331149034,0.0005860296535141,0.0521155378387738,0.00170305500540884,0.00111279664982981,0.00158026444332481,0.00066307431507172,0.00134742569584037,0.0021458998187589,0.00233410402300494,0.00519446046140584,0.00519446057025618,11337.75217,6093.055388,915.5577505,122.3868181,29114.97389,5.562421054,5.623618255,28.97367916,93.7163573,24.03856275,119.1548845,15.8979202,20.19056256,2616.583382,99.46457719,17.12303214,1.392426748,241.7735926,0.040340228,0.058556283,0.196486418,0.254401542,0.33159449,2.957478603,0.224859279,2.019056256
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,21500.0909090909,61427.8181818182,1.41454545454545,0.00015310954613431,0.00517666201049774,0.00092718741904898,0.00077396117869631,0.461435399837473,0.00669510124383187,0.0050337783815529,0.00400162109495243,0.00024330335119228,0.00037804288426445,0.00574148523317115,0.0196758423581077,0.162441651612242,0.162441651545455,0.00013368050551674,0.00109175047749196,0.0005120350987347,0.00040553411161734,0.0514405178974456,0.00131318243343932,0.00104030135725135,0.00120763709417109,0.00033226089320532,0.00066390739268369,0.00207542610765639,0.00229595670191605,0.00438089291506792,0.0043808928271725,21256.47654,9697.311696,2196.956371,243.6402038,24845.10488,3.933228837,4.972003175,26.9304948,75.23867924,58.90663431,121.5336821,34.80855314,35.50400774,4637.824269,71.12002695,20.5861252,1.438405031,215.0112593,0.026102701,0.041494084,0.044764677,0.271229161,0.829134942,2.37450858,1.065068086,3.550400774
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,21368,63253.6363636364,1.32909090909091,0.00018647574637043,0.00611083762224602,0.00106536548871932,0.00076031892647519,0.541551596409504,0.00565444681642882,0.00561669454114672,0.00410766751392628,0.00103882358203072,0.00107080890978855,0.00722681156795509,0.0184077584444758,0.16081489606057,0.160814896090909,0.00021080672251852,0.00145557835625679,0.00041619054161495,0.00055394364850318,0.0813820606797016,0.00217798459450414,0.00067292612038305,0.00152640686050285,0.00081250623340573,0.00116374523923958,0.00264048338023261,0.00337624981186211,0.0037335647698073,0.00373356482300537,4642.258304,7288.66125,660.9863166,67.78989286,27055.53366,5.752426608,6.761396788,46.72905914,130.7729603,12.67353344,118.8967341,12.27077458,15.3832195,1389.963814,112.260405,4.425975943,0.637151851,347.4235335,0.069152067,0.051811841,0.124522427,0.867339372,0.313961187,1.10170535,0.312493156,1.53832195
