"Site","depth","SH20_age","Ti","Ca","Sr","Ti_pred_cps","Ti_ppm_PLS_cps","Ti_upper_PLS_cps","Ti_lower_PLS_cps"
"HER42PB",3.2,-29.58,92,534,699,1808.39229126306,1808.39229126306,3622.32076431032,-5.53618178419583
"HER42PB",3.3,-28.54,126,467,786,2329.3765604338,2329.3765604338,4143.30503348105,515.448087386539
"HER42PB",3.4,-27.49,178,443,778,2623.18680425061,2623.18680425061,4437.11527729786,809.25833120335
"HER42PB",3.5,-26.45,88,440,690,1939.34767700054,1939.34767700054,3753.2761500478,125.419203953287
"HER42PB",3.6,-25.41,103,506,793,2155.50201498112,2155.50201498112,3969.43048802837,341.573541933859
"HER42PB",3.7,-24.36,138,473,805,2428.56799311961,2428.56799311961,4242.49646616687,614.639520072358
"HER42PB",3.8,-23.32,120,472,913,2610.71127062893,2610.71127062893,4424.63974367619,796.782797581676
"HER42PB",3.9,-22.27,180,408,777,2695.9885062795,2695.9885062795,4509.91697932676,882.060033232243
"HER42PB",4,-21.23,106,499,616,1735.67074168604,1735.67074168604,3549.5992147333,-78.2577313612123
"HER42PB",4.1,-20.19,131,584,680,1869.59397675156,1869.59397675156,3683.52244979881,55.6655037043008
"HER42PB",4.2,-19.14,151,509,710,2188.47171542807,2188.47171542807,4002.40018847533,374.543242380817
"HER42PB",4.3,-18.1,179,490,686,2308.07313031018,2308.07313031018,4122.00160335744,494.144657262923
"HER42PB",4.4,-17.05,121,408,729,2268.58714774647,2268.58714774647,4082.51562079373,454.658674699217
"HER42PB",4.5,-16.01,174,479,856,2733.21807162214,2733.21807162214,4547.14654466939,919.289598574878
"HER42PB",4.6,-14.96,177,540,1101,3256.16824905196,3256.16824905196,5070.09672209922,1442.23977600471
"HER42PB",4.7,-13.92,158,553,944,2735.84570476029,2735.84570476029,4549.77417780755,921.917231713034
"HER42PB",4.8,-12.88,172,480,1167,3508.81739241375,3508.81739241375,5322.745865461,1694.88891936649
"HER42PB",4.9,-11.83,166,674,968,2613.50236077007,2613.50236077007,4427.43083381732,799.57388772281
"HER42PB",5,-10.79,193,629,980,2867.37772967906,2867.37772967906,4681.30620272632,1053.4492566318
"HER42PB",5.1,-9.74,359,958,1217,3717.44934012192,3717.44934012192,5531.37781316917,1903.52086707466
"HER42PB",5.2,-8.7,202,764,1337,3567.78228805443,3567.78228805443,5381.71076110169,1753.85381500718
"HER42PB",5.3,-7.65,233,579,1223,3783.08257825924,3783.08257825924,5597.01105130649,1969.15410521198
"HER42PB",5.4,-6.61,107,376,1010,2967.24851569331,2967.24851569331,4781.17698874057,1153.32004264606
"HER42PB",5.5,-5.57,209,490,1119,3560.43992517396,3560.43992517396,5374.36839822121,1746.5114521267
"HER42PB",5.6,-4.52,160,385,810,2718.61353592064,2718.61353592064,4532.5420089679,904.685062873388
"HER42PB",5.7,-3.48,142,567,1127,3090.50093210625,3090.50093210625,4904.4294051535,1276.57245905899
"HER42PB",5.8,-2.43,112,499,798,2227.81038237982,2227.81038237982,4041.73885542708,413.881909332567
"HER42PB",5.9,-1.39,136,480,966,2813.05142470215,2813.05142470215,4626.9798977494,999.122951654889
"HER42PB",6,-0.34,344,493,943,3808.76060371176,3808.76060371176,5622.68907675902,1994.83213066451
"HER42PB",6.1,0.7,135,656,803,2068.25954714583,2068.25954714583,3882.18802019309,254.331074098577
"HER42PB",6.2,1.74,153,558,633,1912.82658911006,1912.82658911006,3726.75506215731,98.8981160627984
"HER42PB",6.3,2.79,104,474,654,1867.97164078508,1867.97164078508,3681.90011383234,54.0431677378265
"HER42PB",6.4,3.83,303,364,907,3744.51031995835,3744.51031995835,5558.43879300561,1930.58184691109
"HER42PB",6.5,4.88,87,375,903,2594.38966127034,2594.38966127034,4408.3181343176,780.461188223086
"HER42PB",6.6,5.92,148,559,724,2115.57463942886,2115.57463942886,3929.50311247612,301.646166381606
"HER42PB",6.7,6.97,90,446,810,2242.55934419604,2242.55934419604,4056.4878172433,428.630871148783
"HER42PB",6.8,8.01,174,370,749,2664.4972933655,2664.4972933655,4478.42576641276,850.568820318246
"HER42PB",6.9,9.05,100,499,898,2418.93104563121,2418.93104563121,4232.85951867847,605.002572583952
"HER42PB",7,10.1,132,442,898,2690.59901207619,2690.59901207619,4504.52748512345,876.670539028933
"HER42PB",7.1,11.14,86,333,939,2758.36350551086,2758.36350551086,4572.29197855812,944.435032463605
"HER42PB",7.2,12.19,96,345,1146,3312.29073038578,3312.29073038578,5126.21920343303,1498.36225733852
"HER42PB",7.3,13.23,101,460,1117,3051.27622724145,3051.27622724145,4865.2047002887,1237.34775419419
"HER42PB",7.4,14.27,313,422,811,3445.49393110356,3445.49393110356,5259.42240415082,1631.5654580563
"HER42PB",7.5,15.32,139,480,880,2610.74669720185,2610.74669720185,4424.67517024911,796.818224154595
"HER42PB",7.6,16.36,105,388,681,2101.18785901278,2101.18785901278,3915.11633206004,287.259385965528
"HER42PB",7.7,17.41,125,451,880,2592.01307615703,2592.01307615703,4405.94154920429,778.084603109776
"HER42PB",7.8,18.45,149,427,884,2771.09225029011,2771.09225029011,4585.02072333736,957.16377724285
"HER42PB",7.9,19.5,168,475,955,2960.32966305837,2960.32966305837,4774.25813610562,1146.40119001111
"HER42PB",8,20.54,215,541,699,2432.93106522419,2432.93106522419,4246.85953827145,619.002592176932
"HER42PB",8.1,21.58,197,486,938,3047.15930140215,3047.15930140215,4861.0877744494,1233.23082835489
"HER42PB",8.2,22.63,218,420,964,3344.38128455127,3344.38128455127,5158.30975759853,1530.45281150402
"HER42PB",8.3,23.67,275,719,990,3150.66939320571,3150.66939320571,4964.59786625296,1336.74092015845
"HER42PB",8.4,24.72,154,540,1056,3022.9613301303,3022.9613301303,4836.88980317756,1209.03285708304
"HER42PB",8.5,25.76,190,614,1095,3170.98860079457,3170.98860079457,4984.91707384182,1357.06012774731
"HER42PB",8.6,26.81,241,621,1105,3447.66952810673,3447.66952810673,5261.59800115398,1633.74105505947
"HER42PB",8.7,27.85,202,518,1007,3188.46555325529,3188.46555325529,5002.39402630255,1374.53708020803
"HER42PB",8.8,28.89,170,564,775,2349.51628901271,2349.51628901271,4163.44476205996,535.587815965452
"HER42PB",8.9,29.94,157,525,865,2582.51534844001,2582.51534844001,4396.44382148726,768.58687539275
"HER42PB",9,30.98,226,647,797,2541.43696654652,2541.43696654652,4355.36543959377,727.50849349926
"HER42PB",9.1,32.03,221,620,996,3069.74429461204,3069.74429461204,4883.67276765929,1255.81582156478
"HER42PB",9.2,33.07,197,509,797,2647.28598466382,2647.28598466382,4461.21445771108,833.357511616564
"HER42PB",9.3,34.12,170,480,883,2779.02518250713,2779.02518250713,4592.95365555439,965.096709459876
"HER42PB",9.4,35.16,199,463,694,2482.12102855688,2482.12102855688,4296.04950160414,668.192555509628
"HER42PB",9.5,36.2,124,422,1083,3154.89841208756,3154.89841208756,4968.82688513482,1340.9699390403
"HER42PB",9.6,37.25,151,506,1035,3017.32704399756,3017.32704399756,4831.25551704482,1203.39857095031
"HER42PB",9.7,38.29,133,531,1083,2999.21662775814,2999.21662775814,4813.1451008054,1185.28815471088
"HER42PB",9.8,39.34,87,328,963,2833.62446092447,2833.62446092447,4647.55293397173,1019.69598787722
"HER42PB",9.9,40.38,108,334,764,2427.2292925438,2427.2292925438,4241.15776559106,613.300819496546
"HER42PB",10,41.43,99,361,811,2449.52191824276,2449.52191824276,4263.45039129002,635.593445195507
"HER42PB",10.1,42.43,149,502,653,2046.7072321301,2046.7072321301,3860.63570517735,232.77875908284
"HER42PB",10.2,43.43,111,386,633,2014.40639273552,2014.40639273552,3828.33486578277,200.477919688259
"HER42PB",10.3,44.43,88,432,764,2141.65364776098,2141.65364776098,3955.58212080824,327.725174713728
"HER42PB",10.4,45.43,94,413,806,2314.41537306308,2314.41537306308,4128.34384611034,500.486900015824
"HER42PB",10.5,46.43,213,546,715,2453.81450038375,2453.81450038375,4267.74297343101,639.886027336496
"HER42PB",10.6,47.43,206,434,658,2481.03959230665,2481.03959230665,4294.96806535391,667.111119259396
"HER42PB",10.7,48.43,230,490,805,2873.86541899952,2873.86541899952,4687.79389204678,1059.93694595226
"HER42PB",10.8,49.44,210,449,1202,3851.98381618397,3851.98381618397,5665.91228923122,2038.05534313671
"HER42PB",10.9,50.44,244,559,920,3109.66611113414,3109.66611113414,4923.59458418139,1295.73763808688
"HER42PB",11,51.44,317,592,1021,3682.63516355914,3682.63516355914,5496.5636366064,1868.70669051189
"HER42PB",11.1,52.44,472,625,904,4128.39054778644,4128.39054778644,5942.3190208337,2314.46207473918
"HER42PB",11.2,53.44,211,740,889,2524.11192906064,2524.11192906064,4338.0404021079,710.183456013384
"HER42PB",11.3,54.44,179,561,917,2761.4466502708,2761.4466502708,4575.37512331806,947.518177223544
"HER42PB",11.4,55.44,197,733,1140,3100.37153247289,3100.37153247289,4914.30000552014,1286.44305942563
"HER42PB",11.5,56.45,418,649,644,3145.31912663677,3145.31912663677,4959.24759968403,1331.39065358952
"HER42PB",11.6,57.45,464,483,799,4084.52664527741,4084.52664527741,5898.45511832467,2270.59817223016
"HER42PB",11.7,58.45,154,417,687,2316.53229741533,2316.53229741533,4130.46077046259,502.603824368072
"HER42PB",11.8,59.45,155,388,612,2185.55732409927,2185.55732409927,3999.48579714652,371.628851052011
"HER42PB",11.9,60.45,129,456,668,2066.42844230786,2066.42844230786,3880.35691535512,252.499969260604
"HER42PB",12,61.45,174,384,732,2595.44566731896,2595.44566731896,4409.37414036622,781.517194271702
"HER42PB",12.1,62.45,180,446,769,2605.18575073525,2605.18575073525,4419.1142237825,791.257277687989
"HER42PB",12.2,63.46,160,472,884,2744.57640853765,2744.57640853765,4558.5048815849,930.64793549039
"HER42PB",12.3,64.46,117,509,844,2351.69062395193,2351.69062395193,4165.61909699919,537.762150904678
"HER42PB",12.4,65.46,171,530,812,2511.5397594047,2511.5397594047,4325.46823245196,697.611286357448
"HER42PB",12.5,66.46,301,720,809,2825.06880646835,2825.06880646835,4638.99727951561,1011.1403334211
"HER42PB",12.6,67.46,198,556,811,2600.69040152453,2600.69040152453,4414.61887457179,786.761928477274
"HER42PB",12.7,68.46,158,467,785,2492.70547845685,2492.70547845685,4306.63395150411,678.777005409598
"HER42PB",12.8,69.46,167,674,953,2580.68770859339,2580.68770859339,4394.61618164064,766.759235546129
"HER42PB",12.9,70.46,369,574,1074,4119.83251023329,4119.83251023329,5933.76098328055,2305.90403718603
"HER42PB",13,71.47,218,541,1001,3213.5038776375,3213.5038776375,5027.43235068475,1399.57540459024
"HER42PB",13.1,72.47,161,425,829,2697.67760242912,2697.67760242912,4511.60607547637,883.74912938186
"HER42PB",13.2,73.47,112,344,911,2801.77848637654,2801.77848637654,4615.70695942379,987.85001332928
"HER42PB",13.3,74.47,189,504,1248,3757.57015413862,3757.57015413862,5571.49862718587,1943.64168109136
"HER42PB",13.4,75.47,138,479,944,2769.54387977401,2769.54387977401,4583.47235282127,955.615406726757
"HER42PB",13.5,76.47,198,418,895,3069.63987562933,3069.63987562933,4883.56834867658,1255.71140258207
"HER42PB",13.6,77.47,113,475,904,2546.06149936263,2546.06149936263,4359.98997240988,732.133026315369
"HER42PB",13.7,78.48,212,423,771,2818.80782954798,2818.80782954798,4632.73630259524,1004.87935650072
"HER42PB",13.8,79.48,333,857,1106,3488.98289622341,3488.98289622341,5302.91136927067,1675.05442317615
"HER42PB",13.9,80.48,158,480,1072,3195.59971445004,3195.59971445004,5009.5281874973,1381.67124140278
"HER42PB",14,81.48,200,425,1111,3614.18149512901,3614.18149512901,5428.10996817627,1800.25302208175
"HER42PB",14.1,82.48,111,383,1029,3023.11817835105,3023.11817835105,4837.04665139831,1209.18970530379
"HER42PB",14.2,83.48,140,409,1068,3223.9627836277,3223.9627836277,5037.89125667496,1410.03431058044
"HER42PB",14.3,84.48,181,525,1120,3352.87526075344,3352.87526075344,5166.8037338007,1538.94678770619
"HER42PB",14.4,85.49,194,502,1262,3822.66324822344,3822.66324822344,5636.5917212707,2008.73477517618
"HER42PB",14.5,86.49,167,511,1016,3042.84628090393,3042.84628090393,4856.77475395118,1228.91780785667
"HER42PB",14.6,87.49,159,406,906,2917.63543459658,2917.63543459658,4731.56390764383,1103.70696154932
"HER42PB",14.7,88.49,162,346,795,2763.37555700091,2763.37555700091,4577.30403004816,949.44708395365
"HER42PB",14.8,89.49,132,386,884,2759.08397432186,2759.08397432186,4573.01244736912,945.155501274606
"HER42PB",14.9,90.49,157,411,1122,3445.1567769281,3445.1567769281,5259.08524997536,1631.22830388084
"HER42PB",15,91.49,139,420,940,2874.11265765456,2874.11265765456,4688.04113070181,1060.1841846073
"HER42PB",15.1,92.49,205,559,912,2887.25615125983,2887.25615125983,4701.18462430708,1073.32767821257
"HER42PB",15.2,93.5,407,546,793,3656.94231125676,3656.94231125676,5470.87078430401,1843.0138382095
"HER42PB",15.3,94.5,127,423,1034,3044.46545427573,3044.46545427573,4858.39392732298,1230.53698122847
"HER42PB",15.4,95.5,80,356,796,2322.32466453352,2322.32466453352,4136.25313758078,508.396191486262
"HER42PB",15.5,96.5,90,318,839,2553.62096244503,2553.62096244503,4367.54943549228,739.692489397771
"HER42PB",15.6,97.5,87,339,814,2435.76054555949,2435.76054555949,4249.68901860675,621.832072512236
"HER42PB",15.7,98.5,199,318,1069,3701.22235956534,3701.22235956534,5515.1508326126,1887.29388651809
"HER42PB",15.8,99.5,112,350,932,2843.83800779948,2843.83800779948,4657.76648084674,1029.90953475222
"HER42PB",15.9,100.51,149,556,919,2620.29851919779,2620.29851919779,4434.22699224505,806.370046150538
"HER42PB",16,101.51,114,519,968,2631.69412243138,2631.69412243138,4445.62259547864,817.765649384124
"HER42PB",16.1,102.51,147,480,822,2505.28723101171,2505.28723101171,4319.21570405897,691.358757964457
"HER42PB",16.2,103.51,227,554,899,2977.63610193217,2977.63610193217,4791.56457497942,1163.70762888491
"HER42PB",16.3,104.51,85,455,854,2311.39754122262,2311.39754122262,4125.32601426988,497.469068175365
"HER42PB",16.4,105.51,87,400,737,2127.47411985882,2127.47411985882,3941.40259290607,313.545646811561
"HER42PB",16.5,106.51,115,297,955,3016.03182604056,3016.03182604056,4829.96029908782,1202.1033529933
"HER42PB",16.6,107.52,94,382,912,2640.47700115313,2640.47700115313,4454.40547420039,826.548528105873
"HER42PB",16.7,108.52,69,273,661,2077.39715820228,2077.39715820228,3891.32563124954,263.468685155026
"HER42PB",16.8,109.52,56,214,877,2666.70296191495,2666.70296191495,4480.63143496221,852.774488867698
"HER42PB",16.9,110.52,119,348,726,2361.99578571758,2361.99578571758,4175.92425876484,548.067312670324
"HER42PB",17,111.52,95,305,841,2608.7344566214,2608.7344566214,4422.66292966866,794.805983574147
"HER42PB",17.1,112.52,123,346,705,2333.24405518609,2333.24405518609,4147.17252823335,519.315582138837
"HER42PB",17.2,113.52,97,305,830,2591.23575344938,2591.23575344938,4405.16422649663,777.307280402121
"HER42PB",17.3,114.52,90,333,695,2160.99802220594,2160.99802220594,3974.92649525319,347.069549158681
"HER42PB",17.4,115.53,89,322,639,2034.37489185844,2034.37489185844,3848.3033649057,220.446418811188
"HER42PB",17.5,116.53,114,310,886,2811.92739640644,2811.92739640644,4625.8558694537,997.998923359185
"HER42PB",17.6,117.53,126,433,643,2030.24272350981,2030.24272350981,3844.17119655707,216.314250462556
"HER42PB",17.7,118.53,101,345,748,2329.99724941966,2329.99724941966,4143.92572246692,516.068776372404
"HER42PB",17.8,119.53,73,329,861,2500.8182130714,2500.8182130714,4314.74668611865,686.889740024139
"HER42PB",17.9,120.53,77,363,855,2443.23957259713,2443.23957259713,4257.16804564439,629.311099549878
"HER42PB",18,121.53,128,389,731,2345.20448247539,2345.20448247539,4159.13295552265,531.276009428137
"HER42PB",18.1,122.54,84,281,989,2971.18124377572,2971.18124377572,4785.10971682298,1157.25277072847
"HER42PB",18.2,123.54,140,396,970,2999.84136991202,2999.84136991202,4813.76984295927,1185.91289686476
"HER42PB",18.3,124.54,303,604,962,3438.33739122616,3438.33739122616,5252.26586427342,1624.40891817891
"HER42PB",18.4,125.54,116,483,1118,3088.86368751345,3088.86368751345,4902.79216056071,1274.9352144662
"HER42PB",18.5,126.54,174,351,1307,4113.28567400396,4113.28567400396,5927.21414705121,2299.3572009567
"HER42PB",18.6,127.54,181,570,1064,3127.48570551946,3127.48570551946,4941.41417856671,1313.5572324722
"HER42PB",18.7,128.54,126,475,876,2542.51367355436,2542.51367355436,4356.44214660162,728.585200507105
"HER42PB",18.8,129.55,190,454,906,2989.21468065338,2989.21468065338,4803.14315370064,1175.28620760613
"HER42PB",18.9,130.55,221,577,940,3007.70413555302,3007.70413555302,4821.63260860028,1193.77566250577
"HER42PB",19,131.55,158,321,762,2705.45361733147,2705.45361733147,4519.38209037872,891.525144284212
"HER42PB",19.1,132.55,187,582,938,2817.1280515082,2817.1280515082,4631.05652455545,1003.19957846094
"HER42PB",19.2,133.55,122,451,945,2741.12082340427,2741.12082340427,4555.04929645153,927.192350357014
"HER42PB",19.3,134.55,238,506,838,2969.22631035899,2969.22631035899,4783.15478340625,1155.29783731174
"HER42PB",19.4,135.55,96,324,862,2631.84600810699,2631.84600810699,4445.77448115424,817.917535059731
"HER42PB",19.5,136.55,122,317,884,2835.33284225599,2835.33284225599,4649.26131530324,1021.40436920873
"HER42PB",19.6,137.56,120,322,835,2691.55895758467,2691.55895758467,4505.48743063192,877.630484537409
"HER42PB",19.7,138.56,118,322,791,2569.7322362844,2569.7322362844,4383.66070933166,755.803763237146
"HER42PB",19.8,139.56,149,312,853,2906.03133558893,2906.03133558893,4719.95980863619,1092.10286254167
"HER42PB",19.9,140.56,130,404,946,2872.3629673324,2872.3629673324,4686.29144037966,1058.43449428515
"HER42PB",20,141.56,191,438,946,3125.42534316262,3125.42534316262,4939.35381620988,1311.49687011537
"HER42PB",20.1,142.59,140,478,1001,2926.15830817881,2926.15830817881,4740.08678122606,1112.22983513155
"HER42PB",20.2,143.63,135,343,859,2791.12226345815,2791.12226345815,4605.05073650541,977.193790410896
"HER42PB",20.3,144.66,162,443,1009,3125.42253325476,3125.42253325476,4939.35100630202,1311.4940602075
"HER42PB",20.4,145.69,189,514,936,2948.65258756684,2948.65258756684,4762.5810606141,1134.72411451959
"HER42PB",20.5,146.73,177,402,1098,3504.73023353696,3504.73023353696,5318.65870658421,1690.8017604897
"HER42PB",20.6,147.76,187,427,1038,3358.16469153873,3358.16469153873,5172.09316458599,1544.23621849147
"HER42PB",20.7,148.79,178,415,1003,3245.12925769292,3245.12925769292,5059.05773074017,1431.20078464566
"HER42PB",20.8,149.82,161,410,1222,3721.0647370973,3721.0647370973,5534.99321014455,1907.13626405004
"HER42PB",20.9,150.86,205,305,1068,3753.91947599536,3753.91947599536,5567.84794904261,1939.9910029481
"HER42PB",21,151.89,110,310,1071,3259.83469709564,3259.83469709564,5073.7631701429,1445.90622404838
"HER42PB",21.1,152.92,250,387,1003,3670.29380757434,3670.29380757434,5484.22228062159,1856.36533452708
"HER42PB",21.2,153.96,142,457,954,2856.44588762122,2856.44588762122,4670.37436066848,1042.51741457396
"HER42PB",21.3,154.99,179,386,1068,3468.80081939723,3468.80081939723,5282.72929244448,1654.87234634997
"HER42PB",21.4,156.02,109,386,843,2536.00981354364,2536.00981354364,4349.9382865909,722.081340496383
"HER42PB",21.5,157.05,122,293,819,2715.22535774555,2715.22535774555,4529.1538307928,901.296884698292
"HER42PB",21.6,158.09,91,285,611,2042.49296269583,2042.49296269583,3856.42143574308,228.564489648569
"HER42PB",21.7,159.12,141,422,669,2194.27218888228,2194.27218888228,4008.20066192954,380.343715835026
"HER42PB",21.8,160.15,158,485,806,2512.49008221957,2512.49008221957,4326.41855526683,698.561609172318
"HER42PB",21.9,161.19,134,424,902,2744.5105284324,2744.5105284324,4558.43900147965,930.58205538514
"HER42PB",22,162.22,180,387,1092,3532.92431598073,3532.92431598073,5346.85278902798,1718.99584293347
"HER42PB",22.1,163.25,237,386,871,3270.38755078339,3270.38755078339,5084.31602383064,1456.45907773613
"HER42PB",22.2,164.28,171,424,897,2923.6226426181,2923.6226426181,4737.55111566535,1109.69416957084
"HER42PB",22.3,165.32,184,450,993,3185.9279976593,3185.9279976593,4999.85647070655,1371.99952461204
"HER42PB",22.4,166.35,95,477,997,2684.63820441899,2684.63820441899,4498.56667746625,870.709731371734
"HER42PB",22.5,167.38,114,334,865,2714.18058083294,2714.18058083294,4528.1090538802,900.252107785682
"HER42PB",22.6,168.42,154,407,1033,3211.57830820634,3211.57830820634,5025.50678125359,1397.64983515908
"HER42PB",22.7,169.45,211,420,889,3118.10973333327,3118.10973333327,4932.03820638053,1304.18126028602
"HER42PB",22.8,170.48,134,427,1033,3070.78962821497,3070.78962821497,4884.71810126223,1256.86115516772
"HER42PB",22.9,171.51,219,506,943,3136.73058526116,3136.73058526116,4950.65905830842,1322.80211221391
"HER42PB",23,172.55,136,409,1078,3228.56191554143,3228.56191554143,5042.49038858869,1414.63344249418
"HER42PB",23.1,173.58,168,451,1082,3326.59456943301,3326.59456943301,5140.52304248026,1512.66609638575
"HER42PB",23.2,174.61,145,452,946,2861.01115960975,2861.01115960975,4674.93963265701,1047.08268656249
"HER42PB",23.3,175.65,174,461,957,3022.48259123431,3022.48259123431,4836.41106428157,1208.55411818705
"HER42PB",23.4,176.68,174,454,953,3025.34353505933,3025.34353505933,4839.27200810659,1211.41506201208
"HER42PB",23.5,177.71,243,639,1143,3520.8847357015,3520.8847357015,5334.81320874875,1706.95626265424
"HER42PB",23.6,178.74,181,457,1179,3628.5579767771,3628.5579767771,5442.48644982436,1814.62950372985
"HER42PB",23.7,179.78,154,320,896,3026.02449483017,3026.02449483017,4839.95296787742,1212.09602178291
"HER42PB",23.8,180.81,140,448,1230,3561.94600604126,3561.94600604126,5375.87447908851,1748.017532994
"HER42PB",23.9,181.84,377,524,1275,4763.28129074844,4763.28129074844,6577.20976379569,2949.35281770118
"HER42PB",24,182.88,196,445,965,3186.47819668158,3186.47819668158,5000.40666972883,1372.54972363432
"HER42PB",24.1,183.91,133,448,1101,3198.88221988683,3198.88221988683,5012.81069293409,1384.95374683958
"HER42PB",24.2,184.94,175,452,985,3115.30127734477,3115.30127734477,4929.22975039202,1301.37280429751
"HER42PB",24.3,185.97,109,461,1130,3123.816974959,3123.816974959,4937.74544800626,1309.88850191174
"HER42PB",24.4,187.01,156,469,1021,3076.45934092063,3076.45934092063,4890.38781396789,1262.53086787337
"HER42PB",24.5,188.04,240,460,1063,3634.94752201407,3634.94752201407,5448.87599506132,1821.01904896681
"HER42PB",24.6,189.07,184,551,1145,3383.49225013643,3383.49225013643,5197.42072318369,1569.56377708918
"HER42PB",24.7,190.11,160,484,965,2927.48984328207,2927.48984328207,4741.41831632932,1113.56137023481
"HER42PB",24.8,191.14,200,709,1029,2879.28690189654,2879.28690189654,4693.2153749438,1065.35842884929
"HER42PB",24.9,192.17,204,443,990,3294.9859482445,3294.9859482445,5108.91442129176,1481.05747519725
"HER42PB",25,193.2,136,413,955,2909.55463007727,2909.55463007727,4723.48310312453,1095.62615703001
"HER42PB",25.1,194.24,216,481,949,3182.78622835147,3182.78622835147,4996.71470139873,1368.85775530422
"HER42PB",25.2,195.27,358,447,1002,4116.17064274871,4116.17064274871,5930.09911579596,2302.24216970145
"HER42PB",25.3,196.3,278,398,988,3757.00663412862,3757.00663412862,5570.93510717588,1943.07816108137
"HER42PB",25.4,197.34,188,449,749,2590.41875749272,2590.41875749272,4404.34723053998,776.490284445467
"HER42PB",25.5,198.37,203,460,978,3227.84834960099,3227.84834960099,5041.77682264824,1413.91987655373
"HER42PB",25.6,199.4,129,496,1013,2866.12910664541,2866.12910664541,4680.05757969267,1052.20063359815
"HER42PB",25.7,200.43,175,448,934,2993.53358356933,2993.53358356933,4807.46205661658,1179.60511052207
"HER42PB",25.8,201.47,133,460,986,2885.29050560273,2885.29050560273,4699.21897864999,1071.36203255548
"HER42PB",25.9,202.5,173,497,1118,3358.31816266585,3358.31816266585,5172.2466357131,1544.38968961859
"HER42PB",26,203.53,164,480,951,2920.1829257783,2920.1829257783,4734.11139882556,1106.25445273104
"HER42PB",26.1,204.57,161,575,980,2801.75275159115,2801.75275159115,4615.6812246384,987.824278543892
"HER42PB",26.2,205.6,185,784,1108,2862.44277693483,2862.44277693483,4676.37124998208,1048.51430388757
"HER42PB",26.3,206.63,275,437,1107,3970.51313391656,3970.51313391656,5784.44160696382,2156.58466086931
"HER42PB",26.4,207.66,245,550,1135,3676.19124045038,3676.19124045038,5490.11971349763,1862.26276740312
"HER42PB",26.5,208.7,435,495,907,4185.52366251478,4185.52366251478,5999.45213556204,2371.59518946752
"HER42PB",26.6,209.73,365,566,1029,3999.95616278155,3999.95616278155,5813.88463582881,2186.02768973429
"HER42PB",26.7,210.76,199,412,788,2814.90924498366,2814.90924498366,4628.83771803091,1000.9807719364
"HER42PB",26.8,211.8,170,516,998,3003.51722615034,3003.51722615034,4817.44569919759,1189.58875310308
"HER42PB",26.9,212.83,186,465,1001,3188.71624859333,3188.71624859333,5002.64472164058,1374.78777554607
"HER42PB",27,213.86,165,425,910,2923.59871827863,2923.59871827863,4737.52719132588,1109.67024523137
"HER42PB",27.1,214.89,146,345,1088,3424.52528036672,3424.52528036672,5238.45375341398,1610.59680731946
"HER42PB",27.2,215.93,148,304,914,3070.22265152198,3070.22265152198,4884.15112456924,1256.29417847472
"HER42PB",27.3,216.96,176,431,1273,3889.024160439,3889.024160439,5702.95263348625,2075.09568739174
