Location,Site,Section,Sample_ID,Core_section,Sample,Radius_1_cm,Radius_2_cm,Thickness_cm,section_cut_loss,section_depth_top,section_depth_bottom,section_depth_mid,field_depth_top,field_depth_bottom,field_depth_mid,strat_depth_top,strat_depth_bottom,strat_depth_mid,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,Bag_mass,Wet_bag_g,Dry_bag_g,Wet_mass_g,Dry_mass_g,Water_Content_pc,Dry_mass,Dry_mass_err,Ash_Mass,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Volume_cm3,Volume_err_cm3,Wet_density_g_cm3,Dry_density_g_cm3,Dry_density_err_g_cm3,DMAR_g_cm2_yr,DMAR_err_g_cm2_yr,DMAR_err_pc
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_141,D,141,2.2,2.1,1.2,0.06282,35.7,36.8,36.2,155.7,156.8,156.2,155.7,156.8,156.3,156.3,0.6,1410,1780,1545,1559,185,0.0631,0.00773,1.147626667,7.4913,2.3397,5.1516,1.1921,81.21,-0.411621954,0.94,0.0513,0.649944273,3,0.650022883,3.01,4.173,6.0633,1.2345,-0.191616471,0.4294,0.018,0.0293,162.5
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_142,D,142,2.1,2.1,1.1,0.06282,36.9,38,37.4,156.9,158,157.4,156.9,158.0,157.5,157.5,0.6,1416,1829,1560,1578,207,0.0622,0.00836,1.147626667,6.4881,2.1166,4.3715,0.969,81.86,-0.488775045,0.91,0.0672,0.075848617,2.48,0.076040772,2.48,3.6289,5.3018,1.2046,-0.318815872,0.4035,0.0166,0.0273,164.5
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_143,D,143,2.1,2.2,1.1,0.06282,38,39.1,38.6,158,159.1,158.6,158,159.1,158.6,158.6,0.6,1420,1885,1575,1597,232,0.0628,0.00936,1.147626667,7.5368,2.6442,4.8926,1.4966,76.58,0.137945445,1.17,0.0996,-0.146294357,2.27,-0.145874008,2.27,3.8992,5.7416,1.2548,0.475670231,0.5844,0.0241,0.0403,167.1
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_144,D,144,2,2.2,1.1,0.06282,39.2,40.3,39.8,159.2,160.3,159.8,159.2,160.3,159.8,159.8,0.6,1424,1936,1589,1615,256,0.0689,0.01115,1.147626667,7.4945,3.0874,4.4071,1.9398,69.44,0.985442471,1.53,0.1571,-1.308064091,1.2,-1.30788347,1.21,3.808,5.6435,1.1573,1.330014875,0.7804,0.0351,0.0594,169.4
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_145,D,145,2,2,1.2,0.06282,40.4,41.6,41,160.4,161.6,161,160.4,161.6,161.0,161.0,0.6,1435,1956,1606,1633,261,0.07,0.01144,1.147626667,6.9278,2.5118,4.416,1.3642,76.4,0.159310916,1.18,0.1578,-0.56559601,1.89,-0.565358488,1.89,3.768,5.6143,1.172,0.327384297,0.5575,0.0253,0.0432,170.3
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_146,D,146,2,2.1,1.2,0.06282,41.6,42.8,42.2,161.6,162.8,162.2,161.6,162.8,162.2,162.2,0.6,1450,1972,1626,1651,261,0.0705,0.01142,1.147626667,7.1784,2.7057,4.4727,1.5581,74.16,0.425192336,1.29,0.1698,-1.089723075,1.4,-1.089714087,1.41,3.9588,5.9421,1.1298,0.54233088,0.6104,0.0277,0.0475,171.3
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_147,D,147,1.8,2,1.2,0.06282,42.9,44.1,43.5,162.9,164.1,163.5,162.9,164.1,163.5,163.5,0.6,1458,1990,1644,1669,266,0.0705,0.0115,1.147626667,6.755,2.2853,4.4697,1.1377,79.71,-0.23357636,1.01,0.1526,-0.794799763,1.67,-0.794764062,1.68,3.3117,4.9924,1.3497,0.201545317,0.535,0.0242,0.0417,172.1
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_148,D,148,2.1,2.1,1.2,0.06282,44.2,45.4,44.8,164.2,165.4,164.8,164.2,165.4,164.8,164.8,0.6,1467,2023,1663,1687,278,0.0705,0.01186,1.147626667,6.5248,2.0698,4.455,0.9222,82.85,-0.606285137,0.86,0.0477,0.586397261,2.95,0.586351132,2.95,4.0559,6.171,1.0984,-0.588179311,0.3573,0.016,0.0279,174
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_149,D,149,2.1,2.2,1.2,0.06282,45.4,46.6,46,165.4,166.6,166,165.4,166.6,166.0,166.0,0.6,1475,2042,1680,1705,284,0.0703,0.01196,1.147626667,7.6923,2.3376,5.3547,1.19,81.82,-0.484027162,0.91,0.0431,0.502754185,2.87,0.503016045,2.87,4.3544,6.6753,1.2297,-0.275962598,0.4326,0.0192,0.0337,175.3
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_156,E,156,2.2,2,1.2,0.37333,6.2,7.4,6.8,166.2,167.4,166.8,166.2,167.4,166.8,166.8,0.6,1480,2067,1692,1716,294,0.0703,0.01228,1.147626667,6.6376,2.0767,4.5609,0.9291,83.08,-0.633585461,0.85,0.0667,0.763459876,3.11,0.763321146,3.11,4.0559,6.4955,1.1245,-0.576615729,0.3783,0.0161,0.0294,182.6
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_157,E,157,2.1,2,1.2,0.37333,7.8,9,8.4,167.8,169,168.4,167.8,169.0,168.4,168.4,0.6,1488,2113,1713,1739,312,0.0701,0.01283,1.147626667,6.6747,2.033,4.6417,0.8854,83.98,-0.740412817,0.8,0.0621,0.6901364,3.04,0.690285902,3.04,3.7018,5.9618,1.2539,-0.507914448,0.3971,0.0168,0.0309,184.4
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_158,E,158,2,2.1,1.2,0.37333,9.3,10.5,9.9,169.3,170.5,169.9,169.3,170.5,169.9,169.9,0.6,1498,2157,1732,1760,330,0.077,0.01467,1.147626667,6.8197,1.9777,4.842,0.8301,85.37,-0.905401734,0.73,0.0595,0.66080701,3.01,0.661259074,3.02,3.7938,6.1498,1.2763,-0.646677432,0.3656,0.0168,0.0314,186.2
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_159,E,159,2.1,2.2,1.2,0.37333,10.9,12.1,11.5,170.9,172.1,171.5,170.9,172.1,171.5,171.5,0.6,1519,2182,1753,1780,331,0.0767,0.01454,1.147626667,6.9564,2.2041,4.7523,1.0565,81.81,-0.482840192,0.91,0.0411,0.764546149,3.11,0.764257495,3.11,4.2537,6.9442,1.1172,-0.445335063,0.4179,0.019,0.0357,187.2
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_160,E,160,2.1,2.1,1.2,0.37333,12.4,13.6,13,172.4,173.6,173,172.4,173.6,173.0,173.0,0.6,1536,2208,1776,1801,336,0.0772,0.01467,1.147626667,6.642,2.0303,4.6117,0.8827,83.94,-0.734477964,0.8,0.1057,-0.099041451,2.31,-0.099056544,2.32,4.1542,6.8212,1.1101,-0.689530706,0.3595,0.0164,0.0309,188.2
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_161,E,161,2,2,1.2,0.37333,14,15.2,14.6,174,175.2,174.6,174,175.2,174.6,174.6,0.6,1548,2223,1798,1821,338,0.0772,0.01458,1.147626667,6.2684,2.1188,4.1496,0.9712,81.03,-0.390256483,0.95,0.0367,0.728699117,3.08,0.728676223,3.08,3.6744,6.0609,1.1293,-0.337181561,0.4492,0.0204,0.0385,188.8
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_162,E,162,1.9,2.1,1.2,0.37333,15.6,16.8,16.2,175.6,176.8,176.2,175.6,176.8,176.2,176.2,0.6,1556,2241,1819,1842,342,0.0767,0.01452,1.147626667,6.8322,2.1077,4.7245,0.9601,83.11,-0.637146373,0.84,0.0684,0.072589796,2.47,0.072295375,2.47,3.768,6.2549,1.2538,-0.401801578,0.4357,0.0195,0.0371,189.9
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_163,E,163,2,2.2,1.2,0.37333,17.2,18.4,17.8,177.2,178.4,177.8,177.2,178.4,177.8,177.8,0.6,1565,2269,1842,1862,352,0.0772,0.01487,1.147626667,7.1242,2.03,5.0942,0.8824,85.24,-0.889971116,0.74,0.0346,0.989947944,3.32,0.989917673,3.32,4.1542,6.9459,1.2263,-0.690210917,0.3658,0.0164,0.0314,191.5
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_164,E,164,2.1,2.2,1.2,0.37333,18.7,19.9,19.3,178.7,179.9,179.3,178.7,179.9,179.3,179.3,0.6,1571,2297,1863,1883,363,0.0709,0.01392,1.147626667,6.8111,2.0348,4.7763,0.8872,84.34,-0.78314376,0.78,0.0689,0.419111109,2.79,0.419680959,2.79,4.2537,7.1569,1.1229,-0.716058924,0.3613,0.0148,0.0285,192.9
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_165,E,165,2,2,1.2,0.37333,20.3,21.5,20.9,180.3,181.5,180.9,180.3,181.5,180.9,180.9,0.6,1597,2316,1887,1905,359,0.0667,0.01281,1.147626667,6.3539,1.8873,4.4666,0.7397,85.79,-0.9552545,0.71,0.061,0.654289368,3.01,0.65376828,3.01,3.768,6.3679,1.1854,-0.79972484,0.3416,0.0131,0.0253,193.2
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_166,E,166,2.1,2.2,1.3,0.37333,21.9,23.1,22.5,181.9,183.1,182.5,181.9,183.1,182.5,182.5,0.6,1629,2326,1912,1929,349,0.0665,0.01225,1.147626667,6.9913,2.0351,4.9562,0.8875,84.81,-0.838931379,0.76,0.061,0.813971603,3.15,0.813884008,3.16,4.5358,7.7245,1.0927,-0.803806105,0.343,0.013,0.0252,193.7
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_167,E,167,2,2.1,1.2,0.37333,23.5,24.7,24.1,183.5,184.7,184.1,183.5,184.7,184.1,184.1,0.6,1649,2346,1937,1952,349,0.0669,0.01215,1.147626667,6.9904,2.0042,4.9862,0.8566,85.34,-0.901840822,0.73,0.0438,0.975283249,3.3,0.975872434,3.3,3.7938,6.4912,1.3143,-0.599062683,0.3976,0.0151,0.0293,194.3
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_168,E,168,2.1,2.3,1.3,0.37333,25,26.3,25.6,185,186.3,185.6,185,186.3,185.7,185.7,0.6,1666,2365,1963,1976,350,0.0667,0.01203,1.147626667,7.3589,2.0093,5.3496,0.8617,86.13,-0.995611501,0.69,0.0219,1.331581027,3.63,1.331685162,3.63,4.7493,8.1877,1.1264,-0.901076235,0.3219,0.0121,0.0237,195.4
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_169,E,169,2.1,2.1,1.3,0.37333,26.6,27.9,27.3,186.6,187.9,187.3,186.6,187.9,187.3,187.3,0.7,1679,2392,1990,2001,356,0.0667,0.01212,1.147626667,6.9057,2.0989,4.8068,0.9513,83.48,-0.681064286,0.83,0.0559,0.638538399,2.99,0.638786691,2.99,4.3939,7.608,1.094,-0.662322278,0.3857,0.0144,0.0283,196.3
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_170,E,170,2,2.2,1.3,0.37333,28.3,29.6,28.9,188.3,189.6,188.9,188.3,189.6,189.0,189.0,0.6,1694,2416,2017,2025,361,0.0687,0.01247,1.147626667,6.9133,1.9543,4.959,0.8067,86.01,-0.981367854,0.7,0.0292,1.224039929,3.53,1.224004994,3.53,4.2249,7.3577,1.1738,-0.836456218,0.3421,0.0131,0.0259,197.3
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_171,E,171,2.1,1.9,1.3,0.37333,29.9,31.2,30.6,189.9,191.2,190.6,189.9,191.2,190.6,190.6,0.7,1713,2443,2041,2049,365,0.0712,0.01292,1.147626667,6.5517,1.95,4.6017,0.8024,85.15,-0.87928838,0.74,0.0614,0.760744191,3.11,0.760512098,3.11,3.9806,6.964,1.156,-0.763673673,0.3627,0.0144,0.0284,198.1
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_172,E,172,2.1,2.2,1.3,0.37333,31.6,32.9,32.2,191.6,192.9,192.2,191.6,192.9,192.3,192.3,0.6,1736,2461,2064,2073,362,0.071,0.01265,1.147626667,7.2631,2.0586,5.2045,0.911,85.1,-0.873353527,0.74,0.0563,0.75748537,3.1,0.757703051,3.1,4.5358,7.9967,1.1474,-0.769115359,0.3641,0.0143,0.0284,199.1
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_173,E,173,2.1,2.2,1.3,0.37333,33.2,34.5,33.9,193.2,194.5,193.9,193.2,194.5,193.9,193.9,0.6,1753,2485,2087,2095,366,0.0716,0.01273,1.147626667,7.1781,1.9805,5.1976,0.8329,86.19,-1.002733325,0.69,0.0586,1.074134157,3.39,1.074189108,3.4,4.5358,8.042,1.1459,-0.8861116,0.3347,0.0131,0.0263,200.1
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_174,E,174,2.1,2.4,1.2,0.37333,34.9,36.1,35.5,194.9,196.1,195.5,194.9,196.1,195.5,195.5,0.6,1770,2504,2112,2118,367,0.0712,0.01256,1.147626667,6.4116,1.975,4.4366,0.8274,84.28,-0.776021936,0.79,0.05,0.822661793,3.16,0.8232475,3.16,4.5593,8.1338,0.9731,-0.900396025,0.3328,0.0129,0.026,201
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_175,E,175,2.1,2.3,1.3,0.37333,36.4,37.7,37.1,196.4,197.7,197.1,196.4,197.7,197.1,197.1,0.6,1784,2537,2136,2140,377,0.0712,0.01276,1.147626667,7.2617,2.2999,4.9618,1.1523,81.15,-0.40450013,0.94,0.0692,0.250738684,2.64,0.251138088,2.64,4.6419,8.3253,1.0689,-0.446695485,0.4576,0.0177,0.0357,202.3
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_176,E,176,2,2.3,1.1,0.37333,38.1,39.2,38.6,198.1,199.2,198.6,198.1,199.2,198.7,198.7,0.6,1796,2558,2157,2162,381,0.0713,0.01276,1.147626667,6.4372,2.2485,4.1887,1.1009,79.19,-0.171853888,1.04,0.1228,-0.223419791,2.2,-0.223590999,2.2,3.8992,7.0284,1.0742,-0.214743635,0.523,0.0201,0.0409,203.1
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_177,E,177,2.1,2.4,1.1,0.37333,39.5,40.6,40.1,199.5,200.6,200.1,199.5,200.6,200.1,200.1,0.6,1807,2579,2178,2183,386,0.0693,0.01245,1.147626667,6.3647,2.4472,3.9175,1.2996,75.09,0.314804068,1.25,0.1033,-0.466745102,1.98,-0.467041813,1.98,4.2749,7.7567,0.9164,-0.067137912,0.5668,0.0211,0.0431,204.4
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_178,E,178,2.3,2,1.1,0.37333,41,42.1,41.6,201,202.1,201.6,201,202.1,201.6,201.6,0.6,1828,2594,2200,2204,383,0.0698,0.01231,1.147626667,6.5058,2.4774,4.0284,1.3298,75.18,0.304121333,1.24,0.086,-0.780678204,1.69,-0.780718823,1.69,3.808,6.9382,1.0579,0.240317327,0.6537,0.0244,0.0499,204.8
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_179,E,179,1.9,1.9,1.1,0.37333,42.5,43.6,43,202.5,203.6,203,202.5,203.6,203.1,203.1,0.6,1850,2609,2223,2225,379,0.0698,0.01209,1.147626667,5.7089,1.7778,3.9311,0.6302,86.18,-1.001546355,0.69,0.0667,0.542403176,2.91,0.542342715,2.91,3.1172,5.6983,1.2611,-0.759592409,0.3797,0.0141,0.0289,205.1
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_180,E,180,1.8,2,1.2,0.37333,44,45.2,44.6,204,205.2,204.6,204,205.2,204.6,204.6,0.6,1872,2629,2246,2247,378,0.0694,0.01189,1.147626667,5.7995,1.9294,3.8701,0.7818,83.19,-0.646642138,0.84,0.0494,0.282240622,2.67,0.282037614,2.67,3.3117,6.0853,1.1686,-0.52900098,0.4456,0.0164,0.0337,205.9
Isla Hermite,HER42PB,HER42PB1E,HER42PB1E_181,E,181,1.9,2.1,1.1,0.37333,45.5,46.6,46.1,205.5,206.6,206.1,205.5,206.6,206.1,206.1,0.6,1888,2655,2268,2269,383,0.0699,0.012,1.147626667,5.6207,1.7954,3.8253,0.6478,85.52,-0.923206293,0.72,0.0459,0.781383392,3.13,0.781111783,3.13,3.454,6.3899,1.1075,-0.859583382,0.3563,0.0131,0.0272,207.2
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_188,F,188,2.3,2.1,1.2,0.18,6.7,7.9,7.3,206.7,207.9,207.3,206.7,207.9,207.3,207.3,0.6,1896,2678,2286,2286,391,0.0697,0.01212,1.147626667,6.4253,1.9191,4.5062,0.7715,85.38,-0.906588705,0.73,0.06,-0.013225828,2.39,-0.01291241,2.4,4.4562,8.5716,1.0112,-0.957533724,0.3417,0.0121,0.0259,214.7
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_189,F,189,2,2.4,1.2,0.18,8.1,9.3,8.7,208.1,209.3,208.7,208.1,209.3,208.7,208.7,0.6,1905,2702,2305,2306,398,0.0691,0.01213,1.147626667,7.0825,2.0175,5.065,0.8699,85.34,-0.901840822,0.73,0.0393,0.861767647,3.2,0.861637821,3.2,4.5593,8.8176,1.1109,-0.837136429,0.3785,0.0132,0.0285,216
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_190,F,190,2.2,2.1,1.3,0.18,9.5,10.7,10.1,209.5,210.7,210.1,209.5,210.7,210.1,210.1,0.6,1918,2725,2326,2326,403,0.0645,0.01138,1.147626667,7.5286,2.1446,5.384,0.997,84.38,-0.787891642,0.78,0.0519,0.731414801,3.08,0.731485271,3.08,4.5358,8.8131,1.187,-0.639875325,0.4381,0.0142,0.0308,216.9
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_191,F,191,2.2,2.1,1.3,0.18,10.9,12.2,11.5,210.9,212.2,211.5,210.9,212.2,211.6,211.6,0.7,1953,2736,2350,2349,392,0.064,0.01087,1.147626667,7.234,2.2986,4.9354,1.151,81.09,-0.397378307,0.95,0.0452,0.758571644,3.1,0.7586394,3.11,4.7173,9.2128,1.0462,-0.475264334,0.4887,0.0156,0.0339,217.3
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_192,F,192,2.3,2.1,1.2,0.18,12.4,13.5,12.9,212.4,213.5,212.9,212.4,213.5,213.0,213.0,0.6,1981,2750,2372,2371,385,0.0645,0.01065,1.147626667,6.6592,2.1686,4.4906,1.021,81.48,-0.443670161,0.93,0.1096,-0.454252954,1.99,-0.453932923,1.99,4.2706,8.3853,1.0515,-0.508594659,0.4814,0.0154,0.0336,217.9
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_193,F,193,2.2,2.1,1.3,0.18,13.7,15,14.4,213.7,215,214.4,213.7,215.0,214.4,214.4,0.7,2003,2764,2396,2393,381,0.064,0.01038,1.147626667,7.0187,2.2071,4.8116,1.0595,81.95,-0.49945778,0.9,0.0518,0.141025039,2.54,0.141585222,2.54,4.6082,9.0897,1.0441,-0.571174044,0.465,0.0147,0.0321,218.5
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_194,F,194,2,2.2,1.3,0.18,15.2,16.4,15.8,215.2,216.4,215.8,215.2,216.4,215.8,215.8,0.6,2022,2778,2419,2415,378,0.0643,0.01026,1.147626667,6.7106,1.8994,4.8112,0.7518,86.49,-1.038342444,0.68,0.0222,1.06327142,3.38,1.062952917,3.39,4.2249,8.3716,1.1388,-0.92488361,0.3615,0.0114,0.0251,219.1
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_195,F,195,2,2,1.2,0.18,16.6,17.8,17.2,216.6,217.8,217.2,216.6,217.8,217.2,217.2,0.6,2038,2791,2447,2437,377,0.0645,0.01014,1.147626667,5.7954,1.7417,4.0537,0.5941,87.22,-1.1249913,0.64,0.0341,1.111067463,3.43,1.110706731,3.43,3.4327,6.8277,1.1809,-0.957533724,0.3529,0.0112,0.0245,219.6
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_196,F,196,2.2,1.8,1.2,0.18,17.9,19.1,18.5,217.9,219.1,218.5,217.9,219.1,218.5,218.5,0.6,2056,2806,2470,2458,375,0.0642,0.00997,1.147626667,6.103,1.8633,4.2397,0.7157,85.56,-0.927954176,0.72,0.0301,1.204487002,3.51,1.204341659,3.52,3.6744,7.3469,1.1539,-0.809928001,0.3992,0.0125,0.0276,220.5
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_197,F,197,2,2.4,1.2,0.18,19.3,20.5,19.9,219.3,220.5,219.9,219.3,220.5,219.9,219.9,0.6,2073,2832,2491,2479,379,0.0547,0.00852,1.147626667,7.1665,1.9985,5.168,0.8509,85.86,-0.963563295,0.71,0.0354,0.99755186,3.32,0.997408467,3.33,4.4562,8.9727,1.1597,-0.836456218,0.394,0.0104,0.0232,221.9
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_198,F,198,2.3,2.2,1.2,0.18,20.7,21.9,21.3,220.7,221.9,221.3,220.7,221.9,221.3,221.3,0.6,2120,2841,2515,2504,361,0.0547,0.00802,1.147626667,6.8048,1.8865,4.9183,0.7389,86.94,-1.091756122,0.65,0.0185,1.460304461,3.75,1.459965013,3.75,4.5702,9.2546,1.0762,-1.035077744,0.3355,0.0088,0.0196,222.2
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_199,F,199,2.1,2.4,1.2,0.18,22,23.2,22.6,222,223.2,222.6,222,223.2,222.6,222.6,0.6,2153,2851,2539,2529,349,0.0544,0.00766,1.147626667,7.2853,1.9858,5.2995,0.8382,86.34,-1.020537885,0.68,0.039,0.990491081,3.32,0.990854022,3.32,4.6635,9.4879,1.1364,-0.912639817,0.3746,0.0098,0.0218,222.5
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_200,F,200,2.4,1.8,1.2,0.18,23.4,24.6,24,223.4,224.6,224,223.4,224.6,224.0,224.0,0.6,2190,2867,2565,2554,338,0.0545,0.00736,1.147626667,6.1136,1.7257,4.3879,0.5781,88.36,-1.260305951,0.58,0.0331,1.194167402,3.5,1.194041817,3.51,4.0559,8.2801,1.0819,-1.165678199,0.2981,0.0078,0.0173,222.7
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_201,F,201,2.3,2.1,1.1,0.18,24.8,25.9,25.3,224.8,225.9,225.3,224.8,225.9,225.4,225.4,0.6,2212,2879,2589,2579,334,0.0544,0.00717,1.147626667,6.3178,1.7612,4.5566,0.6136,88.13,-1.233005626,0.59,0.0032,2.472168423,4.68,2.472158589,4.68,4.0849,8.3883,1.1155,-1.113301975,0.316,0.0082,0.0183,223.5
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_202,F,202,2.2,2.2,1.2,0.18,26.1,27.3,26.7,226.1,227.3,226.7,226.1,227.3,226.7,226.7,0.6,2229,2894,2616,2603,333,0.0543,0.00708,1.147626667,7.5164,1.9553,5.5611,0.8077,87.32,-1.136861006,0.63,0.0105,1.985517801,4.23,1.985256962,4.23,4.4562,9.1955,1.2479,-0.902436657,0.3831,0.0098,0.0221,224.4
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_203,F,203,1.9,2.3,1.3,0.18,27.5,28.7,28.1,227.5,228.7,228.1,227.5,228.7,228.1,228.1,0.6,2251,2917,2643,2629,333,0.0546,0.00707,1.147626667,6.631,1.7379,4.8931,0.5903,89.24,-1.364759366,0.54,0.0224,1.44672604,3.74,1.446856123,3.74,4.3273,8.9662,1.1307,-1.207171052,0.2895,0.0074,0.0168,225.1
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_204,F,204,2.1,2.3,1.2,0.18,28.9,30.1,29.5,228.9,230.1,229.5,228.9,230.1,229.5,229.5,0.6,2264,2952,2669,2655,344,0.0561,0.00741,1.147626667,6.8058,1.799,5.0068,0.6514,88.49,-1.275736569,0.58,0.0287,1.522222063,3.81,1.522700415,3.81,4.3544,9.0702,1.1498,-1.117383239,0.3191,0.0084,0.019,226.5
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_205,F,205,2.1,2.3,1.2,0.18,30.3,31.5,30.9,230.3,231.5,230.9,230.3,231.5,230.9,230.9,0.6,2304,2968,2694,2679,332,0.0571,0.00723,1.147626667,7.0249,1.8274,5.1975,0.6798,88.43,-1.268614745,0.58,0.0188,1.491806399,3.78,1.491800889,3.78,4.5593,9.5471,1.14,-1.120784293,0.3197,0.0085,0.0193,227.1
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_206,F,206,2.3,2.2,1.3,0.18,31.6,32.9,32.3,231.6,232.9,232.3,231.6,232.9,232.3,232.3,0.7,2358,2976,2719,2704,309,0.0571,0.00668,1.147626667,7.5972,2.0726,5.5246,0.925,85.66,-0.939823882,0.72,0.0466,0.951385228,3.28,0.951527352,3.28,5.0521,10.6322,1.0935,-0.889512653,0.3945,0.0105,0.0237,227.2
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_207,F,207,2.3,2.3,1.2,0.18,33.1,34.3,33.7,233.1,234.3,233.7,233.1,234.3,233.7,233.7,0.6,2408,2984,2743,2729,288,0.0569,0.00615,1.147626667,8.2547,2.8891,5.3656,1.7415,75.5,0.266138273,1.23,0.0888,-0.689431213,1.77,-0.689892942,1.77,4.9832,10.5444,1.0767,0.242357959,0.757,0.0199,0.0452,227.4
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_208,F,208,2.2,2.2,1.2,0.18,34.5,35.7,35.1,234.5,235.7,235.1,234.5,235.7,235.1,235.1,0.6,2439,2996,2767,2753,279,0.0573,0.00595,1.147626667,7.8459,2.814,5.0319,1.6664,75.12,0.311243156,1.24,0.1149,-0.50856664,1.94,-0.508241181,1.94,4.3693,9.2804,1.1516,0.459345174,0.8291,0.0219,0.0498,227.8
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_209,F,209,2.2,2.1,1.1,0.18,35.8,36.9,36.4,235.8,236.9,236.4,235.8,236.9,236.4,236.4,0.6,2465,3006,2789,2776,271,0.0569,0.00568,1.147626667,7.0842,2.7402,4.344,1.5926,73.17,0.542702428,1.34,0.0911,-0.964801598,1.52,-0.964243283,1.52,3.8992,8.3151,1.1141,0.643002064,0.8914,0.0232,0.053,228.2
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_210,F,210,2.3,2.2,1.2,0.18,37.1,38.3,37.7,237.1,238.3,237.7,237.1,238.3,237.7,237.7,0.6,2483,3019,2814,2799,268,0.0573,0.00562,1.147626667,7.4522,2.6081,4.8441,1.4605,76.83,0.10827118,1.16,0.1114,-0.69160376,1.77,-0.691765641,1.77,4.4692,9.5841,1.0839,0.087950129,0.7171,0.0187,0.0429,229.3
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_211,F,211,2.2,2.2,1.1,0.18,38.4,39.5,39,238.4,239.5,239,238.4,239.5,239.0,239.0,0.6,2499,3039,2838,2822,270,0.0598,0.00585,1.147626667,7.1152,2.4657,4.6495,1.3181,77.91,-0.019921648,1.1,0.0671,-0.132715936,2.28,-0.132765118,2.29,4.0849,8.7968,1.1382,0.06006149,0.711,0.0193,0.0444,230.1
Isla Hermite,HER42PB,HER42PB1F,HER42PB1F_212,F,212,2.2,2.2,1.2,0.18,39.7,40.9,40.3,239.7,240.9,240.3,239.7,240.9,240.3,240.3,0.6,2525,3059,2860,2844,267,0.0702,0.00676,1.147626667,7.7151,2.7011,5.014,1.5535,76.35,0.165245769,1.18,0.1076,-0.481952934,1.96,-0.482023401,1.96,4.4562,9.6411,1.1252,0.236236063,0.7716,0.0245,0.0565,231
