"Location","Site","Section","sample","min_depth","max_depth","midpoint","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,4.91943438960726,0.245971719480363,5.98648896291614,0.299324448145807,5.12182454953233,4.01998553236092,6.22366356670374
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,4.66670819529739,0.233335409764869,5.70893088550853,0.285446544275426,4.96678776625192,3.86675942034052,6.06681611216332
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,4.97276963409089,0.248638481704544,5.40871210387492,0.270435605193746,5.15454345610549,4.05226346894027,6.25682344327071
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,4.96151247492955,0.248075623746478,5.58034523665826,0.279017261832913,5.14763766721402,4.0454524570443,6.24982287738374
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,3.59517412503565,0.179758706251782,4.84131855261058,0.242065927630529,4.30944713766216,3.21194626189383,5.4069480134305
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,4.86787075164447,0.243393537582224,5.67965665008532,0.283982832504266,5.090192448294,3.98876028179491,6.1916246147931
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,5.10254961128849,0.255127480564424,5.43800434552031,0.271900217276016,5.23415795848767,4.13071956653164,6.33759635044369
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,4.28474299799032,0.214237149899516,4.81827188818807,0.240913594409403,4.7324683452783,3.63429906589619,5.83063762466041
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,4.23497210859075,0.211748605429538,5.21188830357779,0.26059441517889,4.70193601911961,3.6039309447443,5.79994109349491
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,4.22214926198219,0.211107463099109,5.4167905304271,0.270839526521355,4.6940697474966,3.59610405897195,5.79203543602125
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,4.31906186640126,0.215953093320063,5.10683833096735,0.255341916548368,4.7535215130308,3.65522851417071,5.85181451189088
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,4.21146388212586,0.210573194106293,5.56048994969048,0.278024497484524,4.68751472091703,3.58958093903972,5.78544850279434
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,4.42664179582165,0.221332089791083,5.41583302408323,0.270791651204162,4.81951722925806,3.72078093004588,5.91825352847024
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,4.47919551349563,0.223959775674781,4.99110200438347,0.249555100219174,4.85175670233622,3.75277328713956,5.95074011753289
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,4.55864594431328,0.227932297215664,4.85134478435307,0.242567239217653,4.90049616623647,3.80110111630415,5.99989121616879
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,4.1886528896501,0.209432644482505,4.96648509202531,0.248324254601266,4.6735211461452,3.57565269786933,5.77138959442108
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,4.0236732010685,0.201183660053425,4.78959706250124,0.239479853125062,4.57231311626867,3.47480440679144,5.6698218257459
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,4.15653397335577,0.207826698667789,4.04506955720792,0.202253477860396,4.65381755555253,3.55603467924259,5.75160043186247
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,3.35351108465512,0.167675554232756,3.75712401131568,0.187856200565784,4.1611971293056,3.0631106809912,5.25928357762001
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,4.15972693476106,0.207986346738053,5.19857295287879,0.259928647643939,4.65577630172352,3.55798525481507,5.75356734863197
"Bird Island","BI10","BI10.13",519,491,492,491.5,4.30958186536844,0.215479093268422,5.05059087800569,0.252529543900284,4.74770593514961,3.64944796774154,5.84596390255768
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,4.60905672558431,0.230452836279216,4.51909038539595,0.225954519269798,4.93142103887286,3.83174108165376,6.03110099609196
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,4.5027932122759,0.225139660613795,4.75947508813689,0.237973754406845,4.86623288800311,3.76713199210678,5.96533378389943
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,4.76293410966696,0.238146705483348,5.24342925947202,0.262171462973601,5.02581827661438,3.9251548797948,6.12648167343397
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,3.65615987901224,0.182807993950612,4.45545756470698,0.222772878235349,4.34685930678172,3.24943899070937,5.44427962285406
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,3.90865667269555,0.195432833634778,4.48175304954835,0.224087652477417,4.50175536252369,3.40438014725179,5.59913057779559
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,4.5562364449799,0.227811822248995,4.59882066624069,0.229941033312034,4.89901804076165,3.79963614750676,5.99839993401655
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,4.76437478364921,0.238218739182461,4.63502467965895,0.231751233982948,5.02670206889628,3.92602865576915,6.12737548202341
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,3.21564508319943,0.160782254159972,4.32068196265835,0.216034098132918,4.07662219457123,2.97801133427297,5.1752330548695
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,3.58561040655618,0.179280520327809,4.09343747235356,0.204671873617678,4.30358020268415,3.20606423558597,5.40109616978234
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,3.58796035228645,0.179398017614323,4.24957546676461,0.21247877333823,4.30502179455357,3.20750959736813,5.40253399173901
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,4.19220417612514,0.209610208806257,4.76538755711635,0.238269377855817,4.67569970952325,3.57782133880009,5.77357808024641
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,3.86078896124527,0.193039448062264,4.59410380507975,0.229705190253987,4.47239055518145,3.37504248680624,5.56973862355666
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,4.43545010775438,0.221772505387719,4.75910689981952,0.237955344990976,4.82492075441266,3.72614443569206,5.92369707313327
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,4.23896510547744,0.211948255273872,4.76035315427974,0.238017657713987,4.70438555306939,3.60636796978523,5.80240313635354
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,3.5753304176634,0.17876652088317,4.36564537331801,0.218282268665901,4.29727386623792,3.19974093446795,5.39480679800789
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,3.31117627762188,0.165558813881094,4.45041595281218,0.222520797640609,4.13522652376092,3.03699374370381,5.23345930381803
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,3.57981876734024,0.178990938367012,4.58628709511952,0.229314354755976,4.30002727807967,3.20250184795041,5.39755270820894
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,3.80918064352652,0.190459032176326,4.422208712926,0.2211104356463,4.44073104481104,3.34339353535558,5.53806855426649
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,3.48285036460533,0.174142518230267,4.27540117901784,0.213770058950892,4.24054128264927,3.14282112356498,5.33826144173357
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,4.09006066948646,0.204503033474323,4.53129528893493,0.226564764446746,4.61303900770924,3.5154093734546,5.71066864196387
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,3.98900379801286,0.199450189900643,4.43133815582567,0.221566907791284,4.55104491040392,3.45358658916999,5.64850323163784
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,3.92354029515617,0.196177014757809,4.45581737942246,0.222790868971123,4.51088583258104,3.41349877292764,5.60827289223444
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,3.60930676423455,0.180465338211727,4.34880584839996,0.217440292419998,4.31811691139355,3.2206371166406,5.4155967061465
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,3.5499822078822,0.17749911039411,4.40464129326249,0.220232064663125,4.28172381644144,3.1841457639661,5.37930186891677
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,3.79963644920349,0.189981822460174,4.34232863150344,0.217116431575172,4.43487608707353,3.33753840324207,5.53221377090498
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,4.1588720345385,0.207943601726925,4.93692510621344,0.246846255310672,4.65525185675693,3.557463004763,5.75304070875086
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,3.79900492832052,0.189950246416026,4.16130113530213,0.208065056765107,4.43448867584164,3.33715095705204,5.53182639463123
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,3.08934895895236,0.154467447947618,4.14395423086581,0.207197711543291,3.9991448879647,2.89993245599547,5.09835731993393
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,3.16822619930415,0.158411309965207,4.45059669950208,0.222529834975104,4.0475327238658,2.94870957288508,5.14635587484653
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,3.01496951994706,0.150748475997353,4.154899545813,0.20774497729065,3.95351626210313,2.85389541490813,5.05313710929812
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,3.67577127891002,0.183788563945501,4.33843526535289,0.216921763267644,4.35889006743983,3.26148989826203,5.45629023661763
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,3.23504117450259,0.161752058725129,4.23523013730259,0.211761506865129,4.08852087255381,2.9899921409419,5.18704960416572
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,3.17913483290815,0.158956741645408,4.24594028663762,0.212297014331881,4.05422470713476,2.95545183924403,5.15299757502549
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,3.03674952866525,0.151837476433262,4.24824407457561,0.21241220372878,3.96687737214045,2.86738026955666,5.06637447472423
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,3.76717192457869,0.188358596228934,4.57955279570953,0.228977639785476,4.41496048045309,3.31761723319206,5.51230372771411
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2.75791903354969,0.137895951677484,4.12947461630102,0.206473730815051,3.79582670934213,2.69448616938602,4.89716724929823
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,3.26033090866315,0.163016545433157,4.39800064266732,0.219900032133366,4.10403505004133,3.00560929721708,5.20246080286558
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,3.38967919774368,0.169483959887184,4.29656155377964,0.214828077688982,4.18338473010371,3.08541297175742,5.28135648845
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,3.02164491543718,0.151082245771859,4.6690651258796,0.23345325629398,3.95761133363593,2.85802877839668,5.05719388887518
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,3.03133215549312,0.151566607774656,4.35926124695373,0.217963062347687,3.96355404385337,2.86402648320327,5.06308160450346
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,3.67439322750934,0.183719661375467,4.3011659163466,0.21505829581733,4.35804469145124,3.26064319814933,5.45544618475315
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2.90964663106437,0.145482331553218,4.69351700649603,0.234675850324802,3.88890514435666,2.78863743521636,4.98917285349695
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,3.22556173378658,0.161278086689329,4.23268632605027,0.211634316302513,4.08270563840319,2.98413710952989,5.18127416727648
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,3.56940295020382,0.178470147510191,4.16109758192109,0.208054879096055,4.29363761677655,3.19609455319746,5.39118068035564
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,3.36118156445307,0.168059078222654,4.21806225104214,0.210903112552107,4.16590264278567,3.06784131287037,5.26396397270097
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,3.5546174739441,0.177730873697205,4.30995319020873,0.215497659510436,4.28456735524377,3.18699790339831,5.38213680708923
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2.91968165810479,0.145984082905239,5.22200842792697,0.261100421396349,3.89506120711354,2.79485858956358,4.99526382466349
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3.12865677149133,0.156432838574566,4.35212386715512,0.217606193357756,4.02325856098728,2.92424576661584,5.12227135535872
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,2.72302464646893,0.136151232323446,4.30075669307204,0.215037834653602,3.77442048533628,2.6728097217907,4.87603124888186
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,2.65039344288614,0.132519672144307,4.38715675797442,0.219357837898721,3.72986432763363,2.62766298043959,4.83206567482768
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,2.71848714954532,0.135924357477266,4.22512142824753,0.211256071412377,3.77163692374662,2.66999037697952,4.87328347051372
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,2.83593157546937,0.141796578773468,4.14074893577784,0.207037446788892,3.84368408949136,2.74291592036016,4.94445225862256
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3.6894640245235,0.184473201226175,4.1850879428486,0.20925439714243,4.36728998514519,3.26990222092033,5.46467774937004
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3.32446075360401,0.166223037680201,4.42591346474246,0.221295673237123,4.14337598539255,3.04519052687444,5.24156144391066
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,2.73219237316287,0.136609618658143,4.20961172670887,0.210480586335443,3.78004449617735,2.67850557775762,4.88158341459709
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3.42708435671015,0.171354217835507,4.36105066359568,0.218052533179784,4.20633120599272,3.10846804801747,5.30419436396798
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3.19505734289591,0.159752867144796,4.42608805617884,0.221304402808942,4.06399249055347,2.96529146617188,5.16269351493506
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3.89287307483287,0.194643653741644,4.5561357035539,0.227806785177695,4.49207279579212,3.39470837721658,5.58943721436766
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3.77722488126316,0.188861244063158,4.36641684063244,0.218320842031622,4.42112754228486,3.32378683889704,5.51846824567267
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3.16669371825282,0.158334685912641,4.41825611125441,0.220912805562721,4.0465926118474,2.94776232772537,5.14542289596943
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3.39428580536553,0.169714290268276,4.41277308151556,0.220638654075778,4.18621068817061,3.08825285418344,5.28416852215778
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3.58808436789624,0.179404218394812,4.75048291191367,0.237524145595684,4.30509787286144,3.20758587351107,5.40260987221181
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,2.99534890828233,0.149767445414116,4.02738629464842,0.201369314732421,3.94147985041735,2.84174458532128,5.04121511551341
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,3.52463463256781,0.17623173162839,4.26308549424532,0.213154274712266,4.26617415586338,3.1685463036938,5.36380200803297
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,3.51562916272619,0.175781458136309,4.22954356265997,0.211477178132998,4.26064968270781,3.16300301112347,5.35829635429216
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,3.68041214140093,0.184020607070046,4.38318300353866,0.219159150176933,4.3617370394136,3.26434122770368,5.45913285112351
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,3.78966692022255,0.189483346011127,4.37286207921166,0.218643103960583,4.42876020459349,3.33142162961037,5.52609877957662
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4.08160113113431,0.204080056556715,4.61991954902129,0.230995977451065,4.60784944032887,3.51023699988426,5.70546188077347
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,3.65885624684759,0.18294281234238,4.37065565207022,0.218532782603511,4.34851341389505,3.25109603400282,5.44593079378729
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,3.5082988139383,0.175414940696915,5.4783978067488,0.27391989033744,4.25615282515215,3.15849039873265,5.35381525157164
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,3.41703486813857,0.170851743406929,4.97716138611071,0.248858069305536,4.20016627170087,3.10227493685771,5.29805760654404
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4.06835107543454,0.203417553771727,4.50127236594366,0.225063618297183,4.59972109407814,3.5021345364901,5.69730765166618
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,3.93012999548167,0.196506499774083,4.32700705400485,0.216350352700243,4.51492833377106,3.41753551440033,5.61232115314179
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,2.53220809162667,0.126610404581333,4.6327935337426,0.23163967668713,3.65736263567341,2.55411921557831,4.7606060557685
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,4.43146125270999,0.2215730626355,4.81541218730893,0.240770609365447,4.82247376130717,3.72371563526145,5.92123188735289
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,4.62485197941049,0.231242598970525,4.73741078774263,0.236870539387132,4.94111075604284,3.84133774102214,6.04088377106355
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,4.701995163736,0.2350997581868,4.9219078124665,0.246095390623325,4.98843482224221,3.88818137058745,6.08868827389697
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,4.01504726055119,0.200752363027559,4.7117658762258,0.23558829381129,4.56702146822948,3.46952611402175,5.6645168224372
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,3.8806836032672,0.19403418016336,4.51569015228227,0.225784507614114,4.48459507284934,3.38723774983847,5.58195239586022
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,3.59505033130861,0.179752516565431,4.41261711373418,0.220630855686709,4.30937119546993,3.2118701286149,5.40687226232497
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,4.33615413402306,0.216807706701153,4.75005648647564,0.237502824323782,4.7640068930615,3.66564908224956,5.86236470387343
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,4.10091182212784,0.205045591106392,4.43362441010665,0.221681220505332,4.61969572884967,3.52204327682464,5.7173481808747
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,4.20087657187797,0.210043828593898,4.52246248620161,0.226123124310081,4.68101985587581,3.58311686833599,5.77892284341562
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,3.99364018984955,0.199682009492478,4.38350115444047,0.219175057722024,4.55388913982125,3.45642458737207,5.65135369227044
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,4.0786301242911,0.203931506214555,4.50288913921168,0.225144456960584,4.6060268538521,3.50842032823521,5.70363337946898
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,4.15915182677652,0.207957591338826,4.46728823250449,0.223364411625225,4.65542349740814,3.55763392764703,5.75321306716925
