Location,Site,label,ID,section_depth,field_depth,depth,SH20_mean_age,surface,validity,qc,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,coh_inc,Total_scatter
Marion Island,PB1,PB1_1A,ACE_ITRAX_16142,8,8,8,-32.27,6.26,1,TRUE,24213,58289,1.82,0.000841155,0.003076855,0.001970073,0.001970073,0.040087657,0,0.000110678,0.002833363,0.019567912,1,0.144169471,6.936281284,0.144169471,51689
Marion Island,PB1,PB1_1A,ACE_ITRAX_16143,8.1,8.1,8.1,-31.23,6.26,1,TRUE,24364,57686,1.53,0.00110266,0.002520365,0.000675098,0.001282686,0.04469148,0,0.000337549,0.003713038,0.019442819,1,0.145911157,6.853485503,0.145911157,50922
Marion Island,PB1,PB1_1A,ACE_ITRAX_16144,8.2,8.2,8.2,-30.2,6.26,1,TRUE,24008,58405,1.16,0.00095435,0.002135927,0.000568066,0.001067963,0.054829694,0,0.000658956,0.00277216,0.025744734,1,0.148446909,6.736415123,0.148446909,50542
Marion Island,PB1,PB1_1A,ACE_ITRAX_16145,8.3,8.3,8.3,-29.17,6.26,1,TRUE,24049,58731,1.2,0.001010169,0.002895818,0.001032617,0.001099962,0.054840954,0,0,0.001571374,0.022942061,1,0.150694772,6.635930285,0.150694772,51260
Marion Island,PB1,PB1_1A,ACE_ITRAX_16146,8.4,8.4,8.4,-28.13,6.27,1,TRUE,24083,57535,1.18,0.000843247,0.004239026,0.001230685,0.000364647,0.058776608,0,0,0.001390218,0.021400246,1,0.145403163,6.877429467,0.145403163,50258
Marion Island,PB1,PB1_1A,ACE_ITRAX_16147,8.5,8.5,8.5,-27.1,6.26,1,TRUE,22697,55355,1.35,0.000616406,0.003319109,0.002038881,0.000877193,0.045922238,0,0,0,0.026458037,1,0.155761024,6.420091324,0.155761024,48750
Marion Island,PB1,PB1_1A,ACE_ITRAX_16148,8.6,8.6,8.6,-26.06,6.25,1,TRUE,20326,49517,1.3,0.000935916,0.001637853,0.000259977,0.000285974,0.032705057,0,0.00155986,0,0.026205641,1,0.152398284,6.561753668,0.152398284,44327
Marion Island,PB1,PB1_1A,ACE_ITRAX_16149,8.7,8.7,8.7,-25.03,6.24,1,TRUE,21525,53210,1.2,0.000933615,0.00312024,0.000909046,0.000589652,0.045698,0,0.000368532,0.002137487,0.023708909,1,0.148862464,6.717610167,0.148862464,46761
Marion Island,PB1,PB1_1A,ACE_ITRAX_16150,8.8,8.8,8.8,-23.99,6.23,1,TRUE,22234,53768,1.21,0.00116296,0.002713573,0.001090275,0.000847991,0.046518389,0,0,0,0.023210738,1,0.14706595,6.799670511,0.14706595,47344
Marion Island,PB1,PB1_1A,ACE_ITRAX_16151,8.9,8.9,8.9,-22.96,6.23,1,TRUE,22648,54506,1.29,0.000448029,0.002876816,0.000730994,0.000235805,0.039355782,0,0.002523109,0.001886437,0.020255612,1,0.145632899,6.866580311,0.145632899,48584
Marion Island,PB1,PB1_1A,ACE_ITRAX_16152,9,9,9,-21.92,6.24,1,TRUE,23290,55962,1.24,0.00088891,0.002643337,0.001029264,0.000771948,0.041755363,0,0,0.001637465,0.022480058,1,0.152237479,6.568684696,0.152237479,49257
Marion Island,PB1,PB1_1A,ACE_ITRAX_16153,9.1,9.1,9.1,-20.89,6.26,1,TRUE,23055,54752,1.24,0.000830466,0.002633764,0.000949104,0.000901649,0.051536363,0,0,0.001755843,0.020168466,1,0.146280698,6.836171938,0.146280698,48310
Marion Island,PB1,PB1_1A,ACE_ITRAX_16154,9.2,9.2,9.2,-19.86,6.28,1,TRUE,23122,55909,1.31,0.000919725,0.002452599,0.001155551,0.000306575,0.06228186,0,0,0.004433544,0.02058768,1,0.147651165,6.772720013,0.147651165,48665
Marion Island,PB1,PB1_1A,ACE_ITRAX_16155,9.3,9.3,9.3,-18.82,6.3,1,TRUE,23650,57386,1.22,0.000368638,0.002672626,0.001175034,0.000783356,0.064235191,0,0.002303988,0.000898555,0.02151925,1,0.150980347,6.623378605,0.150980347,49956
Marion Island,PB1,PB1_1A,ACE_ITRAX_16156,9.4,9.4,9.4,-17.79,6.31,1,TRUE,23456,57311,1.28,0.000860926,0.003024874,0.001652046,0.000651511,0.074016334,9.31E-05,0.000581706,0.005049212,0.022244456,1,0.150382763,6.649698283,0.150382763,49440
Marion Island,PB1,PB1_1A,ACE_ITRAX_16157,9.5,9.5,9.5,-16.75,6.33,1,TRUE,23271,56132,1.31,0.000522156,0.002658249,0.00113925,0.0007595,0.074169891,0,0,0.004604467,0.01870268,1,0.148434719,6.73696834,0.148434719,48387
Marion Island,PB1,PB1_1A,ACE_ITRAX_16158,9.6,9.6,9.6,-15.72,6.34,1,TRUE,23427,57046,1.21,0.000752941,0.004329412,0.002447059,0.001694118,0.081670588,0,0,0.005694118,0.020329412,1,0.149647059,6.682389937,0.149647059,48860
Marion Island,PB1,PB1_1A,ACE_ITRAX_16159,9.7,9.7,9.7,-14.68,6.33,1,TRUE,23105,56362,1.29,0.0006378,0.002031512,0.001275601,0,0.069024166,0,0.000141733,0,0.024850589,1,0.15295396,6.537915058,0.15295396,48808
Marion Island,PB1,PB1_1A,ACE_ITRAX_16160,9.8,9.8,9.8,-13.65,6.31,1,TRUE,23252,56728,1.25,0.000686504,0.002935398,0.001515044,0.000284071,0.074166134,0,0,0.008167034,0.024146012,1,0.147835144,6.764291433,0.147835144,48488
Marion Island,PB1,PB1_1A,ACE_ITRAX_16161,9.9,9.9,9.9,-12.62,6.3,1,TRUE,23335,56919,1.29,0.000755626,0.003305863,0.002077971,0.000637559,0.076766866,0,0,0.003589223,0.020567192,1,0.151691894,6.592310087,0.151691894,48773
Marion Island,PB1,PB1_1A,ACE_ITRAX_16162,10,10,10,-11.58,6.3,1,TRUE,23486,57516,1.25,0.000928936,0.003367394,0.002066883,0.000185787,0.074431026,0,0,0.002508128,0.021969345,1,0.150116117,6.661509901,0.150116117,49524
Marion Island,PB1,PB1_1A,ACE_ITRAX_16163,10.1,10.1,10.1,-10.41,6.32,1,TRUE,23280,56815,1.38,0.000978474,0.003354767,0.002213214,0.000675613,0.06795732,0,0,0.002026838,0.027071102,1,0.146561364,6.823080591,0.146561364,49215
Marion Island,PB1,PB1_1A,ACE_ITRAX_16164,10.2,10.2,10.2,-9.23,6.32,1,TRUE,23268,56267,1.29,0.000865988,0.003896947,0.002237136,0.000673546,0.091818816,0.000192442,0,0.002501744,0.021914315,1,0.153400207,6.518896033,0.153400207,47948
Marion Island,PB1,PB1_1A,ACE_ITRAX_16165,10.3,10.3,10.3,-8.05,6.32,1,TRUE,22632,56145,1.36,0.00092195,0.004609748,0.002183565,0.001140306,0.100977752,0,0,0.00211078,0.018244899,1,0.149452896,6.691071429,0.149452896,47377
Marion Island,PB1,PB1_1A,ACE_ITRAX_16166,10.4,10.4,10.4,-6.88,6.34,1,TRUE,22729,56719,1.15,0.00086676,0.004478259,0.002046516,0.000625993,0.091635768,0,0.003467039,0.004959792,0.023089517,1,0.146939857,6.805505489,0.146939857,47637
Marion Island,PB1,PB1_1A,ACE_ITRAX_16167,10.5,10.5,10.5,-5.7,6.33,1,TRUE,23285,57193,1.15,0.000567121,0.003449987,0.001016092,0,0.077341147,0,0.002977386,0.008294147,0.022495806,1,0.153902502,6.497620144,0.153902502,48832
Marion Island,PB1,PB1_1A,ACE_ITRAX_16168,10.6,10.6,10.6,-4.53,6.32,1,TRUE,23831,58253,1.22,0.00059235,0.002984531,0.001799831,0.001070786,0.074727177,0,0,0.004237578,0.024559725,1,0.144601645,6.915550654,0.144601645,50240
Marion Island,PB1,PB1_1A,ACE_ITRAX_16169,10.7,10.7,10.7,-3.35,6.31,1,TRUE,23775,58038,1.25,0.001107088,0.002467883,0.001637567,0.001037895,0.071476348,0,0,0.004658994,0.025209309,1,0.145305256,6.882063492,0.145305256,49657
Marion Island,PB1,PB1_1A,ACE_ITRAX_16170,10.8,10.8,10.8,-2.17,6.32,1,TRUE,23268,56480,1.27,0.000494898,0.00308722,0.001743926,0.001084062,0.07317418,0,0,0.00466618,0.025876087,1,0.14587703,6.855088853,0.14587703,48623
Marion Island,PB1,PB1_1A,ACE_ITRAX_16171,10.9,10.9,10.9,-1,6.33,1,TRUE,23367,58288,1.26,0.000748775,0.002473226,0.001361409,0.000317662,0.062488655,0,0.000544563,0.008486114,0.025458341,1,0.142721002,7.006677266,0.142721002,50362
Marion Island,PB1,PB1_1A,ACE_ITRAX_16172,11,11,11,0.18,6.34,1,TRUE,23443,56628,1.27,0.000443811,0.00214898,0.001308075,0.000373736,0.066524959,0.000560604,0.000420453,0.005279017,0.016724674,1,0.145616781,6.867340391,0.145616781,49045
Marion Island,PB1,PB1_1A,ACE_ITRAX_16173,11.1,11.1,11.1,1.35,6.36,1,TRUE,23301,56313,1.31,0.001348179,0.003091513,0.000743823,0.000371911,0.066153739,0,0,0,0.020548104,1,0.146300644,6.835239911,0.146300644,49315
Marion Island,PB1,PB1_1A,ACE_ITRAX_16174,11.2,11.2,11.2,2.53,6.38,1,TRUE,23398,58446,1.23,0.000717244,0.002799565,0.001388214,0.001226256,0.077925083,0,0,0.008144189,0.022859258,1,0.148955369,6.713420317,0.148955369,49659
Marion Island,PB1,PB1_1A,ACE_ITRAX_16175,11.3,11.3,11.3,3.71,6.4,1,TRUE,23694,57695,1.28,0.000485493,0.003352214,0.001664547,0.001757022,0.078279968,0,0,0.00594151,0.019720264,1,0.143197318,6.983371004,0.143197318,49449
Marion Island,PB1,PB1_1A,ACE_ITRAX_16176,11.4,11.4,11.4,4.88,6.41,1,TRUE,22575,54399,1.47,0.000601323,0.002549609,0.001443175,0.000962117,0.049861696,0,0.002862297,0.003247144,0.023331329,1,0.145423933,6.876447238,0.145423933,47621
Marion Island,PB1,PB1_1A,ACE_ITRAX_16177,11.5,11.5,11.5,6.06,6.41,1,TRUE,22217,54102,1.38,0.000925768,0.002777304,0.001291203,0.001461739,0.060004385,0,0,0.002070797,0.024800838,1,0.154676347,6.465112616,0.154676347,47396
Marion Island,PB1,PB1_1A,ACE_ITRAX_16178,11.6,11.6,11.6,7.23,6.38,1,TRUE,22430,54388,1.15,0,0.001906141,0.001447702,0.000772108,0.063385209,0,0.001109905,0.000313669,0.024900471,1,0.144504765,6.92018701,0.144504765,47434
Marion Island,PB1,PB1_1A,ACE_ITRAX_16179,11.7,11.7,11.7,8.41,6.42,1,TRUE,21988,53521,1.42,0.000722219,0.002565124,0.001942521,0.000348658,0.070005479,0,0,0.003561289,0.017283459,1,0.149499427,6.688988839,0.149499427,46157
Marion Island,PB1,PB1_1A,ACE_ITRAX_16180,11.8,11.8,11.8,9.59,6.41,1,TRUE,22104,53975,1.36,0.000627368,0.002609852,0.001028884,0.000602274,0.08446887,0,0.001154358,0.004015157,0.024668122,1,0.148058922,6.754067797,0.148058922,45749
Marion Island,PB1,PB1_1A,ACE_ITRAX_16181,11.9,11.9,11.9,10.76,6.4,1,TRUE,22026,54890,1.35,0.000894632,0.003777336,0.002087475,0.000646123,0.092619284,0,0,0,0.018762425,1,0.152236581,6.568723474,0.152236581,46366
Marion Island,PB1,PB1_1A,ACE_ITRAX_16182,12,12,12,11.94,6.39,1,TRUE,22044,54661,1.38,0.000925231,0.004301075,0.002050513,0.000875219,0.097649412,0,0,0.003300825,0.02688172,1,0.154363591,6.478211566,0.154363591,46163
Marion Island,PB1,PB1_1A,ACE_ITRAX_16183,12.1,12.1,12.1,13.11,6.39,1,TRUE,22762,56934,1.32,0.000844676,0.003185636,0.002389227,0.001423883,0.104377836,0,0,0.004947389,0.019451685,1,0.151390096,6.605451937,0.151390096,47709
Marion Island,PB1,PB1_1A,ACE_ITRAX_16184,12.2,12.2,12.2,14.29,6.38,1,TRUE,23298,58800,1.35,0.000641864,0.004017592,0.003375728,0.000499227,0.127089029,0,0,0.007179365,0.016593367,1,0.154522762,6.471538462,0.154522762,48565
Marion Island,PB1,PB1_1A,ACE_ITRAX_16185,12.3,12.3,12.3,15.46,6.38,1,TRUE,23507,57776,1.28,0.000443293,0.002496442,0.002239798,0.000443293,0.090361867,0,0,0.005086209,0.019574905,1,0.148759945,6.722239649,0.148759945,49237
Marion Island,PB1,PB1_1A,ACE_ITRAX_16186,12.4,12.4,12.4,16.64,6.38,1,TRUE,23607,57795,1.41,0,0.003255422,0.001662841,0.000327884,0.091503115,0,0,0.002623074,0.021335894,1,0.15108436,6.618818788,0.15108436,49149
Marion Island,PB1,PB1_1A,ACE_ITRAX_16187,12.5,12.5,12.5,17.82,6.38,1,TRUE,23237,55718,1.32,0.000524221,0.002930874,0.001501179,0.000309767,0.076417185,0,0,0.001215241,0.022517692,1,0.144041747,6.942431762,0.144041747,48012
Marion Island,PB1,PB1_1A,ACE_ITRAX_16188,12.6,12.6,12.6,18.99,6.38,1,TRUE,23062,55307,1.28,0.000143954,0.002663148,0.001895393,0.000431862,0.076367562,0,0,0,0.021161228,1,0.1503119,6.6528332,0.1503119,47945
Marion Island,PB1,PB1_1A,ACE_ITRAX_16189,12.7,12.7,12.7,20.17,6.38,1,TRUE,23101,54956,1.38,0.000598917,0.003377893,0.000742657,0.00021561,0.066527718,0,0,0.00433616,0.014805232,1,0.147956495,6.758743523,0.147956495,47918
Marion Island,PB1,PB1_1A,ACE_ITRAX_16190,12.8,12.8,12.8,21.34,6.38,1,TRUE,23069,55296,1.23,0.000668481,0.003223034,0.001360837,0.00088335,0.068352194,0,0,0.00601633,0.020245428,1,0.150432125,6.647516267,0.150432125,48187
Marion Island,PB1,PB1_1A,ACE_ITRAX_16191,12.9,12.9,12.9,22.52,6.38,1,TRUE,23144,56553,1.37,0.000986796,0.002960387,0.001950096,0.000563883,0.074385602,0,0,0.004017668,0.021733001,1,0.1463747,6.831781701,0.1463747,48792
Marion Island,PB1,PB1_1A,ACE_ITRAX_16192,13,13,13,23.7,6.38,1,TRUE,23536,58105,1.3,0.00089982,0.002791749,0.001361266,0.000415302,0.080383923,0,0,0.005675788,0.023210742,1,0.147178257,6.794481894,0.147178257,49721
Marion Island,PB1,PB1_1A,ACE_ITRAX_16193,13.1,13.1,13.1,24.87,6.38,1,TRUE,23189,56284,1.25,0.000352642,0.002750611,0.001457589,0.000822832,0.072597329,0,0,0.004067143,0.021722776,1,0.145171149,6.888421053,0.145171149,48711
Marion Island,PB1,PB1_1A,ACE_ITRAX_16194,13.2,13.2,13.2,26.05,6.39,1,TRUE,22954,55677,1.46,0.00023667,0.002082692,0.001775022,0.000449672,0.067285163,0,0.00030767,0.003337041,0.023382955,1,0.14567013,6.864825345,0.14567013,48408
Marion Island,PB1,PB1_1A,ACE_ITRAX_16195,13.3,13.3,13.3,27.22,6.4,1,TRUE,22472,54981,1.28,0.000262812,0.002890933,0.002221957,0.000382272,0.065774698,0,0,0.005136782,0.019973719,1,0.145812926,6.858102573,0.145812926,47958
Marion Island,PB1,PB1_1A,ACE_ITRAX_16196,13.4,13.4,13.4,28.4,6.4,1,TRUE,21036,50990,1.64,0.00059686,0.00295835,0.001323472,0.001453224,0.062929804,0,0,0.001505125,0.025457376,1,0.150875827,6.627966976,0.150875827,44349
Marion Island,PB1,PB1_1A,ACE_ITRAX_16197,13.5,13.5,13.5,29.58,6.39,1,TRUE,20815,50646,1.2,0.000683635,0.003681111,0.001472444,0,0.073043753,0,0.001235801,0.001840555,0.020193521,1,0.146376735,6.831686725,0.146376735,43599
Marion Island,PB1,PB1_1A,ACE_ITRAX_16198,13.6,13.6,13.6,30.75,6.39,1,TRUE,21169,51569,1.3,0.00046238,0.003056847,0.000359629,0.000976136,0.075958797,0,0,0.001464204,0.023709831,1,0.145598397,6.868207481,0.145598397,44597
Marion Island,PB1,PB1_1A,ACE_ITRAX_16199,13.7,13.7,13.7,31.93,6.4,1,TRUE,21197,51575,1.32,0.000175932,0.002538454,0.001507992,0.000904795,0.053609128,0.000351865,0.000201066,0.001658792,0.021891022,1,0.145697195,6.863550112,0.145697195,45585
Marion Island,PB1,PB1_1A,ACE_ITRAX_16200,13.8,13.8,13.8,33.1,6.41,1,TRUE,21734,52931,1.18,0.000171851,0.001718508,0.000392802,0.000515553,0.043060909,0,0,0.002602313,0.022414259,1,0.151793386,6.587902313,0.151793386,46916
Marion Island,PB1,PB1_1A,ACE_ITRAX_16201,13.9,13.9,13.9,34.28,6.42,1,TRUE,22314,53547,1.54,0.0006027,0.002338476,0.001904532,0.000940212,0.044214079,0,0,0.001157184,0.020732883,1,0.147782064,6.766721044,0.147782064,47610
Marion Island,PB1,PB1_1A,ACE_ITRAX_16202,14,14,14,35.46,6.44,1,TRUE,22447,54639,1.38,0.000237366,0.002326189,0.001044411,0.001186831,0.050535261,0,0,0.001115621,0.017066629,1,0.148947281,6.713784861,0.148947281,48404
Marion Island,PB1,PB1_1A,ACE_ITRAX_16203,14.1,14.1,14.1,36.63,6.48,1,TRUE,22560,54961,1.23,0.000214092,0.001879252,0.00047576,0.000547124,0.048004187,0,0,0.00428184,0.020314953,1,0.155216709,6.442605364,0.155216709,48563
Marion Island,PB1,PB1_1A,ACE_ITRAX_16204,14.2,14.2,14.2,37.81,6.5,1,TRUE,22582,54710,1.37,0,0.001450999,0.001855376,0.000594672,0.055447193,0.000475737,0,0.000975262,0.025356803,1,0.149476689,6.690006365,0.149476689,48324
Marion Island,PB1,PB1_1A,ACE_ITRAX_16205,14.3,14.3,14.3,38.98,6.52,1,TRUE,22651,54301,1.46,0.000454295,0.002343208,0.002199747,0.00078904,0.053152572,0,0,0.001195514,0.026444779,1,0.146259235,6.837175086,0.146259235,47940
Marion Island,PB1,PB1_1A,ACE_ITRAX_16206,14.4,14.4,14.4,40.16,6.54,1,TRUE,22431,54059,1.34,0.000193391,0.002272343,0.001933909,0.000531825,0.054560398,0,0,0.003094254,0.022530036,1,0.148379143,6.739491691,0.148379143,47505
Marion Island,PB1,PB1_1A,ACE_ITRAX_16207,14.5,14.5,14.5,41.34,6.55,1,TRUE,22334,54238,1.29,0.000145008,0.002175121,0.001667593,0.00048336,0.06334437,0,0,0.003190178,0.021654542,1,0.148899147,6.715955202,0.148899147,47538
Marion Island,PB1,PB1_1A,ACE_ITRAX_16208,14.6,14.6,14.6,42.51,6.56,1,TRUE,21774,52905,1.33,0.000147098,0.001936797,0.002108412,0,0.06295815,0,0,0.003407782,0.025742234,1,0.143739734,6.957018591,0.143739734,46652
Marion Island,PB1,PB1_1A,ACE_ITRAX_16209,14.7,14.7,14.7,43.69,6.57,1,TRUE,21978,55008,1.31,0,0.001687372,0.00178519,0.000758094,0.09412599,0.000440184,0.001907464,0.002078646,0.019710457,1,0.149907072,6.670799347,0.149907072,47022
Marion Island,PB1,PB1_1A,ACE_ITRAX_16210,14.8,14.8,14.8,44.86,6.57,1,TRUE,22516,58646,1.45,0,0.001643204,0.002133713,0.000220729,0.191396478,0,0,0.004463629,0.022416246,1,0.144552901,6.917882592,0.144552901,46668
Marion Island,PB1,PB1_1A,ACE_ITRAX_16211,14.9,14.9,14.9,46.04,6.58,1,TRUE,21735,53388,1.21,0,0.002727876,0.00162198,0.000565236,0.054729547,0,0,0,0.024845789,1,0.149467941,6.690397895,0.149467941,46773
Marion Island,PB1,PB1_1A,ACE_ITRAX_16212,15,15,15,47.22,6.58,1,TRUE,21734,53635,1.19,0.000318347,0.003012048,0.003207954,0,0.05798805,0.000122441,0,0.00203252,0.022725047,1,0.146365952,6.832190062,0.146365952,46813
Marion Island,PB1,PB1_1A,ACE_ITRAX_16213,15.1,15.1,15.1,48.41,6.6,1,TRUE,21818,54187,1.34,0.000656024,0.002769881,0.002551206,0.000874699,0.064654858,0.000510241,0,0.004470685,0.024613067,1,0.142527395,7.016195022,0.142527395,47023
Marion Island,PB1,PB1_1A,ACE_ITRAX_16214,15.2,15.2,15.2,49.61,6.59,1,TRUE,22240,54518,1.24,0.000389864,0.002168616,0.001510721,0.000365497,0.074951267,0,0,0.003825536,0.020808967,1,0.151730019,6.590653605,0.151730019,47267
Marion Island,PB1,PB1_1A,ACE_ITRAX_16215,15.3,15.3,15.3,50.81,6.6,1,TRUE,22050,54094,1.24,0.000315741,0.003108833,0.002113035,0.000995798,0.065601244,0,0,0.004056056,0.02397202,1,0.145702281,6.863310552,0.145702281,47172
Marion Island,PB1,PB1_1A,ACE_ITRAX_16216,15.4,15.4,15.4,52.01,6.59,1,TRUE,22106,55019,1.23,0.000192845,0.002940893,0.001928454,0.000988333,0.06371131,0,0.003953331,0.004941664,0.023117346,1,0.146779481,6.81294137,0.146779481,47573
Marion Island,PB1,PB1_1A,ACE_ITRAX_16217,15.5,15.5,15.5,53.21,6.58,1,TRUE,22885,56084,1.29,0,0.002283105,0.001351225,0,0.066675985,0,0.00093188,0.004729289,0.020268381,1,0.144278259,6.931051187,0.144278259,49117
Marion Island,PB1,PB1_1A,ACE_ITRAX_16218,15.6,15.6,15.6,54.41,6.57,1,TRUE,23247,56229,1.26,0.000603066,0.002899358,0.002621019,0.001113353,0.059471621,0,0,0.004082295,0.023009301,1,0.148006402,6.756464504,0.148006402,49494
Marion Island,PB1,PB1_1A,ACE_ITRAX_16219,15.7,15.7,15.7,55.61,6.57,1,TRUE,22384,53351,1.27,0.000485519,0.002646081,0.001213798,0.001116695,0.046658413,0,0.003544292,0.001917802,0.021459957,1,0.144976088,6.897689216,0.144976088,47165
Marion Island,PB1,PB1_1A,ACE_ITRAX_16220,15.8,15.8,15.8,56.81,6.55,1,TRUE,22440,53777,1.39,0.000453201,0.002766912,0.002361416,0.000691728,0.043316477,0,0,0.00355405,0.021157332,1,0.147027955,6.801427644,0.147027955,48088
Marion Island,PB1,PB1_1A,ACE_ITRAX_16221,15.9,15.9,15.9,58.01,6.52,1,TRUE,22779,54522,1.29,0.000398584,0.002743195,0.00222738,0.001336428,0.045391667,0,0,0.001406767,0.024290169,1,0.142786805,7.003448276,0.142786805,48741
Marion Island,PB1,PB1_1A,ACE_ITRAX_16222,16,16,16,59.21,6.5,1,TRUE,22840,55595,1.38,0.000700754,0.002382565,0.001214641,0.000186868,0.045011796,0,0.002405924,0.002055546,0.024853426,1,0.153301722,6.523083956,0.153301722,49374
Marion Island,PB1,PB1_1A,ACE_ITRAX_16223,16.1,16.1,16.1,60.41,6.49,1,TRUE,22530,54836,1.25,0.000287095,0.003014498,0.002009666,0.000669889,0.054141346,0,0,0.003612613,0.018541557,1,0.148260682,6.744876553,0.148260682,47995
Marion Island,PB1,PB1_1A,ACE_ITRAX_16224,16.2,16.2,16.2,61.61,6.48,1,TRUE,22225,55486,1.25,0.000433965,0.003230628,0.003134192,0.000482183,0.069940691,0,0.000892039,0.004098558,0.024977096,1,0.148295482,6.743293773,0.148295482,47629
Marion Island,PB1,PB1_1A,ACE_ITRAX_16225,16.3,16.3,16.3,62.81,6.47,1,TRUE,22443,57362,1.4,0.000877385,0.003241452,0.002607784,0.000341205,0.139236187,0,0.002802759,0.002997733,0.022592674,1,0.144524871,6.919224283,0.144524871,46961
Marion Island,PB1,PB1_1A,ACE_ITRAX_16226,16.4,16.4,16.4,64.01,6.46,1,TRUE,22461,60555,1.42,0.000315948,0.003037962,0.003815681,0.000607592,0.199363243,0,0,0.001288096,0.025664706,1,0.156224177,6.401057872,0.156224177,47574
Marion Island,PB1,PB1_1A,ACE_ITRAX_16227,16.5,16.5,16.5,65.2,6.47,1,TRUE,22425,62410,1.28,0.000269985,0.003558894,0.003951599,0.000809955,0.263947181,0,0.000269985,0.003927055,0.023365977,1,0.152590629,6.553482387,0.152590629,46960
Marion Island,PB1,PB1_1A,ACE_ITRAX_16228,16.6,16.6,16.6,66.4,6.47,1,TRUE,22613,60595,1.49,0.000513598,0.00339953,0.002959303,0.000342399,0.225494032,0,0.00166308,0.005453923,0.018783017,1,0.147549403,6.777391016,0.147549403,46921
Marion Island,PB1,PB1_1A,ACE_ITRAX_16229,16.7,16.7,16.7,67.6,6.46,1,TRUE,22000,55539,1.21,0.000314846,0.002857835,0.002034391,0.000532817,0.101550012,0,0,0.001961734,0.02259627,1,0.145967547,6.850837896,0.145967547,47317
Marion Island,PB1,PB1_1A,ACE_ITRAX_16230,16.8,16.8,16.8,68.8,6.46,1,TRUE,22394,57137,1.45,0.000692008,0.003961152,0.004080464,0.000119312,0.109241893,0,0.001360155,0.000692008,0.022788556,1,0.145966068,6.850907308,0.145966068,48024
Marion Island,PB1,PB1_1A,ACE_ITRAX_16231,16.9,16.9,16.9,70,6.45,1,TRUE,22653,56679,1.37,0.001118435,0.004045404,0.002950765,0.001142232,0.103776503,0,0.00047593,0.002260667,0.016728934,1,0.144825453,6.904863621,0.144825453,48109
Marion Island,PB1,PB1_1A,ACE_ITRAX_16232,17,17,17,71.2,6.43,1,TRUE,22467,56634,1.39,0.000812328,0.003416557,0.003153745,0,0.105531,0.000167244,0.001481305,0.003034285,0.024107036,1,0.140915064,7.096473381,0.140915064,47753
Marion Island,PB1,PB1_1A,ACE_ITRAX_16233,17.1,17.1,17.1,72.4,6.43,1,TRUE,22157,55166,1.31,0.000489644,0.002350291,0.002766489,0.000758948,0.099985311,0,0,0.000709984,0.024947363,1,0.147627675,6.773797678,0.147627675,46876
Marion Island,PB1,PB1_1A,ACE_ITRAX_16234,17.2,17.2,17.2,73.6,6.41,1,TRUE,21821,55241,1.35,0.000221795,0.003203706,0.002365814,0.000147863,0.108383853,0.000197151,0.000739317,0.004312682,0.02353492,1,0.148898418,6.715988083,0.148898418,46620
Marion Island,PB1,PB1_1A,ACE_ITRAX_16235,17.3,17.3,17.3,74.8,6.39,1,TRUE,21668,54792,1.25,0.000366587,0.003006012,0.002932695,0.000342148,0.096998876,0,0,0.001002004,0.023803705,1,0.146634733,6.819666667,0.146634733,46918
Marion Island,PB1,PB1_1A,ACE_ITRAX_16236,17.4,17.4,17.4,76,6.39,1,TRUE,22200,54559,1.47,0.000284698,0.001874259,0.002158956,0.000498221,0.059098458,0,0.000427046,0.001233689,0.020427046,1,0.145385528,6.878263708,0.145385528,48278
Marion Island,PB1,PB1_1A,ACE_ITRAX_16237,17.5,17.5,17.5,77.2,6.41,1,TRUE,23467,58184,1.39,0.000324202,0.002593613,0.003959892,0.000671561,0.096588935,0,0.002130468,0.000694718,0.021744668,1,0.14338976,6.973998708,0.14338976,49375
Marion Island,PB1,PB1_1A,ACE_ITRAX_16238,17.6,17.6,17.6,78.4,6.43,1,TRUE,23452,59469,1.27,0.000487578,0.002762944,0.002739726,0.000603668,0.120803343,0,0,0.001694915,0.019270954,1,0.148525656,6.73284352,0.148525656,49467
Marion Island,PB1,PB1_1A,ACE_ITRAX_16239,17.7,17.7,17.7,79.6,6.45,1,TRUE,22677,58650,1.31,0.000635758,0.003484895,0.004026466,0.001059596,0.119640208,0,0.002637218,0.003272976,0.022981469,1,0.149167628,6.703867403,0.149167628,48804
Marion Island,PB1,PB1_1A,ACE_ITRAX_16240,17.8,17.8,17.8,80.8,6.47,1,TRUE,22473,56980,1.24,0.000838826,0.002540443,0.002636309,0.000623128,0.116285201,0,0,0,0.024997004,1,0.145620132,6.867182357,0.145620132,47801
Marion Island,PB1,PB1_1A,ACE_ITRAX_16241,17.9,17.9,17.9,81.99,6.47,1,TRUE,21834,56059,1.3,0.000555354,0.003090668,0.001690209,0.001086563,0.105300012,0,0,0.003283834,0.024387299,1,0.145840879,6.856788079,0.145840879,47455
Marion Island,PB1,PB1_1A,ACE_ITRAX_16242,18,18,18,83.19,6.47,1,TRUE,21757,55045,1.35,0.000720323,0.002353054,0.002257011,0,0.075705916,0,0,0,0.024851133,1,0.149034768,6.709843725,0.149034768,47855
