Location,Site,label,ID,section_depth,field_depth,depth,SH20_mean_age,surface,validity,qc,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,coh_inc,Total_scatter
Bird Island,BI10,BI10.10,ACE_ITRAX_3893,30.2,390.2,389.2,5789.5,7.47,1,TRUE,21893,57350,1.39,0.000345515,0.00744186,0.000956811,0.002445183,0.225807309,0,0.000770764,0.010099668,0.020810631,1,0.156013289,6.409710392,0.156013289,43495
Bird Island,BI10,BI10.10,ACE_ITRAX_3894,30.3,390.3,389.3,5790.9,7.46,1,TRUE,21774,56939,1.5,0,0.004942204,0.000906071,0.001098267,0.269157903,0.000631504,0,0.007248565,0.016968233,1,0.156860053,6.3751094,0.156860053,42134
Bird Island,BI10,BI10.10,ACE_ITRAX_3895,30.4,390.4,389.4,5792.9,7.46,1,TRUE,21702,55791,1.43,0.000243138,0.005673222,0.000999568,0.001458829,0.215987681,0.00156689,0,0.006159499,0.022422736,1,0.15320402,6.527243872,0.15320402,42687
Bird Island,BI10,BI10.10,ACE_ITRAX_3896,30.5,390.5,389.5,5794.4,7.45,1,TRUE,21509,53246,1.38,0.000244485,0.0073074,0.000543301,0.000950777,0.166494621,0,0.002118874,0.01005107,0.020645442,1,0.152939259,6.538543517,0.152939259,42442
Bird Island,BI10,BI10.10,ACE_ITRAX_3897,30.6,390.6,389.6,5796,7.46,1,TRUE,20984,51979,1.41,0,0.006863664,0.000661558,0.000992337,0.147113953,0,0,0.00818678,0.019185181,1,0.160400243,6.234404537,0.160400243,42097
Bird Island,BI10,BI10.10,ACE_ITRAX_3898,30.7,390.7,389.7,5797.5,7.46,1,TRUE,20791,53550,1.43,0.00056662,0.007847692,0.001586537,0.001048248,0.224608324,0.000311641,0.000878262,0.006856107,0.021984871,1,0.161175171,6.204429601,0.161175171,40986
Bird Island,BI10,BI10.10,ACE_ITRAX_3899,30.8,390.8,389.8,5798.8,7.46,1,TRUE,20454,52438,1.24,0.000174257,0.006796004,0.001306924,0.001016496,0.236553206,0,0.001858736,0.006766961,0.020242797,1,0.156743727,6.379840652,0.156743727,39829
Bird Island,BI10,BI10.10,ACE_ITRAX_3900,30.9,390.9,389.9,5800.3,7.46,1,TRUE,20215,49978,1.4,0.000463379,0.005589504,0.000695068,0.001621825,0.160271076,0,0,0.006892757,0.021257494,1,0.157664572,6.342578986,0.157664572,39973
Bird Island,BI10,BI10.10,ACE_ITRAX_3901,31,391,390,5801.8,7.45,1,TRUE,20576,53753,1.35,0,0.005563201,0.00158112,0.00210816,0.267970603,0,0.00166896,0.008139841,0.023336164,1,0.163411706,6.119512632,0.163411706,39734
Bird Island,BI10,BI10.10,ACE_ITRAX_3902,31.1,391.1,390.1,5803.8,7.43,1,TRUE,20687,57615,1.28,0,0.005879882,0.001079978,0.001679966,0.420201596,0,0.000809984,0.007859843,0.022349553,1,0.170276594,5.872797745,0.170276594,39010
Bird Island,BI10,BI10.10,ACE_ITRAX_3903,31.2,391.2,390.2,5805.5,7.43,1,TRUE,21062,63401,1.3,0.000647189,0.00674926,0.001356016,0.00104783,0.639238166,0,0,0.014084073,0.012851331,1,0.16786859,5.957040573,0.16786859,37895
Bird Island,BI10,BI10.10,ACE_ITRAX_3904,31.3,391.3,390.3,5807.4,7.43,1,TRUE,20644,62045,1.46,0.000564546,0.006900013,0.001944549,0.000219546,0.636087066,0,0.00025091,0.012294568,0.01681094,1,0.168454397,5.936324707,0.168454397,37255
Bird Island,BI10,BI10.10,ACE_ITRAX_3905,31.4,391.4,390.4,5809.2,7.42,1,TRUE,20496,61911,1.36,0,0.006206633,0.000445604,0.001368642,0.666751544,0,0.004806162,0.011808517,0.021930104,1,0.164587179,6.075807387,0.164587179,36589
Bird Island,BI10,BI10.10,ACE_ITRAX_3906,31.5,391.5,390.5,5811,7.42,1,TRUE,20966,66573,1.28,0.000190882,0.008494258,0.002449655,0.001081666,0.801132568,0,0.001208921,0.010593962,0.019819934,1,0.17287564,5.784504969,0.17287564,36867
Bird Island,BI10,BI10.10,ACE_ITRAX_3907,31.6,391.6,390.6,5812.6,7.41,1,TRUE,21150,67180,1.54,0.000258423,0.007558872,0.002196595,0.001292115,0.849242498,0,0.001292115,0.010563039,0.016216042,1,0.17941015,5.57382067,0.17941015,36511
Bird Island,BI10,BI10.10,ACE_ITRAX_3908,31.7,391.7,390.7,5814,7.42,1,TRUE,20196,59516,1.46,0,0.00389755,0.000949823,0.001048081,0.649318748,0,0,0.011463383,0.022926765,1,0.173293594,5.770553771,0.173293594,35823
Bird Island,BI10,BI10.10,ACE_ITRAX_3909,31.8,391.8,390.8,5815.4,7.42,1,TRUE,20085,61137,1.46,0,0.004839347,0.001514353,0.00134975,0.715367395,0,0,0.007933895,0.025283118,1,0.166019226,6.023398771,0.166019226,35419
Bird Island,BI10,BI10.10,ACE_ITRAX_3910,31.9,391.9,390.9,5816.8,7.42,1,TRUE,19924,63143,1.46,0.000404804,0.007185265,0.002664957,0.00185535,0.809472406,0,0.001079476,0.014910269,0.018890838,1,0.183780866,5.441262849,0.183780866,35092
Bird Island,BI10,BI10.10,ACE_ITRAX_3911,32,392,391,5818,7.42,1,TRUE,20497,67617,1.31,0,0.00766999,0.003101344,0.001934171,0.932070564,0,0.00240104,0.013139027,0.016040284,1,0.171741088,5.822718447,0.171741088,35137
Bird Island,BI10,BI10.10,ACE_ITRAX_3912,32.1,392.1,391.1,5819.5,7.41,1,TRUE,20503,66865,1.47,0.000787833,0.008974447,0.004281702,0.001678427,0.957217236,0,0,0.008392135,0.014557786,1,0.179762965,5.562881098,0.179762965,34442
Bird Island,BI10,BI10.10,ACE_ITRAX_3913,32.2,392.2,391.2,5821,7.43,1,TRUE,20709,69660,1.4,0.000940481,0.008162031,0.001545076,0.002250437,1.021160822,0,0,0.008699449,0.017398898,1,0.172679027,5.791091227,0.172679027,34913
Bird Island,BI10,BI10.10,ACE_ITRAX_3914,32.3,392.3,391.3,5822.3,7.45,1,TRUE,20811,71927,1.46,0.000840901,0.010427178,0.002959973,0.00238816,1.095930037,0,0,0.012680794,0.017692566,1,0.176252943,5.673664122,0.176252943,34970
Bird Island,BI10,BI10.10,ACE_ITRAX_3915,32.4,392.4,391.4,5824,7.47,1,TRUE,20876,74517,1.54,0.000878704,0.010439,0.003514815,0.000984148,1.296720678,0,0.000421778,0.011563741,0.011106815,1,0.179325858,5.576440612,0.179325858,33553
Bird Island,BI10,BI10.10,ACE_ITRAX_3916,32.5,392.5,391.5,5826.1,7.49,1,TRUE,21048,77427,1.49,0.000859353,0.010025781,0.003007734,0.002578058,1.448832713,0,0,0.007949012,0.019156402,1,0.176883414,5.653441296,0.176883414,32868
Bird Island,BI10,BI10.10,ACE_ITRAX_3917,32.6,392.6,391.6,5827.8,7.5,1,TRUE,20514,75458,1.34,0.001586306,0.010845907,0.00350463,0.001881433,1.469399048,0,0.000258236,0.010809016,0.014018519,1,0.171394843,5.834481274,0.171394843,31753
Bird Island,BI10,BI10.10,ACE_ITRAX_3918,32.7,392.7,391.7,5829.4,7.51,1,TRUE,19846,72045,1.31,0,0.010892507,0.003090608,0.002110659,1.381840796,0,0.001432233,0.0089703,0.017752148,1,0.183250415,5.457013575,0.183250415,31394
Bird Island,BI10,BI10.10,ACE_ITRAX_3919,32.8,392.8,391.8,5831.2,7.51,1,TRUE,19843,73850,1.47,0.000784683,0.007689893,0.002354049,0.001216259,1.581096987,0,0,0.008435342,0.019107031,1,0.173924984,5.749605233,0.173924984,29921
Bird Island,BI10,BI10.10,ACE_ITRAX_3920,32.9,392.9,391.9,5832.5,7.51,1,TRUE,19831,75073,1.37,0,0.008035749,0.00223433,0.001215162,1.588804829,0.012347615,0.001019168,0.003253498,0.023244875,1,0.190662851,5.244860197,0.190662851,30375
Bird Island,BI10,BI10.10,ACE_ITRAX_3921,33,393,392,5834,7.51,1,TRUE,20786,83212,1.37,0,0.00890755,0.002629101,0,1.907510595,0.005611364,0.003727829,0.011105007,0.012125255,1,0.194200283,5.149323096,0.194200283,30433
Bird Island,BI10,BI10.10,ACE_ITRAX_3922,33.1,393.1,392.1,5835.9,7.51,1,TRUE,21041,83904,1.55,0.000540144,0.009182453,0.003125121,0.000810216,1.897642656,0,0.001273197,0.01111154,0.023804931,1,0.185809638,5.381852159,0.185809638,30735
Bird Island,BI10,BI10.10,ACE_ITRAX_3923,33.2,393.2,392.2,5837.5,7.51,1,TRUE,21682,90314,1.38,0.000800915,0.008848207,0.002669718,0.001372998,2.109191457,0.000686499,0.004843631,0.006636156,0.019679634,1,0.18733791,5.337947883,0.18733791,31132
Bird Island,BI10,BI10.10,ACE_ITRAX_3924,33.3,393.3,392.3,5838.9,7.52,1,TRUE,22424,93509,1.43,0.000510409,0.00896861,0.002041635,0.000218747,2.094279777,0.001057275,0,0.005650953,0.016916402,1,0.182945058,5.466121961,0.182945058,32447
Bird Island,BI10,BI10.10,ACE_ITRAX_3925,33.4,393.4,392.4,5840.9,7.52,1,TRUE,22146,87522,1.54,0,0.008418649,0.002782435,0.000963151,1.817643492,0,0,0.007384154,0.017764777,1,0.175650127,5.693135662,0.175650127,32957
Bird Island,BI10,BI10.10,ACE_ITRAX_3926,33.5,393.5,392.5,5842.5,7.52,1,TRUE,21962,82073,1.3,0.000551933,0.007002656,0.001172859,0.000137983,1.513712098,0.001207355,0.005967781,0.006450723,0.016971955,1,0.177860568,5.622381691,0.177860568,34145
Bird Island,BI10,BI10.10,ACE_ITRAX_3927,33.6,393.6,392.6,5844.4,7.52,1,TRUE,21740,78379,1.45,0.000672631,0.007533463,0.00174884,0.000168158,1.332447703,0,0,0.010156723,0.018127396,1,0.17135266,5.835917566,0.17135266,34829
Bird Island,BI10,BI10.10,ACE_ITRAX_3928,33.7,393.7,392.7,5845.9,7.52,1,TRUE,22130,82885,1.38,0.000640162,0.008962264,0.001583558,0.001516173,1.494036388,0,0,0.009838275,0.023416442,1,0.171024259,5.847123719,0.171024259,34756
Bird Island,BI10,BI10.10,ACE_ITRAX_3929,33.8,393.8,392.8,5847.3,7.51,1,TRUE,22356,85650,1.64,0.00068285,0.00775035,0.002594831,0.001126703,1.63054389,0,0,0.009901328,0.017446823,1,0.175014511,5.713811939,0.175014511,34415
Bird Island,BI10,BI10.10,ACE_ITRAX_3930,33.9,393.9,392.9,5849.3,7.51,1,TRUE,22493,82646,1.41,0.000693642,0.007530966,0.002840628,0.001552436,1.450800991,0,0,0.008488852,0.011065235,1,0.163038811,6.133508914,0.163038811,35211
Bird Island,BI10,BI10.10,ACE_ITRAX_3931,34,394,393,5850.8,7.5,1,TRUE,22579,80163,1.46,0.00028873,0.009752655,0.002406083,0.001219082,1.263802894,0,0.001668217,0.010554682,0.023804177,1,0.167046293,5.986364509,0.167046293,36378
Bird Island,BI10,BI10.10,ACE_ITRAX_3932,34.1,394.1,393.1,5852.6,7.5,1,TRUE,22190,75198,1.37,0.000727066,0.007902889,0.003287602,0.002212809,1.079439843,0.000379339,0.003698552,0.007649997,0.019472719,1,0.166340014,6.011782592,0.166340014,36896
Bird Island,BI10,BI10.10,ACE_ITRAX_3933,34.2,394.2,393.2,5854.1,7.49,1,TRUE,21894,72883,1.51,0.001060115,0.00813794,0.002369668,0.001901971,0.969630831,0.000904216,0.000530057,0.004676977,0.019768022,1,0.170616114,5.861111111,0.170616114,37544
Bird Island,BI10,BI10.10,ACE_ITRAX_3934,34.3,394.3,393.3,5856.1,7.49,1,TRUE,22126,70477,1.47,0,0.00755421,0.001559776,0.002049118,0.882313362,0,0,0.008716396,0.014741414,1,0.159127749,6.284259081,0.159127749,37900
Bird Island,BI10,BI10.10,ACE_ITRAX_3935,34.4,394.4,393.4,5857.6,7.46,1,TRUE,22782,74020,1.48,0.000677906,0.006955907,0.00253478,0.000943174,0.901968875,0.000530535,0.001296864,0.004037963,0.020012969,1,0.163758548,6.106551476,0.163758548,39484
Bird Island,BI10,BI10.10,ACE_ITRAX_3936,34.5,394.5,393.5,5859,7.42,1,TRUE,23366,76655,1.38,0.000984537,0.008165866,0.002316558,0.001592633,0.930126832,0.00162159,0,0.008629177,0.016273817,1,0.165894481,6.027928085,0.165894481,40263
Bird Island,BI10,BI10.10,ACE_ITRAX_3937,34.6,394.6,393.6,5860.3,7.4,1,TRUE,22645,70951,1.36,0.001330903,0.008043283,0.00162023,0.000983711,0.750311026,0.001909556,0.005150016,0.007725024,0.021352313,1,0.168446026,5.936619718,0.168446026,40385
Bird Island,BI10,BI10.10,ACE_ITRAX_3938,34.7,394.7,393.7,5862.2,7.38,1,TRUE,22353,68948,1.41,0.000804968,0.007330957,0.002932383,0.000891214,0.692732291,0,0.002271159,0.008912144,0.018514259,1,0.15826242,6.318619437,0.15826242,40289
Bird Island,BI10,BI10.10,ACE_ITRAX_3939,34.8,394.8,393.8,5863.6,7.36,1,TRUE,22262,69139,1.48,0.000947923,0.008116595,0.002903016,0.002666035,0.752740091,0.001036791,0.000266603,0.011612062,0.020469222,1,0.163250193,6.125567048,0.163250193,39269
Bird Island,BI10,BI10.10,ACE_ITRAX_3940,34.9,394.9,393.9,5865.4,7.35,1,TRUE,22147,69854,1.38,0.000658702,0.006527142,0.002275517,0.000808407,0.784125273,0,0.001257523,0.011078176,0.021198239,1,0.169585916,5.896716102,0.169585916,39063
Bird Island,BI10,BI10.10,ACE_ITRAX_3941,35,395,394,5867,7.34,1,TRUE,22234,70113,1.52,0.000436821,0.005766039,0.001834649,0.000465943,0.76158304,0.002562684,0.003261598,0.008619937,0.021287749,1,0.157197356,6.361430159,0.157197356,39737
Bird Island,BI10,BI10.10,ACE_ITRAX_3942,35.1,395.1,394.1,5868.6,7.33,1,TRUE,22179,66616,1.48,0,0.004123533,0.001268779,0.00063439,0.643069293,0.000547882,0,0.011217163,0.021021367,1,0.161740535,6.182742022,0.161740535,40288
Bird Island,BI10,BI10.10,ACE_ITRAX_3943,35.2,395.2,394.2,5870.3,7.32,1,TRUE,21921,63806,1.36,0,0.003482115,0.001784224,0.000259,0.542663098,0,0,0.011597456,0.021554577,1,0.165069498,6.058054393,0.165069498,40485
Bird Island,BI10,BI10.10,ACE_ITRAX_3944,35.3,395.3,394.3,5872.3,7.33,1,TRUE,21228,58259,1.22,0,0.005124285,0.00175528,0.000990884,0.35167884,0,0.000990884,0.013504332,0.022903573,1,0.163495838,6.116363636,0.163495838,41097
Bird Island,BI10,BI10.10,ACE_ITRAX_3945,35.4,395.4,394.4,5874,7.34,1,TRUE,20937,59323,1.27,0.000397287,0.006299838,0.002043191,0.0024121,0.376287636,0.00144726,0.00326343,0.013819915,0.016459037,1,0.159822923,6.256924716,0.159822923,40871
Bird Island,BI10,BI10.10,ACE_ITRAX_3946,35.5,395.5,394.5,5875.9,7.36,1,TRUE,20863,58040,1.38,0.000483614,0.007026627,0.0020198,0.001678425,0.352497724,0,0.004466318,0.013512745,0.021591944,1,0.158995221,6.289497227,0.158995221,40741
Bird Island,BI10,BI10.10,ACE_ITRAX_3947,35.6,395.6,394.6,5877.3,7.38,1,TRUE,20103,56356,1.33,0.000857481,0.006475458,0.001448847,0.000857481,0.367711413,0,0.002868125,0.014577173,0.019455943,1,0.164222354,6.089305005,0.164222354,39374
Bird Island,BI10,BI10.10,ACE_ITRAX_3948,35.7,395.7,394.7,5878.9,7.4,1,TRUE,19807,55961,1.31,0.000733833,0.007582938,0.001589971,0.002537838,0.406145849,0.000978444,0.003241095,0.01816236,0.022351322,1,0.156122917,6.405209557,0.156122917,37811
Bird Island,BI10,BI10.10,ACE_ITRAX_3949,35.8,395.8,394.8,5880.2,7.41,1,TRUE,19669,57447,1.26,0.000744948,0.007356365,0.00257628,0.000403514,0.47701524,0,0,0.011639817,0.025421361,1,0.166806344,5.994975809,0.166806344,37591
Bird Island,BI10,BI10.10,ACE_ITRAX_3950,35.9,395.9,394.9,5881.7,7.43,1,TRUE,19771,59416,1.41,0.000527148,0.0074731,0.002139601,0.000775218,0.539024466,0.001116314,0.001364383,0.015039226,0.025086049,1,0.164439207,6.08127475,0.164439207,37552
Bird Island,BI10,BI10.10,ACE_ITRAX_3951,36,396,395,5883.3,7.44,1,TRUE,19692,58686,1.43,0.000439643,0.006469037,0.001067705,0.00131893,0.545032031,0.000314031,0,0.00854164,0.019187288,1,0.165588494,6.039066945,0.165588494,37117
Bird Island,BI10,BI10.10,ACE_ITRAX_3952,36.1,396.1,395.1,5885.2,7.46,1,TRUE,19723,59491,1.27,0.000155492,0.006717253,0.001586018,0.00077746,0.549601941,0,0,0.012936932,0.018005971,1,0.166998383,5.988081937,0.166998383,37526
Bird Island,BI10,BI10.10,ACE_ITRAX_3953,36.2,396.2,395.2,5887.3,7.46,1,TRUE,19930,61034,1.45,0.000376553,0.007185892,0.001192419,0,0.60427388,0,0,0.008723484,0.022655956,1,0.176415213,5.668445393,0.176415213,37490
Bird Island,BI10,BI10.10,ACE_ITRAX_3954,36.3,396.3,395.3,5889.5,7.47,1,TRUE,20080,60837,1.23,0.000437582,0.007782709,0.001062699,0.001000188,0.609114209,0,0,0.008751641,0.017690817,1,0.16928174,5.907311669,0.16928174,37410
Bird Island,BI10,BI10.10,ACE_ITRAX_3955,36.4,396.4,395.4,5891.3,7.48,1,TRUE,19936,58969,1.39,0.000508987,0.006330523,0.002672181,0.001813265,0.566279625,0,0,0.010752346,0.020041355,1,0.16828376,5.942344045,0.16828376,36725
Bird Island,BI10,BI10.10,ACE_ITRAX_3956,36.5,396.5,395.5,5893.2,7.49,1,TRUE,19932,59124,1.38,0,0.005048752,0.000410211,0.000252438,0.571865829,0,0,0.008425105,0.021236313,1,0.165504402,6.042135367,0.165504402,36936
Bird Island,BI10,BI10.10,ACE_ITRAX_3957,36.6,396.6,395.6,5894.8,7.5,1,TRUE,19848,58255,1.37,0.000188253,0.006024096,0.001945281,0.000658886,0.534544428,0,0.002321787,0.008534137,0.015217118,1,0.160422942,6.233522394,0.160422942,36985
Bird Island,BI10,BI10.10,ACE_ITRAX_3958,36.7,396.7,395.7,5896.4,7.51,1,TRUE,19860,57571,1.43,0,0.005070492,0.001916893,0.001143953,0.483891912,0,0,0.009429879,0.018983428,1,0.167975513,5.953248666,0.167975513,37777
Bird Island,BI10,BI10.10,ACE_ITRAX_3959,36.8,396.8,395.8,5897.6,7.51,1,TRUE,19701,55227,1.38,0.000126263,0.004766414,0,0.000599747,0.452967172,0,0,0.008585859,0.018939394,1,0.164867424,6.065479609,0.164867424,36903
Bird Island,BI10,BI10.10,ACE_ITRAX_3960,36.9,396.9,395.9,5899.2,7.52,1,TRUE,19412,54840,1.16,0.000286387,0.004645835,0.000636416,0.001113727,0.438299497,0,0.001081907,0.011200916,0.01985617,1,0.161617769,6.187438472,0.161617769,36505
Bird Island,BI10,BI10.10,ACE_ITRAX_3961,37,397,396,5900.9,7.53,1,TRUE,19098,54080,1.42,0.000389585,0.00496721,0.000909032,0.002045322,0.460781767,0,0.00035712,0.010096747,0.018083241,1,0.164826959,6.066968682,0.164826959,35879
Bird Island,BI10,BI10.10,ACE_ITRAX_3962,37.1,397.1,396.1,5902.2,7.53,1,TRUE,19261,56700,1.23,0,0.006185156,0,0.000266028,0.575784783,0,0,0.010441607,0.024374834,1,0.167398244,5.973778308,0.167398244,35106
Bird Island,BI10,BI10.10,ACE_ITRAX_3963,37.2,397.2,396.2,5903.9,7.54,1,TRUE,18821,54786,1.43,0.0005336,0.006236452,0.00036685,0.00150075,0.517258629,0,0.005869601,0.010305153,0.023144906,1,0.173686843,5.757488479,0.173686843,35193
Bird Island,BI10,BI10.10,ACE_ITRAX_3964,37.3,397.3,396.3,5905.4,7.55,1,TRUE,18926,54480,1.25,0.000263861,0.006761437,0.001451235,0.002605627,0.501071935,0,0.005145288,0.013588839,0.021702563,1,0.161746759,6.182504078,0.161746759,35223
Bird Island,BI10,BI10.10,ACE_ITRAX_3965,37.4,397.4,396.4,5906.9,7.55,1,TRUE,19073,54744,1.31,0.000269469,0.005220965,0.001381029,0.001010509,0.556891673,0,0,0.003738884,0.013675559,1,0.166632983,6.001212856,0.166632983,34635
Bird Island,BI10,BI10.10,ACE_ITRAX_3966,37.5,397.5,396.5,5908.9,7.55,1,TRUE,19428,58547,1.35,0.001249409,0.005605457,0.002059837,0.002296211,0.655973526,0,0,0.011075843,0.018234619,1,0.170020936,5.8816286,0.170020936,34649
Bird Island,BI10,BI10.10,ACE_ITRAX_3967,37.6,397.6,396.6,5910.3,7.54,1,TRUE,19885,59912,1.42,0.00026347,0.007772362,0.000922145,0.002074825,0.656797523,0.002799368,0,0.010176525,0.018640495,1,0.165129759,6.055843638,0.165129759,35378
Bird Island,BI10,BI10.10,ACE_ITRAX_3968,37.7,397.7,396.7,5912.4,7.55,1,TRUE,19725,61236,1.26,0.000761186,0.007843527,0.00307784,0.001356897,0.707472862,0,0,0.00675139,0.020221075,1,0.175172094,5.708671831,0.175172094,35509
Bird Island,BI10,BI10.10,ACE_ITRAX_3969,37.8,397.8,396.8,5913.9,7.55,1,TRUE,19818,64360,1.41,0.000940386,0.007355164,0.002384551,0.002686818,0.834760705,0.00070529,0,0.012258606,0.023946264,1,0.171217464,5.840525696,0.171217464,34873
Bird Island,BI10,BI10.10,ACE_ITRAX_3970,37.9,397.9,396.9,5915.4,7.55,1,TRUE,19877,64519,1.57,0.00036574,0.007979785,0.002393935,0.001462961,0.820122357,0,0.006217582,0.015693576,0.022276899,1,0.168838941,5.922804254,0.168838941,35154
Bird Island,BI10,BI10.10,ACE_ITRAX_3971,38,398,397,5917,7.55,1,TRUE,20368,67731,1.38,0.000810872,0.006973501,0.003730012,0.001783919,0.882585709,0.002465051,0.002821835,0.008822289,0.016995881,1,0.173850994,5.752052239,0.173850994,36191
Bird Island,BI10,BI10.10,ACE_ITRAX_3972,38.1,398.1,397.1,5919.1,7.56,1,TRUE,20378,67233,1.4,0.000701822,0.007241522,0.002201168,0.001467445,0.841260727,0.005295563,0,0.008517561,0.02312821,1,0.167193033,5.981110475,0.167193033,36588
Bird Island,BI10,BI10.10,ACE_ITRAX_3973,38.2,398.2,397.2,5920.5,7.56,1,TRUE,20770,69121,1.38,0.000779221,0.006753247,0.001136364,0.001493506,0.950032468,0.003116883,0.001623377,0.007857143,0.01762987,1,0.164577922,6.076149142,0.164577922,35869
Bird Island,BI10,BI10.10,ACE_ITRAX_3974,38.3,398.3,397.3,5922.2,7.56,1,TRUE,20568,65178,1.33,0,0.0078125,0.003213206,0.001449093,0.76266381,0.001575101,0,0.007844002,0.018428679,1,0.167433216,5.972530574,0.167433216,37059
Bird Island,BI10,BI10.10,ACE_ITRAX_3975,38.4,398.4,397.4,5924.3,7.57,1,TRUE,20686,65263,1.39,0.000861009,0.007687577,0.00199877,0.001599016,0.702829028,0.003413284,0.000276753,0.006088561,0.022140221,1,0.166420664,6.00886918,0.166420664,37932
Bird Island,BI10,BI10.10,ACE_ITRAX_3976,38.5,398.5,397.5,5926.2,7.58,1,TRUE,20294,60353,1.2,0.001093228,0.007834801,0.001761312,0.000455512,0.523474036,0.003340419,0,0.01284543,0.022320073,1,0.167689037,5.963419051,0.167689037,38452
Bird Island,BI10,BI10.10,ACE_ITRAX_3977,38.6,398.6,397.6,5927.9,7.58,1,TRUE,20395,57852,1.46,0.000769094,0.006773945,0.002603088,0.002011477,0.429775779,0.002750991,0.002543927,0.011654736,0.016358043,1,0.158255931,6.318878505,0.158255931,39156
Bird Island,BI10,BI10.10,ACE_ITRAX_3978,38.7,398.7,397.7,5929.6,7.59,1,TRUE,20533,58767,1.38,0.00072997,0.006277739,0.002189909,0.000700771,0.425455501,0.001051156,0,0.012467881,0.021431908,1,0.161323289,6.198733032,0.161323289,39773
Bird Island,BI10,BI10.10,ACE_ITRAX_3979,38.8,398.8,397.8,5931.1,7.59,1,TRUE,20563,60446,1.26,0.001019249,0.006901773,0.002620927,0.001601677,0.450799383,0.003203355,0.002009377,0.010017764,0.020239378,1,0.162526573,6.152839993,0.162526573,39920
Bird Island,BI10,BI10.10,ACE_ITRAX_3980,38.9,398.9,397.9,5932.6,7.6,1,TRUE,20560,60291,1.3,0.001339,0.005617978,0.002619782,0.000320196,0.441316877,0.004599173,0.002707108,0.016038889,0.020754497,1,0.165133609,6.05570245,0.165133609,40027
Bird Island,BI10,BI10.10,ACE_ITRAX_3981,39,399,398,5933.7,7.61,1,TRUE,21043,60958,1.43,0.000999572,0.006168785,0.001199486,0.000913894,0.454605169,0,0,0.014508068,0.020334143,1,0.157989433,6.329537238,0.157989433,40547
Bird Island,BI10,BI10.10,ACE_ITRAX_3982,39.1,399.1,398.1,5935.3,7.6,1,TRUE,21413,63566,1.41,0.000855993,0.006448483,0.001654921,0.001626387,0.5085742,0.000684795,0,0.017747596,0.021000371,1,0.151054299,6.620136003,0.151054299,40341
Bird Island,BI10,BI10.10,ACE_ITRAX_3983,39.2,399.2,398.2,5937,7.6,1,TRUE,21338,62417,1.28,0.000230024,0.006210644,0.00163892,0.001725179,0.49725409,0.001753932,0.003421605,0.01475028,0.021334713,1,0.156473734,6.390848953,0.156473734,40221
Bird Island,BI10,BI10.10,ACE_ITRAX_3984,39.3,399.3,398.3,5938,7.6,1,TRUE,21599,62775,1.47,0.00072015,0.007604782,0.002967017,0.001670748,0.514935907,0.001325076,0.001699554,0.010254933,0.017456431,1,0.159354746,6.275307303,0.159354746,40247
Bird Island,BI10,BI10.10,ACE_ITRAX_3985,39.4,399.4,398.4,5939.6,7.58,1,TRUE,21692,62332,1.24,0.000375018,0.006663782,0.0017597,0.001615462,0.505408914,0,0.002942449,0.013298716,0.024145392,1,0.153122746,6.530708365,0.153122746,39973
Bird Island,BI10,BI10.10,ACE_ITRAX_3986,39.5,399.5,398.5,5940.9,7.58,1,TRUE,21544,62151,1.27,0.000231314,0.006765939,0.001792685,0.001416799,0.477866127,0.002457713,0.001127656,0.019459303,0.022032673,1,0.160936822,6.213618397,0.160936822,40151
Bird Island,BI10,BI10.10,ACE_ITRAX_3987,39.6,399.6,398.6,5942.6,7.57,1,TRUE,21564,60845,1.28,0.000798973,0.006791268,0.000513625,0.001341133,0.445341704,0.00162648,0,0.01763447,0.015351691,1,0.1614781,6.192790246,0.1614781,40704
Bird Island,BI10,BI10.10,ACE_ITRAX_3988,39.7,399.7,398.7,5944.2,7.57,1,TRUE,21975,64769,1.6,0.000692361,0.006490884,0.001730902,0.002365567,0.561735518,0,0.00213478,0.019703439,0.021693976,1,0.162906762,6.138480609,0.162906762,40311
Bird Island,BI10,BI10.10,ACE_ITRAX_3989,39.8,399.8,398.8,5945.8,7.56,1,TRUE,21900,63285,1.36,0.000758903,0.007180385,0.001517805,0.001371862,0.53117338,0.001663748,0.001517805,0.017279626,0.022387624,1,0.164214828,6.089584074,0.164214828,39886
Bird Island,BI10,BI10.10,ACE_ITRAX_3990,39.9,399.9,398.9,5947.1,7.56,1,TRUE,21890,63491,1.33,0.001335773,0.007840404,0.002294044,0.001742312,0.533263641,0.002729622,0,0.014809652,0.022069286,1,0.162093098,6.16929416,0.162093098,40019
Bird Island,BI10,BI10.10,ACE_ITRAX_3991,40,400,399,5948.8,7.55,1,TRUE,22098,64503,1.32,0,0.008077311,0.000576951,0.001471225,0.562555892,0.004154046,0,0.013327564,0.019875956,1,0.163190538,6.127806258,0.163190538,40322
Bird Island,BI10,BI10.10,ACE_ITRAX_3992,40.1,400.1,399.1,5950.2,7.55,1,TRUE,22306,63539,1.36,0.000512178,0.009446847,0.003101525,0.001337355,0.504182791,0.002190986,0,0.013601184,0.022336672,1,0.15874687,6.299336799,0.15874687,40723
