"Element","Model","R2","RMSE","RMSE_ppm","RMSEP","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","Roughness","SNR_CI_s","SNR_smooth_s","Roughness_norm","Robustness_score","Robust_Rank","Global_Rank","Robustness_Class","Stability_class","Confidence_class","Confidence_Flag","Unstable_flag","Bootstrap_Unstable","R2_q05","R2_q95","Robustness_low","Robustness_high","Is_Production_Model"
"Sr","OLS_weighted",0.588442221601662,0.396971381054182,68.563181097856,NA,131.570344226979,1069088.3690725,1.91896499141714,5.006225989857e-05,2.96450376601237,18.0539422484993,0,0.349062280780436,0,0.104718684234131,8,8,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.489657473355962,0.672037080636319,0.104718684234131,0.104718684234131,NA
"Ti","PLS_LOO",0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,2139.04947431541,6388.36995589027,1.11410132155592,0.677802227960793,5.76089963353566,751.62763883854,0.985781032588366,0.542786491622604,0.457077270589932,0.844778456730668,1,1,"Preferred 1","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.669031577105258,0.795851706492855,0.837276138595287,0.830923310271565,TRUE
"Ti","PLS_kfold",0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,2139.04947431541,6388.36995589027,1.11410132155592,0.677802227960793,5.76089963353566,751.62763883854,0.985781032588366,0.542786491622604,0.457077270589932,0.844778456730668,2,2,"Acceptable 2","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.669031577105258,0.795851706492855,0.837276138595287,0.830923310271565,FALSE
"Ti","OLS",0.729930592021033,0.639603384224678,2035.54425020404,0.644447515724916,2121.49959929056,6993.83718311646,1.04222720733185,0.64362324768362,6.5074019789329,691.734768520636,0.919262770647259,0.964641165229189,0.221554724916626,0.743945564809684,3,3,"Acceptable 3","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.647980042492791,0.783176150339138,0.65709745782766,0.85053732341887,FALSE
"Ti","Bayes",0.757847910218222,0.605643649083077,2132.72586760655,0.617880211717454,2140.41045976442,6361.9847129266,1.00360317857752,0.68510833898267,4.89905519927455,889.691706260365,1,0.0557510459115723,1,0.716725313773472,4,4,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.670524969765554,0.799989588472668,0.716725313773472,0.716725313773472,FALSE
"Ti","OLS_weighted",0.718555763474536,0.652933928562262,2173.73266969499,NA,2011.43951913123,7272.03003890279,0.92533895596898,0.635443775627134,6.56997199353357,703.346411361033,0.903344090207377,1,0.267216314797081,0.661337636082951,5,5,"Unstable","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.647980042492791,0.783176150339138,0.661337636082951,0.854777501674161,FALSE
"Ti","RF",0.739729829501074,0.627892441456487,1631.97472441788,0.624680929647959,2155.76682841834,6750.61716866017,1.3209560149207,0.590864135827301,4.80039969268616,830.90947317126,0.816584329284199,0,0.768844920872508,0.488300129057627,6,6,"Unstable","Unstable","Low confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.666113658459323,0.75265451829803,0.567933458438985,0.32663373171368,FALSE
"Ti","WLS_weighted",0.72919658362992,0.640471967780676,1893.08238585334,NA,2056.34869670063,22898.1279739593,1.08624363739653,0.180944811062021,6.45183560439914,642.188935672347,0.018809767306703,0.933240145611539,0.0267208387128946,0.368739820212937,7,7,"Unstable","Marginal","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.647980042492791,0.783176150339138,0.287495950606143,0.480935816197352,FALSE
"Ti","WLS",0.728935134347202,0.640781067535794,1882.89538666468,NA,2048.48407539001,23897.2029063303,1.08794364779801,0.171279816111263,6.44184437182847,635.393884594575,0,0.927594017128469,0,0.357525879797602,8,8,"Unstable","Marginal","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.647980042492791,0.783176150339138,0.278278205138541,0.47171807072975,FALSE
"Zr","OLS",0.608456680906178,0.822327315016661,148.16046066862,0.829368800202076,51.8863941021318,260.954175716361,0.350204054900872,0.831579406470902,2.53435338780609,85.6250432960216,1,1,0.793361027520818,0.880981965744907,1,1,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.7,0.7,NA
"Zr","WLS_weighted",0.608229412035276,0.822565937768544,162.575252795128,NA,54.1513484129792,384.798485710846,0.333084817535045,0.61619706946638,2.52029249923507,94.081024048633,0.7409938656634,0.975892299015989,0.906662946130795,0.769948752269116,2,2,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.589165235970157,0.589165235970157,NA
"Zr","PLS_LOO",0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,44.1624715556574,161.108915768419,0.566977657688842,0.712518623481466,2.11623320246349,54.2440704362239,0.856824502964999,0.283123797424938,0.372886509320826,0.706378060237768,3,3,"Acceptable 3","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.62175281878693,0.756737808223907,0.636302440083098,0.725687300269023,NA
"Zr","PLS_kfold",0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,44.1624715556574,161.108915768419,0.566977657688842,0.712518623481466,2.11623320246349,54.2440704362239,0.856824502964999,0.283123797424938,0.372886509320826,0.706378060237768,4,4,"Acceptable 4","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.62175281878693,0.756737808223907,0.636302440083098,0.725687300269023,NA
"Zr","RF",0.744758871788424,0.66394198898659,46.0449432203038,0.675449546082181,41.8330081805342,142.315722504023,0.908525567734605,0.432263796645396,2.32892806691274,26.4146992798583,0.519806526758064,0.64779379442271,0,0.702260749030039,5,5,"Unstable","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.662440019596347,0.744556651881262,0.702260749030039,0.665138605066957,NA
"Zr","WLS",0.608323185716187,0.822467487738816,159.077231156446,NA,53.6040944885685,577.090663848485,0.336968993606954,0.402422891988473,2.52358951610789,92.025463096561,0.483921609416238,0.981545106554268,0.879120428414257,0.668897574495213,6,6,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.488032175732776,0.488032175732776,NA
"Zr","Bayes",0.7219222288162,0.693007515213175,84.3816359771264,0.70718613446717,45.422868267256,164.996573779594,0.538302768620994,0.777599911668075,1.95110040236637,65.7584412575279,0.935087433460112,0,0.527167880554741,0.654094190789526,7,7,"Unstable","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.634646454317492,0.757423994564706,0.611623572413085,0.674034973384045,NA
"Zr","OLS_weighted",0.401191970178938,1.01694769214115,153.784821913486,NA,42.0668288564161,34663157.0601033,0.273543437726784,7.0672435446541e-06,2.42434726515991,101.046981383745,0,0.81139209675327,1,0.243417629025981,8,8,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.243417629025981,0.243417629025981,NA
