Location,Site,Section,sample,min_depth,max_depth,depth,SH20_mean_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd
Bird Island,BI10,BI10.4,145,141,142,141.5,2162.972727,23972.81818,57889.27273,1.315454545,-1.212808523,-0.499803203,-1.206800318,-0.785672993,-0.751553303,-6.524513395,-5.23590819,-5.575590899,1.578168797,-0.753155472,0.060288842,-0.196971582,-0.824132377,0.149073162,-8.761871462,-7.338158899,-7.682855741,-7.836554729,-4.625439144,-6.560457473,-6.959830847,-7.0109981,-6.803902049,-7.178226969,-6.18801118,-6.335376745,-5.689222356,0.003382222,0.56140177,-0.954004845,-0.835066299,-0.840844651,1.055709313,1.326821161,1.967874549,3.704959677,0.002644583,0.359982219,-0.598393374,-0.79615207,7.032671095,2.902131942,0.625871991,-2.996484677,5.175645282,-3.003790252,-3.4831463,-1.97316695,-1.218525202,-2.820044203,-0.357031769,-1.708559867
Bird Island,BI10,BI10.4,155,152.7,153.8,153.2,2335.408333,23105.16667,59388.66667,1.445,-1.788861194,-0.65842193,-1.238234749,-0.526150921,0.090110109,-5.143486468,-5.213853769,-5.359552732,1.901606696,-0.695215761,-0.268693334,-0.262908459,-0.527134836,0.155222517,-8.630318201,-7.505479893,-8.043971942,-7.722906978,-3.151969244,-6.348223826,-6.847444846,-6.779882759,-6.154303148,-7.034744004,-6.075074343,-5.927618022,-5.523652466,0.003991243,0.591091635,-0.716322711,-0.182145544,-0.376737461,-0.568955969,0.223606918,1.843284938,4.213439745,1.471549081,1.042080573,-0.135969452,0.591161941,7.321501501,4.310113661,2.998570023,0.095350908,4.508997095,-5.699902113,-3.820949104,-0.991264886,0.416448222,-1.293759575,0.039170547,1.866165217
Bird Island,BI10,BI10.4,165,164.8,165.8,165.3,2517.272727,22003.36364,55622.63636,1.340909091,-0.265762184,0.019435189,-0.368072285,-0.286971693,-0.083200885,-6.003552307,-5.190019176,-5.550710295,1.298476269,-0.866778164,0.03688856,-0.295244424,-0.60558143,0.153574041,-7.209401009,-6.91043121,-6.485147328,-7.697981529,-2.550591306,-6.596932091,-7.068922814,-6.493438932,-6.34038836,-7.201384257,-6.387704898,-5.849601068,-5.732965518,0.003237462,-0.029178293,-0.912546943,-1.434792817,-1.02918244,1.315975597,2.81930262,2.785444779,4.064186308,1.493181985,-0.391943842,-0.707019355,-1.297942837,6.371748551,3.859687644,1.511993497,-0.356881048,6.401029508,-2.229465523,-3.452511382,-0.86849302,-0.484182057,-2.970261369,0.457205785,-2.155906223
Bird Island,BI10,BI10.4,168,168.4,170,169.2,2576.011765,23517.94118,58045.35294,1.348823529,-0.683702389,-0.357793874,-0.65637761,-0.21266167,-0.157865028,-6.102113566,-5.235597011,-5.793171103,1.023429794,-0.093289228,-0.05783295,-0.637217521,-0.659660909,0.152447822,-8.322146958,-7.202993439,-7.012399149,-7.942389246,-4.613113375,-6.589318365,-7.091378434,-6.846023968,-6.773854324,-6.777260513,-5.96904778,-6.027930808,-5.340426112,0.004793828,1.780056426,-0.7016169,0.078768972,0.588081067,1.367038537,2.65068074,2.508893399,3.526652269,1.493937737,1.701544046,-0.133322328,-0.364332663,8.314022094,5.056383665,2.19334013,0.451899996,6.451266652,-1.986420591,-0.990654825,-0.369667763,0.181494622,-0.596639562,0.348786965,-0.935962562
Bird Island,BI10,BI10.5,181,174.6,175.6,175.1,2667,23704.54545,59517.81818,1.359090909,-0.193174715,-0.290732525,-0.578478528,-0.617144717,0.015433644,-5.701431061,-5.158551357,-5.569677741,1.272753675,-0.473603613,-0.009210635,-0.290147011,-0.470836858,0.156416456,-7.362251156,-6.7885918,-6.976072765,-7.931949671,-3.80846859,-6.815409042,-7.35481075,-7.107919167,-6.772358512,-7.17618341,-5.846383428,-5.879654448,-5.995789839,0.00248921,-0.759499201,-0.777672107,-1.525179399,-1.068381752,0.988630155,1.912711248,2.144132106,3.446682196,0.719871352,-0.850760615,-0.526937469,-1.282843524,6.081563636,4.122919788,0.966479451,-1.778265648,5.195126237,-2.792448647,-1.995372519,-1.03233236,-3.593495968,-3.110397769,0.25054418,-1.817559443
Bird Island,BI10,BI10.5,191,186.6,187.6,187.1,2847.454545,21510,58730.81818,1.32,-1.076004453,-0.215966679,-0.727134914,-0.451909759,0.531253143,-5.146485573,-5.289750721,-5.436506404,0.443140184,-0.828981033,0.1801754,-0.509532002,-0.408096579,0.157757844,-8.367441631,-6.629680277,-7.597700967,-7.442140166,-2.954292144,-6.375331579,-6.800878928,-6.450163077,-7.318623485,-6.609559399,-6.144196319,-6.060127178,-5.260162517,0.005194461,1.225459932,-0.798060073,-0.370808144,0.010098402,0.845277769,1.716033455,1.726975274,3.366387803,1.001440689,1.172334166,-0.161348169,-0.411931119,7.869624693,4.599801573,2.840424466,0.331048087,5.48800172,-3.210406095,-2.837766885,-1.62716197,-1.368841386,-1.103842472,1.084337082,-1.492280499
Bird Island,BI10,BI10.5,194,190.3,191.3,190.8,2903.109091,21500.09091,61427.81818,1.414545455,-1.424876126,-0.379069859,-0.870468791,-0.674482886,0.813530078,-5.006379178,-5.291584408,-5.521055726,-0.024095789,-1.0687628,-0.19767287,-0.564793689,-0.19313078,0.162441652,-8.920057892,-6.819972928,-7.577117383,-7.810305566,-2.967329131,-6.635301749,-6.868244841,-6.719089643,-8.009590075,-7.317367887,-6.177588793,-6.076605659,-5.430502713,0.004380893,1.789957307,-0.104864116,0.354970012,0.691697207,0.702156266,1.369460676,1.603822812,3.29325928,0.765449817,1.982602787,-0.128967478,0.194293743,8.442000628,4.26436897,3.024617315,0.363534882,5.370690396,-3.645716483,-3.182204416,-3.10633591,-1.304791203,-0.18737236,0.864790502,0.063038728
Bird Island,BI10,BI10.5,197,194,195,194.5,2954.418182,21368,63253.63636,1.329090909,-1.251228036,-0.205256112,-0.776404163,-0.69154094,0.93734738,-5.175312996,-5.182011948,-5.494899926,0.772364405,-0.161047007,-0.065725279,-0.787667715,-0.267080855,0.160814896,-8.464568851,-6.532351962,-7.78436737,-7.498447594,-2.508600415,-6.129355328,-7.303875011,-6.484838763,-7.115386972,-6.75611182,-5.93679328,-5.690989709,-5.590391799,0.003733565,0.423484196,-0.530790152,-0.640955701,-0.574748518,0.779072951,1.749621785,1.911229494,3.844366223,1.359487931,0.593631255,-0.164900977,-0.612260104,7.237032993,4.720821217,1.487490806,-0.450747267,5.850544593,-2.67144733,-2.960136565,-2.083269443,-0.142324946,-1.158485909,0.096859297,-1.163172711
Bird Island,BI10,BI10.5,202,199.9,200.8,200.3,3041.911111,20677.77778,62829.77778,1.47,-0.863826124,0.122254454,-0.500134366,-0.075786524,1.123183458,-5.060795601,-5.122451571,-5.438924907,0.548107776,0.314301323,0.095550032,-0.617919779,0.126127263,0.169655698,-8.651713252,-6.319463698,-7.438852587,-7.78035413,-1.601196743,-6.334460081,-7.472759203,-6.768868294,-7.876479576,-6.361616912,-6.489936223,-6.048668805,-5.332772069,0.004830661,-0.181194362,-0.854557737,-1.498866374,-1.043047151,1.641239705,1.919349575,2.387147822,4.220879697,0.961273833,-0.854619971,-0.699375054,-1.265305399,6.217367308,2.965496413,1.114993392,-0.676621859,6.750096573,-2.95743079,-3.149671246,-0.203044292,-0.056505767,-2.710432602,0.280656911,-2.123265195
Bird Island,BI10,BI10.6,218,209.5,210.5,210,3183,22777.27273,67689.90909,1.406363636,-0.452492808,0.041659153,-0.631512903,-0.286132324,1.008402277,-5.332641305,-5.21107344,-5.612099739,2.271481739,0.178059725,0.102745696,-0.59637887,-0.250455409,0.161179198,-8.436392613,-6.254319848,-7.760966817,-7.580549109,-2.700223154,-6.243828669,-7.325887853,-7.402320643,-5.8760275,-6.438928118,-5.700209614,-6.458822786,-5.310298525,0.004940452,1.798832447,-0.642116941,-0.084438392,0.278660961,2.022038926,2.472278369,2.272390644,3.539912171,2.079565864,1.23297575,-0.274108017,-0.377532293,8.124593356,5.049674934,3.307784164,1.450989174,7.414069676,-1.700506825,-2.275329796,-1.7648232,-1.648932335,-0.825745927,0.314048937,-1.485775505
Bird Island,BI10,BI10.6,228,221.4,222.4,221.9,3362.6,22133.63636,59188.27273,1.385454545,-0.782948185,-0.154858734,-0.810404095,-0.422275029,0.458062929,-5.686310521,-5.257221871,-5.539789618,2.308120364,-0.175426031,0.098188989,-0.457388386,-0.543353144,0.15488026,-8.270538631,-7.298066994,-8.280076474,-7.803142009,-3.504801153,-6.602212213,-7.334390222,-6.963960528,-5.431628265,-7.15434778,-6.218173009,-6.574495567,-6.161991044,0.002108052,0.246089734,-0.309002425,-0.996657716,-0.49284961,1.261219544,2.370665283,2.123595827,4.09771294,2.558393394,-0.060132593,0.057175734,-0.92363322,6.877586549,4.720227342,2.176009856,-0.779840094,6.261742731,-2.325850864,-3.738297792,-0.601321532,0.134088022,-2.242910023,0.884159888,-1.588894026
Bird Island,BI10,BI10.6,239,234.2,235.2,234.7,3550.090909,21143.36364,63280.36364,1.398181818,-1.047994279,0.146212915,-0.730000437,-0.35499071,1.031533177,-5.075772438,-5.150389644,-5.447171607,0.966085152,0.04875969,0.175775904,-0.537291208,-0.176338498,0.162813335,-8.166718787,-6.566045119,-7.8929411,-8.0647592,-2.738857101,-6.313701431,-7.169821162,-6.902129806,-7.112905999,-6.951041547,-5.982784891,-6.213724269,-5.382065907,0.004598313,-0.255496653,-0.549415353,-1.079135601,-0.850388495,0.820851991,1.82916412,2.040361142,4.293159166,0.292321761,-0.335464162,-0.194164497,-0.822665331,6.335924697,3.436961042,0.186294455,-1.270635019,5.011786677,-2.568766125,-2.032387757,-0.401206142,-0.110695969,-3.140973953,0.305915697,-1.774205963
