Location,Site,Section,sample,min_depth,max_depth,depth,SH20_mean_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd
Kerguelen,KER1,CAT1-S1-1B,41,52.3,53.6,53,1213.321429,15258.5,51210.85714,1.39,1.551235869,1.509566675,1.699203934,1.65415445,1.549255441,-4.214288626,-4.617308514,-4.955386557,0.961713914,1.477194207,1.212393575,1.474099855,2.410866878,0.231535365,-5.938707622,-4.759338815,-4.141351655,-6.319831182,-1.314037996,-5.308617509,-6.41156737,-5.932798052,-6.488312735,-5.368376555,-4.169645857,-5.267637993,-3.926371822,0.019715073,1.32360981,1.469284328,1.711337777,1.315060365,0.981795671,2.814927955,3.523013247,3.498973195,0.853932904,0.717765039,0.433464231,1.324818375,8.14274897,6.48314978,5.169725728,1.906530061,6.335665551,-1.907184873,-1.103152189,-1.501204647,-0.400533086,-1.330480105,1.834289938,1.894424733
Kerguelen,KER1,CAT1-S1-1B,46,59.9,61.2,60.5,1808.842857,20697.5,57365.5,1.327142857,0.015191601,-0.126312086,0.685143035,0.365565186,0.625289783,-5.336825579,-5.108241918,-5.472565739,0.174023192,-0.077599895,0.017567927,0.515318082,-0.16241026,0.163122271,-7.823046246,-6.931701182,-6.594399064,-7.226078644,-2.77165873,-6.478395847,-7.023507673,-7.154649903,-7.336125597,-6.564505217,-5.492595406,-5.959075877,-5.542147725,0.003918103,0.223042725,-0.470808304,0.797532014,0.167184036,0.104231869,1.880204691,2.627542735,2.675953246,-0.21597234,0.127606801,-0.894763819,1.049835749,7.088108054,5.243222905,4.081568602,1.010093239,5.048835979,-2.437599951,-1.684618654,-2.620818432,-1.161907334,-1.367272419,0.659162654,1.413807539
Kerguelen,KER1,CAT1-S1-1B,49,64.4,65.8,65.1,2110.626667,18806.46667,52188.2,1.295333333,1.136190043,-0.043137467,0.64916399,0.999421031,0.614689983,-5.278485428,-5.122118775,-5.812496741,0.807780582,1.615846983,-0.291639244,2.29657081,0.402731372,0.176164448,-6.630199266,-6.255052857,-6.138145937,-6.140224039,-2.393721268,-6.09116759,-6.899379063,-6.820662466,-6.714061003,-5.307366518,-5.648856109,-4.493185692,-4.264861958,0.014053807,1.505147291,-1.412888677,0.341450866,1.040039275,0.20869599,0.222856428,2.204322475,1.433962733,0.595078799,1.551412924,-2.184602474,1.954730217,8.453213939,3.510859709,0.835533707,0.828535031,4.435996751,-5.28117848,-2.382972277,-3.233102927,-0.016664101,-0.091661977,-0.027018524,2.689712098
Kerguelen,KER1,CAT1-S1-1B,51,67.6,68.9,68.3,2364.321429,23322.57143,61836.21429,1.356428571,1.065622505,-0.540710977,0.254549379,0.528849134,0.321179484,-5.615885716,-5.131860355,-5.81270303,0.034379544,-0.465808676,-0.500323533,0.380504692,-0.753129658,0.150520749,-7.098304254,-7.363222668,-7.23501368,-7.195368378,-4.081726955,-6.486887043,-7.381353374,-6.755593991,-7.600894453,-6.819680717,-6.280417881,-5.918886696,-5.957161818,0.002587245,-0.697509532,-1.681360586,-0.066486962,-0.701193894,-0.765918121,0.286994401,2.468845509,1.077823934,-1.349481236,-0.770389116,-1.651492652,0.451978206,6.215502551,4.298897004,3.275281816,-0.303415694,3.337053552,-4.144594107,-2.543613199,-3.341104901,-2.178132976,-3.356485723,-1.21799065,-1.939168641
Kerguelen,KER1,CAT1-S1-1B,57,76.5,77.9,77.2,3056.76,23107.93333,57691.73333,1.326666667,-0.727189318,-0.731873988,-0.335382282,-0.341289339,-0.240640898,-6.107691996,-5.211435286,-5.919573814,-0.945455913,-0.604448679,-0.972416934,-0.305806697,-0.847847542,0.148592771,-8.361730345,-7.212111077,-7.283711057,-7.795397274,-4.679809382,-6.698541671,-7.02367807,-6.767804229,-11.88715831,-7.098359597,-6.458544123,-6.200102909,-5.658308036,0.003488414,-1.686762708,-1.020247386,-0.874407369,-0.457614343,-0.222191112,1.156591041,2.228820499,1.7055055,-1.262097439,-1.521408683,-1.012157275,-0.21453012,5.692407922,5.169848784,2.738841137,0.800368939,5.568119643,-3.26090438,-3.297001758,-3.123922027,-3.730203992,-4.550550854,-0.365720454,-0.485804356
Kerguelen,KER1,CAT1-S1-1C,69,86.1,87.5,86.8,3452.746667,23417.13333,58329,1.412,-0.683664298,-0.714495417,-0.438334992,-0.395146818,-0.234919669,-6.957713195,-5.205008463,-6.053157785,-0.945455913,-0.173980231,-0.588105721,-0.311828393,-0.982612187,0.145892131,-8.802013627,-7.331385878,-6.984615651,-7.636982628,-4.157258073,-6.994759682,-7.157719955,-6.881582951,-11.88715831,-6.74235431,-6.30295154,-5.880563844,-5.967330298,0.00256107,-1.96759345,-1.469758414,-1.319620621,-0.773445483,-0.465027607,0.75765378,1.601370184,1.399296677,-1.517888982,-1.763777116,-1.371876904,-0.525819226,5.557430168,4.285481182,0.968203653,0.333599077,4.531512554,-3.393310763,-2.57335534,-2.522615919,-1.746597473,-4.195310548,-0.194372613,-0.712772449
Kerguelen,KER1,CAT1-S1-1C,73,92.4,93.7,93.1,3631.135714,21919.64286,55028.5,1.295714286,-0.577441477,-0.787814619,-0.452286207,-0.39500314,-0.278960214,-6.582612666,-5.280561803,-6.056939343,-0.713621834,-0.499249572,-0.75042295,-0.248681666,-0.816408143,0.149229965,-8.401145345,-7.233667799,-7.730205639,-7.424526939,-4.773121438,-7.18802132,-7.331836931,-7.148152858,-9.684186655,-6.991805174,-6.015688522,-6.44599387,-5.710010234,0.003312639,-1.60081877,-1.665052507,-0.530684757,-0.760271749,-0.624696417,0.45732173,1.234740398,1.492961215,-1.457131823,-1.534880085,-1.507667101,-0.371542459,5.714671968,4.140959721,2.774546259,0.152991523,4.557167349,-3.65449109,-4.93906012,-2.876092545,-2.893075293,-4.94979813,-0.009110039,-1.133980905
Kerguelen,KER1,CAT1-S1-1C,80,103.1,104.5,103.8,3940.826667,22842.73333,56752.8,1.344666667,-0.481633062,-0.732390143,-0.306496141,-0.580402802,-0.324002377,-6.167672412,-5.210253916,-5.885182364,0.16475583,-0.570953816,-0.9236822,-0.105532001,-0.812718854,0.149304916,-7.168447119,-7.10165357,-6.243012055,-7.877983991,-3.455470497,-6.744426687,-7.274443903,-7.124691521,-7.407716437,-6.672921784,-6.438162712,-6.16460786,-5.902452473,0.002732735,-2.416605573,-2.324785506,-1.538279346,-1.390522382,-1.140187858,-0.080117716,0.756761235,0.964106124,-1.95860087,-2.023424056,-2.099601381,-0.858180539,5.254915922,3.492014874,1.485369936,-0.646076883,4.224345101,-4.056213577,-3.317773464,-3.606789109,-3.666056725,-5.739915791,-2.146136396,-2.35790483
Kerguelen,KER1,CAT1-S1-1C,86,112.2,113.6,112.9,4208.64,23327.13333,56259.46667,1.338,-1.295205313,-0.940563997,-0.923707658,-0.938210282,-0.576606392,-6.045260808,-5.290522962,-5.906146483,-0.945455913,-0.294212225,-1.060550496,-0.044806648,-0.957493057,0.146391761,-8.828733784,-7.499790431,-7.437898146,-7.864849322,-4.926936811,-6.963298529,-7.499237551,-6.915653385,-11.88715831,-6.561218404,-6.428554901,-6.112340047,-5.858923639,0.002854314,-2.036807873,-1.53766052,-1.206401022,-0.939870468,-0.831289346,0.048549833,1.026695924,1.689084808,-1.355627157,-1.638513377,-1.135675835,-0.49748242,5.325829896,4.667084182,1.94042748,-0.003520183,3.620540945,-5.301613392,-3.503861403,-4.832225252,-2.032918586,-5.511922058,-0.54132775,-1.770213926
Kerguelen,KER1,CAT1-S1-1C,93,122.9,124.1,123.5,4497.107692,23905.46154,57464.46154,1.32,-1.287709702,-0.705645167,-0.996322919,-0.84209613,-0.562514247,-6.109445359,-5.261664962,-5.897417521,-0.945455913,-0.894893708,-1.200923508,-0.196234401,-1.063351497,0.14429771,-8.657253304,-7.276719649,-7.736001852,-7.654008314,-5.309722913,-6.934417052,-7.108383227,-6.649874975,-11.88715831,-7.334851712,-6.688510256,-6.164788376,-5.987219925,0.002510634,-2.558480512,-1.346799586,-1.490124849,-0.941958909,-0.857154258,0.04900471,1.045039625,1.395888346,-1.5023165,-2.005788982,-0.854031141,-0.726042621,5.331061691,3.917578859,0.83957168,-0.21796627,3.932605426,-4.257584575,-3.094556442,-2.811583204,-1.9140687,-5.062389958,-1.814516663,-1.813669889
Kerguelen,KER1,CAT1-S1-1D,105,130.3,131.4,130.8,4654.675,22628.83333,55695.08333,1.306666667,-0.850753426,-0.924058761,-0.869648378,-0.743921443,-0.488240891,-6.376716671,-5.268995127,-5.833548066,-0.945455913,-1.138011932,-0.422494944,0.046068219,-1.048392346,0.144591799,-8.539616143,-7.869965829,-7.500651591,-8.002146364,-5.022585008,-6.955709078,-7.15083402,-7.071701078,-11.88715831,-7.289980043,-5.863860248,-5.908468307,-5.5452721,0.00390588,-1.935222065,-1.420967974,-1.071356364,-0.963206726,-0.99686947,-0.071957865,1.198740326,1.255665121,-1.229023648,-1.64878194,-0.852739893,-0.400926302,5.38293223,3.624599772,2.239213983,-0.310419036,3.418718038,-4.547354022,-3.060163707,-3.522477647,-3.215678691,-4.071514522,-0.555501891,-1.515469491
Kerguelen,KER1,CAT1-S1-1D,108,134.6,135.8,135.2,4745.8,22323.46154,54924.61538,1.440769231,-0.772871785,-0.676994763,-0.616202166,-1.014715257,-0.563416557,-6.187569202,-5.302130098,-5.84857472,-0.879086449,-2.159068554,-0.860107915,-0.157457769,-0.890701905,0.147728606,-8.478473614,-7.10650386,-7.384920082,-7.812993766,-4.292225062,-6.741108499,-7.40307118,-6.941986195,-10.76912026,-8.711230427,-6.188448169,-5.789934338,-5.789855161,0.003058425,-2.242569549,-1.630796788,-1.085396481,-1.134168351,-1.156609397,-0.205215357,1.109296435,1.111281402,-1.98877532,-1.707097071,-1.031396326,-0.55225322,5.332525091,4.536715094,2.041280213,-0.763292404,3.853156614,-4.69958087,-4.388363631,-3.918625756,-2.013060591,-3.800424029,-0.632055507,-1.658031628
Kerguelen,KER1,CAT1-S1-1D,110,137.6,138.8,138.2,4810.630769,22217.84615,54839.15385,1.287692308,-0.916110405,-0.836522425,-0.668519305,-0.707757361,-0.616457619,-6.193928094,-5.216503671,-6.065462852,-0.241572876,-0.481151705,-0.816780293,-0.146574663,-0.92554099,0.147029775,-8.47280039,-8.033922243,-7.807166435,-7.730221101,-5.362622377,-6.896003214,-6.941328397,-6.781102428,-8.533816527,-6.825989085,-6.540384988,-6.607657311,-5.643366333,0.003540928,-3.943635718,-2.071114866,-1.560358806,-1.441545799,-1.451403157,-0.491860404,0.924541722,1.089323368,-2.228010549,-2.22186294,-1.459387921,-0.72815486,5.225759114,2.975567854,0.197421713,-1.578187949,3.366743146,-4.966728032,-3.067600289,-3.769138899,-2.71321674,-4.235400375,-0.126670214,-1.410666143
Kerguelen,KER1,CAT1-S1-1D,114,143.4,144.6,144,4936.930769,22964,55507.53846,1.303076923,-1.384551488,-0.817558063,-0.642935554,-0.942445153,-0.771611922,-6.369538414,-5.280803457,-5.999890955,-0.545771486,-0.83256459,-0.64708618,-0.163735023,-0.945712232,0.146626676,-9.035504337,-7.591806366,-7.728760283,-7.730852138,-5.890596685,-7.166250712,-7.45236398,-6.521577649,-8.648550002,-7.30763257,-6.184800863,-6.344395559,-5.598191962,0.003704556,-2.617890158,-1.444740671,-0.975321815,-1.069849144,-1.089406719,-0.093891142,1.741451249,1.785511579,-1.905812528,-1.94354158,-0.815453825,-0.112316891,5.298400998,3.757256595,1.315550393,-1.826020478,3.426863182,-5.013596424,-3.017298788,-3.774539919,-2.465113623,-5.846459677,0.001956376,-1.586708826
Kerguelen,KER1,CAT1-S1-1D,117,147.8,148.9,148.4,5072.725,22267.91667,55087.5,1.346666667,-0.285901896,-0.429324077,0.27389066,-0.011120697,-0.408293861,-6.742430096,-5.182682071,-6.156347959,-0.27867999,0.396428306,0.041916379,0.014819239,-0.602847287,0.153631201,-8.271335072,-6.847939779,-5.949324002,-7.690022301,-3.72967336,-6.970689705,-6.913705809,-6.904350938,-8.532791135,-6.34324295,-5.168269824,-5.861813735,-5.006411401,0.006694886,0.824563462,-0.90181017,0.552445564,-0.158124988,-0.748815231,0.175141926,1.828698523,2.000267964,-0.269373553,0.444691688,-0.297305534,0.987686623,7.608024,4.178897068,3.278285911,0.182068902,3.715219204,-3.880030081,-3.370134885,-3.025160837,-1.85079681,-1.909819254,0.801284362,0.086827709
Kerguelen,KER1,CAT1-S1-1D,119,150.7,151.8,151.3,5184.441667,23072.16667,55131.5,1.3725,-0.761603347,-0.711259942,-0.34488179,-0.7763694,-0.830689935,-6.700542904,-5.325388821,-6.139622326,-0.434340767,-0.686863116,-0.754450761,-0.33745285,-1.046498966,0.144629065,-7.808968369,-6.776450276,-7.173530183,-7.55530685,-5.13660461,-6.774426713,-7.310054121,-7.098421839,-8.715084392,-6.948700669,-6.02725028,-5.898628152,-6.149103423,0.002135395,-2.055330815,-1.583092516,-0.986961143,-1.272339265,-1.322043951,-0.26430101,1.890854069,1.779104669,-0.559391103,-2.015766444,-0.933026974,-0.105738411,5.368595324,4.347000726,2.108131297,-0.01788153,3.791449325,-4.714743675,-2.801707632,-2.660716726,-0.260009484,-4.3602217,-0.334918905,-1.385015695
Kerguelen,KER1,CAT1-S1-1D,123,156.5,157.7,157.1,5436.623077,23160.69231,55187.46154,1.347692308,-1.558549916,-0.865731638,-0.813192949,-0.543276344,-0.943008115,-7.208066158,-5.189072803,-6.207194676,-0.157375039,-1.416344501,-0.477319113,-0.399106815,-1.037403447,0.144808217,-8.810982751,-7.331524343,-7.872793358,-7.733336289,-5.373351935,-7.143113329,-7.290206449,-7.035901142,-7.93951451,-7.555429525,-6.190617409,-6.138957188,-5.778388529,0.003093697,-2.401895625,-1.204286085,-1.197721612,-1.060710484,-1.051003818,0.008226993,1.996850493,1.826388512,-1.434938258,-1.962829974,-0.637042535,-0.406942998,5.513140959,4.684571942,1.704118345,-0.462656425,3.607344541,-4.53768043,-2.333595463,-2.158085123,-1.473284469,-4.212242409,0.836967632,-0.725894926
Kerguelen,KER1,CAT1-S1-1D,124,158,159.2,158.6,5499.669231,23511.76923,56021.46154,1.395384615,-1.387567367,-0.95332817,-0.930690202,-0.648715702,-1.032443483,-7.162306827,-5.257722725,-6.323722384,-0.945455913,-0.194555648,-0.655968955,-0.290761228,-1.061758285,0.144329003,-8.504946786,-7.278368529,-7.712635344,-7.733956636,-5.468623594,-7.150055926,-6.820971776,-6.747007692,-11.88715831,-6.638179074,-6.412063639,-5.941400062,-5.603966441,0.003683225,-0.979282726,-1.517483529,-0.979790533,-1.044503436,-1.284668885,-0.15231029,1.766285892,1.556943524,-1.38003702,-1.112678995,-0.999786868,-0.234333052,6.184188796,4.882642419,2.741347026,0.199281297,3.861404741,-4.374854019,-2.792115805,-4.202883724,-1.803912062,-2.765088583,-0.879844634,-2.108866818
Kerguelen,KER1,CAT1-S1-1E,132,161.5,162.7,162.1,5646.269231,23811.38462,56569.61538,1.366923077,-0.81324991,-0.906202901,-0.986911647,-0.975290292,-1.198370151,-6.93672468,-5.285367629,-6.244875192,-0.945455913,-0.326763421,-0.731924848,-0.324665977,-0.984103109,0.145862529,-8.086165538,-7.773784296,-7.921933904,-8.378030748,-6.045668502,-7.087229902,-7.387172089,-6.8301457,-11.88715831,-6.711365555,-6.459972178,-5.946639189,-5.823243224,0.002957996,0.429607796,0.594780393,1.007042607,0.814513318,0.675063527,2.26601624,3.232047511,2.949532582,0.403039178,0.022700392,0.093210906,0.863298334,7.256935316,5.611759714,4.227174296,1.306731996,5.547920657,-2.890213146,-3.540081245,-3.006682044,-0.970151633,-1.537183086,-0.214514681,1.035476943
Kerguelen,KER1,CAT1-S1-1E,137,168.8,170,169.4,5947.946154,23243.15385,57024.69231,1.373846154,0.060089231,-0.725281984,-0.176585422,-0.152374764,-0.32231508,-6.825428427,-5.311326602,-6.159767348,-0.945455913,-0.185893083,-0.55827109,0.034041734,-1.000016591,0.14554695,-8.05310716,-7.612162701,-7.407915682,-7.621178421,-4.887357846,-7.161824851,-7.147434641,-6.947962596,-11.88715831,-6.447950597,-6.386587939,-6.093727723,-5.546003644,0.003903024,-2.339061641,-1.47692653,-1.257589137,-1.089501544,-1.24048426,-0.226773484,1.123252872,1.460701117,-1.399663437,-1.857925581,-0.99863471,-0.428756093,5.317504483,3.767170035,2.007334243,-0.006443517,3.705202874,-4.301877496,-3.632127432,-3.534765758,-2.983717817,-4.49899776,-0.148052611,-1.55144248
Kerguelen,KER1,CAT1-S1-1E,144,179,180.2,179.6,6370.753846,22715.76923,55020.92308,1.346923077,-0.732707441,-0.598740204,-0.312349845,-0.2151588,-0.746613934,-6.651020042,-5.253140103,-6.067916821,-0.945455913,-0.389869091,-0.471687489,-0.025829122,-0.894601357,0.147650223,-8.611936034,-7.113848569,-7.667640708,-7.610231856,-4.981777499,-7.018914254,-7.062457418,-6.648653028,-11.88715831,-6.972716121,-6.39355324,-6.22844892,-5.575477198,0.003789667,0.401777867,-1.63299583,-0.38116978,-0.354750007,-1.156264064,-0.605051505,1.193795963,1.62222572,-0.754281171,0.155457335,-1.712368007,0.870803285,7.233781181,4.193681627,1.863059087,-0.298138949,3.579984244,-5.605381259,-3.146838366,-3.451006168,-1.358216243,-1.779654262,-0.317815582,0.978062857
Kerguelen,KER1,CAT1-S1-1E,145,180.4,181.6,181,6433.538462,18555.69231,44574.53846,1.393846154,0.950374667,-0.064240568,0.534674612,0.558729411,-0.224988781,-6.166366295,-5.09933601,-5.70083195,0.276650584,1.378231959,0.265695729,0.589701545,0.326423676,0.174344314,-5.805004644,-5.44495648,-4.63241859,-6.314682969,-2.999177443,-6.510537233,-6.604323588,-6.597079162,-6.656359532,-5.242513541,-4.384717788,-5.639593572,-3.853403201,0.02120744,1.871551857,-1.46232827,0.591786,0.00639653,-0.848437181,-0.156478183,0.886109839,1.326362022,-0.20548039,0.828065414,-2.141541952,0.930593093,8.725304678,4.794141795,4.055259479,0.70966819,3.517788908,-4.802455341,-3.476925764,-4.05755405,-1.621925443,-2.412473087,-0.458680711,0.785970407
Kerguelen,KER1,CAT1-S1-1E,146,181.9,183,182.4,6500.141667,13949,38376,1.411666667,2.998908398,0.94748869,1.406761689,1.631818916,0.729228844,-5.209453859,-4.856838893,-5.72657619,1.118018478,2.370689785,0.599594385,1.82884451,2.817913157,0.244724512,-5.359544736,-5.377254739,-4.304290892,-6.416721084,-2.593950482,-5.684615322,-6.159543344,-5.993136518,-6.076074462,-5.348802857,-4.693893006,-5.009342955,-4.141814618,0.015893984,2.220447649,-1.313750842,0.725097413,1.175383417,0.137509969,-0.278329145,0.80221871,1.794323257,0.928852368,1.89848855,-2.054129703,1.944748751,9.202971691,4.021962455,3.194370907,1.748373345,5.264428257,-4.942552717,-3.958747123,-3.95203616,-0.283012452,-0.11861062,-0.158808642,2.309957337
Kerguelen,KER1,CAT1-S1-1E,147,183.3,184.4,183.8,6564.375,22427.08333,57499.5,1.2675,1.356347937,-0.463275671,0.40142892,0.619105541,-0.139509616,-6.23306632,-5.214445843,-6.116522043,0.676953595,0.467238563,-0.542343241,0.678737156,-0.478257302,0.156258563,-5.746971376,-6.515556454,-6.256279853,-6.625532947,-2.857828016,-7.290446411,-6.982859928,-7.417591567,-6.71151208,-5.774728161,-5.910904397,-5.471920652,-4.7901517,0.008311197,-0.826483332,-1.236516722,-0.203851142,-0.437151053,-1.050482237,-0.003053701,2.05044567,2.098648827,-0.057580795,-0.760568421,-0.681752233,1.175039893,6.089354856,4.481259862,3.01204536,0.375681018,3.889768988,-4.12019014,-2.381381761,-2.366563899,-1.878551557,-3.050148925,-0.209774694,1.029502539
Kerguelen,KER1,CAT1-S1-1E,151,189,190.3,189.7,6812.307143,23247.14286,55625.64286,1.319285714,-1.2092236,-0.845932113,-0.503848318,-0.746517244,-1.015652177,-6.564868654,-5.285782074,-5.953864265,-0.945455913,-0.87969622,-0.71664637,-0.228559353,-0.845919799,0.148631763,-8.520289928,-7.147428225,-8.017434062,-8.544999759,-5.407367291,-7.196254901,-7.165678916,-6.727170774,-11.88715831,-7.16331567,-5.993263457,-6.180823774,-5.838987624,0.002911789,-1.544251099,-1.365848607,-0.696748094,-0.903672319,-1.269927763,-0.028231451,1.696246641,1.951674304,-1.556514848,-1.590228773,-0.888473156,0.14207604,5.734030493,4.360579551,2.31747273,-0.252025303,3.497718742,-4.996091322,-3.063884548,-3.683485309,-2.517767444,-4.754933289,0.172303794,-0.41756838
Kerguelen,KER1,CAT1-S1-1E,157,198.4,199.7,199,7055.1,23330.92857,56708.85714,1.285,-0.9633217,-0.373214125,-0.474900272,-0.450522052,-0.805777285,-6.675847315,-5.27715177,-5.856135645,-0.614219395,-0.419450065,-0.455844717,-0.020648758,-0.837780124,0.148796515,-8.393367179,-7.37239388,-7.538359436,-7.450433801,-4.96276192,-6.912686376,-7.351460776,-6.733884945,-8.86858396,-6.958822296,-6.313111211,-5.93743831,-5.658642247,0.003487248,-1.559852888,-1.26709297,-0.961030385,-0.782491909,-1.192123585,-0.026699844,1.401900586,1.517699281,-1.607937855,-1.40034933,-0.737833127,-0.296447055,5.654138786,4.106905566,1.623801628,-0.238467829,3.004722804,-5.246345033,-3.298341308,-3.114335803,-2.620944321,-3.782116688,0.28261246,-1.115306766
Kerguelen,KER1,CAT1-S1-1E,161,204.5,205.8,205.2,7160.464286,22635.42857,56487.28571,1.304285714,-0.628927767,-0.637078879,-0.261870161,-0.467142025,-0.512398705,-6.007911568,-5.275885002,-6.076201743,-0.613739954,-0.456737752,-0.247903666,-0.020142121,-0.841087859,0.148729542,-7.748120193,-6.847325394,-6.656186124,-7.781483594,-3.439600064,-6.307924494,-6.944736923,-6.787458981,-9.251915619,-6.835757978,-5.964462108,-5.825900331,-5.515387606,0.004024367,-1.257870496,-1.239955722,-0.717122274,-0.590416382,-1.165418043,-0.161789601,1.086903573,1.593514032,-1.816263011,-1.068206737,-0.701392351,-0.08855658,5.817006757,4.924919714,2.627214579,0.206220891,2.919535127,-4.966155549,-5.525789021,-3.669314855,-2.224191911,-3.065606755,0.211914724,-0.424782759
Kerguelen,KER1,CAT1-S1-1F,170,210.3,211.7,211,7263.933333,21787.13333,53540,1.36,-1.205558698,-0.301293268,-0.577782503,-0.500643104,-0.658779104,-6.172460509,-5.21602014,-5.856514165,-0.945455913,-0.251935048,-0.575226977,-0.055378121,-1.01760542,0.145198941,-8.576413523,-6.624694619,-7.141617283,-7.510134343,-4.027141104,-6.878429536,-7.178578935,-7.16651848,-11.88715831,-6.805064585,-6.4558531,-5.901335147,-5.30428174,0.004970267,-2.982314149,-1.579242971,-1.775855463,-0.968311182,-1.428806418,-0.400927808,0.780333863,1.409448981,-2.477650697,-2.325285214,-1.129867113,-0.947356272,5.200069316,4.231861534,1.21362962,-0.310536902,3.047669992,-5.023690291,-3.553152424,-2.803205468,-2.804300888,-4.810369453,0.292965009,-1.567370577
Kerguelen,KER1,CAT1-S1-1F,177,220.9,222.2,221.6,7451.671429,23521.64286,57297.14286,1.331428571,-1.012688822,-0.734623526,-0.918356573,-0.482403755,-0.952105079,-6.595044456,-5.254878296,-5.918800434,-0.945455913,-0.080322516,-0.44889909,-0.063520229,-0.891412693,0.147714316,-8.921236408,-7.309929951,-8.042637511,-7.96834545,-4.707174043,-6.855135901,-7.025875058,-6.82619841,-11.88715831,-6.616117552,-6.432467077,-5.922068327,-5.787168901,0.003066652,-2.148031328,-1.140357271,-1.174839791,-0.635877979,-1.181898817,0.068799662,1.154300104,1.945705255,-1.818860931,-1.766437788,-0.642640894,-0.400666281,5.065531025,4.172728885,1.342611798,0.2469671,4.154006669,-3.97302613,-3.772548017,-2.349360294,-1.956550217,-4.827237941,-0.09909169,-1.208738485
Kerguelen,KER1,CAT1-S1-1F,179,224,225.4,224.7,7505.433333,23158.46667,56412.73333,1.297333333,-1.125285455,-0.515442496,-0.641403511,-0.221523124,-0.71067169,-6.366962798,-5.266044527,-5.996488872,-0.945455913,-0.636354777,-0.258954346,-0.031500887,-0.80421525,0.149477817,-8.277062012,-6.717879185,-7.619001042,-7.679605218,-4.276916411,-6.956312178,-7.151935481,-6.661003134,-11.88715831,-7.098554475,-6.162358601,-6.303613258,-5.736422896,0.003226288,-1.760735398,-1.346930586,-1.005128043,-0.737980219,-1.304605046,-0.167424658,1.677149632,1.730024181,-1.834780589,-1.45090168,-0.784745602,0.092969767,5.48853643,4.720461884,1.896514669,-0.442737834,3.419283717,-4.533069921,-3.662976803,-3.410417759,-2.406779589,-3.115628929,0.679132244,0.176703398
Kerguelen,KER1,CAT1-S1-1F,180,225.6,226.8,226.2,7531.692308,21060.38462,54913.46154,1.322307692,1.126111093,-0.30536469,-0.048235413,0.95321939,0.117551202,-5.437255338,-5.228499482,-5.92272358,0.149687705,1.057448195,-0.320383402,1.027690521,-0.209457028,0.162081097,-6.486811307,-6.980089437,-7.050184741,-6.447673158,-2.790542138,-6.271000542,-7.371848778,-6.670052397,-7.392813467,-5.474562754,-5.937501655,-5.385323184,-4.817054044,0.008090586,1.239604218,-0.88027938,-0.148272578,0.907502652,-0.133274958,-0.05522984,1.288478593,1.824203875,-0.077026649,1.302702504,-0.873813698,1.571888743,8.04300243,4.969785562,3.052040077,1.28525071,5.133826957,-4.160422828,-2.828029739,-2.453735094,-0.859791894,-0.967828983,0.33567316,1.384466376
Kerguelen,KER1,CAT1-S1-1F,185,233.2,234.5,233.8,7669.85,16788.14286,47972.78571,1.372857143,2.484467425,0.06545288,0.952069628,1.809515445,0.803319479,-4.82074848,-5.137753579,-5.86981416,1.181875002,2.245226657,-0.024208506,2.893535886,1.472121897,0.20376471,-5.149373049,-6.169163328,-5.126520309,-5.573682598,-1.74771054,-5.748340805,-6.979028006,-6.600634921,-6.301100582,-4.901146488,-5.826819246,-4.302757471,-3.764106018,0.023188333,1.431554073,-1.328439533,0.256613072,0.781415483,-0.254820284,-0.254246804,1.451377823,1.328104787,0.036183482,1.320367841,-1.554211089,1.686979987,8.286529663,3.603238434,3.241744719,0.229761341,4.6822913,-5.11257633,-3.164007054,-3.572471159,-0.44019944,-0.688823658,-0.150928577,1.967069174
Kerguelen,KER1,CAT1-S1-1F,186,234.7,235.9,235.3,7695.938462,21977.53846,58320.84615,1.346923077,1.587647273,-0.400451825,0.455662382,0.839727807,0.078200032,-5.892415943,-5.28409759,-6.086756325,-0.110129645,0.78797033,-0.000321708,1.036491866,-0.528335244,0.155197158,-6.304709407,-7.504970537,-6.095658444,-6.817108051,-3.33189196,-6.585830032,-7.083552134,-6.901770506,-7.879591907,-5.991261179,-6.159813142,-5.266404631,-4.933523785,0.007201084,1.345462642,-1.294568073,0.37104655,0.637055751,-0.365673833,-0.224054325,1.511053668,1.16641655,-0.071714844,1.30543303,-0.838381646,1.616121377,8.268162101,4.629443014,3.970028677,1.613613022,4.552641391,-5.339340006,-2.439639312,-3.507362754,-1.031078484,-1.137661693,0.272971639,1.818884977
