Location,Site,Section,sample,min_depth,max_depth,midpoint,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,kcps,cps,MSE,K,K_sd,Ca,Ca_sd,Ti,Ti_sd,Mn,Mn_sd,Fe,Fe_sd,Co,Co_sd,Ni,Ni_sd,Cu,Cu_sd,Zn,Zn_sd,Rb,Rb_sd,Sr,Sr_sd,Zr,Zr_sd,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content,Dry_mass,Dry_mass_err,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Volume,Volume_err,Wet_density,Dry_density,Dry_density_err,DMAR,DMAR_err,DMAR_err_pc,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,K_sd_fr,Ca_sd_fr,Ti_sd_fr,Mn_sd_fr,Fe_sd_fr,Co_sd_fr,Ni_sd_fr,Cu_sd_fr,Zn_sd_fr,Rb_sd_fr,Sr_sd_fr,Zr_sd_fr
Bird Island,BI10,BI10.2,71,68.7,69.8,69.2,69.2,0.55,826,1194,1027,1024,184,0.0397,0.00745,24090.25,59035.08333,1.284166667,-7.799315187,5.644845741,-4.985996217,0.60032915,-6.985331533,3.337843254,-6.975220223,2.869328225,-2.90738078,0.398498157,-6.240687826,3.549224322,-5.252525488,0.864068084,-5.693280847,1.853274784,-5.733149453,2.144662898,-6.562404598,9.729274903,-4.488303523,1.207665556,-3.838414646,0.380922889,0,-1.883756274,6.580597868,1.88383042,0.152050972,-1.883830419,51042.75,282.6350442,1145.288567,0.106724653,855.8962474,156.2407815,0.168230835,0.02528636,0.003803778,0.025286361,914.2364052,76.84,23.16,1.16,65.27,3.26,32.63,3.26,5.7255,4.36,1.0071,0.3035,0.2463,0.012,0.012,99.9,7.587472448,1.365745041,8.798830859,1.143848012,6.135380783,0.85895331,3.839451494,0.460734179,8.214682164,1.47864279,0.713556964,0.049948987,1.898255153,1.025057783,3.528245342,0.493954348,4.944958392,0.445046255,2.053546607,0.328567457,4.744930521,0.09489861,3.08978528,0.154489264,0.723761716,0.12040305,0.477836054,0.411360234,0.137064316,0.568723259,0.164505263,0.325519649,0.374081108,1.482577729,0.269069494,0.09923964
Bird Island,BI10,BI10.3,84,80,81,80.5,80.5,0.5,1078,1383,1228,1228,153,0.11538,0.01505,23305.5,56089.8,1.359,-7.429470588,11.2586169,-5.062094989,0.55894317,-6.562776797,3.731806272,-6.961485123,4.325337005,-2.721867555,0.731588964,-6.301717164,4.054134921,-5.170146618,0.937740617,-5.611184364,1.809801879,-6.336249148,3.956290421,-5.77895265,4.576478077,-4.493984983,0.857085877,-3.888511264,0.598409838,0,-1.8779812,6.542561287,1.878115961,0.152911138,-1.878115961,48174.9,718.4277973,1748.951864,0.072793467,1122.610296,206.5257584,0.140667747,0.021867458,0.003401228,0.021867458,1280.986898,83.75,16.25,0.81,72.37,3.62,36.18,3.62,3.6287,3.2041,0.8837,0.1715,0.16,0.0198,0.021,106.3,9.572179446,1.7229923,9.200857974,1.196111537,7.694996571,1.07729952,4.83236729,0.579884075,8.745857,1.57425426,0.89182139,0.062427497,1.851257046,0.999678805,3.679101434,0.515074201,4.212387084,0.379114838,3.916356428,0.626617028,5.346617587,0.106932352,3.669950739,0.183497537,1.515399619,0.110417361,0.56863221,0.621323888,0.268781985,0.643338128,0.18137602,0.322534738,0.624389971,0.791921712,0.190718456,0.153891759
Bird Island,BI10,BI10.3,88,84.8,85.8,85.3,85.3,0.525,1140,1414,1267,1270,137,0.11538,0.01316,21329.45455,51592.63636,1.240909091,-9.312125002,12.81813245,-5.193494414,0.606927025,-7.448044871,5.668755323,-7.537172651,5.324071258,-3.598392196,0.390707014,-6.607413702,4.212155216,-5.228251739,0.41015117,-5.744001749,1.556038368,-7.007043029,7.683413194,-6.722483032,9.430171627,-4.663655891,1.088582821,-3.792065065,0.260424682,0,-1.897793113,6.675364633,1.898067299,0.149911105,-1.898067298,46294.72727,650.8833019,1359.070438,0.090161471,896.363522,199.4965937,0.18749813,0.02796726,0.004174895,0.02796726,1018.184864,83.38,16.62,0.83,73.08,3.65,36.54,3.66,4.9476,4.5963,0.9241,0.1842,0.1804,0.0213,0.0232,109.3,8.03772748,1.446790946,8.8791575,1.154290475,6.354009221,0.889561291,4.046986047,0.485638326,8.230514718,1.481492649,0.956002135,0.066920149,1.777027584,0.959594895,3.611230684,0.505572296,4.174919143,0.375742723,2.587956309,0.414073009,4.874905946,0.097498119,2.590546946,0.129527347,1.376499183,0.11686294,0.761106494,0.706375123,0.108578219,0.637489252,0.078449009,0.270897962,1.096527189,1.402781023,0.233418341,0.068676217
Bird Island,BI10,BI10.3,95,93,94,93.5,93.5,0.5,1233,1487,1332,1342,127,0.11287,0.01132,21085,51886,1.319090909,-7.26963814,4.601416733,-5.06297775,0.762124835,-5.938596762,4.257568804,-6.593703088,2.876014603,-2.493473101,0.572045441,-6.456056909,4.160355996,-5.251327961,0.607565347,-5.955877774,4.125988475,-8.924459058,17.55566737,-5.877388848,4.564676254,-4.063263336,1.901146777,-3.825028265,0.391867784,0,-1.856393537,6.401633636,1.855807878,0.156443694,-1.855807879,44226.72727,872.1308388,2411.738543,0.085376173,2260.375291,279.3658728,0.258608262,0.040543299,0.006363537,0.040543299,2471.743477,84.51,15.49,0.77,71.74,3.59,35.87,3.59,5.4091,5.4227,0.926,0.1698,0.1787,0.0192,0.0221,115.3,8.050065933,1.449011868,8.814719692,1.14591356,6.406919338,0.896968707,4.099327369,0.491919284,9.340557183,1.681300293,1.748332988,0.122383309,1.962918798,1.059976151,3.226963318,0.451774864,4.276288324,0.384865949,2.330599146,0.372895863,4.786385014,0.0957277,2.636235481,0.131811774,0.632963656,0.150528972,0.71693179,0.436175934,0.22941713,0.644411295,0.115697468,0.692759091,1.967140782,0.776650375,0.467886676,0.102448337
Bird Island,BI10,BI10.3,98,96.3,97.3,96.8,96.8,0.5,1278,1505,1359,1371,114,0.11294,0.00996,20358.09091,49648.18182,1.288181818,-6.812016012,4.27340324,-5.147502014,1.068020437,-6.115450024,1.866598436,-6.495639988,1.952288664,-2.487611234,0.285141735,-5.995520388,2.592099795,-5.1557468,0.518741153,-5.952078216,2.59738124,-8.065921185,23.64452231,-5.308953843,3.119101843,-3.963873038,0.784293715,-3.74184151,0.376616823,0,-1.813986474,6.129922695,1.812791718,0.163261797,-1.812791717,42080.72727,1009.266115,3019.534958,0.058278329,2511.390484,285.0955821,0.179411937,0.029328053,0.004797626,0.029328053,2782.5318,72.66,27.34,1.37,78.62,3.93,39.31,3.93,5.6172,5.8053,0.9172,0.3451,0.374,0.039,0.0457,117.2,8.021130851,1.443803553,8.795637625,1.143432891,6.332786952,0.886590173,3.989329742,0.478719569,8.864092645,1.595536676,1.290119484,0.090308364,1.767793884,0.954608697,2.934614483,0.410846028,3.732868787,0.335958191,2.271544681,0.363447149,4.722121479,0.09444243,2.571192336,0.128559617,0.627333117,0.207483248,0.305226668,0.300553705,0.114624718,0.432339418,0.100614164,0.436382243,2.931410036,0.587517228,0.197860453,0.100650127
Bird Island,BI10,BI10.3,104,103.2,104.2,103.7,103.7,0.475,1358,1649,1477,1487,145,0.04191,0.00429,23485.90909,56468.36364,1.455454545,-7.701499565,7.325485655,-5.140475279,1.131326335,-6.537192017,8.097825627,-6.756009678,1.282548096,-3.294836778,1.150628814,-6.514333879,2.949847153,-5.303183505,0.490516487,-6.040629479,2.468970114,-7.470975906,9.247594381,-6.592142737,8.029534607,-4.373935434,1.102240359,-3.860654356,0.441659365,0,-1.907935634,6.741645206,1.908147997,0.148378059,-1.908147997,49873.27273,239.911423,960.8919058,0.080667668,552.6917767,162.0747302,0.124811307,0.018531417,0.002752184,0.018531417,676.2464182,83.17,16.83,0.84,84.12,4.21,42.06,4.21,5.3363,5.8353,0.944,0.191,0.2184,0.008,0.01,124.6,7.26163414,1.307094145,8.86638463,1.152630002,6.089253688,0.852495516,3.858788073,0.463054569,7.594508365,1.367011506,0.328791245,0.023015387,1.519186462,0.82036069,2.964972371,0.415096132,3.822720036,0.344044803,1.835218073,0.293634892,4.845287051,0.096905741,2.433247075,0.121662354,0.951176533,0.220082049,1.238731493,0.189838108,0.349221795,0.452824066,0.092494723,0.40872729,1.237802731,1.21804623,0.252001973,0.114400131
Bird Island,BI10,BI10.3,114,114.9,115.9,115.4,115.4,0.5,1478,2098,1763,1768,310,0.04149,0.00745,23787.45455,60059.36364,1.378181818,-8.508710506,9.162212361,-5.338220672,0.813634453,-7.231922358,5.128763004,-7.154851421,2.824861221,-1.796142168,0.207117709,-5.748162063,2.185898818,-5.238009614,0.696691987,-5.754914284,1.966429799,-10.21879194,33.89189869,-7.188374113,9.94864144,-5.261722908,2.08517326,-3.88959545,0.369358619,0,-1.897155749,6.669203905,1.897334846,0.149992787,-1.897334845,48721.09091,242.6974922,721.0602295,0.096209998,428.9103106,141.9909088,0.126889764,0.019122522,0.002882752,0.019122522,516.1853261,86.16,13.84,0.69,85,4.25,42.5,4.25,3.9741,4.7093,1.714,0.2754,0.3402,0.0114,0.0162,141.5,7.448147689,1.340666584,8.628074483,1.121649683,5.871259539,0.821976335,3.658762553,0.439051506,9.673617682,1.741251183,0.434258578,0.0303981,1.755117179,0.947763277,3.740101344,0.523614188,3.578008705,0.322020783,1.798036837,0.287685894,4.547633676,0.090952674,2.096643109,0.104832155,1.076803865,0.152416789,0.709183914,0.394817594,0.115312536,0.380277869,0.133007008,0.341695758,3.31662479,1.383990494,0.396290967,0.094960678
Bird Island,BI10,BI10.3,119,120.7,121.7,121.2,121.2,0.475,1584,2220,1920,1912,318,0.03575,0.00609,23932.54545,57683.36364,1.340909091,-8.482808765,7.503489554,-5.259585966,0.728064232,-7.323377736,4.413475595,-7.277846351,3.582720898,-2.879703984,0.512957848,-6.310084299,4.699813034,-5.270289735,0.956851989,-5.565305663,1.120674855,-7.081772122,9.289012539,-6.78983084,11.01358985,-5.362495929,2.067230307,-3.872897361,0.430256137,0,-1.91135742,6.764788875,1.911498898,0.147893012,-1.911498898,50916.90909,448.2038294,1332.006477,0.095964008,889.9935138,175.4744219,0.152697931,0.022614031,0.003351004,0.022614031,997.5895403,87.29,12.71,0.64,88.51,4.43,44.26,4.43,5.0413,6.2613,1.2611,0.1836,0.2372,0.0066,0.0096,146.2,7.403298781,1.332593781,8.638926677,1.123060468,5.995270174,0.839337824,3.625065478,0.435007857,8.012808536,1.442305537,0.001918717,0.00013431,2.248086211,1.213966554,4.348073956,0.608730354,4.837444872,0.435370038,1.939443132,0.310310901,4.613116375,0.092262328,2.371499498,0.118574975,0.884552483,0.138426149,0.602655735,0.492277622,0.178128673,0.744809865,0.181555861,0.201368069,1.311679108,1.622071317,0.385497786,0.111094123
Bird Island,BI10,BI10.3,120,121.8,122.7,122.3,122.3,0.45,1650,2226,1946,1943,288,0.03576,0.00543,23463.2,55879.5,1.243,-8.653373346,10.55628385,-5.458683768,0.662528526,-7.885190979,6.02597231,-7.43265836,5.501497832,-3.400216375,1.304508869,-6.784572672,5.226471163,-5.257819565,0.71535289,-5.56469496,1.318550183,-6.973731175,5.132175718,-6.817162114,8.943466323,-5.73035142,2.235657246,-3.843302933,0.223183224,0,-1.920450851,6.827526876,1.92064871,0.146557429,-1.92064871,50581.6,898.7162202,1797.275793,0.088700495,1115.395301,212.4897122,0.181159174,0.02634437,0.003832888,0.026344371,1258.977822,87.79,12.21,0.61,89.09,4.45,44.55,4.46,4.7759,5.9795,1.0924,0.1519,0.1978,0.0054,0.0079,145.4,6.526826575,1.174828784,8.584875349,1.116033795,5.262502143,0.7367503,3.469486612,0.416338393,8.351849857,1.503332974,-0.298646648,-0.020905265,1.877134091,1.013652409,4.140955647,0.579733791,4.466231224,0.40196081,0.952679147,0.152428664,4.519042965,0.090380859,1.743367037,0.087168352,1.219903895,0.12137148,0.76421387,0.740179027,0.383654664,0.770346404,0.136055047,0.236949229,0.735929675,1.311904598,0.390143131,0.058070682
Bird Island,BI10,BI10.4,145,132,133,132.5,132.5,0.5,2052,2331,2181,2196,139,0.06663,0.00448,22939.72727,63471.54545,1.467272727,-8.254999276,7.92651891,-5.22354892,0.806213505,-6.946666456,3.34486184,-7.044682998,5.756843005,-0.940313297,0.126042885,-5.48753731,1.808116669,-5.210909833,0.76057775,-5.807133898,2.105397847,-8.930127951,29.61788374,-6.754970468,13.27303695,-5.428223722,3.461955674,-3.923428966,0.434923586,0,-1.847399477,6.346286057,1.847473558,0.157698025,-1.847473559,44532.45455,600.4045454,2827.214897,0.116197324,785.8845277,146.593501,0.186417226,0.029599917,0.004703277,0.029599916,818.3431265,85.19,14.81,0.74,83.92,4.2,41.96,4.2,4.1527,6.2124,1.5704,0.273,0.422,0.0182,0.0293,161.3,8.596516636,1.547372995,8.610363959,1.119347315,6.259634069,0.87634877,3.947620451,0.473714454,10.5121855,1.892193391,1.326821161,0.092877481,1.967874549,1.062652257,3.704959677,0.518694355,3.610817682,0.324973591,2.281060411,0.364969666,4.513623839,0.090272477,2.269500826,0.113475041,0.960208311,0.154342099,0.481506038,0.817189788,0.1340435,0.329495103,0.145958724,0.362553694,3.31662479,1.964928939,0.637769527,0.110852927
