"Location","Site","Section","sample","top","bottom","mp","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","Water_Content","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume","Volume_err","Wet_density","Dry_density","Dry_density_err","DMAR","DMAR_err","DMAR_err_pc"
"Kerguelen","KER3","CAT2.3A",15,21,22.1,21.6,21.6,0.55,80,587,298,312,253,0.05623,0.04707,86.89,13.11,0.66,88.57,4.43,51.2,4.43,4.1793,0.8108,1.0048,0.1317,0.0321,0.0074,0.008,108.1
"Kerguelen","KER3","CAT2.3A",16,22.4,23.6,23,23,0.6,108,604,324,337,248,0.05821,0.04434,86.41,13.59,0.68,87.27,4.36,50.45,4.36,4.1542,0.8392,1.0402,0.1414,0.0356,0.0082,0.0083,101.4
"Kerguelen","KER3","CAT2.3A",17,23.8,25,24.4,24.4,0.6,129,625,351,362,248,0.05436,0.03856,85.96,14.04,0.7,81.1,4.06,46.88,4.06,4.1542,0.8807,1.0346,0.1453,0.0381,0.0079,0.0077,97.1
"Kerguelen","KER3","CAT2.3A",18,25.3,26.5,25.9,25.9,0.6,147,647,383,389,250,0.05824,0.03881,85.63,14.37,0.72,84,4.2,48.55,4.2,4.1542,0.9222,1.033,0.1484,0.0404,0.0086,0.0081,93.8
"Kerguelen","KER3","CAT2.3A",19,26.7,27.9,27.3,27.3,0.6,163,677,412,414,257,0.05436,0.03502,85.54,14.46,0.72,87.5,4.37,50.58,4.38,4.1542,0.9638,1.1039,0.1597,0.045,0.0087,0.008,92.6
"Kerguelen","KER3","CAT2.3A",20,28.2,29.4,28.8,28.8,0.6,175,706,440,440,266,0.05601,0.03495,85.39,14.61,0.73,90.45,4.52,52.28,4.52,4.3544,1.0581,1.1661,0.1704,0.0499,0.0095,0.0087,91.7
"Kerguelen","KER3","CAT2.3A",21,29.6,30.7,30.2,30.2,0.55,194,731,466,465,268,0.05376,0.03199,84.39,15.61,0.78,84.71,4.24,48.97,4.24,2.4955,0.6089,1.8588,0.2902,0.0853,0.0156,0.0139,88.9
"Kerguelen","KER3","CAT2.3A",22,31,32.1,31.6,31.6,0.575,230,737,492,491,254,0.05569,0.02981,81.06,18.94,0.95,75.61,3.78,43.71,3.78,4.0765,1.0701,1.0782,0.2042,0.0638,0.0114,0.0096,84.8
"Kerguelen","KER3","CAT2.3A",23,32.4,33.6,33,33,0.6,255,749,520,516,247,0.05669,0.02817,80.53,19.47,0.97,75.49,3.77,43.64,3.78,4.7689,1.3114,1.0536,0.2052,0.0667,0.0116,0.0096,82.2
"Kerguelen","KER3","CAT2.3A",24,33.8,35,34.4,34.4,0.6,280,762,551,542,241,0.05291,0.02448,80.74,19.26,0.96,78.52,3.93,45.39,3.93,4.1542,1.1715,1.1305,0.2178,0.0723,0.0115,0.0092,79.5
"Kerguelen","KER3","CAT2.3A",25,35.3,36.5,35.9,35.9,0.6,297,778,584,570,241,0.05667,0.02488,79.8,20.2,1.01,96.2,4.81,55.61,4.81,4.1542,1.213,1.1046,0.2232,0.0763,0.0126,0.0099,78.1
"Kerguelen","KER3","CAT2.3A",26,36.7,37.9,37.3,37.3,0.6,312,798,613,595,243,0.05474,0.02321,80.37,19.63,0.98,76.7,3.83,44.33,3.84,4.3544,1.3194,1.1022,0.2163,0.0764,0.0118,0.0092,77.7
"Kerguelen","KER3","CAT2.3A",27,38.2,39.3,38.7,38.7,0.55,322,819,643,621,249,0.0544,0.02258,80.98,19.02,0.95,79.82,3.99,46.14,3.99,4.1793,1.3123,1.0915,0.2077,0.0756,0.0113,0.0088,77.9
"Kerguelen","KER3","CAT2.3A",28,39.5,40.7,40.1,40.1,0.6,338,844,671,646,253,0.05037,0.02046,74.94,25.06,1.25,61.4,3.07,35.49,3.07,4.9832,1.6245,0.9954,0.2495,0.0938,0.0126,0.0098,78.2
"Kerguelen","KER3","CAT2.3A",29,41,42.1,41.5,41.5,0.55,418,852,692,674,217,0.04857,0.01629,79.8,20.2,1.01,77.84,3.89,44.99,3.89,3.9915,1.3292,1.1666,0.2356,0.0903,0.0114,0.0082,71.8
"Kerguelen","KER3","CAT2.3A",30,42.3,43.4,42.9,42.9,0.55,497,860,713,702,182,0.04896,0.01331,79.69,20.31,1.02,78.47,3.92,45.36,3.92,3.6289,1.2374,1.2567,0.2552,0.0998,0.0125,0.0083,66.3
"Kerguelen","KER3","CAT2.3B",36,43.7,44.9,44.3,44.3,0.6,568,869,732,730,150,0.05366,0.01176,82.35,17.65,0.88,77.95,3.9,45.06,3.9,4.7689,1.9314,0.9956,0.1757,0.0799,0.0094,0.0064,67.4
"Kerguelen","KER3","CAT2.3B",37,45,46.3,45.6,45.6,0.65,637,877,749,756,120,0.04894,0.00846,81.1,18.9,0.95,75.74,3.79,43.78,3.79,5.1663,2.144,0.9498,0.1795,0.0835,0.0088,0.0056,63.8
"Kerguelen","KER3","CAT2.3B",38,46.4,47.6,47,47,0.575,698,889,769,784,95,0.05077,0.0068,81.99,18.01,0.9,76.74,3.84,44.36,3.84,5.6422,2.4261,0.9067,0.1633,0.0784,0.0083,0.0051,61.4
"Kerguelen","KER3","CAT2.3B",39,47.7,48.9,48.3,48.3,0.6,736,909,791,809,87,0.04804,0.00573,79.86,20.14,1.01,72.6,3.63,41.97,3.63,4.9832,2.1727,1.0621,0.214,0.104,0.0103,0.0062,60.5
"Kerguelen","KER3","CAT2.3B",40,49.1,50.3,49.7,49.7,0.6,748,966,819,837,109,0.03563,0.00507,80.66,19.34,0.97,77.82,3.89,44.98,3.89,4.5593,2.0243,1.0658,0.2062,0.1018,0.0073,0.0047,63.6
"Kerguelen","KER3","CAT2.3B",41,50.4,51.5,50.9,50.9,0.55,773,1014,858,873,120,0.0284,0.00422,79.61,20.39,1.02,76.5,3.83,44.22,3.83,4.5679,2.083,1.1317,0.2308,0.1168,0.0066,0.0043,65.5
"Kerguelen","KER3","CAT2.3B",42,51.6,52.7,52.2,52.2,0.55,794,1082,910,917,144,0.03077,0.00516,80.8,19.2,0.96,75,3.75,43.35,3.75,4.1793,1.9392,1.1017,0.2115,0.1087,0.0065,0.0044,68.2
"Kerguelen","KER3","CAT2.3B",43,52.9,54,53.4,53.4,0.55,806,1162,947,957,178,0.02839,0.00557,78.21,21.79,1.09,70.22,3.51,40.59,3.51,4.6678,2.2242,1.1491,0.2504,0.1318,0.0071,0.0051,72.3
"Kerguelen","KER3","CAT2.3B",44,54.1,55.2,54.7,54.7,0.55,818,1256,988,1001,219,0.03139,0.00719,72.57,27.43,1.37,54.35,2.72,31.42,2.72,4.6678,2.2709,1.1143,0.3056,0.164,0.0096,0.0073,76.6
"Kerguelen","KER3","CAT2.3B",45,55.3,56.5,55.9,55.9,0.575,826,1345,1023,1041,259,0.02904,0.00753,70.03,29.97,1.5,44.44,2.22,25.69,2.22,4.3693,2.1584,1.2181,0.3651,0.1986,0.0106,0.0085,80.3
"Kerguelen","KER3","CAT2.3B",46,56.6,57.9,57.3,57.3,0.65,835,1460,1065,1088,312,0.02957,0.00883,70.3,29.7,1.49,33.5,1.67,19.36,1.68,5.1663,2.609,1.1155,0.3313,0.1839,0.0098,0.0084,85.4
"Kerguelen","KER3","CAT2.3B",47,58.1,59.3,58.7,58.7,0.6,843,1584,1108,1135,370,0.03069,0.01033,85.28,14.72,0.74,79.12,3.96,45.73,3.96,5.2022,2.6895,0.916,0.1348,0.0764,0.0041,0.0037,90.4
"Kerguelen","KER3","CAT2.3B",48,59.4,60.6,60,60,0.6,850,1700,1149,1178,425,0.04174,0.01546,70.41,29.59,1.48,87.82,4.39,50.76,4.39,5.2022,2.7416,0.5355,0.1584,0.0914,0.0066,0.0063,94.7
"Kerguelen","KER3","CAT2.3B",49,60.7,61.8,61.3,61.3,0.55,880,1712,1184,1209,416,0.04173,0.01472,85.98,14.02,0.7,90.07,4.5,52.06,4.5,6.0639,3.2927,0.9522,0.1335,0.0792,0.0056,0.0053,94.6
"Kerguelen","KER3","CAT2.3B",50,62,63.2,62.6,62.6,0.6,900,1731,1219,1240,416,0.04255,0.01468,85.39,14.61,0.73,90.17,4.51,52.12,4.51,4.9832,2.7208,1.034,0.1511,0.09,0.0064,0.006,94.1
"Kerguelen","KER3","CAT2.3B",51,63.3,64.5,63.9,63.9,0.575,913,1753,1253,1271,420,0.04432,0.01505,86.05,13.95,0.7,91.43,4.57,52.85,4.57,4.5702,2.5364,1.1114,0.155,0.0938,0.0069,0.0065,94.5
"Kerguelen","KER3","CAT2.3B",52,64.6,65.7,65.1,65.1,0.55,926,1779,1288,1299,426,0.04012,0.01351,86.12,13.88,0.69,92.09,4.6,53.23,4.61,4.8707,2.7641,1.0687,0.1484,0.0916,0.006,0.0057,95.4
"Kerguelen","KER3","CAT2.3B",53,65.8,66.9,66.4,66.4,0.55,936,1802,1322,1330,433,0.04345,0.0145,86.17,13.83,0.69,91.48,4.57,52.88,4.57,3.9915,2.2871,1.2281,0.1699,0.1058,0.0074,0.0071,95.7
"Kerguelen","KER3","CAT2.3B",54,67.1,68.2,67.6,67.6,0.55,948,1829,1355,1358,440,0.04012,0.01333,79.22,20.78,1.04,55.2,2.76,31.91,2.76,4.5679,2.6768,1.1979,0.2489,0.1583,0.01,0.0097,96.8
"Kerguelen","KER3","CAT2.3B",55,68.3,69.4,68.9,68.9,0.55,957,1871,1385,1389,457,0.04239,0.01427,73.08,26.92,1.35,31.01,1.55,17.93,1.55,4.8707,2.9102,1.2076,0.3251,0.2105,0.0138,0.0136,98.4
"Kerguelen","KER3","CAT2.3B",56,69.5,70.7,70.1,70.1,0.6,978,1901,1419,1420,462,0.02196,0.00733,86.85,13.15,0.66,87.5,4.38,50.58,4.38,5.2022,3.1577,1.0197,0.1341,0.0881,0.0029,0.0029,99.1
"Kerguelen","KER3","CAT2.3B",57,70.9,72,71.5,71.5,0.575,1082,1926,1480,1479,422,0.02514,0.00738,87.62,12.38,0.62,90.91,4.55,52.55,4.55,5.0921,3.1444,0.9858,0.122,0.0815,0.0031,0.0029,96.1
"Kerguelen","KER3","CAT2.3B",58,72.2,73.3,72.7,72.7,0.575,1154,1948,1528,1530,397,0.02275,0.00608,88.44,11.56,0.58,90.83,4.54,52.5,4.54,5.0921,3.1953,1.0237,0.1184,0.0802,0.0027,0.0025,94.5
"Kerguelen","KER3","CAT2.3B",59,73.4,74.5,74,74,0.55,1209,1977,1580,1586,384,0.02416,0.00603,88.37,11.63,0.58,91.6,4.58,52.95,4.58,4.2749,2.7124,1.2366,0.1438,0.0984,0.0035,0.0032,93.4
"Kerguelen","KER3","CAT2.3B",60,74.7,75.8,75.2,75.2,0.55,1247,2008,1636,1637,381,0.02275,0.00546,87.44,12.56,0.63,90.98,4.55,52.59,4.55,4.8707,3.1538,1.1126,0.1397,0.0974,0.0032,0.003,93.7
"Kerguelen","KER3","CAT2.3B",61,75.9,77.1,76.5,76.5,0.575,1286,2045,1696,1692,379,0.02368,0.00548,85.24,14.76,0.74,90.16,4.51,52.12,4.51,4.3693,2.8575,0.9887,0.146,0.1028,0.0035,0.0032,93.6
"Kerguelen","KER3","CAT2.3B",62,77.2,78.2,77.7,77.7,0.5,1319,2088,1757,1744,384,0.02318,0.00526,85.31,14.69,0.73,90.84,4.54,52.51,4.54,3.6287,2.4058,1.3137,0.1929,0.1376,0.0045,0.0042,94
"Kerguelen","KER3","CAT2.3B",63,78.3,79.4,78.9,78.9,0.55,1343,2146,1816,1795,402,0.02385,0.00551,85.39,14.61,0.73,91.72,4.59,53.02,4.59,4.0849,2.7512,1.0799,0.1577,0.1141,0.0038,0.0036,95.4
"Kerguelen","KER3","CAT2.3B",64,79.6,80.7,80.1,80.1,0.55,1381,2216,1869,1847,418,0.01926,0.00449,86.7,13.3,0.67,94.44,4.72,54.59,4.72,4.3715,2.9945,1.1322,0.1506,0.1107,0.0029,0.0028,96.8
"Kerguelen","KER3","CAT2.3B",65,80.8,81.9,81.4,81.4,0.55,1546,2228,1923,1911,341,0.02087,0.00387,94.3,5.7,0.29,93.02,4.65,53.77,4.65,4.5679,3.1793,1.1621,0.0663,0.0494,0.0014,0.0013,93.1
"Kerguelen","KER3","CAT2.3B",66,82.1,83.2,82.6,82.6,0.55,1691,2240,1976,1970,275,0.02087,0.00305,87.99,12.01,0.6,92.68,4.63,53.57,4.64,4.5679,3.2249,1.0018,0.1204,0.091,0.0025,0.0023,90.2
"Kerguelen","KER3","CAT2.3B",67,83.3,84.4,83.8,83.8,0.55,1822,2257,2020,2029,217,0.01926,0.00219,85.24,14.76,0.74,88.98,4.45,51.44,4.45,4.1793,2.984,1.0636,0.157,0.12,0.003,0.0027,87.8
"Kerguelen","KER3","CAT2.3B",68,84.5,85.6,85.1,85.1,0.55,1952,2275,2070,2094,161,0.02087,0.00174,84.81,15.19,0.76,91.25,4.56,52.75,4.56,3.9915,2.8859,0.9368,0.1423,0.11,0.003,0.0025,85.6
"Kerguelen","KER3","CAT2.3B",69,85.8,86.9,86.3,86.3,0.55,2025,2326,2122,2153,151,0.02002,0.00153,84.99,15.01,0.75,91.67,4.58,52.99,4.58,3.6289,2.6527,1.0247,0.1538,0.1201,0.0031,0.0026,85.7
"Kerguelen","KER3","CAT2.3B",70,87,88,87.5,87.5,0.5,2048,2452,2186,2212,202,0.01991,0.00193,87.57,12.43,0.62,94.4,4.72,54.57,4.72,3.9741,2.9607,1.0122,0.1258,0.1,0.0025,0.0022,89.2
"Kerguelen","KER3","CAT2.3C",77,88,89,88.5,88.5,0.5,2064,2577,2243,2262,256,0.02077,0.00247,86.58,13.42,0.67,95.45,4.77,55.18,4.77,3.299,2.6755,1.2681,0.1701,0.1465,0.0035,0.0035,98
"Kerguelen","KER3","CAT2.3C",78,89.2,90.2,89.7,89.7,0.5,2078,2728,2304,2321,325,0.01332,0.00194,85.45,14.55,0.73,92.59,4.63,53.52,4.63,3.4619,2.8456,1.2468,0.1814,0.1582,0.0024,0.0025,101.8
"Kerguelen","KER3","CAT2.3C",79,90.4,91.4,90.9,90.9,0.5,2142,2822,2398,2413,340,0.01143,0.00167,86.71,13.29,0.66,93.88,4.69,54.26,4.69,3.4619,2.8803,1.2864,0.171,0.1508,0.002,0.002,102.8
"Kerguelen","KER3","CAT2.3C",80,91.7,92.8,92.2,92.2,0.55,2182,2941,2511,2525,379,0.01103,0.00172,87.59,12.41,0.62,91.53,4.58,52.9,4.58,3.9915,3.3649,1.2049,0.1496,0.1336,0.0016,0.0017,104.9
"Kerguelen","KER3","CAT2.3C",81,93,94.1,93.6,93.6,0.55,2215,3169,2623,2646,477,0.01188,0.00221,88.73,11.27,0.56,92.67,4.63,53.56,4.63,3.9915,3.4048,1.2378,0.1395,0.1259,0.0017,0.0018,108.9
"Kerguelen","KER3","CAT2.3C",82,94.3,95.4,94.9,94.9,0.55,2250,3407,2730,2758,579,0.01188,0.00256,88.26,11.74,0.59,94.21,4.71,54.46,4.71,4.1793,3.6109,1.201,0.141,0.1289,0.0017,0.0019,113
"Kerguelen","KER3","CAT2.3C",83,95.7,96.8,96.2,96.2,0.55,2279,3689,2842,2870,705,0.01165,0.00293,88.07,11.93,0.6,95.17,4.76,55.01,4.76,3.808,3.3206,1.1722,0.1399,0.1289,0.0016,0.0019,117.3
"Kerguelen","KER3","CAT2.3C",84,97,98,97.5,97.5,0.525,2303,3969,2950,2982,833,0.01121,0.00319,88.16,11.84,0.59,95.45,4.77,55.18,4.77,3.8992,3.445,1.2493,0.1479,0.1381,0.0017,0.002,121.8
"Kerguelen","KER3","CAT2.3C",85,98.3,99.3,98.8,98.8,0.5,2326,4243,3060,3094,959,0.01152,0.00363,87.59,12.41,0.62,95.19,4.76,55.02,4.76,3.299,2.9394,1.4378,0.1784,0.1679,0.0021,0.0026,125.6
"Kerguelen","KER3","CAT2.3C",86,99.5,100.6,100.1,100.1,0.55,2360,4500,3164,3205,1070,0.01322,0.00449,87.53,12.47,0.62,93.85,4.69,54.25,4.69,4.2749,3.8666,1.224,0.1527,0.1457,0.002,0.0026,129.4
"Kerguelen","KER3","CAT2.3C",87,100.8,101.9,101.4,101.4,0.55,2454,4562,3256,3306,1054,0.01322,0.00429,87.26,12.74,0.64,92.81,4.64,53.64,4.64,3.6289,3.3059,1.2745,0.1624,0.1561,0.0021,0.0028,128.5
"Kerguelen","KER3","CAT2.3C",88,102.2,103.3,102.7,102.7,0.55,2522,4629,3343,3406,1054,0.01251,0.00394,86.93,13.07,0.65,95.8,4.79,55.37,4.79,4.5679,4.2299,1.1924,0.1558,0.1521,0.0019,0.0025,129.1
"Kerguelen","KER3","CAT2.3C",89,103.5,104.7,104.1,104.1,0.575,2574,4726,3433,3515,1076,0.01298,0.00404,88.39,11.61,0.58,96.43,4.82,55.74,4.82,4.7755,4.4699,1.0887,0.1264,0.1246,0.0016,0.0021,129.8
"Kerguelen","KER3","CAT2.3C",90,104.9,105.9,105.4,105.4,0.5,2626,4835,3545,3615,1105,0.01273,0.00395,85.48,14.52,0.73,94.29,4.71,54.5,4.72,3.4619,3.2611,1.3136,0.1908,0.1892,0.0024,0.0032,130.2
"Kerguelen","KER3","CAT2.3C",91,106.1,107.2,106.7,106.7,0.55,2682,5015,3656,3716,1167,0.01372,0.00438,85.37,14.63,0.73,94.83,4.74,54.81,4.74,4.0849,3.8949,1.3941,0.204,0.2047,0.0028,0.0037,132.3
"Kerguelen","KER3","CAT2.3C",92,107.4,108.6,108,108,0.6,2732,5191,3763,3817,1229,0.01228,0.00402,84.86,15.14,0.76,94.77,4.74,54.78,4.74,3.768,3.6173,1.1593,0.1755,0.1772,0.0022,0.0029,133.8
"Kerguelen","KER3","CAT2.3C",93,108.9,109.9,109.4,109.4,0.5,2779,5366,3875,3925,1294,0.01159,0.00387,85.53,14.47,0.72,97.14,4.86,56.15,4.86,3.4619,3.3649,1.4817,0.2145,0.2192,0.0025,0.0034,135.6
"Kerguelen","KER3","CAT2.3C",94,110.1,111.2,110.7,110.7,0.55,2876,5450,3987,4035,1287,0.01119,0.00363,86.1,13.9,0.69,92.36,4.62,53.39,4.62,4.1793,4.1125,1.1984,0.1666,0.1722,0.0019,0.0025,135.8
"Kerguelen","KER3","CAT2.3C",95,111.4,112.5,112,112,0.55,2952,5490,4124,4154,1269,0.01119,0.00347,84.65,15.35,0.77,95.04,4.75,54.94,4.75,3.6289,3.5962,1.3624,0.2091,0.2177,0.0023,0.0032,135.1
"Kerguelen","KER3","CAT2.3C",96,112.8,113.9,113.3,113.3,0.55,2998,5513,4274,4273,1258,0.01122,0.00336,83.51,16.49,0.82,93.18,4.66,53.86,4.66,3.454,3.454,1.1883,0.196,0.2058,0.0022,0.003,134.9
"Kerguelen","KER3","CAT2.3C",97,114.1,115,114.5,114.5,0.45,3026,5548,4401,4383,1261,0.01076,0.00314,84.79,15.21,0.76,96.12,4.81,55.56,4.81,2.6865,2.7106,1.4807,0.2252,0.2385,0.0024,0.0033,135.1
"Kerguelen","KER3","CAT2.3C",98,115.2,116.2,115.7,115.7,0.5,3067,5591,4529,4493,1262,0.01035,0.00295,84.45,15.55,0.78,96.95,4.85,56.04,4.85,3.14,3.2028,1.4188,0.2206,0.2361,0.0023,0.0031,135.5
"Kerguelen","KER3","CAT2.3C",99,116.5,117.5,117,117,0.5,3109,5632,4686,4612,1262,0.01122,0.00312,83.9,16.1,0.8,95,4.75,54.91,4.75,3.9741,4.1132,1.2375,0.1992,0.2162,0.0022,0.003,136.3
"Kerguelen","KER3","CAT2.3C",100,117.7,118.7,118.2,118.2,0.5,3142,5727,4806,4721,1292,0.01121,0.00312,82.9,17.1,0.86,96.43,4.82,55.74,4.82,3.062,3.1829,1.2812,0.2191,0.2387,0.0025,0.0034,136.7
"Kerguelen","KER3","CAT2.3C",101,118.9,119.9,119.4,119.4,0.5,3180,5840,4935,4831,1330,0.00962,0.00269,83.24,16.76,0.84,99.11,4.96,57.29,4.96,3.3799,3.554,1.3786,0.2311,0.2545,0.0022,0.0031,138.1
"Kerguelen","KER3","CAT2.3C",102,120.1,121.2,120.7,120.7,0.55,3391,5924,5071,4964,1266,0.00881,0.00229,83.62,16.38,0.82,97.83,4.89,56.55,4.89,3.9915,4.243,1.2362,0.2025,0.2254,0.0018,0.0024,137.3
"Kerguelen","KER3","CAT2.3C",103,121.5,122.5,122,122,0.5,3746,5944,5202,5110,1099,0.00904,0.00198,82.62,17.38,0.87,94.89,4.74,54.85,4.75,3.4619,3.7111,1.3376,0.2325,0.2609,0.0021,0.0028,134.1
"Kerguelen","KER3","CAT2.3D",110,122.4,123.5,123,123,0.55,4017,5959,5300,5221,971,0.00873,0.00166,85.29,14.71,0.74,93.33,4.67,53.95,4.67,3.808,4.3488,1.0091,0.1484,0.1769,0.0013,0.0018,138.2
"Kerguelen","KER3","CAT2.3D",111,123.8,124.8,124.3,124.3,0.5,4370,5981,5432,5367,806,0.00946,0.00146,84.37,15.63,0.78,91.06,4.55,52.63,4.55,3.7135,4.2836,1.1298,0.1766,0.2126,0.0017,0.0023,135.8
"Kerguelen","KER3","CAT2.3D",112,125,126.1,125.5,125.5,0.55,4703,6001,5553,5501,649,0.00875,0.00107,85.55,14.45,0.72,93.4,4.67,53.99,4.67,4.3715,5.0928,1.0042,0.1451,0.1763,0.0013,0.0017,133.7
"Kerguelen","KER3","CAT2.3D",113,126.3,127.5,126.9,126.9,0.6,5081,6034,5693,5658,477,0.00907,0.00081,86.63,13.37,0.67,95.87,4.79,55.41,4.79,4.3544,5.1077,1.0536,0.1408,0.1722,0.0013,0.0017,131.2
"Kerguelen","KER3","CAT2.3D",114,127.7,128.7,128.2,128.2,0.5,5421,6072,5821,5803,325,0.00856,0.00051,87.12,12.88,0.64,94.85,4.74,54.83,4.74,3.8862,4.6033,1.1789,0.1518,0.1874,0.0013,0.0017,129.4
"Kerguelen","KER3","CAT2.3D",115,128.9,130,129.5,129.5,0.525,5736,6128,5953,5948,196,0.01197,0.00044,85.77,14.23,0.71,96.36,4.82,55.7,4.82,4.1728,4.9865,1.1578,0.1648,0.2051,0.002,0.0025,128.2
"Kerguelen","KER3","CAT2.3D",116,130.2,131.2,130.7,130.7,0.5,5909,6195,6051,6052,143,0.01481,0.00041,86.38,13.62,0.68,95.61,4.78,55.27,4.78,4.1527,5.0081,0.9981,0.1359,0.1707,0.002,0.0026,128.4
"Kerguelen","KER3","CAT2.3D",117,131.4,132.4,131.9,131.9,0.5,5973,6309,6130,6135,168,0.01395,0.00043,87.14,12.86,0.64,96.52,4.83,55.79,4.83,3.5448,4.298,1.1308,0.1454,0.1836,0.002,0.0026,129.4
"Kerguelen","KER3","CAT2.3D",118,132.6,133.7,133.2,133.2,0.525,6003,6507,6203,6224,252,0.01542,0.00068,86.88,13.12,0.66,97.3,4.86,56.24,4.87,4.3603,5.3457,1.2271,0.1611,0.2055,0.0025,0.0033,132
"Kerguelen","KER3","CAT2.3D",119,133.9,135,134.4,134.4,0.525,6025,6708,6262,6306,342,0.01451,0.00084,88.58,11.42,0.57,96.21,4.81,55.61,4.81,3.6349,4.4782,1.1186,0.1278,0.1638,0.0019,0.0025,134
"Kerguelen","KER3","CAT2.3D",120,135.2,136.3,135.7,135.7,0.55,6040,6925,6326,6395,443,0.01373,0.00101,87.15,12.85,0.64,94.59,4.73,54.68,4.73,4.2749,5.3201,1.1709,0.1505,0.1948,0.0021,0.0028,136.8
"Kerguelen","KER3","CAT2.3D",121,136.5,137.6,137.1,137.1,0.55,6053,7165,6395,6492,556,0.01479,0.00133,86.65,13.35,0.67,87.27,4.36,50.45,4.36,4.9738,6.257,1.1324,0.1512,0.1977,0.0022,0.0031,139.8
