"Location","Site","Section","Sample_ID","Core_section","Sample","Radius_1_cm","Radius_2_cm","Thickness_cm","section_cut_loss","section_depth_top","section_depth_bottom","section_depth_mid","field_depth_top","field_depth_bottom","field_depth_mid","strat_depth_top","strat_depth_bottom","strat_depth_mid","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate_cmyr-1","accrate_err_cmyr-1","Bag_mass","Wet_bag_g","Dry_bag_g","Wet_mass_g","Dry_mass_g","Water_Content_pc","Dry_mass","Dry_mass_err","Ash_Mass","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc"
"Kerguelen","KER3","CAT2.3A","CAT2.3A_15","A",15,2.5,1.9,1.1,0.25129,21,22.1,21.6,21,22.1,21.6,21,22.1,21.6,21.6,0.6,68.9,609,320,325,270,0.05856,0.05019,1.1476,5.347,1.698,4.1994,0.5504,86.89,-0.54476083590232,0.66,0.012,0.210926288291607,4.43,0.211240660274564,4.43,4.1793,0.8108,1.0048,-0.572186802743281,0.0321,0.0077,0.0085,110.1
"Kerguelen","KER3","CAT2.3A","CAT2.3A_16","A",16,1.9,2.3,1.2,0.25129,22.4,23.6,23,22.4,23.6,23,22.4,23.6,23,23,0.6,96.2,626,344,349,265,0.06065,0.04764,1.1476,5.4687,1.7349,4.3211,0.5873,86.41,-0.481063141154433,0.68,0.014,0.138669152809188,4.36,0.139123169578497,4.36,4.1542,0.8392,1.0402,-0.493479838742209,0.0356,0.0086,0.0089,103.8
"Kerguelen","KER3","CAT2.3A","CAT2.3A_17","A",17,2,2.2,1.2,0.25129,23.8,25,24.4,23.8,25,24.4,23.8,25,24.4,24.4,0.6,123.7,640,370,373,258,0.0566,0.04056,1.1476,5.4456,1.7512,4.298,0.6036,85.96,-0.42134655232829,0.7,0.024,-0.204274328672755,4.06,-0.204156086134785,4.06,4.1542,0.8807,1.0346,-0.461834770741778,0.0381,0.0082,0.008,97.9
"Kerguelen","KER3","CAT2.3A","CAT2.3A_18","A",18,1.9,2.3,1.2,0.25129,25.3,26.5,25.9,25.3,26.5,25.9,25.3,26.5,25.9,25.9,0.6,146.1,659,400,398,256,0.06065,0.04041,1.1476,5.4391,1.7641,4.2915,0.6165,85.63,-0.377554387189118,0.72,0.024,-0.0430853341350507,4.2,-0.0435744735182085,4.2,4.1542,0.9222,1.033,-0.436680998741435,0.0404,0.009,0.0084,93.8
"Kerguelen","KER3","CAT2.3A","CAT2.3A_19","A",19,2.3,1.9,1.2,0.25129,26.7,27.9,27.3,26.7,27.9,27.3,26.7,27.9,27.3,27.3,0.6,162.5,688,426,422,263,0.0566,0.03647,1.1476,5.7334,1.8109,4.5858,0.6633,85.54,-0.365611069423889,0.72,0.018,0.151453107548385,4.37,0.151623534632481,4.38,4.1542,0.9638,1.1039,-0.344991442740185,0.045,0.009,0.0084,92.6
"Kerguelen","KER3","CAT2.3A","CAT2.3A_20","A",20,2,2.3,1.2,0.25129,28.2,29.4,28.8,28.2,29.4,28.8,28.2,29.4,28.8,28.8,0.6,177,716,456,448,269,0.05898,0.03669,1.1476,6.2253,1.8895,5.0777,0.7419,85.39,-0.345705539815175,0.73,0.015,0.315421222681567,4.52,0.315089846876902,4.52,4.3544,1.0581,1.1661,-0.258170358739002,0.0499,0.01,0.0092,91.5
"Kerguelen","KER3","CAT2.3A","CAT2.3A_21","A",21,2,1.4,1.1,0.25129,29.6,30.7,30.2,29.6,30.7,30.2,29.6,30.7,30.2,30.2,0.6,198.2,740,480,472,271,0.06044,0.03581,1.1476,5.7863,1.8719,4.6387,0.7243,84.39,-0.213002009090412,0.78,0.024,-0.00362182167926831,4.24,-0.0031886787284105,4.24,2.4955,0.6089,1.8588,0.713901217274244,0.0853,0.0175,0.0156,88.6
"Kerguelen","KER3","CAT2.3A","CAT2.3A_22","A",22,2.3,2,1.2,0.25129,31,32.1,31.6,31,32.1,31.6,31,32.1,31.6,31.6,0.6,235.5,754,500,494,259,0.06261,0.03394,1.1476,5.5428,1.98,4.3952,0.8324,81.06,0.22890074822305,0.95,0.04,-0.509421770056201,3.78,-0.508972680143498,3.78,4.0765,1.0701,1.0782,0.016086897264735,0.0638,0.0128,0.0109,85.5
"Kerguelen","KER3","CAT2.3A","CAT2.3A_23","A",23,2,2.5,1.2,0.25129,32.4,33.6,33,32.4,33.6,33,32.4,33.6,33,33,0.6,271.7,762,520,517,245,0.06374,0.03135,1.1476,6.1722,2.1261,5.0246,0.9785,80.53,0.299233619507174,0.97,0.05,-0.516091659485348,3.77,-0.515703645941798,3.78,4.7689,1.3114,1.0536,0.0242010172648455,0.0667,0.0131,0.0107,81.7
"Kerguelen","KER3","CAT2.3A","CAT2.3A_24","A",24,2,2.2,1.2,0.25129,33.8,35,34.4,33.8,35,34.4,33.8,35,34.4,34.4,0.6,303.7,768,544,540,232,0.0595,0.02662,1.1476,5.8439,2.0523,4.6963,0.9047,80.74,0.271365878054974,0.96,0.032,-0.347676951399402,3.93,-0.347429500984307,3.93,4.1542,1.1715,1.1305,0.126438929266239,0.0723,0.013,0.0101,77.9
"Kerguelen","KER3","CAT2.3A","CAT2.3A_25","A",25,2,2.2,1.2,0.25129,35.3,36.5,35.9,35.3,36.5,35.9,35.3,36.5,35.9,35.9,0.6,333.7,781,567,564,224,0.06371,0.02634,1.1476,5.7365,2.0748,4.5889,0.9272,79.8,0.396107196936251,1.01,0.01,0.635020091161498,4.81,0.635291505567442,4.81,4.1542,1.213,1.1046,0.170255177266836,0.0763,0.0142,0.0107,75.5
"Kerguelen","KER3","CAT2.3A","CAT2.3A_26","A",26,2,2.3,1.2,0.25129,36.7,37.9,37.3,36.7,37.9,37.3,36.7,37.9,37.3,37.3,0.6,359.9,798,591,587,219,0.06154,0.02397,1.1476,5.9469,2.0895,4.7993,0.9419,80.37,0.320466184423136,0.98,0.048,-0.448836941074788,3.83,-0.449355554501416,3.84,4.3544,1.3194,1.1022,0.114267749266073,0.0764,0.0133,0.0099,74.2
"Kerguelen","KER3","CAT2.3A","CAT2.3A_27","A",27,2.1,2.3,1.1,0.25129,38.2,39.3,38.7,38.2,39.3,38.7,38.2,39.3,38.7,38.7,0.6,386.3,816,615,610,215,0.0604,0.02213,1.1476,5.7094,2.0155,4.5618,0.8679,80.98,0.239517030681031,0.95,0.046,-0.275419815916983,3.99,-0.275312010288239,3.99,4.1793,1.3123,1.0915,0.044486317265122,0.0756,0.0125,0.0092,73
"Kerguelen","KER3","CAT2.3A","CAT2.3A_28","A",28,1.9,2.7,1.2,0.25129,39.5,40.7,40.1,39.5,40.7,40.1,39.5,40.7,40.1,40.1,0.6,411.3,843,637,633,216,0.04867,0.01731,1.1476,6.1079,2.3909,4.9603,1.2433,74.94,1.0410463562586,1.25,0.083,-1.29924784329095,3.07,-1.2993803781724,3.07,4.9832,1.6245,0.9954,0.383656533269744,0.0938,0.0121,0.0089,73.2
"Kerguelen","KER3","CAT2.3A","CAT2.3A_29","A",29,2.4,1.9,1.1,0.25129,41,42.1,41.5,41,42.1,41.5,41,42.1,41.5,41.5,0.6,474.5,851,664,662,188,0.04692,0.01396,1.1476,5.8041,2.0882,4.6565,0.9406,79.8,0.396107196936251,1.01,0.039,-0.385472991497898,3.89,-0.385892162688876,3.89,3.9915,1.3292,1.1666,0.270870265268207,0.0903,0.0111,0.0075,68.1
"Kerguelen","KER3","CAT2.3A","CAT2.3A_30","A",30,2.3,1.8,1.1,0.25129,42.3,43.4,42.9,42.3,43.4,42.9,42.3,43.4,42.9,42.9,0.6,536.3,857,689,691,160,0.04731,0.01159,1.1476,5.7081,2.0738,4.5605,0.9262,79.69,0.410704585315975,1.02,0.045,-0.35045607199488,3.92,-0.350314200612149,3.92,3.6289,1.2374,1.2567,0.429907017270374,0.0998,0.0121,0.0077,63.6
"Kerguelen","KER3","CAT2.3B","CAT2.3B_36","B",36,2.5,2,1.2,0.13649,3.7,4.9,4.3,43.7,44.9,44.3,43.7,44.9,44.3,44.3,0.6,599.2,865,714,720,133,0.05185,0.01029,1.1476,5.8953,1.9854,4.7477,0.8378,82.35,0.057713193588105,0.88,0.043,-0.379358926187847,3.9,-0.379161196890576,3.9,4.7689,1.9314,0.9956,-0.215165522738416,0.0799,0.0091,0.006,65.3
"Kerguelen","KER3","CAT2.3B","CAT2.3B_37","B",37,2.5,2,1.3,0.13649,5,6.3,5.6,45,46.3,45.6,45,46.3,45.6,45.6,0.6,652.8,873,737,746,110,0.04729,0.00763,1.1476,6.0548,2.0752,4.9072,0.9276,81.1,0.223592606994059,0.95,0.057,-0.50219605650796,3.79,-0.502241714345198,3.79,5.1663,2.144,0.9498,-0.184331866737996,0.0835,0.0085,0.0053,62.6
"Kerguelen","KER3","CAT2.3B","CAT2.3B_38","B",38,2.5,2.5,1.2,0.13649,6.4,7.6,7,46.4,47.6,47,46.4,47.6,47,47,0.6,703.6,884,761,775,90,0.04905,0.00631,1.1476,6.2633,2.0689,5.1157,0.9213,81.99,0.10548646464902,0.9,0.05,-0.446613644598407,3.84,-0.446470854873573,3.84,5.6422,2.4261,0.9067,-0.315780610739787,0.0784,0.008,0.0049,60.9
"Kerguelen","KER3","CAT2.3B","CAT2.3B_39","B",39,2,2.6,1.2,0.13649,7.7,8.9,8.3,47.7,48.9,48.3,47.7,48.9,48.3,48.3,0.6,737.2,908,788,802,85,0.04641,0.00551,1.1476,6.4404,2.2138,5.2928,1.0662,79.86,0.388144985092766,1.01,0.06,-0.676724829903957,3.63,-0.676285258558375,3.63,4.9832,2.1727,1.0621,0.0956052732658186,0.104,0.0099,0.006,60.5
"Kerguelen","KER3","CAT2.3B","CAT2.3B_40","B",40,2.3,2.1,1.2,0.13649,9.1,10.3,9.7,49.1,50.3,49.7,49.1,50.3,49.7,49.7,0.6,750.9,950,818,831,100,0.02992,0.00395,1.1476,6.007,2.0876,4.8594,0.94,80.66,0.281982160512955,0.97,0.055,-0.386584639736089,3.89,-0.386853729231491,3.89,4.5593,2.0243,1.0658,0.0323151372649561,0.1018,0.0062,0.0039,62.6
"Kerguelen","KER3","CAT2.3B","CAT2.3B_41","B",41,2,2.6,1.1,0.13649,10.4,11.5,10.9,50.4,51.5,50.9,50.4,51.5,50.9,50.9,0.6,779.4,998,865,874,109,0.02324,0.00316,1.1476,6.317,2.2018,5.1694,1.0542,79.61,0.421320867773956,1.02,0.047,-0.459953423456699,3.83,-0.459932786470172,3.83,4.5679,2.083,1.1317,0.231922489267676,0.1168,0.0054,0.0034,64.2
"Kerguelen","KER3","CAT2.3B","CAT2.3B_42","B",42,2,2.4,1.1,0.13649,11.6,12.7,12.2,51.6,52.7,52.2,51.6,52.7,52.2,52.2,0.6,801.6,1071,924,927,135,0.02518,0.00392,1.1476,5.7521,2.0315,4.6045,0.8839,80.8,0.263403666211488,0.96,0.062,-0.543327041321029,3.75,-0.54358907567761,3.75,4.1793,1.9392,1.1017,0.0753199732655422,0.1087,0.0053,0.0036,67
"Kerguelen","KER3","CAT2.3B","CAT2.3B_43","B",43,2.6,2.1,1.1,0.13649,12.9,14,13.4,52.9,54,53.4,52.9,54,53.4,53.4,0.6,818.1,1167,973,976,175,0.02324,0.0044,1.1476,6.5112,2.3162,5.3636,1.1686,78.21,0.607105810788625,1.09,0.067,-0.809010970248693,3.51,-0.808981441439139,3.51,4.6678,2.2242,1.1491,0.390959241269844,0.1318,0.0058,0.0042,71.6
"Kerguelen","KER3","CAT2.3B","CAT2.3B_44","B",44,2.7,2,1.1,0.13649,14.1,15.2,14.7,54.1,55.2,54.7,54.1,55.2,54.7,54.7,0.6,830.7,1279,1022,1029,224,0.02569,0.00586,1.1476,6.3488,2.5743,5.2012,1.4267,72.57,1.35555372407629,1.37,0.173,-1.6911038472533,2.72,-1.69073796101639,2.72,4.6678,2.2709,1.1143,0.838858665275947,0.164,0.0079,0.006,76.5
"Kerguelen","KER3","CAT2.3B","CAT2.3B_45","B",45,2,2.4,1.2,0.13649,15.3,16.5,15.9,55.3,56.5,55.9,55.3,56.5,55.9,55.9,0.6,842.5,1389,1064,1078,273,0.02376,0.00627,1.1476,6.4699,2.7427,5.3223,1.5951,70.03,1.69262069211719,1.5,0.2,-2.24192554927697,2.22,-2.24171558993435,2.22,4.3693,2.1584,1.2181,1.32164880528253,0.1986,0.0087,0.007,80.8
"Kerguelen","KER3","CAT2.3B","CAT2.3B_46","B",46,2.2,2.3,1.3,0.13649,16.6,17.9,17.3,56.6,57.9,57.3,56.6,57.9,57.3,57.3,0.6,853.5,1521,1115,1136,334,0.0242,0.00739,1.1476,6.9108,2.8593,5.7632,1.7117,70.3,1.6567907388215,1.49,0.27,-2.84999713556748,1.67,-2.85038721140916,1.68,5.1663,2.609,1.1155,1.04739154927879,0.1839,0.008,0.0069,86
"Kerguelen","KER3","CAT2.3B","CAT2.3B_47","B",47,2.3,2.4,1.2,0.13649,18.1,19.3,18.7,58.1,59.3,58.7,58.1,59.3,58.7,58.7,0.6,863.7,1651,1168,1193,394,0.02512,0.00854,1.1476,5.913,1.8489,4.7654,0.7013,85.28,-0.331108151435451,0.74,0.038,-0.31432750425367,3.96,-0.314736238535423,3.96,5.2022,2.6895,0.916,-0.547033030742939,0.0764,0.0034,0.0031,90.7
"Kerguelen","KER3","CAT2.3B","CAT2.3B_48","B",48,2.4,2.4,1.2,0.13649,19.4,20.6,20,59.4,60.6,60,59.4,60.6,60,60,0.6,874.5,1766,1216,1246,446,0.03019,0.0111,1.1476,3.9332,1.9719,2.7856,0.8243,70.41,1.64219335044178,1.48,0.019,0.169239479359442,4.39,0.168931732399538,4.39,5.2022,2.7416,0.5355,-0.355539798740329,0.0914,0.0048,0.0045,94.5
"Kerguelen","KER3","CAT2.3B","CAT2.3B_49","B",49,2.4,2.9,1.1,0.13649,20.7,21.8,21.3,60.7,61.8,61.3,60.7,61.8,61.3,61.3,0.6,925,1789,1257,1289,432,0.03018,0.01038,1.1476,6.9219,1.9571,5.7743,0.8095,85.98,-0.424000622942785,0.7,0.015,0.294299906155936,4.5,0.293935382939389,4.5,6.0639,3.2927,0.9522,-0.557581386743082,0.0792,0.004,0.0038,93.7
"Kerguelen","KER3","CAT2.3B","CAT2.3B_50","B",50,2.2,2.4,1.2,0.13649,22,23.2,22.6,62,63.2,62.6,62,63.2,62.6,62.6,0.6,954,1804,1303,1331,425,0.03076,0.01012,1.1476,6.3004,1.9005,5.1528,0.7529,85.39,-0.345705539815175,0.73,0.017,0.299858147346892,4.51,0.299704782195074,4.51,4.9832,2.7208,1.034,-0.414772874741136,0.09,0.0046,0.0043,92.5
"Kerguelen","KER3","CAT2.3B","CAT2.3B_51","B",51,2.1,2.4,1.2,0.13649,23.3,24.5,23.9,63.3,64.5,63.9,63.3,64.5,63.9,63.9,0.6,973.5,1829,1358,1374,428,0.03206,0.01027,1.1476,6.2268,1.8561,5.0792,0.7085,86.05,-0.433289870093519,0.7,0.012,0.369891986352929,4.57,0.369899139805913,4.57,4.5702,2.5364,1.1114,-0.383127806740705,0.0938,0.005,0.0046,92.5
"Kerguelen","KER3","CAT2.3B","CAT2.3B_52","B",52,2.3,2.5,1.1,0.13649,24.6,25.7,25.1,64.6,65.7,65.1,64.6,65.7,65.1,65.1,0.5,993.8,1853,1405,1413,430,0.02901,0.00907,1.1476,6.353,1.8703,5.2054,0.7227,86.12,-0.442579117244252,0.69,0.014,0.406576378213234,4.6,0.406438668425254,4.61,4.8707,2.7641,1.0687,-0.436680998741435,0.0916,0.0043,0.004,93
"Kerguelen","KER3","CAT2.3B","CAT2.3B_53","B",53,2.1,2.2,1.1,0.13649,25.8,26.9,26.4,65.8,66.9,66.4,65.8,66.9,66.4,66.4,0.5,1010.6,1878,1460,1456,434,0.03142,0.00962,1.1476,6.0497,1.8257,4.9021,0.6781,86.17,-0.44921429378049,0.69,0.015,0.372671106948407,4.57,0.372783839433756,4.57,3.9915,2.2871,1.2281,-0.262227418739058,0.1058,0.0053,0.005,92.9
"Kerguelen","KER3","CAT2.3B","CAT2.3B_54","B",54,2.5,2.1,1.1,0.13649,27.1,28.2,27.6,67.1,68.2,67.6,67.1,68.2,67.6,67.6,0.5,1020.6,1917,1506,1495,448,0.02901,0.00893,1.1476,6.6195,2.2848,5.4719,1.1372,79.22,0.473075244756614,1.04,0.099,-1.64385879713018,2.76,-1.6436212004283,2.76,4.5679,2.6768,1.1979,0.378788061269678,0.1583,0.0072,0.0068,94.4
"Kerguelen","KER3","CAT2.3B","CAT2.3B_55","B",55,2.3,2.5,1.1,0.13649,28.3,29.4,28.9,68.3,69.4,68.9,68.3,69.4,68.9,68.9,0.5,1036.6,1970,1556,1538,467,0.03263,0.01017,1.1476,7.0296,2.7311,5.882,1.5835,73.08,1.28787492340666,1.35,0.218,-2.98839734122227,1.55,-2.987891227003,1.55,4.8707,2.9102,1.2076,0.997084005278103,0.2105,0.0106,0.0102,95.9
"Kerguelen","KER3","CAT2.3B","CAT2.3B_56","B",56,2.3,2.4,1.2,0.13649,29.5,30.7,30.1,69.5,70.7,70.1,69.5,70.7,70.1,70.1,0.6,1050.7,2020,1600,1577,485,0.02789,0.00881,1.1476,6.4522,1.8452,5.3046,0.6976,86.85,-0.539452694673329,0.66,0.019,0.151453107548385,4.38,0.151623534632481,4.38,5.2022,3.1577,1.0197,-0.552712914743016,0.0881,0.0037,0.0036,97.3
"Kerguelen","KER3","CAT2.3B","CAT2.3B_57","B",57,2.3,2.5,1.2,0.13649,30.9,32,31.5,70.9,72,71.5,70.9,72,71.5,71.5,0.6,1143.5,2043,1639,1624,450,0.03191,0.00909,1.1476,6.1673,1.7691,5.0197,0.6215,87.62,-0.641634413331397,0.62,0.012,0.340989132159961,4.55,0.341052143527486,4.55,5.0921,3.1444,0.9858,-0.650893766744354,0.0815,0.0039,0.0037,95.2
"Kerguelen","KER3","CAT2.3B","CAT2.3B_58","B",58,2.2,2.6,1.2,0.13649,32.2,33.3,32.7,72.2,73.3,72.7,72.2,73.3,72.7,72.7,0.6,1221.2,2063,1673,1665,421,0.02889,0.00753,1.1476,6.3603,1.7504,5.2127,0.6028,88.44,-0.750451308525703,0.58,0.011,0.336542539207197,4.54,0.336244310814415,4.54,5.0921,3.1953,1.0237,-0.680104598744752,0.0802,0.0034,0.0032,93.8
"Kerguelen","KER3","CAT2.3B","CAT2.3B_59","B",59,2.1,2.4,1.1,0.13649,33.4,34.5,34,73.4,74.5,74,73.4,74.5,74,74,0.5,1282.5,2085,1713,1708,401,0.03067,0.00743,1.1476,6.434,1.7623,5.2864,0.6147,88.37,-0.741162061374969,0.58,0.011,0.379340996377553,4.58,0.379514805232056,4.58,4.2749,2.7124,1.2366,-0.474005950741944,0.0984,0.0044,0.0041,92.7
"Kerguelen","KER3","CAT2.3B","CAT2.3B_60","B",60,2.3,2.5,1.1,0.13649,34.7,35.8,35.2,74.7,75.8,75.2,74.7,75.8,75.2,75.2,0.5,1335.7,2102,1755,1749,383,0.02889,0.00654,1.1476,6.5666,1.828,5.419,0.6804,87.44,-0.617747777800939,0.63,0.012,0.34487990099363,4.55,0.344898409697943,4.55,4.8707,3.1538,1.1126,-0.507273842742397,0.0974,0.004,0.0037,92.4
"Kerguelen","KER3","CAT2.3B","CAT2.3B_61","B",61,2,2.4,1.2,0.13649,35.9,37.1,36.5,75.9,77.1,76.5,75.9,77.1,76.5,76.5,0.6,1396.3,2127,1802,1792,365,0.03005,0.00635,1.1476,5.4677,1.7854,4.3201,0.6378,85.24,-0.32580001020646,0.74,0.012,0.299302323227796,4.51,0.299704782195074,4.51,4.3693,2.8575,0.9887,-0.4561548867417,0.1028,0.0044,0.004,91.5
"Kerguelen","KER3","CAT2.3B","CAT2.3B_62","B",62,2.1,2.3,1,0.13649,37.2,38.2,37.7,77.2,78.2,77.7,77.2,78.2,77.7,77.7,0.5,1444.7,2143,1847,1833,349,0.02943,0.0058,1.1476,5.9146,1.8477,4.767,0.7001,85.31,-0.335089257357194,0.73,0.012,0.337098363326293,4.54,0.337205877357029,4.54,3.6287,2.4058,1.3137,-0.0756026587365146,0.1376,0.0057,0.0052,91
