Site,depth,SH20_age,Ca,Fe,Mn,Sr,Ti,Zr,OLS_Ti_Pred_ppm,OLS_Ti_L95_ppm,OLS_Ti_U95_ppm,OLS_Ti_L95_log_pc,OLS_Ti_U95_log_pc,OLS_Ti_L95_pc_ppm,OLS_Ti_U95_pc_ppm,OLS_Ti_L95_lognorm_ppm,OLS_Ti_U95_lognorm_ppm,OLS_Ti_L95_lognorm_pc,OLS_Ti_U95_lognorm_pc,OLS_Ti_L95_boot_ppm,OLS_Ti_U95_boot_ppm,OLS_Ti_boot_nsuccess,WLS_Ti_Pred_ppm,WLS_Ti_L95_ppm,WLS_Ti_U95_ppm,WLS_Ti_L95_log_pc,WLS_Ti_U95_log_pc,WLS_Ti_L95_pc_ppm,WLS_Ti_U95_pc_ppm,WLS_Ti_L95_lognorm_ppm,WLS_Ti_U95_lognorm_ppm,WLS_Ti_L95_lognorm_pc,WLS_Ti_U95_lognorm_pc,WLS_Ti_L95_boot_ppm,WLS_Ti_U95_boot_ppm,WLS_Ti_boot_nsuccess,OLS_weighted_Ti_Pred_ppm,OLS_weighted_Ti_L95_ppm,OLS_weighted_Ti_U95_ppm,OLS_weighted_Ti_L95_log_pc,OLS_weighted_Ti_U95_log_pc,OLS_weighted_Ti_L95_pc_ppm,OLS_weighted_Ti_U95_pc_ppm,OLS_weighted_Ti_L95_lognorm_ppm,OLS_weighted_Ti_U95_lognorm_ppm,OLS_weighted_Ti_L95_lognorm_pc,OLS_weighted_Ti_U95_lognorm_pc,OLS_weighted_Ti_L95_boot_ppm,OLS_weighted_Ti_U95_boot_ppm,OLS_weighted_Ti_boot_nsuccess,WLS_weighted_Ti_Pred_ppm,WLS_weighted_Ti_L95_ppm,WLS_weighted_Ti_U95_ppm,WLS_weighted_Ti_L95_log_pc,WLS_weighted_Ti_U95_log_pc,WLS_weighted_Ti_L95_pc_ppm,WLS_weighted_Ti_U95_pc_ppm,WLS_weighted_Ti_L95_lognorm_ppm,WLS_weighted_Ti_U95_lognorm_ppm,WLS_weighted_Ti_L95_lognorm_pc,WLS_weighted_Ti_U95_lognorm_pc,WLS_weighted_Ti_L95_boot_ppm,WLS_weighted_Ti_U95_boot_ppm,WLS_weighted_Ti_boot_nsuccess,Bayes_Ti_Pred_ppm,Bayes_Ti_L95_ppm,Bayes_Ti_U95_ppm,Bayes_Ti_L95_log_pc,Bayes_Ti_U95_log_pc,Bayes_Ti_L95_pc_ppm,Bayes_Ti_U95_pc_ppm,Bayes_Ti_L95_lognorm_ppm,Bayes_Ti_U95_lognorm_ppm,Bayes_Ti_L95_lognorm_pc,Bayes_Ti_U95_lognorm_pc,Bayes_Ti_L95_boot_ppm,Bayes_Ti_U95_boot_ppm,Bayes_Ti_boot_nsuccess,RF_Ti_Pred_ppm,RF_Ti_L95_ppm,RF_Ti_U95_ppm,RF_Ti_L95_log_pc,RF_Ti_U95_log_pc,RF_Ti_L95_pc_ppm,RF_Ti_U95_pc_ppm,RF_Ti_L95_lognorm_ppm,RF_Ti_U95_lognorm_ppm,RF_Ti_L95_lognorm_pc,RF_Ti_U95_lognorm_pc,RF_Ti_L95_boot_ppm,RF_Ti_U95_boot_ppm,RF_Ti_boot_nsuccess,PLS_LOO_Ti_Pred_ppm,PLS_LOO_Ti_L95_ppm,PLS_LOO_Ti_U95_ppm,PLS_LOO_Ti_L95_log_pc,PLS_LOO_Ti_U95_log_pc,PLS_LOO_Ti_L95_pc_ppm,PLS_LOO_Ti_U95_pc_ppm,PLS_LOO_Ti_L95_lognorm_ppm,PLS_LOO_Ti_U95_lognorm_ppm,PLS_LOO_Ti_L95_lognorm_pc,PLS_LOO_Ti_U95_lognorm_pc,PLS_LOO_Ti_L95_boot_ppm,PLS_LOO_Ti_U95_boot_ppm,PLS_LOO_Ti_boot_nsuccess,PLS_kfold_Ti_Pred_ppm,PLS_kfold_Ti_L95_ppm,PLS_kfold_Ti_U95_ppm,PLS_kfold_Ti_L95_log_pc,PLS_kfold_Ti_U95_log_pc,PLS_kfold_Ti_L95_pc_ppm,PLS_kfold_Ti_U95_pc_ppm,PLS_kfold_Ti_L95_lognorm_ppm,PLS_kfold_Ti_U95_lognorm_ppm,PLS_kfold_Ti_L95_lognorm_pc,PLS_kfold_Ti_U95_lognorm_pc,PLS_kfold_Ti_L95_boot_ppm,PLS_kfold_Ti_U95_boot_ppm,PLS_kfold_Ti_boot_nsuccess
BI10,258.5,3784.54,-5.074727287,-2.024364041,-7.77094303,-4.479472984,-7.77094303,-3.870754483,313.8104617,88.01306256,1118.890799,22.11429046,22.11429046,244.4135047,383.2074187,89.58308739,1099.281223,71.45312272,250.301012,263.0351986,376.772562,2000,334.5414209,28.42105726,3937.853587,42.41754486,42.41754486,192.6371636,476.4456781,95.28094172,1174.610161,71.51894032,251.1105315,263.0351986,376.772562,2000,257.9148681,67.22495009,989.5147427,24.21528552,24.21528552,195.4600464,320.3696898,71.72784754,927.3954464,72.18933206,259.5742476,263.0351986,376.772562,2000,331.3721245,29.47486985,3725.46123,41.69572735,41.69572735,193.204107,469.540142,94.43548758,1162.777762,71.50168026,250.8978807,263.0351986,376.772562,2000,354.7532565,108.241078,1162.68126,20.21761427,20.21761427,283.0306115,426.4759015,108.241078,1162.68126,69.48834829,227.7436468,261.8825062,485.0137141,2000,523.5975139,152.2802181,1800.328106,19.72617006,19.72617006,420.3117779,626.8832499,152.2802181,1800.328106,70.91655059,243.8381692,406.3499904,976.2980311,500,325.4137055,98.89625054,1070.759297,20.58782977,20.58782977,258.4180858,392.4093253,98.89625054,1070.759297,69.60907028,229.045544,242.1190244,457.3403171,2000,325.4137055,98.89625054,1070.759297,20.58782977,20.58782977,258.4180858,392.4093253,98.89625054,1070.759297,69.60907028,229.045544,242.1190244,457.3403171,2000
BI10,258.6,3785.15,-4.975368385,-1.858182761,-7.307152633,-4.742203275,-6.65174578,-3.777529462,691.5556294,194.6896823,2456.4691,19.38442592,19.38442592,557.5015407,825.6097181,197.4175368,2422.526368,71.45312272,250.301012,611.8448559,788.2074378,2000,716.7040561,60.96081919,8426.145035,37.48377144,37.48377144,448.0563458,985.3517664,204.1249099,2516.42342,71.51894032,251.1105315,611.8448559,788.2074378,2000,591.2859028,154.7652616,2259.027739,21.00167972,21.00167972,467.1059313,715.4658744,164.440559,2126.111836,72.18933206,259.5742476,611.8448559,788.2074378,2000,712.6560871,63.46881974,8002.018953,36.81611484,36.81611484,450.2838037,975.0283706,203.0950104,2500.695106,71.50168026,250.8978807,611.8448559,788.2074378,2000,678.8732346,207.1354369,2224.963896,18.20525254,18.20525254,555.2826478,802.4638214,207.1354369,2224.963896,69.48834829,227.7436468,576.0855829,798.8268695,2000,732.0658393,212.909998,2517.121779,18.72385049,18.72385049,594.9949261,869.1367525,212.909998,2517.121779,70.91655059,243.8381692,590.4469008,1053.467304,500,664.0937936,201.8242781,2185.171036,18.32792224,18.32792224,542.3791995,785.8083877,201.8242781,2185.171036,69.60907028,229.045544,566.1612787,784.9298154,2000,664.0937936,201.8242781,2185.171036,18.32792224,18.32792224,542.3791995,785.8083877,201.8242781,2185.171036,69.60907028,229.045544,566.1612787,784.9298154,2000
BI10,258.7,3785.75,-5.124905996,-1.98941178,-7.386669094,-4.382968651,-7.561022482,-3.870953259,363.941559,102.1658028,1296.455906,21.54311912,21.54311912,285.5371954,442.3459226,103.8939502,1274.890964,71.45312272,250.301012,308.0863866,432.2042403,2000,385.9337643,32.79551209,4541.623562,41.39544057,41.39544057,226.1747823,545.6927464,109.9180257,1355.054091,71.51894032,251.1105315,308.0863866,432.2042403,2000,301.3418654,78.62867381,1154.883014,23.53628576,23.53628576,230.4171828,372.2665479,83.80518555,1083.547745,72.18933206,259.5742476,308.0863866,432.2042403,2000,382.5540846,34.03659542,4299.714054,40.68415389,40.68415389,226.9151921,538.1929771,109.0214862,1342.374175,71.50168026,250.8978807,308.0863866,432.2042403,2000,440.5150964,134.4084319,1443.760242,19.49855998,19.49855998,354.6209961,526.4091967,134.4084319,1443.760242,69.48834829,227.7436468,330.5324322,586.4684104,2000,639.5815281,186.0123702,2199.125417,19.1152524,19.1152524,517.3239047,761.8391515,186.0123702,2199.125417,70.91655059,243.8381692,468.6509118,955.5397598,500,401.6240856,122.0572936,1321.526157,19.86527731,19.86527731,321.8403473,481.4078239,122.0572936,1321.526157,69.60907028,229.045544,305.6763136,545.8463736,2000,401.6240856,122.0572936,1321.526157,19.86527731,19.86527731,321.8403473,481.4078239,122.0572936,1321.526157,69.60907028,229.045544,305.6763136,545.8463736,2000
BI10,258.8,3786.35,-5.074091499,-2.035078717,-7.169037227,-4.832654755,-7.590250692,-3.783588202,356.5085262,100.0671075,1270.130939,21.62082511,21.62082511,279.4284413,433.5886112,101.7720515,1248.852975,71.45312272,250.301012,301.2588843,424.1004374,2000,378.3306038,32.14829868,4452.305461,41.53478907,41.53478907,221.1917855,535.4694221,107.7525651,1328.358594,71.51894032,251.1105315,301.2588843,424.1004374,2000,294.8828839,76.93242746,1130.289503,23.62845877,23.62845877,225.2066033,364.5591646,82.00889966,1060.322911,72.18933206,259.5742476,301.2588843,424.1004374,2000,374.9797565,33.36146965,4214.736919,40.82204566,40.82204566,221.9053491,528.0541639,106.86293,1315.796019,71.50168026,250.8978807,301.2588843,424.1004374,2000,368.2240017,112.3512249,1206.830772,20.09009205,20.09009205,294.2474608,442.2005427,112.3512249,1206.830772,69.48834829,227.7436468,274.698061,497.6091337,2000,762.5800493,221.7845829,2622.04128,18.60863877,18.60863877,620.6742826,904.485816,221.7845829,2622.04128,70.91655059,243.8381692,511.8946369,1135.566071,500,345.2443732,104.9229748,1136.011226,20.37944096,20.37944096,274.8855,415.6032464,104.9229748,1136.011226,69.60907028,229.045544,261.951333,474.8961815,2000,345.2443732,104.9229748,1136.011226,20.37944096,20.37944096,274.8855,415.6032464,104.9229748,1136.011226,69.60907028,229.045544,261.951333,474.8961815,2000
BI10,258.9,3786.95,-5.207654741,-1.839267293,-6.462682716,-4.992689336,-6.916937989,-3.900178348,573.4768796,161.3421474,2038.374577,19.96610126,19.96610126,458.9759052,687.9778541,163.7097411,2008.895313,71.45312272,250.301012,501.5261835,661.3243543,2000,598.3233502,50.879138,7036.102527,38.54594509,38.54594509,367.6939602,828.9527402,170.4088304,2100.776295,71.51894032,251.1105315,501.5261835,661.3243543,2000,485.7579732,127.0613826,1857.061553,21.67964706,21.67964706,380.447359,591.0685873,135.0925369,1746.660577,72.18933206,259.5742476,501.5261835,661.3243543,2000,594.4008505,52.92354017,6675.902063,37.86591423,37.86591423,369.3255342,819.4761667,169.3942549,2085.739987,71.50168026,250.8978807,501.5261835,661.3243543,2000,538.3370901,164.2555379,1764.365611,18.87674959,18.87674959,436.7165457,639.9576346,164.2555379,1764.365611,69.48834829,227.7436468,463.8134902,620.7132767,2000,517.8374361,150.6049888,1780.52276,19.76108545,19.76108545,415.5071379,620.1677343,150.6049888,1780.52276,70.91655059,243.8381692,349.5913592,990.070687,500,536.7020031,163.1087285,1765.994025,18.94895848,18.94895848,435.0025633,638.4014428,163.1087285,1765.994025,69.60907028,229.045544,463.2855793,622.1958028,2000,536.7020031,163.1087285,1765.994025,18.94895848,18.94895848,435.0025633,638.4014428,163.1087285,1765.994025,69.60907028,229.045544,463.2855793,622.1958028,2000
BI10,259,3787.56,-5.253373767,-1.771846156,NA,-4.905616976,-7.84676106,-3.871763255,297.4545888,83.39656158,1060.945808,22.32828948,22.32828948,231.0380672,363.8711105,84.91399644,1041.986435,71.45312272,250.301012,248.6820127,358.5480573,2000,317.7125308,26.98875959,3740.121954,42.79922943,42.79922943,181.7340158,453.6910458,90.48789551,1115.522156,71.51894032,251.1105315,248.6820127,358.5480573,2000,243.8187288,63.52404807,935.8278373,24.47056918,24.47056918,184.1548981,303.4825595,67.80761705,876.7093596,72.18933206,259.5742476,248.6820127,358.5480573,2000,314.620497,27.98200492,3537.489806,42.07357068,42.07357068,182.2484198,446.9925742,89.66155521,1103.996656,71.50168026,250.8978807,248.6820127,358.5480573,2000,314.8939186,96.07933569,1032.044812,20.63652448,20.63652448,249.910758,379.8770792,96.07933569,1032.044812,69.48834829,227.7436468,238.2383148,421.4476282,2000,331.0656262,96.28530393,1138.329988,21.2846179,21.2846179,260.5995727,401.5316798,96.28530393,1138.329988,70.91655059,243.8381692,291.1728296,766.682812,500,294.7509303,89.57754805,969.8648018,20.94615918,20.94615918,233.0119312,356.4899293,89.57754805,969.8648018,69.60907028,229.045544,224.5829092,400.9239788,2000,294.7509303,89.57754805,969.8648018,20.94615918,20.94615918,233.0119312,356.4899293,89.57754805,969.8648018,69.60907028,229.045544,224.5829092,400.9239788,2000
BI10,259.1,3788.16,-5.139069329,-1.685938914,-8.209234197,-4.975917688,NA,-3.963339737,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.45312272,250.301012,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.51894032,251.1105315,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.18933206,259.5742476,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.50168026,250.8978807,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.48834829,227.7436468,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.91655059,243.8381692,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.60907028,229.045544,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.60907028,229.045544,NA,NA,2000
BI10,259.2,3788.76,-5.026153361,-1.679420105,-6.466514944,-4.774838933,-6.80298718,-3.908918561,621.5193286,174.9107337,2208.476676,19.71172791,19.71172791,499.0071296,744.0315275,177.42436,2177.188498,71.45312272,250.301012,545.9372656,712.7563368,2000,646.58472,54.98908603,7602.814128,38.08223329,38.08223329,400.3508185,892.8186215,184.15418,2270.227047,71.51894032,251.1105315,545.9372656,712.7563368,2000,528.5741887,138.303221,2020.131353,21.38270297,21.38270297,415.55074,641.5976374,147.0000125,1900.616662,72.18933206,259.5742476,545.9372656,712.7563368,2000,642.5979734,57.22131966,7216.403919,37.40755588,37.40755588,402.2177774,882.9781694,183.1296251,2254.86267,71.50168026,250.8978807,545.9372656,712.7563368,2000,562.9236176,171.7572936,1844.946393,18.74363763,18.74363763,457.4112546,668.4359806,171.7572936,1844.946393,69.48834829,227.7436468,481.4534008,656.3416586,2000,665.5304149,193.5592015,2288.347594,18.99830627,18.99830627,539.0909083,791.9699214,193.5592015,2288.347594,70.91655059,243.8381692,392.581143,925.7097738,500,564.3834874,171.521389,1857.078716,18.79854795,18.79854795,458.2875869,670.4793878,171.521389,1857.078716,69.60907028,229.045544,484.0855705,657.6377281,2000,564.3834874,171.521389,1857.078716,18.79854795,18.79854795,458.2875869,670.4793878,171.521389,1857.078716,69.60907028,229.045544,484.0855705,657.6377281,2000
BI10,259.3,3789.36,-4.991598797,-1.76588509,-6.915847449,-5.347231531,-6.712906605,-3.866574408,662.3300453,186.4363232,2352.980799,19.51539867,19.51539867,533.0736965,791.5863941,189.0745452,2320.148851,71.45312272,250.301012,584.1085466,756.667385,2000,687.4762554,58.47157866,8082.962912,37.72349908,37.72349908,428.1361565,946.8163542,195.8005226,2413.801534,71.51894032,251.1105315,584.1085466,756.667385,2000,565.0762289,147.8856853,2159.175473,21.15400644,21.15400644,445.5399671,684.6124907,157.1514736,2031.868598,72.18933206,259.5742476,584.1085466,756.667385,2000,683.4493848,60.86423752,7674.507734,37.05301498,37.05301498,430.2107818,936.6879877,194.771591,2398.209407,71.50168026,250.8978807,584.1085466,756.667385,2000,471.4683833,143.852791,1545.207673,19.28346464,19.28346464,380.5529444,562.3838223,143.852791,1545.207673,69.48834829,227.7436468,377.6922165,577.4012803,2000,599.6161092,174.3890478,2061.709052,19.30808317,19.30808317,483.8417321,715.3904862,174.3890478,2061.709052,70.91655059,243.8381692,423.5192334,824.3824295,500,499.7307867,151.8728322,1644.341885,19.1666022,19.1666022,403.9493747,595.5121986,151.8728322,1644.341885,69.60907028,229.045544,403.8688335,612.4353094,2000,499.7307867,151.8728322,1644.341885,19.1666022,19.1666022,403.9493747,595.5121986,151.8728322,1644.341885,69.60907028,229.045544,403.8688335,612.4353094,2000
BI10,259.4,3789.97,-5.179500142,-1.91943316,-6.971259612,-4.541251488,-6.971259612,-3.88606171,551.8997951,155.248006,1961.979362,20.08979872,20.08979872,441.0242371,662.7753531,157.5501572,1933.310567,71.45312272,250.301012,481.3859837,638.0694129,2000,576.6015403,49.02938002,6781.022647,38.77100873,38.77100873,353.0473068,800.1557738,164.2222288,2024.508733,71.51894032,251.1105315,481.3859837,638.0694129,2000,466.585572,122.0269184,1784.049772,21.82430323,21.82430323,364.756522,568.4146221,129.7605641,1677.72156,72.18933206,259.5742476,481.3859837,638.0694129,2000,572.714285,50.98980697,6432.690605,38.0884067,38.0884067,354.5765389,790.8520311,163.2139482,2009.642288,71.50168026,250.8978807,481.3859837,638.0694129,2000,626.923525,191.2847224,2054.702023,18.43027303,18.43027303,511.3798077,742.4672423,191.2847224,2054.702023,69.48834829,227.7436468,526.1390309,750.9862456,2000,803.9419915,233.8140624,2764.259425,18.46170739,18.46170739,655.5205734,952.3634095,233.8140624,2764.259425,70.91655059,243.8381692,503.4931985,1076.976053,500,595.0930336,180.8543056,1958.12711,18.64264525,18.64264525,484.1519505,706.0341168,180.8543056,1958.12711,69.60907028,229.045544,499.7356643,716.6440691,2000,595.0930336,180.8543056,1958.12711,18.64264525,18.64264525,484.1519505,706.0341168,180.8543056,1958.12711,69.60907028,229.045544,499.7356643,716.6440691,2000
BI10,259.5,3790.57,-5.437075461,-1.713635332,NA,-5.031610353,-7.114721623,-3.815622112,498.73863,140.2333042,1773.759967,20.42430609,20.42430609,396.8747256,600.6025344,142.3743047,1747.086468,71.45312272,250.301012,431.7056618,580.8060313,2000,522.9514176,44.46094337,6150.975765,39.37825614,39.37825614,317.0222689,728.8805663,148.9421053,1836.137502,71.51894032,251.1105315,431.7056618,580.8060313,2000,419.5118915,109.664702,1604.802858,22.2163258,22.2163258,326.3117629,512.7120201,116.6690591,1508.456727,72.18933206,259.5742476,431.7056618,580.8060313,2000,519.1692671,46.21557736,5832.161866,38.68880493,38.68880493,318.3088821,720.0296521,147.9545177,1821.753955,71.50168026,250.8978807,431.7056618,580.8060313,2000,576.6230082,175.9372039,1889.845275,18.67274373,18.67274373,468.9516716,684.2943448,175.9372039,1889.845275,69.48834829,227.7436468,482.1738557,695.8657944,2000,741.9919271,215.7968468,2551.251458,18.68569673,18.68569673,603.3455658,880.6382883,215.7968468,2551.251458,70.91655059,243.8381692,448.9525432,1015.901246,500,545.4003336,165.7522321,1794.615494,18.900614,18.900614,442.3163218,648.4843454,165.7522321,1794.615494,69.60907028,229.045544,457.5507331,665.4599515,2000,545.4003336,165.7522321,1794.615494,18.900614,18.900614,442.3163218,648.4843454,165.7522321,1794.615494,69.60907028,229.045544,457.5507331,665.4599515,2000
BI10,259.6,3791.17,-5.010138717,-1.420727009,-5.960697906,-4.760401576,-7.125685263,-3.96993719,494.8931248,139.1471975,1760.144721,20.45034779,20.45034779,393.6857596,596.10049,141.276533,1733.615624,71.45312272,250.301012,428.0841985,576.6575241,2000,519.0628552,44.12983699,6105.308019,39.42544793,39.42544793,314.4199995,723.7057109,147.8346016,1822.48435,71.51894032,251.1105315,428.0841985,576.6575241,2000,416.1161534,108.7728798,1591.873392,22.24689623,22.24689623,323.5432245,508.6890822,115.7246817,1496.246528,72.18933206,259.5742476,428.0841985,576.6575241,2000,515.2893702,45.8696489,5788.645464,38.73546982,38.73546982,315.6896117,714.8891286,146.8488123,1808.139479,71.50168026,250.8978807,428.0841985,576.6575241,2000,429.5039601,131.0487524,1407.671942,19.57997377,19.57997377,345.4071973,513.6007228,131.0487524,1407.671942,69.48834829,227.7436468,355.9260496,517.988669,2000,427.9828497,124.4721756,1471.568395,20.38263706,20.38263706,340.7486587,515.2170406,124.4721756,1471.568395,70.91655059,243.8381692,330.9029729,798.6571165,500,431.2952821,131.074646,1419.157907,19.63188778,19.63188778,346.6238763,515.9666878,131.074646,1419.157907,69.60907028,229.045544,358.1514104,520.6492347,2000,431.2952821,131.074646,1419.157907,19.63188778,19.63188778,346.6238763,515.9666878,131.074646,1419.157907,69.60907028,229.045544,358.1514104,520.6492347,2000
BI10,259.7,3791.77,-5.141984279,-1.61661705,-6.718224122,-4.48755161,-7.614312146,-3.985979192,350.5035184,98.37166527,1248.862831,21.68522853,21.68522853,274.4960294,426.5110074,100.0578093,1227.817372,71.45312272,250.301012,295.9318244,417.4938268,2000,372.1840177,31.62508502,4380.097095,41.65021113,41.65021113,217.1685885,527.1994469,106.0019522,1306.777283,71.51894032,251.1105315,295.9318244,417.4938268,2000,289.6697036,75.56338184,1110.439146,23.70490107,23.70490107,221.0037869,358.3356202,80.55907939,1041.577657,72.18933206,259.5742476,295.9318244,417.4938268,2000,368.8570415,32.81574164,4146.044253,40.93626615,40.93626615,217.8607413,519.8533417,105.1180591,1294.311541,71.50168026,250.8978807,295.9318244,417.4938268,2000,374.717528,114.332507,1228.112891,20.03083028,20.03083028,299.6584959,449.77656,114.332507,1228.112891,69.48834829,227.7436468,294.8000992,479.5858719,2000,457.0282823,132.9195893,1571.437679,20.16411894,20.16411894,364.8725559,549.1840088,132.9195893,1571.437679,70.91655059,243.8381692,349.2301482,778.6961328,500,354.1452141,107.6280231,1165.299046,20.29106357,20.29106357,282.2853836,426.0050447,107.6280231,1165.299046,69.60907028,229.045544,280.156426,456.0015253,2000,354.1452141,107.6280231,1165.299046,20.29106357,20.29106357,282.2853836,426.0050447,107.6280231,1165.299046,69.60907028,229.045544,280.156426,456.0015253,2000
BI10,259.8,3792.38,-4.983200654,-1.487816057,-7.285785747,-5.538197496,-7.637183634,-3.787036032,344.8892843,96.78660003,1228.978168,21.74681331,21.74681331,269.8868555,419.8917131,98.45512074,1208.150653,71.45312272,250.301012,290.9972392,411.1873167,2000,366.4340129,31.13563769,4312.546516,41.76052171,41.76052171,213.4092574,519.4587684,104.3642899,1286.58841,71.51894032,251.1105315,290.9972392,411.1873167,2000,284.7998062,74.28451413,1091.895539,23.77803891,23.77803891,217.0799975,352.5196149,79.2047284,1024.06676,72.18933206,259.5742476,290.9972392,411.1873167,2000,363.1298305,32.30527437,4081.78777,41.04543262,41.04543262,214.0816206,512.1780404,103.4859002,1274.214879,71.50168026,250.8978807,290.9972392,411.1873167,2000,246.5067188,75.21327147,807.9101099,21.55397954,21.55397954,193.3747111,299.6387266,75.21327147,807.9101099,69.48834829,227.7436468,174.8907267,342.8531028,2000,602.1129841,175.1152251,2070.294261,19.29554744,19.29554744,485.9319876,718.2939805,175.1152251,2070.294261,70.91655059,243.8381692,432.3932124,897.3270859,500,250.6917282,76.18754691,824.8899606,21.56005956,21.56005956,196.6424423,304.7410141,76.18754691,824.8899606,69.60907028,229.045544,179.8229412,353.5123628,2000,250.6917282,76.18754691,824.8899606,21.56005956,21.56005956,196.6424423,304.7410141,76.18754691,824.8899606,69.60907028,229.045544,179.8229412,353.5123628,2000
BI10,259.9,3792.98,-5.093698861,-1.575369515,-6.785972779,-6.307482536,-7.202866583,-4.003489983,468.6478989,131.7347005,1667.220955,20.63564678,20.63564678,371.9393739,565.356424,133.7843406,1641.678333,71.45312272,250.301012,404.2114209,547.9321155,2000,492.494452,41.86762567,5793.277774,39.76090017,39.76090017,296.6742246,688.3146794,140.2676388,1729.199888,71.51894032,251.1105315,404.2114209,547.9321155,2000,392.9762945,102.6955235,1503.769228,22.46463147,22.46463147,304.6956182,481.2569708,109.2893324,1413.041554,72.18933206,259.5742476,404.2114209,547.9321155,2000,488.7841666,43.50652444,5491.359391,39.06719894,39.06719894,297.8298839,679.7384494,139.2952747,1715.133282,71.50168026,250.8978807,404.2114209,547.9321155,2000,214.0610556,65.31356371,701.5715099,22.12083032,22.12083032,166.7089727,261.4131384,65.31356371,701.5715099,69.48834829,227.7436468,139.4563301,308.4727358,2000,361.6710968,105.1864305,1243.563278,20.96514059,20.96514059,285.8462429,437.4959507,105.1864305,1243.563278,70.91655059,243.8381692,314.4334681,693.1223421,500,250.7410228,76.20252803,825.0521626,21.55929223,21.55929223,196.683033,304.7990127,76.20252803,825.0521626,69.60907028,229.045544,167.3159587,370.3791313,2000,250.7410228,76.20252803,825.0521626,21.55929223,21.55929223,196.683033,304.7990127,76.20252803,825.0521626,69.60907028,229.045544,167.3159587,370.3791313,2000
BI10,260,3793.58,-5.298317367,-1.499241393,-6.556169405,-4.932546857,-7.055160571,-3.913292847,520.1578563,146.2828842,1849.595712,20.28402914,20.28402914,414.6488852,625.6668274,148.4888249,1822.118234,71.45312272,250.301012,451.8105502,603.6565197,2000,544.5910909,46.3035713,6405.109755,39.12384681,39.12384681,331.5261067,757.656075,155.1053136,1912.116673,71.51894032,251.1105315,451.8105502,603.6565197,2000,438.4496442,114.6382026,1676.91124,22.0517811,22.0517811,341.7636884,535.1355999,121.9357746,1576.552009,72.18933206,259.5742476,451.8105502,603.6565197,2000,540.7633543,48.14092572,6074.353597,38.43724947,38.43724947,332.9087947,748.6179138,154.1084698,1897.52715,71.50168026,250.8978807,451.8105502,603.6565197,2000,528.9582517,161.3938994,1733.627064,18.92965527,18.92965527,428.8282782,629.0882253,161.3938994,1733.627064,69.48834829,227.7436468,455.8939437,617.7145138,2000,433.619505,126.1115094,1490.949367,20.33871654,20.33871654,345.426863,521.812147,126.1115094,1490.949367,70.91655059,243.8381692,328.6220237,767.1605375,500,517.2981237,157.2117092,1702.146425,19.06062636,19.06062636,418.6978612,615.8983863,157.2117092,1702.146425,69.60907028,229.045544,444.5319737,606.1814123,2000,517.2981237,157.2117092,1702.146425,19.06062636,19.06062636,418.6978612,615.8983863,157.2117092,1702.146425,69.60907028,229.045544,444.5319737,606.1814123,2000
BI10,260.1,3794.2,-5.171941777,-1.39381059,NA,-5.15408416,-6.724471557,-3.891258213,656.944225,184.9153182,2333.910024,19.54037414,19.54037414,528.5748656,785.3135845,187.5370617,2301.282268,71.45312272,250.301012,579.0238036,750.8946857,2000,682.0850519,58.01243369,8019.660414,37.76917544,37.76917544,424.467152,939.7029518,194.2650507,2394.872451,71.51894032,251.1105315,579.0238036,750.8946857,2000,560.2524281,146.6194342,2140.799308,21.18307564,21.18307564,441.5737325,678.9311238,155.8099424,2014.523453,72.18933206,259.5742476,579.0238036,750.8946857,2000,678.0627514,60.38387768,7614.103509,37.09815491,37.09815491,426.5139815,929.6115214,193.236491,2379.307824,71.50168026,250.8978807,579.0238036,750.8946857,2000,562.0423344,171.4883995,1842.058043,18.74827581,18.74827581,456.6690873,667.4155814,171.4883995,1842.058043,69.48834829,227.7436468,483.1945116,646.4625341,2000,611.5561533,177.8616245,2102.763481,19.24874715,19.24874715,493.8392557,729.2730509,177.8616245,2102.763481,70.91655059,243.8381692,370.3100776,911.688427,500,575.6074727,174.9324625,1894.01074,18.74030151,18.74030151,467.7368968,683.4780486,174.9324625,1894.01074,69.60907028,229.045544,495.2795561,664.4561653,2000,575.6074727,174.9324625,1894.01074,18.74030151,18.74030151,467.7368968,683.4780486,174.9324625,1894.01074,69.60907028,229.045544,495.2795561,664.4561653,2000
