"Element","Model","R2","RMSE","RMSEP","RMSE_ppm","RMSEP_ppm","AIC","BIC","mean_obs_ppm","RMSE_log_pc","RMSE_ppm_pc","RMSEP_ppm_pc","Rank","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","Roughness","SNR_CI_s","SNR_smooth_s","R2_s","Robustness_score","Robust_Rank","R2_q05","R2_q95","Bootstrap_Unstable","R2_q05_s","R2_q95_s","Robustness_low","Robustness_high","Roughness_norm","Unstable_flag","Global_Rank","Production_Model","Is_Production_Model","Robustness_Class","Confidence_Flag","Stability_class","Confidence_class"
"Sr","WLS",0.605899324973479,0.388460961218056,NA,59.3656290640811,NA,259.48152064019,270.254481581722,163.852330174044,7.9164456866427,4.69964778139175,NA,6,143.397140314445,2053.6686365944,2.41549095958636,0.030648910220976,3.05449018354233,20.6066157965584,0.0791982323985836,0.477771068244374,0.164568840702661,0.224381265643544,6,0.489657473355962,0.672037080636319,FALSE,0,0,0.175010613432746,0.175010613432746,0.233766149437492,FALSE,6,NA,NA,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
"Sr","WLS_weighted",0.605197017350042,0.38880693583257,NA,61.616501941787,NA,262.010925381086,272.783886322619,163.852330174044,7.9241960725617,4.88261242692099,NA,7,142.461659924356,1720.05445347286,2.31206990716462,0.0346514105471945,2.99705140125776,19.8869839221994,0.0895578038247524,0.39561560273992,0.15794815748025,0.201892249595952,7,0.489657473355962,0.672037080636319,FALSE,0,0,0.154507802351877,0.154507802351877,0.167864431448798,FALSE,7,NA,NA,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
"Sr","OLS_weighted",0.588442221601662,0.396971381054182,NA,68.563181097856,NA,330.646390635536,341.419351577069,163.852330174044,8.21821901552606,5.63467238663357,NA,8,131.570344226979,1069088.3690725,1.91896499141714,5.006225989857e-05,2.96450376601237,18.0539422484993,0,0.349062280780436,0,0.104718684234131,8,0.489657473355962,0.672037080636319,FALSE,0,0,0.104718684234131,0.104718684234131,0,FALSE,8,NA,NA,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
"Ti","PLS_LOO",0.756227776634957,0.607666319730726,0.620336808479536,1919.97750377683,NA,NA,NA,3392.06646739343,8.36283529481968,160.564556338447,NA,2,2139.04947431541,6388.36995589027,1.11410132155592,0.677802227960793,5.76089963353566,751.62763883854,0.985781032588366,0.542786491622604,0.958766987361802,0.844778456730668,1,0.669031577105258,0.795851706492855,FALSE,0.933759260243865,0.912583165831459,0.837276138595287,0.830923310271565,0.457077270589932,FALSE,1,"PLS_LOO",TRUE,"Preferred 1","High confidence (signal-dominated)","Stable","High confidence"
"Ti","PLS_kfold",0.756227776634957,0.607666319730726,0.620336808479536,1919.97750377683,NA,NA,NA,3392.06646739343,8.36283529481968,160.564556338447,NA,3,2139.04947431541,6388.36995589027,1.11410132155592,0.677802227960793,5.76089963353566,751.62763883854,0.985781032588366,0.542786491622604,0.958766987361802,0.844778456730668,2,0.669031577105258,0.795851706492855,FALSE,0.933759260243865,0.912583165831459,0.837276138595287,0.830923310271565,0.457077270589932,FALSE,2,"PLS_LOO",FALSE,"Acceptable 2","High confidence (signal-dominated)","Stable","High confidence"
"Ti","OLS",0.729930592021033,0.639603384224678,0.644447515724916,2035.54425020404,NA,527.008898110934,537.781859052467,3392.06646739343,8.80236008250463,179.175934541678,NA,5,2121.49959929056,6993.83718311646,1.04222720733185,0.64362324768362,6.5074019789329,691.734768520636,0.919262770647259,0.964641165229189,0.289493689940079,0.743945564809684,3,0.647980042492791,0.783176150339138,FALSE,0,0.644799551970699,0.65709745782766,0.85053732341887,0.221554724916626,FALSE,3,"PLS_LOO",FALSE,"Acceptable 3","Moderate confidence","Acceptable","Moderate confidence"
"Ti","Bayes",0.757847910218222,0.605643649083077,0.617880211717454,2132.72586760655,NA,503.766615819022,525.312537702087,3392.06646739343,8.33502896291361,177.763318764556,NA,1,2140.41045976442,6361.9847129266,1.00360317857752,0.68510833898267,4.89905519927455,889.691706260365,1,0.0557510459115723,1,0.716725313773472,4,0.670524969765554,0.799989588472668,FALSE,1,1,0.716725313773472,0.716725313773472,1,TRUE,4,"PLS_LOO",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Ti","OLS_weighted",0.718555763474536,0.652933928562262,NA,2173.73266969499,NA,558.906329039579,569.679289981112,3392.06646739343,9.13705301194011,198.615106367892,NA,8,2011.43951913123,7272.03003890279,0.92533895596898,0.635443775627134,6.56997199353357,703.346411361033,0.903344090207377,1,0,0.661337636082951,5,0.647980042492791,0.783176150339138,FALSE,0,0.644799551970699,0.661337636082951,0.854777501674161,0.267216314797081,FALSE,5,"PLS_LOO",FALSE,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Ti","RF",0.739729829501074,0.627892441456487,0.624680929647959,1631.97472441788,NA,NA,NA,3392.06646739343,8.62096980383582,140.692048198298,NA,4,2155.76682841834,6750.61716866017,1.3209560149207,0.590864135827301,4.80039969268616,830.90947317126,0.816584329284199,0,0.538887991146491,0.488300129057627,6,0.666113658459323,0.75265451829803,FALSE,0.804332422417684,0,0.567933458438985,0.32663373171368,0.768844920872508,TRUE,6,"PLS_LOO",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Low confidence"
"Ti","WLS_weighted",0.72919658362992,0.640471967780676,NA,1893.08238585334,NA,487.996188481353,498.769149422886,3392.06646739343,8.80510687431618,166.687927293242,NA,6,2056.34869670063,22898.1279739593,1.08624363739653,0.180944811062021,6.45183560439914,642.188935672347,0.018809767306703,0.933240145611539,0.270812898689313,0.368739820212937,7,0.647980042492791,0.783176150339138,FALSE,0,0.644799551970699,0.287495950606143,0.480935816197352,0.0267208387128946,FALSE,7,"PLS_LOO",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Marginal","Low confidence"
"Ti","WLS",0.728935134347202,0.640781067535794,NA,1882.89538666468,NA,487.487982869888,498.26094381142,3392.06646739343,8.80679455599539,165.822728407873,NA,7,2048.48407539001,23897.2029063303,1.08794364779801,0.171279816111263,6.44184437182847,635.393884594575,0,0.927594017128469,0.264158915530203,0.357525879797602,8,0.647980042492791,0.783176150339138,FALSE,0,0.644799551970699,0.278278205138541,0.47171807072975,0,FALSE,8,"PLS_LOO",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Marginal","Low confidence"
"Zr","OLS",0.608456680906178,0.822327315016661,0.829368800202076,148.16046066862,NA,661.700465220814,672.473426162346,65.4747233406631,24.9401894861566,36.9514996343163,NA,5,51.8863941021318,260.954175716361,0.350204054900872,0.831579406470902,2.53435338780609,85.6250432960216,1,1,0.603273219149691,0.880981965744907,1,0.528841519099038,0.653437468116439,FALSE,0,0,0.7,0.7,0.793361027520818,TRUE,1,NA,NA,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Zr","WLS_weighted",0.608229412035276,0.822565937768544,NA,162.575252795128,NA,661.816062941063,672.589023882596,65.4747233406631,24.9453367350013,40.5549442575243,NA,7,54.1513484129792,384.798485710846,0.333084817535045,0.61619706946638,2.52029249923507,94.081024048633,0.7409938656634,0.975892299015989,0.60261172099653,0.769948752269116,2,0.528841519099038,0.653437468116439,FALSE,0,0,0.589165235970157,0.589165235970157,0.906662946130795,TRUE,2,NA,NA,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Zr","PLS_LOO",0.72037835645274,0.69492862207945,0.711474071275561,77.8910261396823,NA,NA,NA,65.4747233406631,21.0763417407145,16.4165788545487,NA,3,44.1624715556574,161.108915768419,0.566977657688842,0.712518623481466,2.11623320246349,54.2440704362239,0.856824502964999,0.283123797424938,0.929037066080957,0.706378060237768,3,0.62175281878693,0.756737808223907,FALSE,0.695451665565391,0.993401199518475,0.636302440083098,0.725687300269023,0.372886509320826,FALSE,3,NA,NA,"Acceptable 3","Moderate confidence","Acceptable","Moderate confidence"
"Zr","PLS_kfold",0.72037835645274,0.69492862207945,0.711474071275561,77.8910261396823,NA,NA,NA,65.4747233406631,21.0763417407145,16.4165788545487,NA,4,44.1624715556574,161.108915768419,0.566977657688842,0.712518623481466,2.11623320246349,54.2440704362239,0.856824502964999,0.283123797424938,0.929037066080957,0.706378060237768,4,0.62175281878693,0.756737808223907,FALSE,0.695451665565391,0.993401199518475,0.636302440083098,0.725687300269023,0.372886509320826,FALSE,4,NA,NA,"Acceptable 4","Moderate confidence","Acceptable","Moderate confidence"
"Zr","RF",0.744758871788424,0.66394198898659,0.675449546082181,46.0449432203038,NA,NA,NA,65.4747233406631,20.1757374873876,9.28990687034519,NA,1,41.8330081805342,142.315722504023,0.908525567734605,0.432263796645396,2.32892806691274,26.4146992798583,0.519806526758064,0.64779379442271,1,0.702260749030039,5,0.662440019596347,0.744556651881262,FALSE,1,0.876259520123062,0.702260749030039,0.665138605066957,0,FALSE,5,NA,NA,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Zr","WLS",0.608323185716187,0.822467487738816,NA,159.077231156446,NA,661.726819498081,672.499780439613,65.4747233406631,24.9432156773829,39.6789768609613,NA,6,53.6040944885685,577.090663848485,0.336968993606954,0.402422891988473,2.52358951610789,92.025463096561,0.483921609416238,0.981545106554268,0.602884662541457,0.668897574495213,6,0.528841519099038,0.653437468116439,FALSE,0,0,0.488032175732776,0.488032175732776,0.879120428414257,TRUE,6,NA,NA,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Zr","Bayes",0.7219222288162,0.693007515213175,0.70718613446717,84.3816359771264,NA,575.992116429963,597.538038313028,65.4747233406631,21.0181659201887,17.7354722558421,NA,2,45.422868267256,164.996573779594,0.538302768620994,0.777599911668075,1.95110040236637,65.7584412575279,0.935087433460112,0,0.933530724684938,0.654094190789526,7,0.634646454317492,0.757423994564706,FALSE,0.791961996763469,1,0.611623572413085,0.674034973384045,0.527167880554741,FALSE,7,NA,NA,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Zr","OLS_weighted",0.401191970178938,1.01694769214115,NA,153.784821913486,NA,788.726977570257,799.499938511789,65.4747233406631,37.3991921049437,57.51428097567,NA,8,42.0668288564161,34663157.0601033,0.273543437726784,7.0672435446541e-06,2.42434726515991,101.046981383745,0,0.81139209675327,0,0.243417629025981,8,0.528841519099038,0.653437468116439,FALSE,0,0,0.243417629025981,0.243417629025981,1,TRUE,8,NA,NA,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
