"Site","depth","SH20_age","Ti","Ca","Sr","Ti_convert_WLS","Ti_ppm_WLS","Ti_lower_RMSE_WLS","Ti_upper_RMSE_WLS","Ti_convert_PLS","Ti_ppm_PLS","Ti_lower_RMSE_PLS","Ti_upper_RMSE_PLS"
"BI10",2.9,-19.4,-7.65581669,-6.282101112,NA,5.7940446508,328.338356312281,211.758113836913,509.100096673878,NA,NA,NA,NA
"BI10",3,-17.8,NA,-6.59862647,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",3.1,-16.2,-5.655209392,-5.341551833,NA,7.15445761344,1279.798104278,825.391330144235,1984.37168879316,NA,NA,NA,NA
"BI10",3.2,-14.6,-6.44960228,-6.223645787,-6.168987374,6.6142704496,745.660534909325,480.905338652681,1156.17271972691,5.31968070439208,204.318633534445,109.904126051229,379.841098867609
"BI10",3.3,-13,NA,-6.420106474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",3.4,-11.5,NA,-6.255932824,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",3.5,-9.9,-6.480439539,-5.997265446,NA,6.59330111348,730.187326947505,470.926067970444,1132.18097000357,NA,NA,NA,NA
"BI10",3.6,-8.3,-6.771637688,-6.001529466,NA,6.39528637216,599.014839836506,386.32785419519,928.79344434498,NA,NA,NA,NA
"BI10",3.7,-6.7,NA,-7.087867189,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",3.8,-5.1,-8.495356497,-7.360376564,NA,5.22315758204,185.519051826905,119.648416764059,287.653773627638,NA,NA,NA,NA
"BI10",3.9,-3.5,-6.966001177,-6.808372233,NA,6.26311919964,524.85351239098,338.498343820928,813.803714250604,NA,NA,NA,NA
"BI10",4,-1.9,-8.416178773,-7.081177707,NA,5.27699843436,195.78134198384,126.266964873049,303.565813176321,NA,NA,NA,NA
"BI10",4.1,-0.4,-7.437751522,-6.763296475,NA,5.94232896504,380.820815905274,245.606083284516,590.475984500591,NA,NA,NA,NA
"BI10",4.2,1.2,-7.675501808,-7.136505307,NA,5.78065877056,323.972543708137,208.942432316172,502.330751648845,NA,NA,NA,NA
"BI10",4.3,2.8,NA,-7.381390698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",4.4,4.4,-8.782125584,-6.943846099,NA,5.02815460288,152.651050800286,98.4505707945593,236.690789320638,NA,NA,NA,NA
"BI10",4.5,6,-8.165319888,-6.923606756,-7.511393421,5.44758247616,232.196147113265,149.752282082263,360.028241203215,6.82922679494823,924.475726758572,497.28062021248,1718.65810696707
"BI10",4.6,7.6,NA,-6.900971451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",4.7,9.2,-7.786901457,-6.670897425,NA,5.70490700924,300.337550132967,193.699310202028,465.683868082915,NA,NA,NA,NA
"BI10",4.8,10.8,NA,-6.570482722,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",4.9,12.4,NA,-7.72603619,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5,14,-7.939247941,-7.074250503,NA,5.60131140012,270.781277286633,174.637325911541,419.855834062189,NA,NA,NA,NA
"BI10",5.1,15.8,-8.504062921,-6.623750054,NA,5.21723721372,184.423955594893,118.942146819953,285.955788647004,NA,NA,NA,NA
"BI10",5.2,17.5,NA,-6.634995792,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5.3,19.1,-9.094974413,-6.897749835,NA,4.81541739916,123.398307912388,79.5843447219468,191.333389108643,NA,NA,NA,NA
"BI10",5.4,20.6,NA,-6.922442349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5.5,22.1,-8.000170628,-6.879579433,NA,5.55988397296,259.792691597163,167.550361703423,402.817647906754,NA,NA,NA,NA
"BI10",5.6,23.7,NA,-6.679533064,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5.7,25.4,-8.26178468,-6.814865697,NA,5.3819864176,217.453800745294,140.244372328818,337.169717924274,NA,NA,NA,NA
"BI10",5.8,27,NA,-6.706796844,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5.9,28.6,NA,-7.012818189,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",6,30.3,-7.485987902,-7.278348537,NA,5.90952822664,368.532250692599,237.680711968095,571.422134660987,NA,NA,NA,NA
"BI10",6.1,31.9,NA,-6.93156058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",6.2,33.6,-7.30251966,-7.058897577,NA,6.0342866312,417.500871285454,269.262470646561,647.349692311604,NA,NA,NA,NA
"BI10",6.3,35.2,-7.497854084,-7.064990001,-7.457032089,5.90145922288,365.570527722477,235.77058219555,566.829879685525,6.26450792149845,525.582894273182,282.713953511397,977.091421635255
"BI10",6.4,36.8,-8.503815215,-6.894377303,NA,5.2174056538,184.455022597119,118.96218313209,286.003959119725,NA,NA,NA,NA
"BI10",6.5,38.5,-8.385694018,-6.974707044,NA,5.29772806776,199.882174962878,128.911750777915,309.924298031762,NA,NA,NA,NA
"BI10",6.6,40.2,-7.503611152,-6.897475348,NA,5.89754441664,364.142187600992,234.84939036941,564.615188407606,NA,NA,NA,NA
"BI10",6.7,41.9,-8.87626526,-6.817877127,-6.46333211,4.9641396232,143.185303948189,92.3457442918908,222.013818004775,7.93920582566173,2805.13185971152,1508.89598352799,5214.9152998409
"BI10",6.8,43.6,NA,-8.615204266,-7.083727895,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",6.9,45.2,NA,-6.931205435,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7,46.8,NA,-9.10242103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.1,48.4,-7.51874293,-6.420130641,NA,5.8872548076,360.414517876842,232.445271890355,558.835306220683,NA,NA,NA,NA
"BI10",7.2,50.1,-7.939871576,-6.928270665,-6.705127113,5.60088732832,270.666470927758,174.563282847292,419.677822790346,6.86970721221179,962.666667501472,517.823739030447,1789.65745072553
"BI10",7.3,51.7,-8.208627908,-7.64901212,NA,5.41813302256,225.457804693955,145.40646425846,349.580205781397,NA,NA,NA,NA
"BI10",7.4,53.4,NA,-7.159869387,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.5,55,NA,-7.434826011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.6,56.7,NA,-6.732475537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.7,58.3,NA,-7.582450659,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.8,60,NA,-6.257028814,-7.050259453,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.9,61.6,-7.641701597,-6.57535017,NA,5.80364291404,331.505007151083,213.8004095234,514.010099471825,NA,NA,NA,NA
"BI10",8,63.3,-8.014973289,-6.323297278,NA,5.54981816348,257.190784976256,165.872291420647,398.783300756095,NA,NA,NA,NA
"BI10",8.1,64.9,-7.850785308,-6.374878788,NA,5.66146599056,287.569908465836,185.464963938182,445.887193457267,NA,NA,NA,NA
"BI10",8.2,66.5,-8.2321017,-6.569553962,NA,5.402170844,221.887577067994,143.10388628209,344.044443070214,NA,NA,NA,NA
"BI10",8.3,68.3,-7.191720776,-6.482573254,NA,6.10962987232,450.172063186919,290.333386794043,698.007517191702,NA,NA,NA,NA
"BI10",8.4,69.9,NA,-6.788310537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",8.5,71.5,NA,-6.507571283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",8.6,73.2,-8.046495988,-6.240943197,NA,5.52838272816,251.736455348692,162.354583142059,390.32617204329,NA,NA,NA,NA
"BI10",8.7,74.8,-7.445497205,-6.331847039,NA,5.9370619006,378.82028122524,244.315861041622,587.374085561814,NA,NA,NA,NA
"BI10",8.8,76.5,-8.183498911,-6.592410137,NA,5.43522074052,229.343468085025,147.912478968223,355.605062670655,NA,NA,NA,NA
"BI10",8.9,78.1,-7.301747416,-5.467685567,NA,6.03481175712,417.720169389108,269.403904481216,647.689721685646,NA,NA,NA,NA
"BI10",9,79.7,-6.705614115,-5.541188608,-5.455770857,6.4401824018,626.521067960348,404.067685300188,971.442812375753,5.35384391328498,211.419415835606,113.723676229248,393.041896589458
"BI10",9.1,81.4,-6.992990958,-6.738756819,NA,6.24476614856,515.308705152794,332.342528215356,799.004157043,NA,NA,NA,NA
"BI10",9.2,83,-6.794878665,-6.346853943,-6.241493427,6.3794825078,589.62250364835,380.270373070948,914.230298829211,5.63812706403555,280.936050189141,151.117059360699,522.277660972018
"BI10",9.3,84.6,-7.632304223,-7.072688435,NA,5.81003312836,333.63017811214,215.171014527788,517.305251320283,NA,NA,NA,NA
"BI10",9.5,87.8,NA,-6.689091475,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",9.6,89.4,NA,-6.803579247,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",9.7,91,-7.742570796,-7.414066729,-8.067993197,5.73505185872,309.529022121892,199.627246230033,479.935566637702,6.49916224856675,664.584643030133,357.483765018333,1235.50435284478
"BI10",9.8,92.7,-9.022419166,-6.537512517,NA,4.86475496712,129.639168860744,83.6093174908468,201.010062123094,NA,NA,NA,NA
"BI10",9.9,94.2,NA,-7.152293327,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10,95.8,-7.171656823,-7.546350272,NA,6.12327336036,456.356070132943,294.321692216388,707.596036088527,NA,NA,NA,NA
"BI10",10.1,97.4,NA,-7.873883246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10.2,99,NA,-6.800100467,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10.3,100.6,NA,-6.872864733,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10.4,102.2,-8.740153869,-6.64301275,NA,5.05669536908,157.070597373696,101.300907431773,243.543450742984,NA,NA,NA,NA
"BI10",10.5,103.8,NA,-6.558906771,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10.6,105.5,-9.298557272,-7.21911573,-7.851638289,4.67698105504,107.4452112699,69.295575256163,166.597555214127,8.25187823050413,3834.8217406982,2062.77188077726,7129.17308984762
"BI10",10.7,107,-6.654658651,-7.016448696,NA,6.47483211732,648.610328029811,418.31390405117,1005.69298211871,NA,NA,NA,NA
"BI10",10.8,108.6,-9.302258441,-6.483860183,-5.917868178,4.67446426012,107.175133715467,69.121391788357,166.178790526946,8.47510922070444,4793.94633487465,2578.69031892319,8912.24560506934
"BI10",10.9,110.2,NA,-6.623721715,-6.589820163,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",11,111.9,-8.380479598,-6.854423295,NA,5.30127387336,200.592176317703,129.369658131195,311.025179946503,NA,NA,NA,NA
"BI10",11.1,113.6,-6.924308,-6.584440174,NA,6.29147056,539.946769662262,348.232569597407,837.206337149236,NA,NA,NA,NA
"BI10",11.2,115.1,-7.740229525,-6.242017247,NA,5.736643923,310.022204706653,199.945318766849,480.700263471783,NA,NA,NA,NA
"BI10",11.3,116.7,-6.932076162,-6.526611054,NA,6.28618820984,537.102101638055,346.397933089922,832.795579958409,NA,NA,NA,NA
"BI10",11.4,118.4,-7.897807494,-6.543261832,-6.95682415,5.62949090408,278.520287991404,179.628513442026,431.855440633319,6.51272335999967,673.658536410684,362.364662588076,1252.37328727848
"BI10",11.5,119.9,-7.701961632,-6.982838965,NA,5.76266609024,318.195537065113,205.216617141576,493.373300946217,NA,NA,NA,NA
"BI10",11.6,121.6,-6.47824559,-6.182781378,-5.5311832,6.5947929988,731.277495702608,471.629159993981,1133.87131475904,5.53321732268284,252.956445740085,136.06667496336,470.2618290532
"BI10",11.7,123.2,-7.871692664,-6.618929696,NA,5.64724898848,283.510451508655,182.84686303121,439.592863569781,NA,NA,NA,NA
"BI10",11.8,124.8,-7.28829154,-6.648254184,NA,6.0439617528,421.559846861724,271.880261092352,653.643275801163,NA,NA,NA,NA
"BI10",11.9,126.4,NA,-6.575633565,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",12,128,-7.633876597,-6.689414988,-7.094880096,5.80896391404,333.27364658639,214.941073547807,516.752436729064,6.29267314791322,540.596493718084,290.789851912494,1005.00264056061
"BI10",12.1,129.7,-8.126586381,-6.127187547,-6.284816491,5.47392126092,238.393164151754,153.748978216776,369.636932703102,6.73018284175438,837.300345423154,450.388499150813,1556.59362920584
"BI10",12.2,131.3,-8.286567171,-6.946792825,NA,5.36513432372,213.819953843675,137.900763819286,331.535311302731,NA,NA,NA,NA
"BI10",12.3,132.9,-8.364997266,-6.624531092,NA,5.31180185912,202.715163674854,130.738854844912,314.31694604079,NA,NA,NA,NA
"BI10",12.4,134.6,-8.046426194,-6.782734155,NA,5.52843018808,251.74840302424,162.362288660437,390.34469733179,NA,NA,NA,NA
"BI10",12.5,136.1,-7.715742898,-6.654870938,NA,5.75329482936,315.227572183673,203.302461718839,488.771367669105,NA,NA,NA,NA
"BI10",12.6,137.8,-8.833341236,-7.128593144,NA,4.99332795952,147.426236552045,95.0808858671496,228.589532224884,NA,NA,NA,NA
"BI10",12.7,139.3,-8.677804588,-6.634730691,NA,5.09909288016,163.873187237253,105.688160918975,254.091104072514,NA,NA,NA,NA
"BI10",12.8,140.9,-8.816556769,-6.317856797,-8.998878325,5.00474139708,149.118515688189,96.1723021792141,231.213470169531,6.70925360563337,819.958398662878,441.060169816652,1524.35386722242
"BI10",12.9,142.5,NA,-6.340455938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",13,144.2,-7.198617772,-6.607253286,NA,6.10493991504,448.06571863578,288.974923670058,694.74155634979,NA,NA,NA,NA
"BI10",13.1,145.7,-7.384610383,-6.979145275,-6.750886623,5.97846493956,394.83380896141,254.643604858617,612.203619979109,6.34831159154205,571.526923031702,307.427501368629,1062.50424017341
"BI10",13.2,147.3,-7.012257532,-6.161207322,-7.759471934,6.23166487824,508.601538645485,328.016816943818,788.604460962316,5.19308297995894,180.0227046642,96.8352111759881,334.673449885034
"BI10",13.3,148.9,-6.809207254,-6.418340946,-6.543504089,6.36973906728,583.905448974682,376.583223241743,905.365805750353,5.58988108431606,267.703783642256,143.999349804037,497.678051143332
"BI10",13.4,150.5,-7.580092182,-6.293881279,-6.347948501,5.84553731624,345.688235791477,222.947722614506,536.001691173358,6.25933318958045,522.870168562205,281.254763307723,972.048295136417
"BI10",13.5,152.1,NA,-6.211096056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",13.6,153.6,-9.049584593,-6.515887779,-6.615971238,4.84628247676,127.26639357006,82.0790228711215,197.330991107937,7.92581597643068,2767.82191175974,1488.82675561802,5145.55377669667
"BI10",13.7,155.1,-7.837716844,-6.171120517,-7.41283365,5.67035254608,290.13680295603,187.120453542768,449.867253075605,6.07644660363873,435.479012604982,234.246575880383,809.582678878731
"BI10",13.8,156.8,-8.470800152,-6.103676538,-7.300728899,5.23985589664,188.642916368824,121.663117911706,292.497434776914,6.75002606403278,854.081023031833,459.414918695745,1587.78995678674
"BI10",13.9,158.3,-7.276118317,-6.004486864,-7.541821483,6.05223954444,425.063914399583,274.140169867275,659.07645498349,5.40288230808412,222.045498280764,119.43950490469,412.796447424127
"BI10",14,159.9,-7.312070301,-6.084246281,NA,6.02779219532,414.798224230328,267.519428958748,643.159143596877,NA,NA,NA,NA
"BI10",14.1,161.5,-8.093133188,-5.84589819,NA,5.49666943216,243.878324823393,157.286570628958,378.14186602727,NA,NA,NA,NA
"BI10",14.2,163.1,-8.359228581,-5.908223483,-6.087102696,5.31572456492,203.511917316537,131.252712105606,315.55234040824,6.91966674060201,1011.98268559177,544.351098649006,1881.33900800276
"BI10",14.3,164.7,NA,-5.977374927,-6.274273655,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",14.4,166.3,NA,-6.104141979,-5.872699625,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",14.5,167.9,NA,-6.096668801,-6.128417499,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",14.6,169.4,-7.731687028,-5.851374161,-7.220861404,5.74245282096,311.828332787266,201.110160669556,483.500728183774,5.8464981086429,346.020530029525,186.126362000492,643.273773338983
"BI10",14.7,171,-7.849616287,-5.851520385,-5.968244659,5.66226092484,287.798598528714,185.612455010843,446.241785392328,6.38794582527503,594.633842450237,319.856841466002,1105.46144633494
"BI10",14.8,172.6,-8.688213028,-5.813841612,-6.626789992,5.09201514096,162.717430453403,104.94276863721,252.299062786207,7.0589561843758,1163.23033385581,625.708047411885,2162.51783111813
"BI10",14.9,174.2,-7.16326921,-5.84988162,-6.151668299,6.1289769372,458.966368989145,296.005174976514,711.643395693312,5.68257937718295,293.706032359899,157.98610358779,546.01785527712
"BI10",15,175.8,-8.450079506,-5.928805212,-5.109969816,5.25394593592,191.319716293295,123.389489784584,296.647906612219,7.36503601005481,1579.77231318044,849.768288073217,2936.89538256393
"BI10",15.1,177.6,-7.265126647,-5.895639404,-5.846042463,6.05971388004,428.252887629154,276.196862127524,664.021069428479,5.90311006408634,366.174525028113,196.967307676585,680.741308601963
"BI10",15.2,179.3,-6.866085057,-5.671458115,-6.042317694,6.33106216124,561.752949293302,362.296218817439,871.017580778938,5.36209790150926,213.171690884822,114.666234695669,396.299485330624
"BI10",15.3,181,-7.183633585,-5.976540654,NA,6.1151291622,452.654509447848,291.934412467131,701.856636879152,NA,NA,NA,NA
"BI10",15.4,182.7,-6.676406863,-5.938003091,-5.489241177,6.46004333316,639.088749704578,412.173069670601,990.929442152471,5.55529332788908,258.602808812427,139.103884972544,480.758770604261
"BI10",15.5,184.4,-6.143885621,-5.720658057,-7.15012459,6.82215777772,917.963636077595,592.030277333136,1423.33469996947,4.46453942931448,86.8810054792532,46.7337746561406,161.517214661671
"BI10",15.6,186.1,-7.049780105,-6.033405915,-5.656928344,6.2061495286,495.788551613837,319.753225699371,768.737476764195,5.86154963618289,351.26806017093,188.94903756435,653.029259565431
"BI10",15.7,187.9,-8.269221223,-6.123821713,-6.134517002,5.37692956836,216.356945311916,139.536967807662,335.469005240437,6.93261064683201,1025.16683771748,551.442927191693,1905.84917011787
"BI10",15.8,189.6,NA,-6.125604307,-5.182312974,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",15.9,191.3,-7.836671851,-6.116008303,-5.488101645,5.67106314132,290.343046056164,187.253467700379,450.187040210424,6.69497146640574,808.330869296419,434.805657288599,1502.7375640235
"BI10",16,193,-7.700890675,-6.040159469,-5.88315572,5.763394341,318.427347604665,205.366120730418,493.73273128942,6.38207411855963,591.152557468518,317.98423896846,1098.98952015742
"BI10",16.1,194.9,-7.050474068,-5.970044098,-4.806320058,6.20567763376,495.55464674819,319.602371398572,768.374799095187,6.11275995889092,451.583348286526,242.909187351976,839.521644581431
"BI10",16.2,196.5,-8.020810385,-6.253148468,-5.50657612,5.5458489382,256.171960121041,165.215211839408,397.20357721082,6.95785259024686,1051.37340187363,565.539583382877,1954.56880941078
"BI10",16.3,198.3,-7.107027595,-6.077408177,-5.497589682,6.1672212354,476.859183921444,307.544943841329,739.386830588069,5.99077907322033,399.72590439836,215.014780702968,743.115418041034
"BI10",16.4,200,-7.716601454,-6.242199825,NA,5.75271101128,315.043590338907,203.183804706404,488.48609738875,NA,NA,NA,NA
"BI10",16.5,201.8,-6.755745639,-6.419273402,-5.405078455,6.40609296548,605.523253152276,390.525381841054,938.884966655887,5.93313081257933,377.334028564721,202.970066515268,701.487522556294
"BI10",16.6,203.4,-7.386149534,-6.160197823,-5.869802045,5.97741831688,394.420783120929,254.377228508535,611.56320897846,6.16142359811553,474.102526109884,255.022377985913,881.38620241471
"BI10",16.7,205.1,-6.93184376,-5.93331493,-7.534019163,6.2863462432,537.186988395133,346.452679844979,832.927199841996,5.06655397195974,158.626752169561,85.3262096753468,294.897038080122
"BI10",16.8,206.9,NA,-6.448470468,-5.747997247,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",16.9,208.6,-7.726026902,-6.263746634,NA,5.74630170664,313.0308370582,201.885702215033,485.365253082599,NA,NA,NA,NA
"BI10",17,210.3,-6.941028856,-6.459190769,-5.375393566,6.28010037792,533.8422471106,344.295526737311,827.741061583797,6.11847559843007,454.171826283996,244.301544021525,844.333786821937
"BI10",17.1,211.9,NA,-6.243474774,-5.338744865,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",17.2,213.6,-7.115672383,-6.436511444,-6.017060094,6.16134277956,474.064211376844,305.742357872032,735.053127975196,6.03568502731022,418.085111284136,224.890299899971,777.2463301228
"BI10",17.3,215.3,-7.750002814,-6.089271607,-4.977414092,5.72999808648,307.96867907262,198.620920606784,477.516200206832,6.7662598189124,868.059116503794,466.933812691477,1613.77610544395
"BI10",17.4,217.1,NA,-5.938705648,-6.314189924,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",17.5,218.7,-7.981277654,-6.319880003,-7.133979794,5.57273119528,263.151837709234,169.716805041887,408.026121353489,6.40509179460999,604.917324279887,325.388383370431,1124.57908123093
"BI10",17.6,220.5,-7.343911234,-5.939917296,-5.403116186,6.00614036088,405.913612910834,261.789399253047,629.383243234622,6.15025270505396,468.835849002308,252.18940316277,871.595120782475
"BI10",17.7,222.1,-6.734311842,-5.853953119,-4.945825698,6.42066794744,614.413372934191,396.258964167366,952.669408081641,5.73550019010494,309.667824809536,166.57204026445,575.69182421028
"BI10",17.8,223.7,-8.857633734,-5.686548573,-5.000418965,4.97680906088,145.01092158791,93.5231557655811,224.844501959309,7.73941084654881,2297.11862900897,1235.63284948588,4270.48697995978
"BI10",17.9,225.5,-6.634560352,-5.626332125,-5.239049336,6.48849896064,657.535635222308,424.070180100442,1019.53198285435,5.42187263958505,226.302508989687,121.729374572774,420.710496170426
"BI10",18,227.2,-7.226717971,-5.865741418,-5.130747128,6.08583177972,439.585298786785,283.505572687316,681.592368988773,6.09370624335,443.060461799673,238.324679446026,823.677066371953
"BI10",18.1,228.9,-6.489478948,-5.995182626,-4.548263644,6.58715431536,725.7127790189,468.040258830517,1125.24302705773,5.76334502349463,318.411643949475,171.275389069702,591.94713001847
"BI10",18.2,230.6,-6.082387125,-5.857140524,-4.672684673,6.863976755,957.165923296632,617.313349627318,1484.11921639698,5.34203295662141,208.93703875867,112.388391833249,388.427002585929
"BI10",18.3,232.2,-7.13312665,-5.833843666,-5.573388406,6.149473878,468.47084911358,302.134982065628,726.380424301639,5.8428339793424,344.754986041188,185.445618870941,640.921048034981
"BI10",18.4,234,-6.914997285,-5.841077609,-4.869667578,6.2978018462,543.376172001935,350.444323896214,842.523745332277,5.90073496930302,365.305857815767,196.500046765768,679.126402008376
"BI10",18.5,235.6,-6.60087867,-5.555376207,-5.210283227,6.5114025044,672.769318154337,433.894971820506,1043.15234064775,5.36314856324739,213.395779924362,114.78677343275,396.716080848863
"BI10",18.6,237.3,-6.370359107,-5.649432362,-6.226319736,6.66815580724,786.942990858313,507.529992270667,1220.18261047076,4.8995588408445,134.230549585048,72.2033570131222,249.542974000911
"BI10",18.7,239,-7.755100757,-5.84968197,-5.260977452,5.72653148524,306.902922811149,197.93357314524,475.863707875934,6.53271420403218,687.261048998015,369.681529543137,1277.66120761718
"BI10",18.8,240.7,-6.972077431,-5.908251258,-5.935158711,6.25898734692,522.689369017938,337.10260399968,810.448134315301,5.62715092001268,277.869316883124,149.467446508462,516.576412247217
"BI10",18.9,242.3,NA,-5.866540692,-5.143917693,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",19,244,-6.866036565,-6.172889384,-6.105448103,6.3310951358,561.77147315504,362.308165572813,871.046302673959,5.63879212945743,281.122953186353,151.217595519392,522.625125315404
"BI10",19.1,245.7,-7.966910382,-5.983612701,-5.870939538,5.58250094024,265.735363695083,171.383020941718,412.031968687098,6.61846292351742,748.793259597843,402.780046858908,1392.05342963668
