"Site","depth","SH20_age","Ti","Ca","Fe","Sr","Ti_convert","Ti_ppm"
"HER42PB",205.9,2319.11,-6.486981278,-4.957586073,-2.483501662,-4.337906044,4.43117399075321,84.0300094796839
"HER42PB",206,2320.7,-6.31176273,-4.805977391,-2.642301362,-4.222751737,4.32467490298454,75.540950729778
"HER42PB",206.1,2322.28,-6.428643631,-4.788115131,-2.730161309,-4.235325308,4.39299544520655,80.8823350792892
"HER42PB",206.2,2323.87,-6.808529752,-4.778359259,-2.380157942,-3.877677938,4.68572673301219,108.3890135671
"HER42PB",206.3,2325.46,-6.607201606,-4.942193843,-2.319541719,-4.543184535,4.39772612859515,81.2658702747966
"HER42PB",206.4,2327.05,-6.535405565,-4.964433933,-2.308158738,-4.323612571,4.4400594212606,84.7799792573982
"HER42PB",206.5,2328.63,-5.910903966,-4.866542267,-2.440537711,-4.180388122,4.11605526565256,61.316885737398
"HER42PB",206.6,2330.22,-5.747276526,-4.780196829,-2.400473217,-4.272571208,3.95215551338482,52.0474349519613
"HER42PB",206.7,2331.81,-4.883526998,-4.65331628,-1.665928585,-4.494748809,3.28905862389087,26.8176063155458
"HER42PB",206.8,2333.39,-4.582739641,-4.370291378,-1.654386799,-4.582739641,2.99622566733171,20.0098703103289
"HER42PB",206.9,2334.98,-6.015202303,-4.637093527,-2.376186959,-4.306509433,4.01054168943292,55.1767511327705
"HER42PB",207.1,2338.15,-5.795209835,-4.596056317,-2.223512635,-3.647256306,4.0808282588593,59.1944779021479
"HER42PB",207.2,2339.74,-5.87630502,-4.672332216,-2.32453478,-3.928907882,4.07652411720701,58.9402440060617
"HER42PB",207.3,2341.33,-5.903227122,-4.727922213,-2.326676853,-3.76572178,4.17381369248434,64.9627281584308
"HER42PB",207.4,2342.91,-5.49493304,-4.383959655,-2.021530704,-3.58263039,3.82124959248245,45.6612306166309
"HER42PB",207.5,2344.5,-5.271692765,-4.324818609,-1.947953442,-3.617317115,3.662735418634,38.9677904357159
"HER42PB",207.6,2346.09,-5.277195236,-4.544469069,-2.00463147,-3.669000331,3.75871343136172,42.8932054109776
"HER42PB",207.7,2347.67,-5.729512103,-4.247907562,-1.613343925,-3.711439507,3.76559986534336,43.1896060386296
"HER42PB",207.8,2349.26,-5.748667491,-4.347630848,-2.145809805,-3.644774853,3.92957071468072,50.8851287410866
"HER42PB",207.9,2350.85,-5.300190611,-4.252871617,-2.101772628,-3.669725331,3.64876339636572,38.4271175425552
"HER42PB",208,2352.44,-5.926955988,-4.721860219,-2.393351441,-3.457143965,4.30163303026188,73.8202460173732
"HER42PB",208.1,2354.02,-5.926409764,-4.799527041,-2.399100922,-3.624900518,4.28000946883032,72.2411240430325
"HER42PB",208.2,2355.61,-5.894459633,-4.758743594,-2.450874473,-3.732203654,4.21493743997421,67.6899310546359
"HER42PB",208.3,2357.2,-5.929872037,-4.924090734,-2.517040468,-3.936475222,4.25005026799178,70.1089364935543
"HER42PB",208.4,2358.78,-6.077166632,-4.874414084,-2.488579259,-4.283376706,4.18061772529662,65.4062438289431
"HER42PB",208.5,2360.37,-6.309722455,-4.821149245,-2.527983374,-4.017965001,4.38382273332557,80.1438170082398
"HER42PB",208.6,2361.96,-5.751559537,-4.557114739,-2.302667281,-4.034350224,3.91784490223513,50.2919438492243
"HER42PB",208.7,2363.54,-6.258287977,-4.700884924,-2.48116551,-4.144240906,4.24725466908587,69.9132137360328
"HER42PB",208.8,2365.13,-5.871570669,-4.654097177,-2.024940919,-4.174797807,3.93234521781377,51.0265057249549
"HER42PB",208.9,2366.72,-6.19748871,-4.807910274,-2.689878735,-4.01796371,4.34024018131,76.7259652682738
"HER42PB",209,2368.3,-6.472508975,-4.873653172,-2.768827336,-4.126998838,4.50230669921015,90.2250134147714
"HER42PB",209.1,2369.89,-6.683730658,-4.922742847,-2.63392395,-3.997120788,4.67497324584647,107.229698213858
"HER42PB",209.2,2371.48,-6.120355254,-4.770915985,-2.530278915,-3.890057929,4.29963672677035,73.6730253999119
"HER42PB",209.3,2373.07,-6.708538307,-4.871316463,-2.67491527,-3.773939505,4.7503743083541,115.627556788568
"HER42PB",209.4,2374.65,-6.101840243,-4.905302418,-2.659524615,-4.037951115,4.32111140536873,75.2722397917022
"HER42PB",209.5,2376.24,-6.108636285,-4.813909117,-2.452796685,-3.86394517,4.31007138719095,74.4458032274273
"HER42PB",209.6,2377.83,-6.228288738,-4.773940914,-2.640475434,-3.852400826,4.39144531463598,80.7570540251462
"HER42PB",209.7,2379.41,-6.035762845,-4.777970528,-2.338390149,-3.907531139,4.22034904274312,68.0572350281704
"HER42PB",209.8,2381,-5.40813022,-4.690137041,-2.169575095,-3.920256066,3.82763466074278,45.9537134587366
"HER42PB",209.9,2382.59,-5.627082817,-4.80138898,-2.469579925,-4.066041445,3.98399222643347,53.7311133880867
"HER42PB",210,2384.17,-6.15580747,-4.715099687,-2.610661651,-4.123512707,4.22452278555698,68.341882032279
"HER42PB",210.1,2385.7,-6.171535767,-4.538689763,-2.512030921,-4.144426841,4.12804248037481,62.0563274819332
"HER42PB",210.2,2387.23,-6.805777923,-4.689522408,-2.640276166,-4.039458814,4.62747150649844,102.255185390076
"HER42PB",210.3,2388.76,-6.33434478,-4.778632267,-2.843916265,-3.93925063,4.45554044928971,86.1026724008765
"HER42PB",210.4,2390.29,-6.632539397,-5.211153716,-2.867549604,-4.469920349,4.65077562454734,104.666135726166
"HER42PB",210.5,2391.82,-6.443969566,-5.096556993,-2.852478722,-4.056918707,4.62727246546928,102.234834438143
"HER42PB",210.6,2393.34,-6.365297011,-4.709339083,-2.477371557,-4.161042528,4.30552371712419,74.1080169289683
"HER42PB",210.7,2394.87,-6.414667579,-4.614744799,-2.631969369,-3.991752605,4.37337071251505,79.3105145982452
"HER42PB",210.8,2396.4,-5.933622509,-4.967608341,-2.72459898,-4.156678125,4.22850957685707,68.6148907056874
"HER42PB",210.9,2397.93,-6.132404423,-4.801852045,-2.674227135,-4.162683625,4.24850484549074,70.0006722441244
"HER42PB",211,2399.46,-7.003273229,-4.868261837,-2.79858061,-4.425223248,4.72638433197375,112.886662874202
"HER42PB",211.1,2400.99,-6.474021468,-4.831247136,-2.806123302,-4.690772689,4.29287872095369,73.1768212295585
"HER42PB",211.2,2402.51,-6.65297055,-4.610668556,-2.460793739,-4.346227447,4.36172806476627,78.3924847331589
"HER42PB",211.3,2404.04,-6.222769151,-5.018796346,-2.811896504,-4.927281238,4.15514524026075,63.7612245722152
"HER42PB",211.4,2405.57,-6.401114435,-5.215042841,-2.972866876,-4.644926432,4.47187031690285,87.5202606550056
"HER42PB",211.5,2407.1,-6.488458105,-5.582749483,-2.847645393,-4.586088765,4.69477797777324,109.374522370859
"HER42PB",211.6,2408.63,-6.623666742,-5.01422883,-2.674733383,-4.368173257,4.55850350269714,95.4405463867342
"HER42PB",211.7,2410.16,-6.586577252,-5.046132211,-2.752833804,-4.313845122,4.58247764907065,97.7563002105786
"HER42PB",211.8,2411.68,-6.108551223,-4.899770717,-2.424805405,-4.206623536,4.22620668828229,68.4570600607681
"HER42PB",211.9,2413.21,-5.962375315,-4.863763027,-2.641634439,-4.210404096,4.16350557367553,64.2965241923222
"HER42PB",212,2414.74,-6.116055631,-4.969241241,-2.50914976,-4.531619021,4.16283350144764,64.2533268015722
"HER42PB",212.1,2416.27,-6.53270526,-5.035185264,-2.615597166,-4.04779861,4.61631396363768,101.120610082981
"HER42PB",212.2,2417.8,-6.83736105,-4.887698551,-2.445514369,-4.134587906,4.67551000433805,107.287270114645
"HER42PB",212.3,2419.33,-5.974005326,-4.791132693,-2.415835503,-3.915383412,4.20284774251707,66.8765071989815
"HER42PB",212.4,2420.85,-6.03152346,-4.755770973,-2.432301587,-3.826576836,4.25081094884277,70.1622873079273
"HER42PB",212.5,2422.38,-6.139408622,-5.080536662,-2.820276193,-4.042267503,4.44741334601347,85.4057429347878
"HER42PB",212.6,2423.91,-6.670738155,-4.947971558,-2.728078181,-3.956779518,4.70783921614835,110.812459255794
"HER42PB",212.7,2425.44,-6.312962591,-5.093722314,-2.66370393,-4.24318296,4.455789046535,86.124079948866
"HER42PB",212.8,2426.97,-6.28785856,-4.940179035,-2.775408962,-3.929294199,4.49706406312265,89.753234267219
"HER42PB",212.9,2428.49,-6.826767681,-5.138471193,-2.528610511,-4.049382786,4.82868663014947,125.046620297544
"HER42PB",213,2430.02,-6.566479366,-4.984876253,-2.302695432,-3.854515266,4.63061980977947,102.577623025146
"HER42PB",213.1,2431.55,-6.633479537,-4.964618204,-2.606671182,-4.087548186,4.62827092205923,102.336962459024
"HER42PB",213.2,2433.08,-6.036066057,-4.967531223,-2.757664253,-4.021163036,4.33578420218711,76.384836564493
"HER42PB",213.3,2434.61,-6.487577201,-4.935917089,-2.70858446,-4.48325629,4.40646399414572,81.9790719153733
"HER42PB",213.4,2436.14,-6.773243814,-4.827333665,-2.693690647,-4.298307337,4.58984531671801,98.4791958985049
"HER42PB",213.5,2437.66,-6.456849476,-4.807539172,-2.690146201,-4.219028918,4.41779084057678,82.9129150382214
"HER42PB",213.6,2439.19,-6.222657804,-4.871210174,-2.90573582,-4.310581728,4.31605148035143,74.8923298708926
"HER42PB",213.7,2440.72,-6.184898376,-5.069118283,-2.897757217,-4.70270369,4.24938556599712,70.0623504282643
"HER42PB",213.8,2442.25,-5.766163498,-4.693753581,-2.724107152,-4.250657405,3.98051149471253,53.5444149094687
"HER42PB",213.9,2443.78,-6.748493073,-4.887235809,-2.701859711,-4.072778252,4.6824085194072,108.02995171906
"HER42PB",214,2445.31,-7.780773099,-5.106624449,-2.852614026,-4.239813775,5.44819994555016,232.339565400264
"HER42PB",214.1,2446.83,-7.175438705,-5.308777928,-2.849982422,-4.386320681,5.0660629802553,158.548886867316
"HER42PB",214.2,2448.36,-6.252520263,-5.136286373,-2.76657332,-4.889835768,4.23245869998298,68.8863951066537
"HER42PB",214.3,2449.89,-5.665718668,-4.821672843,-2.145840786,-4.498787135,3.81076933805559,45.1851881824368
"HER42PB",214.4,2451.42,-6.666956792,-4.721046643,-1.948263841,-4.568672163,4.26286240900088,71.0129609519873
"HER42PB",214.5,2452.95,-6.30686467,-5.14371386,-2.606512814,-4.270651863,4.45699339474714,86.2278658151911
"HER42PB",214.6,2454.48,-6.274291101,-5.017335254,-2.507633945,-4.155204728,4.40418862881045,81.7927516306643
"HER42PB",214.7,2456,-6.325897876,-4.963320042,-2.350900072,-4.169422958,4.37844715003664,79.7141531264727
"HER42PB",214.8,2457.53,-6.214219134,-4.848978182,-2.494568021,-4.268308985,4.25050182018643,70.1406014863536
"HER42PB",214.9,2459.06,-6.02175688,-4.782372038,-2.456820384,-3.829713662,4.26074011446943,70.8624103461686
"HER42PB",215,2460.59,-6.278348224,-4.843263699,-2.20107157,-4.044206703,4.31538441441178,74.8423884074715
"HER42PB",215.1,2462.12,-6.194755184,-4.841131605,-2.298571243,-4.23064433,4.21804456004071,67.900578882292
"HER42PB",215.2,2463.65,-7.442463431,-5.091088174,-2.359507476,-3.882838813,5.24394673790408,189.416205217835
"HER42PB",215.3,2465.17,-6.311159931,-4.774292712,-1.83458098,-3.639312779,4.38478190497094,80.2207255634223
"HER42PB",215.4,2466.7,-5.941903498,-4.487400887,-1.797462435,-3.717597962,4.01499476196834,55.4230050942781
"HER42PB",215.5,2468.23,-5.637146517,-4.257571106,-1.748063197,-3.866440457,3.69063481833336,40.0702762309225
"HER42PB",215.6,2469.76,-5.430297168,-4.189790621,-2.029099787,-3.62315278,3.68631900161353,39.897712906488
"HER42PB",215.7,2471.29,-5.816317194,-4.869389493,-2.190791778,-3.554554096,4.24632119572804,69.8479820644003
"HER42PB",215.8,2472.82,-5.136710258,-4.147228705,-1.460748098,-3.54018964,3.46681391721956,32.0345150619594
"HER42PB",215.9,2474.34,-5.799566027,-4.318908905,-1.72521161,-3.712342345,3.85216597330651,47.094959264337
"HER42PB",216,2475.87,-5.348289527,-4.43330684,-1.643845557,-3.829076706,3.62759102456065,37.6220767071911
"HER42PB",216.1,2477.4,-5.353184268,-4.520275145,-1.791570165,-3.663088453,3.75174213485042,42.5952240228416
"HER42PB",216.2,2478.93,-5.932026721,-4.373263099,-1.79865,-3.930546721,3.88252031915197,48.5464134728105
"HER42PB",216.3,2480.46,-6.066524447,-4.375861095,-2.01741867,-3.7716614,4.04598416818851,57.1674207143002
"HER42PB",216.4,2481.99,-5.981654683,-4.546003424,-2.034080693,-3.984366209,4.0080729552515,55.0407024043997
"HER42PB",216.5,2483.51,-5.765664168,-4.603103154,-2.039743442,-4.110135148,3.87843232180946,48.348360958438
"HER42PB",216.6,2485.04,-5.798072032,-4.370559715,-1.638724947,-3.905914836,3.79430624039033,44.4473899028675
"HER42PB",216.7,2486.57,-5.794712446,-4.758930736,-2.083958606,-4.082995684,3.98253946754655,53.6531117081432
"HER42PB",216.8,2488.1,-5.639471659,-4.503017018,-2.002320566,-3.807220829,3.86719594543546,47.8081413170763
"HER42PB",216.9,2489.63,-6.15087301,-4.626655506,-1.954412627,-4.074958809,4.0934162048139,59.944324402933
"HER42PB",217,2491.16,-5.738951136,-4.609661595,-2.033848846,-3.985291513,3.91034769703313,49.9163047075373
"HER42PB",217.1,2492.68,-5.426288566,-4.400053247,-1.839584017,-3.905829567,3.65385565306502,38.6232973643727
"HER42PB",217.2,2494.21,-5.824996654,-4.625031871,-2.011248218,-3.830296341,4.01234437536024,55.2763071927464
"HER42PB",217.3,2495.74,-5.336552166,-4.446694691,-1.815319858,-3.656383762,3.71560879783858,41.0835910738798
"HER42PB",217.4,2497.27,-5.501227976,-4.397689569,-1.64542265,-3.781110386,3.70193118851202,40.5254912020556
"HER42PB",217.5,2498.8,-5.519740921,-4.500759902,-1.685319162,-3.706002545,3.79158101112308,44.3264254778126
"HER42PB",217.6,2500.33,-5.679180314,-4.618308353,-1.89246861,-4.013248976,3.85177716048624,47.0766516997433
"HER42PB",217.7,2501.85,-5.797850903,-4.842339458,-2.069979699,-3.818492819,4.1130050047363,61.1301381964822
"HER42PB",217.8,2503.38,-5.331155479,-4.635018759,-1.974654854,-3.976802997,3.71445710712441,41.0363027195415
"HER42PB",217.9,2504.91,-5.823828742,-4.52187553,-1.976396547,-4.208525711,3.82631502385016,45.8931112383611
"HER42PB",218,2506.44,-5.83231005,-4.440820872,-1.919037825,-4.144754358,3.80606386151852,44.9730697900657
"HER42PB",218.1,2507.97,-5.779574188,-4.530980788,-1.812401257,-3.844821756,3.9083732365419,49.8178441712313
"HER42PB",218.2,2509.5,-5.358514089,-4.501063857,-1.889334448,-3.807916677,3.71036684199699,40.868796168208
"HER42PB",218.3,2511.02,-5.972950848,-4.508469067,-1.794863296,-3.878561345,3.98485449007726,53.7774637539471
"HER42PB",218.4,2512.55,-5.605770909,-4.493133145,-1.623558009,-3.870671474,3.76351776163301,43.0997743515453
"HER42PB",218.5,2514.08,-5.658468081,-4.413527838,-1.732721495,-3.72694667,3.82026273561128,45.6161917445662
"HER42PB",218.6,2515.61,-5.471281554,-4.336564261,-1.651470591,-4.026094173,3.57437498975755,35.6723182824275
"HER42PB",218.7,2517.14,-5.839985028,-4.517512599,-1.732819777,-3.854913248,3.91728986069381,50.2640374765086
"HER42PB",218.8,2518.67,-5.866032137,-4.553845748,-1.87949308,-3.468136864,4.10588251560135,60.6962863380359
"HER42PB",218.9,2520.19,-5.731385406,-4.610999317,-1.992144695,-3.855238544,3.94580566833783,51.7179888776377
"HER42PB",219,2521.72,-5.736115711,-4.640653031,-1.924017289,-3.865765967,3.94757934960961,51.8098015050228
"HER42PB",219.1,2523.25,-5.587822373,-4.34664702,-1.675315614,-3.744971243,3.73827299455128,42.0253494501116
"HER42PB",219.2,2524.78,-5.757498757,-4.515374187,-1.955580011,-3.944364428,3.87775028430386,48.315396805602
"HER42PB",219.3,2526.31,-5.948695016,-4.353146215,-2.049629156,-3.778656579,3.9747209504284,53.2352595564903
"HER42PB",219.4,2527.84,-6.081809038,-4.741424378,-2.099494859,-4.13773207,4.11019309330659,60.9584871091164
"HER42PB",219.5,2529.36,-6.537596985,-4.711704509,-2.318395699,-4.128402157,4.39317072508199,80.8965133674546
"HER42PB",219.6,2530.89,-5.662076805,-4.531807197,-2.181376673,-3.692636159,3.96033347004439,52.4748218129231
"HER42PB",219.7,2532.42,-5.336689303,-4.453624219,-1.824266287,-3.950394942,3.61787097498917,37.2581597671792
"HER42PB",219.8,2533.95,-5.657350639,-4.501751419,-1.861445389,-3.84421631,3.84038054578787,46.5431828823387
"HER42PB",219.9,2535.48,-5.221985713,-4.362923011,-1.571711777,-3.477685933,3.64621248696754,38.3292183663225
"HER42PB",220,2537.01,-4.371347898,-4.197684404,-1.254553898,-3.733911325,3.061999277616,21.3702395223916
"HER42PB",220.1,2538.48,-5.310027674,-4.626125551,-1.777192306,-3.783704668,3.73625675390703,41.9407015963589
"HER42PB",220.2,2539.95,-5.668445655,-4.596740819,-1.688019923,-3.906628542,3.8410219734978,46.5730465462147
"HER42PB",220.3,2541.43,-5.891826334,-4.782284974,-2.087119356,-4.004090906,4.07210033207313,58.680080907943
"HER42PB",220.4,2542.9,-5.748419405,-4.905097693,-2.205583153,-3.852689275,4.12638448005303,61.9535233192178
"HER42PB",220.5,2544.37,-5.809897423,-4.845715403,-2.324023673,-3.810203821,4.16399429926967,64.3279552292601
"HER42PB",220.6,2545.85,-5.503788434,-4.863751079,-2.488929894,-3.991317245,3.98099502454086,53.5703114915984
"HER42PB",220.7,2547.32,-4.97781497,-4.741426192,-2.655811791,-3.884445157,3.74148700844631,42.1606367984379
"HER42PB",220.8,2548.79,-6.924748954,-4.921019234,-2.82670753,-4.239171609,4.77007902539573,117.928560943644
"HER42PB",220.9,2550.27,-5.821468586,-4.738555207,-2.636043239,-4.27769132,4.00661590941862,54.9605639751826
"HER42PB",221,2551.74,-6.44276363,-4.785371325,-2.666580444,-4.179539611,4.40927546853886,82.2098782778938
"HER42PB",221.1,2553.21,-6.392438712,-4.875691462,-2.692149191,-4.402993624,4.34843651104195,77.3574208526197
"HER42PB",221.2,2554.69,-5.797423205,-4.853981484,-2.58850505,-4.244604187,4.05195302493141,57.509665247097
"HER42PB",221.3,2556.16,-6.352432681,-5.015735261,-2.745883496,-4.1217248,4.49728884536191,89.773411467852
"HER42PB",221.4,2557.64,-6.523138631,-4.787406993,-2.535223532,-4.222478467,4.42152369570774,83.2229953208721
"HER42PB",221.5,2559.11,-5.701521857,-4.684072975,-2.327021784,-4.266053381,3.87459554461691,48.1632144798349
"HER42PB",221.6,2560.58,-5.930336869,-4.567759035,-2.689618016,-3.905758583,4.12223118519963,61.696745675414
"HER42PB",221.7,2562.06,-5.913089241,-4.726615597,-2.526625722,-4.027257216,4.11898282737425,61.4966577233724
"HER42PB",221.8,2563.53,-6.230786381,-4.925121754,-2.552526495,-4.286890331,4.29797844530026,73.5509560277075
"HER42PB",221.9,2565,-6.178952913,-4.8590005,-2.573895823,-4.313407274,4.23242083462824,68.8837867482497
"HER42PB",222,2566.48,-6.47995935,-4.802516709,-2.679488831,-4.065369199,4.48080863040315,88.3060507699485
"HER42PB",222.1,2567.95,-6.941411086,-4.67075904,-2.785210168,-4.205190008,4.66925010656075,106.617760488134
"HER42PB",222.2,2569.42,-6.678396803,-5.005779989,-2.872217522,-4.219179639,4.67085738841363,106.789263069333
"HER42PB",222.3,2570.9,-6.142789811,-5.065230931,-2.917931914,-4.540880165,4.28387618371041,72.5210006250821
"HER42PB",222.4,2572.37,-5.779869103,-4.861810024,-2.614058052,-4.363071288,4.0093037793583,55.1084895362346
"HER42PB",222.5,2573.84,-6.553440186,-4.928734801,-2.684244389,-4.284093734,4.50750937846023,90.6956484398522
"HER42PB",222.6,2575.32,-6.618460796,-4.785879332,-2.803040472,-4.576158801,4.39678134614047,81.1891279644993
"HER42PB",222.7,2576.79,-6.724363382,-4.984305287,-2.794820334,-4.203296751,4.68212479008485,107.999304801985
"HER42PB",222.8,2578.27,-6.022473029,-5.054659144,-2.96923119,-4.279791122,4.31249760857086,74.6266445186549
"HER42PB",222.9,2579.74,-6.486798058,-5.118852836,-2.937703274,-4.180583197,4.6331031066512,102.83267026345
"HER42PB",223,2581.21,-7.007600614,-5.105945474,-2.878513103,-4.084113247,4.97152934252221,144.247322331433
"HER42PB",223.1,2582.69,-6.546978528,-4.687081253,-2.735200937,-4.071733789,4.47308917251076,87.6270002523747
"HER42PB",223.2,2584.16,-6.712293217,-4.983054105,-2.867478961,-4.164981001,4.69903527413767,109.841154718616
"HER42PB",223.3,2585.63,-6.392391596,-4.892024779,-2.755244129,-4.292330767,4.40459215991805,81.825764210677
"HER42PB",223.4,2587.11,-6.440478962,-4.971492885,-2.65394099,-4.087463015,4.52480529762505,92.2779573420111
"HER42PB",223.5,2588.58,-6.347170272,-5.107890653,-3.029580974,-4.169227624,4.56568046524853,96.1279835185594
"HER42PB",223.6,2590.05,-6.511057184,-5.177031251,-3.014549622,-4.150902239,4.6970116457965,109.619101796971
"HER42PB",223.7,2591.53,-6.46586697,-4.878090554,-2.571498899,-4.056672142,4.49370832876289,89.4525510437661
"HER42PB",223.8,2593,-5.790615264,-4.659789356,-2.516845492,-3.865324402,4.07869421920761,59.0682892328455
"HER42PB",223.9,2594.47,-5.607652007,-4.936645952,-2.612649927,-4.074007934,4.05723330456399,57.8141354977892
"HER42PB",224,2595.95,-6.268717424,-4.941263563,-2.921825387,-4.345512069,4.36494392541236,78.6449898327558
"HER42PB",224.1,2597.42,-7.012688431,-4.907077171,-3.061444712,-4.601113054,4.73094101411054,113.402225249268
"HER42PB",224.2,2598.89,-6.219854585,-5.139675999,-3.258969043,-4.23743702,4.52115768370818,91.9419761180054
"HER42PB",224.3,2600.37,-6.421033364,-4.655476268,-2.96558729,-4.045326007,4.43028308342205,83.9551798662758
"HER42PB",224.4,2601.84,-6.115637381,-4.501084368,-2.654318269,-4.139066579,4.10414207585228,60.5907399838499
"HER42PB",224.5,2603.32,-6.320768294,-4.848439596,-2.920613122,-4.149930472,4.41910150173748,83.0216570220632
"HER42PB",224.6,2604.79,-7.008148935,-5.01571877,-3.262574137,-3.972322204,5.02967397229678,152.883160423791
"HER42PB",224.7,2606.26,-6.409721058,-4.989525146,-3.124153859,-4.458896895,4.46051275584934,86.5318674440422
"HER42PB",224.8,2607.74,-6.755332273,-5.059716664,-3.234132098,-3.98274355,4.88281328935357,132.001500421798
"HER42PB",224.9,2609.21,-6.639136714,-5.291628378,-3.012479625,-4.33221322,4.76323872474019,117.124646772803
"HER42PB",225,2610.68,-5.945192948,-4.850210427,-2.855633807,-4.400873435,4.11560317881245,61.2891714453855
"HER42PB",225.1,2612.16,-5.975167699,-4.931043596,-2.766801452,-4.106868153,4.25763037255888,70.6423888212206
"HER42PB",225.2,2613.63,-5.814423143,-4.890319872,-2.826564926,-4.357177046,4.07622949825161,58.9228816507066
"HER42PB",225.3,2615.1,-5.792500316,-4.664617645,-2.760312,-4.065499414,4.0507740687187,57.441903821688
"HER42PB",225.4,2616.58,-6.431270314,-5.083442234,-3.431771557,-4.173051224,4.66517272773846,106.183924547222
"HER42PB",225.5,2618.05,-6.1660779,-4.893112225,-2.840014658,-3.932996013,4.41595445218335,82.7607944423781
"HER42PB",225.6,2619.52,-5.279324581,-4.942045567,-2.575804399,-4.089003866,3.88930092043466,48.8767058713306
"HER42PB",225.7,2621,-6.8281708,-4.912797374,-2.676302393,-4.037651687,4.75185197054493,115.798541555203
"HER42PB",225.8,2622.47,-6.263881444,-4.83378446,-2.529058802,-4.074983309,4.34409450011769,77.0222622439389
"HER42PB",225.9,2623.95,-6.463173897,-4.799668763,-2.755490862,-3.998532944,4.50500877419971,90.4691378396697
"HER42PB",226,2625.42,-6.795418922,-4.92955148,-3.13383161,-3.883904727,4.86542572914852,129.726155062885
"HER42PB",226.1,2626.89,-6.468532287,-4.997930819,-2.795048518,-3.886633371,4.64584224442189,104.151049495146
"HER42PB",226.2,2628.37,-6.245907247,-5.142404973,-2.932791334,-4.05524007,4.54878331807817,94.5173407889922
"HER42PB",226.3,2629.84,-4.983776425,-4.987917218,-2.83692729,-3.941836523,3.86779373995433,47.8367293059332
"HER42PB",226.4,2631.31,-6.382176553,-4.999988973,-2.936622447,-4.243075175,4.49497351095434,89.5657964412505
"HER42PB",226.5,2632.79,-6.888407143,-4.91959523,-2.68250509,-4.136296952,4.75940556878877,116.676549098762
"HER42PB",226.6,2634.26,-6.284586343,-4.972982874,-2.871839749,-4.405815497,4.3597491287931,78.2375044237265
"HER42PB",226.7,2635.73,-6.587435224,-4.856517414,-3.112626025,-4.262192107,4.56963805564022,96.5091724998982
"HER42PB",226.8,2637.21,-6.631400119,-4.975244582,-2.689818311,-3.939420387,4.69677620762053,109.593296313509
"HER42PB",226.9,2638.68,-6.590037979,-4.879503949,-2.495693417,-3.843039879,4.63013818975808,102.528231483083
"HER42PB",227,2640.15,-6.243556451,-5.032466179,-2.585136204,-4.209784946,4.38722262164267,80.4167607615945
"HER42PB",227.1,2641.63,-6.218088521,-4.841981005,-2.672050069,-4.23615552,4.28874856333634,72.8752126980721
"HER42PB",227.2,2643.1,-6.134338457,-4.925557951,-2.592855436,-4.346603138,4.23025186964248,68.7345421383824
"HER42PB",227.3,2644.57,-6.84631038,-4.931490818,-3.19750915,-4.488155436,4.69756653298335,109.679944910962
"HER42PB",227.4,2646.05,-6.919481133,-5.05758984,-3.193478826,-4.76593162,4.70501587764925,110.500039414411
"HER42PB",227.5,2647.52,-6.474954413,-5.097318115,-3.354566225,-4.929595357,4.42122658152498,83.198272261598
"HER42PB",227.6,2649,-7.11295821,-4.905038344,-3.151837868,-4.617356271,4.80391846545453,121.987485969846
"HER42PB",227.7,2650.47,-6.518047193,-4.835020923,-2.988483248,-4.642057989,4.36638759323579,78.7586090685351
"HER42PB",227.8,2651.94,-6.129513066,-4.876750097,-2.731236613,-4.397857521,4.2089263914498,67.2842640579398
"HER42PB",227.9,2653.42,-5.794243552,-4.785147861,-2.606299949,-4.414853706,3.96171092802692,52.5471534805907
"HER42PB",228,2654.89,-6.793794199,-4.796939248,-2.870614153,-4.076035183,4.69389837800142,109.278358864838
"HER42PB",228.1,2656.36,-5.794469487,-4.738032124,-2.53603264,-3.938448084,4.09472847900813,60.0230394294905
"HER42PB",228.2,2657.84,-5.59987495,-4.752577089,-2.429567091,-4.835268805,3.67322160163873,39.3785637756757
"HER42PB",228.3,2659.31,-5.975960361,-4.712268322,-2.71955587,-4.030050212,4.17532857136741,65.061213401278
"HER42PB",228.4,2660.78,-6.002033498,-4.742798015,-2.598943969,-4.187801173,4.1294347404006,62.1427861985757
"HER42PB",228.5,2662.26,-6.084002823,-4.760539041,-2.672178349,-3.990241228,4.26251059038609,70.9879816647797
"HER42PB",228.6,2663.73,-5.834154119,-4.27279234,-2.415090089,-4.069982606,3.8334007117706,46.2194503053129
"HER42PB",228.7,2665.2,-5.831112016,-4.654790743,-2.250965762,-4.12361289,3.96520457725682,52.7310558610334
"HER42PB",228.8,2666.68,-5.688668837,-4.461287942,-2.039834997,-3.671429367,3.92585948942453,50.696632558385
"HER42PB",228.9,2668.15,-4.523656863,-4.539917384,-2.125028721,-3.866081149,3.37526905917315,29.2321479007742
"HER42PB",229,2669.63,-5.910417751,-4.776590556,-2.640807928,-3.844508216,4.22266008654566,68.2147001637292
"HER42PB",229.1,2671.1,-5.92195718,-4.430030601,-2.532421738,-3.835745132,4.05304748743242,57.5726418756481
"HER42PB",229.2,2672.57,-6.369729735,-4.733974515,-2.4974876,-4.018354478,4.37246488120048,79.2387051790683
"HER42PB",229.3,2674.05,-5.607523929,-4.660461538,-2.159274003,-3.934524535,3.90511108776515,49.6555957349584
