"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,23119.3333333333,56701.3333333333,1.27833333333333,24.75,387.833333333333,40.25,41.3333333333333,2063.41666666667,64.75,221.083333333333,155.666666666667,121.083333333333,45.9166666666667,449,904,42998.1666666667,6520.5,0.15165269475,15.439765660021,65.1513389708682,15.052181962034,19.2227768939649,370.998764598123,34.1097826543541,27.5300111723827,37.5991618217344,57.9018893290952,52.9089412160748,84.3693179904983,140.341142804369,738.995612403426,154.958938842755,0.00294108742220876,7766.606331,9084.977882,1442.000824,88.46094721,6242.966621,4.068857773,5.960197779,36.59073739,261.6355831,30.36236272,168.0404108,30.42377281,22.9846784,2010.436754,46.04204392,11.02828725,0.148073757,15.13819392,0.02443965,0.068926753,0.331067449,2.462160119,0.256345549,1.955006557,3.299014819,2.29846784
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,22181.1666666667,53873,1.32166666666667,17.5833333333333,238.5,41.75,39.0833333333333,1999.83333333333,94.75,221.25,190.333333333333,10,36.5833333333333,402.333333333333,866.833333333333,41187.1666666667,6174.33333333333,0.149898092416667,11.1718667222898,43.0591559263638,15.3393433544417,11.9503391609028,256.157207885148,37.8204490142088,31.077981097409,43.3491812512245,20.1629723638519,51.9168186680006,105.814875508068,131.158359060775,748.576932748014,163.819930707377,0.00220136997425113,1973.319538,6626.492173,461.9149499,46.49996193,3694.801697,2.041238975,6.674238754,34.06414422,140.4650062,7.795499709,114.9998151,21.97235957,23.15568582,728.4065428,12.55357407,4.1315028,0.203261185,28.74082309,0.011991471,0.048794576,0.025144385,0.492872097,0.115748702,1.529219743,0.521915705,2.315568582
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,22325.9090909091,53674.8181818182,1.29545454545455,12.4545454545455,217.363636363636,28.3636363636364,42.9090909090909,1678.18181818182,73.1818181818182,213.454545454545,171.545454545455,73.3636363636364,53.2727272727273,395.090909090909,873.909090909091,41158.8181818182,6136.54545454545,0.149104332818182,11.8436787896636,28.0081157069615,15.9829454561587,13.9603334161799,299.384975635658,50.7303029397976,44.4147805046105,48.6258442319794,45.6141923687633,38.7584594871646,102.365477135072,98.4545118777748,1029.40534467058,242.789358760372,0.00491852631995791,14359.67839,9905.624178,2197.326275,125.5077224,6284.597012,2.439569014,6.367819135,39.61078518,67.51751759,50.21714125,209.897137,39.24997232,24.17673458,3663.807136,61.39912548,24.940646,1.234445563,38.94604963,0.01043611,0.01977015,0.154761353,0.138761249,0.70380336,2.629036009,1.135258391,2.417673458
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,21329.4545454545,51592.6363636364,1.24090909090909,3.63636363636364,223.545454545455,23.4545454545455,21.4545454545455,1101.81818181818,54.3636363636364,215.909090909091,128.909090909091,36.4545454545455,48.4545454545455,379.727272727273,907.818181818182,40259.8181818182,6034.90909090909,0.149911105272727,5.00545157348919,26.1241789779646,17.8514068709647,15.154957184787,119.633455339063,34.6562338613783,16.9378543237008,34.9212100175654,39.9734002465731,67.9711168605661,88.6353100170478,62.3455181738322,896.363522035766,199.496593728041,0.00417489477233992,3095.570446,7180.738417,574.7925663,57.22472424,3753.765384,2.601276107,5.912256586,37.01157435,65.03458094,13.30255749,130.9618352,13.33706426,16.6231038,982.5430133,69.86799065,2.379383359,0.585720892,11.81590071,0.027240957,0.047824043,0.426171368,0.286572998,0.023181323,0.711514938,0.180364254,1.66231038
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,21085,51886,1.31909090909091,26.6363636363636,242,100.818181818182,52.3636363636364,3160.36363636364,60.0909090909091,200.454545454545,99.0909090909091,5.09090909090909,107.181818181818,657.636363636364,834.545454545455,38250.6363636364,5976.09090909091,0.156443694363636,16.8598501017816,36.428011200174,72.2797595206544,22.8397579990364,725.041553668102,38.7232605689514,23.1920832887588,68.6461281434788,10.0145348913921,83.2427993063883,307.69929240324,85.4977936982746,2260.37529064212,279.36587284257,0.00636353661000703,3134.001598,6732.62029,606.0238476,60.2997145,11390.75321,5.745017677,7.120078834,25.20300712,71.97280393,10.28410137,119.867266,13.96054981,15.49312409,945.8757012,14.01324671,2.682720915,0.569052976,93.133272,0.069473871,0.066671523,0.083140624,0.774294779,0.050822268,2.07053159,0.385854347,1.549312409
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,20358.0909090909,49648.1818181818,1.28818181818182,39.8181818181818,210.363636363636,79.9090909090909,54.6363636363636,3007.09090909091,90.0909090909091,208.636363636364,94.0909090909091,11.3636363636364,179,687.090909090909,857.909090909091,36182.8181818182,5897.90909090909,0.163261797363636,24.9792641277448,43.6469305387509,24.3903855871716,16.4211615135637,344.68694624121,38.949851207558,20.9917732803721,41.0596019110136,33.3114776834434,105.165583723954,135.948118446306,86.3486589883764,2511.39048410166,285.095582058177,0.00479762607996572,3044.618396,6605.365982,562.7226914,54.01867077,7073.372392,3.633220643,5.857915852,18.81424853,41.79884834,9.694363956,112.4064678,13.08141258,27.34117399,864.5444411,65.89419971,3.077677491,0.421691157,64.24483976,0.018650539,0.041156676,0.085012501,0.244174097,0.203712654,0.932757371,0.324463031,2.734117399
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,23485.9090909091,56468.3636363636,1.45545454545455,19.6363636363636,254.272727272727,62.9090909090909,50.5454545454545,1610.09090909091,64.3636363636364,216.090909090909,103.363636363636,24.7272727272727,59.5454545454545,547.272727272727,914.363636363636,43429,6444.27272727273,0.148378059454545,18.6776482849031,55.9608629474044,77.927472107665,9.5954534688428,562.278837329924,29.1454035047475,19.9872686751069,42.2475389277831,30.6074857153962,72.5291164103957,137.91380707463,104.603319954266,552.691776671229,162.074730238301,0.00275218434102406,1424.582603,7089.603048,441.0920959,47.40786167,1987.252608,1.389287804,4.568507031,19.39416739,45.72842227,6.266500548,127.1397723,11.39582517,16.82974775,617.0473108,60.94161611,6.868091078,0.811856875,27.50554815,0.01419095,0.022190259,0.073912797,0.254790732,0.095875453,0.326624311,0.228978244,1.682974775
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,23787.4545454545,60059.3636363636,1.37818181818182,8.54545454545454,203.545454545455,30.6363636363636,33.0909090909091,7030.18181818182,135.090909090909,225,134.181818181818,1.54545454545455,32,219.727272727273,866.545454545455,42366.3636363636,6354.72727272727,0.149992786727273,9.20177848422398,31.0237445720649,21.7268162751597,13.064873098921,810.668097088052,51.3720829740328,29.9265768172706,45.8493580801698,5.12569285782198,44.2876958082039,87.0759334249032,82.2877434814732,428.910310607538,141.990908799888,0.00288275232976997,1716.680373,5586.311354,354.6954517,38.81328375,15892.74003,1.543818014,5.784125479,42.10225675,35.80217711,6.037782671,94.40874214,8.138802933,13.84436494,574.2556523,64.02588147,1.783713254,0.081961578,5.384076861,0.018208205,0.017909738,0.101834918,0.124414396,0.042295483,1.478332239,0.19067742,1.384436494
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,7.7,187.9,16.6,26.1,1472,49.9,229.7,169,41.3,48.3,143.2,945.1,44116.7,6464.9,0.1465574293,9.39325999498222,22.8057010416255,12.685950233756,19.3186726022031,564.739664703028,38.4402855810874,31.2518443900161,40.0444197804832,30.3938955859378,63.3649920872892,55.8684963900845,54.8826019791336,1115.39530112771,212.489712169267,0.00383288756320129,683.2265993,5350.125775,192.9637106,32.12024806,4238.013215,0.741821487,6.534750001,62.86286744,87.02811474,2.592646444,91.74775016,5.71655892,12.21081609,330.288126,88.24884284,2.274240107,0.26750503,41.30378848,0.012050585,0.055133377,0.567434644,1.036590908,0.02182641,0.40610632,0.108668636,1.221081609
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,23205.0909090909,65119.7272727273,1.43363636363636,6.72727272727273,225.272727272727,40.8181818181818,45.4545454545455,15614.1818181818,180.181818181818,198.818181818182,161.454545454545,89.7272727272727,16,263.818181818182,803.545454545455,38979.1818181818,6136.45454545455,0.157428365818182,8.22302753359016,29.2612060896024,25.2222845191239,20.6512161209147,1662.97924329691,65.1625938431217,44.1312093236027,39.9683966062279,51.8981520077371,23.0607892319409,93.684383097524,87.998140476221,780.301969519726,161.467869024375,0.00265751453321166,1641.390095,5647.265231,401.5251511,37.52718028,3019.385269,1.001920559,9.469595678,77.32937965,126.1466188,6.954876946,100.7977844,10.71344504,16.79692387,595.6836327,93.13022455,5.219646629,0.316767608,15.63993365,0.002420104,0.030083547,0.189230748,1.544773235,0.093655521,1.025597866,0.348935486,1.679692387
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,23972.8181818182,57889.2727272727,1.31545454545455,8.18181818181818,202.545454545455,24.3636363636364,30,2676.18181818182,63.8181818181818,233.454545454545,166.363636363636,198.090909090909,23.1818181818182,395.090909090909,963.818181818182,43889.0909090909,6543,0.149073162363636,7.42722265477725,29.2758044684126,20.5731510822855,17.5271218401653,426.882611072838,62.6798503218031,40.8493907821491,39.8227892726583,48.8517237064457,34.3651514817502,90.5179038041144,77.0309264929589,498.626003041449,178.546352525052,0.00338222226804198,5412.77206,5488.24581,523.0275133,51.81193098,36760.73258,3.769043144,7.155451754,40.6484082,36.99629166,9.787053209,91.25190224,9.674570314,14.8081316,1133.053064,18.21293292,1.869875762,0.049962394,176.9107347,0.04959872,0.030710634,0.139015902,0.295665893,0.059603308,0.699750267,0.181126451,1.48081316
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,23105.1666666667,59388.6666666667,1.445,3.33333333333333,163.666666666667,21.9166666666667,37.0833333333333,7485.25,241.333333333333,224.666666666667,194.5,335.916666666667,23.0833333333333,209.333333333333,889.583333333333,41299.0833333333,6409.91666666667,0.1552225165,7.79665818077712,21.9351661756075,13.7870712384224,18.5592825749534,1804.05236393465,73.4925269340463,43.5103610092069,48.1106678776793,87.6101471222819,36.6790956895895,95.655949140974,112.938807512848,461.500213401573,152.315735672101,0.00399124332567506,5594.694254,6436.237221,1149.476822,82.80022216,6074.810846,1.250579343,6.317256008,67.58862806,145.146567,20.81297886,121.0153008,58.14267286,16.33050513,1512.473246,74.4489504,20.0568356,1.100044802,90.83067827,0.003346293,0.021906999,0.371106986,1.516565475,0.274237825,1.039947828,6.463462839,1.633050513
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,22003.3636363636,55622.6363636364,1.34090909090909,22.3636363636364,298.727272727273,77,45.7272727272727,5640.90909090909,97.4545454545455,219.636363636364,153.909090909091,107.363636363636,18.3636363636364,341.181818181818,842,39460.9090909091,6059.45454545455,0.153574041181818,29.2652446676009,40.172355940599,60.4383983904273,17.7374795790772,2883.7578766098,54.6669253504596,32.1691551871439,62.8258777025113,72.575853735623,30.4771151104324,66.8966638657238,120.667311232164,1155.9633605392,195.297395597772,0.00323746214087364,2804.420041,5642.915643,253.7523195,42.83579617,49049.46764,16.76515491,16.20702482,58.21751812,148.0981288,4.260143181,85.39705279,5.057282645,15.40632226,585.0799774,47.45052762,4.53576382,0.699855742,602.4649613,0.107585917,0.031666011,0.419583377,0.616201008,0.051289903,1.57965392,0.115798204,1.540632226
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,23517.9411764706,58045.3529411765,1.34882352941176,14.7058823529412,221.529411764706,53.1176470588235,52.5882352941176,5513.47058823529,93.9411764705882,223.588235294118,128.117647058824,68.8823529411765,47.9411764705882,306.823529411765,807.470588235294,41957.5294117647,6396.05882352941,0.152447821823529,10.4687911544406,30.4817930227596,36.8508520134562,14.9166803592883,425.435382526985,58.15654583561,36.4298277918134,45.5643533271092,47.6233692016603,47.8702289897324,104.520473648777,98.3311481977219,646.132060577311,215.929522815963,0.00479382750227348,21023.43508,6500.001765,1574.554031,219.4284939,51904.82693,14.16367715,12.29132094,34.00992075,148.2023206,43.16608535,121.2110164,16.90685979,18.59519446,4080.69295,157.0216455,8.965107785,1.571294805,633.5042142,0.137185591,0.371333453,0.690963856,1.199008089,0.550658986,1.417347214,0.392208159,1.859519446
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,23704.5454545455,59517.8181818182,1.35909090909091,25.6363636363636,234.454545454545,59.2727272727273,34.1818181818182,6844.72727272727,139.090909090909,239.545454545455,158.727272727273,107.454545454545,30.6363636363636,331.363636363636,889,41661.8181818182,6516.90909090909,0.156416456,26.5603943015638,45.6100068764819,39.0181775819705,14.7161012623465,887.92714688865,45.5092398210617,26.9048829633717,33.8203811601552,47.1346234446901,32.1567185119151,116.187153099878,109.012843280047,698.481040284104,165.778439216597,0.0024892101922773,1243.638909,6176.904031,227.5458294,41.17278862,34127.39087,6.771422937,8.534630865,31.39605337,72.11422012,2.564526013,95.32051892,5.156965844,14.38022471,437.7130837,61.73924486,2.628673775,0.168930879,180.3909133,0.061270999,0.135962996,0.356175262,0.027502016,0.044583218,1.284724348,0.162421667,1.438022471
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,21510,58730.8181818182,1.32,8,223.363636363636,42.2727272727273,35.8181818181818,11848.6363636364,215.545454545455,186.636363636364,161.363636363636,20.1818181818182,17.3636363636364,409.818181818182,739,36929.1818181818,5825.27272727273,0.157757844181818,8.93308457365092,49.106563160687,18.4015809597486,22.2702410486199,2059.33461451641,65.5932369019301,43.1700653862667,60.1236604462382,25.1110261909711,49.018920280383,79.4919092509649,90.364816162044,652.108552034371,199.237090376813,0.00519446057025618,11337.75217,6093.055388,915.5577505,122.3868181,29114.97389,5.562421054,5.623618255,28.97367916,93.7163573,24.03856275,119.1548845,15.8979202,20.19056256,2616.583382,99.46457719,17.12303214,1.392426748,241.7735926,0.040340228,0.058556283,0.196486418,0.254401542,0.33159449,2.957478603,0.224859279,2.019056256
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,21500.0909090909,61427.8181818182,1.41454545454545,5.09090909090909,184,32.7272727272727,27.6363636363636,16426.6363636364,237.909090909091,179.272727272727,142.363636363636,7.72727272727273,12.8181818181818,203.909090909091,700.272727272727,35551.5454545455,5773.63636363636,0.162441651545455,5.24317738503182,38.3431871393081,18.3471573225441,14.6987940136103,2073.30172781133,46.170238347781,38.6939036776878,43.9619670335001,12.1333499833386,24.4000745155345,73.9735825081556,90.346102194938,762.20133345939,147.238767128276,0.0043808928271725,21256.47654,9697.311696,2196.956371,243.6402038,24845.10488,3.933228837,4.972003175,26.9304948,75.23867924,58.90663431,121.5336821,34.80855314,35.50400774,4637.824269,71.12002695,20.5861252,1.438405031,215.0112593,0.026102701,0.041494084,0.044764677,0.271229161,0.829134942,2.37450858,1.065068086,3.550400774
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,21368,63253.6363636364,1.32909090909091,6.18181818181818,212.727272727273,37.1818181818182,26.4545454545455,18888.2727272727,197.818181818182,195.909090909091,143.090909090909,35.5454545454545,37.3636363636364,252.181818181818,641.363636363636,34873.3636363636,5607.63636363636,0.160814896090909,7.8462498280157,48.779280251129,14.7161012623465,19.4595150831856,2894.78331109287,78.0010489439959,24.1679727964699,52.6354529674715,28.1011161214769,41.8073503759153,92.715498361189,114.077405937611,692.400645974175,152.316954228525,0.00373356482300537,4642.258304,7288.66125,660.9863166,67.78989286,27055.53366,5.752426608,6.761396788,46.72905914,130.7729603,12.67353344,118.8967341,12.27077458,15.3832195,1389.963814,112.260405,4.425975943,0.637151851,347.4235335,0.069152067,0.051811841,0.124522427,0.867339372,0.313961187,1.10170535,0.312493156,1.53832195
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,20677.7777777778,62829.7777777778,1.47,9,262.666666666667,50.3333333333333,46,21612.1111111111,199.777777777778,188.888888888889,138.111111111111,22.1111111111111,56.7777777777778,303.333333333333,617.111111111111,31754.1111111111,5380.77777777778,0.169655697777778,5.7227615711298,48.163783074007,17.7270979012358,13.9731886124821,5465.66888505982,49.5675745265435,15.6879288343335,38.8472793270148,13.6055544213057,53.25828052467,45.453272709454,105.383163318962,1836.13830119387,193.73356561124,0.00483066058991285,2367.746797,5866.599826,234.8825033,42.2400533,70333.76898,6.816523388,10.88241106,68.09335946,90.27805952,2.553601126,85.79649547,5.275218799,16.86311015,501.3815099,19.40433341,3.049548028,0.50833131,854.1412459,0.051952222,0.042866217,0.816242088,0.945061034,0.066508029,1.323999276,0.119640341,1.686311015
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,22777.2727272727,67689.9090909091,1.40636363636364,16.5454545454545,277.636363636364,47.4545454545455,41.7272727272727,21337.3636363636,173.454545454545,196.545454545455,131.727272727273,572.545454545455,56.1818181818182,347.363636363636,701.818181818182,35983.6363636364,5795.54545454545,0.161179197636364,7.65981248286975,68.2924193849841,15.0290627543013,18.6445214960905,2347.55473941407,70.788930824478,26.8341708884908,24.2160727992419,90.1591522102594,56.853879694913,113.030325777884,67.4193120430907,1415.96294250431,168.654299462755,0.00494045158364572,21467.56946,6764.508083,1293.229498,160.5283798,107255.388,11.84941346,9.702568502,34.46389212,255.5835815,25.70637949,111.2286921,16.62081972,20.94043551,3376.49462,155.9717551,27.32451171,4.267333565,1659.164889,0.182590959,0.102763012,0.171217055,0.192255063,0.437908223,1.368956728,0.226326755,2.094043551
