"Site","Element","Model","R2","RMSE","RMSE_ppm","RMSEP","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","Roughness","SNR_CI_s","SNR_smooth_s","Roughness_norm","Robustness_score","Robust_Rank","Global_Rank","Robustness_Class","Stability_class","Confidence_class","Confidence_Flag","Unstable_flag","Bootstrap_Unstable","R2_q05","R2_q95","Robustness_low","Robustness_high","Is_Production_Model","Rank_site","Robustness_score_site","n_mean","R2_overall","RMSE_overall","RMSEP_overall"
"ALL","Ca","OLS",0.605349695781694,0.447032844459699,5504.63271481712,0.450923989941031,10921.4227828969,22038.6753023897,1.98404205125242,0.367288108355072,4.20176309327957,1926.46353037206,0.787121534135248,0.646251122184183,0.281233373490299,0.527514139089005,6,6,"Unstable","Acceptable","Low confidence","Low confidence",FALSE,FALSE,0.506693877391423,0.664163105864895,0.540651034651228,0.508723950309354,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ca","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787121534135248,0.00268958734750736,NA,0.527514139089005,NA,6,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,6,0.473348755420152,14519,0.605349695781694,0.447032844459699,5504.63271481712
"ALL","Ca","WLS_weighted",0.604732452698864,0.447382293228408,5447.03371534874,NA,10873.2672025233,114937.491193476,1.99618136599456,0.066580398464715,4.20378299807899,1820.40413734327,0.00566308940610476,0.647116275115756,0.190504548184474,0.212649992961434,7,7,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.506693877391423,0.664163105864895,0.228327202639043,0.196400118297169,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ca","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.512480191683846,NA,0.210194064930934,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.204992076673538,14519,0.604685117514639,0.447409080513934,5446.04597912254
"ALL","Ca","WLS",0.604685117514639,0.447409080513934,5446.04597912254,NA,10872.2684867972,118586.161886132,1.99636002495685,0.064401223541595,4.20381505816965,1816.70549605334,0,0.647130006892335,0.187340534419354,0.210194064930934,8,8,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.506693877391423,0.664163105864895,0.226066086409575,0.194139002067701,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ca","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00566308940610476,0.494227419228363,NA,0.212649992961434,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.201088821335008,14519,0.604732452698864,0.447382293228408,5447.03371534874
"ALL","Sr","RF",0.694520038625107,0.34200712565981,43.8791563053624,0.346757684558846,141.327920148989,203.985987945979,3.22084406467309,0.386407775486143,2.72045777069858,28.973716365503,1,0,1,0.7,1,1,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.533769865459016,0.707327042592033,0.7,0.7,NA,NA,NA,NA,NA,NA,NA
"ALL","Sr","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663154685121714,0.575469349071596,NA,0.453394114796587,NA,5,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.628080550701667,14005,0.605940022011523,0.388440903375382,59.7735590156883
"ALL","Sr","Bayes",0.635271572146413,0.373704733132646,56.5643915636821,0.385058169520708,147.071853655315,235.23700439692,2.60007841664373,0.293986430286965,3.31289626071891,20.8749329141512,0.760788145194715,0.847372767919076,0.258337822323558,0.69096575996511,2,2,"Acceptable 2","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.506111970895487,0.684515622721029,0.670431000858213,0.664607186531096,NA,NA,NA,NA,NA,NA,NA
"ALL","Sr","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0.7,NA,1,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,2,0.6,13757,0.694520038625107,0.34200712565981,43.8791563053624
"ALL","Sr","PLS_LOO",0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,145.259398881809,238.17309736281,2.46279943507028,0.283603215058894,3.41960519724994,19.7527645024488,0.733913529074419,1,0.155573021543013,0.681572628387012,3,3,"Acceptable 3","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.500181484867475,0.685295831893533,0.665137214992373,0.706278068621457,NA,NA,NA,NA,NA,NA,NA
"ALL","Sr","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733913529074419,0.364702577311715,NA,0.681572628387012,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.586229148369338,13757,0.619560933054721,0.381668523678026,58.9814163562467
"ALL","Sr","PLS_kfold",0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,145.259398881809,238.17309736281,2.46279943507028,0.283603215058894,3.41960519724994,19.7527645024488,0.733913529074419,1,0.155573021543013,0.681572628387012,4,4,"Acceptable 4","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.500181484867475,0.685295831893533,0.665137214992373,0.706278068621457,NA,NA,NA,NA,NA,NA,NA
"ALL","Sr","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733913529074419,0.364702577311715,NA,0.681572628387012,NA,4,"Acceptable 4",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,4,0.586229148369338,13757,0.619560933054721,0.381668523678026,58.9814163562467
"ALL","Sr","OLS",0.605940022011523,0.388440903375382,59.7735590156883,0.391554198151312,143.231154722705,243.139630055274,2.39622932081244,0.256264989918794,3.0435722326859,20.4720539160617,0.663154685121714,0.462154975784046,0.221443378008802,0.453394114796587,5,5,"Unstable","Marginal","Low confidence","Low confidence",FALSE,FALSE,0.489657473355962,0.672037080636319,0.4039083667839,0.4039083667839,NA,NA,NA,NA,NA,NA,NA
"ALL","Sr","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.760788145194715,0.31404335755763,NA,0.69096575996511,NA,2,"Acceptable 2",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,5,0.582090230139881,13757,0.635271572146413,0.373704733132646,56.5643915636821
"ALL","Sr","WLS",0.605899324973479,0.388460961218056,59.3656290640811,NA,143.397140314445,2053.6686365944,2.41549095958636,0.030648910220976,3.05449018354233,20.6066157965584,0.0791982323985836,0.477771068244374,0.233766149437492,0.224381265643544,6,6,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.489657473355962,0.672037080636319,0.175010613432746,0.175010613432746,NA,NA,NA,NA,NA,NA,NA
"ALL","Sr","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0.104718684234131,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.4,14005,0.588442221601662,0.396971381054182,68.563181097856
"ALL","Sr","WLS_weighted",0.605197017350042,0.38880693583257,61.616501941787,NA,142.461659924356,1720.05445347286,2.31206990716462,0.0346514105471945,2.99705140125776,19.8869839221994,0.0895578038247524,0.39561560273992,0.167864431448798,0.201892249595952,7,7,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.489657473355962,0.672037080636319,0.154507802351877,0.154507802351877,NA,NA,NA,NA,NA,NA,NA
"ALL","Sr","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0895578038247524,0.693128626126016,NA,0.201892249595952,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.330986132745258,14005,0.605197017350042,0.38880693583257,61.616501941787
"ALL","Sr","OLS_weighted",0.588442221601662,0.396971381054182,68.563181097856,NA,131.570344226979,1069088.3690725,1.91896499141714,5.006225989857e-05,2.96450376601237,18.0539422484993,0,0.349062280780436,0,0.104718684234131,8,8,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.489657473355962,0.672037080636319,0.104718684234131,0.104718684234131,NA,NA,NA,NA,NA,NA,NA
"ALL","Sr","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0791982323985836,0.549348222702084,NA,0.224381265643544,NA,6,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.267258228519984,14005,0.605899324973479,0.388460961218056,59.3656290640811
"ALL","Ti","PLS_LOO",0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,2139.04947431541,6388.36995589027,1.11410132155592,0.677802227960793,5.76089963353566,751.62763883854,0.985781032588366,0.542786491622604,0.457077270589932,0.844778456730668,1,1,"Preferred 1","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.669031577105258,0.795851706492855,0.837276138595287,0.830923310271565,TRUE,NA,NA,NA,NA,NA,NA
"ALL","Ti","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816584329284199,1,NA,0.488300129057627,NA,6,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,1,0.889950597570519,13757,0.739729829501074,0.627892441456487,1631.97472441788
"ALL","Ti","PLS_kfold",0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,2139.04947431541,6388.36995589027,1.11410132155592,0.677802227960793,5.76089963353566,751.62763883854,0.985781032588366,0.542786491622604,0.457077270589932,0.844778456730668,2,2,"Acceptable 2","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.669031577105258,0.795851706492855,0.837276138595287,0.830923310271565,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ti","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985781032588366,0.445784218188911,NA,0.844778456730668,NA,1,"Preferred 1",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,2,0.769782306828584,13757,0.756227776634957,0.607666319730726,1919.97750377683
"ALL","Ti","OLS",0.729930592021033,0.639603384224678,2035.54425020404,0.644447515724916,2121.49959929056,6993.83718311646,1.04222720733185,0.64362324768362,6.5074019789329,691.734768520636,0.919262770647259,0.964641165229189,0.221554724916626,0.743945564809684,3,3,"Acceptable 3","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.647980042492791,0.783176150339138,0.65709745782766,0.85053732341887,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ti","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985781032588366,0.445784218188911,NA,0.844778456730668,NA,2,"Acceptable 2",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,3,0.769782306828584,13757,0.756227776634957,0.607666319730726,1919.97750377683
"ALL","Ti","Bayes",0.757847910218222,0.605643649083077,2132.72586760655,0.617880211717454,2140.41045976442,6361.9847129266,1.00360317857752,0.68510833898267,4.89905519927455,889.691706260365,1,0.0557510459115723,1,0.716725313773472,4,4,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.670524969765554,0.799989588472668,0.716725313773472,0.716725313773472,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ti","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.413850880217742,NA,0.716725313773472,NA,4,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,4,0.765540352087097,13757,0.757847910218222,0.605643649083077,2132.72586760655
"ALL","Ti","OLS_weighted",0.718555763474536,0.652933928562262,2173.73266969499,NA,2011.43951913123,7272.03003890279,0.92533895596898,0.635443775627134,6.56997199353357,703.346411361033,0.903344090207377,1,0.267216314797081,0.661337636082951,5,5,"Unstable","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.647980042492791,0.783176150339138,0.661337636082951,0.854777501674161,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ti","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919262770647259,0.157002111338032,NA,0.743945564809684,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,5,0.614358506923568,14219,0.729930592021033,0.639603384224678,2035.54425020404
"ALL","Ti","RF",0.739729829501074,0.627892441456487,1631.97472441788,0.624680929647959,2155.76682841834,6750.61716866017,1.3209560149207,0.590864135827301,4.80039969268616,830.90947317126,0.816584329284199,0,0.768844920872508,0.488300129057627,6,6,"Unstable","Unstable","Low confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.666113658459323,0.75265451829803,0.567933458438985,0.32663373171368,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ti","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903344090207377,0,NA,0.661337636082951,NA,5,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,6,0.542006454124426,14219,0.718555763474536,0.652933928562262,2173.73266969499
"ALL","Ti","WLS_weighted",0.72919658362992,0.640471967780676,1893.08238585334,NA,2056.34869670063,22898.1279739593,1.08624363739653,0.180944811062021,6.45183560439914,642.188935672347,0.018809767306703,0.933240145611539,0.0267208387128946,0.368739820212937,7,7,"Unstable","Marginal","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.647980042492791,0.783176150339138,0.287495950606143,0.480935816197352,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ti","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.771472679600775,NA,0.357525879797602,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.30858907184031,14219,0.728935134347202,0.640781067535794,1882.89538666468
"ALL","Ti","WLS",0.728935134347202,0.640781067535794,1882.89538666468,NA,2048.48407539001,23897.2029063303,1.08794364779801,0.171279816111263,6.44184437182847,635.393884594575,0,0.927594017128469,0,0.357525879797602,8,8,"Unstable","Marginal","Low confidence","Low confidence (uncertainty-dominated)",FALSE,FALSE,0.647980042492791,0.783176150339138,0.278278205138541,0.47171807072975,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ti","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018809767306703,0.689438771594404,NA,0.368739820212937,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.287061369021783,14219,0.72919658362992,0.640471967780676,1893.08238585334
"ALL","Zr","OLS",0.608456680906178,0.822327315016661,148.16046066862,0.829368800202076,51.8863941021318,260.954175716361,0.350204054900872,0.831579406470902,2.53435338780609,85.6250432960216,1,1,0.793361027520818,0.880981965744907,1,1,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.7,0.7,NA,NA,NA,NA,NA,NA,NA
"ALL","Zr","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519806526758064,1,NA,0.702260749030039,NA,5,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.711883916054839,13757,0.744758871788424,0.66394198898659,46.0449432203038
"ALL","Zr","WLS_weighted",0.608229412035276,0.822565937768544,162.575252795128,NA,54.1513484129792,384.798485710846,0.333084817535045,0.61619706946638,2.52029249923507,94.081024048633,0.7409938656634,0.975892299015989,0.906662946130795,0.769948752269116,2,2,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.589165235970157,0.589165235970157,NA,NA,NA,NA,NA,NA,NA
"ALL","Zr","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.935087433460112,0.296170712386619,NA,0.654094190789526,NA,7,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.679520745030715,13757,0.7219222288162,0.693007515213175,84.3816359771264
"ALL","Zr","PLS_LOO",0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,44.1624715556574,161.108915768419,0.566977657688842,0.712518623481466,2.11623320246349,54.2440704362239,0.856824502964999,0.283123797424938,0.372886509320826,0.706378060237768,3,3,"Acceptable 3","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.62175281878693,0.756737808223907,0.636302440083098,0.725687300269023,NA,NA,NA,NA,NA,NA,NA
"ALL","Zr","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856824502964999,0.370285344708498,NA,0.706378060237768,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.662208839662399,13757,0.72037835645274,0.69492862207945,77.8910261396823
"ALL","Zr","PLS_kfold",0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,44.1624715556574,161.108915768419,0.566977657688842,0.712518623481466,2.11623320246349,54.2440704362239,0.856824502964999,0.283123797424938,0.372886509320826,0.706378060237768,4,4,"Acceptable 4","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.62175281878693,0.756737808223907,0.636302440083098,0.725687300269023,NA,NA,NA,NA,NA,NA,NA
"ALL","Zr","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856824502964999,0.370285344708498,NA,0.706378060237768,NA,4,"Acceptable 4",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,4,0.662208839662399,13757,0.72037835645274,0.69492862207945,77.8910261396823
"ALL","Zr","RF",0.744758871788424,0.66394198898659,46.0449432203038,0.675449546082181,41.8330081805342,142.315722504023,0.908525567734605,0.432263796645396,2.32892806691274,26.4146992798583,0.519806526758064,0.64779379442271,0,0.702260749030039,5,5,"Unstable","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.662440019596347,0.744556651881262,0.702260749030039,0.665138605066957,NA,NA,NA,NA,NA,NA,NA
"ALL","Zr","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0418748122805434,NA,0.880981965744907,NA,1,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,5,0.616749924912217,14519,0.608456680906178,0.822327315016661,148.16046066862
"ALL","Zr","WLS",0.608323185716187,0.822467487738816,159.077231156446,NA,53.6040944885685,577.090663848485,0.336968993606954,0.402422891988473,2.52358951610789,92.025463096561,0.483921609416238,0.981545106554268,0.879120428414257,0.668897574495213,6,6,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.488032175732776,0.488032175732776,NA,NA,NA,NA,NA,NA,NA
"ALL","Zr","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7409938656634,0.010822973533934,NA,0.769948752269116,NA,2,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.448925508811614,14519,0.608229412035276,0.822565937768544,162.575252795128
"ALL","Zr","Bayes",0.7219222288162,0.693007515213175,84.3816359771264,0.70718613446717,45.422868267256,164.996573779594,0.538302768620994,0.777599911668075,1.95110040236637,65.7584412575279,0.935087433460112,0,0.527167880554741,0.654094190789526,7,7,"Unstable","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.634646454317492,0.757423994564706,0.611623572413085,0.674034973384045,NA,NA,NA,NA,NA,NA,NA
"ALL","Zr","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483921609416238,0.0178604953404149,NA,0.668897574495213,NA,6,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.297497163785909,14519,0.608323185716187,0.822467487738816,159.077231156446
"ALL","Zr","OLS_weighted",0.401191970178938,1.01694769214115,153.784821913486,NA,42.0668288564161,34663157.0601033,0.273543437726784,7.0672435446541e-06,2.42434726515991,101.046981383745,0,0.81139209675327,1,0.243417629025981,8,8,"Unstable","Unstable","Low confidence","Low confidence (uncertainty-dominated)",TRUE,FALSE,0.528841519099038,0.653437468116439,0.243417629025981,0.243417629025981,NA,NA,NA,NA,NA,NA,NA
"ALL","Zr","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.243417629025981,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0,14519,0.401191970178938,1.01694769214115,153.784821913486
"BI10","Ca","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86261629440288,0.989338390095334,NA,0.593460749886599,NA,5,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.913305132679862,5017,0.60078407376705,0.449611220751241,5620.88386479327
"BI10","Ca","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689324923925203,0.951891664817294,NA,0.527514139089005,NA,6,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.79435162028204,5017,0.605349695781694,0.447032844459699,5504.63271481712
"BI10","Ca","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680289731878859,0.889882083749593,NA,0.640428498900347,NA,2,"Acceptable 2",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.764126672627153,4709,0.605172814508826,0.447133012734933,5921.70892622602
"BI10","Ca","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680289731878859,0.889882083749593,NA,0.640428498900347,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,4,0.764126672627153,4709,0.605172814508826,0.447133012734933,5921.70892622602
"BI10","Ca","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738596532256658,0.70293160349085,NA,0.65436049816905,NA,1,"Preferred 1",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,5,0.724330560750335,4709,0.636884102731344,0.428801053115093,5546.07861545861
"BI10","Ca","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0.63469287550447,NA,4,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.6,4709,0.673677785504348,0.406496238911912,4915.58130206669
"BI10","Ca","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00495519451969361,0.998335375764609,NA,0.212649992961434,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.40230726701766,5017,0.604732452698864,0.447382293228408,5447.03371534874
"BI10","Ca","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0.210194064930934,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.4,5017,0.604685117514639,0.447409080513934,5446.04597912254
"BI10","Sr","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8331795744906,0.921857427895574,NA,0.681572628387012,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.86865071585259,4709,0.619560933054721,0.381668523678026,58.9814163562467
