"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"HER42PB","Fe","PLS_LOO",0.552509284153831,0.548310458220292,0.55880752305414,3901,0.769588412151896,0.547643031052147,0.558876405734737,13221.1935545148,13237.3701936463,3039.5371344986,3,0.543569465589582,"Acceptable 3","Low confidence",FALSE,3
"HER42PB","Fe","PLS_kfold",0.552509284153831,0.548310458220292,0.55880752305414,3901,0.769588412151896,0.547643031052147,0.558876405734737,13221.1935545148,13237.3701936463,3039.5371344986,4,0.543569465589582,"Acceptable 4","Low confidence",FALSE,4
"HER42PB","Fe","RF",0.28500667591715,0.475011126528583,0,3901,0.804830268303868,0.504024490900157,0.516653413340178,18402.8283616123,18739.015104616,5977.56672536049,5,0.50158109961498,"Unstable","Low confidence",FALSE,8
"HER42PB","Fe","OLS",0.6619667269376,0.439663835797651,0.995421063647524,4009,0.711860213839782,0.612416695598065,0.619207902382141,19195.0538472246,19032.0453789033,3839.29278988615,6,0.490902148604321,"Unstable","Low confidence",FALSE,2
"HER42PB","Fe","WLS_weighted",0.404360499890339,0.00726749981723219,1,4009,0.711404682307114,0.612900601250386,NA,NA,19032.0453789033,3839.29278988615,7,0.322090550737224,"Unstable","Low confidence",FALSE,6
"HER42PB","Fe","WLS",0.399956807180588,0,0.999892017951469,4009,0.711426381771426,0.612877558837851,NA,NA,19032.0453789033,3839.29278988615,8,0.319168272686531,"Unstable","Low confidence",FALSE,7
"HER42PB","Mn","PLS_LOO",0.8947664408058,0.824610734676333,1,3901,0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,1,0.788011170470769,"Preferred 1","High confidence",FALSE,1
"HER42PB","Mn","PLS_kfold",0.8947664408058,0.824610734676333,1,3901,0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,2,0.788011170470769,"Acceptable 2","High confidence",FALSE,2
"HER42PB","Mn","RF",0.491969615806224,0.81994935967704,0,3901,0.695402031688882,0.531658011483224,0.538666849894129,102.927338779937,105.166193483709,9.77922319009077,3,0.748523536669993,"Acceptable 3","Moderate confidence",FALSE,5
"HER42PB","Mn","Bayes",0.595954210663484,0.95219073065845,0.0615994306710348,3901,0.675458563365959,0.54878715622519,0.563291283780317,110.897640094422,119.634213222486,19.8309945023845,4,0.63518529884232,"Acceptable 4","Moderate confidence",FALSE,4
"HER42PB","Mn","OLS",0.641392127164576,1,0.103480317911441,3936,0.642325781154841,0.576119639333299,0.578466614037536,113.752740131634,115.115244867551,12.088046368308,5,0.49552099433582,"Unstable","Low confidence",FALSE,3
"HER42PB","Mn","OLS_weighted",0.185385602715005,0.23163528208185,0.116011083664738,3936,0.621575234052913,0.592595892589243,NA,NA,115.115244867551,12.088046368308,6,0.124699404865295,"Unstable","Low confidence",FALSE,6
"HER42PB","Mn","WLS_weighted",0.0387505343983153,0,0.0968763359957883,3936,0.642027836746649,0.576359544649593,NA,NA,115.115244867551,12.088046368308,7,0.08657980183241,"Unstable","Low confidence",FALSE,8
"HER42PB","Mn","WLS",0.0398771543362092,0.00389050099445253,0.0938571343488442,3936,0.64171449487873,0.57661174033931,NA,NA,115.115244867551,12.088046368308,8,0.0828723184119287,"Unstable","Low confidence",FALSE,7
"HER42PB","Sr","RF",0.587947282470954,0.868775027123506,0.166705665492127,3901,0.729746042675407,0.321684267928995,0.327736832283875,43.42723944403,45.5540344833063,4.32598648223321,1,1,"Preferred 1","High confidence",FALSE,4
"HER42PB","Sr","Bayes",0.541819950742984,0.903033251238306,0,3901,0.719033486991341,0.327997906598047,0.346202462486856,51.0901516884405,52.350171884488,5.8399166759059,2,0.624944599463715,"Acceptable 2","Moderate confidence",FALSE,5
"HER42PB","Sr","PLS_LOO",0.746509861205171,1,0.366274653012928,3901,0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,3,0.544351022019322,"Acceptable 3","Low confidence",FALSE,2
"HER42PB","Sr","PLS_kfold",0.746509861205171,1,0.366274653012928,3901,0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,4,0.544351022019322,"Acceptable 4","Low confidence",FALSE,3
"HER42PB","Sr","OLS",0.895802223655078,0.827042688505896,0.998941526378851,4009,0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,5,0.514364635860181,"Unstable","Low confidence",FALSE,1
"HER42PB","Sr","WLS",0.459178990853709,0.0986316514228474,1,4009,0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,6,0.302792123609364,"Unstable","Low confidence",FALSE,7
"HER42PB","Sr","WLS_weighted",0.464922265619923,0.11197522336339,0.994342829004723,4009,0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,7,0.27910289070828,"Unstable","Low confidence",FALSE,6
"HER42PB","Sr","OLS_weighted",0.396415403535062,0,0.991038508837656,4009,0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,8,0.195583378918046,"Unstable","Low confidence",FALSE,8
"HER42PB","Ti","Bayes",0.715532269323357,0.957365948187878,0.352781751026576,3901,0.769067236846491,0.591446999353038,0.623668660505259,2175.20269035076,2160.24662753634,678.539986335789,1,0.804826297074519,"Preferred 1","High confidence",FALSE,5
"HER42PB","Ti","PLS_LOO",0.868356886155313,0.824819757219679,0.933662579558765,3901,0.754035431978301,0.610392701137588,0.641872967170071,2537.30386853136,2442.28425216607,721.459027702275,2,0.75974392361311,"Acceptable 2","High confidence",FALSE,4
"HER42PB","Ti","RF",0.98348591856336,1,0.958714796408399,3901,0.756832566591894,0.606912052672566,0.609044942817076,1585.29746044422,1692.64345582933,222.06135387904,3,0.716873623066866,"Acceptable 3","Moderate confidence",FALSE,1
"HER42PB","Ti","OLS",0.939673900368091,0.917823444392466,0.97244958433153,3971,0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,4,0.698170392299635,"Acceptable 4","Moderate confidence",FALSE,2
"HER42PB","Ti","OLS_weighted",0.899242873035297,0.877608377587978,0.931694616206277,3971,0.718555763474536,0.652933928562262,NA,NA,2183.23509730289,418.899208076447,5,0.631576161282212,"Unstable","Moderate confidence",FALSE,3
"HER42PB","Ti","PLS_kfold",0.472813489750417,0.788022482917362,0,3901,0.722585439792273,0.648242771227545,0.66229125012325,4038.49868709091,4119.50022982683,1500.18974924516,6,0.423933233671864,"Unstable","Low confidence",FALSE,6
"HER42PB","Ti","WLS_weighted",0.409400484882382,0.018117406601355,0.996325102303922,3971,0.72919658362992,0.640471967780676,NA,NA,2183.23509730289,418.899208076447,7,0.35725117544236,"Unstable","Low confidence",FALSE,7
"HER42PB","Ti","WLS",0.4,0,1,3971,0.728935134347202,0.640781067535794,NA,NA,2183.23509730289,418.899208076447,8,0.347707266007857,"Unstable","Low confidence",FALSE,8
"HER42PB","Zr","OLS",0.7940415239635,0.81222419781249,0.766767513190014,4009,0.608456680906178,0.822327315016661,0.829368800202076,170.770192118497,171.307378492073,93.6991109242749,1,0.798714188273857,"Preferred 1","High confidence",FALSE,2
"HER42PB","Zr","WLS_weighted",0.68309987664365,0.606394284550947,0.798158264782704,4009,0.608229412035276,0.822565937768544,NA,NA,171.307378492073,93.6991109242749,2,0.709316237007221,"Acceptable 2","Moderate confidence",FALSE,5
"HER42PB","Zr","Bayes",0.83220079172873,0.720334652881216,1,3901,0.723503699572672,0.691034085621477,0.73294668717106,95.5686951753637,99.7665825788159,47.7671739407319,3,0.668238166761041,"Acceptable 3","Moderate confidence",FALSE,1
"HER42PB","Zr","RF",0.6,1,0,3901,0.75905219351808,0.645084038006683,0.656891235581288,44.6204542098743,48.4089445661169,11.1589070694166,4,0.664702687023972,"Acceptable 4","Moderate confidence",FALSE,6
"HER42PB","Zr","PLS_LOO",0.754312482991692,0.679163881937738,0.867035384572624,3901,0.697291605179832,0.723047851394819,0.762985283258762,111.177254801597,114.862889827873,58.0287986561263,5,0.64822510216813,"Unstable","Moderate confidence",FALSE,3
"HER42PB","Zr","PLS_kfold",0.754312482991692,0.679163881937738,0.867035384572624,3901,0.697291605179832,0.723047851394819,0.762985283258762,111.177254801597,114.862889827873,58.0287986561263,6,0.64822510216813,"Unstable","Moderate confidence",FALSE,4
"HER42PB","Zr","WLS",0.552312263876379,0.393141031756483,0.791069112056223,4009,0.608323185716187,0.822467487738816,NA,NA,171.307378492073,93.6991109242749,7,0.627038355325055,"Unstable","Moderate confidence",FALSE,7
"HER42PB","Zr","OLS_weighted",0.374287436206369,0,0.935718590515923,4009,0.401191970178938,1.01694769214115,NA,NA,171.307378492073,93.6991109242749,8,0.260564765296239,"Unstable","Low confidence",FALSE,8
