"Location","Site","label","ID","section_depth","field_depth","depth","SH20_mean_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_coh","Total_scatter","inc_coh","coh_inc"
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7602",5.5,5.5,5.5,-5.57,6.92,1,TRUE,18596,52127,1.34,-6.06921983957821,-4.0795071234515,-4.93157825665144,-5.33227009194686,-1.11108313948458,NA,-6.23086147177853,-3.25372183102133,-3.87531761651373,-1.67550808061103,34390,5.34150839,0.187213036
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7603",5.6,5.6,5.6,-4.52,6.9,1,TRUE,18599,52256,1.44,-6.1125417024239,-4.3489532391582,-5.22702271951346,-5.4346620842917,-1.16260059000436,NA,-5.16639809769702,-3.60516232386845,-3.7757017144418,-1.74635974324698,34995,5.733692515,0.174407678
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7604",5.7,5.7,5.7,-3.48,6.91,1,TRUE,18818,52599,1.43,-5.88242791664752,-3.93651771635234,-5.32105000614097,-5.14107860262154,-1.06085283975696,NA,-5.755088295438,-3.24956250667684,-3.7606839459321,-1.71451928372301,34284,5.55400497,0.180050253
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7605",5.8,5.8,5.8,-2.43,6.93,1,TRUE,19011,54240,1.53,-5.77059429778783,-4.07977673023696,-5.57388406081468,-5.11059923084889,-0.989736759315473,NA,-4.79932135758363,-3.61027420986532,-3.84191236554378,-1.66561797501575,35086,5.28894067,0.189073779
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7606",5.9,5.9,5.9,-1.39,6.95,1,TRUE,18935,55217,1.44,-6.10709046102528,-4.12295899811794,-5.38409031071226,-5.3409180252874,-0.922416896057529,NA,-5.79693547285073,-3.42358128237993,-3.9319943619583,-1.68478734950197,35133,5.391304348,0.185483871
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7607",6,6,6,-0.34,6.97,1,TRUE,18955,56098,1.33,-5.61135198263012,-4.10219066252204,-4.46205812241036,-4.90002243616931,-0.879508684562267,-6.63913829587453,-5.3900450113013,-3.45363352885726,-3.75304906197505,-1.72009348888217,35151,5.585050581,0.179049408
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7608",6.1,6.1,6.1,0.7,6.99,1,TRUE,19400,56937,1.5,-5.63705669107211,-3.82372476097441,-5.40461076164706,-5.01658073324478,-0.832576156074722,NA,-5.16239111887944,-3.62153083500267,-3.92637891008591,-1.70724888661967,35474,5.513771575,0.18136406
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7609",6.2,6.2,6.2,1.74,6.99,1,TRUE,19120,54563,1.42,-5.67024925080489,-3.98061913419933,-5.27454009958795,-5.26155293682125,-0.988837314784583,NA,-6.87099046369415,-3.8545076830654,-4.13327752957817,-1.77250229066199,34958,5.88556234,0.169907299
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7610",6.3,6.3,6.3,2.79,7,1,TRUE,18942,54916,1.34,-5.95922971697462,-4.14182788168518,-5.65864439982543,-5.40519547761591,-0.932448465323825,-6.41121500670841,-4.75007561845864,-3.81992785192306,-4.0358346454072,-1.73192215584582,35100,5.651506538,0.176943969
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7611",6.4,6.4,6.4,3.83,6.99,1,TRUE,18966,53210,1.47,-6.05524388982776,-4.40658526424038,-4.59000624194342,-5.35497915078771,-1.07870717250645,NA,-4.92846064524057,-3.49359665825907,-4.08116280459147,-1.72959862377234,35137,5.638390327,0.177355582
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7612",6.5,6.5,6.5,4.88,6.98,1,TRUE,19263,54042,1.39,-5.74223509087148,-4.37965712418248,-5.84067493792719,-5.73187212063651,-0.99657849311253,NA,-4.43165243589072,-3.50086062431168,-3.90300900388359,-1.72566430403974,35258,5.616250704,0.17805473
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7613",6.6,6.6,6.6,5.92,6.99,1,TRUE,19716,56427,1.38,-5.7637184836209,-4.02253660879903,-5.351473869315,-5.49665587256828,-1.00644062066164,-7.09058976730298,-6.2543416230408,-3.76389468077552,-3.8534205208715,-1.73327782524339,36732,5.659173314,0.176704254
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7614",6.7,6.7,6.7,6.97,7.01,1,TRUE,19485,56026,1.39,-6.3513383161224,-4.24000318187701,-5.84051257770454,-5.32304232466152,-1.01629598480507,NA,-5.73515178688227,-3.64328788571646,-3.8182293385849,-1.76090558557823,36277,5.817703439,0.171889133
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7615",6.8,6.8,6.8,8.01,7.03,1,TRUE,19256,54493,1.23,-6.12755326404351,-4.41874290256991,-5.17319069484733,-5.77836906902357,-1.12160559424882,NA,-5.56156129780894,-3.713506956824,-3.89930581280045,-1.72942564164225,36154,5.637415091,0.177386264
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7616",6.9,6.9,6.9,9.05,7.05,1,TRUE,19400,55597,1.32,-6.01953362354224,-4.12441555641155,-5.7318514482438,-5.89437050478745,-1.00827624301925,NA,-5.26184793470056,-3.53685162021623,-3.7182826832576,-1.73218397920503,36312,5.652986442,0.176897647
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7617",7,7,7,10.1,7.06,1,TRUE,19278,56295,1.33,-6.05681705277442,-4.22818699750109,-5.4366949975245,-5.68476780477577,-0.882419416655591,NA,-5.74478604816092,-3.51932680730462,-3.7886192622518,-1.73970454305564,35641,5.695660342,0.175572267
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7618",7.1,7.1,7.1,11.14,7.05,1,TRUE,19590,57145,1.38,-6.07686602068781,-4.48823141773627,-5.84202643974207,-5.4288393491357,-0.740601528928709,NA,-5.69120381869935,-3.45155838445281,-3.6978648622548,-1.70574436785621,35006,5.505482252,0.181637131
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7619",7.2,7.2,7.2,12.19,7.05,1,TRUE,20246,62934,1.4,-6.30156674952913,-4.44700659723238,-5.72620294551674,-5.27991572016748,-0.398073892067097,NA,-5.40020193033221,-3.24651815297003,-3.84324517039321,-1.73760469179093,34635,5.683712852,0.17594133
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7620",7.3,7.3,7.3,13.23,7.06,1,TRUE,19745,60380,1.37,-5.98875542010866,-4.14798834315589,-5.66409446685592,-5.19161846692573,-0.517463680327917,-7.44600177532416,-4.88105215432412,-3.26081305040245,-3.80841534512405,-1.69044545040673,34492,5.421895364,0.184437348
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7621",7.4,7.4,7.4,14.27,7.07,1,TRUE,19717,58875,1.55,-6.08738531328223,-4.24707240476258,-4.54587454098792,-5.21690384502312,-0.592114955652702,NA,-4.95935893735215,-3.59380970321032,-3.96771876593778,-1.73412655764663,34706,5.663978495,0.176554343
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7622",7.5,7.5,7.5,15.32,7.06,1,TRUE,19247,58524,1.38,-5.63343631927111,-4.09437928282485,-5.33369151920989,-5.30532083367236,-0.529434560993725,NA,-5.21191951105757,-3.48824346834507,-3.86459119197089,-1.70161076878835,34054,5.482771749,0.1823895
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7623",7.6,7.6,7.6,16.36,7.06,1,TRUE,18869,56835,1.49,-6.40289018392575,-4.2705261910112,-5.5775710578039,-5.22758512863629,-0.529181432209517,NA,-6.20617971722628,-3.70796918917818,-3.7302418446218,-1.67204540853452,32981,5.323044479,0.187862417
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7624",7.7,7.7,7.7,17.41,7.07,1,TRUE,18963,58014,1.42,-5.80714099564335,-4.12649042842967,-5.40964408912037,-5.40167588753519,-0.492294318963779,NA,-4.36584002750139,-3.4580358643326,-3.70562349645355,-1.70627014747704,33017,5.508377686,0.181541655
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7625",7.8,7.8,7.8,18.45,7.06,1,TRUE,19310,60533,1.39,-5.56267387421479,-4.18802113508913,-5.24085878665132,-5.38499287267587,-0.383859844772341,NA,-5.00305812349629,-3.46034810707274,-4.0281990766937,-1.67977465079149,33381,5.364346997,0.18641598
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7626",7.9,7.9,7.9,19.5,7.05,1,TRUE,19536,61501,1.42,-5.78527608437925,-4.11059773230123,-5.14994856963743,-5.29030594386603,-0.395999228741086,NA,-6.21346974659056,-3.41220120224081,-3.68636250429131,-1.71672969178169,34171,5.566295158,0.179652708
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7627",8,8,8,20.54,7.06,1,TRUE,19703,64167,1.49,-5.73781227593482,-3.95525242672619,-4.87803366481775,-5.604280728118,-0.220138687941474,NA,-5.16726734999229,-3.69902098604487,-3.64608383088075,-1.70347434380051,33387,5.492998833,0.18204992
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7628",8.1,8.1,8.1,21.58,7.06,1,TRUE,19063,63214,1.46,-5.91959310269035,-4.02384406776999,-4.92684898705853,-4.98969684150568,-0.139780341844428,-6.80885518699393,-5.91959310269035,-3.36630277223159,-3.88928439822444,-1.68053577106707,32237,5.36843145,0.186274149
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7629",8.2,8.2,8.2,22.63,7.06,1,TRUE,19462,66261,1.49,-5.48170765423145,-4.16884078512,-4.824600390317,-5.04430945783343,-0.0226118293720673,NA,-6.05021250595844,-3.33800418381628,-3.82053407183988,-1.64654660148129,32381,5.189029052,0.19271428
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7630",8.3,8.3,8.3,23.67,7.06,1,TRUE,19177,62947,1.37,-5.06754236893626,-3.63134462668203,-4.59243492477471,-5.45561582878144,-0.185449602832801,NA,-5.25337899195726,-3.31150105737163,-4.29840935110828,-1.65664565354558,32332,5.241698842,0.190777843
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7631",8.4,8.4,8.4,24.72,7.06,1,TRUE,19372,63474,1.56,-5.79455524409406,-3.92182665453961,-5.17644315561816,-5.25756878272228,-0.163084326951855,NA,-4.98764906337696,-3.25115232696282,-3.7091075903262,-1.67914883808882,32352,5.360990956,0.186532678
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7632",8.5,8.5,8.5,25.76,7.06,1,TRUE,19526,65446,1.46,-5.26748985489564,-3.78913740999996,-4.96210830741212,-5.38885079322479,-0.0876745801329527,-6.71262444571383,-5.29647746021427,-3.21062267598819,-3.72297152048811,-1.60741417656959,32591,4.989891564,0.200405157
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7633",8.6,8.6,8.6,26.81,7.04,1,TRUE,19881,69133,1.37,-5.63649950421718,-3.76951657174741,-4.71605068654645,-5.14460175277686,0.0650583294513178,NA,-5.21724110087194,-3.19324701649954,-3.65549798699212,-1.61730506750542,32269,5.039490923,0.198432742
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7634",8.7,8.7,8.7,27.85,7.03,1,TRUE,20147,72000,1.22,-5.3733810567933,-3.96759285229724,-4.90930039035213,-5.43844463564688,0.11977763622855,-6.55400671271283,-5.35003369777147,-3.30283719422715,-3.9831573646927,-1.65980894802254,32587,5.258306126,0.19017531
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7635",8.8,8.8,8.8,28.89,7.03,1,TRUE,20100,67908,1.3,-5.73629471600849,-3.93384002525131,-5.13309585232452,-5.52396204306984,-0.119640981193764,NA,-5.34164061158893,-3.61603122939464,-3.6568532130679,-1.70195897993083,34077,5.484681256,0.182326001
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7636",8.9,8.9,8.9,29.94,7.02,1,TRUE,20259,64809,1.46,-5.63060859577465,-4.04003923456456,-5.24719164620023,-5.19144968723217,-0.311847479406136,NA,-5.36179511716831,-3.54070796263124,-4.01001821169196,-1.75999191971616,34968,5.812390415,0.172046254
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7637",9,9,9,30.98,7,1,TRUE,20712,68753,1.38,-5.59255501323185,-3.79303753742782,-4.84484881635353,-4.88088877382309,-0.0592024590070321,NA,-5.05044811050808,-3.58452916856676,-3.77314401796036,-1.72252290183736,33851,5.598635478,0.178614951
