"Element","Model","R2","RMSE","RMSEP","RMSEP_ppm_cv","RMSEP_ppm_boot","RMSEP_ppm_boot_sd","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","R2_s","SNR_CI_s","SNR_smooth_s","Robustness_score","Robust_Rank","Global_Rank","Robustness_Class","Stability_class","Confidence_class","Bootstrap_Unstable","R2_q05","R2_q95","Robustness_low","Robustness_high","Is_Production_Model"
"Mn","PLS_LOO",0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,153.648507852804,417.173075343394,1.44435178004506,0.355430420726812,3.3737841569136,0.418512119600656,0.90614383647643,1,0.788011170470769,1,1,"Preferred 1","Stable","High confidence",FALSE,0.539072108274129,0.69356193052242,0.662457534590572,0.662457534590572,TRUE
"Mn","PLS_kfold",0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,153.648507852804,417.173075343394,1.44435178004506,0.355430420726812,3.3737841569136,0.418512119600656,0.90614383647643,1,0.788011170470769,2,2,"Acceptable 2","Stable","High confidence",FALSE,0.539072108274129,0.69356193052242,0.662457534590572,0.662457534590572,FALSE
"Mn","RF",0.695402031688882,0.531658011483224,0.538666849894129,102.927338779937,105.166193483709,9.77922319009077,157.747426685665,391.575028230825,1.5818729730914,0.339796916004088,2.91466201133733,1,0.85254825541204,0.358347448350591,0.748523536669993,3,3,"Acceptable 3","Acceptable","Moderate confidence",FALSE,0.599777425746592,0.731648306759209,0.748523536669993,0.748523536669993,FALSE
"Mn","Bayes",0.675458563365959,0.54878715622519,0.563291283780317,110.897640094422,119.634213222486,19.8309945023845,154.258493992566,399.642585261461,1.45297032870525,0.37990694015858,2.70644362850449,0.729861392319056,0.990055493180809,0.0673489462475985,0.63518529884232,4,4,"Acceptable 4","Acceptable","Moderate confidence",FALSE,0.56678874453006,0.701730294854846,0.553199904647404,0.480567717473291,FALSE
"Mn","OLS",0.642325781154841,0.576119639333299,0.578466614037536,113.752740131634,115.115244867551,12.088046368308,147.072578783174,415.131351621857,1.31577818417022,0.382807692258575,2.68496604453211,0.28107066493994,1,0.0373326495127932,0.49552099433582,5,5,"Unstable","Marginal","Low confidence",FALSE,0.562896894557885,0.693931293691523,0.528939659872565,0.414109206608894,FALSE
"Mn","OLS_weighted",0.621575234052913,0.592595892589243,NA,NA,115.115244867551,12.088046368308,132.023911331763,939.928330609961,1.14363312070291,0.162722974321814,2.72146261670173,0,0.245494305312877,0.0883389424671466,0.124699404865295,6,6,"Unstable","Unstable","Low confidence",FALSE,0.562896894557885,0.693931293691523,0.242439269884022,0.12760881662035,FALSE
"Mn","WLS_weighted",0.642027836746649,0.576359544649593,NA,NA,115.115244867551,12.088046368308,145.664884077566,1673.03766670793,1.32840575011703,0.0911137799574559,2.66652806633924,0.277034943254419,0,0.0115643961869478,0.08657980183241,7,7,"Unstable","Unstable","Low confidence",FALSE,0.562896894557885,0.693931293691523,0.121209183874812,0.00637873061114011,FALSE
"Mn","WLS",0.64171449487873,0.57661174033931,NA,NA,115.115244867551,12.088046368308,145.168076687072,1630.88827087206,1.3322701935185,0.0918686258440677,2.65825338500898,0.272790659634474,0.00258780130396593,0,0.0828723184119287,8,8,"Unstable","Unstable","Low confidence",FALSE,0.562896894557885,0.693931293691523,0.118774985540314,0.00394453227664214,FALSE
"Sr","RF",0.729746042675407,0.321684267928995,0.327736832283875,43.42723944403,45.5540344833063,4.32598648223321,142.816462582646,192.263357498392,3.29975568652377,0.417017178940395,3.19484435600242,1,1,1,1,1,1,"Preferred 1","Stable","High confidence",FALSE,0.596439737912564,0.749487733749622,1,1,TRUE
"Sr","Bayes",0.719033486991341,0.327997906598047,0.346202462486856,51.0901516884405,52.350171884488,5.8399166759059,150.562909245336,207.199353185979,3.02912720262949,0.362486494626766,2.5330514701478,0.924187784854911,0.869220660018104,0,0.624944599463715,2,2,"Acceptable 2","Acceptable","Moderate confidence",FALSE,0.593590464172835,0.746676188404624,0.63856545541204,0.637853811071271,FALSE
"Sr","PLS_LOO",0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,149.744279624008,221.398972488903,2.47295988182904,0.307121886291843,2.64847690131003,0.658168389544089,0.73644134452751,0.174413224483636,0.544351022019322,3,3,"Acceptable 3","Acceptable","Low confidence",FALSE,0.553410130056565,0.716917047179495,0.509128247291484,0.532972097515059,FALSE
"Sr","PLS_kfold",0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,149.744279624008,221.398972488903,2.47295988182904,0.307121886291843,2.64847690131003,0.658168389544089,0.73644134452751,0.174413224483636,0.544351022019322,4,4,"Acceptable 4","Acceptable","Low confidence",FALSE,0.553410130056565,0.716917047179495,0.509128247291484,0.532972097515059,FALSE
"Sr","OLS",0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,143.231154722705,243.139630055274,2.39622932081244,0.256264989918794,3.0435722326859,0.123831049131564,0.614472742355896,0.771420747261179,0.514364635860181,5,5,"Unstable","Acceptable","Low confidence",FALSE,0.502742483059667,0.66372153923012,0.477215321120712,0.477215321120712,FALSE
"Sr","WLS",0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,143.397140314445,2053.6686365944,2.41549095958636,0.030648910220976,3.05449018354233,0.12354303825023,0.073384319139305,0.787918281595244,0.302792123609364,6,6,"Unstable","Marginal","Low confidence",FALSE,0.502742483059667,0.66372153923012,0.265729212134295,0.265729212134295,FALSE
"Sr","WLS_weighted",0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,142.461659924356,1720.05445347286,2.31206990716462,0.0346514105471945,2.99705140125776,0.118572842695004,0.0829833982179688,0.701125595375304,0.27910289070828,7,7,"Unstable","Unstable","Low confidence",FALSE,0.502742483059667,0.66372153923012,0.243531037899779,0.243531037899779,FALSE
"Sr","OLS_weighted",0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,131.570344226979,1069088.3690725,1.91896499141714,5.006225989857e-05,2.96450376601237,0,0,0.651944596393486,0.195583378918046,8,8,"Unstable","Unstable","Low confidence",FALSE,0.502742483059667,0.66372153923012,0.195583378918046,0.195583378918046,FALSE
"Ti","Bayes",0.769067236846491,0.591446999353038,0.623668660505259,2175.20269035076,2160.24662753634,678.539986335789,2136.84030349143,6140.791272153,1.19824715380669,0.658891574121819,5.250857290592,1,0.870815320764271,0.521667229229369,0.804826297074519,1,1,"Preferred 1","Stable","High confidence",FALSE,0.671527282088629,0.795280268418731,0.78938945932906,0.804826297074519,TRUE
"Ti","PLS_LOO",0.754035431978301,0.610392701137588,0.641872967170071,2537.30386853136,2442.28425216607,721.459027702275,2133.88133038419,6414.01219915502,1.05149977485898,0.64176020813951,5.76961477414703,0.702408109193344,0.84022078378288,0.709777257806518,0.75974392361311,2,2,"Acceptable 2","Stable","High confidence",FALSE,0.655646926889098,0.779810353260142,0.67781556879216,0.728044547263987,FALSE
"Ti","RF",0.756832566591894,0.606912052672566,0.609044942817076,1585.29746044422,1692.64345582933,222.06135387904,2184.67851862918,6513.04143260543,1.39673418103316,0.619847631357715,5.36671081667037,0.757784332195116,0.801087585566202,0.56367763060617,0.716873623066866,3,3,"Acceptable 3","Acceptable","Moderate confidence",FALSE,0.67310103767453,0.787160415438426,0.789538323408332,0.726039914664885,FALSE
"Ti","OLS",0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,2121.49959929056,6993.83718311646,1.04222720733185,0.64362324768362,6.5074019789329,0.22519296680845,0.843547945918634,0.977311079632154,0.698170392299635,4,4,"Acceptable 4","Acceptable","Moderate confidence",FALSE,0.656221008716905,0.779132874677105,0.765037701130504,0.804337579492597,FALSE
"Ti","OLS_weighted",0.718555763474536,0.652933928562262,NA,NA,2183.23509730289,418.899208076447,2011.43951913123,7272.03003890279,0.92533895596898,0.635443775627134,6.56997199353357,0,0.82894040320553,1,0.631576161282212,5,5,"Unstable","Acceptable","Moderate confidence",FALSE,0.656221008716905,0.779132874677105,0.766001360155616,0.805301238517709,FALSE
"Ti","PLS_kfold",0.722585439792273,0.648242771227545,0.66229125012325,4038.49868709091,4119.50022982683,1500.18974924516,2281.88665811464,7489.50975894848,0.628405070776574,0.731228345246699,3.81223766390282,0.0797774455728799,1,0,0.423933233671864,6,6,"Unstable","Marginal","Low confidence",FALSE,0.642516621127862,0.756917796944312,0.4,0.4,FALSE
"Ti","WLS_weighted",0.72919658362992,0.640471967780676,NA,NA,2183.23509730289,418.899208076447,2056.34869670063,22898.1279739593,1.08624363739653,0.180944811062021,6.45183560439914,0.210661448677743,0.0172605060070091,0.957161794787446,0.35725117544236,7,7,"Unstable","Marginal","Low confidence",FALSE,0.656221008716905,0.779132874677105,0.428477939712441,0.467777818074535,FALSE
"Ti","WLS",0.728935134347202,0.640781067535794,NA,NA,2183.23509730289,418.899208076447,2048.48407539001,23897.2029063303,1.08794364779801,0.171279816111263,6.44184437182847,0.205485411130937,0,0.953538808895254,0.347707266007857,8,8,"Unstable","Marginal","Low confidence",FALSE,0.656221008716905,0.779132874677105,0.42048684154198,0.459786719904073,FALSE
"Zr","OLS",0.608456680906178,0.822327315016661,0.829368800202076,170.770192118497,171.307378492073,93.6991109242749,51.8863941021318,260.954175716361,0.350204054900872,0.831579406470902,2.53435338780609,0.579177838747439,0.812402091624064,1,0.798714188273857,1,1,"Preferred 1","Stable","High confidence",FALSE,0.536556720701675,0.647314703402938,0.624960836649626,0.624960836649626,TRUE
"Zr","WLS_weighted",0.608229412035276,0.822565937768544,NA,NA,171.307378492073,93.6991109242749,54.1513484129792,384.798485710846,0.333084817535045,0.61619706946638,2.52029249923507,0.578542761541089,0.601984966345547,0.983198073355585,0.709316237007221,2,2,"Acceptable 2","Acceptable","Moderate confidence",FALSE,0.536556720701675,0.647314703402938,0.535753408544894,0.535753408544894,FALSE
"Zr","Bayes",0.723503699572672,0.691034085621477,0.73294668717106,95.5686951753637,99.7665825788159,47.7671739407319,45.8211039551669,165.709469031005,0.587082568674116,0.791525325010495,1.94500886907361,0.900663746270234,0.773271377407729,0.295768306389596,0.668238166761041,3,3,"Acceptable 3","Acceptable","Moderate confidence",FALSE,0.606888427395124,0.743360310342639,0.574894197268556,0.636553038430139,FALSE
"Zr","RF",0.75905219351808,0.645084038006683,0.656891235581288,44.6204542098743,48.4089445661169,11.1589070694166,42.6634155993176,139.015493890293,0.949807265783427,0.452460678388693,2.22162769027969,1,0.44202319235234,0.626311366943452,0.664702687023972,4,4,"Acceptable 4","Acceptable","Moderate confidence",FALSE,0.655860634014118,0.768119698579205,0.664702687023972,0.664702687023972,FALSE
"Zr","PLS_LOO",0.697291605179832,0.723047851394819,0.762985283258762,111.177254801597,114.862889827873,58.0287986561263,49.4304268796348,191.940643757118,0.530085409677454,1.02360406163947,1.69749170708413,0.8274170072271,1,0,0.64822510216813,5,5,"Unstable","Acceptable","Moderate confidence",FALSE,0.560800033335203,0.733183363980576,0.460961904669557,0.613241167186043,FALSE
"Zr","PLS_kfold",0.697291605179832,0.723047851394819,0.762985283258762,111.177254801597,114.862889827873,58.0287986561263,49.4304268796348,191.940643757118,0.530085409677454,1.02360406163947,1.69749170708413,0.8274170072271,1,0,0.64822510216813,6,6,"Unstable","Acceptable","Moderate confidence",FALSE,0.560800033335203,0.733183363980576,0.460961904669557,0.613241167186043,FALSE
"Zr","WLS",0.608323185716187,0.822467487738816,NA,NA,171.307378492073,93.6991109242749,53.6040944885685,577.090663848485,0.336968993606954,0.402422891988473,2.52358951610789,0.578804801507521,0.393138927671835,0.987137812680216,0.627038355325055,7,7,"Unstable","Acceptable","Moderate confidence",FALSE,0.536556720701675,0.647314703402938,0.453396914872799,0.453396914872799,FALSE
"Zr","OLS_weighted",0.401191970178938,1.01694769214115,NA,NA,171.307378492073,93.6991109242749,42.0668288564161,34663157.0601033,0.273543437726784,7.0672435446541e-06,2.42434726515991,0,0,0.868549217654129,0.260564765296239,8,8,"Unstable","Unstable","Low confidence",FALSE,0.536556720701675,0.647314703402938,0.260564765296239,0.260564765296239,FALSE
