"Site","depth","SH20_age","Ti","Ca","Sr","Zr","Ti_ICP_pred","Ti_ICP_pred_ppm","Ti_low_RMSE","Ti_up_RMSE","Ca_ICP_pred","Ca_ICP_pred_ppm","Ca_low_RMSE","Ca_up_RMSE","Sr_ICP_pred","Sr_ICP_pred_ppm","Sr_low_RMSE","Sr_up_RMSE","Zr_ICP_pred","Zr_ICP_pred_ppm","Zr_low_RMSE","Zr_up_RMSE","Ti_convert_WLS","Ti_ppm_WLS","Ti_lower_RMSE_WLS","Ti_upper_RMSE_WLS"
"BI10",1.1,-55.88,-9.003414599,-7.211655129,-6.721032213,-3.990116187,5.37324967698011,215.562238368299,116.950372363536,397.32304969419,8.02855844501215,3067.31677887218,1998.5125243605,4707.71741846422,3.86659063869276,47.7792114833764,32.9565701516221,69.268526411291,2.46328489078997,11.7433237872394,5.93332575148773,23.2425555831592,4.87767807268,131.325381609989,84.6968213552087,203.624593922835
"BI10",1.2,-54.87,NA,-7.339287914,NA,-3.750441312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",1.3,-53.86,NA,-6.723206243,NA,-3.979681654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",1.4,-52.85,-7.243104436,-6.514865936,NA,-3.935433113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.07468898352,434.714278184314,280.364062975125,674.039681305644
"BI10",1.5,-51.84,-8.969338302,-6.57144303,-6.248042875,-3.838256855,5.301261386032,200.589671473043,108.827209016872,369.725702470464,8.34920575941415,4226.82229578325,2753.98920468691,6487.32634453499,4.23296882637189,68.9215448392755,47.5398747056351,99.9198961386662,2.20004925565902,9.0254580433698,4.5601214441424,17.8633165564625,4.90084995464,134.403968427034,86.6823211456769,208.398050377268
"BI10",1.6,-50.83,NA,-6.932447892,NA,-4.174772453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",1.7,-49.82,-7.807891222,-7.114744042,NA,-3.862675249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69063396904,296.081267509971,190.954268805325,459.084353121654
"BI10",1.8,-48.81,-7.48648591,-6.793338729,NA,-3.819433859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9091895812,368.407470055798,237.600236105972,571.228657922626
"BI10",1.9,-47.8,NA,-6.96999386,NA,-3.85467837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",2,-46.79,-8.5101434,-6.582251756,NA,-3.82109173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.213102488,183.66298740381,118.451368981373,284.775880871386
"BI10",2.1,-45.78,-7.905195798,-6.681420366,-5.33513134,-4.033994787,6.33125289307472,561.860103682532,304.829588147154,1035.61723790983,8.51141628095248,4971.19871899002,3238.98821583059,7629.79518817138,4.27700035168688,72.0240687743605,49.6798963706911,104.417820119975,2.74321166454056,15.5368040552833,7.84998534207168,30.7506663685771,5.62446685736,277.124498244448,178.728314612234,429.691219848723
"BI10",2.2,-44.77,NA,-6.65828256,NA,-3.945117259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",2.3,-43.76,-8.14458242,-7.163753167,NA,-4.183769251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4616839544,235.493651227779,151.87897011074,365.141136578391
"BI10",2.4,-42.75,-7.84360351,-6.704169227,NA,-4.050927262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6663496132,288.977726208693,186.372920088057,448.070064069881
"BI10",2.5,-41.74,NA,-7.558255885,NA,-3.848015304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",2.6,-40.73,NA,-6.985784126,NA,-3.991334726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",2.7,-39.72,-7.731515123,-6.632902834,NA,-3.978919855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.74256971636,311.864786215536,201.133670896323,483.55725049833
"BI10",2.8,-38.71,-7.678696487,-6.631377493,NA,-3.874258692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77848638884,323.269515575615,208.489022263843,501.240681958995
"BI10",2.9,-37.7,-7.65581669,-6.282101112,NA,-3.834813083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7940446508,328.338356312281,211.758113836913,509.100096673878
"BI10",3,-36.69,NA,-6.59862647,NA,-3.803660682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",3.1,-35.68,-5.655209392,-5.341551833,NA,-3.855803791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15445761344,1279.798104278,825.391330144235,1984.37168879316
"BI10",3.2,-34.67,-6.44960228,-6.223645787,-6.168987374,-4.021439879,6.6628600249913,782.786527712564,424.690226776783,1442.82752306037,8.36191879659459,4280.90106915807,2789.22426962578,6570.32643932123,4.02507239421745,55.984361578989,38.6162199519277,81.164048301691,3.27526121731882,26.4501338112724,13.3639558029772,52.3504858103734,6.6142704496,745.660534909325,480.905338652681,1156.17271972691
"BI10",3.3,-33.66,NA,-6.420106474,NA,-4.018482173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",3.4,-32.65,NA,-6.255932824,NA,-4.037765073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",3.5,-31.64,-6.480439539,-5.997265446,NA,-3.947464486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.59330111348,730.187326947505,470.926067970444,1132.18097000357
"BI10",3.6,-30.64,-6.771637688,-6.001529466,NA,-3.819857302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39528637216,599.014839836506,386.32785419519,928.79344434498
"BI10",3.7,-29.63,NA,-7.087867189,NA,-3.865753369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",3.8,-28.62,-8.495356497,-7.360376564,NA,-3.736035631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22315758204,185.519051826905,119.648416764059,287.653773627638
"BI10",3.9,-27.61,-6.966001177,-6.808372233,NA,-3.930813696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26311919964,524.85351239098,338.498343820928,813.803714250604
"BI10",4,-26.6,-8.416178773,-7.081177707,NA,-3.716607912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27699843436,195.78134198384,126.266964873049,303.565813176321
"BI10",4.1,-25.59,-7.437751522,-6.763296475,NA,-4.016993615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94232896504,380.820815905274,245.606083284516,590.475984500591
"BI10",4.2,-24.58,-7.675501808,-7.136505307,NA,-3.935567183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78065877056,323.972543708137,208.942432316172,502.330751648845
"BI10",4.3,-23.57,NA,-7.381390698,NA,-3.787018175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",4.4,-22.56,-8.782125584,-6.943846099,NA,-4.061078941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02815460288,152.651050800286,98.4505707945593,236.690789320638
"BI10",4.5,-21.55,-8.165319888,-6.923606756,-7.511393421,-3.800752475,5.55717965274891,259.09107809197,140.56635470242,477.555151010142,7.92196121467567,2757.17315510555,1796.43821605379,4231.70902249781,3.66744612488434,39.1517892917081,27.0056505809569,56.7608101181317,3.176497020141,23.9626656238427,12.1071600848416,47.4272529458843,5.44758247616,232.196147113265,149.752282082263,360.028241203215
"BI10",4.6,-20.54,NA,-6.900971451,NA,-4.028881738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",4.7,-19.53,-7.786901457,-6.670897425,NA,-3.835657738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.70490700924,300.337550132967,193.699310202028,465.683868082915
"BI10",4.8,-18.52,NA,-6.570482722,NA,-4.148352479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",4.9,-17.51,NA,-7.72603619,NA,-3.882292026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5,-16.5,-7.939247941,-7.074250503,NA,-3.968956027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.60131140012,270.781277286633,174.637325911541,419.855834062189
"BI10",5.1,-15.49,-8.504062921,-6.623750054,NA,-3.933944373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21723721372,184.423955594893,118.942146819953,285.955788647004
"BI10",5.2,-14.48,NA,-6.634995792,NA,-3.796724268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5.3,-13.47,-9.094974413,-6.897749835,NA,-3.949808226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81541739916,123.398307912388,79.5843447219468,191.333389108643
"BI10",5.4,-12.46,NA,-6.922442349,NA,-3.761580919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5.5,-11.45,-8.000170628,-6.879579433,NA,-3.746924784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55988397296,259.792691597163,167.550361703423,402.817647906754
"BI10",5.6,-10.44,NA,-6.679533064,NA,-3.837074661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5.7,-9.43,-8.26178468,-6.814865697,NA,-3.864253858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3819864176,217.453800745294,140.244372328818,337.169717924274
"BI10",5.8,-8.42,NA,-6.706796844,NA,-4.093580745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",5.9,-7.41,NA,-7.012818189,NA,-3.95216637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",6,-6.4,-7.485987902,-7.278348537,NA,-4.056975832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.90952822664,368.532250692599,237.680711968095,571.422134660987
"BI10",6.1,-5.39,NA,-6.93156058,NA,-4.023666471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",6.2,-4.38,-7.30251966,-7.058897577,NA,-3.862986129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0342866312,417.500871285454,269.262470646561,647.349692311604
"BI10",6.3,-3.37,-7.497854084,-7.064990001,-7.457032089,-3.785298794,6.13521436289086,461.838084355469,250.563996486026,851.257240275638,7.90841197811766,2720.06750804885,1772.26200416785,4174.75927991646,3.54586402575083,34.669627856086,23.9139991451569,50.2627389247409,3.89836433416627,49.3217092571321,24.9198415154595,97.6182373606165,5.90145922288,365.570527722477,235.77058219555,566.829879685525
"BI10",6.4,-2.36,-8.503815215,-6.894377303,NA,-3.853034518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2174056538,184.455022597119,118.96218313209,286.003959119725
"BI10",6.5,-1.35,-8.385694018,-6.974707044,NA,-3.670772968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29772806776,199.882174962878,128.911750777915,309.924298031762
"BI10",6.6,-0.34,-7.503611152,-6.897475348,NA,-3.928227064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89754441664,364.142187600992,234.84939036941,564.615188407606
"BI10",6.7,0.67,-8.87626526,-6.817877127,-6.46333211,-3.629241188,5.59626103114851,269.41717942394,146.168641099976,496.588160240912,8.30803363182368,4056.3289003921,2642.9041063505,6225.65310206307,4.09921225726855,60.2927736912178,41.5880246680472,87.4102241786303,3.0697231377584,21.5359393610858,10.8810542831542,42.6242413735959,4.9641396232,143.185303948189,92.3457442918908,222.013818004775
"BI10",6.8,1.68,NA,-8.615204266,-7.083727895,-4.01003408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",6.9,2.69,NA,-6.931205435,NA,-4.015894729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7,3.7,NA,-9.10242103,NA,-4.014824695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.1,4.71,-7.51874293,-6.420130641,NA,-4.004713017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8872548076,360.414517876842,232.445271890355,558.835306220683
"BI10",7.2,5.72,-7.939871576,-6.928270665,-6.705127113,-3.737981388,6.10984928675723,450.270848273862,244.288349242794,829.936578775434,8.17134690923389,3538.10626370686,2305.25576270489,5430.28506242336,3.85968428504833,47.4503682130678,32.729744593595,68.7917816503929,3.60873448934936,36.9193014696752,18.6535129325985,73.071213231195,5.60088732832,270.666470927758,174.563282847292,419.677822790346
"BI10",7.3,6.73,-8.208627908,-7.64901212,NA,-3.78278377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41813302256,225.457804693955,145.40646425846,349.580205781397
"BI10",7.4,7.74,NA,-7.159869387,NA,-4.166998346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.5,8.75,NA,-7.434826011,NA,-3.790440408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.6,9.76,NA,-6.732475537,NA,-3.856611806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.7,10.77,NA,-7.582450659,NA,-4.237900313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.8,11.78,NA,-6.257028814,-7.050259453,-4.009503498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",7.9,12.79,-7.641701597,-6.57535017,NA,-3.996624765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.80364291404,331.505007151083,213.8004095234,514.010099471825
"BI10",8,13.8,-8.014973289,-6.323297278,NA,-3.887838904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54981816348,257.190784976256,165.872291420647,398.783300756095
"BI10",8.1,14.81,-7.850785308,-6.374878788,NA,-3.901948329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66146599056,287.569908465836,185.464963938182,445.887193457267
"BI10",8.2,15.82,-8.2321017,-6.569553962,NA,-3.745510321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.402170844,221.887577067994,143.10388628209,344.044443070214
"BI10",8.3,16.83,-7.191720776,-6.482573254,NA,-3.778764841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.10962987232,450.172063186919,290.333386794043,698.007517191702
"BI10",8.4,17.84,NA,-6.788310537,NA,-3.756288262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",8.5,18.85,NA,-6.507571283,NA,-3.691868114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",8.6,19.86,-8.046495988,-6.240943197,NA,-3.877250118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52838272816,251.736455348692,162.354583142059,390.32617204329
"BI10",8.7,20.87,-7.445497205,-6.331847039,NA,-3.834579293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9370619006,378.82028122524,244.315861041622,587.374085561814
"BI10",8.8,21.88,-8.183498911,-6.592410137,NA,-4.053436266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43522074052,229.343468085025,147.912478968223,355.605062670655
"BI10",8.9,22.88,-7.301747416,-5.467685567,NA,-3.982858682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03481175712,417.720169389108,269.403904481216,647.689721685646
"BI10",9,23.89,-6.705614115,-5.541188608,-5.455770857,-3.748368131,6.56666707125156,710.996190079963,385.741351585147,1310.50399504974,8.80409496969828,6661.4667345373,4340.28359616599,10224.0183324762,4.52276499944359,92.0898747310077,63.5206467959919,133.50848040338,3.08047961146445,21.7688404783462,10.9987277989005,43.085202619439,6.4401824018,626.521067960348,404.067685300188,971.442812375753
"BI10",9.1,24.9,-6.992990958,-6.738756819,NA,-3.958544172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24476614856,515.308705152794,332.342528215356,799.004157043
"BI10",9.2,25.91,-6.794878665,-6.346853943,-6.241493427,-3.875933535,6.5935899988504,730.398297855652,396.267702332755,1346.26584596707,8.36849278135905,4309.13635504688,2807.62099110769,6613.66195266294,4.02382500074454,55.914570589232,38.5680803619582,81.0628679165995,3.51848027519813,33.7331244238811,17.0436938850175,66.7650857304678,6.3794825078,589.62250364835,380.270373070948,914.230298829211
"BI10",9.3,26.92,-7.632304223,-7.072688435,NA,-3.971309972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81003312836,333.63017811214,215.171014527788,517.305251320283
"BI10",9.5,28.94,NA,-6.689091475,NA,-3.727612679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",9.6,29.95,NA,-6.803579247,NA,-3.86265521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",9.7,30.96,-7.742570796,-7.414066729,-8.067993197,-3.846225603,5.88665786770855,360.199436275443,195.421324794259,663.917482033969,7.6419807333786,2083.86731699711,1357.74529739166,3198.31930421047,3.28352879909133,26.6697189236149,18.3959181271957,38.6647680505334,3.88436276955718,48.6359402810115,24.5733560740882,96.2609535256931,5.73505185872,309.529022121892,199.627246230033,479.935566637702
"BI10",9.8,31.97,-9.022419166,-6.537512517,NA,-3.915262305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86475496712,129.639168860744,83.6093174908468,201.010062123094
"BI10",9.9,32.98,NA,-7.152293327,NA,-3.884627338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10,33.99,-7.171656823,-7.546350272,NA,-3.806518491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12327336036,456.356070132943,294.321692216388,707.596036088527
"BI10",10.1,34.97,NA,-7.873883246,NA,-4.468527854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10.2,35.95,NA,-6.800100467,NA,-3.949875777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10.3,36.93,NA,-6.872864733,NA,-3.824118424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10.4,37.91,-8.740153869,-6.64301275,NA,-3.843380736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05669536908,157.070597373696,101.300907431773,243.543450742984
"BI10",10.5,38.89,NA,-6.558906771,NA,-3.782293899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",10.6,39.87,-9.298557272,-7.21911573,-7.851638289,-3.919812656,4.74590421340396,115.111844131878,62.4523716982163,212.173473947032,7.73055811285044,2276.87259809761,1483.49803157417,3494.54378612606,3.60715595414645,36.8610690257117,25.4255850922177,53.4398089479625,2.29808566968411,9.95510683930525,5.02982740139081,19.7032908434549,4.67698105504,107.4452112699,69.295575256163,166.597555214127
"BI10",10.7,40.85,-6.654658651,-7.016448696,NA,-3.804778255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47483211732,648.610328029811,418.31390405117,1005.69298211871
"BI10",10.8,41.83,-9.302258441,-6.483860183,-5.917868178,-3.646266631,5.31298462069367,202.955069228416,110.110523526746,374.085589698482,8.53067461121638,5067.86351945921,3301.97023833741,7778.156312153,4.41811148079563,82.9395045160455,57.2090144240839,120.242613486997,2.3763945518337,10.7660164902403,5.4395402902793,21.3082549044185,4.67446426012,107.175133715467,69.121391788357,166.178790526946
"BI10",10.9,42.81,NA,-6.623721715,-6.589820163,-3.797633083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",11,43.78,-8.380479598,-6.854423295,NA,-3.796533049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30127387336,200.592176317703,129.369658131195,311.025179946503
"BI10",11.1,44.76,-6.924308,-6.584440174,NA,-3.900404849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29147056,539.946769662262,348.232569597407,837.206337149236
"BI10",11.2,45.74,-7.740229525,-6.242017247,NA,-3.802231033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.736643923,310.022204706653,199.945318766849,480.700263471783
"BI10",11.3,46.72,-6.932076162,-6.526611054,NA,-3.841033708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28618820984,537.102101638055,346.397933089922,832.795579958409
"BI10",11.4,47.7,-7.897807494,-6.543261832,-6.95682415,-3.96353388,5.6006107636791,270.591624502837,146.805820368188,498.752890501547,8.10122074199383,3298.49222653613,2149.13505890385,5062.5254673704,3.8974812513424,49.2781733285881,33.9905060344593,71.4416656268826,2.58828080543464,13.3068748199503,6.72331142966762,26.3371583075069,5.62949090408,278.520287991404,179.628513442026,431.855440633319
