depth	min	max	median	wmean
188.2	3686.1	4100.7	3898.3	3898.3
189.5	3708.8	4116.3	3915.5	3916.4
190.8	3737.7	4128	3932.3	3935.1
192	3757.7	4140.1	3947.9	3952.3
193.8	3780.5	4169.9	3973.3	3978
195	3793.2	4190.8	3991.2	3995.5
196.3	3805.5	4218.9	4010.5	4015
197.6	3814.4	4252.4	4028.3	4034.3
198.9	3823.1	4298.8	4044.6	4053.5
200.2	3839.2	4323.2	4065.4	4073.6
201.5	3850.7	4349.6	4085.7	4094.2
202.7	3862.3	4379.1	4102.3	4112.7
203.9	3869.1	4416.4	4118.9	4131.1
205.3	3886.9	4439.6	4140.5	4152.2
206.6	3903.8	4461.8	4160.3	4171.6
208	3914.5	4489.2	4180	4192.1
209.4	3928.4	4523.4	4200.4	4212.8
210.7	3944.8	4547.1	4220	4232.4
212.1	3956.7	4574.4	4241.3	4253.6
213.5	3971.5	4608.1	4261.7	4274.9
214.8	3984.9	4634.5	4282.3	4294.3
216.2	3998	4655.6	4304.7	4315.6
217.6	4012.5	4680.3	4326.3	4336.6
218.7	4022.5	4705.4	4343.3	4353.1
219.5	4033	4722.3	4356.6	4365.2
220.8	4045.2	4747.1	4376.6	4385.2
222.3	4058.6	4779.5	4400.3	4408
223.9	4073.1	4822.6	4424.9	4432.6
225.1	4087.8	4847.4	4444.3	4450.7
226.4	4101.9	4879.5	4464.4	4470.3
227.6	4111.8	4902.8	4483.3	4488.2
228.9	4123.7	4932	4501.1	4507.9
230	4136.4	4953.1	4521.3	4524.6
231.2	4152.9	4976.3	4541.5	4542.9
232.5	4167.4	5004.4	4563.2	4562.5
233.7	4177.9	5033.2	4582.2	4580.3
235	4194.8	5056.1	4604	4599.5
236.4	4210.3	5083.6	4628.2	4620.6
237.5	4221.9	5109.3	4646.1	4637
238.8	4234.1	5143.4	4666.1	4656.3
240	4249.5	5168.1	4689.4	4675.4
241.3	4262.8	5193.6	4714.6	4696.2
242.6	4276	5217.9	4737.9	4717.4
243.8	4285.5	5246.9	4757.3	4737
245.1	4317.2	5276	4787.4	4768.5
246.3	4341.7	5307.4	4814.9	4798.5
247.5	4359.6	5338.9	4843.1	4828.7
248.8	4381.5	5383.9	4872.6	4862.2
250	4410.5	5413.4	4903.2	4893.2
251.4	4440.7	5451.7	4938.2	4929.6
252.6	4463.2	5485.5	4965	4960.7
253.8	4478	5524.7	4991.7	4991.4
255	4504.8	5561.1	5023.9	5021.5
256.2	4530.8	5592.3	5054.3	5051.1
257.4	4553.5	5630.5	5084.3	5080.9
258.7	4575.9	5674.9	5114.9	5112.6
260.2	4609.1	5708.5	5151.2	5149.6
261.6	4637.4	5739.1	5187.6	5185
262.9	4662.4	5771.3	5219.3	5217.5
264.2	4686.9	5803.6	5251.1	5250.2
265.5	4714.7	5831.7	5284.6	5282.6
266.8	4734.6	5867.2	5316.8	5314.4
268	4756	5907.4	5344.5	5344.1
269.2	4773.2	5945.6	5373.1	5373
270.6	4808.8	5971.9	5410.6	5408
271.9	4839.2	5998	5443.8	5440.4
273.1	4859	6027.5	5475.7	5469.8
274.4	4883.6	6061	5507.9	5502.5
275.5	4913.2	6079.4	5536.9	5529.7
276.7	4939.2	6107.7	5568.9	5559.8
278	4965.8	6144.8	5601.8	5592.2
279.3	4992.3	6183	5633.2	5624.6
280.3	5011.9	6201.3	5659.3	5649.1
281.7	5039.3	6236	5696	5683.8
282.9	5059.1	6269.2	5725.1	5712.9
284.1	5077.8	6304.6	5754.8	5742
285.4	5118.3	6332.1	5789.8	5776.5
286.7	5148.6	6362.2	5826.2	5810.6
287.9	5177.1	6400.7	5858.8	5842.7
289.2	5202.7	6440.5	5892.6	5876.7
290.6	5233.7	6470.3	5929.5	5912
291.9	5263.7	6499.6	5964.4	5945.3
293.2	5292.3	6534.1	5997.3	5978
294.6	5328.3	6572.7	6038.4	6018.2
295.8	5366.8	6597.6	6076.9	6057.7
297.2	5414.5	6634.6	6125.8	6104.3
298.6	5458	6683.2	6175.5	6150.5
299.6	5512.5	6707.8	6211.5	6187.9
301.1	5607.3	6740.2	6268.8	6248.2
302.4	5674.1	6776.3	6324.9	6300.1
303.8	5719.2	6823.5	6381.1	6356
305.3	5815.5	6860	6434.3	6414.7
306.8	5896	6895.6	6490.8	6473.2
308.2	5955.8	6937.7	6548.5	6528.1
309.6	6030.7	6976.9	6602	6583.2
311	6145.9	7003	6657.3	6640.8
312.4	6219.4	7044.3	6717.2	6698.7
313.9	6274.3	7100.8	6781.8	6761.2
315.2	6415	7122	6826.2	6813.4
316.7	6552.3	7149	6878.4	6874.3
317.9	6647.3	7175.2	6923.3	6923.2
319.3	6745.5	7218.4	6980.8	6986.1
320.7	6892.6	7253.3	7049	7066.4
322.1	6950.7	7386.3	7127.7	7147.6
323.6	6978	7599.5	7207.3	7232.7
325	7034.7	7734.2	7295.6	7322.3
326.4	7078.3	7859.5	7394.6	7417.3
327.7	7110	8010.8	7481	7505.6
329.1	7141.8	8198.6	7569.2	7600.7
330.6	7225.3	8250.4	7682.6	7702.7
331.9	7271.9	8317.3	7781.4	7791.2
333.3	7311.8	8425.6	7881.1	7886.8
334.7	7390	8514.5	7984.1	7982.5
336.1	7469.1	8541.9	8095.4	8079.3
337.4	7520.9	8578.3	8203.9	8169.7
338.8	7572.5	8650.4	8315.6	8266.4
