"Location","Site","Section","sample","min_depth","max_depth","midpoint","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-0.710370792978272,-0.0355185396489136,0.531431758535728,0.0265715879267864,-0.0208670181114177,-0.972306713610706,0.930572677387871
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-0.15281608492531,-0.00764080424626552,0.734960086839834,0.0367480043419917,0.37067116261582,-0.585243784688979,1.32658610992062
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-0.445853858148354,-0.0222926929074177,0.750589352201704,0.0375294676100852,0.164887810856888,-0.78789966045679,1.11767528217057
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-0.126544057274029,-0.00632720286370144,0.631800679841255,0.0315900339920627,0.389120476668821,-0.567158292408992,1.34539924574663
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-0.330750412166818,-0.0165375206083409,0.639332459316875,0.0319666229658438,0.245718253473768,-0.708093485628159,1.19952999257569
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-0.624886384053906,-0.0312443192026953,0.465650738224999,0.02328253691125,0.0391637007891038,-0.912557932223402,0.99088533380161
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-0.390615869237171,-0.0195307934618586,0.670526438207692,0.0335263219103846,0.203678231550926,-0.749567733848161,1.15692419695001
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-0.417959193216369,-0.0208979596608185,0.437992244582246,0.0218996122291123,0.184476608515158,-0.768534768686726,1.13748798571704
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-0.77386765085115,-0.0386933825425575,0.737182064611971,0.0368591032305986,-0.0654571612029564,-1.01678252101567,0.885868198609762
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-0.841336032494975,-0.0420668016247488,0.43416271431197,0.0217081357155985,-0.112836274003713,-1.06412899900841,0.838456451000982
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-1.54854521190295,-0.0774272605951475,0.551066119211246,0.0275533059605623,-0.609468069053856,-1.56591452456767,0.34697838645996
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-0.795897990221427,-0.0397948995110713,0.452353953173755,0.0226176976586878,-0.0809277847547933,-1.03223242154238,0.870376852032792
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-0.227308197972043,-0.0113654098986022,0.568486378152929,0.0284243189076465,0.318359692549146,-0.6365981169938,1.27331750209209
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-0.756527720991932,-0.0378263860495966,0.528001544726963,0.0264000772363481,-0.053280338923534,-1.00462887463087,0.898068196783805
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-1.25748187109603,-0.0628740935548016,0.366540381988132,0.0183270190994066,-0.405071246123419,-1.35818492972728,0.54804243748044
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-0.967275159270667,-0.0483637579635334,0.212479071748819,0.010623953587441,-0.201275983807844,-1.1527527348326,0.750200767216906
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-0.680836622298273,-0.0340418311149137,0.335977449742267,0.0167988724871134,-0.000126891106273619,-0.951647388796371,0.951393606583824
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-1.31726823306736,-0.0658634116533682,0.244048374730649,0.0122024187365325,-0.447055724167377,-1.40071622796544,0.506604779630683
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-0.822544626015205,-0.0411272313007603,0.270978743854415,0.0135489371927207,-0.0996401642764926,-1.05093277978052,0.851652451227533
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-0.723760272481643,-0.0361880136240821,0.66679319890365,0.0333396599451825,-0.0302696693130221,-0.981678509713336,0.921139171087292
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-0.678760186343339,-0.0339380093171669,0.208471038176223,0.0104235519088111,0.0013312688634104,-0.950195569413485,0.952858107140306
