Location,Site,Section,Sample_ID,Sample_thickness,section_depth_top,section_depth_bottom,section_depth_mid,field_depth_top,field_depth_bottom,field_depth_mid,strat_depth_top,strat_depth_bottom,strat_depth_mid,depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,accrate_cmyr-1,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Kerguelen,KER1,CAT1-S1-1E,161,1.3,44.5,45.8,45.2,204.5,205.8,205.2,204.5,205.8,205.2,205.2,6891.15,7322.22,7076.61,7084.3,0.05650,82.36179118,4.118089559,17.63820882,1.763820882,0.183720461,0.018372046,736.0908289,12.44926754,714.0118801,128.5221384,4530.875865,589.0138625,602.974911,84.41648754,66.72545229,8.007054275,3136.839356,564.6310841,0.850620155,0.059543411,2.965078694,1.601142495,4.921011171,0.688941564,6.808603707,0.612774334,1.270709253,0.054853072,2.016254156,0.322600665,85.69090324,1.713818065,24.14841652,1.207420826,0.412860798,0.000823993,0.48430633,0.00369714
Kerguelen,KER1,CAT1-S1-1F,170,1.4,10.3,11.7,11,210.3,211.7,211,210.3,211.7,211,211.0,6967.88,7440.4,7178.62,7186.96,0.05641,85.10979142,4.255489571,14.89020858,1.489020858,0.141448155,0.014144816,431.1588843,4.015292058,104.6756783,18.84162209,3609.129673,469.1868575,168.1798853,23.54518394,45.5523502,5.466282024,2342.824007,421.7083213,0.669698406,0.046878888,2.182200699,1.178388377,4.093699078,0.573117871,3.679275906,0.331134832,0.918402721,0.025039982,0.501927094,0.080308335,65.96855978,1.319371196,7.956881626,0.397844081,0.188150487,0.002501401,0.182959595,0.001291732
Kerguelen,KER1,CAT1-S1-1F,177,1.3,20.9,22.2,21.6,220.9,222.2,221.6,220.9,222.2,221.6,221.6,7125.64,7638.49,7369.7,7374.86,0.05216,93.09679142,4.654839571,6.903208584,0.690320858,0.069077411,0.006907741,627.8556721,4.973892318,265.0120521,47.70216938,4843.721178,629.6837531,347.1872575,48.60621605,63.73055929,7.647667115,3080.073609,554.4132496,1.071221581,0.074985511,3.17180271,1.712773463,6.998565891,0.979799225,6.792163379,0.611294704,1.540119773,0.065397396,0.931349705,0.149015953,88.8200419,1.776400838,16.13112281,0.806556141,0.460416746,0.005873179,0.326346896,0.005457761
Kerguelen,KER1,CAT1-S1-1F,179,1.4,24.0,25.4,24.7,224,225.4,224.7,224,225.4,224.7,224.7,7178.51,7691.44,7433.32,7434.29,0.05663,84.86635342,4.243317671,15.13364658,1.513364658,0.174467684,0.017446768,836.0969696,11.17319231,407.8905822,73.4203048,4217.330448,548.2529582,426.0420821,59.64589149,57.48518576,6.898222291,2688.500619,483.9301114,0.845840342,0.059208824,5.35028394,2.889153328,5.640790304,0.789710643,6.692282931,0.602305464,1.498972095,0.041309924,1.320375223,0.211260036,81.43967116,1.628793423,30.53520566,1.526760283,0.663317233,0.002786567,0.688783184,0.008734211
Kerguelen,KER1,CAT1-S1-1F,180,1.2,25.6,26.8,26.2,225.6,226.8,226.2,225.6,226.8,226.2,226.2,7206.03,7714.94,7460.83,7460.78,0.05483,80.14879443,4.007439721,19.85120557,1.985120557,0.204872992,0.020487299,1069.064967,35.88006349,11517.71875,2073.189375,5766.308811,749.6201454,1197.40653,167.6369142,302.9854865,36.35825838,9844.625786,1772.032641,0.946267633,0.066238734,3.627263811,1.958722458,6.197858783,0.86770023,34.35259618,3.091733656,1.786776953,0.038891966,27.76757005,4.442811208,77.12979485,1.542595897,206.5821768,10.32910884,3.635250437,0.042932307,4.82366524,0.01461129
Kerguelen,KER1,CAT1-S1-1F,185,1.3,33.2,34.5,33.8,233.2,234.5,233.8,233.2,234.5,233.8,233.8,7340.42,7829.3,7606.11,7599.39,0.05319,69.49338884,3.474669442,30.50661116,3.050661116,0.348756339,0.034875634,1096.336989,15.69001257,14262.12932,2567.183278,4269.933331,555.091333,1951.217642,273.1704699,266.7521665,32.01025998,8604.12931,1548.743276,0.775500382,0.054285027,4.268992381,2.305255886,3.773884291,0.528343801,38.16917132,3.435225419,1.311002268,0.022049234,28.3155083,4.530481328,50.91367477,1.018273495,239.7215992,11.98607996,4.646437423,0.035745308,5.031201422,0.038528785
Kerguelen,KER1,CAT1-S1-1F,186,1.2,34.7,35.9,35.3,234.7,235.9,235.3,234.7,235.9,235.3,235.3,7365.5,7859.48,7634.4,7627.59,0.05813,67.74785106,3.387392553,32.25214894,3.225214894,0.323279931,0.032327993,965.346438,10.89256959,12958.49641,2332.529354,4367.99759,567.8396867,2239.96755,313.595457,230.5568311,27.66681973,7609.566894,1369.722041,0.799271713,0.05594902,4.531502978,2.447011608,3.210467452,0.449465443,34.52282262,3.107054036,1.297613396,0.03627799,27.8515667,4.456250672,78.81628528,1.576325706,218.7388146,10.93694073,3.822534824,0.029230064,4.824624471,0.043488776
Kerguelen,KER1,CAT1-S1-1F,188,1.3,37.8,39.1,38.4,237.8,239.1,238.4,237.8,239.1,238.4,238.4,7430.41,7889.69,7688.48,7680.92,0.05716,82.6696042,4.13348021,17.3303958,1.73303958,0.174174847,0.017417485,445.9045845,2.218386511,88.32467556,15.8984416,3298.121333,428.7557733,436.639577,61.12954078,45.81121632,5.497345958,2064.749015,371.6548227,0.598889202,0.041922244,8.680238524,4.687328803,4.370193647,0.611827111,3.835435411,0.345189187,1.829206019,0.019604972,0.79837406,0.12773985,59.19980605,1.183996121,27.53210666,1.376605333,0.306852677,0.007315454,0.721446309,0.009272928
Kerguelen,KER1,CAT1-S1-1F,191,1.3,42.3,43.6,42.9,242.3,243.6,242.9,242.3,243.6,242.9,242.9,7534.34,7940.51,7767.55,7759.64,0.05613,83.40498981,4.170249491,16.59501019,1.659501019,0.177654232,0.017765423,403.1217938,2.256353316,-28.65886723,-5.158596101,3835.783216,498.6518181,238.2842793,33.3597991,55.07802735,6.609363282,2497.527268,449.5549082,0.803358665,0.056235107,14.23964041,7.689405821,3.643171487,0.510044008,5.547621978,0.499285978,2.078965797,0.029489959,0.651451824,0.104232292,67.02513333,1.340502667,17.73546585,0.886773293,0.27025413,0.001538307,0.3725726,0.000879594
Kerguelen,KER1,CAT1-S1-1G,225,1.3,46.0,47.3,46.65,254,255.3,254.7,254,255.3,254.7,254.7,7852.92,8123.38,7971.38,7969.87,0.05613,77.00976764,3.850488382,22.99023236,2.299023236,0.214218709,0.021421871,2391.591861,15.01609726,4585.897519,825.4615534,3617.881023,470.324533,1416.737443,198.343242,172.3304132,20.67964958,5248.417001,944.7150602,0.589307235,0.041251506,12.46088531,6.728878067,5.794822765,0.811275187,19.63164388,1.766847949,1.618282914,0.024494982,15.07096571,2.411354514,54.53887527,1.090777505,195.0805033,9.754025165,2.678337109,0.044851521,4.989860104,0.06881991
Kerguelen,KER3,CAT2-S3-1A,1,1.2,0.0,1.2,0.6,0,1.2,0.6,0,1.2,0.6,0.6,-66.08,-33.57,-56.39,-54.86,0.05365,89.72751335,4.486375667,10.27248665,1.027248665,0.092906936,0.009290694,3456.464452,29.11819695,1924.093209,346.3367776,7838.38566,1018.990136,724.185303,101.3859424,61.5653552,7.387842624,3144.856254,566.0741257,1.8435276,0.129046932,6.76763215,3.654521361,9.46870311,1.325618435,44.9493781,4.045444029,1.511907558,0.008014967,3.666494941,0.586639191,79.78360975,1.595672195,66.04629804,3.302314902,1.053165696,0.024162242,1.956379466,0.049172627
Kerguelen,KER3,CAT2-S3-1A,3,1.5,3.3,4.8,4.0,3.3,4.8,4,3.3,4.8,4,4.0,-61.61,150.01,-2.7,8.51,0.05365,88.26872151,4.413436075,11.73127849,1.173127849,0.143817721,0.014381772,2541.490075,35.37425007,1800.106357,324.0191443,7653.480152,994.9524198,787.7430499,110.284027,51.10801161,6.132961393,4271.648096,768.8966573,1.842018328,0.128941283,6.894228126,3.722883188,8.794447073,1.23122259,65.51502506,5.896352255,1.433225843,0.006671468,3.62723307,0.580357291,77.97377323,1.559475465,40.13708692,2.006854346,1.048108527,0.025787605,1.234077737,0.046111693
Kerguelen,KER3,CAT2-S3-1A,6,1.2,7.9,9.1,8.5,7.9,9.1,8.5,7.9,9.1,8.5,8.5,-56.04,390.9,68.66,92.39,0.06355,86.5897549,4.329487745,13.4102451,1.34102451,0.127002892,0.012700289,2570.623323,60.34061437,2433.469353,438.0244835,8525.391032,1108.300834,1493.72135,209.120989,73.97054275,8.87646513,7043.906744,1267.903214,2.360731307,0.165251191,7.989049521,4.314086741,8.840919501,1.23772873,33.9867472,3.058807248,1.836820618,0.007837643,6.303556106,1.008568977,77.55523489,1.551104698,51.12144032,2.556072016,1.449083949,0.031749255,1.368113398,0.05102612
Kerguelen,KER3,CAT2-S3-1A,9,1.2,12.3,13.5,12.9,12.3,13.5,12.9,12.3,13.5,12.9,12.9,-26.09,492.55,138.96,161.63,0.07023,87.65410667,4.382705334,12.34589333,1.234589333,0.120978988,0.012097899,1925.941564,47.47919756,1807.885973,325.4194751,7727.272205,1004.545387,1028.300333,143.9620466,53.9884387,6.478612644,5806.724977,1045.210496,2.063027935,0.144411955,6.820390916,3.683011095,7.875132613,1.102518566,22.83873715,2.055486344,1.981092172,0.026250211,3.688021304,0.590083409,68.05571381,1.361114276,28.2096257,1.410481285,0.861685089,0.023559447,0.723414991,0.021168133
Kerguelen,KER3,CAT2-S3-1A,13,1.2,18.1,19.3,18.7,18.1,19.3,18.7,18.1,19.3,18.7,18.7,-0.26,574.22,231,244.21,0.06478,86.20305437,4.310152718,13.79694563,1.379694563,0.143807055,0.014380706,2075.478682,57.71761628,2390.397694,430.2715849,8370.564722,1088.173414,1383.034771,193.6248679,65.55518428,7.866622114,5950.241077,1071.043394,2.117141394,0.148199898,6.393762065,3.452631515,6.48426444,0.907797022,21.31018792,1.917916913,1.837777624,0.007019007,6.207609895,0.993217583,78.5344764,1.570689528,45.24542121,2.262271061,1.293057315,0.020115449,1.321962492,0.040846333
Kerguelen,KER3,CAT2-S3-1A,15,1.1,21.0,22.1,21.6,21,22.1,21.6,21,22.1,21.6,21.6,37.37,605.67,275.2,288.98,0.06093,86.89391751,4.344695875,13.10608249,1.310608249,0.131689055,0.013168905,2443.572039,49.80339872,2551.414712,459.2546482,8528.540345,1108.710245,1475.406854,206.5569596,59.93308415,7.191970098,6187.963748,1113.833475,2.279411544,0.159558808,7.850724687,4.239391331,6.918225269,0.968551538,19.50535782,1.755482204,2.009562056,0.035058094,5.547019557,0.887523129,79.19188077,1.583837615,39.22303086,1.961151543,1.091353254,0.022458753,1.113522217,0.044519068
Kerguelen,KER3,CAT2-S3-1A,20,1.2,28.2,29.4,28.8,28.2,29.4,28.8,28.2,29.4,28.8,28.8,107.12,687.44,408.74,407.14,0.05932,85.38950254,4.269475127,14.61049746,1.461049746,0.170373458,0.017037346,3359.324714,61.02238631,1463.774697,263.4794455,7489.032735,973.5742556,937.5899962,131.2625995,37.80142795,4.536171354,5072.990401,913.1382722,1.778968575,0.1245278,8.567301171,4.626342632,6.433648096,0.900710733,14.3729798,1.293568182,2.145297257,0.019339871,2.92778834,0.468446134,72.04904865,1.440980973,42.85323212,2.142661606,1.266430396,0.01680148,1.227647524,0.029567494
Kerguelen,KER3,CAT2-S3-1A,21,1.1,29.6,30.7,30.2,29.6,30.7,30.2,29.6,30.7,30.2,30.2,123.64,712.06,433.15,430.74,0.05111,84.38619663,4.219309831,15.61380337,1.561380337,0.290230006,0.029023001,3337.527461,78.29548461,1742.201387,313.5962497,7060.636584,917.8827559,1221.194979,170.9672971,47.42694669,5.691233603,5217.251998,939.1053596,1.649765973,0.115483618,8.139809229,4.395496984,5.73865376,0.803411526,13.07843571,1.177059214,1.85274284,0.010493724,4.597352978,0.735576476,63.78046606,1.275609321,54.84725556,2.742362778,1.595597699,0.028713222,1.546097659,0.042317615
Kerguelen,KER3,CAT2-S3-1A,22,1.1,31.0,32.1,31.6,31,32.1,31.6,31,32.1,31.6,31.6,179.53,724.22,459.3,458.13,0.05113,81.06164945,4.053082472,18.93835055,1.893835055,0.204189212,0.020418921,3870.540968,94.63863001,4461.087959,802.9958326,7896.234296,1026.510458,2205.724776,308.8014686,119.7043062,14.36451674,6488.988438,1168.017919,1.71561783,0.120093248,8.098447371,4.37316158,6.068782697,0.849629578,25.41388525,2.287249673,1.788830104,0.013674539,17.22708873,2.756334197,67.625654,1.35251308,113.2387274,5.66193637,3.268989696,0.036575957,3.137293564,0.081134649
Kerguelen,KER3,CAT2-S3-1A,27,1.1,38.2,39.3,38.7,38.2,39.3,38.7,38.2,39.3,38.7,38.7,317.48,813.87,616.84,596.99,0.05058,80.97508864,4.048754432,19.02491136,1.902491136,0.207657987,0.020765799,2699.125756,45.85131928,3566.70755,642.007359,7653.796312,994.9935206,2003.194081,280.4471713,86.51921621,10.38230595,5349.432635,962.8978743,1.391814484,0.097427014,7.449716815,4.02284708,7.047681054,0.986675348,20.72720657,1.865448591,1.552621796,0.013289465,12.64697374,2.023515798,68.96032566,1.379206513,116.3395336,5.81697668,2.258197337,0.05099856,3.558463768,0.136219391
Kerguelen,KER3,CAT2-S3-1A,28,1.2,39.5,40.7,40.1,39.5,40.7,40.1,39.5,40.7,40.1,40.1,337.11,847.63,648.54,624.67,0.04433,74.93538663,3.746769331,25.06461337,2.506461337,0.249493964,0.024949396,2141.460893,23.50064649,8937.293284,1608.712791,9775.180899,1270.773517,3299.904326,461.9866056,206.5622145,24.78746574,8197.149421,1475.486896,1.707642336,0.119534964,6.49364719,3.506569483,6.508755339,0.911225747,39.26943077,3.534248769,1.304375651,0.004776414,30.0068369,4.801093904,79.88473282,1.597694656,158.7616528,7.93808264,3.814471206,0.062730445,4.341460403,0.091452063
Kerguelen,KER3,CAT2-S3-1A,32,1.9,45.1,47.0,46.1,45.1,47,46.1,45.1,47,46.1,46.1,660.27,879.79,750.35,760.02,0.04431,77.68865755,3.884432877,22.31134245,2.231134245,0.234122248,0.023412225,3170.162526,42.2925377,4770.599596,858.7079273,10152.65951,1319.845736,3690.444085,516.6621719,115.6050883,13.8726106,6337.843662,1140.811859,2.217760046,0.155243203,10.51108713,5.67598705,9.587253172,1.342215444,27.51857011,2.47667131,1.861307997,0.025104106,14.07224116,2.251558586,95.06307262,1.901261452,117.9588143,5.897940715,2.404639381,0.058721534,3.153152484,0.100445756
Kerguelen,KER3,CAT2-S3-1B,38,1.2,6.4,7.6,7,46.4,47.6,47,46.4,47.6,47,47.0,694.13,888.01,765.33,780.33,0.03840,81.9911618,4.09955809,18.0088382,1.80088382,0.163283006,0.016328301,3492.592783,17.23671939,3732.955372,671.931967,8677.270529,1128.045169,2737.714004,383.2799606,87.44930657,10.49391679,4793.106432,862.7591578,1.678496422,0.11749475,9.854731646,5.321555089,10.40875416,1.457225582,22.31535337,2.008381803,1.891934993,0.026962291,12.29867694,1.96778831,80.95231282,1.619046256,111.6058313,5.580291565,2.094705664,0.020458546,3.042283803,0.057990562
Kerguelen,KER3,CAT2-S3-1B,42,1.1,11.6,12.7,12.2,51.6,52.7,52.2,51.6,52.7,52.2,52.2,787.29,1070.32,911.17,915.74,0.03248,80.8040297,4.040201485,19.1959703,1.91959703,0.211486343,0.021148634,2867.540808,19.97513047,3515.939224,632.8690603,9459.400389,1229.722051,2833.675864,396.714621,86.14961589,10.33795391,5197.712813,935.5883063,1.967605598,0.137732392,11.56429275,6.244718085,9.373035718,1.312225001,20.69108587,1.862197728,1.857526302,0.014508774,10.32724622,1.652359395,86.09850052,1.72197001,96.16087645,4.808043823,1.76961539,0.035234836,2.641940663,0.073027458
Kerguelen,KER3,CAT2-S3-1B,45,1.2,15.3,16.5,15.9,55.3,56.5,55.9,55.3,56.5,55.9,55.9,817.38,1321.27,1012.14,1029.66,0.03248,70.03022518,3.501511259,29.96977482,2.996977482,0.365062981,0.036506298,1552.905719,19.92143048,13911.44149,2504.059468,17303.92837,2249.510688,7876.665965,1102.733235,212.8364779,25.54037735,12610.90951,2269.963712,5.218331686,0.365283218,13.36916814,7.219350796,13.06431875,1.829004625,41.60383738,3.744345364,1.406796613,0.009215404,15.69566935,2.511307096,150.3131973,3.006263946,102.9146045,5.145730225,2.557377839,0.061020981,2.053493809,0.044461997
Kerguelen,KER3,CAT2-S3-1B,47,1.2,18.1,19.3,18.7,58.1,59.3,58.7,58.1,59.3,58.7,58.7,833.53,1532.71,1079.25,1115.88,0.03102,85.28397915,4.264198957,14.71602085,1.471602085,0.134803354,0.013480335,1204.378718,15.05284217,1680.089191,302.4160544,9172.659013,1192.445672,1708.112446,239.1357424,45.25246798,5.430296158,3682.282642,662.8108756,1.796711679,0.125769818,13.47816025,7.278206535,10.09827176,1.413758046,31.83349681,2.865014713,1.963624592,0.016781917,3.465695798,0.554511328,90.88637985,1.817727597,53.04194313,2.652097157,0.670868341,0.021940302,1.322438942,0.053757721
Kerguelen,KER3,CAT2-S3-1B,52,1.1,24.6,25.7,25.1,64.6,65.7,65.1,64.6,65.7,65.1,65.1,967.85,1759.56,1301.87,1322.21,0.03066,86.11678189,4.305839094,13.88321811,1.388321811,0.148372174,0.014837217,1702.716629,30.58172561,1510.227592,271.8409666,9132.722834,1187.253968,895.5841879,125.3817863,44.65236078,5.358283294,2906.84201,523.2315618,1.674316698,0.117202169,16.45315411,8.884703219,4.106794771,0.574951268,44.45209818,4.000688836,2.443221784,0.015747159,3.393843761,0.543015002,100.2782265,2.00556453,54.90010413,2.745005207,0.781817406,0.016601029,1.309566886,0.035283885
Kerguelen,KER3,CAT2-S3-1B,55,1.1,28.3,29.4,28.9,68.3,69.4,68.9,68.3,69.4,68.9,68.9,1035.75,1878.83,1447.06,1446.13,0.03032,73.07921605,3.653960802,26.92078395,2.692078395,0.325103155,0.032510315,659.7177102,7.559484159,33527.2042,6034.896756,8158.141307,1060.55837,1828.049201,255.9268881,522.6884223,62.72261068,17287.12417,3111.682351,2.172456549,0.152071958,6.591575629,3.55945084,4.231129546,0.592358136,108.0616059,9.725544531,1.779482492,0.013884202,83.78057199,13.40489152,25.74171216,0.514834243,365.03667,18.2518335,7.738799504,0.148483428,9.136323596,0.246783766
Kerguelen,KER3,CAT2-S3-1B,56,1.2,29.5,30.7,30.1,69.5,70.7,70.1,69.5,70.7,70.1,70.1,1062.05,1922,1485.23,1485.71,0.02695,86.84958639,4.34247932,13.15041361,1.315041361,0.134092116,0.013409212,2364.806624,26.34555598,1775.555422,319.599976,9008.025253,1171.043283,927.5947566,129.8632659,41.27915274,4.953498329,5699.532307,1025.915815,9.289874448,0.650291211,29.04148441,15.68240158,5.702281494,0.798319409,74.84515086,6.736063577,3.3417994,0.017166708,3.510079214,0.561612674,89.95098118,1.799019624,128.8325087,6.441625435,1.367059521,0.020458967,3.721633933,0.107555557
Kerguelen,KER3,CAT2-S3-1B,62,1.0,37.2,38.2,37.7,77.2,78.2,77.7,77.2,78.2,77.7,77.7,1367.45,2109.83,1795.02,1767.72,0.02464,85.31409168,4.265704584,14.68590832,1.468590832,0.192928754,0.019292875,1170.280402,28.69538276,1616.540504,290.9772907,9066.503042,1178.645395,1011.744965,141.6442951,33.03452813,3.964143376,8290.436014,1492.278483,6.308413318,0.441588932,8.399597711,4.535782764,3.550825248,0.497115535,18.47659493,1.662893544,2.039081586,0.029290091,2.572375363,0.411580058,90.16944152,1.80338883,25.49660435,1.274830218,0.473611704,0.013890805,0.539774728,0.014379294
Kerguelen,KER3,CAT2-S3-1B,65,1.1,40.8,41.9,41.4,80.8,81.9,81.4,80.8,81.9,81.4,81.4,1579.1,2222.07,1938.46,1917.89,0.02159,94.2979757,4.714898785,5.7020243,0.57020243,0.066260719,0.006626072,1162.848501,37.18547363,1287.60712,231.7692816,10908.71895,1418.133464,577.1550241,80.80170337,32.69465354,3.923358425,4160.753842,748.9356916,4.559558768,0.319169114,7.195932222,3.8858034,4.361117146,0.6105564,13.02478337,1.172230503,2.738470285,0.039829385,1.737402116,0.277984339,123.0745887,2.461491774,23.82046817,1.191023409,0.459696418,0.014663766,0.526609236,0.019235906
Kerguelen,KER3,CAT2-S3-1B,68,1.1,44.5,45.6,45.1,84.5,85.6,85.1,84.5,85.6,85.1,85.1,1956.14,2273.78,2067.28,2089.24,0.02159,84.80792168,4.240396084,15.19207832,1.519207832,0.14231974,0.014231974,1196.58016,7.271250077,1236.883197,222.6389755,9373.127177,1218.506533,952.6036137,133.3645059,32.37937778,3.885525334,2308.505037,415.5309067,1.84420973,0.129094681,5.8254102,3.145721508,3.650559565,0.511078339,8.90748345,0.801673511,1.850621443,0.022074336,2.185976834,0.349756293,105.1299282,2.102598564,27.19994924,1.359997462,0.461314502,0.014842933,0.659903412,0.023980197
Kerguelen,KER3,CAT2-S3-1C,78,1.0,9.2,10.2,9.7,89.2,90.2,89.7,89.2,90.2,89.7,89.7,2086.1,2678.25,2278.3,2302.26,0.00841,85.45102951,4.272551476,14.54897049,1.454897049,0.181398193,0.018139819,1171.333191,32.24376756,1349.077299,242.8339138,9886.937315,1285.301851,1037.181165,145.2053631,34.06839062,4.088206874,2944.227671,529.9609808,3.39219619,0.237453733,6.099251399,3.293595755,5.365034951,0.751104893,9.240124767,0.831611229,1.784192243,0.025307329,2.353416213,0.376546594,111.2389984,2.224779968,28.03668733,1.401834367,0.45962991,0.010927318,0.698433639,0.023910205
Kerguelen,KER3,CAT2-S3-1C,83,1.1,15.7,16.8,16.2,95.7,96.8,96.2,95.7,96.8,96.2,96.2,2314.71,4051.97,2967.63,3075.09,0.00817,88.06898797,4.403449399,11.93101203,1.193101203,0.139855157,0.013985516,1085.136475,29.10840515,1255.647618,226.0165712,10946.62033,1423.060643,583.3137913,81.66393078,32.56708798,3.908050558,5323.150885,958.1671593,4.562528403,0.319376988,8.079913573,4.363153329,5.664348023,0.793008723,15.43833055,1.38944975,2.743161641,0.030267381,1.352744031,0.216439045,133.8523408,2.677046816,21.02405945,1.051202973,0.400925238,0.006127251,0.476272182,0.017668535
Kerguelen,KER3,CAT2-S3-1C,85,1.0,18.3,19.3,18.8,98.3,99.3,98.8,98.3,99.3,98.8,98.8,2364.39,4670.34,3241.21,3393.35,0.01017,87.59377995,4.379688998,12.40622005,1.240622005,0.178381335,0.017838133,1076.893454,37.10960226,1448.382036,260.7087665,11092.71634,1442.053124,1077.5868,150.862152,38.34074029,4.600888835,8013.424384,1442.416389,3.856589078,0.269961235,7.426131353,4.010110931,5.281383866,0.739393741,12.52057742,1.126851968,2.905253612,0.068698735,2.218682082,0.354989133,134.8474469,2.696948938,27.13714506,1.356857253,0.507966705,0.014135644,0.612105266,0.023897398
Kerguelen,KER3,CAT2-S3-1C,89,1.2,23.5,24.7,24.1,103.5,104.7,104.1,103.5,104.7,104.1,104.1,2479.22,5181.63,3872.17,3914.27,0.01096,88.39142153,4.419571077,11.60857847,1.160857847,0.126388301,0.01263883,1428.382094,36.74993546,1497.257302,269.5063144,10339.94536,1344.192897,788.19654,110.3475156,34.08187302,4.089824762,6526.147644,1174.706576,3.291192016,0.230383441,6.698435927,3.617155401,6.171535738,0.864015003,319.6209724,28.76588752,3.030830155,0.056792516,2.192335728,0.350773716,116.7067894,2.334135788,25.82706213,1.291353107,0.83714262,0.006474412,0.713380818,0.013195954
Kerguelen,KER3,CAT2-S3-1C,91,1.1,26.1,27.2,26.7,106.1,107.2,106.7,106.1,107.2,106.7,106.7,2537.29,5372.6,4172.95,4151.46,0.01231,85.36950841,4.268475421,14.63049159,1.463049159,0.203964459,0.020396446,1435.084336,23.97007509,1476.40484,265.7528712,9977.828112,1297.117655,1181.094722,165.3532611,43.07396664,5.168875997,2614.362638,470.5852748,1.312310319,0.091861722,6.116139247,3.302715193,5.342532785,0.74795459,10.57375526,0.951637973,2.284641319,0.031665207,3.100416737,0.496066678,116.4661719,2.329323438,29.63852974,1.481926487,0.533321837,0.014712023,0.755408926,0.027677202
