"Site","Site_Section","Sample_ID","Core_section","Sample","Radius_1_cm","Radius_2_cm","Thickness_cm","Depth_T_field_cm","Depth_B_field_cm","Depth_field_cm","Depth_T_cm","Depth_B_cm","depth","SH20_min_age","SH20_max_age","SH20_median_age","SH20_mean_ge","accum_rate","Wet_bag_g","Dry_bag_g","Wet_mass_g","Dry_mass_g","Ash_Mass","Water_Content_pc","Dry_mass","LOI550","C_content","Volume_cm3","Wet_density_g_cm3","Dry_density_g_cm3","DMAR_g_cm2_yr"
"HER42PB","HER42PB1C","HER42PB1C_96","C",96,2.4,2.1,1.2,108.53,109.68,109.1,108.53,109.68,109.1,773.92,1285.56,1031.88,1032.97,0.0936,7.7635,3.3344,4.4291,2.1868,0.2114,-1.2866622701772,1.28666227017719,25.66807314,14.88867352,4.5,0.56864422660719,1.19925181969524,0.502345914272723
"HER42PB","HER42PB1C","HER42PB1C_97","C",97,1.8,2.2,1.2,109.83,110.98,110.41,109.83,110.98,110.41,788.56,1301.19,1046.15,1046.95,0.0862,7.1325,3.3128,3.8197,2.1652,0.2998,-1.65450793311036,1.65450793311035,24.06281662,13.95755024,3.6,1.57667031768678,1.94752964284523,0.744576456482152
"HER42PB","HER42PB1C","HER42PB1C_98","C",98,1.9,2.5,1.2,111.14,112.34,111.74,111.14,112.34,111.74,809.69,1307.41,1062.05,1062.42,0.0859,7.3088,3.7817,3.5271,2.6341,0.2838,-2.43766321548418,2.43766321548417,25.2173913,14.62725713,4.6,-0.159374616950288,1.81147912954523,0.922025207256301
"HER42PB","HER42PB1C","HER42PB1C_99","C",99,2.1,2.3,1.2,112.5,113.7,113.1,112.5,113.7,113.1,829.3,1316.14,1078.04,1078.24,0.0862,7.0774,2.8175,4.2599,1.6699,0.1545,-0.705228802960275,0.705228802960266,39.31657502,22.80543795,4.6,-0.439381864472395,0.382948739895242,0.0791778447704545
"HER42PB","HER42PB1C","HER42PB1C_100","C",100,2,2.3,1.2,113.86,115.01,114.43,113.86,115.01,114.43,848.36,1324.03,1093.36,1093.71,0.0855,6.8664,2.8379,4.0285,1.6903,0.1297,-0.871352650736539,0.871352650736531,39.42083139,22.86591148,4.2,-0.0473717179414449,0.65504976649524,0.173990477219556
"HER42PB","HER42PB1C","HER42PB1C_101","C",101,2.1,2.2,1.2,115.17,116.37,115.77,115.17,116.37,115.77,863.86,1333.93,1111.57,1109.3,0.0859,7.2331,2.9012,4.3319,1.7536,0.117,-0.776424737721531,0.776424737721523,34.8189415,20.1966018,4.4,0.120632630571818,0.587024509845241,0.140607674452484
"HER42PB","HER42PB1C","HER42PB1C_102","C",102,2.4,2.2,1.2,116.53,117.73,117.13,116.53,117.73,117.13,876.7,1344.02,1129.76,1125.12,0.0865,7.6485,3.165,4.4835,2.0174,0.1039,-1.0374764985128,1.0374764985128,34.40656566,19.95740468,5,-0.439381864472395,0.587024509845241,0.19786465378863
"HER42PB","HER42PB1C","HER42PB1C_103","C",103,2.1,2.2,1.2,117.88,119.08,118.48,117.88,119.08,118.48,891.73,1357.75,1146.62,1140.82,0.0858,6.8315,2.5009,4.3306,1.3533,0.1379,-0.183125281377729,0.183125281377721,38.05031447,22.07094807,4.4,-0.383380414967974,-0.0252028000047547,-0.102717385880456
"HER42PB","HER42PB1C","HER42PB1C_104","C",104,1.9,2.5,1.1,119.24,120.34,119.79,119.24,120.34,119.79,901.65,1374.18,1163.69,1156.06,0.1045,6.5251,2.3934,4.1317,1.2458,0.1393,-0.111929346616473,0.111929346616465,39.80121003,23.08654874,4.2,-0.495383313976817,-0.0932280566547543,-0.0384144461242106
"HER42PB","HER42PB1C","HER42PB1C_105","C",105,2,2.1,1.1,120.5,121.6,121.05,120.5,121.6,121.05,916.37,1382.06,1176.13,1168.1,0.1093,6.4771,2.21,4.2671,1.0624,0.1218,0.279648294570436,-0.279648294570445,45.30758868,26.28050387,3.6,0.512642777102769,-0.161253313304754,-0.10449597783116
"HER42PB","HER42PB1C","HER42PB1C_106","C",106,2.1,2.1,1.2,121.76,122.96,122.36,121.76,122.96,122.36,934.19,1389.04,1188.52,1180.07,0.1094,6.8175,2.3096,4.5079,1.162,0.0746,0.20845235980918,-0.208452359809188,49.66261808,28.80662302,4.2,-0.103373167445866,-0.229278569954753,-0.106479791930023
"HER42PB","HER42PB1C","HER42PB1C_107","C",107,2.2,2,1.1,123.12,124.22,123.67,123.12,124.22,123.67,949.89,1393.48,1201.24,1192.03,0.1097,7.238,2.5993,4.6387,1.4517,0.1502,-0.183125281377729,0.183125281377721,30.43075498,17.65124999,3.8,1.24066162066025,0.450973996545242,0.142865118082225
"HER42PB","HER42PB1C","HER42PB1C_108","C",108,1.9,2.2,1.1,124.38,125.43,124.9,124.38,125.43,124.9,966.7,1401.11,1213.65,1203.27,0.1097,6.1371,2.2655,3.8716,1.1179,0.1231,-0.0170014336014651,0.0170014336014562,41.52019002,24.0836369,3.4,0.56864422660719,0.110847713295244,0.0188425332119352
"HER42PB","HER42PB1C","HER42PB1C_109","C",109,2.1,2.1,1.1,125.58,126.68,126.13,125.58,126.68,126.13,977.53,1409.65,1224.56,1214.51,0.1098,7.1982,2.686,4.5122,1.5384,0.1188,-0.372981107407746,0.372981107407737,30.44496487,17.65949238,3.8,1.18466017115583,0.587024509845241,0.22686938406166
"HER42PB","HER42PB1D","HER42PB1D_117","D",117,2.1,2.4,1.2,126.01,127.21,126.61,126.01,127.21,126.61,981.35,1412.94,1229.11,1218.89,0.1088,7.2245,2.3769,4.8476,1.2293,0.1152,0.244050327189808,-0.244050327189817,39.17634636,22.72409882,4.7,-0.439381864472395,-0.365329083254752,-0.145198370549209
"HER42PB","HER42PB1D","HER42PB1D_118","D",118,2.1,2.2,1.1,127.28,128.38,127.83,127.28,128.38,127.83,995.02,1421.61,1240.5,1230.04,0.1098,7.8432,2.7561,5.0871,1.6085,0.2143,-0.206857259631481,0.206857259631473,31.86009539,18.48033375,4,1.68867321669562,0.587024509845241,0.184798843689223
"HER42PB","HER42PB1D","HER42PB1D_119","D",119,2.2,2.3,1.2,128.44,129.64,129.04,128.44,129.64,129.04,1004.8,1433.1,1251.45,1241.09,0.1071,7.6075,2.3254,5.2821,1.1778,0.0371,0.481370109727329,-0.481370109727337,57.01042874,33.06869416,4.7,0.0646311810673969,-0.433354339904752,-0.202728979416233
"HER42PB","HER42PB1D","HER42PB1D_120","D",120,2.3,1.9,1.2,129.7,130.85,130.28,129.7,130.85,130.28,1016.79,1444.28,1262.47,1252.65,0.1001,6.8475,1.9464,4.9011,0.7988,0.0667,0.979741653056123,-0.979741653056131,58.2341891,33.77853196,3.9,0.512642777102769,-0.70545536650475,-0.334755228064693
"HER42PB","HER42PB1D","HER42PB1D_121","D",121,2.4,2,1.3,130.92,132.22,131.57,130.92,132.22,131.57,1037.64,1449.41,1273.16,1265.52,0.1008,7.1476,2.0746,5.073,0.927,0.0754,0.813617805279858,-0.813617805279866,54.74189676,31.75284035,4.9,-0.943394910012189,-0.841505879804749,-0.334139561620219
"HER42PB","HER42PB1D","HER42PB1D_122","D",122,2.4,1.9,1.2,132.28,133.43,132.85,132.28,133.43,132.85,1055.79,1454.81,1284.49,1278.29,0.1,7.3305,2.2288,5.1017,1.0812,0.0536,0.564432033615462,-0.56443203361547,57.49405234,33.34921829,4.1,0.792650024624876,-0.297303826604753,-0.212853272058705
"HER42PB","HER42PB1D","HER42PB1D_123","D",123,2.3,1.9,1.1,133.49,134.59,134.04,133.49,134.59,134.04,1073.37,1460.68,1297.9,1290.17,0.1001,6.4367,1.8723,4.5644,0.7247,0.0398,1.01533962043675,-1.01533962043676,59.17948718,34.32684871,3.7,0.232635529580661,-0.841505879804749,-0.357808516041134
"HER42PB","HER42PB1D","HER42PB1D_124","D",124,2.1,2.1,1.1,134.65,135.7,135.18,134.65,135.7,135.18,1089.45,1468.17,1309.54,1301.54,0.1005,4.9929,2.0202,2.9727,0.8726,0.0566,-0.0525994009820929,0.0525994009820844,55.88464536,32.41568756,3.5,-1.67141375356967,-0.433354339904752,-0.145950851759123
"HER42PB","HER42PB1D","HER42PB1D_125","D",125,2.2,2.3,1.3,135.77,137.02,136.39,135.77,137.02,136.39,1102.68,1474.17,1322.39,1313.61,0.1,6.7413,2.0331,4.7082,0.8855,0.0802,0.766153848772355,-0.766153848772362,51.94727382,30.13182936,4.9,-1.27940360703872,-0.909531136454749,-0.341459151571195
"HER42PB","HER42PB1D","HER42PB1D_126","D",126,2.3,2,1.2,137.08,138.28,137.68,137.08,138.28,137.68,1116.93,1482.31,1336.92,1326.49,0.1005,6.1109,1.9786,4.1323,0.831,0.0774,0.65935994663047,-0.659359946630478,42.83604136,24.84689174,4.3,-1.16740070802987,-0.773480623154749,-0.306502979001577
"HER42PB","HER42PB1D","HER42PB1D_127","D",127,2.3,2.3,1.2,138.34,139.54,138.94,138.34,139.54,138.94,1127.8,1492.06,1349.95,1339.06,0.0986,7.1061,2.2618,4.8443,1.1142,0.0783,0.422040164092949,-0.422040164092957,51.21495327,29.70704946,4.8,-0.719389111994503,-0.569404853204751,-0.245825630529461
"HER42PB","HER42PB1D","HER42PB1D_128","D",128,2.1,2.1,1.2,139.61,140.76,140.18,139.61,140.76,140.18,1141.88,1502.26,1362.63,1351.61,0.0911,7.0105,2.3665,4.644,1.2189,0.1646,0.172854392428553,-0.17285439242856,39.12721893,22.69560263,4,0.512642777102769,-0.0252028000047547,-0.134390004079542
"HER42PB","HER42PB1D","HER42PB1D_129","D",129,2.2,2,1.2,140.82,141.97,141.39,140.82,141.97,141.39,1176.51,1504.86,1372.65,1364.93,0.0903,7.2133,2.3315,4.8818,1.1839,0.087,0.327112251077941,-0.327112251077949,44.93670886,26.06537637,3.9,1.01665582264256,-0.0932280566547543,-0.174613545118555
"HER42PB","HER42PB1D","HER42PB1D_130","D",130,2.2,2,1.2,142.03,143.18,142.61,142.03,143.18,142.61,1208.46,1509.05,1383.28,1378.36,0.0911,6.9112,2.3267,4.5845,1.1791,0.2116,0.20845235980918,-0.208452359809188,25.59774965,14.84788263,3.9,0.56864422660719,-0.0932280566547543,-0.152928404796502
"HER42PB","HER42PB1D","HER42PB1D_131","D",131,2.2,2.1,1.2,143.24,144.39,143.82,143.24,144.39,143.82,1243.59,1513.88,1395.06,1391.68,0.0907,7.8153,2.4726,5.3427,1.325,0.0682,0.279648294570436,-0.279648294570445,47.57878555,27.59790345,4.2,1.24066162066025,0.0428224566452449,-0.140957112820606
"HER42PB","HER42PB1D","HER42PB1D_132","D",132,2.2,2,1.2,144.46,145.66,145.06,144.46,145.66,145.06,1276.5,1519.77,1407.37,1405.33,0.091,7.2122,2.1343,5.0779,0.9867,0.0694,0.706823903137975,-0.706823903137982,55.31229878,32.08369999,4.2,0.456641327598347,-0.501379596554751,-0.292342650778659
"HER42PB","HER42PB1D","HER42PB1D_133","D",133,2.2,2,1.2,145.72,146.92,146.32,145.72,146.92,146.32,1302.23,1528.09,1419.98,1419.2,0.0911,7.1391,2.0636,5.0755,0.916,0.081,0.825483794406735,-0.825483794406742,58.75763747,34.08215631,4.2,0.344638428589504,-0.63743010985475,-0.326204305224767
"HER42PB","HER42PB1D","HER42PB1D_134","D",134,2.3,1.8,1.2,146.98,148.18,147.58,146.98,148.18,147.58,1325.98,1538.39,1433.62,1433.06,0.0907,6.4263,2.0755,4.3508,0.9279,0.0624,0.552566044488586,-0.552566044488593,58.28877005,33.81019144,4,-0.271377515959131,-0.569404853204751,-0.284886246062244
"HER42PB","HER42PB1D","HER42PB1D_135","D",135,2.2,1.9,1.2,148.24,149.39,148.82,148.24,149.39,148.82,1346.53,1551.25,1448.17,1446.71,0.09,6.7601,2.0644,4.6957,0.9168,0.0475,0.706823903137975,-0.706823903137982,59.15735168,34.3140091,3.8,0.56864422660719,-0.501379596554751,-0.295078946087436
"HER42PB","HER42PB1D","HER42PB1D_136","D",136,2.2,2.1,1.2,149.46,150.61,150.03,149.46,150.61,150.03,1361.69,1561.5,1461.69,1460.18,0.0623,6.6932,2.0097,4.6835,0.8621,0.0957,0.801751816152983,-0.80175181615299,44.13309982,25.59924584,4.1,-0.103373167445866,-0.70545536650475,-0.397279575870234
"HER42PB","HER42PB1D","HER42PB1D_137","D",137,2,2.3,1.3,150.67,151.92,151.3,150.67,151.92,151.3,1378.35,1586.48,1481.05,1480.45,0.0631,7.5009,2.1607,5.3402,1.0131,0.0326,0.754287859645478,-0.754287859645486,67.10393542,38.92339642,4.5,0.120632630571818,-0.63743010985475,-0.385103061746179
"HER42PB","HER42PB1D","HER42PB1D_138","D",138,2.2,2,1.1,151.98,153.08,152.53,151.98,153.08,152.53,1388.95,1629.02,1500.06,1500.08,0.0623,7.0116,2.2383,4.7733,1.0907,0.0791,0.433906153219826,-0.433906153219833,52.43535779,30.41494071,3.8,0.904652923633719,-0.161253313304754,-0.306297756853419
"HER42PB","HER42PB1D","HER42PB1D_139","D",139,2.2,2.2,1.2,153.15,154.35,153.75,153.15,154.35,153.75,1396.56,1676.34,1515.59,1519.56,0.0628,7.7495,2.4029,5.3466,1.2553,0.0886,0.386442196712321,-0.386442196712329,47.69775679,27.66691229,4.5,0.56864422660719,-0.229278569954753,-0.307460682359649
"HER42PB","HER42PB1D","HER42PB1D_140","D",140,2,2.1,1.2,154.41,155.61,155.01,154.41,155.61,155.01,1404.45,1727.62,1530.46,1539.67,0.0625,6.9723,2.1042,4.8681,0.9566,0.145,0.694957914011098,-0.694957914011106,39.90882719,23.14897169,4,0.512642777102769,-0.501379596554751,-0.36759077177001
"HER42PB","HER42PB1D","HER42PB1D_141","D",141,2.2,2.1,1.2,155.67,156.82,156.25,155.67,156.82,156.25,1409.94,1780.3,1545.01,1559.46,0.0631,7.4913,2.3397,5.1516,1.1921,0.0513,0.410174174966074,-0.410174174966081,60.07782101,34.84792402,4.2,0.792650024624876,-0.161253313304754,-0.300756758853147
"HER42PB","HER42PB1D","HER42PB1D_142","D",142,2.1,2.1,1.1,156.88,157.98,157.43,156.88,157.98,157.43,1415.98,1829.09,1559.86,1578.29,0.0622,6.4881,2.1166,4.3715,0.969,0.0672,0.493236098854206,-0.493236098854213,49.51164538,28.71905184,3.6,0.512642777102769,-0.297303826604753,-0.327914489792752
"HER42PB","HER42PB1D","HER42PB1D_143","D",143,2.1,2.2,1.1,158.05,159.15,158.6,158.05,159.15,158.6,1419.72,1884.51,1574.89,1596.97,0.0628,7.5368,2.6442,4.8926,1.4966,0.0996,-0.135661324870226,0.135661324870217,45.42465753,26.34840924,3.9,1.46466741867793,0.450973996545242,-0.154091330302732
"HER42PB","HER42PB1D","HER42PB1D_144","D",144,2,2.2,1.1,159.21,160.31,159.76,159.21,160.31,159.76,1424.02,1935.53,1589.19,1615.49,0.0689,7.4945,3.0874,4.4071,1.9398,0.1571,-0.990012542005299,0.990012542005292,24.03288201,13.94018678,3.8,1.6326717671912,1.33530233299524,0.199232801443018
"HER42PB","HER42PB1D","HER42PB1D_145","D",145,2,2,1.2,160.37,161.57,160.97,160.37,161.57,160.97,1434.83,1956.32,1605.87,1633.1,0.07,6.9278,2.5118,4.416,1.3642,0.1578,-0.159393303123976,0.159393303123969,37.70232925,21.86910049,3.8,0.848651474129298,0.314923483245243,-0.129191042992867
"HER42PB","HER42PB1D","HER42PB1D_146","D",146,2,2.1,1.2,161.64,162.84,162.24,161.64,162.84,162.24,1449.59,1972.16,1625.87,1651.14,0.0705,7.1784,2.7057,4.4727,1.5581,0.1698,-0.42044506391525,0.420445063915242,28.05084746,16.27079319,4,0.792650024624876,0.518999253195242,-0.0503857381001074
"HER42PB","HER42PB1D","HER42PB1D_147","D",147,1.8,2,1.2,162.9,164.1,163.5,162.9,164.1,163.5,1458.18,1990.3,1643.92,1669.04,0.0705,6.755,2.2853,4.4697,1.1377,0.1526,0.232184338062933,-0.23218433806294,33.47863993,19.41916469,3.3,1.74467466620004,0.178872969945244,-0.202934201564391
"HER42PB","HER42PB1D","HER42PB1D_148","D",148,2.1,2.1,1.2,164.16,165.36,164.76,164.16,165.36,164.76,1467.4,2022.85,1663.37,1686.94,0.0705,6.5248,2.0698,4.455,0.9222,0.0477,0.611895990122967,-0.611895990122973,58.91472868,34.1732765,4.1,-0.271377515959131,-0.569404853204751,-0.346179260978835
"HER42PB","HER42PB1D","HER42PB1D_149","D",149,2.1,2.2,1.2,165.42,166.62,166.02,165.42,166.62,166.02,1474.67,2042.43,1680.08,1704.84,0.0703,7.6923,2.3376,5.3547,1.19,0.0431,0.481370109727329,-0.481370109727337,57.36894164,33.27664828,4.4,0.680647125616033,-0.297303826604753,-0.299730648112356
"HER42PB","HER42PB1E","HER42PB1E_156","E",156,2.2,2,1.2,166.24,167.44,166.84,166.24,167.44,166.84,1479.52,2066.85,1691.65,1716.49,0.0703,6.6376,2.0767,4.5609,0.9291,0.0667,0.635627968376717,-0.635627968376726,62.1667612,36.05960626,4.1,-0.159374616950288,-0.569404853204751,-0.34905237105305
"HER42PB","HER42PB1E","HER42PB1E_157","E",157,2.1,2,1.2,167.82,168.97,168.39,167.82,168.97,168.39,1487.89,2112.59,1713.26,1738.51,0.0701,6.6747,2.033,4.6417,0.8854,0.0621,0.742421870518602,-0.74242187051861,60.82018927,35.27853206,3.7,0.624645676111612,-0.501379596554751,-0.351925481127265
"HER42PB","HER42PB1E","HER42PB1E_158","E",158,2,2.1,1.2,169.34,170.49,169.92,169.34,170.49,169.92,1497.87,2156.89,1732.19,1760.25,0.077,6.8197,1.9777,4.842,0.8301,0.0595,0.908545718294868,-0.908545718294875,60.28037383,34.96541405,3.8,0.680647125616033,-0.63743010985475,-0.366769883177377
"HER42PB","HER42PB1E","HER42PB1E_159","E",159,2.1,2.2,1.2,170.86,172.06,171.46,170.86,172.06,171.46,1519.09,2181.54,1752.87,1780.35,0.0767,6.9564,2.2041,4.7523,1.0565,0.0411,0.481370109727329,-0.481370109727337,62.18951242,36.07280303,4.3,-0.0473717179414449,-0.433354339904752,-0.297336389717176
"HER42PB","HER42PB1E","HER42PB1E_160","E",160,2.1,2.1,1.2,172.44,173.64,173.04,172.44,173.64,173.04,1535.82,2207.63,1775.52,1800.87,0.0772,6.642,2.0303,4.6117,0.8827,0.1057,0.730555881391727,-0.730555881391734,46.29065041,26.8507253,4.2,-0.327378965463552,-0.70545536650475,-0.357466479127537
"HER42PB","HER42PB1E","HER42PB1E_161","E",161,2,2,1.2,174.01,175.21,174.61,174.01,175.21,174.61,1548.12,2223.35,1797.66,1821.25,0.0772,6.2684,2.1188,4.1496,0.9712,0.0367,0.386442196712321,-0.386442196712329,61.53039832,35.69048626,3.7,0.0646311810673969,-0.365329083254752,-0.275240805098807
"HER42PB","HER42PB1E","HER42PB1E_162","E",162,1.9,2.1,1.2,175.58,176.78,176.18,175.58,176.78,176.18,1556.17,2241.12,1818.97,1841.64,0.0767,6.8322,2.1077,4.7245,0.9601,0.0684,0.635627968376717,-0.635627968376726,49.44567627,28.6807867,3.8,0.736648575120455,-0.433354339904752,-0.314438235397029
"HER42PB","HER42PB1E","HER42PB1E_163","E",163,2,2.2,1.2,177.16,178.36,177.76,177.16,178.36,177.76,1564.51,2269.14,1842.13,1862.16,0.0772,7.1242,2.03,5.0942,0.8824,0.0346,0.884813740041115,-0.884813740041122,66.34241245,38.48167776,4.2,0.344638428589504,-0.70545536650475,-0.371968844264052
"HER42PB","HER42PB1E","HER42PB1E_164","E",164,2.1,2.2,1.2,178.73,179.93,179.33,178.73,179.93,179.33,1570.6,2297.28,1863.47,1882.55,0.0709,6.8111,2.0348,4.7763,0.8872,0.0689,0.77801983789923,-0.778019837899238,55.83333333,32.38592421,4.3,-0.271377515959131,-0.70545536650475,-0.376073287227217
"HER42PB","HER42PB1E","HER42PB1E_165","E",165,2,2,1.2,180.3,181.5,180.9,180.3,181.5,180.9,1596.77,2315.6,1887.16,1904.74,0.0667,6.3539,1.8873,4.4666,0.7397,0.061,0.956009674802371,-0.956009674802379,60.15676029,34.89371247,3.8,0.00862973156297537,-0.773480623154749,-0.406446165154634
"HER42PB","HER42PB1E","HER42PB1E_166","E",166,2.1,2.2,1.3,181.88,183.13,182.5,181.88,183.13,182.5,1628.54,2326.01,1911.66,1928.71,0.0665,6.9913,2.0351,4.9562,0.8875,0.061,0.83734978353361,-0.837349783533618,63.09739867,36.59941918,4.5,-0.495383313976817,-0.773480623154749,-0.39775842754927
"HER42PB","HER42PB1E","HER42PB1E_167","E",167,2,2.1,1.2,183.5,184.65,184.08,183.5,184.65,184.08,1648.54,2345.71,1936.57,1952.38,0.0669,6.9904,2.0042,4.9862,0.8566,0.0438,0.896679729167991,-0.896679729167999,66.07281177,38.32529685,3.8,0.904652923633719,-0.569404853204751,-0.381340655696611
"HER42PB","HER42PB1E","HER42PB1E_168","E",168,2.1,2.3,1.3,185.02,186.27,185.65,185.02,186.27,185.65,1665.59,2364.74,1963.18,1975.91,0.0667,7.3589,2.0093,5.3496,0.8617,0.0219,0.991607642182999,-0.991607642183007,72.625,42.12587007,4.7,-0.383380414967974,-0.909531136454749,-0.421906233649221
"HER42PB","HER42PB1E","HER42PB1E_169","E",169,2.1,2.1,1.3,186.65,187.95,187.3,186.65,187.95,187.3,1679.21,2392.16,1990.13,2000.63,0.0667,6.9057,2.0989,4.8068,0.9513,0.0559,0.683091924884222,-0.68309192488423,59.87078248,34.72783206,4.4,-0.383380414967974,-0.63743010985475,-0.370463881844225
"HER42PB","HER42PB1E","HER42PB1E_170","E",170,2,2.2,1.3,188.32,189.57,188.95,188.32,189.57,188.95,1693.84,2415.82,2016.5,2025.35,0.0687,6.9133,1.9543,4.959,0.8067,0.0292,0.979741653056123,-0.979741653056131,70.65326633,40.98217305,4.2,-0.103373167445866,-0.841505879804749,-0.411097867179554
"HER42PB","HER42PB1E","HER42PB1E_171","E",171,2.1,1.9,1.3,189.94,191.24,190.59,189.94,191.24,190.59,1713.28,2443.2,2040.62,2049.36,0.0712,6.5517,1.95,4.6017,0.8024,0.0614,0.884813740041115,-0.884813740041122,62.12214682,36.03372785,4,-0.103373167445866,-0.773480623154749,-0.3918753926354
"HER42PB","HER42PB1E","HER42PB1E_172","E",172,2.1,2.2,1.3,191.62,192.87,192.24,191.62,192.87,192.24,1736.08,2461.04,2063.53,2072.52,0.071,7.2631,2.0586,5.2045,0.911,0.0563,0.872947750914238,-0.872947750914246,62.06199461,35.99883678,4.5,-0.159374616950288,-0.773480623154749,-0.391328133573645
"HER42PB","HER42PB1E","HER42PB1E_173","E",173,2.1,2.2,1.3,193.24,194.49,193.87,193.24,194.49,193.87,1753.17,2484.78,2087.26,2095.39,0.0716,7.1781,1.9805,5.1976,0.8329,0.0586,1.00347363130988,-1.00347363130988,67.89041096,39.37958872,4.5,-0.271377515959131,-0.909531136454749,-0.414244606784647
"HER42PB","HER42PB1E","HER42PB1E_174","E",174,2.1,2.4,1.2,194.86,196.06,195.46,194.86,196.06,195.46,1770.39,2504.3,2111.67,2117.7,0.0712,6.4116,1.975,4.4366,0.8274,0.05,0.77801983789923,-0.778019837899238,63.26230713,36.69507374,4.6,-1.27940360703872,-0.909531136454749,-0.398374093993744
"HER42PB","HER42PB1E","HER42PB1E_175","E",175,2.1,2.3,1.3,196.44,197.69,197.06,196.44,197.69,197.06,1783.84,2537.35,2136.08,2140.15,0.0712,7.2617,2.2999,4.9618,1.1523,0.0692,0.410174174966074,-0.410174174966081,52.73224044,30.58714643,4.6,-0.327378965463552,-0.433354339904752,-0.307118645446052
"HER42PB","HER42PB1E","HER42PB1E_176","E",176,2,2.3,1.1,198.06,199.16,198.61,198.06,199.16,198.61,1796.15,2558.08,2156.82,2161.9,0.0713,6.4372,2.2485,4.1887,1.1009,0.1228,0.172854392428553,-0.17285439242856,44.00364797,25.52415776,3.9,-0.103373167445866,-0.229278569954753,-0.251777072826049
"HER42PB","HER42PB1E","HER42PB1E_177","E",177,2.1,2.4,1.1,199.53,200.63,200.08,199.53,200.63,200.08,1806.6,2579.04,2177.63,2182.55,0.0693,6.3647,2.4472,3.9175,1.2996,0.1033,-0.313651161773366,0.313651161773357,39.51990632,22.92337954,4.3,-0.887393460507767,-0.0932280566547543,-0.181727912921374
"HER42PB","HER42PB1E","HER42PB1E_178","E",178,2.3,2,1.1,201.01,202.11,201.56,201.01,202.11,201.56,1828.17,2593.68,2199.74,2203.8,0.0698,6.5058,2.4774,4.0284,1.3298,0.086,-0.301785172646489,0.301785172646481,33.74422188,19.57321455,3.8,0.17663408007624,0.246898226595243,-0.121392601362855
"HER42PB","HER42PB1E","HER42PB1E_179","E",179,1.9,1.9,1.1,202.48,203.58,203.03,202.48,203.58,203.03,1850.1,2608.75,2222.86,2224.9,0.0698,5.7089,1.7778,3.9311,0.6302,0.0667,1.00347363130988,-1.00347363130988,58.10301508,33.70244494,3.1,0.456641327598347,-0.773480623154749,-0.404188721524894
"HER42PB","HER42PB1E","HER42PB1E_180","E",180,1.8,2,1.2,203.95,205.15,204.55,203.95,205.15,204.55,1871.99,2628.55,2246.08,2246.72,0.0694,5.7995,1.9294,3.8701,0.7818,0.0494,0.647493957503594,-0.647493957503602,53.30812854,30.92118825,3.3,0.120632630571818,-0.501379596554751,-0.344674298559008
"HER42PB","HER42PB1E","HER42PB1E_181","E",181,1.9,2.1,1.1,205.53,206.63,206.08,205.53,206.63,206.08,1888.09,2655.06,2267.71,2268.68,0.0699,5.6207,1.7954,3.8253,0.6478,0.0459,0.920411707421743,-0.920411707421751,62.5,36.25290023,3.5,-0.439381864472395,-0.841505879804749,-0.404325536290333
"HER42PB","HER42PB1F","HER42PB1F_188","F",188,2.3,2.1,1.2,206.7,207.9,207.3,206.7,207.9,207.3,1895.93,2677.56,2285.63,2286.19,0.0697,6.4253,1.9191,4.5062,0.7715,0.06,0.908545718294868,-0.908545718294875,47.87141616,27.76764278,4.5,-1.11139925852545,-0.977556393104748,-0.417733383303337
"HER42PB","HER42PB1F","HER42PB1F_189","F",189,2,2.4,1.2,208.08,209.28,208.68,208.08,209.28,208.68,1905.2,2701.58,2305.23,2306,0.0691,7.0825,2.0175,5.065,0.8699,0.0393,0.896679729167991,-0.896679729167999,63.97800183,37.11020988,4.6,-0.439381864472395,-0.841505879804749,-0.404051906759455
"HER42PB","HER42PB1F","HER42PB1F_190","F",190,2.2,2.1,1.3,209.46,210.71,210.09,209.46,210.71,210.09,1917.89,2724.87,2326.44,2326.34,0.0645,7.5286,2.1446,5.384,0.997,0.0519,0.789885827026107,-0.789885827026114,61.58401184,35.72158459,4.5,0.17663408007624,-0.63743010985475,-0.384692617449862
"HER42PB","HER42PB1F","HER42PB1F_191","F",191,2.2,2.1,1.3,210.89,212.19,211.54,210.89,212.19,211.54,1953.15,2736.47,2350.25,2348.91,0.064,7.234,2.2986,4.9354,1.151,0.0452,0.398308185839196,-0.398308185839205,62.08053691,36.00959218,4.7,-0.495383313976817,-0.501379596554751,-0.337286301225311
"HER42PB","HER42PB1F","HER42PB1F_192","F",192,2.3,2.1,1.2,212.37,213.52,212.95,212.37,213.52,212.95,1980.54,2750.41,2371.67,2370.85,0.0645,6.6592,2.1686,4.4906,1.021,0.1096,0.445772142346701,-0.445772142346709,39.7471138,23.05517042,4.3,-0.495383313976817,-0.501379596554751,-0.340159411299527
"HER42PB","HER42PB1F","HER42PB1F_193","F",193,2.2,2.1,1.3,213.7,215,214.35,213.7,215,214.35,2003.04,2764.41,2395.7,2392.64,0.064,7.0187,2.2071,4.8116,1.0595,0.0518,0.505102087981082,-0.505102087981089,50.71360609,29.41624483,4.6,-0.60738621298566,-0.569404853204751,-0.354730183818761
