depth	min	max	median	wmean
115	2655.2	3079.1	2870.4	2869.7
116	2709.2	3091.8	2894	2896.1
117	2757.1	3105.4	2918.7	2922.7
118	2792.7	3129.9	2944.4	2949
119	2815.6	3154.9	2971	2975.4
120	2832.7	3187.5	2997.4	3001.8
121	2844.3	3195.7	3008.3	3012.5
122	2852.9	3207.1	3018.8	3023.1
123	2861.6	3217.3	3030.1	3033.9
124	2868.9	3228.4	3040.7	3044.5
125	2876.1	3243.1	3052.1	3055.5
126	2881.8	3257.3	3062.2	3066.3
127	2888.4	3275.3	3072.6	3076.8
128	2894.8	3292.2	3082.9	3087.5
129	2900.7	3312.4	3093.6	3098.3
130	2905.7	3329.9	3103.2	3109
131	2910.7	3351.4	3112.3	3119.7
132	2914.8	3375.4	3121.3	3130.1
133	2916.7	3397.3	3132	3141.1
134	2921.7	3419.3	3140.8	3151.4
135	2924.6	3442.3	3151.4	3162
136	2936.9	3448.9	3160	3171.5
137	2945.8	3454.6	3169.9	3181.3
138	2956	3463.2	3180	3191.1
139	2963.6	3468.5	3190.3	3200.6
140	2971.1	3477.4	3200.9	3210.4
141	2978.3	3485.4	3210.9	3220.1
142	2984.7	3493.7	3222.4	3229.6
143	2989.7	3504.9	3232.7	3239.5
144	2998.4	3515.6	3243.3	3249.1
145	3001.8	3527.1	3253.4	3258.8
146	3007.9	3538.9	3263.9	3268.4
147	3013	3553.1	3274.2	3278.2
148	3017.7	3571	3283	3288.1
149	3021.2	3588	3292.2	3297.7
150	3023.9	3605.1	3301.6	3307.5
151	3039.7	3608.1	3311.5	3317.9
152	3055.5	3612.4	3321.7	3328.4
153	3068.4	3617.1	3333.3	3339.2
154	3080.1	3624.4	3343.7	3349.7
155	3088.9	3632.1	3355.3	3360.2
156	3099.3	3640.5	3366.9	3371.1
157	3109.1	3649.1	3378.7	3381.7
158	3114.8	3660.1	3390.9	3392.2
159	3121.1	3667.8	3402.3	3402.8
160	3127.2	3678.8	3413.5	3413.6
161	3133.6	3692	3425.2	3424.3
162	3140.3	3700.3	3436.8	3434.9
163	3145.1	3713.6	3446.7	3445.5
164	3151.7	3726.1	3456.9	3456
165	3157.2	3743.5	3467.7	3466.5
166	3178	3748.1	3477.5	3477
167	3198.4	3753.2	3487.7	3487.5
168	3220.6	3758.1	3498.8	3498.4
169	3238.6	3763.8	3510.1	3509.2
170	3254.2	3769.1	3521.9	3519.9
171	3266.2	3776.6	3532.5	3530.5
172	3276.9	3784.4	3543.6	3541
173	3287.3	3793.8	3554.9	3551.8
174	3296	3800.8	3566.5	3562.5
175	3306.9	3810.8	3577.7	3573.2
176	3315.3	3823.6	3590.1	3584
177	3323.8	3834.1	3601.5	3594.5
178	3332.2	3843.8	3613.8	3605
179	3339	3855.5	3625	3615.7
180	3345.8	3870.8	3635.8	3626.6
181	3362.8	3875	3644	3635.2
182	3376	3878.6	3652.2	3643.9
183	3389.3	3883.1	3660.9	3652.6
184	3403.7	3887.9	3668.8	3661.4
185	3416.4	3892.2	3676.1	3669.8
186	3428.2	3896.2	3685.5	3678.5
187	3439.8	3901	3694.3	3687.4
188	3449.3	3905.9	3703	3695.8
189	3460.2	3911.7	3712.8	3704.6
190	3466.9	3917.8	3723	3713.2
191	3477.6	3924.5	3732.6	3722.1
192	3483.8	3933.6	3741.9	3730.8
193	3489.3	3941.6	3751.3	3739.6
194	3497.5	3952.5	3759.8	3748.1
195	3505.4	3963.8	3767.5	3757
196	3511.2	3966.9	3770.7	3760.9
197	3518.4	3971.1	3773.5	3764.5
198	3521.8	3975.6	3777	3768.4
199	3529.9	3979.2	3779.5	3772.1
200	3537.4	3984.4	3782.5	3775.7
201	3539.9	3987.8	3785.5	3779.5
202	3547.4	3993.6	3788.6	3783.2
203	3551.4	3997.1	3791.1	3786.9
204	3556.5	4002.9	3793.8	3790.7
205	3559.8	4007.1	3796.6	3794.3
206	3562	4012.5	3799.8	3797.9
207	3567.7	4017.5	3802.5	3801.9
208	3570.5	4023.9	3804.8	3805.4
209	3572.4	4028	3808.1	3809.2
210	3576.4	4034	3811	3812.8
211	3583.1	4037.8	3813.7	3816.5
212	3592.2	4042.7	3817.8	3820.8
213	3598.7	4046.8	3820.9	3824.7
214	3604.7	4051.8	3824	3828.5
215	3610.7	4056.4	3827.5	3832.4
216	3616.3	4060.9	3830.7	3836.3
217	3622.2	4065.6	3833.9	3840.1
218	3627.8	4071.3	3837.1	3844
219	3634.9	4075.3	3839.8	3847.9
220	3639.8	4080	3842.7	3851.6
221	3645	4084.7	3846.3	3855.6
222	3649.5	4088.3	3849.4	3859.3
223	3654.2	4096.1	3852.2	3863.2
224	3660.4	4099.9	3856.6	3867.3
225	3663.8	4109	3858.6	3870.9
226	3669.1	4111.6	3862.4	3874.7
227	3676.2	4116.1	3864.5	3878.2
228	3683.7	4121.6	3867.7	3881.9
229	3690.4	4125.7	3870.7	3885.7
230	3697.4	4128.8	3874	3889.4
231	3703.7	4133	3877	3893.2
232	3709.3	4137.4	3879.9	3896.9
233	3715.7	4141.5	3882.9	3900.8
234	3719.9	4146.1	3886.3	3904.7
235	3724.8	4151.6	3889.7	3908.5
236	3729.9	4156.4	3893	3912.4
237	3733.5	4162.6	3896.2	3916.3
238	3737.7	4168	3899.3	3920
239	3741.1	4171.5	3902.8	3923.7
240	3744.5	4176.8	3905.6	3927.4
241	3756.4	4182.3	3912.1	3935
242	3766.7	4189	3918.6	3942.5
243	3777.6	4196.8	3925.1	3949.9
244	3785.8	4202.2	3932.5	3957.5
245	3794	4211.8	3940.3	3965
246	3801.9	4218.7	3948	3972.4
247	3808.9	4228.8	3955.7	3980
248	3815.1	4242.2	3964.7	3987.5
249	3821	4256.9	3972.2	3994.9
250	3825.2	4269.6	3980.3	4002.4
251	3830.3	4280.9	3987.2	4009.9
252	3833.9	4297.3	3995	4017.3
253	3836.9	4309.5	4002.6	4024.6
254	3839.9	4322.5	4009.1	4032.1
255	3843.1	4338.4	4015.5	4039.5
256	3853.6	4349.1	4025.2	4049
257	3864	4359.1	4035.6	4058.8
258	3871.9	4369	4044.9	4068.2
259	3879.3	4377.4	4054.8	4077.6
260	3886.2	4394.5	4064.8	4087.4
261	3892.6	4407.6	4074.2	4096.8
262	3898.8	4419.9	4084.6	4106.1
263	3903.2	4435.8	4094.1	4115.8
264	3908.1	4450	4104	4125.4
265	3912.7	4468.3	4113.8	4135.2
266	3917.1	4488.4	4122.8	4144.6
267	3922.4	4509.2	4132.3	4154.1
268	3925.3	4532	4141.5	4163.6
269	3929.3	4552.1	4150.6	4173.3
270	3931.6	4575.3	4159.6	4182.9
271	3943.4	4584.9	4166.8	4192.2
272	3955.1	4592.8	4175.8	4201.9
273	3965.6	4604.1	4185.1	4211.4
274	3974.6	4618.5	4194.4	4220.8
275	3983.2	4624.8	4202.9	4230.1
276	3990	4634.8	4212.5	4239.5
277	3996.3	4647.9	4220.9	4249.1
278	4003.1	4660.8	4230	4258.7
279	4009.1	4671.7	4238.5	4267.9
280	4015.7	4687.1	4247.7	4277.4
281	4021.5	4697.8	4257.1	4286.9
282	4026.6	4712.9	4266.6	4296.7
283	4033.1	4728.6	4276	4306.2
284	4039.7	4744.6	4284.7	4315.4
285	4043.2	4762	4293.6	4325.2
286	4065.8	4773.9	4305.6	4340.5
287	4088.1	4784.8	4319.5	4356.3
288	4112.2	4792.9	4332.2	4371.6
289	4131.9	4801.6	4345.7	4387.4
290	4150.6	4810.1	4357.7	4402.1
291	4168.8	4823.1	4370.5	4417.7
292	4184.9	4831.7	4384	4433.3
293	4198.8	4844.2	4397.3	4448.7
294	4213.1	4859.6	4410.8	4464.4
295	4223.2	4874.8	4424.8	4480
296	4234.5	4901.2	4439.1	4495.9
297	4246.2	4932.3	4453.3	4511.2
298	4256.1	4971.6	4466.3	4526.5
299	4266.5	5008	4479.6	4541.5
300	4274	5051.4	4493.8	4556.7
301	4402.5	5124	4610.8	4668.6
302	4526.7	5206.9	4728.2	4780.3
303	4648.5	5292.3	4845.6	4892.1
304	4765.6	5383	4963.2	5003.6
305	4881.6	5475.4	5080.2	5115.4
306	4995.5	5569.7	5198.1	5227.5
307	5105.3	5669.9	5314.2	5339.4
308	5214.1	5772.1	5430.2	5451.6
309	5320.4	5877.2	5545.1	5563.8
310	5422.1	5993	5659	5676.1
311	5520.7	6112.6	5770.2	5787.6
312	5616.9	6239.5	5881	5899.1
313	5712.6	6373.8	5991.2	6010.5
314	5807.1	6516.7	6099.9	6121.8
315	5892.6	6650.5	6209.5	6232.9
316	6071.1	6755.1	6353.9	6375.3
317	6242.1	6852.1	6499.3	6517.4
318	6414.3	6952.6	6643.4	6659.4
319	6584.8	7054.8	6788.1	6801.3
320	6755.3	7165.4	6930.5	6943.2
321	6915.2	7283.4	7074.6	7084.9
322	7061.5	7414.2	7219	7226.2
323	7194.6	7548.7	7365.8	7367.5
324	7315.5	7686.3	7513.2	7510.4
325	7424.7	7830.4	7662.2	7653.8
326	7537.2	7979.8	7809.7	7796.9
327	7640.5	8135.4	7958	7940.1
328	7742	8297.5	8104.5	8083.1
329	7838.4	8465.4	8252.3	8226.7
330	7940.3	8633.3	8397.5	8369.2
331	8000.9	8640.1	8418.1	8393.6
332	8060	8644.5	8438.4	8417.8
333	8115.1	8651.7	8458.9	8442.1
334	8167.2	8658.6	8480.1	8466.3
335	8212.7	8665.8	8501.4	8490.6
336	8254.7	8673.2	8521.3	8514.5
337	8286.5	8684.7	8542.7	8538.7
338	8314.5	8698.6	8564.7	8563
339	8341.8	8718.1	8588.1	8587.4
340	8376.1	8744.7	8612.4	8611.4
341	8406.3	8778.8	8636	8634.9
342	8437.3	8819.6	8657.6	8657.7
343	8462.3	8868.1	8677.1	8680.8
344	8482.2	8921.1	8696.6	8704
345	8492.6	8973.9	8716.2	8727.1
346	8511.4	8982.1	8725.8	8737.5
347	8524.7	8989.8	8736.9	8747.8
348	8533.8	8998.7	8747.1	8758.1
349	8543.1	9006.3	8758	8768.4
350	8555.3	9015.6	8769	8778.9
351	8564.7	9026.7	8780.1	8789.3
352	8572.3	9035.9	8791.7	8799.4
353	8579.4	9046.2	8803.1	8809.9
354	8587	9056.3	8813.6	8819.7
355	8592.9	9070.9	8823.6	8830.3
356	8599.8	9085.5	8834.8	8840.5
357	8604.5	9100.3	8844.9	8850.8
358	8611.3	9116.9	8854.2	8860.2
359	8614	9137.4	8864.3	8870.1
360	8618.3	9158	8872.5	8879.6
361	8636.9	9164.3	8882.3	8889.3
362	8648.1	9167.2	8892.7	8898.9
363	8662.7	9171.3	8901.3	8908.6
364	8673.3	9176.4	8911.2	8917.8
365	8684.6	9183.6	8920.9	8927.5
366	8694.8	9191.9	8930.1	8936.7
367	8702.2	9199.6	8940	8946.1
368	8711.2	9210.3	8949.8	8955.5
369	8720.8	9222	8960.2	8965.2
370	8731.2	9233.4	8969.7	8974.7
371	8736.4	9247.3	8980.1	8984.1
372	8744.4	9264.1	8989.5	8994.2
373	8751.1	9276.3	8999.3	9004
374	8758.2	9291.9	9009.7	9014.2
375	8764.3	9306.7	9019.5	9024.4
376	8785.7	9317.5	9030	9036.9
377	8806.4	9325.6	9042.3	9050.1
378	8824.1	9333.4	9055.4	9062.9
379	8838.1	9344.1	9067.9	9076.1
380	8850	9352.8	9081	9089.1
381	8861.8	9359.9	9093.3	9102.2
382	8870.6	9376.7	9105.2	9115.2
383	8882.8	9390.5	9117.6	9128.6
384	8891.3	9410.4	9130.4	9141.7
385	8899.3	9432.3	9143.6	9155.1
386	8907.8	9455.6	9157.3	9168.2
387	8913.4	9480.7	9170.2	9181.5
388	8919.1	9513.4	9182.5	9194.7
389	8923.9	9537.9	9194.3	9208
390	8928.9	9566.7	9204.9	9220.6
391	8946.9	9589.2	9225.2	9240.5
392	8958.7	9617	9245.2	9260.2
393	8973.3	9644.9	9264.5	9279.9
394	8984.8	9674	9283.5	9299.5
395	8993.8	9716.4	9301	9318.7
396	9001.5	9759.8	9319.1	9338
397	9009.6	9807	9336.1	9357
398	9017.5	9853.3	9352.4	9376
399	9023.6	9902.5	9369.1	9395
400	9028.5	9948.7	9384.6	9413.9
