"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","K_sd","Ca","Ca_sd","Ti","Ti_sd","Mn","Mn_sd","Fe","Fe_sd","Co","Co_sd","Ni","Ni_sd","Cu","Cu_sd","Zn","Zn_sd","Rb","Rb_sd","Sr","Sr_sd","Zr","Zr_sd","Mo_coh","coh_inc","Mo_coh_sd","coh_inc_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","dry_mass_pc","K_ICP_sd_FDV2023","Ca_ICP_sd_FDV2023","Ti_ICP_sd_FDV2023","Mn_ICP_sd_FDV2023","Fe_ICP_sd_FDV2023","Co_ICP_sd_FDV2023","Ni_ICP_sd_FDV2023","Cu_ICP_sd_FDV2023","Zn_ICP_sd_FDV2023","Rb_ICP_sd_FDV2023","Sr_ICP_sd_FDV2023","Zr_ICP_sd_FDV2023","dry_mass_err"
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,22325.9090909091,53674.8181818182,1.29545454545455,-8.06911284348788,-0.806911284348788,-5.24324040548484,-0.524324040548484,-7.27551456310277,-0.727551456310277,-6.86253241888134,-0.686253241888134,-3.20068050934054,-0.320068050934054,-6.32357581584861,-0.632357581584861,-5.26441034592321,-0.526441034592321,-5.47934449692877,-0.547934449692878,-6.33768756848066,-0.633768756848066,-6.63495793053842,-0.663495793053842,-4.64514625219977,-0.464514625219977,-3.85226082142044,-0.385226082142044,-1.90310899796261,0.149104332818182,-5.31474633933087,0.00491852631995791,9.57217944611186,1.72299230030013,9.20085797360353,1.19611153656846,7.6949965706891,1.07729951989647,4.83236728974649,0.579884074769578,8.74585699995511,1.57425425999192,0.891821390097,0.06242749730679,1.85125704597165,0.99967880482469,3.67910143420938,0.515074200789314,4.21238708406088,0.37911483756548,3.91635642757712,0.626617028412339,5.34661758690507,0.106932351738101,3.66995073900524,0.183497536950262,24.17673458,8.20625808685403,4.11739559205492,3.21649884208163,0.210621932435521,3.66217734560713,-4.56248337132626,-3.92358205457498,-1.8658710066189,-1.97500045576803,-0.351256280022502,0.966617242496849,0.126860282292105,2.417673458
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,21329.4545454545,51592.6363636364,1.24090909090909,-9.1824822380533,-0.91824822380533,-5.1946205961298,-0.51946205961298,-7.43979748002057,-0.743979748002057,-7.53148293687936,-0.753148293687936,-3.5993292739098,-0.35993292739098,-6.60038053189647,-0.660038053189647,-5.2276322449833,-0.52276322449833,-5.74544866250215,-0.574544866250215,-6.97969157905558,-0.697969157905558,-6.71247141962672,-0.671247141962672,-4.66678470493162,-0.466678470493162,-3.79240688293203,-0.379240688293203,-1.89771279253499,0.149911105272727,-5.47866613218704,0.00417489477233992,8.03772748025162,1.44679094644529,8.87915750034754,1.15429047504518,6.35400922144901,0.889561291002861,4.04698604695415,0.485638325634498,8.23051471759084,1.48149264916635,0.956002135004032,0.0669201494502822,1.77702758358368,0.959594895135185,3.61123068399644,0.505572295759501,4.17491914288766,0.375742722859889,2.58795630922308,0.414073009475693,4.87490594640391,0.0974981189280782,2.59054694580365,0.129527347290183,16.6231038,6.89014412222533,4.24660761374236,0.866841361255888,-0.534911896384269,2.46944614218091,-3.60303366615936,-3.04022677431082,-0.852913741302107,-1.24976198296028,-3.76440836763454,-0.340358866591808,-1.71277683954639,1.66231038
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,21085,51886,1.31909090909091,-7.25135388311789,-0.725135388311789,-5.05550019276608,-0.505550019276608,-5.91246638969183,-0.591246638969183,-6.56946588479818,-0.656946588479818,-2.49227356001004,-0.249227356001004,-6.45271262741598,-0.645271262741598,-5.24516451238567,-0.524516451238567,-5.94487988459512,-0.594487988459512,-8.74169040755785,-0.874169040755785,-5.85459290236519,-0.585459290236519,-4.03931769760471,-0.403931769760471,-3.82001595579982,-0.382001595579982,-1.85505911327099,0.156443694363636,-5.05717100038581,0.00636353661000703,8.05006593280735,1.44901186790532,8.8147196915889,1.14591355990656,6.40691933777027,0.896968707287838,4.0993273690619,0.491919284287428,9.34055718331538,1.68130029299677,1.74833298823245,0.122383309176272,1.9629187975536,1.05997615067894,3.22696331755683,0.451774864457956,4.27628832446624,0.384865949201961,2.33059914641457,0.372895863426332,4.78638501391686,0.0957277002783371,2.63623548122916,0.131811774061458,15.49312409,6.85211116633858,2.64000307582772,0.986831546279051,-0.563781745499,4.53403149960049,-2.66680455393541,-2.70797735875528,-2.48722183977325,-0.255802626476715,-2.97942067398675,0.72780538107135,-0.952295320105962,1.549312409
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,20358.0909090909,49648.1818181818,1.28818181818182,-6.83854592224562,-0.683854592224562,-5.15080995864012,-0.515080995864012,-6.12725429849454,-0.612725429849454,-6.48571388105127,-0.648571388105127,-2.48645993159155,-0.248645993159155,-5.97580459227144,-0.597580459227144,-5.15054924682318,-0.515054924682318,-5.95106494205938,-0.595106494205938,-7.9999017682906,-0.79999017682906,-5.27633539948731,-0.527633539948731,-3.95739899655976,-0.395739899655976,-3.73750321705809,-0.373750321705809,-1.81240024840311,0.163261797363636,-5.33963403566847,0.00479762607996572,8.02113085077993,1.44380355314039,8.79563762526239,1.14343289128411,6.33278695155472,0.886590173217661,3.98932974180479,0.478719569016575,8.86409264544503,1.59553667618011,1.29011948439792,0.0903083639078543,1.7677938836728,0.954608697183314,2.93461448330624,0.410846027662874,3.73286878747651,0.335958190872886,2.2715446811789,0.363447148988624,4.7221214785087,0.094442429570174,2.57119233561081,0.128559616780541,27.34117399,6.76220271051115,4.18805042109457,1.12417525117457,-0.863482088333298,4.16270140553045,-3.98188023250564,-3.19036912929489,-2.4649569627174,-1.40987379582273,-1.59104483691296,-0.0696101644730695,-1.12558367536812,2.734117399
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,23485.9090909091,56468.3636363636,1.45545454545455,-7.69341305709158,-0.769341305709158,-5.14084682119248,-0.514084682119248,-6.53395702113174,-0.653395702113174,-6.75652532585647,-0.675652532585647,-3.29325165714463,-0.329325165714463,-6.51351893574469,-0.651351893574469,-5.30362103414,-0.530362103414,-6.04103503219526,-0.604103503219526,-7.4411540883358,-0.74411540883358,-6.59322982087951,-0.659322982087951,-4.37409423949972,-0.437409423949972,-3.86110080407148,-0.386110080407148,-1.90799180607386,0.148378059454545,-5.89536039868347,0.00275218434102406,7.26163413962075,1.30709414513173,8.86638463037066,1.15263000194819,6.08925368788437,0.852495516303812,3.85878807296499,0.463054568755799,7.5945083648187,1.36701150566737,0.32879124461259,0.0230153871228813,1.51918646247254,0.82036068973517,2.96497237086501,0.415096131921102,3.82272003609075,0.344044803248168,1.83521807251857,0.293634891602971,4.84528705056754,0.0969057410113507,2.43324707517014,0.121662353758507,16.82974775,6.42494569973395,4.10991629289742,1.92688620415872,-0.208431216671758,3.31438773523264,-4.25515084149582,-3.80810187018146,-2.60486929957842,-1.36731272957204,-2.34470529440366,-1.11894466459632,-1.47412828430791,1.682974775
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,23787.4545454545,60059.3636363636,1.37818181818182,-8.45749200421726,-0.845749200421726,-5.33880155415136,-0.533880155415136,-7.22775772608272,-0.722775772608272,-7.15624714452983,-0.715624714452983,-1.79553870881855,-0.179553870881855,-5.74935140899364,-0.574935140899364,-5.238021895929,-0.5238021895929,-5.75375374217107,-0.575375374217107,-9.49060691791026,-0.949060691791026,-7.16761570050667,-0.716761570050667,-5.26239047602626,-0.526239047602626,-3.8894986404129,-0.38894986404129,-1.89716807571131,0.149992786727273,-5.84900978278758,0.00288275232976997,7.44814768922964,1.34066658406134,8.62807448322606,1.12164968281939,5.87125953874839,0.821976335424775,3.65876255272653,0.439051506327184,9.67361768204715,1.74125118276849,0.434258578075462,0.0303981004652824,1.75511717877744,0.947763276539819,3.74010134376473,0.523614188127062,3.5780087046861,0.322020783421749,1.79803683709596,0.287685893935353,4.54763367627891,0.0909526735255781,2.09664310937208,0.104832155468604,13.84436494,6.35307468444632,4.1592873995816,0.578697289176255,-2.50150470250249,1.68344586805776,-4.00588296231425,-4.02241069171557,-2.28440222778488,-2.08413738189983,-3.16307498350179,0.390914586845132,-1.65717217925939,1.384436494
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,-8.56788863259906,-0.856788863259906,-5.45941132050221,-0.545941132050221,-7.87721528917944,-0.787721528917944,-7.41345528584166,-0.741345528584166,-3.40437720416685,-0.340437720416686,-6.78385624514349,-0.67838562451435,-5.25924389553328,-0.525924389553328,-5.56423850811173,-0.556423850811173,-6.95918658308507,-0.695918658308508,-6.79567380444549,-0.679567380444549,-5.72465348496619,-0.572465348496619,-3.84318732357389,-0.384318732357389,-1.9203379184602,0.1465574293,-5.56413685402395,0.00383288756320129,6.52682657511811,1.17482878352126,8.58487534895951,1.11603379536474,5.26250214324613,0.736750300054459,3.46948661196281,0.416338393435537,8.35184985703952,1.50333297426711,-0.298646648317575,-0.0209052653822302,1.8771340909504,1.01365240911321,4.1409556466192,0.579733790526688,4.46623122438134,0.401960810194321,0.952679147086453,0.152428663533833,4.51904296521713,0.0903808593043426,1.74336703695281,0.0871683518476403,12.21081609,5.79996538261341,4.48016058343282,0.821645977705077,-1.31861690908455,3.72095422651058,-4.41864207250603,-2.89799999304162,-0.566629701016258,0.0359373557529471,-3.82463457453228,-0.901140281741689,-2.21945206374837,1.221081609
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,23205.0909090909,65119.7272727273,1.43363636363636,-8.59132040425491,-0.859132040425491,-5.15374668930943,-0.515374668930943,-6.85688392936023,-0.685688392936023,-6.75430535647454,-0.675430535647454,-0.915518313631449,-0.0915518313631449,-5.37805400128384,-0.537805400128385,-5.27935009808879,-0.527935009808879,-5.48737027257994,-0.548737027257994,-6.07591615815469,-0.607591615815469,-7.76468604354823,-0.776468604354823,-4.99523828934966,-0.499523828934966,-3.88256071565152,-0.388256071565152,-1.84878474558918,0.157428365818182,-5.93036393390467,0.00265751453321166,7.40329878069465,1.33259378052504,8.63892667704869,1.12306046801633,5.99527017426419,0.839337824396986,3.62506547789696,0.435007857347635,8.01280853633787,1.44230553654082,0.00191871708452492,0.000134310195916744,2.24808621124957,1.21396655407477,4.34807395647575,0.608730353906604,4.83744487171557,0.435370038454401,1.93944313233607,0.310310901173771,4.61311637523697,0.0922623275047394,2.37149949846929,0.118574974923464,16.79692387,6.38970970851435,4.53399877767637,1.65242970400923,-1.14958687174424,2.7498274927808,-6.02394476453034,-3.5037768679694,-1.66478811971239,0.434877126114647,-2.36813189827928,0.0252757264488745,-1.05286822773549,1.679692387
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,23972.8181818182,57889.2727272727,1.31545454545455,-8.54359062748946,-0.854359062748946,-5.37883354462537,-0.537883354462537,-7.48005936953564,-0.748005936953564,-7.27990915486764,-0.727990915486764,-2.79707245674082,-0.279707245674082,-6.52451339450422,-0.652451339450423,-5.23590818969513,-0.523590818969513,-5.57559089874049,-0.557559089874049,-5.40110157828963,-0.540110157828963,-7.51849714853172,-0.751849714853172,-4.71022365563952,-0.471022365563952,-3.81841779789403,-0.381841779789403,-1.90331807098683,0.149073162363636,-5.68922235552995,0.00338222226804198,8.59651663617452,1.54737299451141,8.61036395885455,1.11934731465109,6.2596340693734,0.876348769712276,3.94762045054329,0.473714454065195,10.5121855049979,1.89219339089963,1.32682116128767,0.0928774812901368,1.9678745492403,1.06265225658976,3.70495967655551,0.518694354717772,3.61081768221592,0.324973591399433,2.28106041113065,0.364969665780904,4.51362383871107,0.0902724767742214,2.26950082593994,0.113475041296997,14.8081316,7.03267109488274,2.90213194172611,0.625871991226276,-2.99648467653814,5.17564528163103,-3.00379025203586,-3.48314630000138,-1.97316694951726,-1.21852520202955,-2.82004420309538,-0.357031769021802,-1.70855986733128,1.48081316
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,23105.1666666667,59388.6666666667,1.445,-9.19759933016955,-0.919759933016955,-5.5302334621362,-0.55302334621362,-7.52648268470958,-0.752648268470958,-7.00934659641288,-0.700934659641288,-1.70879820722672,-0.170879820722672,-5.14348646796488,-0.514348646796488,-5.21385376940621,-0.521385376940621,-5.35955273217233,-0.535955273217233,-4.81164150806918,-0.481164150806918,-7.4520395354712,-0.74520395354712,-5.2838773461566,-0.52838773461566,-3.83812702004459,-0.383812702004459,-1.86289560205908,0.1552225165,-5.5236524656186,0.00399124332567506,8.62957397296153,1.55332331513308,8.76969936588547,1.14006091756511,7.04706218045058,0.986588705263081,4.4164307444794,0.529971689337528,8.71190613126309,1.56814310362736,0.223606918343125,0.0156524842840187,1.84328493792773,0.995373866480975,4.21343974493318,0.589881564290646,4.97774403879583,0.447996963491625,3.03557677576426,0.485692284122282,4.79591699049481,0.0959183398098962,4.06289986689823,0.203144993344911,16.33050513,7.32150150115351,4.31011366097826,2.99857002333074,0.095350908065827,4.50899709495294,-5.69990211300682,-3.82094910417629,-0.991264885978251,0.416448222288666,-1.29375957461351,0.039170546510341,1.86616521736354,1.633050513
