depth	min	max	median	wmean
88	1622.7	2366.2	1975.1	1983.1
89	1642.3	2405.5	2007.1	2015.1
90	1658	2453.4	2037	2046.7
91	1699.2	2471.8	2070.9	2079.1
92	1731.9	2494.4	2103.7	2111
93	1755.6	2519.6	2138.7	2143.2
94	1777.2	2554.5	2173	2175.1
95	1799.2	2595.6	2206.8	2207.5
96	1834.6	2614.6	2238	2238
97	1860.9	2633.9	2271.3	2268.2
98	1886.4	2658	2303.3	2298.5
99	1910.7	2685.8	2335.7	2329.1
100	1929	2722	2369.2	2359.7
101	1987.8	2734.3	2398.6	2390.6
102	2026	2750.9	2431.9	2422.3
103	2058.5	2773.3	2466	2454.4
104	2085	2798.3	2500.5	2486.5
105	2108.2	2833.3	2535.4	2518.6
106	2156.7	2844.3	2565.8	2550.5
107	2201.3	2860.2	2597.7	2582.8
108	2240.2	2877.8	2631.3	2615.3
109	2275.8	2900.5	2664.2	2647.4
110	2300.6	2933.5	2697	2679.7
111	2359.4	2944.9	2723.7	2709.8
112	2403.1	2958.5	2752.4	2740.7
113	2439.3	2976.5	2781.8	2771.3
114	2471.5	2999.5	2812.6	2802.2
115	2494.2	3027.6	2843.9	2832.9
116	2518	3039.2	2865.7	2856.3
117	2537	3052.2	2887.8	2879.3
118	2559.8	3070	2911.3	2902.8
119	2584.9	3090.8	2934.7	2926.4
120	2607.1	3120.3	2955.7	2949.3
121	2626	3135.2	2970	2963.8
122	2643.9	3151	2984.3	2978.1
123	2663.6	3169.2	2997.6	2991.9
124	2681	3190.5	3009.7	3005.7
125	2702.5	3216.8	3021.4	3019.4
126	2719.4	3230	3035.5	3033.1
127	2740.1	3249.2	3048.8	3046.4
128	2757.3	3270.6	3062.2	3059.8
129	2780.1	3292.2	3075	3073.4
130	2796.5	3315.1	3087.1	3087.1
131	2813.3	3326.4	3100.8	3101.3
132	2831.4	3339.8	3115.2	3115.1
133	2851.1	3359.1	3128.4	3129.1
134	2865.8	3379.8	3141.2	3142.8
135	2883	3402.2	3154.2	3156.5
136	2899.7	3413.8	3167.9	3170.4
137	2916.6	3426.6	3180.8	3184.3
138	2933.1	3440.5	3194.9	3198.3
139	2946.4	3457.8	3208.6	3212
140	2956.5	3476.1	3222.6	3225.7
141	2973.9	3488.6	3237.6	3240.3
142	2989.1	3502.4	3251.7	3254.4
143	3001.6	3517.8	3265.5	3268.7
144	3017.4	3535.5	3279.6	3283
145	3027.4	3555.3	3293.5	3297.2
146	3044.5	3565.2	3307.2	3311.1
147	3058.3	3577	3322.3	3324.9
148	3074	3592.8	3337	3339
149	3086.1	3608.6	3351.6	3353.2
150	3096.8	3627.2	3365	3367.2
151	3115.4	3638.6	3379.2	3380.9
152	3128.6	3649.5	3391.9	3394.3
153	3141.8	3662.3	3405.9	3408.1
154	3151.1	3676.6	3420.1	3421.7
155	3164.8	3692	3433.3	3435.5
156	3181	3701.5	3448.4	3449.4
157	3194.6	3713.1	3463.3	3463.4
158	3210.2	3727.8	3477	3477.4
159	3223.1	3747.3	3490.7	3491.4
160	3233.6	3763.8	3504	3505
161	3253.4	3774.1	3517.2	3518.7
162	3268.9	3784.7	3530.6	3532.2
163	3280.4	3796.5	3543.8	3545.4
164	3293.1	3809.7	3557.5	3558.7
165	3304.7	3823.5	3570.6	3572.1
166	3324.8	3833.5	3584.3	3585.2
167	3340.1	3844.8	3597.4	3598.7
168	3353.8	3856.4	3611.4	3612.2
169	3368.3	3871.2	3624.6	3625.7
170	3380.2	3887.9	3637.7	3639.6
171	3399.1	3896.8	3650.7	3653.1
172	3417.4	3907	3664.1	3666.9
173	3431.5	3916.6	3678.5	3680.8
174	3446.9	3930.6	3692.3	3694.6
175	3457.4	3944.8	3706.3	3708.5
176	3479.7	3954	3719.8	3721.9
177	3497.8	3963.7	3733.8	3735.3
178	3510.4	3972.9	3747.6	3748.7
179	3524.1	3985.8	3762	3762.2
180	3535.3	3998.2	3777.1	3775.8
181	3557.2	4008.9	3790.2	3789.6
182	3575.5	4020.8	3803.7	3803.5
183	3594.3	4032.5	3818	3817.5
184	3607.6	4044.4	3831.2	3831.4
185	3620.1	4062.7	3844.9	3845.6
186	3644.6	4069.7	3857.6	3859.6
187	3665.9	4078.1	3870.4	3874.1
188	3682.2	4087.9	3883.8	3888
189	3697.1	4099.1	3898	3902.2
190	3709	4113.7	3911.4	3916.5
191	3732.2	4122.1	3924.7	3930.5
192	3749	4132.7	3938.4	3944.8
193	3763.4	4143.7	3952.3	3958.7
194	3776.2	4161.8	3966.9	3973.1
195	3786.4	4183.7	3980.6	3987
196	3798	4202	3996.8	4002.5
197	3808.5	4226	4012.7	4017.9
198	3817.9	4247.5	4027.3	4033.2
199	3826.8	4278.1	4041.7	4048.6
200	3834.9	4310.9	4055.2	4064.1
201	3848	4327.4	4070.9	4079.1
202	3858.3	4348.3	4087	4094.3
203	3867.2	4367.8	4102.4	4109.4
204	3875.4	4395.2	4116.2	4124.5
205	3884.1	4428.6	4129.5	4139.8
206	3895.9	4446	4144.7	4154.6
207	3906.5	4465.5	4159.7	4169.7
208	3917.5	4483.6	4175.4	4185
209	3927	4507.3	4189.4	4200.1
210	3933.7	4535.4	4203.6	4214.9
211	3947.7	4551.7	4219.1	4230
212	3958	4568.8	4234.3	4244.8
213	3966.5	4587.6	4248.9	4260
214	3974.9	4610.3	4263.3	4274.7
215	3985.9	4638.2	4276.9	4290.1
216	3998	4655.4	4292.3	4305
217	4009.6	4676.6	4308.1	4320
218	4018.9	4692.8	4324.9	4335
219	4026.9	4715.1	4339.5	4349.7
220	4034.5	4744.2	4354.3	4364.6
221	4046.1	4758	4369.5	4380.1
222	4058.8	4777.2	4385.2	4395.8
223	4071.4	4797.3	4402	4411.5
224	4080.1	4819.3	4416.7	4427
225	4088.1	4847.1	4431.1	4442.7
226	4101.5	4863.6	4448.7	4458.2
227	4109.4	4879	4465.9	4473
228	4117.2	4901.5	4482.8	4487.8
229	4126.7	4924.8	4498.9	4502.6
230	4136.4	4947.2	4514.7	4518.1
231	4145.2	4964.7	4531.9	4532.8
232	4157.9	4991.5	4548	4547.6
233	4167.3	5017.4	4565.1	4562.9
234	4179.3	5044.2	4580.8	4577.8
235	4187.9	5067.5	4596.9	4592.5
236	4200.8	5083.5	4615.5	4608.1
237	4212.5	5103.6	4634.3	4623.4
238	4223.1	5126.4	4651.9	4638.9
239	4232.1	5143.8	4669.3	4654.7
240	4240.5	5169.8	4684.7	4670.2
241	4257.4	5190.7	4706.5	4688.1
242	4272.1	5216.4	4728.3	4706.1
243	4283.4	5241.3	4747.7	4723.7
244	4294.2	5270.8	4765.5	4741.6
245	4306.9	5295.8	4781.8	4758.9
246	4329.9	5314.2	4804	4783.5
247	4352.2	5334.2	4827.9	4808.5
248	4370.6	5359.2	4850.2	4832.7
249	4386.7	5385.2	4871.9	4857.4
250	4401.5	5416.5	4889.8	4881.6
251	4425.4	5435.6	4915.2	4907
252	4445.9	5462	4937.7	4932.3
253	4464.1	5489	4960.1	4957.5
254	4480.3	5522.5	4983.1	4982.8
255	4493.5	5555	5005.9	5008
256	4517.4	5580.6	5031.8	5033.1
257	4536.6	5609.6	5057.3	5058
258	4553.6	5637.2	5079.9	5083.2
259	4570.8	5669	5104.1	5108.7
260	4587.1	5702.8	5127.5	5133.7
261	4612.4	5725	5153.6	5158.6
262	4633.1	5752.9	5179.4	5183.6
263	4648.3	5777.5	5204.3	5208.4
264	4665.9	5806.4	5228.5	5233
265	4682.9	5843.6	5251.5	5257.4
266	4706.1	5862.9	5278.6	5282
267	4728.8	5884.9	5302.6	5306.7
268	4748.2	5908.3	5327.2	5331.5
269	4769.4	5940.3	5350.9	5355.6
270	4786.9	5976.7	5375.5	5380.4
271	4811.5	5992.4	5401.7	5405
272	4832.1	6012.4	5429.9	5430.1
273	4852	6037.4	5455.4	5455.2
274	4870.7	6059.9	5482.2	5480.1
275	4888	6091	5507.2	5505.3
276	4914.9	6107.9	5534.3	5530
277	4933.2	6132.6	5560.3	5554.7
278	4949.4	6160	5586	5579.6
279	4972.5	6184.4	5611.3	5603.8
280	4991.1	6213.8	5635.4	5628.5
281	5013.1	6236.2	5661.4	5653.5
282	5034.5	6254.1	5689.3	5679.2
283	5057.8	6280	5715.9	5705.1
284	5079.7	6308.8	5742.8	5730.4
285	5095.4	6341	5767.9	5755.6
286	5120.6	6359	5793.1	5780.6
287	5142.7	6384.5	5819.8	5806.1
288	5163.4	6408.2	5845.6	5831.4
289	5187.4	6433.9	5871	5856.7
290	5207.1	6465.3	5897.5	5881.9
291	5230.5	6483.2	5923.8	5906.9
292	5250	6498.9	5951.5	5931.9
293	5266.7	6518.7	5976.4	5956.6
294	5283.8	6542	6002	5981.9
295	5302.1	6570.5	6026.8	6007.1
296	5348.1	6594.1	6066.6	6045.7
297	5398	6619	6108.7	6084.7
298	5435.8	6650.9	6151.1	6123.2
299	5473.1	6690.3	6193.8	6162
300	5500.4	6731.2	6235.3	6200.5
301	5565.3	6752.5	6273.5	6241.7
302	5621.5	6778.5	6314.9	6282.5
303	5675.7	6808.2	6355.9	6324
304	5717.9	6840.5	6396.3	6365
305	5756.3	6880.7	6435.6	6406.2
306	5834.2	6900.7	6475.7	6447.3
307	5903.1	6921.7	6517.3	6488.8
308	5963.2	6943.6	6558.1	6530.1
309	6020.9	6972.9	6599.5	6571.3
310	6060.7	7014.7	6641.1	6612.5
311	6140.8	7030.4	6678.5	6653.2
312	6206.2	7049.5	6715.7	6694.5
313	6275.3	7075.1	6754.1	6736.1
314	6325.1	7101.9	6794.1	6777.5
315	6368.8	7138.4	6835.4	6818.5
316	6486.6	7152.5	6867.2	6859
317	6595.6	7166.6	6899.3	6899.7
318	6697.4	7180.3	6932.3	6940.5
319	6778.2	7201.2	6968.1	6982.3
320	6831.8	7229.4	7009.8	7024.6
321	6911.5	7286	7075.6	7094.2
322	6951.3	7406.9	7147.9	7164
323	6979.7	7555.1	7214.3	7232.9
324	6998	7728.7	7274.5	7301.8
325	7012.4	7905.5	7329	7370.3
326	7082.3	7959.6	7417.8	7450.9
327	7127	8025.9	7509.2	7531.6
328	7162.6	8107.5	7597.9	7612.2
329	7189.8	8218.8	7680.5	7692.4
330	7213.3	8352.7	7756.6	7772.3
331	7307.9	8382.8	7845	7852.9
332	7370.7	8417.1	7941.6	7933.9
333	7425.4	8452	8041.4	8015.1
334	7470.8	8498.4	8142.4	8095.9
335	7508.3	8581.3	8230.3	8176.6
336	7568.2	8592.9	8281.5	8219.5
337	7615	8609.2	8334.4	8262.6
338	7658.7	8633	8399	8306.4
339	7692.4	8671.1	8447.4	8349.5
340	7720	8734.4	8487.8	8392.2
341	7745.2	8747.1	8502.5	8408.8
342	7768.9	8762	8516.2	8425.4
343	7791.2	8780.8	8532.7	8441.9
344	7810.6	8803.2	8545.6	8458.9
345	7830.8	8826.8	8558.8	8475.9
346	7860	8840.2	8574.9	8492.9
347	7890.6	8855.3	8589.4	8510
348	7915.4	8870.4	8601.9	8527.1
349	7938.9	8889.9	8616	8543.7
350	7956.4	8910.6	8628.6	8560.6
351	7989.9	8925.3	8642.3	8577.5
352	8017.2	8939.4	8655.4	8594.6
353	8044.1	8955.9	8668.1	8611.8
354	8068.3	8974.7	8681.5	8629
355	8087.8	8993.9	8693.7	8645.3
356	8112.4	9005.8	8709.5	8662.4
357	8139.1	9020.1	8723.5	8679.5
358	8168.1	9036.9	8737.5	8696.8
359	8192.8	9056.9	8752.6	8714
360	8212.3	9078.3	8767.5	8730.7
361	8241.2	9091.7	8781.9	8747.2
362	8263.5	9105.4	8797.6	8763.7
363	8288.6	9121.3	8813.2	8780.1
364	8311.7	9137.5	8827.8	8796.5
365	8335.3	9154.9	8842.5	8812.8
366	8369.9	9166.9	8857.6	8830
367	8393.2	9179.8	8873.6	8847.2
368	8420.5	9194.3	8889.3	8864.5
369	8445.3	9210.6	8904.5	8881.8
370	8467.8	9227.5	8919.7	8899.4
371	8499.1	9238.7	8936.5	8916.3
372	8530.3	9250.9	8952.5	8933.3
373	8560.7	9265	8968.3	8950.5
374	8582.8	9283.2	8982.4	8967.5
375	8603.4	9303.3	8998.1	8984.9
376	8633.2	9314.8	9013.4	9001.6
377	8664.3	9325.3	9028	9017.9
378	8687	9337.8	9043.3	9035
379	8709.4	9352.3	9058.1	9051.4
380	8728.7	9370.8	9073.6	9067.7
381	8758.8	9382.2	9088.8	9085.1
382	8785.2	9392.7	9104.1	9103
383	8809.8	9407.1	9119.8	9120.5
384	8831.4	9425.1	9136.5	9138.2
385	8850.3	9448.2	9153.1	9155.5
386	8866.5	9475	9174.5	9175.8
387	8880.1	9500.8	9193.5	9195.7
388	8890.9	9531.7	9211.4	9215.3
389	8903.5	9566.5	9229.7	9235.2
390	8911.8	9603.5	9247.7	9254.5
391	8931.7	9625	9267.5	9274.8
392	8945	9650	9286.7	9294.2
393	8959.9	9676.2	9306.6	9314.3
394	8971.8	9706.2	9324.5	9334
395	8983.5	9742.5	9342.7	9353.8
396	9002.9	9765.3	9363.8	9374.1
397	9019.5	9786.1	9384.4	9394
398	9033.8	9814.6	9403.8	9414.1
399	9048.6	9848.1	9422.2	9434.1
400	9058.6	9882.1	9441	9454.1
