"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-4.68879541155579,-6.9913803958277,9.90005448028148,4.87936885072702,9.36456156433677,8.46089173915774,10.2682313895158
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-4.98883187560072,-7.2914168218299,9.95690713013051,6.31872079019151,9.21056809370863,8.30697088588272,10.1141653015345
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-4.72860642090648,-7.03119151390053,9.62298459446366,5.61114125361068,9.34412859623525,8.44048546920329,10.2477717232672
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-5.11754250527115,-7.42012709749137,9.69417491662022,4.74651442196317,9.14450746793511,8.24085051862361,10.0481644172466
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-5.0299601725326,-7.33254541845358,9.59664303830568,5.59578881940116,9.18945902882971,8.28584866381382,10.0930693938456
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-4.45093968077554,-6.75352460235471,9.86948843903248,4.96321316024649,9.48664082429685,8.58270275387497,10.3905788947187
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-4.24679878185203,-6.54938387484608,9.69919628002116,5.35639035878364,9.59141597428552,8.68709922966267,10.4957327189084
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-5.20833937763953,-7.51092465342385,8.6009081215736,3.93386253193395,9.09790604719548,8.19417413237143,10.0016379620195
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-4.93563868118643,-7.23822377418047,9.55465674419412,5.15650072757883,9.23786945738697,8.33428100241314,10.1414579123608
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-4.89726919877473,-7.19985375607467,9.50894465211324,4.77594109431177,9.25756256296196,8.35397463484082,10.1611504910831
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-5.01909764903487,-7.32168259075419,9.56477237079309,3.75562938071292,9.19503421016149,8.29142786162657,10.0986405586964
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-4.76026509479259,-7.06285007100976,9.39204429390632,4.90909174085647,9.32787980766642,8.42425418543709,10.2315054298958
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-4.3831420565256,-6.68572674907331,9.85249573006977,5.58379778062773,9.52143789968508,8.61738926748932,10.4254865318808
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-4.78864841146543,-7.09123350445947,9.29849172569536,5.50425175561839,9.31331209351774,8.40969935836073,10.2169248286747
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-4.952414311649,-7.25499912161065,9.48007102402048,5.70345265527177,9.22925937872493,8.32566916963092,10.1328495878189
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-4.5693710891239,-6.87195579618437,9.48399332719607,4.20547858760119,9.42585600048886,8.52207477429648,10.3296372266812
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-4.88577986024455,-7.18836508563227,9.33464528764083,4.91179665800514,9.26345945659826,8.35987074267198,10.1670481705245
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-4.66542509490676,-6.96800965684732,9.38192997598845,4.77675979000036,9.37655636030905,8.47286843096972,10.2802442896484
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-4.63311873338612,-6.93570423771736,9.97282044634227,5.1445067091566,9.39313757402841,8.48942165634077,10.296853491716
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-4.61927113876722,-6.92185623176126,9.80165411054569,5.07995010806528,9.40024484068016,8.49651587393913,10.3039738074212
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-4.41861975018744,-6.72120517510822,9.71539461511851,5.16849333772123,9.50322900232903,8.59924011196524,10.4072178926928
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-5.1195076356692,-7.42209205965147,9.13586053379655,5.61925230057156,9.14349886635998,8.23984058200803,10.0471571507119
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-5.12940362749908,-7.43198872049313,9.72246432315027,4.78879007042317,9.13841975661896,8.23475455598544,10.0420849572525
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-5.17196017205151,-7.4745447362657,9.33094151569995,4.96478823045456,9.11657764481288,8.21287902578911,10.0202762638367
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-4.79194130742859,-7.0945259182822,9.2367926374202,5.06340486768057,9.3116220173485,8.40801060549478,10.2152334292022
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-5.15040490400081,-7.45298947949102,9.52900081118367,5.62196534743659,9.12764086857141,8.22395992167672,10.0313218154661
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-4.97745127478536,-7.28003709330007,9.45636313148571,5.20886738986239,9.21640917780142,8.31281462642548,10.1200037291774
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-4.63221800239487,-6.93480278716389,9.51789074530288,4.52705807837306,9.39359987347553,8.48988312619894,10.2973166207521
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-4.77582553834764,-7.07841074994989,9.62411464185365,4.28497528059253,9.31989342269423,8.41627519410295,10.2235116512855
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-4.94679481340724,-7.2493797656781,9.37631440482408,5.27796182102074,9.23214358161738,8.32855406338113,10.1357330998536
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-4.78111316920487,-7.08369802372493,9.59474094503739,5.56618412296314,9.31717955046641,8.41356365276638,10.2207954481664
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-4.92264543347791,-7.22523011437547,9.31946955348349,4.73410199447513,9.2445382311833,8.34095049772058,10.148125964646
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-4.70939878694758,-7.01198421289792,9.47560411734487,4.48477145065759,9.35398689870959,8.45033154231411,10.2576422551051
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-4.46873490124248,-6.77131973249773,9.77431551837162,3.4543469042916,9.47750744189608,8.57359588551673,10.3814189982754
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-4.89073609908532,-7.19332092597645,9.55723326093957,5.22209021205122,9.26091567105278,8.35732734943915,10.1645039926664
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-4.89438089287305,-7.19696652001647,9.62461126774893,4.97861908748839,9.2590449836119,8.35545689886644,10.1626330683574
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-4.93502043643642,-7.23760608573456,9.31992443349408,5.2453824986736,9.23818677100101,8.33459836296015,10.1417751790419
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-4.87583455118779,-7.17841898876453,9.32488504534851,5.04901860672757,9.26856387836578,8.36497413310676,10.1721536236248
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-4.00980718304286,-6.31239238630939,9.98161145293741,4.38218899374293,9.71305171921575,8.80812359934948,10.617979839082
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-4.0224503915768,-6.32503531705758,9.77188117502338,5.23436963725859,9.70656260274047,8.80167175395377,10.6114534515272
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-3.69053654633318,-5.99312151912822,10.1510443814303,5.40661212834203,9.87691711328737,8.97087422595889,10.7829600006159
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-4.13336842435182,-6.43595326779502,10.050126434033,5.57598451047402,9.64963401282177,8.74504765664049,10.5542203690031
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-4.76420859130817,-7.06679321534914,9.9168404070467,5.40698040113205,9.32585581129392,8.42223213829049,10.2294794842973
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-4.73378147363265,-7.03636622545236,10.1189473077536,5.77614138604693,9.34147250464144,8.43783246472772,10.2451125445552
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-4.74277099030528,-7.04535665705818,9.26659013828764,4.33291588522248,9.33685864253606,8.43322375551419,10.2404935295579
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-4.11127225051861,-6.4138575265856,9.63604593635603,5.26198747107208,9.66097485603231,8.75633106214751,10.5656186499171
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-4.36938306256593,-6.67196799757023,9.58076634298296,5.56338282182028,9.5284996921207,8.62442677658663,10.4325726076548
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-4.18812155995096,-6.49070685064168,9.92495860830957,6.07120451119007,9.62153201060173,8.71708107346513,10.5259829477383
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-5.46560269612807,-7.76818802554044,9.94099947962266,5.25513364941765,8.96586585866217,8.06177414926113,9.8699575680632
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-3.99522642372235,-6.29781146237826,10.1002644296905,6.56758843306958,9.72053528205304,8.8155635284484,10.6255070356577
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-3.72569784874643,-6.02828290024029,9.83731019003134,5.65410724067801,9.85887060348178,8.95296683069782,10.7647743762657
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-4.94023461403699,-7.24281970703103,8.97371165059452,5.09580681397521,9.23551059859731,8.33192175525888,10.1390994419357
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-4.04713822307017,-6.34972302989709,10.0457335657467,6.0735317137962,9.69389159334817,8.7890720105755,10.5987111761208
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-4.71521331465238,-7.01779896580969,8.9957658372962,5.31347837100377,9.3510025971042,8.44735107102228,10.2546541231861
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-5.50929670282648,-7.81188278373049,8.8570644882529,5.27263800346699,8.94343994533674,8.03926549569398,9.8476143949795
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-5.55958473282837,-7.86217112439807,7.51876920640867,3.41984886527406,8.91762965492523,8.0133522089283,9.82190710092217
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,-5.10177490781415,-7.40435917924208,9.63534111880107,5.46632721559211,9.15260017447863,8.24895347666976,10.0562468722875
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,-5.82259844360454,-8.12518488799468,8.64956597971791,4.94515970257868,8.78263808223711,7.8776866055134,9.68758955896081
