"Location","Site","Section","sample","top","bottom","mp","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc"
"Kerguelen","KER3","CAT2.3B",49,60.7,61.8,61.3,61.3,0.6,925,1789,1257,1289,432,0.03018,0.01038,85.98,14.02,0.7,90.07,4.5,52.06,4.5,6.0639,3.2927,0.9522,0.1335,0.0792,0.004,0.0038,93.7
"Kerguelen","KER3","CAT2.3B",50,62,63.2,62.6,62.6,0.6,954,1804,1303,1331,425,0.03076,0.01012,85.39,14.61,0.73,90.17,4.51,52.12,4.51,4.9832,2.7208,1.034,0.1511,0.09,0.0046,0.0043,92.5
"Kerguelen","KER3","CAT2.3B",51,63.3,64.5,63.9,63.9,0.6,973.5,1829,1358,1374,428,0.03206,0.01027,86.05,13.95,0.7,91.43,4.57,52.85,4.57,4.5702,2.5364,1.1114,0.155,0.0938,0.005,0.0046,92.5
"Kerguelen","KER3","CAT2.3B",52,64.6,65.7,65.1,65.1,0.5,993.8,1853,1405,1413,430,0.02901,0.00907,86.12,13.88,0.69,92.09,4.6,53.23,4.61,4.8707,2.7641,1.0687,0.1484,0.0916,0.0043,0.004,93
"Kerguelen","KER3","CAT2.3B",53,65.8,66.9,66.4,66.4,0.5,1010.6,1878,1460,1456,434,0.03142,0.00962,86.17,13.83,0.69,91.48,4.57,52.88,4.57,3.9915,2.2871,1.2281,0.1699,0.1058,0.0053,0.005,92.9
"Kerguelen","KER3","CAT2.3B",54,67.1,68.2,67.6,67.6,0.5,1020.6,1917,1506,1495,448,0.02901,0.00893,79.22,20.78,1.04,55.2,2.76,31.91,2.76,4.5679,2.6768,1.1979,0.2489,0.1583,0.0072,0.0068,94.4
"Kerguelen","KER3","CAT2.3B",55,68.3,69.4,68.9,68.9,0.5,1036.6,1970,1556,1538,467,0.03263,0.01017,73.08,26.92,1.35,31.01,1.55,17.93,1.55,4.8707,2.9102,1.2076,0.3251,0.2105,0.0106,0.0102,95.9
"Kerguelen","KER3","CAT2.3B",56,69.5,70.7,70.1,70.1,0.6,1050.7,2020,1600,1577,485,0.02789,0.00881,86.85,13.15,0.66,87.5,4.38,50.58,4.38,5.2022,3.1577,1.0197,0.1341,0.0881,0.0037,0.0036,97.3
"Kerguelen","KER3","CAT2.3B",57,70.9,72,71.5,71.5,0.6,1143.5,2043,1639,1624,450,0.03191,0.00909,87.62,12.38,0.62,90.91,4.55,52.55,4.55,5.0921,3.1444,0.9858,0.122,0.0815,0.0039,0.0037,95.2
"Kerguelen","KER3","CAT2.3B",58,72.2,73.3,72.7,72.7,0.6,1221.2,2063,1673,1665,421,0.02889,0.00753,88.44,11.56,0.58,90.83,4.54,52.5,4.54,5.0921,3.1953,1.0237,0.1184,0.0802,0.0034,0.0032,93.8
"Kerguelen","KER3","CAT2.3B",59,73.4,74.5,74,74,0.5,1282.5,2085,1713,1708,401,0.03067,0.00743,88.37,11.63,0.58,91.6,4.58,52.95,4.58,4.2749,2.7124,1.2366,0.1438,0.0984,0.0044,0.0041,92.7
"Kerguelen","KER3","CAT2.3B",60,74.7,75.8,75.2,75.2,0.5,1335.7,2102,1755,1749,383,0.02889,0.00654,87.44,12.56,0.63,90.98,4.55,52.59,4.55,4.8707,3.1538,1.1126,0.1397,0.0974,0.004,0.0037,92.4
"Kerguelen","KER3","CAT2.3B",61,75.9,77.1,76.5,76.5,0.6,1396.3,2127,1802,1792,365,0.03005,0.00635,85.24,14.76,0.74,90.16,4.51,52.12,4.51,4.3693,2.8575,0.9887,0.146,0.1028,0.0044,0.004,91.5
"Kerguelen","KER3","CAT2.3B",62,77.2,78.2,77.7,77.7,0.5,1444.7,2143,1847,1833,349,0.02943,0.0058,85.31,14.69,0.73,90.84,4.54,52.51,4.54,3.6287,2.4058,1.3137,0.1929,0.1376,0.0057,0.0052,91
"Kerguelen","KER3","CAT2.3B",63,78.3,79.4,78.9,78.9,0.5,1488.3,2176,1894,1873,344,0.03042,0.00579,85.39,14.61,0.73,91.72,4.59,53.02,4.59,4.0849,2.7512,1.0799,0.1577,0.1141,0.0048,0.0044,91.4
"Kerguelen","KER3","CAT2.3B",64,79.6,80.7,80.1,80.1,0.5,1535,2222,1937,1914,344,0.02573,0.0048,86.7,13.3,0.67,94.44,4.72,54.59,4.72,4.3715,2.9945,1.1322,0.1506,0.1107,0.0039,0.0036,92.2
"Kerguelen","KER3","CAT2.3B",65,80.8,81.9,81.4,81.4,0.5,1650.3,2235,1976,1962,292,0.02787,0.00434,94.3,5.7,0.29,93.02,4.65,53.77,4.65,4.5679,3.1793,1.1621,0.0663,0.0494,0.0018,0.0017,90.2
"Kerguelen","KER3","CAT2.3B",66,82.1,83.2,82.6,82.6,0.5,1760.5,2249,2007,2006,244,0.02787,0.00358,87.99,12.01,0.6,92.68,4.63,53.57,4.64,4.5679,3.2249,1.0018,0.1204,0.091,0.0034,0.003,88.4
"Kerguelen","KER3","CAT2.3B",67,83.3,84.4,83.8,83.8,0.5,1866.1,2262,2040,2050,198,0.02573,0.00265,85.24,14.76,0.74,88.98,4.45,51.44,4.45,4.1793,2.984,1.0636,0.157,0.12,0.004,0.0035,86.7
"Kerguelen","KER3","CAT2.3B",68,84.5,85.6,85.1,85.1,0.5,1966.2,2277,2075,2098,156,0.02787,0.00225,84.81,15.19,0.76,91.25,4.56,52.75,4.56,3.9915,2.8859,0.9368,0.1423,0.11,0.004,0.0034,85.4
"Kerguelen","KER3","CAT2.3B",69,85.8,86.9,86.3,86.3,0.5,2023.3,2312,2115,2143,144,0.02675,0.00197,84.99,15.01,0.75,91.67,4.58,52.99,4.58,3.6289,2.6527,1.0247,0.1538,0.1201,0.0041,0.0035,85.5
"Kerguelen","KER3","CAT2.3B",70,87,88,87.5,87.5,0.5,2044.8,2392,2160,2187,174,0.0266,0.00226,87.57,12.43,0.62,94.4,4.72,54.57,4.72,3.9741,2.9607,1.0122,0.1258,0.1,0.0033,0.0029,88
"Kerguelen","KER3","CAT2.3C",77,88,89,88.5,88.5,0.5,2060.5,2463,2199,2224,201,0.02774,0.00267,86.58,13.42,0.67,95.45,4.77,55.18,4.77,3.299,2.6755,1.2681,0.1701,0.1465,0.0047,0.0045,95.7
"Kerguelen","KER3","CAT2.3C",78,89.2,90.2,89.7,89.7,0.5,2073.1,2567,2249,2268,247,0.01466,0.00168,85.45,14.55,0.73,92.59,4.63,53.52,4.63,3.4619,2.8456,1.2468,0.1814,0.1582,0.0027,0.0026,98.6
"Kerguelen","KER3","CAT2.3C",79,90.4,91.4,90.9,90.9,0.5,2122.4,2660,2341,2352,269,0.01217,0.00146,86.71,13.29,0.66,93.88,4.69,54.26,4.69,3.4619,2.8803,1.2864,0.171,0.1508,0.0021,0.0021,100.2
"Kerguelen","KER3","CAT2.3C",80,91.7,92.8,92.2,92.2,0.5,2159.9,2839,2449,2458,339,0.01174,0.00169,87.59,12.41,0.62,91.53,4.58,52.9,4.58,3.9915,3.3649,1.2049,0.1496,0.1336,0.0018,0.0018,103.7
"Kerguelen","KER3","CAT2.3C",81,93,94.1,93.6,93.6,0.5,2187.8,3118,2540,2571,465,0.01264,0.00236,88.73,11.27,0.56,92.67,4.63,53.56,4.63,3.9915,3.4048,1.2378,0.1395,0.1259,0.0018,0.0019,109
"Kerguelen","KER3","CAT2.3C",82,94.3,95.4,94.9,94.9,0.5,2215.1,3401,2627,2676,593,0.01264,0.00287,88.26,11.74,0.59,94.21,4.71,54.46,4.71,4.1793,3.6109,1.201,0.141,0.1289,0.0018,0.002,114.1
"Kerguelen","KER3","CAT2.3C",83,95.7,96.8,96.2,96.2,0.5,2237.6,3671,2712,2781,717,0.01241,0.00327,88.07,11.93,0.6,95.17,4.76,55.01,4.76,3.808,3.3206,1.1722,0.1399,0.1289,0.0017,0.0021,118.5
"Kerguelen","KER3","CAT2.3C",84,97,98,97.5,97.5,0.5,2257.6,3944,2794,2887,843,0.01193,0.00355,88.16,11.84,0.59,95.45,4.77,55.18,4.77,3.8992,3.445,1.2493,0.1479,0.1381,0.0018,0.0022,123.1
"Kerguelen","KER3","CAT2.3C",85,98.3,99.3,98.8,98.8,0.5,2278,4197,2880,2992,960,0.01161,0.00378,87.59,12.41,0.62,95.19,4.76,55.02,4.76,3.299,2.9394,1.4378,0.1784,0.1679,0.0021,0.0026,126.7
"Kerguelen","KER3","CAT2.3C",86,99.5,100.6,100.1,100.1,0.5,2306.5,4461,2973,3102,1077,0.0078,0.00275,87.53,12.47,0.62,93.85,4.69,54.25,4.69,4.2749,3.8666,1.224,0.1527,0.1457,0.0012,0.0016,130.7
"Kerguelen","KER3","CAT2.3C",87,100.8,101.9,101.4,101.4,0.5,2441.6,4571,3156,3273,1064,0.0078,0.00258,87.26,12.74,0.64,92.81,4.64,53.64,4.64,3.6289,3.3059,1.2745,0.1624,0.1561,0.0013,0.0016,129.2
"Kerguelen","KER3","CAT2.3C",88,102.2,103.3,102.7,102.7,0.5,2513.2,4678,3380,3444,1082,0.00737,0.00236,86.93,13.07,0.65,95.8,4.79,55.37,4.79,4.5679,4.2299,1.1924,0.1558,0.1521,0.0011,0.0015,129.6
"Kerguelen","KER3","CAT2.3C",89,103.5,104.7,104.1,104.1,0.6,2552.8,4766,3631,3627,1107,0.00765,0.00238,88.39,11.61,0.58,96.43,4.82,55.74,4.82,4.7755,4.4699,1.0887,0.1264,0.1246,0.001,0.0013,129.7
"Kerguelen","KER3","CAT2.3C",90,104.9,105.9,105.4,105.4,0.5,2595.9,4826,3856,3798,1115,0.0075,0.00224,85.48,14.52,0.73,94.29,4.71,54.5,4.72,3.4619,3.2611,1.3136,0.1908,0.1892,0.0014,0.0018,129
"Kerguelen","KER3","CAT2.3C",91,106.1,107.2,106.7,106.7,0.5,2639.8,4920,4030,3969,1140,0.00809,0.00237,85.37,14.63,0.73,94.83,4.74,54.81,4.74,4.0849,3.8949,1.3941,0.204,0.2047,0.0016,0.0021,129.6
"Kerguelen","KER3","CAT2.3C",92,107.4,108.6,108,108,0.6,2684.7,5201,4181,4139,1258,0.00724,0.00224,84.86,15.14,0.76,94.77,4.74,54.78,4.74,3.768,3.6173,1.1593,0.1755,0.1772,0.0013,0.0017,132
"Kerguelen","KER3","CAT2.3C",93,108.9,109.9,109.4,109.4,0.5,2720.1,5540,4352,4323,1410,0.01005,0.00332,85.53,14.47,0.72,97.14,4.86,56.15,4.86,3.4619,3.3649,1.4817,0.2145,0.2192,0.0022,0.0029,135.3
"Kerguelen","KER3","CAT2.3C",94,110.1,111.2,110.7,110.7,0.5,2770.2,5707,4451,4451,1468,0.01474,0.00494,86.1,13.9,0.69,92.36,4.62,53.39,4.62,4.1793,4.1125,1.1984,0.1666,0.1722,0.0025,0.0034,136.9
"Kerguelen","KER3","CAT2.3C",95,111.4,112.5,112,112,0.5,2835.9,5729,4544,4541,1447,0.01474,0.00477,84.65,15.35,0.77,95.04,4.75,54.94,4.75,3.6289,3.5962,1.3624,0.2091,0.2177,0.0031,0.0042,136.5
"Kerguelen","KER3","CAT2.3C",96,112.8,113.9,113.3,113.3,0.5,2900.5,5756,4674,4631,1428,0.01477,0.00462,83.51,16.49,0.82,93.18,4.66,53.86,4.66,3.454,3.454,1.1883,0.196,0.2058,0.0029,0.0039,136.3
"Kerguelen","KER3","CAT2.3C",97,114.1,115,114.5,114.5,0.5,2962.2,5782,4797,4714,1410,0.01417,0.00429,84.79,15.21,0.76,96.12,4.81,55.56,4.81,2.6865,2.7106,1.4807,0.2252,0.2385,0.0032,0.0043,136.2
"Kerguelen","KER3","CAT2.3C",98,115.2,116.2,115.7,115.7,0.5,3022.7,5808,4909,4798,1393,0.01363,0.00402,84.45,15.55,0.78,96.95,4.85,56.04,4.85,3.14,3.2028,1.4188,0.2206,0.2361,0.003,0.0041,136.5
"Kerguelen","KER3","CAT2.3C",99,116.5,117.5,117,117,0.5,3092.5,5848,5031,4888,1378,0.01477,0.00423,83.9,16.1,0.8,95,4.75,54.91,4.75,3.9741,4.1132,1.2375,0.1992,0.2162,0.0029,0.004,137.1
"Kerguelen","KER3","CAT2.3C",100,117.7,118.7,118.2,118.2,0.5,3156.4,5894,5136,4971,1369,0.01477,0.00413,82.9,17.1,0.86,96.43,4.82,55.74,4.82,3.062,3.1829,1.2812,0.2191,0.2387,0.0032,0.0044,136.9
"Kerguelen","KER3","CAT2.3C",101,118.9,119.9,119.4,119.4,0.5,3221.3,5949,5218,5055,1364,0.01215,0.00333,83.24,16.76,0.84,99.11,4.96,57.29,4.96,3.3799,3.554,1.3786,0.2311,0.2545,0.0028,0.0039,137.6
"Kerguelen","KER3","CAT2.3C",102,120.1,121.2,120.7,120.7,0.5,3450,5992,5306,5160,1271,0.01081,0.00271,83.62,16.38,0.82,97.83,4.89,56.55,4.89,3.9915,4.243,1.2362,0.2025,0.2254,0.0022,0.003,136.4
"Kerguelen","KER3","CAT2.3C",103,121.5,122.5,122,122,0.5,3817.1,6004,5402,5279,1093,0.0111,0.00234,82.62,17.38,0.87,94.89,4.74,54.85,4.75,3.4619,3.7111,1.3376,0.2325,0.2609,0.0026,0.0034,133.3
"Kerguelen","KER3","CAT2.3D",110,122.4,123.5,123,123,0.5,4101.1,6012,5480,5370,955,0.01072,0.00195,85.29,14.71,0.74,93.33,4.67,53.95,4.67,3.808,4.3488,1.0091,0.1484,0.1769,0.0016,0.0022,137.4
"Kerguelen","KER3","CAT2.3D",111,123.8,124.8,124.3,124.3,0.5,4466.8,6024,5575,5488,779,0.01161,0.00169,84.37,15.63,0.78,91.06,4.55,52.63,4.55,3.7135,4.2836,1.1298,0.1766,0.2126,0.0021,0.0028,134.9
"Kerguelen","KER3","CAT2.3D",112,125,126.1,125.5,125.5,0.5,4807.5,6040,5661,5597,616,0.01074,0.00123,85.55,14.45,0.72,93.4,4.67,53.99,4.67,4.3715,5.0928,1.0042,0.1451,0.1763,0.0016,0.0021,133
"Kerguelen","KER3","CAT2.3D",113,126.3,127.5,126.9,126.9,0.6,5185,6059,5764,5725,437,0.01114,9e-04,86.63,13.37,0.67,95.87,4.79,55.41,4.79,4.3544,5.1077,1.0536,0.1408,0.1722,0.0016,0.002,130.4
"Kerguelen","KER3","CAT2.3D",114,127.7,128.7,128.2,128.2,0.5,5523.2,6087,5858,5843,282,0.01051,0.00055,87.12,12.88,0.64,94.85,4.74,54.83,4.74,3.8862,4.6033,1.1789,0.1518,0.1874,0.0016,0.0021,128.7
"Kerguelen","KER3","CAT2.3D",115,128.9,130,129.5,129.5,0.5,5784.4,6131,5964,5962,173,0.01252,0.00041,85.77,14.23,0.71,96.36,4.82,55.7,4.82,4.1728,4.9865,1.1578,0.1648,0.2051,0.0021,0.0026,127.8
"Kerguelen","KER3","CAT2.3D",116,130.2,131.2,130.7,130.7,0.5,5919.5,6212,6060,6061,146,0.01321,0.00037,86.38,13.62,0.68,95.61,4.78,55.27,4.78,4.1527,5.0081,0.9981,0.1359,0.1707,0.0018,0.0023,128.4
"Kerguelen","KER3","CAT2.3D",117,131.4,132.4,131.9,131.9,0.5,5997.2,6323,6153,6154,163,0.01244,0.00038,87.14,12.86,0.64,96.52,4.83,55.79,4.83,3.5448,4.298,1.1308,0.1454,0.1836,0.0018,0.0023,129.3
"Kerguelen","KER3","CAT2.3D",118,132.6,133.7,133.2,133.2,0.5,6038.1,6491,6249,6254,227,0.01375,0.00055,86.88,13.12,0.66,97.3,4.86,56.24,4.87,4.3603,5.3457,1.2271,0.1611,0.2055,0.0022,0.0029,131.6
"Kerguelen","KER3","CAT2.3D",119,133.9,135,134.4,134.4,0.5,6061.6,6664,6341,6346,301,0.01294,0.00067,88.58,11.42,0.57,96.21,4.81,55.61,4.81,3.6349,4.4782,1.1186,0.1278,0.1638,0.0017,0.0022,133.3
